English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Azerbaijani Word
emulate	0	0	0	0	0	0	1	0	0	0	təqlid etmək
emulsion	0	0	0	0	0	0	0	0	0	0	emulsiya
enable	0	0	0	0	0	0	1	0	0	1	aktivləşdirin
enablement	0	0	0	0	0	0	1	0	0	1	aktivləşdirmə
enact	0	0	0	0	0	0	0	0	0	0	qüvvəyə minir
enactment	0	0	0	0	0	0	0	0	0	0	qüvvəyə minməsi
enamel	0	0	0	0	0	0	0	0	0	0	emaye
encampment	0	0	0	0	0	0	0	0	0	0	düşərgə
enchant	0	1	0	0	1	0	1	0	1	0	ovsunlamaq
enchanted	0	0	0	0	1	0	1	0	0	1	ovsunlanmış
enchanting	0	1	0	0	1	0	1	0	0	0	cazibədar
enchantment	0	0	0	0	0	0	0	0	0	0	ovsun
encircle	0	0	0	0	0	0	0	0	0	0	mühasirəyə almaq
encircling	0	0	0	0	0	0	0	0	0	0	əhatə edən
enclave	0	0	0	0	0	1	0	0	0	0	anklav
enclose	0	0	0	0	0	0	0	0	0	0	bağlamaq
encode	0	0	0	0	0	0	0	0	0	0	kodlaşdırmaq
encompass	0	0	0	0	0	0	0	0	0	0	əhatə etmək
encore	0	0	0	0	0	0	1	0	0	0	daxil etmək
encounter	0	0	0	0	0	0	0	0	0	0	qarşılaşma
encourage	0	0	0	0	1	0	1	0	0	1	həvəsləndirmək
encouragement	0	0	0	0	0	0	1	0	0	0	həvəsləndirmə
encroach	0	0	0	0	0	0	0	0	0	0	qəsd etmək
encroachment	0	0	0	1	0	1	0	0	0	0	təcavüz
encrypt	0	0	0	0	0	0	0	0	0	0	şifrələmək
encumbrance	1	0	0	1	0	1	0	1	0	0	yüklülük
encyclopedia	0	0	0	0	0	0	1	0	0	1	ensiklopediya
end	0	0	0	0	0	0	0	0	0	0	son
endanger	0	1	0	1	0	1	0	0	0	0	təhlükə
endangered	0	0	0	1	0	1	0	0	0	0	təhlükə altındadır
endeavor	0	1	0	0	0	0	1	0	0	0	cəhd
ended	0	0	0	0	0	0	0	0	0	0	bitdi
endemic	0	0	1	1	0	1	0	1	0	0	endemik
ending	0	0	0	0	0	0	0	0	0	0	sona çatır
endless	1	0	0	1	1	1	1	1	0	1	sonsuz
endocarditis	0	0	0	1	0	0	0	1	0	0	endokardit
endorsement	0	0	0	0	0	0	0	0	0	0	təsdiq
endow	0	0	0	0	0	0	1	0	0	1	bəxş etmək
endowed	0	0	0	0	0	0	1	0	0	0	bəxş edilmiş
endowment	0	0	0	0	0	0	1	0	0	1	vəqf
endpapers	0	0	0	0	0	0	0	0	0	0	son sənədlər
endpoint	0	0	0	0	0	0	0	0	0	0	son nöqtə
endurance	0	0	0	0	0	0	1	0	0	0	dözümlülük
endure	0	0	0	0	0	0	1	0	0	0	dözmək
enema	0	0	1	0	0	0	0	0	0	0	lavman
enemy	1	0	1	1	0	1	0	0	0	0	düşmən
energetic	0	0	0	0	0	0	1	0	0	0	enerjili
energy	0	0	0	0	0	0	0	0	0	0	enerji
enforce	1	0	0	1	0	1	1	0	0	0	tətbiq etmək
enforcement	0	0	0	0	0	1	0	0	0	0	mühafizə
engage	0	0	0	0	0	0	0	0	0	0	məşğul
engaged	0	1	0	0	1	0	1	0	0	1	nişanlı
engagement	0	0	0	0	0	0	0	0	0	0	nişan
engaging	0	0	0	0	1	0	1	0	0	1	cəlbedici
engender	0	0	0	0	0	0	0	0	0	0	törətmək
engine	0	0	0	0	0	0	0	0	0	0	mühərrik
engineer	0	0	0	0	0	0	0	0	0	0	mühəndis
engineering	0	0	0	0	0	0	0	0	0	0	mühəndislik
engrave	0	0	0	0	0	0	0	0	0	0	həkk etmək
engraved	0	0	0	0	0	0	0	0	0	0	həkk olunub
engraver	0	0	0	0	0	0	0	0	0	0	oymaçı
engraving	0	0	0	0	0	0	0	0	0	0	oyma
engrossed	0	0	0	0	0	0	0	0	0	0	qarışıb
engrossing	0	0	0	0	0	0	0	0	0	0	valehedici
engulf	0	1	0	0	0	0	0	0	0	0	udmaq
enhance	0	0	0	0	0	0	1	0	0	0	artırmaq
enigma	0	0	0	0	0	0	0	0	0	0	müəmma
enigmatic	0	0	0	1	0	1	0	0	0	0	müəmmalı
enjoin	0	0	0	0	0	0	0	0	0	0	buyurmaq
enjoy	0	1	0	0	1	0	1	0	0	1	həzz alın
enjoying	0	1	0	0	1	0	1	0	0	1	zövq almaq
enlarged	0	0	0	0	0	0	0	0	0	0	böyüdülmüş
enlargement	0	0	0	0	0	0	0	0	0	0	genişlənmə
enlighten	0	0	0	0	1	0	1	0	0	1	maarifləndirmək
enlightenment	0	0	0	0	1	0	1	0	0	1	maarifləndirmə
enlist	0	0	0	0	0	0	0	0	0	0	yazmaq
enliven	0	0	0	0	1	0	1	0	1	1	canlandırmaq
enmity	1	0	0	1	0	1	0	1	0	0	düşmənçilik
enormity	0	0	0	0	0	0	0	0	0	0	böyüklük
enormous	0	0	0	0	0	0	0	0	0	0	böyük
enormously	0	0	0	0	0	0	0	0	0	0	hədsiz dərəcədə
enrich	0	0	0	0	0	0	1	0	0	0	zənginləşdirmək
enroll	0	1	0	0	0	0	0	0	0	1	qeydiyyatdan keçin
ensemble	0	0	0	0	0	0	1	0	0	1	ansambl
ensign	0	0	0	0	0	0	1	0	0	0	gizir
enslave	0	0	0	0	0	1	0	0	0	0	qul etmək
enslaved	1	0	1	1	0	1	0	1	0	0	əsarət altına alındı
enslavement	0	0	0	0	0	1	0	0	0	0	əsarət
ensue	0	0	0	0	0	0	0	0	0	0	meydana gəlmək
ensure	0	0	0	0	0	0	0	0	0	0	təmin etmək
entail	0	0	0	0	0	0	0	0	0	0	ehtiva edir
entangled	1	0	1	1	0	1	0	1	0	0	dolaşıq
entanglement	0	0	0	0	0	1	0	0	0	0	dolaşıqlıq
enter	0	0	0	0	0	0	0	0	0	0	daxil edin
enterprise	0	0	0	0	0	0	0	0	0	0	müəssisə
enterprising	0	0	0	0	0	0	1	0	0	0	təşəbbüskar
entertain	0	0	0	0	1	0	1	0	0	0	əyləndirmək
entertained	0	0	0	0	1	0	1	0	0	0	əyləndirdi
entertaining	0	1	0	0	1	0	1	0	0	0	əyləncəli
entertainment	0	1	0	0	1	0	1	0	1	1	əyləncə
enthusiasm	0	1	0	0	1	0	1	0	1	0	həvəs
enthusiast	0	1	0	0	1	0	1	0	1	0	həvəskar
entice	0	0	0	0	0	0	0	0	0	0	şirnikləndirmək
entire	0	0	0	0	0	0	0	0	0	0	bütöv
entirety	0	0	0	0	0	0	0	0	0	0	bütövlükdə
entitle	0	0	0	0	0	0	0	0	0	0	hüququ
entity	0	0	0	0	0	0	0	0	0	0	qurum
entomology	0	0	0	0	0	0	0	0	0	0	entomologiya
entrails	0	0	1	0	0	1	0	0	0	0	bağırsaqlar
entrance	0	0	0	0	0	0	0	0	0	0	giriş
entreat	0	0	0	0	0	0	0	0	0	0	yalvarmaq
entree	0	0	0	0	0	0	0	0	0	0	giriş
entrepreneur	0	0	0	0	0	0	0	0	0	0	sahibkar
entrust	0	0	0	0	0	0	0	0	0	1	həvalə etmək
entry	0	0	0	0	0	0	0	0	0	0	giriş
enumerate	0	0	0	0	0	0	0	0	0	0	sadalamaq
enumeration	0	0	0	0	0	0	0	0	0	0	sadalanması
envelope	0	0	0	0	0	0	0	0	0	0	zərf
envious	0	0	0	0	0	1	0	0	0	0	paxıl
environ	0	0	0	0	0	0	1	0	0	0	ətraf
environment	0	0	0	0	0	0	0	0	0	0	mühit
environs	0	0	0	0	0	0	0	0	0	0	ətraflar
envision	0	0	0	0	0	0	0	0	0	0	təsəvvür etmək
envoy	0	0	0	0	0	0	0	0	0	0	elçi
ephemeral	0	0	0	0	0	0	0	0	0	0	efemer
ephemeris	0	0	0	0	0	0	1	0	0	0	efemer
epic	0	0	0	0	0	0	1	0	0	0	epik
epidemic	1	1	1	1	0	1	0	1	1	0	epidemiya
epidermis	0	0	0	0	0	0	0	0	0	0	epidermis
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsiya
epilogue	0	0	0	0	0	0	0	0	0	0	epiloq
episcopal	0	0	0	0	0	0	0	0	0	1	yepiskop
episode	0	0	0	0	0	0	0	0	0	0	epizod
episodic	0	0	0	0	0	0	0	0	0	0	epizodik
epistle	0	0	0	0	0	0	0	0	0	0	məktub
epitaph	0	0	0	0	0	0	0	1	0	0	epitafiya
epithet	0	0	0	0	0	0	0	0	0	0	epitet
epitome	0	0	0	0	0	0	1	0	0	0	misal
epoch	0	0	0	0	0	0	0	0	0	0	dövr
equal	0	0	0	0	0	0	0	0	0	0	bərabərdir
equality	0	0	0	0	1	0	1	0	0	1	bərabərlik
equalization	0	0	0	0	0	0	0	0	0	0	bərabərləşdirmə
equalize	0	0	0	0	0	0	0	0	0	0	bərabərləşdirmək
equally	0	0	0	0	0	0	1	0	0	0	bərabər
equate	0	0	0	0	0	0	0	0	0	0	bərabərləşdirmək
equation	0	0	0	0	0	0	0	0	0	0	tənlik
equator	0	0	0	0	0	0	0	0	0	0	ekvator
equatorial	0	0	0	0	0	0	0	0	0	0	ekvatorial
equestrian	0	0	0	0	0	0	0	0	0	0	atlı
equidistant	0	0	0	0	0	0	0	0	0	0	bərabər məsafədə
equilibration	0	0	0	0	0	0	0	0	0	0	tarazlıq
equilibrium	0	0	0	0	0	0	1	0	0	0	tarazlıq
equip	0	0	0	0	0	0	0	0	0	0	təchiz etmək
equipment	0	0	0	0	0	0	0	0	0	0	avadanlıq
equitable	0	0	0	0	0	0	0	0	0	0	ədalətli
equity	0	0	0	0	0	0	1	0	0	0	kapital
equivalence	0	0	0	0	0	0	0	0	0	0	ekvivalentlik
equivalent	0	0	0	0	0	0	0	0	0	0	ekvivalent
equivocal	0	0	0	0	0	0	0	0	0	0	ikimənalı
era	0	0	0	0	0	0	0	0	0	0	dövr
eradicate	1	0	0	0	0	1	0	0	0	0	kökünü kəsmək
eradication	1	0	1	1	0	1	0	0	0	0	aradan qaldırılması
erase	0	0	0	1	0	1	0	0	0	0	silmək
erasure	0	0	0	0	0	0	0	0	0	0	silmək
ere	0	0	0	0	0	0	0	0	0	0	ere
erect	0	0	0	0	0	0	0	0	0	0	ucaltmaq
erection	0	0	0	0	0	0	0	0	0	0	ereksiya
ergo	0	0	0	0	0	0	0	0	0	0	erqo
erode	0	0	0	0	0	0	0	0	0	0	aşındırmaq
erosion	0	0	0	0	0	1	0	0	0	0	eroziya
erotic	0	1	0	0	1	1	1	0	1	1	erotik
err	0	0	0	0	0	1	0	0	0	0	səhv
errand	0	1	0	0	0	0	1	0	0	1	tapşırığı
errant	0	0	0	0	0	1	0	0	0	0	səhv
erratic	0	0	0	0	0	1	0	0	1	0	nizamsız
erratum	0	0	0	0	0	1	0	0	0	0	səhv
erroneous	0	0	0	0	0	1	0	0	0	0	səhv
error	0	0	0	0	0	1	0	1	0	0	səhv
erst	0	0	0	0	0	0	0	0	0	0	əvvəl
erudite	0	0	0	0	0	0	1	0	0	0	arif
erupt	1	0	0	0	0	1	0	0	1	0	püskürmək
eruption	1	0	0	1	0	1	0	0	1	0	püskürmə
escalade	0	0	0	0	0	0	0	0	0	0	eskalada
escalate	1	0	0	0	0	1	0	0	0	0	yüksəltmək
escalator	0	0	0	0	0	0	0	0	0	0	eskalator
escape	0	1	0	1	0	1	1	0	0	0	qaçmaq
escaped	0	0	0	1	0	0	0	0	0	0	qaçdı
escarpment	0	0	0	0	0	0	0	0	0	0	escarpment
eschew	1	0	0	0	0	1	0	1	0	0	qaçmaq
escort	0	0	0	0	0	0	0	0	0	1	müşayiət
esoteric	0	0	0	0	0	0	0	0	0	0	ezoterik
especial	0	0	0	0	0	0	0	0	0	0	xüsusi
espionage	0	0	0	0	0	1	0	0	0	0	casusluq
espouse	0	0	0	0	0	0	0	0	0	0	evlənmək
esprit	0	0	0	0	0	0	1	0	0	0	esprit
essay	0	0	0	0	0	0	0	0	0	0	esse
essayist	0	0	0	0	0	0	0	0	0	0	esseist
essence	0	0	0	0	0	0	0	0	0	0	mahiyyəti
essential	0	0	0	0	0	0	1	0	0	0	vacibdir
essentially	0	0	0	0	0	0	0	0	0	0	mahiyyətcə
establish	0	0	0	0	0	0	0	0	0	1	qurmaq
established	0	0	0	0	1	0	1	0	0	0	yaradılmışdır
establishment	0	0	0	0	0	0	0	0	0	0	müəssisə
estate	0	0	0	0	0	0	0	0	0	0	əmlak
esteem	0	0	0	0	1	0	1	1	0	1	hörmət
esthetic	0	0	0	0	0	0	1	0	0	0	estetik
estimate	0	0	0	0	0	0	0	0	0	0	təxmin etmək
estimation	0	0	0	0	0	0	0	0	0	0	qiymətləndirmə
estoppel	0	0	0	0	0	0	0	0	0	0	dayandırmaq
estranged	0	0	0	0	0	1	0	0	0	0	uzaqlaşdı
estrogen	0	0	0	0	0	0	0	0	0	0	estrogen
estuary	0	0	0	0	0	0	0	0	0	0	estuar
etch	0	0	0	0	0	0	0	0	0	0	etç
etching	0	0	0	0	0	0	0	0	0	0	aşındırma
eternal	0	0	0	0	0	0	0	0	0	0	əbədi
eternity	0	0	0	0	0	0	0	0	0	0	əbədiyyət
ethanol	0	0	0	0	0	0	0	0	0	0	etanol
ether	0	0	0	0	0	0	0	0	0	0	efir
ethereal	0	0	0	1	0	0	0	0	0	0	efirli
ethical	0	0	0	0	0	0	1	0	0	0	etik
ethics	0	0	0	0	0	0	1	0	0	0	etika
ethnography	0	0	0	0	0	0	0	0	0	0	etnoqrafiya
etiology	0	0	0	0	0	0	0	0	0	0	etiologiyası
etiquette	0	0	0	0	0	0	0	0	0	0	etiket
etymology	0	0	0	0	0	0	0	0	0	0	etimologiya
euchre	0	0	0	0	0	0	0	0	0	0	euchre
eugenics	0	0	0	0	0	0	0	0	0	0	yevgenika
eulogy	0	0	0	0	0	0	0	0	0	0	mədhiyyə
euphemism	0	0	0	0	0	0	0	0	0	0	evfemizm
euthanasia	0	0	0	1	0	1	0	1	0	0	evtanaziya
evacuate	0	0	0	1	0	1	0	0	0	0	təxliyə
evacuation	0	0	0	0	0	1	0	0	0	0	evakuasiya
evade	1	0	1	1	0	1	0	0	0	0	qaçmaq
evaluate	0	0	0	0	0	0	0	0	0	0	qiymətləndirmək
evanescence	0	0	0	0	0	0	0	1	1	0	aradan qalxma
evangelical	0	0	0	0	0	0	0	0	0	0	yevangelist
evangelist	0	0	0	0	0	0	0	0	0	0	evangelist
evangelistic	0	0	0	0	0	0	0	0	0	0	evangelist
evaporation	0	0	0	0	0	0	0	0	0	0	buxarlanma
evasion	0	0	0	1	0	1	0	1	0	0	yayınma
eve	0	0	0	0	0	0	0	0	0	0	ərəfə
evening	0	0	0	0	0	0	0	0	0	0	axşam
event	0	0	0	0	0	0	0	0	0	0	hadisə
eventful	0	0	0	0	0	0	0	0	0	0	hadisəli
eventual	0	1	0	0	0	0	0	0	0	0	son
eventuality	0	1	0	1	0	0	0	0	0	0	ehtimal
evergreen	0	0	0	0	1	0	1	0	0	1	həmişəyaşıl
everlasting	0	0	0	0	0	0	1	0	0	0	əbədi
evermore	0	0	0	0	0	0	0	0	0	0	həmişəlik
everyday	0	0	0	0	0	0	0	0	0	0	hər gün
evict	0	0	0	0	0	1	0	1	0	0	çıxarmaq
eviction	1	0	1	1	0	1	0	1	0	0	çıxarılması
evidence	0	0	0	0	0	0	0	0	0	0	sübut
evident	0	0	0	0	0	0	1	0	0	1	aşkar
evil	1	0	1	1	0	1	0	1	0	0	pis
evoke	0	0	0	0	0	0	0	0	0	0	oyatmaq
evolution	0	0	0	0	0	0	1	0	0	0	təkamül
evolve	0	0	0	0	0	0	0	0	0	0	təkamül etmək
ewe	0	0	0	0	0	0	0	0	0	0	qoyun
exacerbate	0	0	0	0	0	1	0	0	0	0	şiddətləndirmək
exacerbation	1	0	0	1	0	1	0	0	0	0	kəskinləşməsi
exacting	0	0	0	0	0	1	0	0	0	0	tələbkar
exaggerate	1	0	0	0	0	1	0	0	0	0	şişirtmək
exaggerated	0	0	0	0	0	1	0	0	0	0	şişirdilmiş
exaggeration	0	0	0	0	0	0	0	0	0	0	şişirtmə
exalt	0	1	0	0	1	0	1	0	0	1	ucaltmaq
exaltation	0	0	0	0	1	0	1	0	0	1	ucaltma
exalted	0	0	0	0	1	0	1	0	0	1	uca
exam	0	0	0	0	0	0	0	0	0	0	imtahan
examination	0	0	0	1	0	1	0	0	1	0	müayinə
examine	0	0	0	0	0	0	0	0	0	0	araşdırmaq
examiner	0	0	0	0	0	0	0	0	0	0	imtahan verən
exasperation	1	0	1	0	0	1	0	0	0	0	əsəbilik
excavate	0	0	0	0	0	0	0	0	0	0	qazmaq
excavation	0	1	0	0	0	1	0	0	1	0	qazıntı
excavator	0	0	0	0	0	0	0	0	0	0	ekskavator
exceed	0	1	0	0	1	0	1	0	0	0	aşmaq
exceeding	0	0	0	0	0	0	0	0	0	0	aşır
excel	0	1	0	0	1	0	1	0	1	1	excel
excellence	0	0	1	0	1	0	1	0	0	1	mükəmməllik
excellent	0	0	0	0	1	0	1	0	0	1	əla
excepting	0	0	0	0	0	0	0	0	0	0	istisna olmaqla
exception	0	0	0	0	0	0	0	0	0	0	istisna
excerpt	0	0	0	0	0	0	0	0	0	0	çıxarış
excess	0	0	0	0	0	1	0	0	0	0	artıq
excessive	0	0	0	0	0	0	0	0	0	0	həddindən artıq
excessively	0	0	0	0	0	0	0	0	0	0	həddindən artıq
exchange	0	0	0	0	0	0	1	0	0	1	mübadilə
excise	0	0	0	0	0	1	0	0	0	0	aksiz
excision	0	0	0	0	0	0	0	0	0	0	eksizyon
excitability	0	0	0	0	0	0	0	0	0	0	həyəcanlılıq
excitable	0	0	0	0	0	0	1	0	0	0	həyəcanlı
excitation	1	1	0	1	1	0	1	0	1	0	həyəcan
excite	1	1	0	1	1	0	1	0	1	0	həyəcanlandırmaq
excited	0	1	0	0	1	0	1	0	1	1	həyəcanlı
excitement	0	1	0	0	1	0	1	0	1	0	həyəcan
exciting	0	1	0	0	1	0	1	0	1	0	həyəcanverici
exclaim	0	0	0	0	0	0	0	0	1	0	hayqırmaq
excluded	0	0	1	0	0	1	0	1	0	0	istisna olunur
excluding	0	0	0	0	0	1	0	1	0	0	istisna olmaqla
exclusion	0	0	1	1	0	1	0	1	0	0	təcrid
excrement	0	0	1	0	0	1	0	0	0	0	nəcis
excretion	0	0	1	0	0	0	0	0	0	0	ifrazat
excruciating	0	0	0	1	0	1	0	0	0	0	dözülməz
excursion	0	0	0	0	0	0	0	0	0	0	ekskursiya
excuse	0	0	0	0	0	1	0	0	0	0	bəhanə
execute	0	0	0	0	0	0	0	0	0	0	icra etmək
execution	1	0	0	1	0	1	0	1	0	1	icra
executioner	1	0	0	1	0	1	0	1	0	0	cəllad
executive	0	0	0	0	0	0	0	0	0	0	icraçı
executor	0	0	0	0	0	0	0	0	0	1	icraçı
exegesis	0	0	0	0	0	0	0	0	0	0	təfsir
exemplar	0	0	0	0	0	0	0	0	0	0	nümunəvi
exemplary	0	0	0	0	0	0	1	0	0	0	nümunəvi
exemplify	0	0	0	0	0	0	0	0	0	0	misal göstərmək
exempt	0	0	0	0	0	0	0	0	0	0	azad
exemption	0	0	0	0	0	0	1	0	0	0	istisna
exercise	0	0	0	0	0	0	0	0	0	0	məşq edin
exert	0	0	0	0	0	0	0	0	0	0	göstərmək
exertion	0	0	0	0	0	0	0	0	0	0	zəhmət
exhale	0	0	0	0	0	0	0	0	0	0	nəfəs almaq
exhaust	0	0	0	0	0	1	0	0	0	0	egzoz
exhausted	0	0	0	0	0	1	0	1	0	0	tükənmiş
exhaustion	0	1	0	0	0	1	0	1	0	0	tükənmə
exhaustive	0	0	0	0	0	0	0	0	0	1	hərtərəfli
exhibit	0	0	0	0	0	0	0	0	0	0	sərgiləmək
exhibition	0	0	0	0	0	0	0	0	0	0	sərgi
exhilaration	0	0	0	0	1	0	1	0	1	0	coşğunluq
exhort	0	0	0	0	0	0	1	0	0	0	nəsihət etmək
exhortation	0	0	0	0	0	0	1	0	0	0	nəsihət
exigent	0	1	1	1	0	1	0	0	1	0	tələbkar
exile	1	0	0	1	0	1	0	1	0	0	sürgün
exist	0	0	0	0	0	0	0	0	0	0	mövcüd olmaq
existence	0	0	0	0	0	0	1	0	0	0	mövcudluğu
existent	0	0	0	0	0	0	0	0	0	0	mövcud
existing	0	0	0	0	0	0	0	0	0	0	mövcud
exit	0	0	0	0	0	0	0	0	0	0	çıxış
exodus	0	0	0	0	0	0	0	0	0	0	köç
exorbitant	0	0	0	0	0	0	0	0	0	0	hədsiz
exorcism	0	0	0	1	0	1	0	1	0	0	şeytan çıxarma
exorcist	0	0	0	0	0	0	0	0	0	0	şeytan çıxaran
exotic	0	0	0	0	0	0	1	0	0	0	ekzotik
expand	0	0	0	0	0	0	0	0	0	0	genişləndirmək
expanded	0	0	0	0	0	0	0	0	0	0	genişlənmişdir
expanse	0	0	0	0	0	0	0	0	0	0	genişlik
expansion	0	0	0	0	0	0	0	0	0	0	genişlənmə
expansive	0	0	0	0	0	0	0	0	0	0	Bahalı
expatriate	0	0	0	0	0	1	0	0	0	0	qürbətçi
expect	0	1	0	0	0	0	1	0	1	1	gözləmək
expectancy	0	1	0	0	0	0	0	0	0	0	gözləmə
expectant	0	1	0	0	0	0	0	0	0	0	gözləyən
expectation	0	1	0	0	0	0	1	0	0	0	gözlənti
expected	0	1	0	0	0	0	0	0	0	0	gözlənilir
expecting	0	1	0	0	0	0	0	0	0	0	gözləyir
expediency	0	0	0	0	0	0	0	0	0	0	məqsədəuyğunluq
expedient	0	0	0	0	1	0	1	0	0	1	məqsədəuyğun
expedite	0	0	0	0	0	0	0	0	0	0	sürətləndirmək
expedition	0	1	0	0	0	0	1	0	0	0	ekspedisiya
expeditious	0	0	0	0	0	0	0	0	0	0	sürətli
expel	1	0	1	1	0	1	0	1	0	0	qovmaq
expenditure	0	0	0	0	0	1	0	0	0	0	xərc
expense	0	0	0	0	0	0	0	0	0	0	xərc
expenses	0	0	0	0	0	1	0	0	0	0	xərc
expensive	0	0	0	0	0	0	0	0	0	0	bahalı
experience	0	0	0	0	0	0	0	0	0	0	təcrübə
experienced	0	0	0	0	0	0	1	0	0	1	təcrübəli
experiences	0	0	0	0	0	0	0	0	0	0	təcrübələr
experiment	0	1	0	0	0	0	0	0	1	0	təcrübə
experimental	0	0	0	0	0	0	0	0	0	0	eksperimental
experimenter	0	0	0	0	0	0	0	0	0	0	eksperimentator
expert	0	0	0	0	0	0	1	0	0	1	ekspert
expertise	0	0	0	0	0	0	1	0	0	1	ekspertiza
expiration	0	0	0	0	0	0	0	0	0	0	son istifadə müddəti
expire	0	0	0	0	0	1	0	1	0	0	bitmək
expired	0	0	0	0	0	1	0	0	0	0	müddəti bitdi
expiry	0	0	0	0	0	0	0	0	0	0	bitmə
explain	0	0	0	0	0	0	1	0	0	1	izah edin
explanation	0	0	0	0	0	0	0	0	0	0	izahat
explanatory	0	0	0	0	0	0	0	0	0	0	izahedici
expletive	1	0	0	0	0	1	0	0	0	0	təhqiredici
explication	0	0	0	0	0	0	0	0	0	0	izahat
explode	1	0	0	1	0	1	0	1	1	0	partlatmaq
exploit	0	0	0	0	0	0	0	0	0	0	istismar etmək
explore	0	1	0	0	0	0	0	0	0	0	araşdırmaq
explorer	0	0	0	0	0	0	0	0	0	0	tədqiqatçı
explosion	0	0	0	1	0	1	0	0	1	0	partlayış
explosive	1	1	0	1	0	1	0	0	1	0	partlayıcı
exponent	0	0	0	0	0	0	0	0	0	0	eksponent
exponential	0	0	0	0	0	0	0	0	0	0	eksponensial
export	0	0	0	0	0	0	0	0	0	0	ixrac
exportation	0	0	0	0	0	0	0	0	0	0	ixrac
expose	0	1	0	1	0	0	0	0	0	0	ifşa etmək
exposed	0	0	0	0	0	1	0	0	0	0	məruz
exposition	0	0	0	0	0	0	0	0	0	0	ekspozisiya
expository	0	0	0	0	0	0	0	0	0	0	ifşaedici
exposure	0	0	0	0	0	0	0	0	0	0	məruz qalma
expound	0	0	0	0	0	0	0	0	0	0	izah etmək
express	0	0	0	0	0	0	0	0	0	0	ifadə
expression	0	0	0	0	0	0	0	0	0	0	ifadə
expressive	0	0	0	0	0	0	0	0	0	0	ifadəli
expropriation	0	0	0	0	0	1	0	0	0	0	müsadirə
expulsion	1	0	1	1	0	1	0	1	0	0	qovulma
exquisite	0	0	0	0	1	0	1	0	0	0	incə
exquisitely	0	0	0	0	0	0	1	0	0	0	zərif şəkildə
extant	0	0	0	0	0	0	0	0	0	0	qalmış
extend	0	0	0	0	0	0	1	0	0	0	uzatmaq
extendable	0	0	0	0	0	0	0	0	0	0	uzadıla bilən
extended	0	0	0	0	0	0	0	0	0	0	uzadılıb
extension	0	0	0	0	0	0	0	0	0	0	uzadılması
extensive	0	0	0	0	0	0	1	0	0	0	geniş
extent	0	0	0	0	0	0	0	0	0	0	dərəcədə
exterior	0	0	0	0	0	0	0	0	0	0	xarici
exterminate	0	0	0	1	0	1	0	1	0	0	məhv etmək
extermination	1	0	0	1	0	1	0	0	0	0	məhv edilməsi
external	0	0	0	0	0	0	0	0	0	0	xarici
externally	0	0	0	0	0	0	0	0	0	0	xaricdən
extinct	0	0	0	0	0	1	0	1	0	0	sönmüş
extinguish	1	0	0	0	0	1	0	0	0	0	söndürmək
extra	0	0	0	0	0	0	1	0	0	0	əlavə
extract	0	0	0	0	0	0	0	0	0	0	çıxarış
extracting	0	0	0	0	0	0	0	0	0	0	çıxarılması
extraction	0	0	0	0	0	0	0	0	0	0	çıxarılması
extractor	0	0	0	0	0	0	0	0	0	0	çıxarıcı
extradition	0	0	0	0	0	0	0	0	0	0	ekstradisiya
extrajudicial	0	0	0	1	0	1	0	0	0	0	məhkəmədənkənar
extramural	0	0	0	0	0	0	0	0	0	0	qiyabi
extraneous	0	0	0	0	0	0	0	0	0	0	kənar
extraordinary	0	0	0	0	0	0	1	0	0	0	qeyri-adi
extravaganza	0	0	0	0	0	0	0	0	0	0	ekstravaqanza
extreme	0	0	0	0	0	0	0	0	0	0	ifrat
extremely	0	0	0	0	0	0	0	0	0	0	son dərəcə
extremity	0	0	0	0	0	1	0	0	0	0	ekstremitə
extricate	0	1	0	0	0	0	1	0	0	0	çıxarmaq
extrinsic	0	0	0	0	0	0	0	0	0	0	xarici
extrusion	0	0	0	0	0	0	0	0	0	0	ekstruziya
exuberance	0	0	0	0	1	0	1	0	0	0	coşğunluq
exude	0	0	0	0	0	0	0	0	0	0	ifraz etmək
eye	0	0	0	0	0	0	0	0	0	0	göz
eyeglass	0	0	0	0	0	0	0	0	0	0	eynək
eyelet	0	0	0	0	0	0	0	0	0	0	göz qapağı
eyepiece	0	0	0	0	0	0	0	0	0	0	göz qapağı
eyesight	0	0	0	0	0	0	0	0	0	0	görmə qabiliyyəti
eyewitness	0	0	0	0	0	0	0	0	0	1	şahid
fable	0	0	0	0	0	0	0	0	0	0	nağıl
fabric	0	0	0	0	0	0	0	0	0	0	parça
fabricate	0	0	0	0	0	1	0	0	0	0	uydurmaq
fabricated	0	0	0	0	0	0	0	0	0	0	uydurma
fabrication	0	0	0	0	0	1	0	0	0	1	uydurma
facade	0	0	0	0	0	0	0	0	0	0	fasad
face	0	0	0	0	0	0	0	0	0	0	üz
facet	0	0	0	0	0	0	0	0	0	0	faset
facile	0	0	0	0	0	0	0	0	0	0	asan
facilitate	0	0	0	0	0	0	1	0	0	0	asanlaşdırmaq
facility	0	0	0	0	0	0	0	0	0	0	Təsis
facing	0	0	0	0	0	0	0	0	0	0	üz-üzə
facsimile	0	0	0	0	0	0	0	0	0	0	faks
fact	0	0	0	0	0	0	0	0	0	1	fakt
faction	0	0	0	0	0	0	0	0	0	0	fraksiya
factor	0	0	0	0	0	0	0	0	0	0	amil
