English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Estonian Word
disburse	0	0	0	0	0	0	0	0	0	0	välja maksma
disbursement	0	0	0	0	0	0	0	0	0	0	väljamakse
disc	0	0	0	0	0	0	0	0	0	0	plaat
discarded	0	0	0	0	0	0	0	0	0	0	ära visatud
discards	0	0	0	0	0	1	0	0	0	0	ära viskab
discern	0	0	0	0	0	0	0	0	0	0	eristama
discernible	0	0	0	0	0	0	0	0	0	0	märgatav
discerning	0	0	0	0	0	0	0	0	0	0	tähelepanelik
discernment	0	0	0	0	0	0	0	0	0	0	eristamisvõime
discharge	0	0	0	0	0	1	0	0	0	0	tühjenemine
disciple	0	0	0	0	0	0	0	0	0	1	jünger
discipline	0	0	0	1	0	1	0	0	0	0	distsipliini
disclaim	1	0	1	0	0	1	0	0	0	1	loobuma
disclaimer	0	0	0	0	0	0	0	0	0	0	lahtiütlemine
disclose	0	0	0	0	0	0	0	0	0	0	avalikustada
disclosed	0	0	0	0	0	0	0	0	0	1	avalikustatud
disclosure	0	0	0	0	0	0	0	0	0	0	avalikustamine
discoloration	0	0	1	0	0	1	0	0	0	0	värvimuutus
discolored	0	0	1	0	0	1	0	1	0	0	värvunud
discomfort	0	0	0	0	0	1	0	1	0	0	ebamugavustunne
disconnect	0	0	0	0	0	1	0	1	0	0	lahti ühendada
disconnected	0	0	0	0	0	1	0	1	0	0	lahti ühendatud
disconnection	0	0	0	0	0	1	0	0	0	0	lahtiühendamine
discontent	1	0	1	1	0	1	0	1	0	0	rahulolematust
discontinuance	0	0	0	0	0	0	0	0	0	0	katkestamine
discontinue	0	0	0	0	0	1	0	0	0	0	katkestama
discontinuity	0	0	1	1	0	1	0	1	0	0	katkestus
discontinuous	0	0	0	0	0	0	0	0	0	0	katkendlik
discord	1	0	1	0	0	1	0	0	0	0	ebakõla
discount	0	0	0	0	0	0	0	0	0	0	allahindlust
discounted	0	0	0	0	0	0	0	0	0	0	allahinnatud
discourage	0	0	0	1	0	1	0	1	0	0	heidutada
discouraged	0	0	0	0	0	0	0	0	0	0	heitunud
discouragement	0	0	0	0	0	1	0	0	0	0	heidutusest
discourse	0	0	0	0	0	0	0	0	0	0	diskursus
discover	0	0	0	0	0	0	0	0	0	0	avastada
discovery	0	0	0	0	0	0	1	0	0	0	avastus
discredit	0	0	0	0	0	1	0	0	0	0	diskrediteerida
discreet	0	1	0	0	0	0	1	0	0	0	diskreetne
discrepancy	0	0	0	0	0	0	0	0	0	0	lahknevus
discrete	0	0	0	0	0	0	0	0	0	0	diskreetne
discretion	0	1	0	0	0	0	1	0	0	1	diskreetsus
discretionary	0	0	0	0	0	0	1	0	0	0	suvaline
discriminate	1	0	0	0	0	1	0	1	0	0	diskrimineerima
discriminating	0	0	1	0	0	1	0	0	0	0	diskrimineeriv
discrimination	1	0	1	1	0	1	0	1	0	0	diskrimineerimine
discus	0	0	0	0	0	0	0	0	0	0	ketas
discuss	0	0	0	0	0	0	0	0	0	0	arutada
discussion	0	0	0	0	0	0	1	0	0	0	arutelu
disdain	1	0	1	0	0	1	0	0	0	0	põlgus
disease	1	0	1	1	0	1	0	1	0	0	haigus
diseased	0	0	1	1	0	1	0	1	0	0	haigestunud
disembodied	0	0	0	1	0	1	0	1	0	0	kehatu
disengage	0	0	0	0	0	0	0	0	0	0	lahti ühendada
disengagement	0	0	0	0	0	1	0	0	0	0	lahtiühendamine
disfigured	1	0	1	1	0	1	0	1	0	0	moonutatud
disgrace	1	0	1	0	0	1	0	1	0	0	häbi
disgraced	1	0	1	0	0	1	0	1	0	0	häbisse sattunud
disgraceful	1	0	1	0	0	1	0	0	0	0	häbiväärne
disgruntled	1	0	1	0	0	1	0	1	0	0	rahulolematu
disguise	0	0	0	0	0	0	0	0	0	0	varjata
disguised	0	0	0	0	0	0	0	0	0	0	maskeeritud
disgust	1	0	1	1	0	1	0	1	0	0	vastikust
disgusting	1	0	1	1	0	1	0	0	0	0	vastik
dish	0	0	0	0	0	0	0	0	0	0	nõu
disheartened	0	0	0	0	0	1	0	1	0	0	masendunud
disheartening	0	0	0	0	0	1	0	1	0	0	masendav
dishonest	1	0	1	0	0	1	0	1	0	0	ebaaus
dishonesty	0	0	1	0	0	1	0	0	0	0	ebaausust
dishonor	1	0	1	1	0	1	0	1	0	0	ebaaus
disillusionment	1	0	1	0	0	1	0	1	0	0	pettumus
disinfect	0	0	0	0	0	0	0	0	0	0	desinfitseerida
disinfectant	0	0	0	0	0	0	0	0	0	0	desinfektsioonivahend
disinfection	0	0	0	0	0	0	1	0	0	0	desinfitseerimine
disinformation	1	0	0	1	0	1	0	0	0	0	desinformatsioon
disingenuous	0	0	1	0	0	1	0	0	0	0	ebaviisakas
disintegrate	0	0	1	1	0	1	0	0	0	0	lagunema
disintegration	0	0	0	0	0	1	0	0	0	0	lagunemine
disinterested	0	0	0	0	0	1	0	0	0	0	huvitu
disjoint	0	0	0	0	0	0	0	0	0	0	lahknevad
disjointed	0	0	0	0	0	0	0	0	0	0	lahutatud
disjunctive	0	0	0	0	0	0	0	0	0	0	disjunktiivne
disk	0	0	0	0	0	0	0	0	0	0	kettale
diskette	0	0	0	0	0	0	0	0	0	0	diskett
dislike	1	0	1	0	0	1	0	0	0	0	ei meeldi
disliked	1	0	0	0	0	1	0	1	0	0	ei meeldinud
dislocated	1	0	1	1	0	1	0	1	0	0	nihestatud
dislocation	0	0	0	0	0	0	0	0	0	0	nihestus
dislodge	0	0	0	0	0	0	0	0	0	0	tõrjuma
dismal	0	0	1	1	0	1	0	1	0	0	masendav
dismay	1	1	0	1	0	1	0	1	1	0	nördimus
dismemberment	0	0	1	1	0	1	0	1	0	0	tükeldamine
dismiss	0	0	0	0	0	0	0	0	0	0	vabaks laskma
dismissal	1	0	1	1	0	1	0	1	1	0	vallandamine
dismount	0	0	0	0	0	0	0	0	0	0	maha
disobedience	1	0	1	0	0	1	0	0	0	0	sõnakuulmatus
disobedient	1	0	0	0	0	1	0	0	0	0	sõnakuulmatu
disobey	1	0	1	0	0	1	0	0	0	0	ei kuuletu
disorder	0	0	0	1	0	1	0	0	0	0	häire
disorderly	0	0	0	0	0	1	0	0	0	0	korratu
disorganized	0	0	0	0	0	1	0	0	0	0	organiseerimata
disparage	1	0	1	0	0	1	0	1	0	0	halvustada
disparaging	1	0	1	0	0	1	0	1	0	0	halvustav
disparate	0	0	0	0	0	0	0	0	0	0	erinevad
disparity	1	0	1	0	0	1	0	1	0	0	ebavõrdsus
dispassionate	0	0	0	0	0	1	0	1	0	0	kiretu
dispatch	0	0	0	0	0	0	0	0	0	0	lähetamine
dispel	0	0	0	0	0	1	0	1	0	0	hajutada
dispensation	0	0	0	0	0	0	0	0	0	0	dispensatsioon
dispense	0	0	0	0	0	0	0	0	0	0	väljastada
disperse	0	0	0	0	0	0	0	0	0	0	hajutama
dispersed	0	0	0	0	0	0	0	0	0	0	hajutatud
dispersion	0	0	0	0	0	1	0	0	0	0	dispersioon
displace	0	0	0	0	0	1	0	0	0	0	tõrjuda
displaced	1	0	0	1	0	0	0	1	0	0	ümberasustatud
displacement	0	0	0	0	0	0	0	0	0	0	nihe
display	0	0	0	0	0	0	0	0	0	0	kuva
displeased	1	0	1	1	0	1	0	1	0	0	rahulolematu
displeasure	0	0	1	0	0	1	0	0	0	0	meelepaha
disposal	0	0	0	0	0	1	0	0	0	0	kõrvaldamine
dispose	0	0	1	0	0	0	0	0	0	0	käsutada
disposed	0	1	0	0	0	0	1	0	0	1	kõrvaldatud
disposition	0	0	0	0	0	0	0	0	0	0	dispositsioon
dispossessed	1	0	0	1	0	1	0	1	0	0	võõrandatud
disprove	0	0	0	0	0	0	0	0	0	0	ümber lükata
dispute	1	0	0	0	0	1	0	0	0	0	vaidlus
disqualification	0	0	0	0	0	1	0	0	0	0	diskvalifitseerimine
disqualified	1	0	1	0	0	1	0	1	0	0	diskvalifitseeritud
disqualify	0	0	0	0	0	1	0	1	0	0	diskvalifitseerida
disregard	0	0	0	0	0	1	0	0	0	0	eiramine
disregarded	0	0	1	0	0	1	0	0	0	0	tähelepanuta jäetud
disreputable	1	0	1	1	0	1	0	0	0	0	halva mainega
disrepute	0	0	0	0	0	0	0	0	0	0	halva maine
disrespect	1	0	0	0	0	1	0	0	0	0	lugupidamatus
disrespectful	1	0	1	1	0	1	0	1	0	0	lugupidamatu
disruption	1	0	0	1	0	1	0	0	1	0	katkestus
dissatisfaction	0	0	0	0	0	1	0	0	0	0	rahulolematust
dissatisfied	0	0	0	0	0	0	0	0	0	0	rahulolematu
dissect	0	0	0	0	0	0	0	0	0	0	lahkama
dissection	0	0	1	0	0	0	0	0	0	0	lahkamine
disseminate	0	0	0	0	0	0	1	0	0	0	levitada
dissemination	0	0	0	0	0	0	0	0	0	0	levitamine
dissension	1	0	0	0	0	1	0	0	0	0	lahkarvamus
dissent	0	0	0	0	0	0	0	0	0	0	eriarvamus
dissenting	0	0	0	0	0	1	0	0	0	0	eriarvamusel
dissertation	0	0	0	0	0	0	0	0	0	0	väitekirja
disservice	1	0	1	0	0	1	0	1	0	0	karuteene
dissident	1	0	0	1	0	1	0	0	0	0	dissident
dissimilar	0	0	0	0	0	0	0	0	0	0	erinevad
dissipate	0	0	0	0	0	0	0	0	0	0	hajutada
dissipated	0	0	0	0	0	0	0	0	0	0	hajunud
dissociation	0	0	0	0	0	0	0	0	0	0	dissotsiatsioon
dissolution	1	0	0	1	0	1	0	1	1	0	lahustumine
dissolve	0	0	0	0	0	0	0	0	0	0	lahustada
dissonance	1	0	0	0	0	1	0	0	0	0	dissonants
dissuade	0	0	0	0	0	0	0	0	0	0	heidutada
distal	0	0	0	0	0	0	0	0	0	0	distaalne
distance	0	0	0	0	0	0	0	0	0	0	vahemaa
distant	0	0	0	0	0	0	0	0	0	0	kauge
distaste	0	0	1	0	0	1	0	0	0	0	vastumeelsus
distasteful	0	0	1	0	0	1	0	0	0	0	ebameeldiv
distillate	0	0	0	0	0	0	0	0	0	0	destillaat
distillation	0	0	0	0	0	0	1	0	0	0	destilleerimine
distinction	0	0	0	0	0	0	1	0	0	0	vahe
distinctive	0	0	0	0	0	0	0	0	0	0	eristav
distinguish	0	0	0	0	0	0	0	0	0	0	eristama
distinguishable	0	0	0	0	0	0	0	0	0	0	eristatav
distinguished	0	0	0	0	0	0	0	0	0	0	eristuvad
distinguishing	0	0	0	0	0	0	0	0	0	0	eristav
distorted	0	0	1	0	0	1	0	0	0	0	moonutatud
distortion	0	0	0	0	0	1	0	0	0	0	moonutus
distract	0	0	0	0	0	1	0	0	0	0	häirima
distracted	1	0	0	0	0	1	0	0	0	0	hajameelne
distracting	1	1	0	0	0	1	0	0	0	0	häiriv
distraction	0	0	0	0	0	1	0	0	0	0	tähelepanu kõrvalejuhtimine
distraught	0	0	0	0	0	1	0	1	0	0	häiritud
distress	1	0	1	1	0	1	0	1	1	0	ahastus
distressed	0	0	0	1	0	1	0	0	0	0	ahastuses
distressing	1	0	0	1	0	1	0	0	0	0	ängistav
distribute	0	0	0	0	0	0	0	0	0	0	levitada
distribution	0	0	0	0	0	0	0	0	0	0	levitamine
district	0	0	0	0	0	0	0	0	0	0	ringkond
distrust	1	0	1	1	0	1	0	0	0	0	usaldamatus
disturbance	1	0	0	1	0	1	0	1	1	0	häirimine
disturbed	1	0	0	0	0	1	0	1	0	0	häiritud
disuse	0	0	0	0	0	1	0	0	0	0	kasutamata
disused	1	0	0	0	0	1	0	0	0	0	kasutuseta
ditch	0	0	0	0	0	0	0	0	0	0	kraav
ditto	0	0	0	0	0	0	0	0	0	0	sama
ditty	0	0	0	0	1	0	1	0	0	0	räpane
diurnal	0	0	0	0	0	0	0	0	0	0	päevane
divan	0	0	0	0	0	0	0	0	0	1	diivan
dive	0	0	0	0	0	0	0	0	0	0	sukelduma
diver	0	0	0	0	0	0	0	0	0	0	sukelduja
diverge	0	0	0	0	0	0	0	0	0	0	lahknema
divergence	0	0	0	0	0	0	0	0	0	0	lahknemine
divergent	0	0	0	0	0	1	0	0	1	0	lahknev
diverging	0	0	0	0	0	0	0	0	0	0	lahknev
divers	0	0	0	0	0	0	0	0	0	0	sukeldujad
diverse	0	0	0	0	0	1	1	0	0	0	mitmekesine
diversified	0	0	0	0	0	0	1	0	0	0	mitmekesine
diversify	0	0	0	0	0	0	0	0	0	0	mitmekesistada
diversion	0	0	0	0	0	0	1	0	1	0	ümbersuunamine
diversity	0	0	0	0	0	0	0	0	0	0	mitmekesisust
divert	0	0	0	0	0	0	0	0	0	0	suunata
diverting	0	0	0	0	0	0	0	0	0	0	ümbersuunamine
divest	0	0	0	0	0	0	0	0	0	0	loovutama
divested	0	0	0	0	0	1	0	0	0	0	loovutatud
divestment	0	0	0	0	0	1	0	0	0	0	loovutamine
divide	0	0	0	0	0	0	0	0	0	0	jagama
divided	0	0	0	0	0	0	0	0	0	0	jagatud
dividend	0	0	0	0	0	0	0	0	0	0	dividend
divination	0	1	0	0	0	0	0	0	0	0	ennustamine
divine	0	0	0	0	0	0	0	0	0	0	jumalik
divinity	0	0	0	0	0	0	1	0	0	0	jumalikkus
divisible	0	0	0	0	0	0	0	0	0	0	jagatav
division	0	0	0	0	0	0	0	0	0	0	jaotus
divisor	0	0	0	0	0	0	0	0	0	0	jagaja
divorce	1	0	1	1	0	1	0	1	1	1	lahutust
divulge	0	0	0	0	0	0	0	0	0	0	avaldama
dizziness	0	0	0	0	0	1	0	0	0	0	pearinglus
dizzy	0	0	0	0	0	1	0	0	0	0	uimane
docile	0	0	0	0	0	0	0	0	0	0	kuulekas
dock	0	0	0	0	0	0	0	0	0	0	dokk
docked	0	0	0	0	0	1	0	0	0	0	dokitud
docket	0	0	0	0	0	0	0	0	0	0	dokk
doctor	0	0	0	0	0	0	1	0	0	1	arst
doctrinal	0	0	0	0	0	0	0	0	0	0	õpetuslik
doctrine	0	0	0	0	0	0	0	0	0	1	doktriin
document	0	0	0	0	0	0	0	0	0	0	dokument
documentary	0	0	0	0	0	0	0	0	0	0	dokumentaalfilm
dodge	0	0	0	0	0	0	0	0	0	0	põiklema
dodging	0	0	0	0	0	0	0	0	0	0	põiklemine
doe	0	0	0	0	0	0	0	0	0	0	doe
doer	0	0	0	0	0	0	1	0	0	0	tegija
dog	0	0	0	0	0	0	0	0	0	0	koer
dogged	0	0	0	0	0	0	1	0	0	0	kangekaelne
dogma	0	0	0	0	0	0	0	0	0	1	dogma
dogmatic	0	0	0	0	0	0	0	0	0	0	dogmaatiline
doings	0	0	0	0	0	0	0	0	0	0	tegemised
doit	0	0	0	0	0	1	0	0	0	0	tee seda
doldrums	0	0	0	0	0	1	0	1	0	0	madalseis
dole	0	0	0	0	0	1	0	1	0	0	dole
doll	0	0	0	0	1	0	0	0	0	0	nukk
dollar	0	0	0	0	0	0	0	0	0	0	dollarit
dolor	0	0	0	0	0	1	0	1	0	0	dolor
dolphin	0	0	0	0	1	0	1	0	1	1	delfiin
domain	0	0	0	0	0	0	0	0	0	0	domeeni
dome	0	0	0	0	0	0	0	0	0	0	kuppel
domestic	0	0	0	0	0	0	0	0	0	0	kodune
domesticated	0	0	0	0	0	0	0	0	0	0	kodustatud
domestication	0	0	0	0	0	0	0	0	0	0	kodustamine
domicile	0	0	0	0	0	0	0	0	0	0	elukoht
domiciled	0	0	0	0	0	0	0	0	0	0	alaline elukoht
dominance	0	0	0	0	0	0	0	0	0	0	domineerimine
dominant	0	0	0	1	0	1	0	0	0	0	domineeriv
dominate	1	0	0	1	0	1	1	0	0	0	domineerima
dominating	0	0	0	0	0	0	0	0	0	0	domineeriv
domination	1	0	0	1	0	1	0	1	0	0	domineerimine
dominion	0	0	0	1	0	0	0	0	0	1	ülemvõimu
domino	0	0	0	0	0	0	0	0	0	0	doomino
don	0	0	0	0	0	0	1	0	0	1	don
donation	0	0	0	0	0	0	1	0	0	0	annetus
donkey	0	0	1	0	0	1	0	0	0	0	eesel
donor	0	0	0	0	0	0	0	0	0	0	doonor
doodle	0	0	0	0	0	1	0	0	0	0	Doodle
doom	0	0	0	1	0	1	0	0	0	0	hukatus
doomed	0	0	0	1	0	1	0	1	0	0	hukule määratud
doomsday	1	1	1	1	0	1	0	1	0	0	maailmalõpupäev
door	0	0	0	0	0	0	0	0	0	0	uks
doorbell	0	0	0	0	0	0	0	0	0	0	uksekell
doorway	0	0	0	0	0	0	0	0	0	0	ukseava
dormant	0	0	0	0	0	0	0	0	0	0	uinunud
dormitory	0	0	0	0	0	0	0	0	0	0	ühiselamu
dorsal	0	0	0	0	0	0	0	0	0	0	seljaosa
dose	0	0	0	0	0	0	0	0	0	0	annust
dot	0	0	0	0	0	0	0	0	0	0	punkt
double	0	0	0	0	0	0	0	0	0	0	kahekordne
doubled	0	0	0	0	0	0	0	0	0	0	kahekordistunud
doublet	0	0	0	0	0	0	0	0	0	0	dublett
doubling	0	0	0	0	0	0	0	0	0	0	kahekordistamine
doubt	0	0	0	1	0	1	0	1	0	1	kahtlema
doubtful	0	0	0	0	0	1	0	0	0	0	kahtlane
doubting	0	0	0	0	0	1	0	0	0	0	kahtledes
doubtless	0	0	0	0	0	0	1	0	0	1	kahtlemata
douche	0	0	0	0	0	1	0	0	0	0	dušš
dough	0	0	0	0	0	0	0	0	0	0	tainas
doughnut	0	0	0	0	0	0	0	0	0	0	sõõrik
dour	0	0	0	0	0	1	0	0	0	0	kurb
dove	0	1	0	0	1	0	1	0	0	1	tuvi
downcast	0	0	0	0	0	0	0	0	0	0	alla surutud
downfall	0	0	0	1	0	1	0	1	0	0	allakäik
downhill	0	0	0	0	0	0	0	0	0	0	allamäge
downpour	0	0	0	0	0	0	0	0	0	0	vihmasadu
downright	0	0	0	0	0	0	0	0	0	1	lausa
downy	0	0	0	0	0	0	1	0	0	0	udune
dowry	0	0	0	0	0	0	0	0	0	0	kaasavara
doze	0	0	0	0	0	0	0	0	0	0	tukastada
dozen	0	0	0	0	0	0	0	0	0	0	tosin
drab	0	0	0	0	0	1	0	1	0	0	üksluine
draft	0	1	0	0	0	0	0	0	0	0	mustand
drag	0	0	0	0	0	0	0	0	0	0	vedama
dragon	0	0	0	1	0	0	0	0	0	0	draakon
drain	0	0	0	0	0	0	0	0	0	0	äravool
drainage	0	0	0	0	0	1	0	0	0	0	drenaaž
drained	0	0	0	0	0	0	0	0	0	0	kuivendatud
drake	0	0	0	0	0	0	0	0	0	0	drake
drama	0	0	0	0	0	0	0	0	0	0	draama
dramatic	0	0	0	0	0	0	0	0	0	0	dramaatiline
drape	0	0	0	0	0	0	0	0	0	0	drape
drapery	0	0	0	0	0	0	0	0	0	0	drapeering
drastic	0	0	0	0	0	0	0	0	0	0	drastiline
draught	0	0	0	0	0	0	0	0	0	0	mustand
draw	0	0	0	0	0	0	0	0	0	0	joonistada
drawback	0	0	0	0	0	1	0	0	0	0	puuduseks
drawer	0	0	0	0	0	0	0	0	0	0	sahtel
drawers	0	0	0	0	0	0	0	0	0	0	sahtlid
drawing	0	0	0	0	0	0	0	0	0	0	joonistamine
dread	0	1	0	1	0	1	0	0	0	0	hirm
dreadful	1	1	1	1	0	1	0	1	0	0	kohutav
dreadfully	0	0	1	1	0	1	0	1	1	0	kohutavalt
dream	0	0	0	0	0	0	0	0	0	0	unistus
dreamer	0	0	0	0	0	0	0	0	0	0	unistaja
dreaming	0	0	0	0	0	0	0	0	0	0	unistades
dreamy	0	0	0	0	0	0	0	0	0	0	unistav
dreary	0	0	0	0	0	1	0	1	0	0	igav
dredge	0	0	0	0	0	0	0	0	0	0	tragi
drenched	0	0	0	0	0	0	0	0	0	0	läbimärjaks
dresser	0	0	0	0	0	0	0	0	0	0	kummut
dribble	0	0	0	0	0	0	0	0	0	0	tilgutama
dried	0	0	0	0	0	0	0	0	0	0	kuivatatud
drier	0	0	0	0	0	0	0	0	0	0	kuivemaks
drift	0	0	0	0	0	0	0	0	0	0	triivida
drifted	0	0	0	0	0	0	0	0	0	0	triivinud
drill	0	0	0	0	0	0	0	0	0	0	puurida
drink	0	0	0	0	0	0	0	0	0	0	juua
drinking	0	0	0	0	0	1	0	0	0	0	joomine
drip	0	0	0	0	0	0	0	0	0	0	tilguti
dripping	0	0	0	0	0	0	0	0	0	0	tilkuv
drivel	0	0	1	0	0	1	0	0	0	0	kihutamine
driver	0	0	0	0	0	0	0	0	0	0	autojuht
driveway	0	0	0	0	0	0	0	0	0	0	sõidutee
drizzle	0	0	0	0	0	0	0	0	0	0	tibutama
droll	0	0	0	0	0	0	0	0	0	0	ukerdada
drone	0	0	0	0	0	1	0	0	0	0	droon
drool	0	0	1	0	0	0	0	0	0	0	sulistama
drooping	0	0	0	0	0	1	0	0	0	0	longus
drop	0	0	0	0	0	0	0	0	0	0	tilk
droplet	0	0	0	0	0	0	0	0	0	0	tilk
drought	0	0	0	0	0	1	0	0	0	0	põud
drove	0	0	0	0	0	0	0	0	0	0	sõitis
drown	0	0	0	1	0	1	0	1	0	0	uppuma
drowsiness	0	0	0	0	0	1	0	0	0	0	uimasus
drowsy	0	0	0	0	0	0	0	0	0	0	unine
drudgery	0	0	0	0	0	1	0	0	0	0	töörügamine
drug	0	0	0	0	0	0	0	0	0	0	ravim
drugged	0	0	0	0	0	0	0	1	0	0	uimastanud
drugstore	0	0	0	0	0	0	0	0	0	0	apteek
druid	0	0	0	0	0	0	0	0	0	0	druiid
drum	0	0	0	0	0	0	0	0	0	0	trumm
drummer	0	0	0	0	0	0	0	0	0	0	trummar
drumming	0	0	0	0	0	0	0	0	0	0	trummimäng
drunken	0	0	1	0	0	1	0	0	0	0	purjus
drunkenness	0	0	0	0	0	1	0	0	0	0	joobumus
dry	0	0	0	0	0	0	0	0	0	0	kuiv
dryness	0	0	0	0	0	0	0	0	0	0	kuivus
dual	0	0	0	0	0	0	0	0	0	0	kahekordne
dualism	0	0	0	0	0	0	0	0	0	0	dualism
duality	0	0	0	0	0	0	0	0	0	0	duaalsus
dub	0	0	0	0	0	0	0	0	0	0	dub
dubious	0	0	0	1	0	1	0	0	0	1	kahtlane
ducking	0	0	0	0	0	0	0	0	0	0	parditakse
duct	0	0	0	0	0	0	0	0	0	0	kanal
ductile	0	0	0	0	0	0	0	0	0	0	plastiline
duds	0	0	0	0	0	0	0	0	0	0	pätid
due	0	0	0	0	0	0	0	0	0	0	tähtaeg
duel	1	1	0	1	0	0	0	0	0	0	duell
dues	0	0	0	0	0	0	0	0	0	0	tasud
duet	0	0	0	0	0	0	1	0	0	0	duett
dugout	0	0	0	0	0	0	0	0	0	0	kaev
duke	0	0	0	0	0	0	1	0	0	0	hertsog
dull	0	0	0	0	0	1	0	1	0	0	tuim
dumb	0	0	0	0	0	1	0	0	0	0	loll
dummy	0	0	0	0	0	1	0	0	0	0	mannekeen
dump	0	0	0	0	0	0	0	0	0	0	prügimäele
dumps	1	0	0	0	0	1	0	1	0	0	prügimäed
dun	0	0	0	0	0	1	0	0	0	0	duun
dune	0	0	0	0	0	0	0	0	0	0	luide
dung	0	0	1	0	0	0	0	0	0	0	sõnnik
dungeon	0	0	0	1	0	1	0	0	0	0	koopasse
duo	0	0	0	0	0	0	0	0	0	0	duo
dupe	1	0	0	0	0	1	0	0	0	0	loll
duplex	0	0	0	0	0	0	0	0	0	0	dupleks
duplicate	0	0	0	0	0	0	0	0	0	0	duplikaat
duplication	0	0	0	0	0	0	0	0	0	0	dubleerimine
duplicity	1	0	0	0	0	1	0	0	0	0	kahepalgelisus
durability	0	0	0	0	0	0	1	0	0	1	vastupidavus
durable	0	0	0	0	0	0	1	0	0	1	vastupidav
duration	0	0	0	0	0	0	0	0	0	0	kestus
duress	1	0	1	1	0	1	0	1	0	0	sund
dusk	0	0	0	0	0	0	0	0	0	0	hämarus
dusky	0	0	0	0	0	0	0	0	0	0	hämar
dust	0	0	0	0	0	1	0	0	0	0	tolm
duster	0	0	0	0	0	0	0	0	0	0	tolmulapp
dusty	0	0	0	0	0	0	0	0	0	0	tolmune
dutiful	0	1	0	0	0	0	1	0	0	1	kohusetundlik
dwarf	0	0	0	0	0	0	0	0	0	0	kääbus
dwarfed	0	0	0	1	0	1	0	1	0	0	kääbus
dwell	0	0	0	0	0	0	0	0	0	0	elama
dweller	0	0	0	0	0	0	0	0	0	0	elanik
dwelling	0	0	0	0	0	0	0	0	0	0	eluruum
dye	0	0	0	0	0	0	0	0	0	0	värvaine
dying	1	0	1	1	0	1	0	1	0	0	suremas
dyke	0	0	0	0	0	0	0	0	0	0	tamm
dynamic	0	0	0	0	0	0	0	0	1	0	dünaamiline
dynamical	0	0	0	0	0	0	0	0	0	0	dünaamiline
dynamics	0	0	0	0	0	0	0	0	0	0	dünaamika
dynamite	0	0	0	0	0	0	0	0	0	0	dünamiit
dynasty	0	0	0	0	0	0	0	0	0	0	dünastia
dysentery	0	0	1	0	0	1	0	1	0	0	düsenteeria
dyspepsia	0	0	0	0	0	0	0	0	0	0	düspepsia
eager	0	1	0	0	1	0	1	0	1	1	innukas
eagerness	0	1	0	0	1	0	1	0	0	1	innukus
eagle	0	0	0	0	0	0	0	0	0	1	kotkas
ear	0	0	0	0	0	0	0	0	0	0	kõrva
earl	0	0	0	0	0	0	1	0	0	0	krahv
earlier	0	0	0	0	0	0	0	0	0	0	varem
early	0	0	0	0	0	0	0	0	0	0	vara
earn	0	0	0	0	0	0	1	0	0	0	teenida
earnest	0	0	0	0	0	0	1	0	0	0	tõsine
earnestly	0	0	0	0	0	0	1	0	0	0	tõsiselt
earnestness	0	0	0	0	0	0	1	0	0	0	tõsimeelsus
earnings	0	0	0	0	0	0	0	0	0	0	tulud
earring	0	0	0	0	0	0	0	0	0	0	kõrvarõngas
earshot	0	0	0	0	0	0	0	0	0	0	kuuldekaugus
earth	0	0	0	0	0	0	0	0	0	0	maa
earthenware	0	0	0	0	0	0	0	0	0	0	savinõud
earthly	0	0	0	0	0	0	0	0	0	0	maise
earthquake	1	0	0	1	0	1	0	1	1	0	maavärin
earthy	0	0	0	0	0	0	0	0	0	0	mullane
ease	0	0	0	0	0	0	1	0	0	0	kergus
easel	0	0	0	0	0	0	0	0	0	0	molbert
easement	0	0	0	0	0	0	1	0	0	0	servituut
easily	0	0	0	0	0	0	0	0	0	0	lihtsalt
easy	0	0	0	0	0	0	0	0	0	0	lihtne
easygoing	0	0	0	0	0	0	1	0	0	0	muretu
eat	0	0	0	0	0	0	1	0	0	0	sööma
eating	0	0	0	0	0	0	0	0	0	0	söömine
eavesdropping	0	0	0	0	0	1	0	0	0	0	pealtkuulamine
ebb	0	0	0	0	0	0	0	0	0	0	mõõn
ebony	0	0	0	0	0	0	0	0	0	0	eebenipuu
eccentric	0	0	0	0	0	0	0	0	0	0	ekstsentriline
eccentricity	0	0	0	0	0	0	0	0	0	0	ekstsentrilisus
ecclesiastical	0	0	0	0	0	0	0	0	0	0	kiriklik
echo	0	0	0	0	0	0	0	0	0	0	kaja
eclectic	0	0	0	0	0	0	0	0	0	0	eklektiline
eclipse	0	0	0	0	0	0	0	0	0	0	varjutus
ecliptic	0	0	0	0	0	0	0	0	0	0	ekliptika
economical	0	0	0	0	0	0	0	0	0	0	ökonoomne
economics	0	0	0	0	0	0	0	0	0	0	majandusteadus
economy	0	0	0	0	0	0	0	0	0	1	majandust
ecstasy	0	1	0	0	1	0	1	0	0	0	ekstaas
ecstatic	0	1	0	0	1	0	1	0	1	0	ekstaatiline
ecumenical	0	0	0	0	0	0	0	0	0	0	oikumeeniline
eddy	0	0	0	0	0	0	0	0	0	0	pööris
edge	0	0	0	0	0	0	0	0	0	0	serv
edging	0	0	0	0	0	0	0	0	0	0	ääris
edible	0	0	0	0	0	0	0	0	0	0	söödav
edict	0	0	0	1	0	1	0	0	0	0	edikt
edification	0	1	0	0	1	0	1	0	0	1	ülesehitamine
