English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Basque Word
deceit	1	0	1	1	0	1	0	1	1	0	iruzurra
deceitful	0	0	1	0	0	1	0	1	0	0	engainagarria
deceive	1	0	1	0	0	1	0	1	0	0	engainatu
deceived	1	0	0	0	0	1	0	0	0	0	engainatua
deceiving	0	0	0	0	0	1	0	0	0	1	engainatzen
decency	0	0	0	0	0	0	1	0	0	0	dezentzia
decent	0	0	0	0	0	0	1	0	0	0	duina
deception	0	0	0	0	0	1	0	0	0	0	iruzurra
deceptive	0	0	0	0	0	1	0	0	0	0	engainagarria
decidedly	0	0	0	0	0	0	0	0	0	0	erabakita
deciduous	0	0	0	0	0	0	0	0	0	0	hostozabalak
decimal	0	0	0	0	0	0	0	0	0	0	hamartar
decipher	0	0	0	0	0	0	0	0	0	0	deszifratu
decision	0	0	0	0	0	0	0	0	0	0	erabakia
decisive	0	0	0	0	0	0	0	0	0	0	erabakigarria
deck	0	0	0	0	0	0	0	0	0	0	bizkarrekoa
declaration	0	0	0	0	0	0	0	0	0	0	aitorpena
declaratory	0	0	0	0	0	0	1	0	0	0	deklaratzailea
declare	0	0	0	0	0	0	0	0	0	0	deklaratu
declination	0	0	0	0	0	1	0	0	0	0	deklinabidea
decline	0	0	0	0	0	1	0	0	0	0	gainbehera
declining	0	0	0	0	0	1	0	0	0	0	gainbehera
decompose	0	0	1	0	0	0	0	0	0	0	deskonposatu
decomposed	0	0	0	0	0	0	0	1	0	0	deskonposatu
decomposition	0	0	1	1	0	1	0	1	0	0	deskonposizioa
decorate	0	0	0	0	0	0	0	0	0	0	apaindu
decoration	0	0	0	0	0	0	0	0	0	0	dekorazioa
decorum	0	0	0	0	0	0	0	0	0	0	dekoroa
decoy	0	0	0	0	0	0	0	0	1	0	engainatu
decrease	0	0	0	0	0	1	0	0	0	0	gutxitu
decreased	0	0	0	0	0	0	0	0	0	0	gutxitu
decreasing	0	0	0	0	0	0	0	0	0	0	txikituz
decree	0	0	0	0	0	0	0	0	0	0	dekretua
decrement	0	0	0	0	0	1	0	0	0	0	gutxitu
decrepit	0	0	0	0	0	1	0	0	0	0	dekrepitu
decry	1	0	0	0	0	1	0	0	0	0	gaitzetsi
dedication	0	0	0	0	0	0	1	0	0	0	dedikazioa
deduce	0	0	0	0	0	0	0	0	0	0	ondorioztatu
deduct	0	0	0	0	0	1	0	0	0	0	kendu
deduction	0	0	0	0	0	0	0	0	0	0	kenkaria
deed	0	0	0	0	0	0	0	0	0	1	eskritura
deepen	0	0	0	0	0	0	0	0	0	0	sakondu
deer	0	0	0	0	0	0	0	0	0	0	orein
defamation	0	0	1	1	0	1	0	0	0	0	difamazioa
defamatory	1	0	0	0	0	1	0	0	0	0	difamatorioa
default	0	0	1	1	0	1	0	1	0	0	lehenetsia
defeat	0	0	0	0	0	1	0	0	0	0	garaitu
defeated	0	0	0	0	0	1	0	1	0	0	garaitu
defect	1	0	0	0	0	1	0	0	0	0	akatsa
defection	0	0	0	1	0	1	0	0	0	0	defekzioa
defective	0	0	1	0	0	1	0	0	0	0	akastuna
defend	0	0	0	1	0	0	1	0	0	0	defendatu
defendant	1	0	0	1	0	0	0	1	0	0	demandatua
defended	0	0	0	0	0	0	1	0	0	1	defendatu
defender	0	0	0	0	0	0	1	0	0	1	atzelari
defending	0	0	0	0	0	0	1	0	0	0	defendatzen
defense	1	1	0	1	0	0	1	0	0	0	defentsa
defenseless	0	0	0	1	0	1	0	1	0	0	defentsarik gabe
defensible	0	0	0	0	0	0	0	0	0	0	defendagarria
defensive	0	0	0	0	0	0	0	0	0	0	defentsan
defer	0	0	0	0	0	0	0	0	0	0	atzeratu
deference	0	0	0	0	0	0	1	0	0	1	deferentzia
deferral	0	0	0	0	0	1	0	0	0	0	geroratzea
deferring	0	0	0	0	0	0	0	0	0	0	atzeratuz
defiance	1	0	1	1	0	1	0	0	0	0	desafioa
defiant	1	0	0	0	0	1	0	0	0	0	desafiatzaile
deficiency	0	0	0	0	0	1	0	0	0	0	gabezia
deficit	0	0	0	0	0	1	0	0	0	0	defizita
define	0	0	0	0	0	0	0	0	0	0	definitu
defined	0	0	0	0	0	0	0	0	0	0	definitu
definition	0	0	0	0	0	0	0	0	0	0	definizioa
definitive	0	0	0	0	0	0	1	0	0	1	behin betikoa
deflate	1	0	0	0	0	1	0	1	0	0	despuztu
deflation	0	0	0	1	0	1	0	0	0	0	deflazioa
deflect	0	0	0	0	0	0	0	0	0	0	desbideratu
deflection	0	0	0	0	0	0	0	0	0	0	desbideratzea
defloration	0	0	0	0	0	0	0	0	0	0	desflorazioa
deform	0	0	1	0	0	1	0	0	0	0	deformatu
deformed	0	0	1	0	0	1	0	1	0	0	deformatu
deformity	0	0	1	1	0	1	0	1	0	0	deformazioa
defraud	1	0	1	0	0	1	0	0	0	0	iruzurra
defray	0	0	0	0	0	0	0	0	0	0	ordaindu
deft	0	0	0	0	0	0	0	0	0	0	trebea
defunct	0	0	0	0	0	1	0	1	0	0	desagertua
defy	1	0	0	1	0	1	0	1	1	0	desafiatu
degeneracy	1	0	1	0	0	1	0	1	0	0	endekapena
degenerate	0	0	0	0	0	1	0	0	0	0	endekatu
degeneration	0	0	0	0	0	0	0	0	0	0	endekapena
degradation	0	0	0	0	0	1	0	0	0	0	degradazioa
degrade	0	0	1	0	0	1	0	0	0	0	degradatu
degrading	0	0	1	1	0	1	0	1	0	0	degradatzen
degree	0	0	0	0	0	0	1	0	0	0	Gradu
dehydrated	0	0	0	0	0	0	0	0	0	0	deshidratatua
delay	1	0	1	1	0	1	0	1	0	0	atzerapena
delayed	0	0	0	0	0	1	0	0	0	0	atzeratua
delectable	0	0	0	0	0	0	1	0	0	0	gozagarri
delegate	0	0	0	0	0	0	1	0	0	1	delegatu
delegation	0	0	0	0	0	0	0	0	0	0	ordezkaritza
deleterious	1	0	1	1	0	1	0	0	0	0	kaltegarria
deletion	0	0	0	0	0	1	0	0	0	0	ezabatzea
deliberate	0	0	0	0	0	0	1	0	0	0	nahita
deliberation	0	0	0	0	0	0	0	0	0	0	deliberazioa
deliberative	0	0	0	0	0	0	0	0	0	0	deliberatiboa
delicacy	0	0	0	0	0	0	0	0	0	0	jaki
delicious	0	0	0	0	1	0	1	0	0	0	goxoa
delight	0	1	0	0	1	0	1	0	0	0	gozamena
delighted	0	1	0	0	1	0	1	0	1	0	pozik
delightful	0	1	0	0	1	0	1	0	0	1	gozagarria
delineate	0	0	0	0	0	0	0	0	0	0	zedarritu
delineation	0	0	0	0	0	0	0	0	0	0	delineazioa
delinquency	0	0	0	0	0	1	0	0	0	0	delinkuentzia
delinquent	1	0	1	0	0	1	0	0	0	0	delinkuente
delirious	0	0	0	0	0	1	0	1	0	0	eldarnioa
delirium	0	0	1	0	0	1	0	1	0	0	eldarnioa
deliverance	0	1	0	0	1	0	1	0	0	1	askapena
delivery	0	1	0	0	0	0	1	0	0	0	entrega
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	diluvio
delusion	1	0	0	1	0	1	0	1	0	0	eldarnioa
delusional	1	0	0	1	0	1	0	0	0	0	eldarniozkoa
delve	0	0	0	0	0	0	0	0	0	0	sakondu
demand	1	0	0	0	0	1	0	0	0	0	eskaria
demanding	0	0	0	0	0	1	0	0	0	0	zorrotza
demeanor	0	0	0	0	0	0	0	0	0	0	jokaera
demented	0	0	0	1	0	1	0	0	0	0	dementatua
dementia	0	0	0	1	0	1	0	1	0	0	dementzia
demise	0	0	0	1	0	1	0	1	0	0	hiltzea
democracy	0	0	0	0	0	0	1	0	0	0	demokrazia
democrat	0	0	0	0	0	0	0	0	0	0	demokrata
demolish	1	0	0	0	0	1	0	1	0	0	eraitsi
demolition	0	0	0	0	0	1	0	0	0	0	eraispena
demon	1	0	1	1	0	1	0	1	0	0	Deabru
demonic	1	0	1	1	0	1	0	1	0	0	deabruzkoa
demonstrable	0	0	0	0	0	0	1	0	0	0	frogagarria
demonstrate	0	0	0	0	0	0	0	0	0	0	frogatu
demonstrated	0	0	0	0	0	0	0	0	0	0	frogatu
demonstrating	0	0	0	0	0	0	0	0	0	0	erakustea
demonstration	0	0	0	0	0	0	0	0	0	0	erakustaldia
demonstrative	0	0	0	0	1	0	1	1	0	0	erakusgarri
demonstrator	0	0	0	0	0	0	0	0	0	0	manifestaria
demoralized	0	0	0	1	0	1	0	1	0	0	desmoralizatuta
demos	0	0	0	0	0	0	0	0	0	0	demoak
den	0	0	0	0	0	0	0	0	0	0	den
denial	0	0	0	0	0	1	0	0	0	0	ukapena
denied	0	0	0	0	0	1	0	1	0	0	ukatu
denomination	0	0	0	0	0	0	0	0	0	0	deitura
denominational	0	0	0	0	0	0	0	0	0	0	konfesionala
denominator	0	0	0	0	0	0	0	0	0	0	izendatzailea
denote	0	0	0	0	0	0	0	0	0	0	adierazi
denounce	1	0	1	0	0	1	0	0	0	0	salatu
dense	0	0	0	0	0	0	0	0	0	0	trinkoa
density	0	0	0	0	0	0	0	0	0	0	dentsitatea
dent	0	0	0	0	0	0	0	0	0	0	dent
dentistry	0	0	0	1	0	0	0	0	0	0	odontologia
denunciation	1	0	1	1	0	1	0	0	0	0	salaketa
deny	1	0	0	0	0	1	0	0	0	0	ukatu
denying	0	1	0	0	0	1	0	0	0	0	ukatuz
deodorant	0	0	0	0	0	0	0	0	0	0	desodorantea
depart	0	1	0	0	0	0	0	1	0	0	alde egin
departed	0	0	0	0	0	1	0	1	0	0	alde egin zuen
department	0	0	0	0	0	0	0	0	0	0	Sail
departure	0	0	0	0	0	1	0	1	0	0	irteera
depend	0	1	0	0	0	0	0	0	0	1	mendekoa
dependant	0	0	0	0	0	0	0	0	0	0	menpekoa
dependence	0	0	0	1	0	1	0	1	0	0	menpekotasuna
dependency	0	0	0	0	0	1	0	0	0	0	mendekotasuna
dependent	0	0	0	0	0	1	1	0	0	1	menpekoa
depict	0	0	0	0	0	0	0	0	0	0	irudikatu
depicting	0	0	0	0	0	0	0	0	0	0	irudikatuz
depletion	0	0	0	0	0	0	0	0	0	0	agortzea
deplorable	1	0	1	1	0	1	0	1	0	0	tamalgarria
deplore	1	0	1	0	0	1	0	1	0	0	deitoratu
deploy	0	0	0	0	0	0	0	0	0	0	zabaldu
deport	0	0	0	1	0	1	0	1	0	0	deportatu
deportation	1	0	0	1	0	1	0	1	0	0	deportazioa
deposit	0	0	0	0	0	0	0	0	0	0	gordailua
depositary	0	0	0	0	0	0	0	0	0	0	gordailu
deposition	0	0	0	0	0	0	0	0	0	0	deposizio
depository	0	0	0	0	0	0	0	0	0	1	gordailu
depot	0	0	0	0	0	0	0	0	0	0	biltegia
depraved	1	1	1	1	0	1	0	1	0	0	deprabatua
depravity	1	0	1	0	0	1	0	0	0	0	depravation
depreciate	1	0	1	0	0	1	0	0	0	0	amortizatu
depreciated	1	0	1	1	0	1	0	1	0	0	amortizatu
depreciation	0	0	0	1	0	1	0	0	0	0	amortizazioa
depress	0	0	0	1	0	1	0	1	0	0	deprimitu
depressed	1	0	0	1	0	1	0	1	0	0	deprimituta
depressing	0	0	1	0	0	1	0	1	0	0	etsigarria
depression	0	0	0	0	0	1	0	1	0	0	depresioa
depressive	0	0	0	0	0	1	0	1	0	0	depresiboa
deprivation	1	0	1	1	0	1	0	1	0	0	gabezia
depth	0	0	0	0	0	0	1	0	0	1	sakonera
deputy	0	0	0	0	0	0	0	0	0	1	diputatua
derail	0	0	0	0	0	0	0	0	0	0	desbideratu
deranged	1	0	1	1	0	1	0	0	0	0	desorekatua
derelict	0	0	0	0	0	1	0	0	0	0	utzia
derision	1	0	1	0	0	1	0	0	0	0	iseka
derivation	0	0	0	0	0	0	0	0	0	0	eratorpena
derivative	0	0	0	0	0	0	0	0	0	0	eratorria
derive	0	0	0	0	0	0	0	0	0	0	eratorri
dermal	0	0	0	0	0	0	0	0	0	0	dermikoa
dermatologist	0	0	0	0	0	0	0	0	0	1	dermatologoa
dermatology	0	0	0	0	0	0	0	0	0	0	dermatologia
derogation	1	0	1	1	0	1	0	1	0	0	salbuespena
derogatory	1	0	1	1	0	1	0	1	0	0	gutxiesgarria
descend	0	0	0	0	0	0	0	0	0	0	jaitsi
descendant	0	0	0	0	0	0	0	0	0	0	ondorengoa
descendent	0	0	0	0	0	0	0	0	0	0	ondorengoa
descending	0	0	0	0	0	0	0	0	0	0	jaisten
descent	0	0	0	1	0	0	0	1	0	0	jaitsiera
describe	0	0	0	0	0	0	0	0	0	0	deskribatzea
description	0	0	0	0	0	0	0	0	0	0	deskribapena
descriptive	0	0	0	0	0	0	1	0	0	0	deskribatzailea
desecration	1	0	1	1	0	1	0	1	0	0	profanazioa
desert	1	0	1	1	0	1	0	1	0	0	basamortua
deserted	1	0	1	1	0	1	0	1	0	0	desertu
desertion	0	0	0	0	0	1	0	0	0	0	desertzioa
deserve	1	1	0	0	0	0	1	0	0	1	merezi
deserved	0	0	0	0	0	0	1	0	0	0	merezita
deserving	0	0	0	0	0	0	0	0	0	0	merezi duena
design	0	0	0	0	0	0	0	0	0	0	diseinua
designate	0	0	0	0	0	0	0	0	0	0	izendatu
designation	0	0	0	0	0	0	0	0	0	1	izendapena
designed	0	0	0	0	0	0	0	0	0	0	diseinatu
designer	0	0	0	0	0	0	1	0	0	0	diseinatzailea
designing	0	0	0	0	0	0	0	0	0	0	diseinatzea
desirability	0	0	0	0	0	0	0	0	0	0	desiragarritasuna
desirable	0	0	0	0	0	0	1	0	0	0	desiragarria
desiring	0	0	0	0	0	0	1	0	0	0	desiratuz
desirous	0	0	0	0	0	0	1	0	0	0	gogotsu
desist	1	0	1	0	0	1	0	0	0	0	uko egin
desk	0	0	0	0	0	0	0	0	0	0	mahaia
desolation	0	0	0	1	0	1	0	1	0	0	desolazioa
despair	1	0	1	1	0	1	0	1	0	0	etsipena
despairing	0	0	0	1	0	1	0	1	0	0	etsitzen
despatch	0	0	0	0	0	0	0	0	0	0	bidalketa
desperate	0	0	0	0	0	1	0	0	0	0	etsita
desperation	0	0	0	0	0	0	0	0	0	0	etsipena
despicable	1	0	1	0	0	1	0	0	0	0	arbuiagarria
despise	1	0	1	0	0	1	0	0	0	0	mespretxatu
despotic	0	0	0	1	0	1	0	0	0	0	despotikoa
despotism	1	0	1	1	0	1	0	1	0	0	despotismoa
dessert	0	0	0	0	0	0	0	0	0	0	postrea
destination	0	1	0	1	1	0	1	1	1	0	helmuga
destined	0	1	0	0	0	0	0	0	0	0	destinoa
destiny	0	0	0	0	0	0	0	0	0	0	patua
destitute	0	0	0	1	0	1	0	1	0	0	behargabea
destroyed	1	0	0	1	0	1	0	1	0	0	suntsitu
destroyer	1	0	0	1	0	1	0	0	0	0	suntsitzailea
destroying	1	0	0	1	0	1	0	1	0	0	suntsitzen
destruction	1	0	0	0	0	1	0	0	0	0	suntsipena
destructive	1	0	1	1	0	1	0	0	0	0	suntsitzailea
detach	0	0	0	0	0	0	0	0	0	0	desegin
detached	0	0	0	0	0	0	0	0	0	0	urrundu
detachment	0	0	0	0	0	1	0	0	0	0	urruntze
detail	0	0	0	0	0	0	0	0	0	0	xehetasuna
details	0	0	0	0	0	0	0	0	0	0	xehetasunak
detain	0	0	0	0	0	1	0	0	0	0	atxiki
detainee	1	1	0	1	0	1	0	1	0	0	atxilotua
detect	0	0	0	0	0	0	1	0	0	0	detektatu
detectable	0	0	0	0	0	0	0	0	0	0	detektagarria
detection	0	0	0	0	0	0	1	0	0	0	detekzioa
detective	0	0	0	0	0	0	0	0	0	0	detektibea
detector	0	0	0	0	0	0	0	0	0	0	detektagailua
detention	0	0	0	0	0	1	0	1	0	0	atxiloketa
deter	0	0	0	0	0	0	0	0	0	0	eragotzi
detergent	0	0	0	0	0	0	0	0	0	0	detergente
deteriorate	0	0	0	1	0	1	0	1	0	0	hondatu
deteriorated	0	0	1	0	0	1	0	1	0	0	hondatuta
deterioration	1	0	1	1	0	1	0	1	0	0	hondatzea
determinable	0	0	0	0	0	0	0	0	0	0	determinagarria
determinate	0	1	0	0	0	0	0	0	0	1	determinatua
determination	0	0	0	0	0	0	1	0	0	1	determinazioa
determined	0	0	0	0	0	0	1	0	0	0	zehaztuta
detest	1	0	1	0	0	1	0	0	0	0	gaitzetsi
detonate	0	0	0	1	0	1	0	0	1	0	eztanda egin
detonation	1	0	0	0	0	0	0	0	0	0	detonazioa
detour	0	0	0	0	0	0	0	0	0	0	saihesbidea
detract	1	0	0	0	0	1	0	0	0	0	kendu
detriment	0	0	0	0	0	1	0	0	0	0	kaltea
detrimental	0	0	0	0	0	1	0	0	0	0	kaltegarria
detritus	0	0	0	0	0	1	0	0	0	0	detritus
deuce	0	0	0	0	0	0	0	0	0	0	deuce
devastate	1	0	0	1	0	1	0	1	0	0	suntsitu
devastating	1	0	1	1	0	1	0	1	0	1	suntsitzailea
devastation	1	0	0	1	0	1	0	1	1	0	hondamendia
develop	0	1	0	0	0	0	1	0	0	0	garatu
developing	0	0	0	0	0	0	0	0	0	0	garatzen
development	0	0	0	0	0	0	0	0	0	0	garapena
deviate	0	0	0	0	0	0	0	0	0	0	desbideratu
deviating	0	0	0	0	0	0	0	0	0	0	desbideratzen
deviation	0	0	0	0	0	0	0	1	0	0	desbideraketa
device	0	0	0	0	0	0	0	0	0	0	gailua
devil	1	1	1	1	0	1	0	1	0	0	deabrua
devilish	0	0	1	1	0	1	0	0	0	0	deabrua
devious	0	0	0	0	0	1	0	0	0	0	bihurria
devise	0	0	0	0	0	0	0	0	0	0	asmatu
devoid	0	0	0	0	0	0	0	0	0	0	hutsa
devolution	0	0	0	0	0	1	0	0	0	0	eskualdatzea
devolve	0	0	0	0	0	0	0	0	0	0	eman
devote	0	0	0	0	0	0	0	0	0	0	dedikatu
devotee	0	0	0	0	0	0	0	0	0	0	debotoa
devotional	0	0	0	0	0	0	1	0	0	1	deboziozkoa
devour	0	0	0	0	0	1	0	0	0	0	irentsi
devout	0	1	0	0	1	0	1	0	0	1	debotoa
dew	0	0	0	0	0	0	0	0	0	0	ihintza
dexter	0	0	0	0	0	0	0	0	0	0	trebea
dexterity	0	0	0	0	0	0	1	0	0	0	trebezia
dextrose	0	0	0	0	0	0	0	0	0	0	dextrosa
diabolical	1	0	1	1	0	1	0	0	0	0	diabolikoa
diagnosis	0	1	0	1	0	1	0	0	0	1	diagnostikoa
diagnostic	0	0	0	0	0	0	0	0	0	0	diagnostikoa
diagnostics	0	0	0	0	0	0	0	0	0	0	diagnostikoak
diagram	0	0	0	0	0	0	0	0	0	0	diagrama
dial	0	0	0	0	0	0	0	0	0	0	markatu
dialect	0	0	0	0	0	0	0	0	0	0	euskalkia
dialectic	0	0	0	0	0	0	0	0	0	0	dialektika
dialogue	0	0	0	0	0	0	0	0	0	0	elkarrizketa
diameter	0	0	0	0	0	0	0	0	0	0	diametroa
diamond	0	0	0	0	1	0	1	0	0	0	diamantea
diamonds	0	0	0	0	0	0	0	0	0	0	diamanteak
diaper	0	0	1	0	0	0	0	0	0	0	pixoihal
diaphragm	0	0	0	0	0	0	0	0	0	0	diafragma
diarrhoea	0	0	1	0	0	0	0	0	0	0	beherakoa
diary	0	0	0	0	1	0	1	0	0	1	egunkaria
diatribe	1	0	1	0	0	1	0	0	0	0	diatriba
dice	0	0	0	0	0	0	0	0	0	0	dadoa
dichotomous	0	0	0	0	0	0	0	0	0	0	dikotomikoa
dichotomy	0	0	0	0	0	0	0	0	0	0	dikotomia
dictate	0	0	0	0	0	0	0	0	0	0	diktatu
dictation	0	0	0	0	0	0	0	0	0	0	diktaketa
dictator	0	0	0	1	0	1	0	0	0	0	diktadore
dictatorial	1	0	0	0	0	1	0	0	0	0	diktatoriala
dictatorship	1	1	1	1	0	1	0	1	0	0	diktadura
diction	0	0	0	0	0	0	0	0	0	0	dikzioa
dictionary	0	0	0	0	0	0	1	0	0	1	hiztegia
dictum	0	0	0	0	0	0	0	0	0	1	diktamena
didactic	0	0	0	0	0	0	1	0	0	0	didaktikoa
die	0	0	0	1	0	1	0	1	0	0	hil
diet	0	0	0	0	0	0	0	0	0	0	dieta
dietary	0	1	0	0	0	0	1	0	0	0	dietetikoa
differ	0	0	0	0	0	0	0	0	0	0	desberdinak
difference	0	0	0	0	0	0	0	0	0	0	aldea
differences	0	0	0	0	0	0	0	0	0	0	desberdintasunak
differential	0	0	0	0	0	0	0	0	0	1	diferentziala
differentiation	0	0	0	0	0	0	0	0	0	0	bereizketa
differently	0	0	0	0	0	0	0	0	1	0	bestela
differing	0	0	0	0	0	0	0	0	0	0	desberdinak
difficult	0	0	0	1	0	0	0	0	0	0	zaila
difficulties	0	0	0	0	0	1	0	1	0	0	zailtasunak
difficulty	1	0	0	1	0	1	0	1	0	0	zailtasuna
diffuse	0	0	0	0	0	0	0	0	0	0	difusioa
diffusion	0	0	0	0	0	0	0	0	0	0	zabalkundea
dig	0	0	0	0	0	0	0	0	0	0	zulatu
digest	0	0	0	0	0	0	0	0	0	0	digeritu
digestion	0	0	0	0	0	0	0	0	0	0	digestioa
digit	0	0	0	0	0	0	0	0	0	1	zifra
dignified	0	0	0	0	0	0	1	0	0	0	duina
dignity	0	0	0	0	0	0	1	0	0	1	duintasuna
digress	0	1	0	0	0	1	0	0	0	0	digresioa
digs	0	0	0	0	0	0	0	0	0	0	zulatzen
dike	0	0	0	1	0	0	0	0	0	0	dike
dilapidated	0	0	1	0	0	1	0	1	0	0	hondatuta
dilatation	0	0	0	0	0	0	0	0	0	0	dilatazioa
dilation	0	0	0	0	0	0	0	0	0	0	dilatazioa
dilemma	0	0	0	0	0	0	0	0	0	0	dilema
diligence	0	0	0	0	0	0	1	0	0	1	ardura
diligent	0	0	0	0	0	0	0	0	0	0	arduratsua
diluent	0	0	0	0	0	0	0	0	0	0	diluitzailea
dilute	0	0	0	0	0	1	0	0	0	0	diluitu
diluted	0	0	0	0	0	0	0	0	0	0	diluitua
dilution	0	0	0	0	0	0	0	0	0	0	diluzioa
dime	0	0	0	0	0	0	0	0	0	0	zentimo
dimension	0	0	0	0	0	0	0	0	0	0	dimentsioa
diminish	0	0	0	0	0	1	0	1	0	0	txikitu
diminished	0	0	0	0	0	1	0	0	0	0	gutxitu
diminution	0	0	0	0	0	0	0	0	0	0	murrizketa
diminutive	0	0	0	0	0	0	0	0	0	0	txikigarria
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	afaldu
diner	0	0	0	0	0	0	0	0	0	0	afaria
dinner	0	0	0	0	0	0	1	0	0	0	afaria
dinosaur	0	0	0	1	0	0	0	0	0	0	dinosauroa
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	elizbarrutiko
diocese	0	0	0	0	0	0	0	0	0	0	elizbarrutia
diorama	0	0	0	0	0	0	0	0	0	0	diorama
dip	0	0	0	0	0	0	0	0	0	0	bustitzea
diploma	0	0	0	0	0	0	0	0	0	0	diploma
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomazia
diplomat	0	0	0	0	0	0	0	0	0	0	diplomatikoa
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatikoa
dire	0	0	1	1	0	1	0	1	1	0	dire
directed	0	0	0	0	0	0	0	0	0	0	zuzendua
direction	0	0	0	0	0	0	0	0	0	0	norabidea
directly	0	0	0	0	0	0	0	0	0	0	zuzenean
director	0	0	0	0	0	0	1	0	0	1	zuzendaria
directory	0	0	0	0	0	0	0	0	0	0	direktorioa
dirt	0	0	1	0	0	1	0	0	0	0	zikinkeria
dirty	0	0	1	0	0	1	0	0	0	0	zikina
disability	0	0	0	0	0	1	0	1	0	0	ezintasuna
disable	0	0	0	1	0	1	0	1	0	0	desgaitu
disabled	0	0	0	1	0	1	0	1	0	0	desgaituta
disadvantage	0	0	0	0	0	0	0	0	0	0	desabantaila
disaffected	0	0	0	0	0	1	0	0	0	0	desegokia
disagree	1	0	0	0	0	1	0	0	0	0	ados ez
disagreeable	0	0	0	0	0	0	0	0	0	0	desatsegina
disagreeing	1	0	0	0	0	1	0	1	0	0	ados ez egotea
disagreement	1	0	0	0	0	1	0	1	0	0	desadostasuna
disallow	0	0	0	0	0	0	0	0	0	0	baztertu
disallowed	1	0	1	1	0	1	0	1	0	0	baimendu gabe
disappear	0	0	0	1	0	0	0	0	0	0	desagertu
disappearance	0	0	0	0	0	0	0	0	0	0	desagertzea
disappearing	0	0	0	0	0	0	0	0	0	0	desagertzen
disappoint	1	0	1	0	0	1	0	1	0	0	huts egin
disappointed	1	0	1	0	0	1	0	1	0	0	etsita
disappointing	0	0	0	0	0	1	0	1	0	0	etsigarria
disappointment	0	0	1	0	0	1	0	1	0	0	etsipena
disapproval	0	0	0	0	0	1	0	1	0	0	gaitzespena
disapprove	1	0	1	1	0	1	0	1	0	0	gaitzetsi
disapproved	1	0	0	0	0	1	0	1	0	0	gaitzetsi
disapproving	1	0	1	0	0	1	0	1	0	0	gaitzesten
disarm	0	0	0	0	0	0	0	0	0	0	armagabetu
disarray	0	0	0	0	0	0	0	0	0	0	nahastea
disaster	1	0	1	1	0	1	0	1	1	0	hondamendia
disastrous	1	0	0	1	0	1	0	1	0	0	negargarria
disband	0	0	0	0	0	0	0	0	0	0	desegin
disbelief	0	0	0	0	0	0	0	0	0	0	sinesgaitza
disbelieve	0	0	0	0	0	1	0	0	0	0	sinetsi
disburse	0	0	0	0	0	0	0	0	0	0	ordaintzea
disbursement	0	0	0	0	0	0	0	0	0	0	ordainketa
disc	0	0	0	0	0	0	0	0	0	0	diskoa
discarded	0	0	0	0	0	0	0	0	0	0	baztertu
discards	0	0	0	0	0	1	0	0	0	0	bazterketak
discern	0	0	0	0	0	0	0	0	0	0	antzeman
discernible	0	0	0	0	0	0	0	0	0	0	antzemangarria
discerning	0	0	0	0	0	0	0	0	0	0	jakingarri
discernment	0	0	0	0	0	0	0	0	0	0	discernimendua
discharge	0	0	0	0	0	1	0	0	0	0	isurketa
disciple	0	0	0	0	0	0	0	0	0	1	dizipulu
discipline	0	0	0	1	0	1	0	0	0	0	diziplina
disclaim	1	0	1	0	0	1	0	0	0	1	uko egin
disclaimer	0	0	0	0	0	0	0	0	0	0	uko egitea
disclose	0	0	0	0	0	0	0	0	0	0	ezagutarazi
disclosed	0	0	0	0	0	0	0	0	0	1	ezagutarazi
disclosure	0	0	0	0	0	0	0	0	0	0	dibulgazioa
discoloration	0	0	1	0	0	1	0	0	0	0	koloregabetzea
discolored	0	0	1	0	0	1	0	1	0	0	koloreztatua
discomfort	0	0	0	0	0	1	0	1	0	0	deserosotasuna
disconnect	0	0	0	0	0	1	0	1	0	0	deskonektatu
disconnected	0	0	0	0	0	1	0	1	0	0	deskonektatuta
disconnection	0	0	0	0	0	1	0	0	0	0	deskonexioa
discontent	1	0	1	1	0	1	0	1	0	0	atsekabea
discontinuance	0	0	0	0	0	0	0	0	0	0	etenaldia
discontinue	0	0	0	0	0	1	0	0	0	0	eten
discontinuity	0	0	1	1	0	1	0	1	0	0	etena
discontinuous	0	0	0	0	0	0	0	0	0	0	etena
discord	1	0	1	0	0	1	0	0	0	0	desadostasuna
discount	0	0	0	0	0	0	0	0	0	0	deskontua
discounted	0	0	0	0	0	0	0	0	0	0	deskontatua
discourage	0	0	0	1	0	1	0	1	0	0	desanimatu
discouraged	0	0	0	0	0	0	0	0	0	0	desanimatu
discouragement	0	0	0	0	0	1	0	0	0	0	etsipena
discourse	0	0	0	0	0	0	0	0	0	0	diskurtsoa
discover	0	0	0	0	0	0	0	0	0	0	ezagutu
discovery	0	0	0	0	0	0	1	0	0	0	aurkikuntza
discredit	0	0	0	0	0	1	0	0	0	0	desprestigioa
discreet	0	1	0	0	0	0	1	0	0	0	diskretu
