English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bosnian Word
call	0	0	0	0	0	0	0	0	0	0	poziv
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrafija
calling	0	0	0	0	0	0	0	0	0	0	pozivanje
callous	1	0	1	0	0	1	0	0	0	0	bešćutan
calls	0	1	0	0	0	1	0	0	0	1	poziva
calm	0	0	0	0	0	0	1	0	0	0	smiren
calmness	0	0	0	0	0	0	0	0	0	0	smirenost
caloric	0	0	0	0	0	0	0	0	0	0	kalorijski
calorie	0	0	0	0	0	0	0	0	0	0	kalorija
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimetar
cam	0	0	0	0	0	0	0	0	0	0	cam
camber	0	0	0	0	0	0	0	0	0	0	camber
camel	0	0	0	0	0	0	0	0	0	0	kamila
cameo	0	0	0	0	0	0	0	0	0	0	cameo
cameraman	0	0	0	0	0	0	0	0	0	0	kamerman
camisole	0	0	0	0	0	0	0	0	0	0	camisole
camouflage	0	0	0	0	0	0	0	0	1	0	kamuflaža
camouflaged	0	0	0	0	0	0	0	0	1	0	kamuflirano
camp	0	0	0	0	0	0	0	0	0	0	kamp
campaign	0	0	0	0	0	0	0	0	0	0	kampanja
campaigner	0	0	0	0	0	0	0	0	0	0	kampanjac
campaigning	1	0	0	1	0	1	0	0	0	0	kampanja
campus	0	0	0	0	0	0	0	0	0	0	kampus
canal	0	0	0	0	0	0	0	0	0	0	kanal
canary	0	0	0	0	0	0	1	0	0	0	kanarinac
cancel	0	0	0	0	0	1	0	1	0	0	otkaži
canceling	0	0	0	0	0	0	0	0	0	0	otkazivanje
cancellation	0	0	0	0	0	0	0	0	0	0	otkazivanje
cancer	1	0	1	1	0	1	0	1	0	0	rak
candid	0	1	0	0	1	0	1	0	1	1	iskren
candidacy	0	0	0	0	0	0	0	0	0	0	kandidatura
candidate	0	0	0	0	0	0	1	0	0	0	kandidat
candied	0	0	0	0	0	0	1	0	0	0	kandirano
candle	0	0	0	0	0	0	0	0	0	0	svijeća
candlelight	0	0	0	0	0	0	0	0	0	0	svijeća
candlestick	0	0	0	0	0	0	0	0	0	0	svijećnjak
candor	0	0	0	0	0	0	0	0	0	0	iskrenost
candy	0	0	0	0	0	0	0	0	0	0	bombone
cane	1	0	0	1	0	0	0	0	0	0	trska
canine	0	0	0	0	0	0	0	0	0	0	pasji
canister	0	0	0	0	0	0	0	0	0	0	kanister
canker	1	0	1	0	0	1	0	0	0	0	rak
cannibal	0	0	1	1	0	1	0	0	0	0	kanibal
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalizam
canning	0	0	0	0	0	0	0	0	0	0	konzerviranje
cannon	1	0	0	1	0	1	0	0	0	0	top
canoe	0	0	0	0	0	0	0	0	0	0	kanu
canon	0	0	0	0	0	0	0	0	0	0	canon
canonical	0	0	0	0	0	0	0	0	0	0	kanonski
canons	0	0	0	0	0	0	0	0	0	1	kanoni
canopy	0	0	0	0	0	0	0	0	0	0	nadstrešnica
canteen	0	0	0	0	0	0	0	0	0	0	kantina
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	konzolni
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	kantonu
canvas	0	0	0	0	0	0	0	0	0	0	platno
canvass	0	0	0	0	0	0	0	0	0	0	platno
cap	0	1	0	0	0	0	0	0	0	1	kapa
capability	0	0	0	0	0	0	0	0	0	0	sposobnost
capable	0	0	0	0	0	0	0	0	0	0	sposoban
capacity	0	0	0	0	0	0	0	0	0	0	kapacitet
cape	0	0	0	0	0	0	0	0	0	0	rt
caper	0	0	0	0	0	0	0	0	0	0	kapar
capillary	0	0	0	0	0	0	0	0	0	0	kapilarni
capital	0	0	0	0	0	0	0	0	0	0	kapital
capitalist	0	0	0	0	0	0	1	0	0	0	kapitalistički
capitals	0	0	0	0	0	0	0	0	0	0	prestonice
capitation	0	0	0	0	0	0	0	0	0	0	capitation
capitol	0	0	0	0	0	0	0	0	0	0	glavni grad
capitulation	0	0	0	0	0	0	0	0	0	0	kapitulacija
caprice	0	0	0	0	0	0	0	0	0	0	caprice
capricious	0	0	0	0	0	0	0	0	0	0	hirovit
caps	0	0	0	0	0	0	0	0	0	0	caps
capsule	0	0	0	0	0	0	0	0	0	0	kapsula
captain	0	0	0	0	0	0	1	0	0	0	kapetane
caption	0	0	0	0	0	0	0	0	0	0	natpis
captivate	0	1	0	0	1	0	1	0	1	1	captivate
captivating	0	0	0	0	0	0	1	0	0	0	zadivljujuće
captive	0	0	0	1	0	1	0	1	0	0	zarobljeni
captivity	0	0	0	0	0	1	0	1	0	0	zatočeništvo
captor	0	0	0	1	0	1	0	0	0	0	captor
capture	0	0	0	0	0	1	0	0	0	0	uhvatiti
car	0	0	0	0	0	0	0	0	0	0	auto
caramel	0	0	0	0	0	0	0	0	0	0	karamel
carat	0	0	0	0	0	0	0	0	0	0	karat
caravan	0	0	0	0	0	0	0	0	0	0	karavan
carbon	0	0	0	0	0	0	0	0	0	0	ugljenik
carcass	0	0	1	1	0	1	0	1	0	0	trup
carcinoma	0	0	0	1	0	1	0	1	0	0	karcinoma
card	0	0	0	0	0	0	0	0	0	0	kartica
cardigan	0	0	0	0	0	0	0	0	0	0	kardigan
cardinal	0	0	0	0	0	0	0	0	0	0	kardinal
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardiomiopatija
cards	0	0	0	0	0	0	0	0	0	0	kartice
care	0	0	0	0	0	0	0	0	0	0	briga
career	0	1	0	0	0	0	1	0	0	0	karijera
careful	0	0	0	0	0	0	1	0	0	0	oprezno
carefully	0	0	0	0	0	0	1	0	0	0	pažljivo
carelessness	1	0	1	0	0	1	0	0	0	0	nepažnjom
caress	0	0	0	0	0	0	1	0	0	0	milovati
caret	0	0	0	0	0	0	0	0	0	0	caret
caretaker	0	0	0	0	0	0	1	0	0	1	čuvar
cargo	0	0	0	0	0	0	0	0	0	0	tereta
caribou	0	0	0	0	0	0	0	0	0	0	caribou
caricature	0	0	0	0	0	1	0	0	0	0	karikatura
caries	0	0	1	0	0	1	0	0	0	0	karijes
carnage	1	0	1	1	0	1	0	1	1	0	carnage
carnal	0	0	0	0	0	1	0	0	0	0	karnal
carnation	0	0	0	0	0	0	0	0	0	0	karanfil
carnivorous	0	0	0	1	0	1	0	0	0	0	mesojedi
carol	0	0	0	0	1	0	1	0	0	1	carol
carousel	0	0	0	0	0	0	0	0	0	0	vrtuljak
carpenter	0	0	0	0	0	0	0	0	0	0	stolar
carriage	0	0	0	0	0	0	0	0	0	0	kočija
carried	0	0	0	0	0	0	0	0	0	0	nosio
carrier	0	0	0	0	0	0	0	0	0	0	nosilac
carry	0	0	0	0	0	0	0	0	0	0	nositi
carrying	0	0	0	0	0	0	0	0	0	0	nošenje
cart	0	0	0	0	0	0	0	0	0	0	kolica
cartel	0	0	0	0	0	1	0	0	0	0	kartel
carter	0	0	0	0	0	0	0	0	0	0	carter
cartilage	0	0	0	0	0	0	0	0	0	0	hrskavice
cartographic	0	0	0	0	0	0	0	0	0	0	kartografski
cartography	0	0	0	0	0	0	0	0	0	0	kartografija
cartoon	0	0	0	0	0	0	0	0	0	0	crtani
cartouche	0	0	0	0	0	0	0	0	0	0	cartouche
cartridge	0	0	0	1	0	0	0	0	0	0	kertridž
carve	0	0	0	0	0	0	0	0	0	0	rezbariti
carver	0	0	0	0	0	0	0	0	0	0	rezbar
carving	0	0	0	0	0	0	0	0	0	0	rezbarenje
cascade	0	0	0	0	0	0	1	0	0	0	kaskada
case	0	0	0	1	0	1	0	1	0	0	slučaj
casein	0	0	0	0	0	0	0	0	0	0	kazein
cash	1	1	0	1	1	0	1	0	0	1	gotovina
cashier	0	0	0	0	0	0	0	0	0	1	blagajnik
cashmere	0	0	0	0	0	0	0	0	0	0	kašmir
casing	0	0	0	0	0	0	0	0	0	0	kućište
casino	0	0	0	0	0	0	0	0	0	0	casino
cask	0	0	0	0	0	0	0	0	0	0	bačva
casket	0	0	0	1	0	1	0	1	0	0	kovčeg
cast	0	0	0	0	0	0	0	0	0	0	cast
caste	0	0	0	0	0	1	0	0	0	0	kasta
caster	0	0	0	0	0	0	0	0	0	0	caster
castle	0	0	0	0	0	0	0	0	0	0	castle
castor	0	0	0	0	0	0	0	0	0	0	ricinus
casual	0	0	0	0	0	0	0	0	0	0	casual
casually	0	0	0	0	0	0	0	0	0	0	ležerno
casualty	1	0	0	1	0	1	0	1	0	0	žrtva
cat	0	0	0	0	0	0	0	0	0	0	mačka
catabolism	0	0	0	0	0	0	0	0	0	0	katabolizam
catalog	0	0	0	0	0	0	0	0	0	0	katalog
catalogue	0	0	0	0	0	0	0	0	0	0	katalog
catalysis	0	0	0	0	0	0	0	0	0	0	kataliza
catalytic	0	0	0	0	0	0	0	0	0	0	katalitički
catamaran	0	0	0	0	0	0	0	0	0	0	katamaran
catapult	0	0	0	0	0	0	0	0	0	0	katapult
cataract	0	1	0	1	0	1	0	1	0	0	katarakta
catastrophe	1	0	1	1	0	1	0	1	1	0	katastrofa
catch	0	0	0	0	0	0	0	0	1	0	uhvatiti
catching	0	0	0	0	0	0	0	0	0	0	hvatanje
catechism	0	0	1	0	0	0	0	0	0	0	katekizam
categorical	0	0	0	0	0	0	1	0	0	0	kategoričan
category	0	0	0	0	0	0	0	0	0	0	kategorija
cater	0	0	0	0	0	0	1	0	0	0	cater
caterer	0	0	0	0	0	0	0	0	0	0	ugostitelj
caterpillar	0	0	0	0	0	0	0	0	0	0	gusjenica
cates	0	0	0	0	0	0	0	0	0	0	cates
cathartic	0	0	0	0	0	0	1	0	0	0	katarzičan
cathedral	0	0	0	0	1	0	1	0	0	1	katedrala
catheter	0	0	0	0	0	1	0	0	0	0	kateter
catnip	0	0	0	0	0	0	0	0	0	0	mačja trava
cattle	0	0	0	0	0	0	0	0	0	0	goveda
caucus	0	0	0	0	0	0	0	0	0	0	caucus
caudal	0	0	0	0	0	0	0	0	0	0	kaudalni
caulk	0	0	0	0	0	0	0	0	0	0	caulk
causal	0	0	0	0	0	0	0	0	0	0	uzročno
causality	0	0	0	0	0	0	0	0	0	0	uzročnost
causation	0	0	0	0	0	0	0	0	0	0	uzročnost
caused	0	0	0	0	0	0	0	0	0	0	uzrokovano
causeway	0	0	0	0	0	0	0	0	0	0	nasip
caution	1	1	0	1	0	1	0	0	0	0	oprez
cautionary	0	0	0	1	0	0	0	0	0	0	oprezno
cautious	0	1	0	1	0	0	1	0	0	1	oprezan
cautiously	0	0	0	1	0	0	1	0	0	0	oprezno
cavalry	0	0	0	0	0	0	0	0	0	0	konjica
cave	0	0	0	0	0	0	0	0	0	0	pećina
caveat	0	0	0	0	0	0	0	0	0	0	naredba za suspendovanje
cavern	0	0	0	0	0	0	0	0	0	0	kaverna
cavernous	0	0	0	0	0	0	0	0	0	0	kavernozna
cavity	0	0	0	0	0	0	0	0	0	0	šupljina
cayenne	0	0	0	0	0	0	0	0	0	0	cayenne
cease	0	0	0	0	0	0	0	0	0	0	prestati
ceaseless	0	0	0	0	0	0	0	0	0	0	neprekidan
cede	0	0	0	0	0	1	0	0	0	0	cede
ceiling	0	0	0	0	0	0	0	0	0	0	plafon
celebrant	0	0	0	0	0	0	0	0	0	0	slavljenik
celebrated	0	1	0	0	1	0	1	0	0	0	slavio
celebrating	0	1	0	0	1	0	1	0	0	0	slavi
celebration	0	1	0	0	1	0	1	0	1	1	proslava
celebrity	1	1	1	0	1	1	1	0	1	1	slavna ličnost
celestial	0	1	0	0	1	0	1	0	0	0	nebeski
celibacy	0	0	0	0	0	0	0	0	0	0	celibat
cell	0	0	0	0	0	0	0	0	0	0	ćelija
cellar	0	0	0	0	0	0	0	0	0	0	podrum
cellular	0	0	0	0	0	0	0	0	0	0	ćelijski
celluloid	0	0	0	0	0	0	0	0	0	0	celuloida
cement	0	1	0	0	0	0	0	0	0	1	cement
cemented	0	0	0	0	0	0	0	0	0	0	cementirano
cemetery	0	0	0	1	0	1	0	1	0	0	groblje
censor	1	0	1	1	0	1	0	0	0	1	cenzor
censure	0	0	0	0	0	1	0	0	0	0	censure
census	0	0	0	0	0	0	0	0	0	0	popis
cent	0	0	0	0	0	0	0	0	0	0	cent
centenary	0	0	0	0	0	0	0	0	0	0	stogodišnjica
centennial	0	0	0	0	0	0	0	0	0	0	stogodišnjica
center	0	0	0	0	0	0	1	0	0	1	centar
centimeter	0	0	0	0	0	0	0	0	0	0	centimetar
central	0	0	0	0	0	0	0	0	0	0	centralno
centrality	0	0	0	0	0	0	0	0	0	0	centralnost
centralization	0	0	0	0	0	0	0	0	0	0	centralizacija
centralize	0	0	0	0	0	0	0	0	0	0	centralizovati
centrally	0	0	0	0	0	0	0	0	0	0	centralno
centrifugal	0	0	0	0	0	0	0	0	0	0	centrifugalna
centrifuge	0	0	0	0	0	0	0	0	0	0	centrifuga
centurion	0	0	0	0	0	0	1	0	0	0	centurion
century	0	0	0	0	0	0	0	0	0	0	veka
ceramics	0	0	0	0	0	0	0	0	0	0	keramike
cereal	0	0	0	0	0	0	0	0	0	0	žitarice
cereals	0	0	0	0	0	0	0	0	0	0	žitarice
cerebral	0	0	0	0	0	0	1	0	0	0	cerebralni
ceremonial	0	0	0	0	0	0	0	0	0	0	ceremonijal
ceremony	0	0	0	0	1	0	1	0	1	0	ceremonija
certainty	0	0	0	0	0	0	1	0	0	0	sigurnost
certificate	0	0	0	0	0	0	0	0	0	0	sertifikat
certify	0	0	0	0	0	0	0	0	0	1	certificirati
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	prestanak
chaff	1	0	0	1	0	1	0	0	0	0	pljeve
chafing	0	0	0	0	0	1	0	0	0	0	chafing
chagrin	0	0	1	0	0	1	0	1	0	0	chagrin
chain	0	0	0	0	0	0	0	0	0	0	lanac
chair	0	0	0	0	0	0	0	0	0	0	stolica
chairman	0	0	0	0	0	0	1	0	0	1	predsjedavajući
chairperson	0	0	0	0	0	0	0	0	0	0	predsjedavajući
chairwoman	0	0	0	0	0	0	1	0	0	1	predsjednica
chaise	0	0	0	0	0	0	0	0	0	0	chaise
chalet	0	0	0	0	0	0	0	0	0	0	chalet
chalice	0	0	0	0	0	0	0	0	0	0	kalež
chalk	0	0	0	0	0	0	0	0	0	0	kreda
challenge	1	0	0	1	0	1	0	0	0	0	izazov
chamber	0	0	0	0	0	0	0	0	0	0	komora
chambers	0	0	0	0	0	0	0	0	0	0	komore
chameleon	0	0	0	0	0	0	0	0	0	0	kameleon
champagne	0	0	0	0	0	0	0	0	0	0	šampanjac
champion	0	1	0	0	1	0	1	0	0	1	šampion
chance	0	0	0	0	0	0	0	0	1	0	šansa
chancellor	0	0	0	0	0	0	0	0	0	1	kancelar
chandelier	0	0	0	0	0	0	0	0	0	0	luster
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	promijeniti
changeable	0	1	0	0	0	0	0	0	1	0	promjenjiv
changed	0	0	0	0	0	0	0	0	0	0	promijenio
changer	0	0	0	0	0	0	0	0	0	0	mjenjač
changing	0	0	0	0	0	0	0	0	0	0	mijenja
channel	0	0	0	0	0	0	0	0	0	0	kanal
chant	1	1	0	0	1	0	1	0	1	0	pjevanje
chaos	1	0	0	1	0	1	0	1	0	0	haos
chaotic	1	0	0	0	0	1	0	0	0	0	haotično
chap	0	0	0	0	0	0	0	0	0	0	pogl
chapel	0	0	0	0	0	0	0	0	0	0	kapela
chaplain	0	0	0	0	0	0	0	0	0	1	kapelan
chapman	0	0	0	0	0	0	0	0	0	0	chapman
chaps	0	0	0	0	0	0	0	0	0	0	chaps
chapter	0	0	0	0	0	0	0	0	0	0	poglavlje
char	0	0	0	0	0	0	0	0	0	0	char
character	0	0	0	0	0	0	0	0	0	0	karakter
characteristic	0	0	0	0	0	0	0	0	0	0	karakteristika
characterize	0	0	0	0	0	0	0	0	0	0	karakterizirati
charade	0	0	0	0	0	1	0	0	0	0	charade
charcoal	0	0	0	0	0	0	0	0	0	0	ugalj
charge	0	0	0	0	0	0	0	0	0	0	naplatiti
chargeable	0	0	0	1	0	1	0	1	0	0	naplativo
charger	0	0	0	0	0	0	1	0	0	0	punjač
chariot	0	0	0	0	0	0	0	0	0	0	chariot
charitable	0	1	0	0	1	0	1	0	0	1	dobrotvorna
charity	0	0	0	0	1	0	1	0	0	0	dobrotvorne svrhe
charm	0	0	0	0	0	0	1	0	0	0	šarm
charmed	0	0	0	0	1	1	1	0	0	0	očarani
charmer	0	0	0	0	0	0	0	0	0	0	šarmer
charming	0	0	0	0	0	0	1	0	0	0	šarmantan
chart	0	0	0	0	0	0	0	0	0	1	grafikon
charter	0	0	0	0	0	0	0	0	0	0	charter
chartered	0	0	0	0	0	0	0	0	0	0	chartered
chase	0	0	0	0	0	1	0	0	0	0	juriti
chasm	0	0	0	1	0	0	0	0	0	0	ponor
chastisement	0	0	0	0	0	1	0	0	0	0	kažnjavanje
chastity	0	1	0	0	0	0	1	0	0	1	čednost
chat	0	0	0	0	0	0	0	0	0	0	chat
chateau	0	0	0	0	0	0	0	0	0	0	chateau
chatter	0	0	0	0	0	0	0	0	0	0	brbljanje
chattering	0	0	0	0	0	0	1	0	0	0	brbljanje
chatty	0	0	0	0	0	1	0	0	0	0	brbljiv
chauffeur	0	0	0	0	0	0	0	0	0	0	šofer
cheap	0	0	0	0	0	1	0	0	0	0	jeftino
cheat	1	0	1	0	0	1	0	0	0	0	cheat
check	0	0	0	0	0	0	0	0	0	0	provjeriti
checker	0	0	0	0	0	0	0	0	0	0	checker
checkered	0	0	0	0	0	0	0	0	0	0	karirano
checkers	0	0	0	0	0	0	0	0	0	0	dame
checklist	0	0	0	0	0	0	1	0	0	1	kontrolna lista
cheek	0	0	0	0	0	0	0	0	0	0	obraz
cheeks	0	0	0	0	0	0	0	0	0	0	obrazi
cheep	0	0	0	0	0	0	0	0	0	0	cheep
cheer	0	1	0	0	1	0	1	0	1	1	cheer
cheerful	0	0	0	0	1	0	1	0	1	0	veselo
cheerfulness	0	1	0	0	1	0	1	0	0	1	vedrina
cheering	0	0	0	0	1	0	1	0	0	0	navijanje
cheery	0	1	0	0	1	0	1	0	0	0	veselo
cheesecake	0	0	0	0	0	1	0	0	0	0	cheesecake
cheetah	0	0	0	0	0	0	0	0	0	0	gepard
chemise	0	0	0	0	0	0	0	0	0	0	chemise
chemist	0	0	0	0	0	0	1	0	0	1	hemičar
chemistry	0	0	0	0	0	0	0	0	0	0	hemija
cheque	0	0	0	0	0	0	0	0	0	0	provjeriti
cherish	0	1	0	0	1	0	1	0	1	1	njegovati
cherry	0	0	0	0	0	0	1	0	0	0	trešnja
chess	0	0	0	0	0	0	0	0	0	0	šah
chest	0	0	0	0	0	0	0	0	0	0	prsa
chestnut	0	0	0	0	0	0	0	0	0	0	kesten
chevron	0	0	0	0	0	0	0	0	0	0	chevron
chew	0	0	0	0	0	0	0	0	0	0	žvakati
chic	0	0	0	0	0	0	0	0	0	0	šik
chicane	0	1	0	0	0	1	0	0	1	1	chicane
chicken	0	0	0	1	0	0	0	0	0	0	piletina
chief	0	0	0	0	0	0	0	0	0	0	šef
chiefly	0	0	0	0	0	0	0	0	0	0	uglavnom
chieftain	0	0	0	0	0	0	1	0	0	0	poglavica
child	0	1	0	0	1	0	1	0	0	0	dijete
childbirth	0	0	0	0	0	0	0	0	0	0	porođaj
childhood	0	0	0	0	1	0	1	0	0	0	djetinjstvo
childish	0	0	0	0	0	1	0	0	0	0	djetinjasto
chill	0	0	0	0	0	0	0	0	0	0	chill
chilly	0	0	0	0	0	1	0	0	0	0	chilly
chime	0	0	0	0	0	0	0	0	0	0	chime
chimera	0	0	0	1	0	0	0	0	1	0	himera
chimes	0	0	0	0	0	0	0	0	0	0	zvona
chimney	0	0	0	0	0	0	0	0	0	0	dimnjak
china	0	0	0	0	0	0	0	0	0	0	kina
chine	0	0	0	0	0	0	0	0	0	0	chine
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	čip
chipping	0	0	0	0	0	0	0	0	0	0	chipping
chirp	0	0	0	0	1	0	1	0	0	0	cvrkutati
chisel	0	0	0	0	0	0	1	0	0	0	dlijeto
chit	0	0	0	0	0	0	0	0	0	0	chit
chivalry	0	0	0	0	0	0	1	0	0	0	viteštvo
chloroform	0	0	0	0	0	1	0	0	0	0	hloroform
chocolate	0	1	0	0	1	0	1	0	0	1	cokolada
choice	0	0	0	0	0	0	1	0	0	0	izbor
choir	0	0	0	0	1	0	1	0	0	1	hor
choke	1	0	0	0	0	1	0	1	0	0	gušiti
cholera	0	0	1	1	0	1	0	1	0	0	kolera
choose	0	0	0	0	0	0	0	0	0	0	izabrati
choosing	0	0	0	0	0	0	0	0	0	0	biranje
chop	0	0	0	0	0	1	0	0	0	0	chop
chopping	0	0	0	0	0	0	0	0	0	0	seckanje
chops	0	0	0	0	0	0	0	0	0	0	kotleti
choral	0	0	0	0	1	0	1	0	0	0	horski
chords	0	0	0	0	0	0	0	0	0	0	akordi
chore	0	0	0	0	0	1	0	0	0	0	posao
chorus	0	0	0	0	0	0	1	0	0	0	refren
chosen	0	0	0	0	0	0	1	0	0	0	izabrani
chowder	0	0	0	0	0	0	1	0	0	0	chowder
christening	0	0	0	0	0	0	0	0	0	0	krštenje
chromatic	0	0	0	0	0	0	0	0	0	0	hromatski
chromatography	0	0	0	0	0	0	0	0	0	0	hromatografija
chromosome	0	0	0	0	0	0	0	0	0	0	hromozoma
chronic	0	0	0	0	0	1	0	1	0	0	hronično
chronicle	0	0	0	0	0	0	1	0	0	1	hronika
chronograph	0	0	0	0	0	0	0	0	0	0	hronograf
chronological	0	0	0	0	0	0	0	0	0	0	hronološki
chuck	0	0	0	0	0	0	0	0	0	0	chuck
chuckle	0	1	0	0	1	0	1	0	1	1	chuckle
chunk	0	0	0	0	0	0	0	0	0	0	komad
chunky	0	0	0	0	0	0	0	0	0	0	chunky
church	0	1	0	0	1	0	1	0	0	1	crkva
churchyard	0	0	0	0	0	0	0	0	0	0	crkveno dvorište
churn	0	0	0	0	0	0	0	0	0	0	churn
chute	0	0	0	0	0	0	0	0	0	0	padobran
chutney	0	0	0	0	0	0	0	0	0	0	chutney
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	jabukovača
cigar	0	0	0	0	0	0	0	0	0	0	cigaru
cigarette	0	0	0	0	0	1	0	0	0	0	cigareta
cinch	0	0	0	0	0	0	0	0	0	0	cinch
cinder	0	0	0	0	0	0	0	0	0	0	cinder
cinema	0	0	0	0	0	0	0	0	0	0	kino
cinematographer	0	0	0	0	0	0	0	0	0	0	kinematograf
cinematography	0	0	0	0	0	0	0	0	0	0	kinematografija
cinnamon	0	0	0	0	0	0	0	0	0	0	cimet
cipher	0	0	0	0	0	0	0	0	0	0	šifra
circle	0	0	0	0	0	0	0	0	0	0	krug
circling	0	0	0	0	0	0	0	0	0	0	kruženje
circuit	0	0	0	0	0	0	0	0	0	0	kolo
circular	0	0	0	0	0	0	0	0	0	0	circular
circulate	0	0	0	0	0	0	0	0	0	0	cirkulirati
circulation	0	0	0	0	0	0	0	0	0	0	cirkulacija
circumcision	0	0	0	0	0	0	1	0	0	0	obrezivanje
circumference	0	0	0	0	0	0	0	0	0	0	obim
circumferential	0	0	0	0	0	0	0	0	0	0	obodna
circumscribed	0	0	0	0	0	0	0	0	0	0	ograničeno
circumstance	0	0	0	0	0	0	0	0	0	0	okolnost
circumstantial	0	0	0	0	0	0	0	0	0	0	sticajem okolnosti
circumvention	0	0	0	0	0	1	1	0	0	0	zaobilaženje
circus	0	0	0	0	0	0	0	0	0	0	cirkus
cirrus	0	0	0	0	0	0	0	0	0	0	cirus
cistern	0	0	0	0	0	0	0	0	0	0	cisterna
citadel	0	0	0	0	0	0	0	0	0	0	citadela
citation	0	0	0	0	0	0	0	0	0	0	citat
citizen	0	0	0	0	0	0	1	0	0	0	građanin
citrine	0	0	0	0	0	0	0	0	0	0	citrin
city	0	0	0	0	0	0	0	0	0	0	grad
civic	0	0	0	0	0	0	0	0	0	0	građanski
civil	0	0	0	0	0	0	1	0	0	0	civil
civilian	0	0	0	0	0	0	0	0	0	0	civil
civility	0	0	0	0	0	0	1	0	0	0	uljudnost
civilization	0	0	0	0	0	0	1	0	0	1	civilizacija
civilized	0	0	0	0	1	0	1	0	0	1	civilizovano
clad	0	0	0	0	0	0	0	0	0	0	odjeven
claim	0	0	0	0	0	0	0	0	0	0	TVRDITI
claimant	1	0	1	0	0	0	0	0	0	0	podnosilac zahteva
clairvoyant	0	0	0	0	0	0	1	0	0	0	vidovnjak
clam	0	0	0	0	0	0	0	0	0	0	školjka
clamor	1	1	1	0	0	1	0	0	1	0	galama
clamp	0	0	0	0	0	0	0	0	0	0	stezaljka
clan	0	0	0	0	0	0	0	0	0	1	klan
clandestine	0	0	0	0	0	0	0	0	0	0	tajno
clap	0	1	0	0	1	0	1	0	0	1	pljeskati
clarify	0	0	0	0	0	0	1	0	0	0	razjasniti
clarinet	0	0	0	0	0	0	0	0	0	0	klarinet
clarion	0	0	0	0	0	0	0	0	0	0	clarion
clarity	0	0	0	0	0	0	0	0	0	0	jasnoća
clash	1	0	0	0	0	1	0	0	0	0	sukob
clashing	1	0	0	1	0	1	0	0	0	0	sukobljavanje
clasp	0	0	0	0	0	0	0	0	0	0	kopča
class	0	0	0	0	0	0	0	0	0	0	klasa
classic	0	0	0	0	0	0	1	0	0	0	klasična
classical	0	0	0	0	0	0	1	0	0	0	klasična
classics	0	0	0	0	1	0	1	0	0	0	klasici
classification	0	0	0	0	0	0	0	0	0	0	klasifikacija
classify	0	0	0	0	0	0	1	0	0	0	klasifikovati
classmate	0	0	0	0	0	0	0	0	0	0	drug iz razreda
clatter	0	0	0	0	0	0	0	0	0	0	zveket
clause	0	0	0	0	0	0	0	0	0	0	klauzula
clauses	0	0	0	0	0	0	0	0	0	0	klauzule
claw	1	0	0	1	0	1	0	0	0	0	kandža
claws	0	0	0	0	0	0	0	0	0	0	kandže
clay	0	0	0	0	0	0	0	0	0	0	glina
clean	0	0	0	0	1	0	1	0	0	1	cisto
cleaning	0	0	0	0	0	0	1	0	0	0	čišćenje
cleanliness	0	0	0	0	0	0	1	0	0	0	čistoća
cleanly	0	0	0	0	0	0	1	0	0	0	čisto
cleanse	0	0	0	0	0	0	1	0	0	0	očistiti
cleansing	0	0	0	0	0	0	1	0	0	0	čišćenje
clearance	0	0	0	0	0	0	1	0	0	1	klirens
clearing	0	0	0	0	0	0	0	0	0	0	kliring
clearness	0	0	0	0	0	0	1	0	0	0	jasnoća
cleavage	0	0	0	0	0	0	0	0	0	0	dekoltea
cleave	0	0	0	1	0	0	0	0	0	0	cijepati
clef	0	0	0	0	0	0	0	0	0	0	clef
cleft	0	0	0	0	0	0	0	0	0	0	rascjep
clemency	0	0	0	0	0	0	0	0	0	0	pomilovanje
clergy	0	0	0	0	0	0	0	0	0	0	sveštenstvo
clergyman	0	0	0	0	0	0	0	0	0	0	duhovnik
clerical	0	0	0	0	0	0	1	0	0	1	činovnički
clerk	0	0	0	0	0	0	0	0	0	0	službenik
clerkship	0	0	0	0	0	0	0	0	0	0	činovništvo
clever	0	0	0	0	0	0	1	0	0	0	pametan
cleverness	0	0	0	0	0	0	1	0	0	0	pamet
click	0	0	0	0	0	0	0	0	0	0	kliknite
client	0	0	0	0	0	0	0	0	0	0	klijent
clientele	0	0	0	0	0	0	0	0	0	0	klijentela
cliff	0	0	0	1	0	0	0	0	0	0	cliff
climate	0	0	0	0	0	0	0	0	0	0	klima
climatology	0	0	0	0	0	0	0	0	0	0	klimatologija
