English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Odia Word
diary	0	0	0	0	1	0	1	0	0	1	ଡାଏରୀ
diatribe	1	0	1	0	0	1	0	0	0	0	diatribe
dice	0	0	0	0	0	0	0	0	0	0	ଡ଼ାଇସ୍ |
dichotomous	0	0	0	0	0	0	0	0	0	0	ଦ୍ୱିପାକ୍ଷିକ |
dichotomy	0	0	0	0	0	0	0	0	0	0	ଡିଚୋଟୋମି
dictate	0	0	0	0	0	0	0	0	0	0	ନିର୍ଦ୍ଦେଶ ଦିଅ |
dictation	0	0	0	0	0	0	0	0	0	0	ନିର୍ଦ୍ଦେଶ
dictator	0	0	0	1	0	1	0	0	0	0	ଏକଛତ୍ରବାଦୀ ଶାସକ
dictatorial	1	0	0	0	0	1	0	0	0	0	ଏକଛତ୍ରବାଦୀ ଶାସନ
dictatorship	1	1	1	1	0	1	0	1	0	0	ଏକଛତ୍ରବାଦୀ ଶାସନ
diction	0	0	0	0	0	0	0	0	0	0	ଡ଼ିକ୍ସନ୍
dictionary	0	0	0	0	0	0	1	0	0	1	ଅଭିଧାନ
dictum	0	0	0	0	0	0	0	0	0	1	dictum
didactic	0	0	0	0	0	0	1	0	0	0	didactic
die	0	0	0	1	0	1	0	1	0	0	ମର
diet	0	0	0	0	0	0	0	0	0	0	ଡାଏଟ୍ |
dietary	0	1	0	0	0	0	1	0	0	0	ଖାଦ୍ୟପେୟ
differ	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନ
difference	0	0	0	0	0	0	0	0	0	0	ପାର୍ଥକ୍ୟ
differences	0	0	0	0	0	0	0	0	0	0	ପାର୍ଥକ୍ୟ |
differential	0	0	0	0	0	0	0	0	0	1	ଭିନ୍ନକ୍ଷମ |
differentiation	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନତା
differently	0	0	0	0	0	0	0	0	1	0	ଭିନ୍ନ ଭାବରେ |
differing	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନ
difficult	0	0	0	1	0	0	0	0	0	0	କଷ୍ଟକର |
difficulties	0	0	0	0	0	1	0	1	0	0	ଅସୁବିଧା
difficulty	1	0	0	1	0	1	0	1	0	0	ଅସୁବିଧା
diffuse	0	0	0	0	0	0	0	0	0	0	ବିସ୍ତାର
diffusion	0	0	0	0	0	0	0	0	0	0	ବିସ୍ତାର
dig	0	0	0	0	0	0	0	0	0	0	ଖୋଳ
digest	0	0	0	0	0	0	0	0	0	0	ହଜମ କରନ୍ତୁ |
digestion	0	0	0	0	0	0	0	0	0	0	ହଜମ
digit	0	0	0	0	0	0	0	0	0	1	ସଂଖ୍ୟା
dignified	0	0	0	0	0	0	1	0	0	0	ସମ୍ମାନିତ
dignity	0	0	0	0	0	0	1	0	0	1	ସମ୍ମାନ
digress	0	1	0	0	0	1	0	0	0	0	ଡିଗ୍ରେସ୍
digs	0	0	0	0	0	0	0	0	0	0	ଖୋଳ
dike	0	0	0	1	0	0	0	0	0	0	dike
dilapidated	0	0	1	0	0	1	0	1	0	0	ଜରାଜୀର୍ଣ୍ଣ
dilatation	0	0	0	0	0	0	0	0	0	0	ବିସ୍ତାର
dilation	0	0	0	0	0	0	0	0	0	0	ବିସ୍ତାର
dilemma	0	0	0	0	0	0	0	0	0	0	ଦ୍ୱନ୍ଦ୍ୱ
diligence	0	0	0	0	0	0	1	0	0	1	ପରିଶ୍ରମ
diligent	0	0	0	0	0	0	0	0	0	0	ପରିଶ୍ରମୀ
diluent	0	0	0	0	0	0	0	0	0	0	diluent
dilute	0	0	0	0	0	1	0	0	0	0	ହଳଦୀ
diluted	0	0	0	0	0	0	0	0	0	0	ମିଶ୍ରିତ
dilution	0	0	0	0	0	0	0	0	0	0	ମିଶ୍ରଣ
dime	0	0	0	0	0	0	0	0	0	0	ଡାଇମ୍
dimension	0	0	0	0	0	0	0	0	0	0	ପରିମାପ |
diminish	0	0	0	0	0	1	0	1	0	0	ହ୍ରାସ କର |
diminished	0	0	0	0	0	1	0	0	0	0	ହ୍ରାସ ପାଇଛି |
diminution	0	0	0	0	0	0	0	0	0	0	ହ୍ରାସ
diminutive	0	0	0	0	0	0	0	0	0	0	ହ୍ରାସ
din	0	0	0	0	0	1	0	0	0	0	ଡିନ
dine	0	0	0	0	0	0	0	0	0	0	ଭୋଜନ
diner	0	0	0	0	0	0	0	0	0	0	ରାତ୍ରୀ ଭୋଜନ
dinner	0	0	0	0	0	0	1	0	0	0	ରାତ୍ରୀ ଭୋଜନ
dinosaur	0	0	0	1	0	0	0	0	0	0	ଡାଇନୋସର
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	ଡାୟୋସିନ୍
diocese	0	0	0	0	0	0	0	0	0	0	ଡ଼ିଓସିସ୍
diorama	0	0	0	0	0	0	0	0	0	0	diorama
dip	0	0	0	0	0	0	0	0	0	0	ବୁଡ଼ାନ୍ତୁ |
diploma	0	0	0	0	0	0	0	0	0	0	ଡିପ୍ଲୋମା
diplomacy	0	1	0	0	0	0	1	0	0	1	କୂଟନୀତି
diplomat	0	0	0	0	0	0	0	0	0	0	କୂଟନୀତିଜ୍ଞ
diplomatic	0	0	0	0	0	0	1	0	0	1	କୂଟନ diplomatic ତିକ
dire	0	0	1	1	0	1	0	1	1	0	ଭୟଙ୍କର
directed	0	0	0	0	0	0	0	0	0	0	ନିର୍ଦ୍ଦେଶିତ
direction	0	0	0	0	0	0	0	0	0	0	ଦିଗ
directly	0	0	0	0	0	0	0	0	0	0	ସିଧାସଳଖ |
director	0	0	0	0	0	0	1	0	0	1	ନିର୍ଦ୍ଦେଶକ
directory	0	0	0	0	0	0	0	0	0	0	ଡିରେକ୍ଟୋରୀ
dirt	0	0	1	0	0	1	0	0	0	0	ମଇଳା
dirty	0	0	1	0	0	1	0	0	0	0	ମଇଳା
disability	0	0	0	0	0	1	0	1	0	0	ଅକ୍ଷମତା
disable	0	0	0	1	0	1	0	1	0	0	ଅକ୍ଷମ କରନ୍ତୁ |
disabled	0	0	0	1	0	1	0	1	0	0	ଅକ୍ଷମ
disadvantage	0	0	0	0	0	0	0	0	0	0	ଅସୁବିଧା
disaffected	0	0	0	0	0	1	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
disagree	1	0	0	0	0	1	0	0	0	0	ଏକମତ ନୁହେଁ
disagreeable	0	0	0	0	0	0	0	0	0	0	ସହମତ ନୁହେଁ
disagreeing	1	0	0	0	0	1	0	1	0	0	ଏକମତ ନୁହେଁ
disagreement	1	0	0	0	0	1	0	1	0	0	ମତଭେଦ
disallow	0	0	0	0	0	0	0	0	0	0	ଅନୁମତି ଦିଅନ୍ତୁ
disallowed	1	0	1	1	0	1	0	1	0	0	ଅନୁମୋଦିତ
disappear	0	0	0	1	0	0	0	0	0	0	ଅଦୃଶ୍ୟ
disappearance	0	0	0	0	0	0	0	0	0	0	ଅଦୃଶ୍ୟ
disappearing	0	0	0	0	0	0	0	0	0	0	ଅଦୃଶ୍ୟ
disappoint	1	0	1	0	0	1	0	1	0	0	ନିରାଶ
disappointed	1	0	1	0	0	1	0	1	0	0	ନିରାଶ
disappointing	0	0	0	0	0	1	0	1	0	0	ନିରାଶାଜନକ |
disappointment	0	0	1	0	0	1	0	1	0	0	ନିରାଶା
disapproval	0	0	0	0	0	1	0	1	0	0	ନାପସନ୍ଦ
disapprove	1	0	1	1	0	1	0	1	0	0	ନାପସନ୍ଦ
disapproved	1	0	0	0	0	1	0	1	0	0	ନାପସନ୍ଦ
disapproving	1	0	1	0	0	1	0	1	0	0	ନାପସନ୍ଦ
disarm	0	0	0	0	0	0	0	0	0	0	ନିରସ୍ତ୍ରୀକରଣ
disarray	0	0	0	0	0	0	0	0	0	0	ବିଶୃଙ୍ଖଳା
disaster	1	0	1	1	0	1	0	1	1	0	ବିପର୍ଯ୍ୟୟ |
disastrous	1	0	0	1	0	1	0	1	0	0	ବିପର୍ଯ୍ୟସ୍ତ
disband	0	0	0	0	0	0	0	0	0	0	ବିଚ୍ଛିନ୍ନ କର |
disbelief	0	0	0	0	0	0	0	0	0	0	ଅବିଶ୍ୱାସ
disbelieve	0	0	0	0	0	1	0	0	0	0	ଅବିଶ୍ୱାସ କର
disburse	0	0	0	0	0	0	0	0	0	0	ବଣ୍ଟନ
disbursement	0	0	0	0	0	0	0	0	0	0	ବଣ୍ଟନ
disc	0	0	0	0	0	0	0	0	0	0	ଡିସ୍କ
discarded	0	0	0	0	0	0	0	0	0	0	ପରିତ୍ୟକ୍ତ
discards	0	0	0	0	0	1	0	0	0	0	ପରିତ୍ୟାଗ କରେ |
discern	0	0	0	0	0	0	0	0	0	0	ବୁ ern ନ୍ତୁ |
discernible	0	0	0	0	0	0	0	0	0	0	ବୁଦ୍ଧିମାନ
discerning	0	0	0	0	0	0	0	0	0	0	ବିଚକ୍ଷଣ
discernment	0	0	0	0	0	0	0	0	0	0	ବୁଦ୍ଧି
discharge	0	0	0	0	0	1	0	0	0	0	ମୁକ୍ତି
disciple	0	0	0	0	0	0	0	0	0	1	ଶିଷ୍ୟ
discipline	0	0	0	1	0	1	0	0	0	0	ଅନୁଶାସନ
disclaim	1	0	1	0	0	1	0	0	0	1	ପ୍ରତ୍ୟାଖ୍ୟାନ କରନ୍ତୁ |
disclaimer	0	0	0	0	0	0	0	0	0	0	ପ୍ରତ୍ୟାଖ୍ୟାନ
disclose	0	0	0	0	0	0	0	0	0	0	ପ୍ରକାଶ କର |
disclosed	0	0	0	0	0	0	0	0	0	1	ପ୍ରକାଶିତ |
disclosure	0	0	0	0	0	0	0	0	0	0	ପ୍ରକାଶ
discoloration	0	0	1	0	0	1	0	0	0	0	ରଙ୍ଗ
discolored	0	0	1	0	0	1	0	1	0	0	ରଙ୍ଗୀନ |
discomfort	0	0	0	0	0	1	0	1	0	0	ଅସନ୍ତୋଷ |
disconnect	0	0	0	0	0	1	0	1	0	0	ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |
disconnected	0	0	0	0	0	1	0	1	0	0	ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ ହୋଇଛି |
disconnection	0	0	0	0	0	1	0	0	0	0	ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ
discontent	1	0	1	1	0	1	0	1	0	0	ଅସନ୍ତୋଷ |
discontinuance	0	0	0	0	0	0	0	0	0	0	ବନ୍ଦ
discontinue	0	0	0	0	0	1	0	0	0	0	ବନ୍ଦ କରନ୍ତୁ
discontinuity	0	0	1	1	0	1	0	1	0	0	ବନ୍ଦ
discontinuous	0	0	0	0	0	0	0	0	0	0	ବନ୍ଦ
discord	1	0	1	0	0	1	0	0	0	0	ମତଭେଦ |
discount	0	0	0	0	0	0	0	0	0	0	ରିହାତି
discounted	0	0	0	0	0	0	0	0	0	0	ରିହାତି
discourage	0	0	0	1	0	1	0	1	0	0	ନିରାଶ
discouraged	0	0	0	0	0	0	0	0	0	0	ନିରାଶ
discouragement	0	0	0	0	0	1	0	0	0	0	ନିରାଶା
discourse	0	0	0	0	0	0	0	0	0	0	ଆଲୋଚନା
discover	0	0	0	0	0	0	0	0	0	0	ଆବିଷ୍କାର କରନ୍ତୁ |
discovery	0	0	0	0	0	0	1	0	0	0	ଆବିଷ୍କାର |
discredit	0	0	0	0	0	1	0	0	0	0	ଅସମ୍ମାନ |
discreet	0	1	0	0	0	0	1	0	0	0	ଚତୁର
discrepancy	0	0	0	0	0	0	0	0	0	0	ଅସଙ୍ଗତି |
discrete	0	0	0	0	0	0	0	0	0	0	ବିଚ୍ଛିନ୍ନ
discretion	0	1	0	0	0	0	1	0	0	1	ବିବେକ
discretionary	0	0	0	0	0	0	1	0	0	0	ବିବେକ
discriminate	1	0	0	0	0	1	0	1	0	0	ଭେଦଭାବ
discriminating	0	0	1	0	0	1	0	0	0	0	ଭେଦଭାବ
discrimination	1	0	1	1	0	1	0	1	0	0	ଭେଦଭାବ
discus	0	0	0	0	0	0	0	0	0	0	ଡିସ୍କସ୍
discuss	0	0	0	0	0	0	0	0	0	0	ଆଲୋଚନା କରନ୍ତୁ |
discussion	0	0	0	0	0	0	1	0	0	0	ଆଲୋଚନା
disdain	1	0	1	0	0	1	0	0	0	0	ଅବମାନନା
disease	1	0	1	1	0	1	0	1	0	0	ରୋଗ
diseased	0	0	1	1	0	1	0	1	0	0	ରୋଗଗ୍ରସ୍ତ
disembodied	0	0	0	1	0	1	0	1	0	0	ବିଭାଜିତ |
disengage	0	0	0	0	0	0	0	0	0	0	ଅବସାଦ |
disengagement	0	0	0	0	0	1	0	0	0	0	ଅସନ୍ତୋଷ |
disfigured	1	0	1	1	0	1	0	1	0	0	ବିକୃତ
disgrace	1	0	1	0	0	1	0	1	0	0	ଅପମାନ
disgraced	1	0	1	0	0	1	0	1	0	0	ଅପମାନିତ
disgraceful	1	0	1	0	0	1	0	0	0	0	ଅପମାନଜନକ
disgruntled	1	0	1	0	0	1	0	1	0	0	ଅସନ୍ତୁଷ୍ଟ
disguise	0	0	0	0	0	0	0	0	0	0	ଛଦ୍ମବେଶ |
disguised	0	0	0	0	0	0	0	0	0	0	ଛଦ୍ମବେଶିତ |
disgust	1	0	1	1	0	1	0	1	0	0	ଘୃଣ୍ୟ
disgusting	1	0	1	1	0	1	0	0	0	0	ଘୃଣ୍ୟ
dish	0	0	0	0	0	0	0	0	0	0	ଥାଳି
disheartened	0	0	0	0	0	1	0	1	0	0	ନିରାଶ
disheartening	0	0	0	0	0	1	0	1	0	0	ନିରାଶା
dishonest	1	0	1	0	0	1	0	1	0	0	ଅସାଧୁ
dishonesty	0	0	1	0	0	1	0	0	0	0	ଅସାଧୁତା |
dishonor	1	0	1	1	0	1	0	1	0	0	ଅପମାନ
disillusionment	1	0	1	0	0	1	0	1	0	0	ନିରାଶା
disinfect	0	0	0	0	0	0	0	0	0	0	ନିରାକରଣ
disinfectant	0	0	0	0	0	0	0	0	0	0	ଡିଜେନ୍ଫେକ୍ଟାଣ୍ଟ |
disinfection	0	0	0	0	0	0	1	0	0	0	ନିରାକରଣ
disinformation	1	0	0	1	0	1	0	0	0	0	ବିଚ୍ଛିନ୍ନତା
disingenuous	0	0	1	0	0	1	0	0	0	0	ଅଲଗା
disintegrate	0	0	1	1	0	1	0	0	0	0	ବିଚ୍ଛିନ୍ନ
disintegration	0	0	0	0	0	1	0	0	0	0	ବିଚ୍ଛିନ୍ନତା
disinterested	0	0	0	0	0	1	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
disjoint	0	0	0	0	0	0	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
disjointed	0	0	0	0	0	0	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
disjunctive	0	0	0	0	0	0	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ |
disk	0	0	0	0	0	0	0	0	0	0	ଡିସ୍କ
diskette	0	0	0	0	0	0	0	0	0	0	ଡିସ୍କେଟ୍ |
dislike	1	0	1	0	0	1	0	0	0	0	ନାପସନ୍ଦ
disliked	1	0	0	0	0	1	0	1	0	0	ନାପସନ୍ଦ
dislocated	1	0	1	1	0	1	0	1	0	0	ସ୍ଥାନାନ୍ତରିତ |
dislocation	0	0	0	0	0	0	0	0	0	0	ସ୍ଥାନାନ୍ତର
dislodge	0	0	0	0	0	0	0	0	0	0	ସ୍ଥାନାନ୍ତର କରନ୍ତୁ |
dismal	0	0	1	1	0	1	0	1	0	0	ଅଶୁଭ |
dismay	1	1	0	1	0	1	0	1	1	0	ହତାଶ |
dismemberment	0	0	1	1	0	1	0	1	0	0	ବିଛିନ୍ନତା |
dismiss	0	0	0	0	0	0	0	0	0	0	ବରଖାସ୍ତ
dismissal	1	0	1	1	0	1	0	1	1	0	ବରଖାସ୍ତ
dismount	0	0	0	0	0	0	0	0	0	0	ଡିସମାଉଣ୍ଟ୍
disobedience	1	0	1	0	0	1	0	0	0	0	ଅମାନ୍ୟ
disobedient	1	0	0	0	0	1	0	0	0	0	ଅବାଧ୍ୟ
disobey	1	0	1	0	0	1	0	0	0	0	ଅବମାନନା
disorder	0	0	0	1	0	1	0	0	0	0	ବିଶୃଙ୍ଖଳା |
disorderly	0	0	0	0	0	1	0	0	0	0	ବିଶୃଙ୍ଖଳିତ |
disorganized	0	0	0	0	0	1	0	0	0	0	ଅସଂଗଠିତ |
disparage	1	0	1	0	0	1	0	1	0	0	ଭେଦଭାବ
disparaging	1	0	1	0	0	1	0	1	0	0	ଅପମାନଜନକ |
disparate	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନ
disparity	1	0	1	0	0	1	0	1	0	0	ପାର୍ଥକ୍ୟ
dispassionate	0	0	0	0	0	1	0	1	0	0	ବିଚଳିତ |
dispatch	0	0	0	0	0	0	0	0	0	0	ପଠାନ୍ତୁ
dispel	0	0	0	0	0	1	0	1	0	0	ବିସର୍ଜନ କର |
dispensation	0	0	0	0	0	0	0	0	0	0	ବିତରଣ
dispense	0	0	0	0	0	0	0	0	0	0	ବିତରଣ
disperse	0	0	0	0	0	0	0	0	0	0	ବିସର୍ଜନ କର |
dispersed	0	0	0	0	0	0	0	0	0	0	ବିସର୍ଜନ
dispersion	0	0	0	0	0	1	0	0	0	0	ବିଚ୍ଛେଦ |
displace	0	0	0	0	0	1	0	0	0	0	ସ୍ଥାନାନ୍ତର
displaced	1	0	0	1	0	0	0	1	0	0	ବିସ୍ଥାପିତ
displacement	0	0	0	0	0	0	0	0	0	0	ବିସ୍ଥାପନ
display	0	0	0	0	0	0	0	0	0	0	ପ୍ରଦର୍ଶନ
displeased	1	0	1	1	0	1	0	1	0	0	ଅସନ୍ତୁଷ୍ଟ
displeasure	0	0	1	0	0	1	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
disposal	0	0	0	0	0	1	0	0	0	0	ନିଷ୍କାସନ
dispose	0	0	1	0	0	0	0	0	0	0	ନିଷ୍କାସନ କରନ୍ତୁ |
disposed	0	1	0	0	0	0	1	0	0	1	ନିଷ୍କ୍ରିୟ
disposition	0	0	0	0	0	0	0	0	0	0	ସ୍ୱଭାବ
dispossessed	1	0	0	1	0	1	0	1	0	0	ବିତାଡିତ
disprove	0	0	0	0	0	0	0	0	0	0	ଅସ୍ୱୀକାର କର |
dispute	1	0	0	0	0	1	0	0	0	0	ବିବାଦ
disqualification	0	0	0	0	0	1	0	0	0	0	ଅଯୋଗ୍ୟତା |
disqualified	1	0	1	0	0	1	0	1	0	0	ଅଯୋଗ୍ୟ
disqualify	0	0	0	0	0	1	0	1	0	0	ଅଯୋଗ୍ୟତା |
disregard	0	0	0	0	0	1	0	0	0	0	ଅବମାନନା
disregarded	0	0	1	0	0	1	0	0	0	0	ଅବହେଳା
disreputable	1	0	1	1	0	1	0	0	0	0	ଅପମାନଜନକ |
disrepute	0	0	0	0	0	0	0	0	0	0	ଅସମ୍ମାନ
disrespect	1	0	0	0	0	1	0	0	0	0	ଅସମ୍ମାନ |
disrespectful	1	0	1	1	0	1	0	1	0	0	ଅସମ୍ମାନ
disruption	1	0	0	1	0	1	0	0	1	0	ବ୍ୟାଘାତ
dissatisfaction	0	0	0	0	0	1	0	0	0	0	ଅସନ୍ତୋଷ
dissatisfied	0	0	0	0	0	0	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
dissect	0	0	0	0	0	0	0	0	0	0	ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |
dissection	0	0	1	0	0	0	0	0	0	0	ବିଚ୍ଛେଦ |
disseminate	0	0	0	0	0	0	1	0	0	0	ବିସ୍ତାର କର |
dissemination	0	0	0	0	0	0	0	0	0	0	ବିସ୍ତାର
dissension	1	0	0	0	0	1	0	0	0	0	ମତଭେଦ
dissent	0	0	0	0	0	0	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
dissenting	0	0	0	0	0	1	0	0	0	0	ଅସନ୍ତୁଷ୍ଟ
dissertation	0	0	0	0	0	0	0	0	0	0	ଡିସର୍ଟେସନ୍
disservice	1	0	1	0	0	1	0	1	0	0	ଅସନ୍ତୋଷ |
dissident	1	0	0	1	0	1	0	0	0	0	ମତଭେଦ
dissimilar	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନ
dissipate	0	0	0	0	0	0	0	0	0	0	ବିଚ୍ଛିନ୍ନ କର |
dissipated	0	0	0	0	0	0	0	0	0	0	ବିଚ୍ଛିନ୍ନ
dissociation	0	0	0	0	0	0	0	0	0	0	ବିଚ୍ଛିନ୍ନତା |
dissolution	1	0	0	1	0	1	0	1	1	0	ବିଲୋପ
dissolve	0	0	0	0	0	0	0	0	0	0	ଦ୍ରବଣ
dissonance	1	0	0	0	0	1	0	0	0	0	ଅସନ୍ତୋଷ |
dissuade	0	0	0	0	0	0	0	0	0	0	ତ୍ୟାଗ
distal	0	0	0	0	0	0	0	0	0	0	ଦୂର
distance	0	0	0	0	0	0	0	0	0	0	ଦୂରତା
distant	0	0	0	0	0	0	0	0	0	0	ଦୂର
distaste	0	0	1	0	0	1	0	0	0	0	ବିଚଳିତ |
distasteful	0	0	1	0	0	1	0	0	0	0	ଘୃଣ୍ୟ
distillate	0	0	0	0	0	0	0	0	0	0	ଡିଷ୍ଟିଲେଟ୍ କରନ୍ତୁ |
distillation	0	0	0	0	0	0	1	0	0	0	ଡିଷ୍ଟିଲେସନ୍
distinction	0	0	0	0	0	0	1	0	0	0	ପାର୍ଥକ୍ୟ
distinctive	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନ
distinguish	0	0	0	0	0	0	0	0	0	0	ପୃଥକ କର |
distinguishable	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନକ୍ଷମ |
distinguished	0	0	0	0	0	0	0	0	0	0	ଭିନ୍ନ
distinguishing	0	0	0	0	0	0	0	0	0	0	ପୃଥକ କରିବା
distorted	0	0	1	0	0	1	0	0	0	0	ବିକୃତ
distortion	0	0	0	0	0	1	0	0	0	0	ବିକୃତି
distract	0	0	0	0	0	1	0	0	0	0	ବିଭ୍ରାନ୍ତ କର |
distracted	1	0	0	0	0	1	0	0	0	0	ବିଭ୍ରାନ୍ତ |
distracting	1	1	0	0	0	1	0	0	0	0	ବିଭ୍ରାନ୍ତକାରୀ |
distraction	0	0	0	0	0	1	0	0	0	0	ବିଭ୍ରାଟ |
distraught	0	0	0	0	0	1	0	1	0	0	ବିବ୍ରତ
distress	1	0	1	1	0	1	0	1	1	0	ଦୁ distress ଖ
distressed	0	0	0	1	0	1	0	0	0	0	ଦୁ ed ଖୀ
distressing	1	0	0	1	0	1	0	0	0	0	ଦୁ ing ଖଦାୟକ
distribute	0	0	0	0	0	0	0	0	0	0	ବଣ୍ଟନ କର |
distribution	0	0	0	0	0	0	0	0	0	0	ବଣ୍ଟନ
district	0	0	0	0	0	0	0	0	0	0	ଜିଲ୍ଲା
distrust	1	0	1	1	0	1	0	0	0	0	ଅବିଶ୍ୱାସ
disturbance	1	0	0	1	0	1	0	1	1	0	ବିଶୃଙ୍ଖଳା
disturbed	1	0	0	0	0	1	0	1	0	0	ବିଚଳିତ |
disuse	0	0	0	0	0	1	0	0	0	0	ବ୍ୟବହାର କରନ୍ତୁ |
disused	1	0	0	0	0	1	0	0	0	0	ଅବ୍ୟବହୃତ |
ditch	0	0	0	0	0	0	0	0	0	0	ଖାଲ
ditto	0	0	0	0	0	0	0	0	0	0	ଡିଟ୍ଟୋ |
ditty	0	0	0	0	1	0	1	0	0	0	ଡିଟି
diurnal	0	0	0	0	0	0	0	0	0	0	ଦିନିକିଆ
divan	0	0	0	0	0	0	0	0	0	1	ଡିଭାନ୍ |
dive	0	0	0	0	0	0	0	0	0	0	ଗାଧୋଇବା |
diver	0	0	0	0	0	0	0	0	0	0	ଡାଇଭର୍
diverge	0	0	0	0	0	0	0	0	0	0	ବିଭାଜନ
divergence	0	0	0	0	0	0	0	0	0	0	ବିଭେଦ
divergent	0	0	0	0	0	1	0	0	1	0	ବିବିଧ
diverging	0	0	0	0	0	0	0	0	0	0	ବିଭାଜନ
divers	0	0	0	0	0	0	0	0	0	0	ଡାଇଭର୍ସ |
diverse	0	0	0	0	0	1	1	0	0	0	ବିବିଧ |
diversified	0	0	0	0	0	0	1	0	0	0	ବିବିଧ
diversify	0	0	0	0	0	0	0	0	0	0	ବିବିଧ କରନ୍ତୁ |
diversion	0	0	0	0	0	0	1	0	1	0	ଡାଇଭର୍ସନ
diversity	0	0	0	0	0	0	0	0	0	0	ବିବିଧତା |
divert	0	0	0	0	0	0	0	0	0	0	ଡାଇଭର୍ଟ କରନ୍ତୁ |
diverting	0	0	0	0	0	0	0	0	0	0	ଡାଇଭର୍ଟିଂ
divest	0	0	0	0	0	0	0	0	0	0	divest
divested	0	0	0	0	0	1	0	0	0	0	ବିଭାଜିତ |
divestment	0	0	0	0	0	1	0	0	0	0	ବିଭାଜନ
divide	0	0	0	0	0	0	0	0	0	0	ବିଭାଜନ
divided	0	0	0	0	0	0	0	0	0	0	ବିଭାଜିତ |
dividend	0	0	0	0	0	0	0	0	0	0	ଡିଭିଡେଣ୍ଡ
divination	0	1	0	0	0	0	0	0	0	0	ବିଭାଜନ
divine	0	0	0	0	0	0	0	0	0	0	divine ଶ୍ୱରୀୟ |
divinity	0	0	0	0	0	0	1	0	0	0	inity ଶ୍ୱର
divisible	0	0	0	0	0	0	0	0	0	0	ବିଭାଜନଯୋଗ୍ୟ
division	0	0	0	0	0	0	0	0	0	0	ବିଭାଜନ
divisor	0	0	0	0	0	0	0	0	0	0	ବିଭାଜକ
divorce	1	0	1	1	0	1	0	1	1	1	ଛାଡପତ୍ର
divulge	0	0	0	0	0	0	0	0	0	0	ପ୍ରକାଶ
dizziness	0	0	0	0	0	1	0	0	0	0	ମୁଣ୍ଡ ବୁଲାଇବା |
dizzy	0	0	0	0	0	1	0	0	0	0	ମୁଣ୍ଡ ବୁଲାଇବା |
docile	0	0	0	0	0	0	0	0	0	0	ଡୋକାଇଲ୍ |
dock	0	0	0	0	0	0	0	0	0	0	ଡକ୍
docked	0	0	0	0	0	1	0	0	0	0	ଡକ୍ ହୋଇଛି |
docket	0	0	0	0	0	0	0	0	0	0	ଡକେଟ୍ |
doctor	0	0	0	0	0	0	1	0	0	1	ଡାକ୍ତର
doctrinal	0	0	0	0	0	0	0	0	0	0	ଉପଦେଶ
doctrine	0	0	0	0	0	0	0	0	0	1	ଉପଦେଶ
document	0	0	0	0	0	0	0	0	0	0	ଡକ୍ୟୁମେଣ୍ଟ୍
documentary	0	0	0	0	0	0	0	0	0	0	ଡକ୍ୟୁମେଣ୍ଟାରୀ
dodge	0	0	0	0	0	0	0	0	0	0	ଡୋଜ୍
dodging	0	0	0	0	0	0	0	0	0	0	ଡୋଜିଂ
doe	0	0	0	0	0	0	0	0	0	0	doe
doer	0	0	0	0	0	0	1	0	0	0	କର
dog	0	0	0	0	0	0	0	0	0	0	କୁକୁର
dogged	0	0	0	0	0	0	1	0	0	0	କୁକୁର
dogma	0	0	0	0	0	0	0	0	0	1	dogma
dogmatic	0	0	0	0	0	0	0	0	0	0	ତତ୍ପରତା |
doings	0	0	0	0	0	0	0	0	0	0	କାର୍ଯ୍ୟ
doit	0	0	0	0	0	1	0	0	0	0	ଏହାକୁ କର
doldrums	0	0	0	0	0	1	0	1	0	0	ଡଲଡ୍ରମ୍ସ |
dole	0	0	0	0	0	1	0	1	0	0	ଡୋଲ୍
doll	0	0	0	0	1	0	0	0	0	0	ଡଲ୍
dollar	0	0	0	0	0	0	0	0	0	0	ଡଲାର
dolor	0	0	0	0	0	1	0	1	0	0	ଡୋଲୋର |
dolphin	0	0	0	0	1	0	1	0	1	1	ଡଲଫିନ୍
domain	0	0	0	0	0	0	0	0	0	0	ଡୋମେନ୍
dome	0	0	0	0	0	0	0	0	0	0	ଗୋବର
