English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Gujarati Word
brain	0	0	0	0	0	0	0	0	0	0	મગજ
brains	0	0	0	0	0	0	1	0	0	0	મગજ
brainstorm	0	0	0	0	0	0	0	0	0	0	મંથન
brake	0	0	0	0	0	0	0	0	0	0	બ્રેક
bran	0	0	1	0	0	0	0	0	0	0	થૂલું
branch	0	0	0	0	0	0	0	0	0	0	શાખા
branching	0	0	0	0	0	0	0	0	0	0	શાખાઓ
brandy	0	0	0	0	0	1	0	0	0	0	બ્રાન્ડી
brass	0	0	0	0	0	0	0	0	0	0	પિત્તળ
brat	0	0	0	0	0	0	0	0	0	0	બચ્ચું
bravado	0	0	0	0	0	1	0	0	0	0	બહાદુરી
bravery	0	0	0	0	0	0	1	0	0	0	બહાદુરી
brawl	1	0	1	1	0	1	0	0	0	0	બોલાચાલી
brazen	1	0	0	0	0	1	0	0	0	0	બેશરમ
breach	0	0	0	0	0	1	0	0	0	0	ભંગ
bread	0	0	0	0	0	0	0	0	0	0	બ્રેડ
breadth	0	0	0	0	0	0	0	0	0	0	પહોળાઈ
break	0	0	0	0	0	0	0	0	1	0	વિરામ
breakable	0	0	0	0	0	0	0	0	0	0	તોડી શકાય તેવું
breakdown	0	0	0	0	0	1	0	0	0	0	ભંગાણ
breaker	0	0	0	0	0	0	0	0	0	0	તોડનાર
breakers	0	0	0	0	0	0	0	0	0	0	બ્રેકર્સ
breakfast	0	0	0	0	0	0	1	0	0	0	નાસ્તો
breakneck	0	0	0	0	0	1	0	0	0	0	ખતરનાક
breakup	0	0	0	0	0	1	0	1	0	0	છુટુ થવું
breath	0	0	0	0	0	0	0	0	0	0	શ્વાસ
breech	0	0	0	0	0	0	0	0	0	0	બ્રીચ
breeches	0	0	0	0	0	0	0	0	0	0	બ્રીચેસ
breed	0	0	0	0	0	0	0	0	0	0	જાતિ
breeder	0	0	0	0	0	0	0	0	0	0	સંવર્ધક
breeding	0	0	0	0	0	0	0	0	0	0	સંવર્ધન
breeze	0	0	0	0	0	0	0	0	0	0	પવન
breezy	0	0	0	0	0	0	0	0	0	0	હવાદાર
brethren	0	0	0	0	0	0	0	0	0	0	ભાઈઓ
breve	0	0	0	0	0	0	0	0	0	0	બ્રેવ
brevity	0	0	0	0	0	0	0	0	0	0	સંક્ષિપ્તતા
brew	0	0	0	0	0	0	0	0	0	0	ઉકાળો
brewing	0	0	0	0	0	0	0	0	0	0	ઉકાળવું
bribe	0	0	0	0	0	1	0	0	0	0	લાંચ
bribery	0	0	1	0	0	1	0	0	0	0	લાંચ
brick	0	0	0	0	0	0	0	0	0	0	ઈંટ
bridal	0	1	0	0	1	0	1	0	0	1	વરરાજા
bride	0	1	0	0	1	0	1	0	0	1	કન્યા
bridegroom	0	1	0	0	1	0	1	0	0	1	વરરાજા
bridesmaid	0	0	0	0	1	0	1	0	0	1	અપરિણીત સાહેલી
bridge	0	0	0	0	0	0	0	0	0	0	પુલ
bridle	0	0	0	0	0	0	0	0	0	0	લગામ
briefly	0	0	0	0	0	0	0	0	0	0	ટૂંકમાં
brig	0	0	0	0	0	0	0	0	0	0	બ્રિગેડ
brigade	0	0	0	1	0	1	0	0	0	0	બ્રિગેડ
brighten	0	0	0	0	1	0	1	0	1	1	તેજસ્વી
brightness	0	0	0	0	0	0	1	0	0	0	તેજ
brilliant	0	1	0	0	1	0	1	0	0	1	તેજસ્વી
brim	0	0	0	0	0	0	0	0	0	0	કાંઠો
brimming	0	0	0	0	0	0	0	0	0	0	ભરપૂર
brimstone	1	0	0	1	0	1	0	0	0	0	ગંધક
brine	0	0	0	0	0	0	0	0	0	0	ખારા
bring	0	0	0	0	0	0	0	0	0	0	લાવો
brink	0	0	0	0	0	0	0	0	0	0	અણી
brisk	0	0	0	0	0	0	0	0	0	0	ઝડપી
bristle	0	0	0	0	0	1	0	0	0	0	બરછટ
brittle	0	0	0	0	0	0	0	0	0	0	બરડ
broadcast	0	0	0	0	0	0	0	0	0	0	પ્રસારણ
broadside	0	1	0	0	0	1	0	0	0	0	બ્રોડસાઇડ
brocade	0	0	0	0	0	0	1	0	0	0	બ્રોકેડ
brochure	0	0	0	0	0	0	0	0	0	0	પુસ્તિકા
broil	1	0	0	0	0	1	0	0	0	0	ઝઘડો
broke	0	0	0	1	0	1	0	1	0	0	તૂટી
broken	1	0	0	1	0	1	0	1	0	0	તૂટેલા
broker	0	0	0	0	0	0	0	0	0	0	દલાલ
brokerage	0	0	0	0	0	0	0	0	0	0	દલાલી
bronco	0	0	0	0	0	0	0	0	0	0	બ્રોન્કો
bronze	0	0	0	0	0	0	0	0	0	0	કાંસ્ય
brood	0	0	0	0	0	0	0	0	0	0	વંશ
brooding	0	0	0	0	0	0	0	0	0	0	ઉછેર
brook	0	0	0	0	0	0	0	0	0	0	ઝરણું
broom	0	0	0	0	0	0	0	0	0	0	સાવરણી
broth	0	0	0	0	0	0	0	0	0	0	સૂપ
brothel	0	0	1	0	0	1	0	0	0	0	વેશ્યાલય
brother	0	0	0	0	0	0	1	0	0	1	ભાઈ
brotherhood	0	0	0	0	0	0	1	0	0	1	ભાઈચારો
brotherly	0	1	0	0	1	0	1	0	0	1	ભાઈબંધ
brow	0	0	0	0	0	0	0	0	0	0	કપાળ
brown	0	0	0	0	0	0	0	0	0	0	ભુરો
bruise	0	1	0	0	0	1	0	0	0	0	ઉઝરડો
brunette	0	0	0	0	0	0	0	0	0	0	શ્યામા
brunt	1	0	0	0	0	1	0	0	0	0	માર
brush	0	0	0	0	0	0	0	0	0	0	બ્રશ
brutal	1	0	0	1	0	1	0	0	0	0	ઘાતકી
brutality	1	0	0	1	0	1	0	0	0	0	નિર્દયતા
brute	1	0	0	1	0	1	0	1	0	0	જડ
bubble	0	0	0	0	0	0	0	0	0	0	બબલ
bubbling	0	0	0	0	0	0	0	0	0	0	પરપોટા
buck	0	0	0	1	0	1	1	0	1	0	હરણ
bucket	0	0	0	0	0	0	0	0	0	0	ડોલ
buckle	0	0	0	0	0	0	0	0	0	0	બકલ
buckled	0	0	0	0	0	0	0	0	0	0	બકલ્ડ
bud	0	0	0	0	0	0	0	0	0	0	કળી
buddy	0	1	0	0	1	0	1	0	0	1	મિત્ર
budge	0	0	0	0	0	0	0	0	0	0	બજ
budget	0	0	0	0	0	0	0	0	0	1	બજેટ
buffalo	0	0	0	0	0	0	0	0	0	0	ભેંસ
buffer	0	0	0	0	0	0	0	0	0	0	બફર
buffet	1	0	0	0	0	1	0	0	0	0	ખાનપાનગૃહ
bug	0	0	1	1	0	1	0	0	0	0	ભૂલ
bugaboo	1	0	0	1	0	1	0	1	0	0	બગાબૂ
buggy	0	0	0	0	0	0	0	0	0	0	બગડેલ
bugle	0	1	0	0	0	0	0	0	0	0	બ્યુગલ
build	0	0	0	0	0	0	1	0	0	0	બિલ્ડ
builder	0	0	0	0	0	0	0	0	0	0	બિલ્ડર
building	0	0	0	0	0	0	1	0	0	0	મકાન
buildings	0	0	0	0	0	0	0	0	0	0	ઇમારતો
bulb	0	0	0	0	0	0	0	0	0	0	બલ્બ
bulbous	0	0	0	0	0	1	0	0	0	0	બલ્બસ
bulge	0	0	0	0	0	0	0	0	0	0	મણકા
bulk	0	0	0	0	0	0	0	0	0	0	બલ્ક
bulkhead	0	0	0	0	0	0	0	0	0	0	બલ્કહેડ
bulky	0	0	0	0	0	0	0	0	0	0	વિશાળ
bull	0	0	0	0	0	0	0	0	0	0	બળદ
bulldog	0	0	0	0	0	0	1	0	0	0	બુલડોગ
bulldozer	0	0	0	0	0	0	0	0	0	0	બુલડોઝર
bullet	0	0	0	0	0	0	0	0	0	0	ગોળી
bulletin	0	0	0	0	0	0	0	0	0	0	બુલેટિન
bulletproof	0	0	0	0	0	0	1	0	0	0	બુલેટપ્રૂફ
bullock	0	0	0	0	0	0	0	0	0	0	બળદ
bully	1	0	0	1	0	1	0	0	0	0	દાદાગીરી
bulwark	0	0	0	0	0	0	0	0	0	0	બંધ
bum	0	0	1	0	0	1	0	1	0	0	બમ
bummer	1	0	1	0	0	1	0	0	0	0	બમર
bump	0	0	0	0	0	0	0	0	0	0	બમ્પ
bun	0	0	0	0	0	0	0	0	0	0	બન
bunch	0	0	0	0	0	0	0	0	0	0	ટોળું
bundle	0	0	0	0	0	0	0	0	0	0	બંડલ
bungalow	0	0	0	0	0	0	0	0	0	0	બંગલો
bunk	0	0	0	0	0	0	0	0	0	0	નાસી જવું
bunker	0	0	0	1	0	0	0	0	0	0	બંકર
bunt	0	0	0	0	0	0	0	0	0	0	બંટ
buoy	0	0	0	0	0	0	1	0	0	0	બોય
buoyancy	0	0	0	0	0	0	0	0	0	0	ઉત્સાહ
bur	0	0	0	0	0	0	0	0	0	0	બર
burden	0	0	0	0	0	0	0	0	0	0	બોજ
burdensome	0	0	0	1	0	1	0	1	0	0	બોજારૂપ
bureau	0	0	0	0	0	0	0	0	0	0	બ્યુરો
bureaucracy	0	0	0	0	0	1	0	0	0	1	અમલદારશાહી
bureaucrat	0	0	1	0	0	1	0	0	0	0	અમલદાર
burglar	0	0	1	1	0	1	0	0	0	0	ચોર
burglary	0	0	0	0	0	1	0	0	0	0	ઘરફોડ ચોરી
burial	1	0	0	1	0	1	0	1	0	0	દફન
buried	0	0	0	1	0	1	0	1	0	0	દફનાવવામાં આવેલ
burke	1	0	1	1	0	1	0	1	0	0	બર્ક
burlap	0	0	0	0	0	0	0	0	0	0	બરલેપ
burlesque	0	0	0	0	0	0	0	0	1	0	બર્લેસ્ક
burly	0	0	0	0	0	0	0	0	0	0	બરલી
burn	0	0	0	0	0	0	0	0	0	0	બર્ન
burner	0	0	0	0	0	0	0	0	0	0	બર્નર
burning	0	0	0	0	0	0	0	0	0	0	બર્નિંગ
burnished	0	0	0	0	0	0	0	0	0	0	બળી ગયેલું
burnout	0	0	0	0	0	0	0	0	0	0	બળી જવુ
burnt	0	0	1	0	0	1	0	0	0	0	બળી ગયેલું
burr	0	0	0	0	0	0	0	0	0	0	બર
burrow	0	0	0	0	0	0	0	0	0	0	ખાડો
bursary	0	0	0	0	0	0	0	0	0	1	શિષ્યવૃત્તિ
bury	0	0	0	0	0	0	0	1	0	0	દફનાવી
bus	0	0	0	0	0	0	0	0	0	0	બસ
bush	0	0	0	0	0	0	0	0	0	0	ઝાડવું
bushel	0	0	0	0	0	0	0	0	0	0	બુશેલ
bushy	0	0	0	0	0	0	0	0	0	0	ઝાડવું
business	0	0	0	0	0	0	0	0	0	0	બિઝનેસ
buss	0	0	0	0	1	0	1	0	0	0	બસ
bust	0	0	0	0	0	0	0	0	0	0	બસ્ટ
busted	1	0	0	1	0	1	0	0	0	0	પર્દાફાશ
bustle	0	0	0	0	0	0	0	0	0	0	ખળભળાટ
bustling	0	0	0	0	0	0	0	0	0	0	ખળભળાટ
busy	0	0	0	0	0	0	0	0	0	0	વ્યસ્ત
butane	0	0	0	0	0	0	0	0	0	0	બ્યુટેન
butcher	1	0	1	1	0	1	0	0	0	0	કસાઈ
butler	0	0	0	0	0	0	1	0	0	1	બટલર
butt	0	0	0	0	0	1	0	0	0	0	કુંદો
butter	0	0	0	0	0	0	0	0	0	0	માખણ
butterfly	0	0	0	0	0	0	0	0	0	0	બટરફ્લાય
buttery	0	0	0	0	0	0	1	0	0	0	માખણ
buttock	0	0	0	0	0	0	0	0	0	0	નિતંબ
button	0	0	0	0	0	0	0	0	0	0	બટન
buttress	0	0	0	0	0	0	0	0	0	0	બટ્રેસ
buxom	0	0	0	0	0	0	1	0	0	0	બક્સોમ
buy	0	0	0	0	0	0	0	0	0	0	ખરીદો
buyer	0	0	0	0	0	0	0	0	0	0	ખરીદનાર
buying	0	0	0	0	0	0	0	0	0	0	ખરીદી
buzz	0	1	0	1	0	0	1	0	0	0	ગણગણવું
buzzed	0	0	0	0	0	1	0	0	0	0	buzzed
buzzer	0	0	0	0	0	0	0	0	0	0	બઝર
bye	0	1	0	0	0	0	0	0	0	0	બાય
bygone	0	0	0	0	0	0	0	0	0	0	વીતી ગયેલું
bylaw	0	0	0	0	0	0	0	0	0	1	બાયલો
bystander	0	0	0	0	0	0	0	0	0	0	બહાદુર
byte	0	0	0	0	0	0	0	0	0	0	બાઈટ
cab	0	0	0	0	0	0	1	0	0	0	કેબ
cabal	0	0	0	1	0	1	0	0	0	0	કેબલ
cabbage	0	0	0	0	0	0	0	0	0	0	કોબી
cabin	0	0	0	0	0	0	0	0	0	0	કેબિન
cabinet	0	0	0	0	0	0	1	0	0	1	કેબિનેટ
cable	0	0	0	0	0	0	0	0	1	0	કેબલ
cabriolet	0	0	0	0	0	0	0	0	0	0	કેબ્રીયોલેટ
cache	0	0	0	0	0	0	0	0	0	0	કેશ
cacophony	1	0	1	0	0	1	0	0	0	0	કોકોફોની
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	શબ
caddy	0	0	0	0	0	0	0	0	0	0	કેડી
cadence	0	0	0	0	0	0	0	0	0	0	કેડન્સ
cadet	0	0	0	0	0	0	0	0	0	0	કેડેટ
cafe	0	0	0	0	0	0	1	0	0	0	કાફે
cage	0	0	0	0	0	1	0	1	0	0	પાંજરું
cairn	0	0	0	0	0	0	0	0	0	0	કેર્ન
cake	0	0	0	0	0	0	0	0	0	0	કેક
calamity	0	0	0	0	0	0	0	1	0	0	આફત
calcareous	0	0	0	0	0	0	0	0	0	0	ચૂર્ણયુક્ત
calculate	0	0	0	0	0	0	0	0	0	0	ગણત્રી
calculated	0	0	0	0	0	0	0	0	0	0	ગણતરી કરેલ
calculating	0	0	0	0	0	1	0	0	0	0	ગણતરી
calculation	0	1	0	0	0	0	0	0	0	0	ગણતરી
calculator	0	0	0	0	0	0	1	0	0	1	કેલ્ક્યુલેટર
calculus	0	0	0	0	0	0	0	0	0	0	કલન
calendar	0	0	0	0	0	0	0	0	0	0	કૅલેન્ડર
calender	0	0	0	0	0	0	0	0	0	0	કૅલેન્ડર
calf	0	0	0	0	1	0	1	0	0	1	વાછરડું
caliber	0	0	0	0	0	0	0	0	0	0	કેલિબર
calibrate	0	0	0	0	0	0	0	0	0	0	માપાંકન
calico	0	0	0	0	0	0	0	0	0	0	કેલિકો
calipers	0	0	0	0	0	0	0	0	0	0	કેલિપર્સ
call	0	0	0	0	0	0	0	0	0	0	કૉલ
calligraphy	0	0	0	0	0	0	0	0	0	0	સુલેખન
calling	0	0	0	0	0	0	0	0	0	0	કૉલિંગ
callous	1	0	1	0	0	1	0	0	0	0	કઠોર
calls	0	1	0	0	0	1	0	0	0	1	કૉલ્સ
calm	0	0	0	0	0	0	1	0	0	0	શાંત
calmness	0	0	0	0	0	0	0	0	0	0	શાંતિ
caloric	0	0	0	0	0	0	0	0	0	0	કેલરી
calorie	0	0	0	0	0	0	0	0	0	0	કેલરી
calorimeter	0	0	0	0	0	0	0	0	0	0	કેલરીમીટર
cam	0	0	0	0	0	0	0	0	0	0	કૅમ
camber	0	0	0	0	0	0	0	0	0	0	કેમ્બર
camel	0	0	0	0	0	0	0	0	0	0	ઊંટ
cameo	0	0	0	0	0	0	0	0	0	0	કેમિયો
cameraman	0	0	0	0	0	0	0	0	0	0	કેમેરામેન
camisole	0	0	0	0	0	0	0	0	0	0	ચણિયાચોળી
camouflage	0	0	0	0	0	0	0	0	1	0	છદ્માવરણ
camouflaged	0	0	0	0	0	0	0	0	1	0	છદ્માવરણ
camp	0	0	0	0	0	0	0	0	0	0	શિબિર
campaign	0	0	0	0	0	0	0	0	0	0	ઝુંબેશ
campaigner	0	0	0	0	0	0	0	0	0	0	પ્રચારક
campaigning	1	0	0	1	0	1	0	0	0	0	પ્રચાર
campus	0	0	0	0	0	0	0	0	0	0	કેમ્પસ
canal	0	0	0	0	0	0	0	0	0	0	નહેર
canary	0	0	0	0	0	0	1	0	0	0	કેનેરી
cancel	0	0	0	0	0	1	0	1	0	0	રદ કરો
canceling	0	0	0	0	0	0	0	0	0	0	રદ કરી રહ્યું છે
cancellation	0	0	0	0	0	0	0	0	0	0	રદ
cancer	1	0	1	1	0	1	0	1	0	0	કેન્સર
candid	0	1	0	0	1	0	1	0	1	1	નિખાલસ
candidacy	0	0	0	0	0	0	0	0	0	0	ઉમેદવારી
candidate	0	0	0	0	0	0	1	0	0	0	ઉમેદવાર
candied	0	0	0	0	0	0	1	0	0	0	કેન્ડીડ
candle	0	0	0	0	0	0	0	0	0	0	મીણબત્તી
candlelight	0	0	0	0	0	0	0	0	0	0	મીણબત્તી
candlestick	0	0	0	0	0	0	0	0	0	0	મીણબત્તી
candor	0	0	0	0	0	0	0	0	0	0	નિખાલસતા
candy	0	0	0	0	0	0	0	0	0	0	કેન્ડી
cane	1	0	0	1	0	0	0	0	0	0	શેરડી
canine	0	0	0	0	0	0	0	0	0	0	રાક્ષસી
canister	0	0	0	0	0	0	0	0	0	0	ડબ્બો
canker	1	0	1	0	0	1	0	0	0	0	નાક
cannibal	0	0	1	1	0	1	0	0	0	0	નરભક્ષક
cannibalism	0	0	1	0	0	1	0	0	0	0	આદમખોર
canning	0	0	0	0	0	0	0	0	0	0	કેનિંગ
cannon	1	0	0	1	0	1	0	0	0	0	તોપ
canoe	0	0	0	0	0	0	0	0	0	0	નાવડી
canon	0	0	0	0	0	0	0	0	0	0	સિદ્ધાંત
canonical	0	0	0	0	0	0	0	0	0	0	પ્રામાણિક
canons	0	0	0	0	0	0	0	0	0	1	સિદ્ધાંતો
canopy	0	0	0	0	0	0	0	0	0	0	છત્ર
canteen	0	0	0	0	0	0	0	0	0	0	કેન્ટીન
canterbury	0	0	0	0	0	0	0	0	0	0	કેન્ટરબરી
cantilever	0	0	0	0	0	0	0	0	0	0	કેન્ટીલીવર
canto	0	0	0	0	0	0	0	0	0	0	કેન્ટો
canton	0	0	0	0	0	0	0	0	0	0	કેન્ટન
canvas	0	0	0	0	0	0	0	0	0	0	કેનવાસ
canvass	0	0	0	0	0	0	0	0	0	0	પ્રચાર
cap	0	1	0	0	0	0	0	0	0	1	ટોપી
capability	0	0	0	0	0	0	0	0	0	0	ક્ષમતા
capable	0	0	0	0	0	0	0	0	0	0	સક્ષમ
capacity	0	0	0	0	0	0	0	0	0	0	ક્ષમતા
cape	0	0	0	0	0	0	0	0	0	0	ભૂશિર
caper	0	0	0	0	0	0	0	0	0	0	કેપર
capillary	0	0	0	0	0	0	0	0	0	0	રુધિરકેશિકા
capital	0	0	0	0	0	0	0	0	0	0	પાટનગર
capitalist	0	0	0	0	0	0	1	0	0	0	મૂડીવાદી
capitals	0	0	0	0	0	0	0	0	0	0	રાજધાની
capitation	0	0	0	0	0	0	0	0	0	0	કેપિટેશન
capitol	0	0	0	0	0	0	0	0	0	0	કેપિટોલ
capitulation	0	0	0	0	0	0	0	0	0	0	શરણાગતિ
caprice	0	0	0	0	0	0	0	0	0	0	તિરસ્કાર
capricious	0	0	0	0	0	0	0	0	0	0	તરંગી
caps	0	0	0	0	0	0	0	0	0	0	ટોપીઓ
capsule	0	0	0	0	0	0	0	0	0	0	કેપ્સ્યુલ
captain	0	0	0	0	0	0	1	0	0	0	કેપ્ટન
caption	0	0	0	0	0	0	0	0	0	0	કૅપ્શન
captivate	0	1	0	0	1	0	1	0	1	1	મોહિત કરવું
captivating	0	0	0	0	0	0	1	0	0	0	મનમોહક
captive	0	0	0	1	0	1	0	1	0	0	બંદીવાન
captivity	0	0	0	0	0	1	0	1	0	0	કેદ
captor	0	0	0	1	0	1	0	0	0	0	અપહરણકર્તા
capture	0	0	0	0	0	1	0	0	0	0	કેપ્ચર
car	0	0	0	0	0	0	0	0	0	0	કાર
caramel	0	0	0	0	0	0	0	0	0	0	કારામેલ
carat	0	0	0	0	0	0	0	0	0	0	કેરેટ
caravan	0	0	0	0	0	0	0	0	0	0	કાફલો
carbon	0	0	0	0	0	0	0	0	0	0	કાર્બન
carcass	0	0	1	1	0	1	0	1	0	0	શબ
carcinoma	0	0	0	1	0	1	0	1	0	0	કાર્સિનોમા
card	0	0	0	0	0	0	0	0	0	0	કાર્ડ
cardigan	0	0	0	0	0	0	0	0	0	0	કાર્ડિગન
cardinal	0	0	0	0	0	0	0	0	0	0	મુખ્ય
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	કાર્ડિયોમાયોપેથી
cards	0	0	0	0	0	0	0	0	0	0	કાર્ડ
care	0	0	0	0	0	0	0	0	0	0	કાળજી
career	0	1	0	0	0	0	1	0	0	0	કારકિર્દી
careful	0	0	0	0	0	0	1	0	0	0	સાવચેત
carefully	0	0	0	0	0	0	1	0	0	0	કાળજીપૂર્વક
carelessness	1	0	1	0	0	1	0	0	0	0	બેદરકારી
caress	0	0	0	0	0	0	1	0	0	0	સ્નેહ
caret	0	0	0	0	0	0	0	0	0	0	કેરેટ
caretaker	0	0	0	0	0	0	1	0	0	1	સંભાળ રાખનાર
cargo	0	0	0	0	0	0	0	0	0	0	કાર્ગો
caribou	0	0	0	0	0	0	0	0	0	0	કેરીબુ
caricature	0	0	0	0	0	1	0	0	0	0	કેરિકેચર
caries	0	0	1	0	0	1	0	0	0	0	અસ્થિક્ષય
carnage	1	0	1	1	0	1	0	1	1	0	હત્યાકાંડ
carnal	0	0	0	0	0	1	0	0	0	0	દૈહિક
carnation	0	0	0	0	0	0	0	0	0	0	કાર્નેશન
carnivorous	0	0	0	1	0	1	0	0	0	0	માંસાહારી
carol	0	0	0	0	1	0	1	0	0	1	કેરોલ
carousel	0	0	0	0	0	0	0	0	0	0	હિંડોળા
carpenter	0	0	0	0	0	0	0	0	0	0	સુથાર
carriage	0	0	0	0	0	0	0	0	0	0	વાહન
carried	0	0	0	0	0	0	0	0	0	0	વહન
carrier	0	0	0	0	0	0	0	0	0	0	વાહક
carry	0	0	0	0	0	0	0	0	0	0	વહન
carrying	0	0	0	0	0	0	0	0	0	0	વહન
cart	0	0	0	0	0	0	0	0	0	0	કાર્ટ
cartel	0	0	0	0	0	1	0	0	0	0	કાર્ટેલ
carter	0	0	0	0	0	0	0	0	0	0	કાર્ટર
cartilage	0	0	0	0	0	0	0	0	0	0	કોમલાસ્થિ
cartographic	0	0	0	0	0	0	0	0	0	0	કાર્ટોગ્રાફિક
cartography	0	0	0	0	0	0	0	0	0	0	કાર્ટગ્રાફી
cartoon	0	0	0	0	0	0	0	0	0	0	કાર્ટૂન
cartouche	0	0	0	0	0	0	0	0	0	0	કાર્ટૂચ
cartridge	0	0	0	1	0	0	0	0	0	0	કારતૂસ
carve	0	0	0	0	0	0	0	0	0	0	કોતરવું
carver	0	0	0	0	0	0	0	0	0	0	કોતરનાર
carving	0	0	0	0	0	0	0	0	0	0	કોતરણી
cascade	0	0	0	0	0	0	1	0	0	0	કાસ્કેડ
case	0	0	0	1	0	1	0	1	0	0	કેસ
casein	0	0	0	0	0	0	0	0	0	0	કેસીન
cash	1	1	0	1	1	0	1	0	0	1	રોકડ
cashier	0	0	0	0	0	0	0	0	0	1	કેશિયર
cashmere	0	0	0	0	0	0	0	0	0	0	કાશ્મીરી
casing	0	0	0	0	0	0	0	0	0	0	કેસીંગ
casino	0	0	0	0	0	0	0	0	0	0	કેસિનો
cask	0	0	0	0	0	0	0	0	0	0	પીપડું
casket	0	0	0	1	0	1	0	1	0	0	કાસ્કેટ
cast	0	0	0	0	0	0	0	0	0	0	કાસ્ટ
caste	0	0	0	0	0	1	0	0	0	0	જાતિ
caster	0	0	0	0	0	0	0	0	0	0	ઢાળગર
castle	0	0	0	0	0	0	0	0	0	0	કિલ્લો
castor	0	0	0	0	0	0	0	0	0	0	એરંડા
casual	0	0	0	0	0	0	0	0	0	0	કેઝ્યુઅલ
casually	0	0	0	0	0	0	0	0	0	0	આકસ્મિક રીતે
casualty	1	0	0	1	0	1	0	1	0	0	જાનહાનિ
cat	0	0	0	0	0	0	0	0	0	0	બિલાડી
catabolism	0	0	0	0	0	0	0	0	0	0	અપચય
catalog	0	0	0	0	0	0	0	0	0	0	સૂચિ
catalogue	0	0	0	0	0	0	0	0	0	0	સૂચિ
catalysis	0	0	0	0	0	0	0	0	0	0	ઉત્પ્રેરક
catalytic	0	0	0	0	0	0	0	0	0	0	ઉત્પ્રેરક
catamaran	0	0	0	0	0	0	0	0	0	0	કેટામરન
catapult	0	0	0	0	0	0	0	0	0	0	કૅટપલ્ટ
cataract	0	1	0	1	0	1	0	1	0	0	મોતિયા
catastrophe	1	0	1	1	0	1	0	1	1	0	આપત્તિ
catch	0	0	0	0	0	0	0	0	1	0	પકડી
catching	0	0	0	0	0	0	0	0	0	0	પકડવું
catechism	0	0	1	0	0	0	0	0	0	0	catechism
categorical	0	0	0	0	0	0	1	0	0	0	સ્પષ્ટ
category	0	0	0	0	0	0	0	0	0	0	શ્રેણી
cater	0	0	0	0	0	0	1	0	0	0	સગવડ
caterer	0	0	0	0	0	0	0	0	0	0	કેટરર
caterpillar	0	0	0	0	0	0	0	0	0	0	ઈયળ
cates	0	0	0	0	0	0	0	0	0	0	કેટ્સ
cathartic	0	0	0	0	0	0	1	0	0	0	કેથાર્ટિક
cathedral	0	0	0	0	1	0	1	0	0	1	કેથેડ્રલ
catheter	0	0	0	0	0	1	0	0	0	0	મૂત્રનલિકા
catnip	0	0	0	0	0	0	0	0	0	0	ખુશબોદાર છોડ
cattle	0	0	0	0	0	0	0	0	0	0	ઢોર
caucus	0	0	0	0	0	0	0	0	0	0	કોકસ
caudal	0	0	0	0	0	0	0	0	0	0	પુચ્છ
caulk	0	0	0	0	0	0	0	0	0	0	કોક
causal	0	0	0	0	0	0	0	0	0	0	કારણ
causality	0	0	0	0	0	0	0	0	0	0	કાર્યકારણ
causation	0	0	0	0	0	0	0	0	0	0	કારણ
caused	0	0	0	0	0	0	0	0	0	0	કારણે
causeway	0	0	0	0	0	0	0	0	0	0	કોઝવે
caution	1	1	0	1	0	1	0	0	0	0	સાવધાની
cautionary	0	0	0	1	0	0	0	0	0	0	સાવધાન
cautious	0	1	0	1	0	0	1	0	0	1	સાવધ
cautiously	0	0	0	1	0	0	1	0	0	0	સાવધાનીપૂર્વક
cavalry	0	0	0	0	0	0	0	0	0	0	ઘોડેસવાર
cave	0	0	0	0	0	0	0	0	0	0	ગુફા
caveat	0	0	0	0	0	0	0	0	0	0	ચેતવણી
cavern	0	0	0	0	0	0	0	0	0	0	ગુફા
cavernous	0	0	0	0	0	0	0	0	0	0	કેવર્નસ
cavity	0	0	0	0	0	0	0	0	0	0	પોલાણ
cayenne	0	0	0	0	0	0	0	0	0	0	લાલ મરચું
cease	0	0	0	0	0	0	0	0	0	0	બંધ
ceaseless	0	0	0	0	0	0	0	0	0	0	અવિરત
cede	0	0	0	0	0	1	0	0	0	0	સોંપવું
ceiling	0	0	0	0	0	0	0	0	0	0	છત
celebrant	0	0	0	0	0	0	0	0	0	0	ઉજવણી કરનાર
celebrated	0	1	0	0	1	0	1	0	0	0	ઉજવવામાં આવે છે
celebrating	0	1	0	0	1	0	1	0	0	0	ઉજવણી
celebration	0	1	0	0	1	0	1	0	1	1	ઉજવણી
celebrity	1	1	1	0	1	1	1	0	1	1	સેલિબ્રિટી
celestial	0	1	0	0	1	0	1	0	0	0	આકાશી
celibacy	0	0	0	0	0	0	0	0	0	0	બ્રહ્મચર્ય
cell	0	0	0	0	0	0	0	0	0	0	કોષ
cellar	0	0	0	0	0	0	0	0	0	0	ભોંયરું
cellular	0	0	0	0	0	0	0	0	0	0	સેલ્યુલર
celluloid	0	0	0	0	0	0	0	0	0	0	સેલ્યુલોઇડ
cement	0	1	0	0	0	0	0	0	0	1	સિમેન્ટ
cemented	0	0	0	0	0	0	0	0	0	0	સિમેન્ટ
cemetery	0	0	0	1	0	1	0	1	0	0	કબ્રસ્તાન
censor	1	0	1	1	0	1	0	0	0	1	સેન્સર
