English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Czech Word
eligible	0	0	0	0	0	0	1	0	0	0	vhodný
elimination	1	0	1	1	0	1	0	1	0	0	odstranění
elite	0	1	0	0	1	0	1	0	0	1	elita
elk	0	0	0	0	0	0	0	0	0	0	los
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	elipsa
ellipsis	0	0	0	0	0	0	0	0	0	0	elipsa
ellipsoid	0	0	0	0	0	0	0	0	0	0	elipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	eliptický
elliptical	0	0	0	0	0	0	0	0	0	0	eliptický
elongate	0	0	0	0	0	0	0	0	0	0	prodloužit
elongation	0	0	0	0	0	0	0	0	0	0	prodloužení
eloquence	0	0	0	0	0	0	1	0	0	0	výmluvnost
eloquent	0	0	0	0	0	0	1	0	0	0	výmluvný
elucidate	0	0	0	0	0	0	1	0	0	1	objasnit
elucidation	0	0	0	0	0	0	0	0	0	0	objasnění
elude	0	0	0	0	0	0	0	0	0	0	uniknout
elusive	0	0	0	0	0	1	0	0	1	0	nepolapitelný
emaciated	0	0	0	1	0	1	0	1	0	0	vyzáblý
emanate	0	0	0	0	0	0	0	0	0	0	vyzařovat
emancipation	0	1	0	0	1	0	1	0	0	0	emancipace
embankment	0	0	0	0	0	0	0	0	0	0	nábřeží
embargo	0	0	0	0	0	1	0	0	0	0	embargo
embark	0	0	0	0	0	0	0	0	0	0	nalodit se
embarrass	0	0	0	0	0	1	0	1	0	0	trapně
embarrassing	0	0	0	0	0	1	0	0	0	0	trapný
embarrassment	0	0	0	1	0	1	0	1	1	0	rozpaky
embassy	0	0	0	0	0	0	0	0	0	0	velvyslanectví
embed	0	0	0	0	0	0	0	0	0	0	vložit
embellish	0	0	0	0	0	0	0	0	0	0	ozdobit
embellishment	0	0	0	0	0	0	0	0	0	0	výzdoba
embers	0	0	0	0	0	0	0	0	0	0	žhavé uhlíky
embezzlement	0	0	0	0	0	1	0	0	0	0	zpronevěra
emblem	0	0	0	0	0	0	0	0	0	0	symbol
emblematic	0	0	0	0	0	0	0	0	0	0	emblematický
embodiment	0	0	0	0	0	0	0	0	0	0	ztělesnění
embolism	0	0	0	1	0	1	0	1	0	0	embolie
embossed	0	0	0	0	0	0	0	0	0	0	reliéfní
embrace	0	1	0	0	1	0	1	0	1	1	objetí
embroidered	0	0	0	0	0	0	0	0	0	0	vyšívané
embroidery	0	0	0	0	0	0	0	0	0	0	výšivka
embroiled	0	0	0	0	0	1	0	0	0	0	zapletený
embryo	0	0	0	0	0	0	0	0	0	0	embryo
embryonic	0	0	0	0	0	0	0	0	0	0	embryonální
emerald	0	0	0	0	0	0	0	0	0	0	smaragd
emerge	0	0	0	0	0	0	0	0	0	0	vynořit se
emergence	0	0	0	0	0	0	0	0	0	0	vznik
emergency	0	0	0	1	0	1	0	1	1	0	nouzový
emeritus	0	0	0	0	0	0	1	0	0	0	emeritní
emigrate	0	0	0	0	0	0	0	0	0	0	emigrovat
emigration	0	0	0	0	0	0	0	0	0	0	emigrace
eminence	0	0	0	0	0	0	1	0	0	1	eminence
eminent	0	0	0	0	0	0	1	0	0	0	přední
eminently	0	0	0	0	0	0	1	0	0	0	neobyčejně
emir	0	0	0	0	0	0	1	0	0	0	emír
emission	0	0	0	0	0	0	0	0	0	0	emise
emit	0	0	0	0	0	0	0	0	0	0	vysílat
emotion	0	0	0	0	0	0	0	0	0	0	emoce
emotional	0	0	0	0	0	0	0	0	0	0	emocionální
emotive	0	0	0	0	0	0	0	0	0	0	emotivní
empathy	0	0	0	0	0	0	1	0	0	0	empatie
emperor	0	0	0	0	0	0	0	0	0	0	císař
emphasis	0	0	0	0	0	0	0	0	0	0	důraz
emphasize	0	0	0	0	0	0	0	0	0	1	zdůraznit
emphatic	0	0	0	0	0	0	0	0	0	0	důrazný
empire	0	0	0	0	0	0	0	0	0	0	říše
empirical	0	0	0	0	0	0	0	0	0	0	empirický
empiricism	0	0	0	0	0	0	0	0	0	0	empirismus
employ	0	0	0	0	0	0	0	0	0	1	zaměstnat
employer	0	0	0	0	0	0	0	0	0	0	zaměstnavatel
employment	0	0	0	0	0	0	0	0	0	0	zaměstnanost
emporium	0	0	0	0	0	0	0	0	0	0	obchodní středisko
empower	0	0	0	0	0	0	1	0	0	0	zmocnit
empress	0	0	0	0	0	0	0	0	0	0	císařovna
emptiness	0	0	0	0	0	0	0	1	0	0	prázdnota
emption	0	0	0	0	0	0	0	0	0	0	vyprázdnění
empty	0	0	0	0	0	0	0	0	0	0	prázdný
emulate	0	0	0	0	0	0	1	0	0	0	napodobovat
emulsion	0	0	0	0	0	0	0	0	0	0	emulze
enable	0	0	0	0	0	0	1	0	0	1	umožnit
enablement	0	0	0	0	0	0	1	0	0	1	povolení
enact	0	0	0	0	0	0	0	0	0	0	uzákonit
enactment	0	0	0	0	0	0	0	0	0	0	uzákonění
enamel	0	0	0	0	0	0	0	0	0	0	smalt
encampment	0	0	0	0	0	0	0	0	0	0	tábor
enchant	0	1	0	0	1	0	1	0	1	0	okouzlit
enchanted	0	0	0	0	1	0	1	0	0	1	začarovaný
enchanting	0	1	0	0	1	0	1	0	0	0	okouzlující
enchantment	0	0	0	0	0	0	0	0	0	0	okouzlení
encircle	0	0	0	0	0	0	0	0	0	0	obklíčit
encircling	0	0	0	0	0	0	0	0	0	0	obklíčení
enclave	0	0	0	0	0	1	0	0	0	0	enkláva
enclose	0	0	0	0	0	0	0	0	0	0	přiložit
encode	0	0	0	0	0	0	0	0	0	0	zakódovat
encompass	0	0	0	0	0	0	0	0	0	0	zahrnovat
encore	0	0	0	0	0	0	1	0	0	0	přídavek
encounter	0	0	0	0	0	0	0	0	0	0	setkání
encourage	0	0	0	0	1	0	1	0	0	1	podporovat
encouragement	0	0	0	0	0	0	1	0	0	0	povzbuzení
encroach	0	0	0	0	0	0	0	0	0	0	zasahovat
encroachment	0	0	0	1	0	1	0	0	0	0	zasahování
encrypt	0	0	0	0	0	0	0	0	0	0	zašifrovat
encumbrance	1	0	0	1	0	1	0	1	0	0	věcné břemeno
encyclopedia	0	0	0	0	0	0	1	0	0	1	encyklopedie
end	0	0	0	0	0	0	0	0	0	0	konec
endanger	0	1	0	1	0	1	0	0	0	0	ohrozit
endangered	0	0	0	1	0	1	0	0	0	0	ohrožený
endeavor	0	1	0	0	0	0	1	0	0	0	usilovat
ended	0	0	0	0	0	0	0	0	0	0	skončilo
endemic	0	0	1	1	0	1	0	1	0	0	endemický
ending	0	0	0	0	0	0	0	0	0	0	konec
endless	1	0	0	1	1	1	1	1	0	1	nekonečný
endocarditis	0	0	0	1	0	0	0	1	0	0	endokarditida
endorsement	0	0	0	0	0	0	0	0	0	0	schválení
endow	0	0	0	0	0	0	1	0	0	1	vybavit
endowed	0	0	0	0	0	0	1	0	0	0	obdařen
endowment	0	0	0	0	0	0	1	0	0	1	nadace
endpapers	0	0	0	0	0	0	0	0	0	0	předsádky
endpoint	0	0	0	0	0	0	0	0	0	0	koncový bod
endurance	0	0	0	0	0	0	1	0	0	0	vytrvalost
endure	0	0	0	0	0	0	1	0	0	0	vydržet
enema	0	0	1	0	0	0	0	0	0	0	klystýr
enemy	1	0	1	1	0	1	0	0	0	0	nepřítel
energetic	0	0	0	0	0	0	1	0	0	0	energický
energy	0	0	0	0	0	0	0	0	0	0	energie
enforce	1	0	0	1	0	1	1	0	0	0	prosadit
enforcement	0	0	0	0	0	1	0	0	0	0	vynucení
engage	0	0	0	0	0	0	0	0	0	0	zapojit
engaged	0	1	0	0	1	0	1	0	0	1	zasnoubený
engagement	0	0	0	0	0	0	0	0	0	0	angažovanost
engaging	0	0	0	0	1	0	1	0	0	1	poutavé
engender	0	0	0	0	0	0	0	0	0	0	zplodit
engine	0	0	0	0	0	0	0	0	0	0	motor
engineer	0	0	0	0	0	0	0	0	0	0	inženýr
engineering	0	0	0	0	0	0	0	0	0	0	inženýrství
engrave	0	0	0	0	0	0	0	0	0	0	vyrýt
engraved	0	0	0	0	0	0	0	0	0	0	ryté
engraver	0	0	0	0	0	0	0	0	0	0	rytec
engraving	0	0	0	0	0	0	0	0	0	0	rytina
engrossed	0	0	0	0	0	0	0	0	0	0	pohlcený
engrossing	0	0	0	0	0	0	0	0	0	0	pohlcující
engulf	0	1	0	0	0	0	0	0	0	0	pohltit
enhance	0	0	0	0	0	0	1	0	0	0	zlepšit
enigma	0	0	0	0	0	0	0	0	0	0	hádanka
enigmatic	0	0	0	1	0	1	0	0	0	0	tajemný
enjoin	0	0	0	0	0	0	0	0	0	0	nařídit
enjoy	0	1	0	0	1	0	1	0	0	1	užívat si
enjoying	0	1	0	0	1	0	1	0	0	1	užívat si
enlarged	0	0	0	0	0	0	0	0	0	0	zvětšený
enlargement	0	0	0	0	0	0	0	0	0	0	rozšíření
enlighten	0	0	0	0	1	0	1	0	0	1	osvítit
enlightenment	0	0	0	0	1	0	1	0	0	1	osvícení
enlist	0	0	0	0	0	0	0	0	0	0	získat
enliven	0	0	0	0	1	0	1	0	1	1	oživit
enmity	1	0	0	1	0	1	0	1	0	0	nepřátelství
enormity	0	0	0	0	0	0	0	0	0	0	obludnost
enormous	0	0	0	0	0	0	0	0	0	0	obrovský
enormously	0	0	0	0	0	0	0	0	0	0	obrovsky
enrich	0	0	0	0	0	0	1	0	0	0	obohatit
enroll	0	1	0	0	0	0	0	0	0	1	zapsat
ensemble	0	0	0	0	0	0	1	0	0	1	soubor
ensign	0	0	0	0	0	0	1	0	0	0	prapor
enslave	0	0	0	0	0	1	0	0	0	0	zotročit
enslaved	1	0	1	1	0	1	0	1	0	0	zotročený
enslavement	0	0	0	0	0	1	0	0	0	0	zotročení
ensue	0	0	0	0	0	0	0	0	0	0	vyplývat
ensure	0	0	0	0	0	0	0	0	0	0	zajistit
entail	0	0	0	0	0	0	0	0	0	0	znamenat
entangled	1	0	1	1	0	1	0	1	0	0	zapletený
entanglement	0	0	0	0	0	1	0	0	0	0	zapletení
enter	0	0	0	0	0	0	0	0	0	0	vstoupit
enterprise	0	0	0	0	0	0	0	0	0	0	podnik
enterprising	0	0	0	0	0	0	1	0	0	0	podnikavý
entertain	0	0	0	0	1	0	1	0	0	0	bavit
entertained	0	0	0	0	1	0	1	0	0	0	bavili
entertaining	0	1	0	0	1	0	1	0	0	0	zábavný
entertainment	0	1	0	0	1	0	1	0	1	1	zábava
enthusiasm	0	1	0	0	1	0	1	0	1	0	nadšení
enthusiast	0	1	0	0	1	0	1	0	1	0	nadšenec
entice	0	0	0	0	0	0	0	0	0	0	lákat
entire	0	0	0	0	0	0	0	0	0	0	celý
entirety	0	0	0	0	0	0	0	0	0	0	celistvost
entitle	0	0	0	0	0	0	0	0	0	0	opravňovat
entity	0	0	0	0	0	0	0	0	0	0	entita
entomology	0	0	0	0	0	0	0	0	0	0	entomologie
entrails	0	0	1	0	0	1	0	0	0	0	vnitřnosti
entrance	0	0	0	0	0	0	0	0	0	0	vchod
entreat	0	0	0	0	0	0	0	0	0	0	prosit
entree	0	0	0	0	0	0	0	0	0	0	entrée
entrepreneur	0	0	0	0	0	0	0	0	0	0	podnikatel
entrust	0	0	0	0	0	0	0	0	0	1	svěřit
entry	0	0	0	0	0	0	0	0	0	0	vstup
enumerate	0	0	0	0	0	0	0	0	0	0	vyjmenovat
enumeration	0	0	0	0	0	0	0	0	0	0	výčet
envelope	0	0	0	0	0	0	0	0	0	0	obálka
envious	0	0	0	0	0	1	0	0	0	0	závistivý
environ	0	0	0	0	0	0	1	0	0	0	okolí
environment	0	0	0	0	0	0	0	0	0	0	životní prostředí
environs	0	0	0	0	0	0	0	0	0	0	okolí
envision	0	0	0	0	0	0	0	0	0	0	představit si
envoy	0	0	0	0	0	0	0	0	0	0	vyslanec
ephemeral	0	0	0	0	0	0	0	0	0	0	efemérní
ephemeris	0	0	0	0	0	0	1	0	0	0	efemeridy
epic	0	0	0	0	0	0	1	0	0	0	epické
epidemic	1	1	1	1	0	1	0	1	1	0	epidemický
epidermis	0	0	0	0	0	0	0	0	0	0	pokožka
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsie
epilogue	0	0	0	0	0	0	0	0	0	0	epilog
episcopal	0	0	0	0	0	0	0	0	0	1	episkopální
episode	0	0	0	0	0	0	0	0	0	0	epizoda
episodic	0	0	0	0	0	0	0	0	0	0	epizodický
epistle	0	0	0	0	0	0	0	0	0	0	epištola
epitaph	0	0	0	0	0	0	0	1	0	0	epitaf
epithet	0	0	0	0	0	0	0	0	0	0	epiteton
epitome	0	0	0	0	0	0	1	0	0	0	ztělesnění
epoch	0	0	0	0	0	0	0	0	0	0	epocha
equal	0	0	0	0	0	0	0	0	0	0	rovnat se
equality	0	0	0	0	1	0	1	0	0	1	rovnost
equalization	0	0	0	0	0	0	0	0	0	0	vyrovnání
equalize	0	0	0	0	0	0	0	0	0	0	vyrovnat
equally	0	0	0	0	0	0	1	0	0	0	stejně
equate	0	0	0	0	0	0	0	0	0	0	rovnat se
equation	0	0	0	0	0	0	0	0	0	0	rovnice
equator	0	0	0	0	0	0	0	0	0	0	rovník
equatorial	0	0	0	0	0	0	0	0	0	0	rovníkový
equestrian	0	0	0	0	0	0	0	0	0	0	jezdecký
equidistant	0	0	0	0	0	0	0	0	0	0	stejně vzdálený
equilibration	0	0	0	0	0	0	0	0	0	0	ekvilibrace
equilibrium	0	0	0	0	0	0	1	0	0	0	rovnováha
equip	0	0	0	0	0	0	0	0	0	0	vybavit
equipment	0	0	0	0	0	0	0	0	0	0	zařízení
equitable	0	0	0	0	0	0	0	0	0	0	spravedlivý
equity	0	0	0	0	0	0	1	0	0	0	spravedlnost
equivalence	0	0	0	0	0	0	0	0	0	0	rovnocennost
equivalent	0	0	0	0	0	0	0	0	0	0	ekvivalent
equivocal	0	0	0	0	0	0	0	0	0	0	nejednoznačný
era	0	0	0	0	0	0	0	0	0	0	éra
eradicate	1	0	0	0	0	1	0	0	0	0	vymýtit
eradication	1	0	1	1	0	1	0	0	0	0	vymýcení
erase	0	0	0	1	0	1	0	0	0	0	vymazat
erasure	0	0	0	0	0	0	0	0	0	0	vymazání
ere	0	0	0	0	0	0	0	0	0	0	ere
erect	0	0	0	0	0	0	0	0	0	0	postavit
erection	0	0	0	0	0	0	0	0	0	0	erekce
ergo	0	0	0	0	0	0	0	0	0	0	ergo
erode	0	0	0	0	0	0	0	0	0	0	erodovat
erosion	0	0	0	0	0	1	0	0	0	0	eroze
erotic	0	1	0	0	1	1	1	0	1	1	erotický
err	0	0	0	0	0	1	0	0	0	0	chybovat
errand	0	1	0	0	0	0	1	0	0	1	pochůzka
errant	0	0	0	0	0	1	0	0	0	0	bludný
erratic	0	0	0	0	0	1	0	0	1	0	nevyzpytatelný
erratum	0	0	0	0	0	1	0	0	0	0	tisková chyba
erroneous	0	0	0	0	0	1	0	0	0	0	chybný
error	0	0	0	0	0	1	0	1	0	0	chyba
erst	0	0	0	0	0	0	0	0	0	0	erst
erudite	0	0	0	0	0	0	1	0	0	0	erudovaný
erupt	1	0	0	0	0	1	0	0	1	0	vybuchnout
eruption	1	0	0	1	0	1	0	0	1	0	výbuch
escalade	0	0	0	0	0	0	0	0	0	0	escalade
escalate	1	0	0	0	0	1	0	0	0	0	eskalovat
escalator	0	0	0	0	0	0	0	0	0	0	jezdící schody
escape	0	1	0	1	0	1	1	0	0	0	uniknout
escaped	0	0	0	1	0	0	0	0	0	0	utekl
escarpment	0	0	0	0	0	0	0	0	0	0	sráz
eschew	1	0	0	0	0	1	0	1	0	0	vyhýbat se
escort	0	0	0	0	0	0	0	0	0	1	doprovod
esoteric	0	0	0	0	0	0	0	0	0	0	esoterický
especial	0	0	0	0	0	0	0	0	0	0	zvláštní
espionage	0	0	0	0	0	1	0	0	0	0	špionáž
espouse	0	0	0	0	0	0	0	0	0	0	manžel
esprit	0	0	0	0	0	0	1	0	0	0	esprit
essay	0	0	0	0	0	0	0	0	0	0	esej
essayist	0	0	0	0	0	0	0	0	0	0	esejista
essence	0	0	0	0	0	0	0	0	0	0	podstata
essential	0	0	0	0	0	0	1	0	0	0	nezbytný
essentially	0	0	0	0	0	0	0	0	0	0	v podstatě
establish	0	0	0	0	0	0	0	0	0	1	založit
established	0	0	0	0	1	0	1	0	0	0	založeno
establishment	0	0	0	0	0	0	0	0	0	0	zřízení
estate	0	0	0	0	0	0	0	0	0	0	majetek
esteem	0	0	0	0	1	0	1	1	0	1	úcta
esthetic	0	0	0	0	0	0	1	0	0	0	estetický
estimate	0	0	0	0	0	0	0	0	0	0	odhad
estimation	0	0	0	0	0	0	0	0	0	0	odhad
estoppel	0	0	0	0	0	0	0	0	0	0	estoppel
estranged	0	0	0	0	0	1	0	0	0	0	odcizený
estrogen	0	0	0	0	0	0	0	0	0	0	estrogen
estuary	0	0	0	0	0	0	0	0	0	0	ústí
etch	0	0	0	0	0	0	0	0	0	0	leptat
etching	0	0	0	0	0	0	0	0	0	0	leptání
eternal	0	0	0	0	0	0	0	0	0	0	věčný
eternity	0	0	0	0	0	0	0	0	0	0	věčnost
ethanol	0	0	0	0	0	0	0	0	0	0	ethanol
ether	0	0	0	0	0	0	0	0	0	0	éter
ethereal	0	0	0	1	0	0	0	0	0	0	éterický
ethical	0	0	0	0	0	0	1	0	0	0	etický
ethics	0	0	0	0	0	0	1	0	0	0	etika
ethnography	0	0	0	0	0	0	0	0	0	0	etnografie
etiology	0	0	0	0	0	0	0	0	0	0	etiologie
etiquette	0	0	0	0	0	0	0	0	0	0	etiketa
etymology	0	0	0	0	0	0	0	0	0	0	etymologie
euchre	0	0	0	0	0	0	0	0	0	0	karetní hra
eugenics	0	0	0	0	0	0	0	0	0	0	eugenika
eulogy	0	0	0	0	0	0	0	0	0	0	velebení
euphemism	0	0	0	0	0	0	0	0	0	0	eufemismus
euthanasia	0	0	0	1	0	1	0	1	0	0	euthanasie
evacuate	0	0	0	1	0	1	0	0	0	0	evakuuji
evacuation	0	0	0	0	0	1	0	0	0	0	evakuace
evade	1	0	1	1	0	1	0	0	0	0	vyhnout se
evaluate	0	0	0	0	0	0	0	0	0	0	hodnotit
evanescence	0	0	0	0	0	0	0	1	1	0	prchání
evangelical	0	0	0	0	0	0	0	0	0	0	evangelický
evangelist	0	0	0	0	0	0	0	0	0	0	evangelista
evangelistic	0	0	0	0	0	0	0	0	0	0	evangelizační
evaporation	0	0	0	0	0	0	0	0	0	0	vypařování
evasion	0	0	0	1	0	1	0	1	0	0	vyhýbání se
eve	0	0	0	0	0	0	0	0	0	0	předvečer
evening	0	0	0	0	0	0	0	0	0	0	večer
event	0	0	0	0	0	0	0	0	0	0	událost
eventful	0	0	0	0	0	0	0	0	0	0	rušný
eventual	0	1	0	0	0	0	0	0	0	0	eventuální
eventuality	0	1	0	1	0	0	0	0	0	0	možnost
evergreen	0	0	0	0	1	0	1	0	0	1	evergreen
everlasting	0	0	0	0	0	0	1	0	0	0	věčný
evermore	0	0	0	0	0	0	0	0	0	0	stále více
everyday	0	0	0	0	0	0	0	0	0	0	každý den
evict	0	0	0	0	0	1	0	1	0	0	vypudit
eviction	1	0	1	1	0	1	0	1	0	0	vystěhování
evidence	0	0	0	0	0	0	0	0	0	0	důkaz
evident	0	0	0	0	0	0	1	0	0	1	evidentní
evil	1	0	1	1	0	1	0	1	0	0	zlo
evoke	0	0	0	0	0	0	0	0	0	0	vyvolat
evolution	0	0	0	0	0	0	1	0	0	0	vývoj
evolve	0	0	0	0	0	0	0	0	0	0	rozvíjet se
ewe	0	0	0	0	0	0	0	0	0	0	ovce
exacerbate	0	0	0	0	0	1	0	0	0	0	exacerbovat
exacerbation	1	0	0	1	0	1	0	0	0	0	exacerbace
exacting	0	0	0	0	0	1	0	0	0	0	náročný
exaggerate	1	0	0	0	0	1	0	0	0	0	přehánět
exaggerated	0	0	0	0	0	1	0	0	0	0	přehnaný
exaggeration	0	0	0	0	0	0	0	0	0	0	přehánění
exalt	0	1	0	0	1	0	1	0	0	1	oslavovat
exaltation	0	0	0	0	1	0	1	0	0	1	povznesení
exalted	0	0	0	0	1	0	1	0	0	1	vznešený
exam	0	0	0	0	0	0	0	0	0	0	zkouška
examination	0	0	0	1	0	1	0	0	1	0	zkouška
examine	0	0	0	0	0	0	0	0	0	0	prozkoumat
examiner	0	0	0	0	0	0	0	0	0	0	zkoušející
exasperation	1	0	1	0	0	1	0	0	0	0	podráždění
excavate	0	0	0	0	0	0	0	0	0	0	vybagrovat
excavation	0	1	0	0	0	1	0	0	1	0	vykopávka
excavator	0	0	0	0	0	0	0	0	0	0	rypadlo
exceed	0	1	0	0	1	0	1	0	0	0	překročit
exceeding	0	0	0	0	0	0	0	0	0	0	přesahující
excel	0	1	0	0	1	0	1	0	1	1	vynikat
excellence	0	0	1	0	1	0	1	0	0	1	excelence
excellent	0	0	0	0	1	0	1	0	0	1	vynikající
excepting	0	0	0	0	0	0	0	0	0	0	s výjimkou
exception	0	0	0	0	0	0	0	0	0	0	výjimka
excerpt	0	0	0	0	0	0	0	0	0	0	výňatek
excess	0	0	0	0	0	1	0	0	0	0	přebytek
excessive	0	0	0	0	0	0	0	0	0	0	nadměrný
excessively	0	0	0	0	0	0	0	0	0	0	nadměrně
exchange	0	0	0	0	0	0	1	0	0	1	výměna
excise	0	0	0	0	0	1	0	0	0	0	spotřební daň
excision	0	0	0	0	0	0	0	0	0	0	vyříznutí
excitability	0	0	0	0	0	0	0	0	0	0	vzrušivost
excitable	0	0	0	0	0	0	1	0	0	0	vzrušivý
excitation	1	1	0	1	1	0	1	0	1	0	excitace
excite	1	1	0	1	1	0	1	0	1	0	rozrušit
excited	0	1	0	0	1	0	1	0	1	1	vzrušený
excitement	0	1	0	0	1	0	1	0	1	0	vzrušení
exciting	0	1	0	0	1	0	1	0	1	0	vzrušující
exclaim	0	0	0	0	0	0	0	0	1	0	zvolat
excluded	0	0	1	0	0	1	0	1	0	0	vyloučeno
excluding	0	0	0	0	0	1	0	1	0	0	vyjma
exclusion	0	0	1	1	0	1	0	1	0	0	vyloučení
excrement	0	0	1	0	0	1	0	0	0	0	exkrementy
excretion	0	0	1	0	0	0	0	0	0	0	vylučování
excruciating	0	0	0	1	0	1	0	0	0	0	nesnesitelné
excursion	0	0	0	0	0	0	0	0	0	0	výlet
excuse	0	0	0	0	0	1	0	0	0	0	omluva
execute	0	0	0	0	0	0	0	0	0	0	vykonat
execution	1	0	0	1	0	1	0	1	0	1	provedení
executioner	1	0	0	1	0	1	0	1	0	0	kat
executive	0	0	0	0	0	0	0	0	0	0	výkonný
executor	0	0	0	0	0	0	0	0	0	1	vykonavatel
exegesis	0	0	0	0	0	0	0	0	0	0	exegeze
exemplar	0	0	0	0	0	0	0	0	0	0	exemplární
exemplary	0	0	0	0	0	0	1	0	0	0	příkladný
exemplify	0	0	0	0	0	0	0	0	0	0	ukázat příkladem
exempt	0	0	0	0	0	0	0	0	0	0	osvobozeno
exemption	0	0	0	0	0	0	1	0	0	0	osvobození
exercise	0	0	0	0	0	0	0	0	0	0	cvičení
exert	0	0	0	0	0	0	0	0	0	0	vynaložit
exertion	0	0	0	0	0	0	0	0	0	0	námaha
exhale	0	0	0	0	0	0	0	0	0	0	vydechnout
exhaust	0	0	0	0	0	1	0	0	0	0	vyčerpat
exhausted	0	0	0	0	0	1	0	1	0	0	vyčerpaný
exhaustion	0	1	0	0	0	1	0	1	0	0	vyčerpání
exhaustive	0	0	0	0	0	0	0	0	0	1	vyčerpávající
exhibit	0	0	0	0	0	0	0	0	0	0	exponát
exhibition	0	0	0	0	0	0	0	0	0	0	výstava
exhilaration	0	0	0	0	1	0	1	0	1	0	rozjařenost
exhort	0	0	0	0	0	0	1	0	0	0	nabádat
exhortation	0	0	0	0	0	0	1	0	0	0	napomenutí
exigent	0	1	1	1	0	1	0	0	1	0	naléhavý
exile	1	0	0	1	0	1	0	1	0	0	vyhnanství
exist	0	0	0	0	0	0	0	0	0	0	existovat
existence	0	0	0	0	0	0	1	0	0	0	existence
existent	0	0	0	0	0	0	0	0	0	0	existující
existing	0	0	0	0	0	0	0	0	0	0	existující
exit	0	0	0	0	0	0	0	0	0	0	výstup
exodus	0	0	0	0	0	0	0	0	0	0	exodus
exorbitant	0	0	0	0	0	0	0	0	0	0	horentní
exorcism	0	0	0	1	0	1	0	1	0	0	zaříkání
exorcist	0	0	0	0	0	0	0	0	0	0	exorcista
exotic	0	0	0	0	0	0	1	0	0	0	exotický
expand	0	0	0	0	0	0	0	0	0	0	rozšířit
expanded	0	0	0	0	0	0	0	0	0	0	rozšířený
expanse	0	0	0	0	0	0	0	0	0	0	rozloha
expansion	0	0	0	0	0	0	0	0	0	0	rozšíření
expansive	0	0	0	0	0	0	0	0	0	0	expanzivní
expatriate	0	0	0	0	0	1	0	0	0	0	vystěhovalec
expect	0	1	0	0	0	0	1	0	1	1	očekávat
expectancy	0	1	0	0	0	0	0	0	0	0	očekávání
expectant	0	1	0	0	0	0	0	0	0	0	nastávající
expectation	0	1	0	0	0	0	1	0	0	0	očekávání
expected	0	1	0	0	0	0	0	0	0	0	očekávaný
expecting	0	1	0	0	0	0	0	0	0	0	očekává
expediency	0	0	0	0	0	0	0	0	0	0	účelnost
expedient	0	0	0	0	1	0	1	0	0	1	výhodný
expedite	0	0	0	0	0	0	0	0	0	0	urychlit
expedition	0	1	0	0	0	0	1	0	0	0	expedice
expeditious	0	0	0	0	0	0	0	0	0	0	rychlé
expel	1	0	1	1	0	1	0	1	0	0	vyloučit
expenditure	0	0	0	0	0	1	0	0	0	0	výdaje
expense	0	0	0	0	0	0	0	0	0	0	výdaj
expenses	0	0	0	0	0	1	0	0	0	0	výdaje
expensive	0	0	0	0	0	0	0	0	0	0	drahý
experience	0	0	0	0	0	0	0	0	0	0	Zkušenosti
experienced	0	0	0	0	0	0	1	0	0	1	zkušený
experiences	0	0	0	0	0	0	0	0	0	0	zkušenosti
experiment	0	1	0	0	0	0	0	0	1	0	experiment
experimental	0	0	0	0	0	0	0	0	0	0	experimentální
experimenter	0	0	0	0	0	0	0	0	0	0	experimentátor
expert	0	0	0	0	0	0	1	0	0	1	expert
expertise	0	0	0	0	0	0	1	0	0	1	odbornost
expiration	0	0	0	0	0	0	0	0	0	0	vypršení
expire	0	0	0	0	0	1	0	1	0	0	vyprší platnost
expired	0	0	0	0	0	1	0	0	0	0	platnost vypršela
expiry	0	0	0	0	0	0	0	0	0	0	uplynutí
explain	0	0	0	0	0	0	1	0	0	1	vysvětlit
explanation	0	0	0	0	0	0	0	0	0	0	vysvětlení
explanatory	0	0	0	0	0	0	0	0	0	0	vysvětlující
expletive	1	0	0	0	0	1	0	0	0	0	nadávka
explication	0	0	0	0	0	0	0	0	0	0	vysvětlení
explode	1	0	0	1	0	1	0	1	1	0	explodovat
exploit	0	0	0	0	0	0	0	0	0	0	využívat
explore	0	1	0	0	0	0	0	0	0	0	prozkoumat
explorer	0	0	0	0	0	0	0	0	0	0	badatel
explosion	0	0	0	1	0	1	0	0	1	0	výbuch
explosive	1	1	0	1	0	1	0	0	1	0	explozivní
exponent	0	0	0	0	0	0	0	0	0	0	exponent
exponential	0	0	0	0	0	0	0	0	0	0	exponenciální
export	0	0	0	0	0	0	0	0	0	0	vývozní
exportation	0	0	0	0	0	0	0	0	0	0	vývoz
expose	0	1	0	1	0	0	0	0	0	0	odhalit
exposed	0	0	0	0	0	1	0	0	0	0	vystavený
exposition	0	0	0	0	0	0	0	0	0	0	expozice
expository	0	0	0	0	0	0	0	0	0	0	expozice
exposure	0	0	0	0	0	0	0	0	0	0	vystavení
expound	0	0	0	0	0	0	0	0	0	0	vysvětlit
express	0	0	0	0	0	0	0	0	0	0	vyjádřit
expression	0	0	0	0	0	0	0	0	0	0	výraz
