English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Ukrainian Word
conflagration	1	0	0	1	0	1	0	0	0	0	пожежа
conflict	1	0	0	1	0	1	0	1	0	0	конфлікт
conflicting	0	0	0	0	0	1	0	0	0	0	конфліктні
confluence	0	0	0	0	0	0	0	0	0	0	злиття
conformance	0	0	0	0	0	0	1	0	0	0	відповідність
conformation	0	0	0	0	0	0	0	0	0	0	конформація
conformity	0	0	0	0	0	0	0	0	0	1	відповідність
confound	0	0	0	0	0	1	0	0	0	0	збентежити
confounded	0	0	0	0	0	1	0	0	0	0	збентежений
confront	1	0	0	0	0	0	0	0	0	0	протистояти
confuse	0	0	0	0	0	1	0	0	0	0	плутати
confusion	1	0	0	1	0	1	0	0	0	0	спантеличеність
congenial	0	0	0	0	0	0	1	0	0	0	конгеніальний
congenital	0	0	0	0	0	0	0	0	0	0	вроджені
congestion	0	0	0	0	0	1	0	0	0	0	затори
conglomerate	0	0	0	0	0	0	0	0	0	1	конгломерат
conglomeration	0	0	0	0	0	0	0	0	0	0	конгломерат
congratulatory	0	0	0	0	1	0	1	0	0	0	вітальні
congregate	0	0	0	0	0	0	0	0	0	0	збиратися
congregation	0	0	0	0	0	0	1	0	0	1	конгрегація
congress	0	0	1	0	0	0	0	0	0	1	з'їзд
congressional	0	0	0	0	0	0	0	0	0	0	конгресовий
congressman	0	0	0	0	0	0	0	0	0	1	конгресмен
congruence	0	0	0	0	0	0	1	0	0	1	конгруентність
conic	0	0	0	0	0	0	0	0	0	0	конічний
conical	0	0	0	0	0	0	0	0	0	0	конічні
conjecture	0	1	0	0	0	0	0	0	0	0	припущення
conjugal	0	0	0	0	0	0	0	0	0	0	подружній
conjugate	0	0	0	0	0	0	0	0	0	0	сполучений
conjugation	0	0	0	0	0	0	0	0	0	0	сполучення
conjunction	0	0	0	0	0	0	0	0	0	0	сполучник
conjunctive	0	0	0	0	0	0	0	0	0	0	сполучник
conjure	0	1	0	0	0	0	0	0	1	0	чаклувати
conjuring	0	0	0	0	0	1	0	0	0	0	чаклування
connect	0	0	0	0	0	0	0	0	0	0	підключити
connected	0	0	0	0	0	0	0	0	0	0	підключений
connection	0	0	0	0	0	0	0	0	0	0	підключення
connective	0	0	0	0	0	0	0	0	0	1	сполучний
connoisseur	0	0	0	0	1	0	1	0	0	1	знавець
conquer	0	0	0	0	0	0	0	0	0	0	завоювати
conqueror	0	0	0	0	0	0	0	0	0	0	завойовник
conquest	1	0	0	1	0	1	0	0	0	0	завоювання
conscience	0	0	0	0	0	0	1	0	0	1	совість
conscientious	0	0	0	0	0	0	1	0	0	1	сумлінний
consciousness	0	0	0	0	0	0	1	0	0	0	свідомість
conscription	0	0	0	0	0	0	0	0	0	0	призов на військову службу
consecration	0	1	0	0	1	0	1	1	0	1	освячення
consecutive	0	0	0	0	0	0	0	0	0	0	послідовний
consent	0	0	0	0	0	0	0	0	0	0	згода
consenting	0	0	0	0	0	0	0	0	0	0	погоджуючись
consequence	0	0	0	0	0	0	0	0	0	0	наслідок
consequent	0	1	0	0	0	0	0	0	0	0	наслідок
conservation	0	1	0	0	0	0	1	0	0	1	збереження
conservatism	0	0	0	0	0	0	0	0	0	0	консерватизм
conservative	0	0	0	0	0	0	0	0	0	0	консервативний
conservatory	0	0	0	0	0	0	0	0	0	0	консерваторія
conserve	0	0	0	0	0	0	1	0	0	0	консервувати
considerable	0	0	0	0	0	0	1	0	0	0	значний
considerate	0	0	0	0	0	0	1	0	0	1	уважний
consignee	0	0	0	0	0	0	0	0	0	0	вантажоодержувач
consignment	0	0	0	0	0	0	0	0	0	0	консигнація
consistency	0	0	0	0	0	0	1	0	0	1	послідовність
consistent	0	0	0	0	0	0	0	0	0	0	послідовний
consolation	0	0	0	0	0	0	0	0	0	0	розрада
console	0	0	0	0	0	0	1	1	0	0	консоль
consolidate	0	0	0	0	0	0	0	0	0	0	консолідувати
consolidation	0	0	0	0	0	0	0	0	0	0	консолідація
consonant	0	0	0	0	0	0	1	0	0	0	приголосний
consort	0	0	0	0	0	0	0	0	0	1	дружина
conspicuous	0	0	0	0	0	0	0	0	0	0	помітний
conspiracy	0	0	0	1	0	0	0	0	0	0	змова
conspirator	1	1	1	1	0	1	0	0	0	0	змовник
conspire	0	0	0	1	0	1	0	0	0	0	змовитися
constable	0	0	0	0	0	0	0	0	0	1	констебль
constancy	0	0	0	0	0	0	1	0	0	1	постійність
constant	0	0	0	0	0	0	1	0	0	1	постійний
constantly	0	0	0	0	0	0	0	0	0	1	постійно
constellation	0	0	0	0	0	0	0	0	0	0	сузір'я
consternation	1	0	0	1	0	1	0	0	0	0	жах
constipation	0	0	1	0	0	1	0	0	0	0	запор
constituent	0	0	0	0	0	0	0	0	0	0	складова
constituents	0	0	0	0	0	0	0	0	0	0	складові
constitute	0	0	0	0	0	0	0	0	0	1	складають
constitution	0	0	0	0	0	0	0	0	0	0	конституція
constitutional	0	0	0	0	0	0	1	0	0	1	конституційний
constitutionality	0	0	0	0	0	0	0	0	0	0	конституційність
constrain	0	0	0	1	0	1	0	0	0	0	обмежити
constrained	0	0	0	0	0	1	0	0	0	0	обмежений
constraint	1	0	0	1	0	1	0	1	0	0	обмеження
construct	0	0	0	0	0	0	1	0	0	0	побудувати
construction	0	0	0	0	0	0	0	0	0	0	будівництво
construe	0	0	0	0	0	0	0	0	0	0	тлумачити
consul	0	0	0	0	0	0	0	0	0	1	консул
consult	0	0	0	0	0	0	0	0	0	1	проконсультуватися
consultation	0	0	0	0	0	0	0	0	0	0	консультація
consume	0	0	0	0	0	0	0	0	0	0	споживати
consuming	0	0	0	0	0	0	0	0	0	0	споживання
consummate	0	0	0	0	0	0	1	0	0	0	неперевершений
consummation	0	0	0	0	0	0	0	0	0	0	завершення
consumption	0	0	0	0	0	0	0	0	0	0	споживання
contact	0	0	0	0	0	0	1	0	0	0	контакт
contagion	0	1	1	1	0	1	0	0	0	0	зараження
contagious	0	0	1	1	0	1	0	0	0	0	заразний
containment	0	0	0	0	0	0	0	0	0	0	стримування
contaminate	0	0	1	0	0	1	0	0	0	0	забруднюють
contaminated	0	0	1	1	0	1	0	1	0	0	забруднені
contamination	0	0	1	0	0	1	0	0	0	0	забруднення
contemplate	0	0	0	0	0	0	0	0	0	0	споглядати
contemplation	0	0	0	0	0	0	1	0	0	0	споглядання
contemplative	0	0	0	0	0	0	0	0	0	0	споглядальний
contemporaneous	0	0	0	0	0	0	0	0	0	0	одночасний
contemporary	0	0	0	0	0	0	0	0	0	0	сучасний
contempt	1	0	1	1	0	1	0	0	0	0	презирство
contemptible	1	0	1	0	0	1	0	0	0	0	презирливий
contemptuous	1	0	0	0	0	1	0	0	0	0	зневажливий
contending	0	0	0	0	0	0	0	0	0	0	змагаючись
content	0	0	0	0	1	0	1	0	0	1	вміст
contention	0	0	0	0	0	0	0	0	0	0	суперечка
contentious	1	0	1	1	0	1	0	0	0	0	спірний
contents	0	0	0	0	0	0	0	0	0	0	вміст
context	0	0	0	0	0	0	0	0	0	0	контекст
contiguous	0	0	0	0	0	0	0	0	0	0	суміжні
continence	0	0	0	0	0	0	0	0	0	0	стриманість
continent	0	0	0	0	0	0	0	0	0	0	континент
continental	0	0	0	0	0	0	0	0	0	0	континентальний
contingency	0	0	0	0	0	0	0	0	0	0	непередбачені обставини
contingent	0	1	0	0	0	0	0	0	0	0	контингент
continual	0	0	0	0	0	0	0	0	0	0	безперервний
continually	0	0	0	0	0	0	0	0	0	0	постійно
continuance	0	0	0	0	0	0	0	0	0	0	продовження
continuation	0	1	0	0	0	0	0	0	0	0	продовження
continue	0	1	0	0	0	0	1	0	0	1	продовжувати
continued	0	0	0	0	0	0	0	0	0	0	продовження
continuing	0	0	0	0	0	0	0	0	0	0	продовження
continuity	0	0	0	0	0	0	0	0	0	0	безперервність
continuous	0	0	0	0	0	0	0	0	0	0	безперервний
continuously	0	0	0	0	0	0	0	0	0	0	безперервно
contour	0	0	0	0	0	0	1	0	0	0	контур
contraband	1	0	1	1	0	1	0	0	0	0	контрабанда
contract	0	0	0	0	0	0	0	0	0	0	договір
contracted	0	0	0	0	0	1	0	0	0	0	підрядний
contractile	0	0	0	0	0	0	0	0	0	0	скоротливий
contracting	0	0	0	0	0	0	0	0	0	0	підрядний
contraction	0	0	0	0	0	0	0	0	0	0	скорочення
contradict	1	0	0	0	0	1	0	0	0	0	суперечити
contradiction	0	0	0	0	0	1	0	0	0	0	протиріччя
contradictory	0	0	0	0	0	1	0	0	0	0	суперечливий
contrary	0	0	0	0	0	1	0	0	0	0	всупереч
contrast	0	0	0	0	0	0	0	0	0	0	контраст
contrasted	0	0	0	0	0	1	0	0	0	0	контрастний
contravene	0	0	0	0	0	1	0	0	0	0	суперечити
contravention	0	0	0	0	0	1	0	0	0	0	порушення
contribute	0	0	0	0	0	0	1	0	0	0	сприяти
contributor	0	0	0	0	0	0	1	0	0	1	вкладник
contrived	0	0	0	0	0	0	0	0	0	0	надуманий
control	0	0	0	0	0	0	0	0	0	0	КОНТРОЛЬ
controversial	1	0	0	0	0	1	0	0	0	0	суперечливий
controversy	0	0	0	0	0	1	0	0	0	0	суперечка
conundrum	0	0	0	0	0	0	0	0	0	0	загадка
convalescent	0	0	0	0	0	0	0	0	0	0	реконвалесцент
convection	0	0	0	0	0	0	0	0	0	0	конвекція
convene	0	0	0	0	0	0	0	0	0	0	скликати
convenience	0	0	0	0	0	0	1	0	0	0	зручність
conveniences	0	0	0	0	0	0	0	0	0	0	зручності
convenient	0	0	0	0	0	0	1	0	0	0	зручний
convent	0	0	0	0	0	0	1	0	0	1	монастир
convention	0	0	0	0	0	0	1	0	0	0	конвенції
conventional	0	0	0	0	0	0	0	0	0	0	звичайний
converge	0	0	0	0	0	0	0	0	0	0	сходитися
convergence	0	1	0	0	0	0	0	0	0	0	конвергенція
convergent	0	0	0	0	0	0	0	0	0	0	конвергентний
conversant	0	0	0	0	0	0	1	0	0	0	обізнаний
conversation	0	0	0	0	0	0	0	0	0	0	розмова
conversational	0	0	0	0	0	0	1	0	0	0	розмовний
converse	0	0	0	0	0	0	0	0	0	0	розмовляти
conversing	0	0	0	0	0	0	0	0	0	0	розмовляючи
conversion	0	0	0	0	0	0	0	0	0	0	перетворення
convert	0	0	0	0	0	0	1	0	0	0	конвертувати
converted	0	0	0	0	0	0	0	0	0	0	перетворений
convertible	0	0	0	0	0	0	0	0	0	0	кабріолет
convex	0	0	0	0	0	0	0	0	0	0	опуклий
convexity	0	0	0	0	0	0	0	0	0	0	опуклість
convey	0	0	0	0	0	0	0	0	0	0	передати
conveyance	0	0	0	0	0	0	0	0	0	0	перевезення
conveyancing	0	0	0	0	0	0	0	0	0	1	транспортування
convict	1	0	1	1	0	1	0	1	0	0	засуджений
conviction	0	0	0	0	0	1	0	0	0	0	переконання
convince	0	1	0	0	0	0	1	0	0	1	переконати
convinced	0	0	0	0	0	0	0	0	0	1	переконаний
convincing	0	0	0	0	0	0	0	0	0	1	переконливий
convocation	0	0	0	0	0	0	0	0	0	0	скликання
convoluted	0	0	0	0	0	0	0	0	0	0	заплутаний
convolution	0	0	0	0	0	0	0	0	0	0	згортка
convoy	0	0	0	0	0	0	0	0	0	0	конвой
coo	0	0	0	0	0	0	0	0	0	0	воркувати
cook	0	0	0	0	0	0	0	0	0	0	готувати
cookery	0	0	0	0	0	0	0	0	0	0	кулінарія
cooking	0	0	0	0	0	0	0	0	0	0	приготування їжі
cool	0	0	0	0	0	0	1	0	0	0	круто
cooler	0	0	0	0	0	0	0	0	0	0	кулер
cooling	0	0	0	0	0	0	0	0	0	0	охолодження
coolness	0	0	0	0	0	0	1	0	0	0	прохолода
coop	1	0	1	0	0	1	0	0	0	0	кооператив
cooperate	0	0	0	0	0	0	1	0	0	0	співпрацювати
cooperating	0	0	0	0	0	0	1	0	0	1	співпрацюючи
cooperation	0	0	0	0	0	0	1	0	0	1	співробітництво
cooperative	0	0	0	0	0	0	1	0	0	1	кооператив
coordinate	0	0	0	0	0	0	0	0	0	0	координата
cop	0	0	0	1	0	0	0	0	0	1	поліцейський
copious	0	0	0	0	0	0	0	0	0	0	рясний
copper	0	0	0	0	0	0	0	0	0	0	мідь
copy	0	0	0	0	0	1	0	0	0	0	копія
copycat	1	0	1	0	0	1	0	0	0	0	імітатор
copying	0	0	0	0	0	0	0	0	0	0	копіювання
copyright	0	0	0	0	0	0	0	0	0	0	авторське право
coral	0	0	0	0	0	0	0	0	0	0	кораловий
cord	0	0	0	0	0	0	0	0	0	0	шнур
cordon	0	0	0	0	0	0	0	0	0	0	кордон
corduroy	0	0	0	0	0	0	0	0	0	0	вельвет
core	0	0	0	0	0	0	1	0	0	0	ядро
cork	0	0	0	0	0	0	0	0	0	0	пробка
corkscrew	0	0	0	0	0	0	0	0	0	0	штопор
corn	0	0	0	0	0	0	0	0	0	0	кукурудза
cornea	0	0	0	0	0	0	0	0	0	0	рогівка
corner	0	0	0	0	0	0	0	0	0	0	куточок
cornet	0	0	0	0	0	0	0	0	0	0	корнет
cornice	0	0	0	0	0	0	0	0	0	0	карниз
cornstarch	0	0	0	0	0	0	0	0	0	0	кукурудзяний крохмаль
corollary	0	0	0	0	0	0	0	0	0	0	наслідок
corona	0	0	0	0	0	0	0	0	0	0	корона
coronation	0	0	0	0	1	0	1	0	0	1	коронація
coroner	0	0	0	0	0	1	0	0	0	0	коронер
corporal	0	0	0	0	0	1	0	0	0	0	капрал
corporate	0	0	0	0	0	0	0	0	0	0	корпоративний
corporation	0	0	0	0	0	0	1	0	0	1	корпорація
corporeal	0	0	0	0	0	0	1	0	0	0	тілесний
corps	0	0	0	0	0	0	0	0	0	0	корпусу
corpse	0	0	1	0	0	1	0	1	0	0	труп
corpus	0	0	0	0	0	0	0	0	0	0	корпус
corral	0	0	0	0	0	0	0	0	0	0	загін
correction	0	0	0	0	0	1	0	0	0	0	корекція
corrective	0	0	0	0	0	0	1	0	0	0	коригуючий
correctness	0	0	0	0	0	0	0	0	0	1	правильність
correlation	0	0	0	0	0	0	0	0	0	0	кореляція
correlative	0	0	0	0	0	0	0	0	0	0	корелятивний
correspond	0	0	0	0	0	0	0	0	0	0	листуватися
correspondence	0	1	0	0	0	0	1	0	0	0	листування
correspondent	0	0	0	0	0	0	0	0	0	0	кореспондент
corridor	0	0	0	0	0	0	0	0	0	0	коридор
corroborate	0	0	0	0	0	0	1	0	0	1	підтвердити
corroboration	0	0	0	0	0	0	0	0	0	1	підтвердження
corrosion	0	0	0	0	0	1	0	0	0	0	корозії
corrosive	0	0	0	1	0	1	0	0	0	0	корозійний
corrupt	0	0	0	0	0	1	0	0	0	0	корумпований
corrupting	1	0	1	1	0	1	0	1	0	0	розбещуючи
corruption	0	0	1	0	0	1	0	0	0	0	корупція
corse	0	0	0	0	0	0	0	1	0	0	корс
corset	0	0	0	0	0	0	0	0	0	0	корсет
cortex	0	0	0	0	0	0	0	0	0	0	кора
cortical	0	0	0	0	0	0	0	0	0	0	корковий
corvette	0	0	0	0	0	0	0	0	0	0	корвет
cosmetic	0	0	0	0	0	0	0	0	0	0	косметичний
cosmetics	0	0	0	0	0	0	0	0	0	0	косметичні засоби
cosmic	0	0	0	0	0	0	0	0	0	0	космічний
cosmology	0	0	0	0	0	0	0	0	0	0	космологія
cosmopolitan	0	0	0	0	0	0	1	0	0	1	космополітичний
cosmos	0	0	0	0	0	0	0	0	0	0	космос
cost	0	0	0	0	0	0	0	0	0	0	вартість
costly	0	0	0	0	0	0	0	0	0	0	дорогий
costume	0	0	0	0	0	0	0	0	0	0	костюм
cosy	0	0	0	0	0	0	1	0	0	0	затишний
cot	0	0	0	0	0	0	0	0	0	0	ліжечко
cote	0	0	0	0	0	0	0	0	0	0	коте
cottage	0	0	0	0	0	0	0	0	0	0	котедж
cotton	0	0	0	0	0	0	0	0	0	0	бавовна
couch	0	0	0	0	0	0	0	1	0	0	диван
cougar	0	0	0	0	0	0	0	0	0	0	пума
cough	0	0	1	0	0	1	0	0	0	0	кашель
council	0	1	0	0	0	0	1	0	0	1	ради
counsel	0	0	0	0	0	0	1	0	0	1	радник
counsellor	1	0	0	1	0	1	0	0	0	1	консультант
counselor	0	0	0	0	0	0	1	0	0	1	консультант
count	0	0	0	0	0	0	1	0	0	1	рахувати
countdown	0	1	0	0	0	0	0	0	0	0	зворотній відлік
countenance	0	0	0	0	0	0	0	0	0	0	обличчя
counter	0	0	0	0	0	0	0	0	0	0	лічильник
counteract	0	0	0	0	0	0	0	0	0	0	протидіяти
counterbalance	0	0	0	0	0	0	0	0	0	0	противага
counterclaim	0	0	0	0	0	0	0	0	0	0	зустрічний позов
counterpart	0	0	0	0	0	0	0	0	0	0	відповідник
countess	0	0	0	0	0	0	1	0	0	0	графиня
countless	0	0	0	0	0	0	0	0	0	0	незліченні
country	0	0	0	0	0	0	0	0	0	0	країна
countryman	0	0	0	0	0	0	0	0	0	1	земляк
counts	0	0	0	0	0	0	0	0	0	0	розраховує
county	0	0	0	0	0	0	0	0	0	1	повіт
coup	1	0	0	0	0	0	0	0	1	0	переворот
couple	0	0	0	0	0	0	0	0	0	0	пара
coupled	0	0	0	0	0	0	0	0	0	0	поєднані
coupon	0	0	0	0	0	0	0	0	0	0	купон
courage	0	0	0	0	0	0	1	0	0	0	мужність
courageous	0	0	0	1	0	0	1	0	0	0	мужній
courier	0	0	0	0	0	0	0	0	0	1	кур'єр
courses	0	0	0	0	0	0	0	0	0	0	курси
coursing	0	0	0	0	0	1	0	0	0	0	курсування
court	1	1	0	1	0	0	0	0	0	0	суд
courteous	0	0	0	0	0	0	1	0	0	0	ввічливий
courtesy	0	0	0	0	0	0	1	0	0	0	ввічливість
courthouse	0	0	0	0	0	0	0	0	0	0	будинок суду
courts	0	0	0	0	0	0	0	0	0	0	суди
courtship	0	1	0	0	1	0	1	0	0	1	залицяння
courtyard	0	0	0	0	0	0	0	0	0	0	подвір'я
cove	0	1	1	1	1	0	1	0	0	0	бухта
covenant	0	0	0	0	0	0	1	0	0	1	заповіт
cover	0	0	0	0	0	0	0	0	0	1	кришка
covered	0	0	0	0	0	0	0	0	0	0	покритий
covering	0	0	0	0	0	0	0	0	0	0	покриття
covert	0	0	0	0	0	0	0	0	0	0	прихований
covet	0	0	0	0	0	1	0	0	0	0	жадати
cow	0	0	0	0	0	0	0	0	0	0	корова
coward	0	0	1	1	0	1	0	1	0	0	боягуз
cowardice	0	0	0	1	0	1	0	0	0	0	боягузтво
cowardly	0	0	0	1	0	1	0	0	0	0	боягузливий
cowboy	0	0	0	0	0	0	0	0	0	0	ковбой
cowhide	0	0	0	0	0	0	0	0	0	0	волова шкура
cowl	0	0	0	0	0	0	0	0	0	0	капот
coworker	0	0	0	0	0	0	0	0	0	0	колега по роботі
coy	0	0	0	1	0	0	0	0	0	0	скромний
coyote	0	0	0	1	0	0	0	0	0	0	койот
crab	0	0	0	0	0	0	0	0	0	0	краб
crabby	1	0	0	0	0	1	0	0	0	0	роздратований
crack	0	0	0	0	0	1	0	0	0	0	тріщина
cracked	1	0	0	1	0	1	0	0	0	0	тріснутий
cracker	0	0	0	0	0	0	0	0	0	0	зломщик
cracking	0	0	0	0	0	1	0	0	0	0	розтріскування
crackle	0	0	0	0	0	0	0	0	0	0	тріск
cradle	0	1	0	0	1	0	1	0	0	1	колиска
craft	0	0	0	0	0	0	1	0	0	0	ремесло
craftsman	0	0	0	0	0	0	1	0	0	0	ремісник
crafty	0	0	0	0	0	0	0	0	0	0	хитрий
craig	0	0	0	0	0	0	0	0	0	0	Крейг
crammed	0	0	0	0	0	0	0	0	0	0	набитий
cramp	0	1	0	0	0	1	0	0	0	0	судома
cramped	0	0	0	0	0	1	0	0	0	0	тісно
crane	0	0	0	0	0	0	0	0	0	0	кран
cranium	0	0	0	0	0	0	0	0	0	0	черепна коробка
crank	0	0	0	0	0	1	0	0	0	0	кривошип
cranky	1	0	0	0	0	1	0	0	0	0	вередливий
crap	0	0	1	0	0	1	0	0	0	0	лайно
craps	0	1	0	0	0	0	0	0	0	0	крепс
crash	0	0	0	1	0	1	0	1	1	0	аварія
crate	0	0	0	0	0	0	0	0	0	0	ящик
crater	0	0	0	0	0	0	0	0	0	0	кратер
crave	0	1	0	0	0	0	0	0	0	0	жадати
craving	0	1	0	0	0	0	0	0	0	0	тяга
crawfish	0	0	0	0	0	0	0	0	0	0	раки
crawl	0	0	1	0	0	1	0	0	0	0	повзати
crayons	0	0	0	0	0	0	0	0	0	0	олівці
craze	0	0	0	0	0	0	0	0	0	0	божевілля
crazed	1	0	0	1	0	1	0	0	0	0	божевільний
crazy	1	0	0	1	0	1	0	1	0	0	божевільний
creaking	0	0	0	0	0	1	0	0	0	0	скрип
cream	0	1	0	0	1	0	1	0	1	0	крем
creamer	0	0	0	0	0	0	0	0	0	0	крем для вершків
creamy	0	0	0	0	0	0	0	0	0	0	вершковий
crease	0	0	0	0	0	0	0	0	0	0	складка
create	0	0	0	0	1	0	1	0	0	0	створити
creation	0	0	0	0	0	0	0	0	0	0	створення
creative	0	0	0	0	0	0	1	0	0	0	творчий
creator	0	0	0	0	0	0	0	0	0	0	творець
creature	0	0	1	1	0	1	0	0	0	0	створіння
credence	0	0	0	0	0	0	1	0	0	1	довіра
credential	0	0	0	0	0	0	1	0	0	1	облікові дані
credentials	0	0	0	0	0	0	0	0	0	0	облікові дані
credibility	0	0	0	0	0	0	1	0	0	1	надійність
credible	0	0	0	0	0	0	1	0	0	1	достовірний
credit	0	0	0	0	0	0	1	0	0	1	кредит
creditable	0	0	0	0	0	0	1	0	0	1	похвальний
credited	0	0	0	0	0	0	1	0	0	0	зараховано
crediting	0	0	0	0	0	0	0	0	0	0	кредитування
creditor	0	0	0	0	0	0	0	0	0	0	кредитор
creed	0	0	0	0	0	0	0	0	0	0	віровчення
creek	0	0	0	0	0	0	0	0	0	0	струмок
creep	0	0	0	0	0	1	0	0	0	0	повзучість
creeping	0	1	0	0	0	0	0	0	0	0	повзучий
cremation	0	0	0	0	0	0	0	1	0	0	кремація
creole	0	0	0	0	0	0	0	0	0	0	креольський
crescendo	0	1	0	0	1	0	1	0	1	1	крещендо
crescent	0	0	0	0	0	0	0	0	0	0	півмісяць
crevice	0	0	0	0	0	0	0	0	0	0	щілина
crew	0	0	0	0	0	0	0	0	0	1	екіпаж
crib	0	0	0	0	0	0	0	0	0	0	ліжечко
cricket	0	0	0	0	0	0	0	0	0	0	крикет
crime	1	0	0	0	0	1	0	0	0	0	злочинність
criminal	1	0	1	1	0	1	0	0	0	0	кримінальний
criminality	1	0	1	1	0	1	0	0	0	0	злочинність
crimp	0	0	0	0	0	0	0	0	0	0	гофрований
crimson	0	0	0	0	0	0	0	0	0	0	малиновий
cringe	0	0	1	1	0	1	0	1	0	0	здригатися
cripple	0	0	0	1	0	1	0	1	0	0	каліка
crippled	0	0	0	0	0	1	0	1	0	0	каліка
crisis	0	0	0	0	0	1	0	0	0	0	криза
crisp	0	0	0	0	0	1	0	0	0	1	хрусткий
criterion	0	0	0	0	0	0	0	0	0	0	критерій
critic	0	0	0	0	0	1	0	0	0	0	критик
criticism	1	0	0	0	0	1	0	1	0	0	критика
criticize	1	0	1	1	0	1	0	1	0	0	критикувати
critique	0	0	0	0	0	0	1	0	0	0	критика
critter	0	0	1	0	0	0	0	0	0	0	створіння
croak	0	0	0	0	0	0	0	0	0	0	каркати
crock	0	0	0	0	0	0	0	0	0	0	кувшин
crockery	0	0	0	0	0	0	0	0	0	0	посуд
crocodile	0	0	0	1	0	0	0	0	0	0	крокодил
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	шахрай
crop	0	0	0	0	0	0	0	0	0	0	урожай
croquet	0	0	0	0	0	0	0	0	0	0	крокет
cross	1	0	0	1	0	1	0	1	0	0	хрестик
crossbow	0	0	0	0	0	0	0	0	0	0	арбалет
crossed	0	0	0	0	0	0	0	0	0	0	перехрещені
crossing	0	0	0	0	0	0	0	0	0	0	перетин
crotch	0	0	0	0	0	0	0	0	0	0	промежину
crouch	0	0	0	1	0	0	0	0	0	0	присідати
crouched	0	0	0	0	0	0	0	0	0	0	згорблений
crouching	0	0	0	1	0	1	0	0	0	0	присідання
croupier	0	0	0	0	0	0	0	0	0	0	круп'є
crow	0	0	0	0	0	0	0	0	0	0	ворона
crowd	0	0	0	0	0	0	0	0	0	0	натовп
crowded	0	0	0	0	0	0	0	0	0	0	переповнений
crown	0	0	0	0	0	0	0	0	0	0	корона
crowning	0	1	0	0	1	0	1	0	1	1	вінчання
crucial	0	0	0	0	0	0	1	0	0	1	вирішальне значення
cruciate	0	0	0	0	0	1	0	0	0	0	хрестоподібний
crucifix	0	0	0	0	0	0	0	0	0	0	розп'яття
crucifixion	1	0	1	1	0	1	0	1	0	0	розп'яття
crude	0	0	1	0	0	1	0	0	0	0	сирий
cruel	1	0	1	1	0	1	0	1	0	0	жорстокий
cruelly	1	0	0	1	0	1	0	0	0	0	жорстоко
cruelty	1	0	1	1	0	1	0	1	0	0	жорстокість
cruise	0	0	0	0	0	0	0	0	0	0	круїз
cruiser	0	0	0	0	0	0	0	0	0	0	крейсер
crumb	0	0	0	0	0	0	0	0	0	0	крихта
crumbling	0	0	0	0	0	1	0	1	0	0	розсипається
crunch	1	0	0	0	0	1	0	0	0	0	хрускіт
crusade	1	0	0	1	0	1	0	0	0	0	хрестовий похід
crush	0	0	0	0	0	0	0	0	0	0	розчавити
crushed	1	0	1	1	0	1	0	1	0	0	подрібнений
crushing	1	0	1	1	0	1	0	0	0	0	дроблення
crust	0	0	0	0	0	0	0	0	0	0	скоринка
crusty	0	0	1	0	0	1	0	0	0	0	хрусткий
crutch	0	0	0	0	0	0	0	0	0	0	милиця
crux	0	0	0	0	0	0	0	0	0	0	суть
cry	0	0	0	0	0	1	0	1	0	0	плакати
crying	0	0	0	0	0	1	0	1	0	0	плаче
crypt	0	0	0	1	0	1	0	1	0	0	склеп
cryptic	0	0	0	0	0	0	0	0	0	0	загадковий
cryptography	0	0	0	0	0	0	0	0	0	0	криптографія
crystal	0	0	0	0	0	0	1	0	0	0	кристал
crystalline	0	0	0	0	0	0	0	0	0	0	кристалічний
crystallization	0	0	0	0	0	0	0	0	0	0	кристалізація
cub	0	0	0	0	0	0	0	0	0	0	дитинча
cube	0	0	0	0	0	0	0	0	0	1	куб
cubicle	0	0	0	0	0	0	0	0	0	0	кабінка
cuckold	0	0	1	0	0	1	0	0	0	0	рогоносець
cuckoo	0	0	0	0	0	1	0	0	0	0	зозуля
cuddle	0	0	0	0	1	0	1	0	0	1	обніматися
cue	0	1	0	0	0	0	0	0	0	0	репліка
cuff	0	0	0	0	0	0	0	0	0	0	манжета
cuisine	0	0	0	0	0	0	0	0	0	0	кухня
culinary	0	0	0	0	0	0	1	0	0	1	кулінарний
cull	0	0	0	0	0	1	0	0	0	0	вибраковувати
culminate	0	0	0	0	0	0	0	0	0	0	досягають кульмінації
culmination	0	0	0	0	0	0	1	0	0	0	кульмінація
culpability	0	0	0	0	0	1	0	0	0	0	винність
culpable	0	0	0	0	0	1	0	0	0	0	винний
culprit	0	0	0	0	0	1	0	0	0	0	винуватця
cult	0	0	0	1	0	1	0	0	0	0	культ
cultivate	0	1	0	0	0	0	1	0	0	1	культивувати
cultivated	0	0	0	0	0	0	1	0	0	0	культивований
cultivation	0	0	0	0	0	0	1	0	0	0	вирощування
culture	0	0	0	0	0	0	1	0	0	0	культури
culvert	0	0	0	0	0	0	0	0	0	0	водопропускна труба
cumbersome	0	0	0	0	0	1	0	1	0	0	громіздкий
cumulus	0	0	0	0	0	0	0	0	0	0	купчасті
cunning	0	0	0	0	0	1	1	0	0	0	хитрий
cup	0	0	0	0	0	0	0	0	0	0	чашка
