English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Uzbek Word
comptroller	0	0	0	0	0	0	0	0	0	1	nazoratchi
compulsion	1	0	0	0	0	1	0	0	0	0	majburlash
compulsory	0	0	0	0	0	1	0	0	0	0	majburiy
computable	0	0	0	0	0	0	0	0	0	0	hisoblash mumkin
computation	0	0	0	0	0	0	0	0	0	0	hisoblash
compute	0	0	0	0	0	0	0	0	0	0	hisoblash
computer	0	0	0	0	0	0	0	0	0	0	kompyuter
comrade	0	0	0	0	0	0	1	0	0	1	o'rtoq
con	0	0	0	0	0	0	0	0	0	0	con
concatenation	0	0	0	0	0	0	0	0	0	0	birikma
concave	0	0	0	0	0	0	0	0	0	0	botiq
conceal	0	0	0	0	0	1	0	1	0	0	yashirmoq
concealed	0	1	0	1	0	1	0	0	1	0	yashiringan
concealment	1	1	0	1	0	1	0	0	0	0	yashirish
conceit	0	0	0	0	0	1	0	0	0	0	manmanlik
conceited	0	0	0	0	0	1	0	0	0	0	mag'rur
conceivable	0	0	0	0	0	0	0	0	0	0	tasavvur qilish mumkin
concentrate	0	0	0	0	0	0	0	0	0	0	konsentratsiyalash
concentration	0	0	0	0	0	0	0	0	0	0	diqqat
concentric	0	0	0	0	0	0	1	0	0	0	konsentrik
conception	0	0	0	0	0	0	0	0	0	0	kontseptsiya
concern	0	0	0	0	0	0	0	0	0	0	tashvish
concerned	0	0	0	1	0	0	0	1	0	0	tashvish
concert	0	0	0	0	0	0	0	0	0	0	konsert
concession	0	0	0	0	0	0	0	0	0	0	imtiyoz
concessional	0	0	0	0	0	0	0	0	0	0	imtiyozli
concierge	0	0	0	0	0	0	0	0	0	0	konsyerj
conciliation	0	0	0	0	1	0	1	0	0	1	yarashtirish
concise	0	0	0	0	0	0	0	0	0	0	qisqacha
conclave	0	0	0	0	0	0	0	0	0	0	konklav
conclude	0	0	0	0	0	0	0	0	0	0	xulosa qilish
concluding	0	0	0	0	0	0	1	0	0	0	xulosa qilish
conclusion	0	0	0	0	0	0	0	0	0	0	xulosa
concoction	0	0	0	0	0	0	0	0	0	0	uydirma
concomitant	0	0	0	0	0	0	0	0	0	0	hamroh
concord	0	0	0	0	0	0	1	0	0	1	kelishuv
concordance	0	0	0	0	0	0	1	0	0	1	muvofiqlik
concours	0	0	0	0	0	0	0	0	0	0	konkurslar
concourse	0	0	0	0	0	0	0	0	0	0	konkurs
concrete	0	0	0	0	0	0	0	0	0	0	beton
concurrence	0	0	0	0	0	0	0	0	0	0	kelishish
concurrent	0	0	0	0	0	0	0	0	0	0	bir vaqtda
concurring	0	0	0	0	0	0	0	0	0	0	kelishilgan
concussion	1	0	0	0	0	1	0	1	0	0	miya chayqalishi
condemn	1	0	0	0	0	1	0	0	0	0	qoralamoq
condemnation	1	1	1	1	0	1	0	1	0	0	qoralash
condensation	0	0	0	0	0	0	0	0	0	0	kondensatsiya
condensed	0	0	0	0	0	0	0	0	0	0	quyuqlashgan
condescending	0	0	0	0	0	1	0	0	0	0	kamsituvchi
condescension	1	0	1	0	0	1	0	1	0	0	kamsitish
condiment	0	0	0	0	0	0	0	0	0	0	ziravorlar
condition	0	0	0	0	0	0	0	0	0	0	holat
conditional	0	0	0	0	0	0	0	0	0	0	shartli
conditionally	0	0	0	0	0	0	0	0	0	0	shartli ravishda
conditioned	0	0	0	0	0	0	0	0	0	0	shartlangan
conditions	0	0	0	0	0	0	0	0	0	0	sharoitlar
condolence	0	0	0	0	0	0	1	1	0	0	hamdardlik
condone	0	0	0	0	0	0	1	0	0	0	kechirish
conducive	0	0	0	0	0	0	1	0	0	0	qulay
conduct	0	0	0	0	0	0	0	0	0	0	o'tkazish
conduction	0	0	0	0	0	0	0	0	0	0	o'tkazish
conductivity	0	0	0	0	0	0	1	0	0	0	o'tkazuvchanlik
conductor	0	0	0	0	0	0	0	0	0	0	dirijyor
conduit	0	0	0	0	0	0	0	0	0	0	o'tkazgich
cone	0	0	0	0	0	0	0	0	0	0	konus
confederate	0	0	0	0	0	0	1	0	0	1	konfederatsiya
confederation	0	0	0	0	0	0	0	0	0	0	konfederatsiya
confer	0	0	0	0	0	0	0	0	0	0	konferentsiya
conference	0	0	0	0	0	0	0	0	0	0	konferensiya
confess	0	0	0	0	0	1	1	0	0	1	tan olmoq
confession	0	1	0	1	0	1	0	1	1	0	tan olish
confessional	0	0	0	1	0	0	0	0	0	1	tan oluvchi
confessions	0	0	0	0	0	0	0	0	0	0	tan olishlar
confide	0	0	0	0	0	0	0	0	0	1	ishontirish
confidence	0	0	0	1	1	0	1	0	0	1	ishonch
confident	0	0	0	0	1	0	1	0	0	1	o'ziga ishongan
confidential	0	0	0	0	0	0	0	0	0	1	maxfiy
confidentially	0	0	0	0	0	0	0	0	0	1	maxfiy tarzda
configuration	0	0	0	0	0	0	0	0	0	0	konfiguratsiya
confine	1	0	0	1	0	1	0	1	0	0	chegaralash
confined	1	0	1	1	0	1	0	1	0	0	cheklangan
confinement	1	0	0	1	0	1	0	1	0	0	qamoqqa olish
confines	0	0	0	0	0	0	0	0	0	0	chegaralaydi
confirm	0	0	0	0	0	0	0	0	0	0	tasdiqlang
confirmation	0	0	0	0	0	0	0	0	0	1	tasdiqlash
confirmatory	0	0	0	0	0	0	0	0	0	0	tasdiqlovchi
confirmed	0	0	0	0	0	0	1	0	0	1	tasdiqlangan
confiscate	1	0	0	0	0	1	0	1	0	0	musodara qilish
confiscation	0	0	0	0	0	1	0	0	0	0	musodara
conflagration	1	0	0	1	0	1	0	0	0	0	alangalanish
conflict	1	0	0	1	0	1	0	1	0	0	ziddiyat
conflicting	0	0	0	0	0	1	0	0	0	0	ziddiyatli
confluence	0	0	0	0	0	0	0	0	0	0	qo'shilish
conformance	0	0	0	0	0	0	1	0	0	0	muvofiqlik
conformation	0	0	0	0	0	0	0	0	0	0	moslashuv
conformity	0	0	0	0	0	0	0	0	0	1	muvofiqlik
confound	0	0	0	0	0	1	0	0	0	0	aralashtirmoq
confounded	0	0	0	0	0	1	0	0	0	0	chalkash
confront	1	0	0	0	0	0	0	0	0	0	duch kelmoq
confuse	0	0	0	0	0	1	0	0	0	0	chalkashtirmoq
confusion	1	0	0	1	0	1	0	0	0	0	chalkashlik
congenial	0	0	0	0	0	0	1	0	0	0	qulay
congenital	0	0	0	0	0	0	0	0	0	0	tug'ma
congestion	0	0	0	0	0	1	0	0	0	0	tirbandlik
conglomerate	0	0	0	0	0	0	0	0	0	1	konglomerat
conglomeration	0	0	0	0	0	0	0	0	0	0	konglomeratsiya
congratulatory	0	0	0	0	1	0	1	0	0	0	tabriklaymiz
congregate	0	0	0	0	0	0	0	0	0	0	yig'ilish
congregation	0	0	0	0	0	0	1	0	0	1	jamoat
congress	0	0	1	0	0	0	0	0	0	1	Kongress
congressional	0	0	0	0	0	0	0	0	0	0	kongressga tegishli
congressman	0	0	0	0	0	0	0	0	0	1	kongressmen
congruence	0	0	0	0	0	0	1	0	0	1	muvofiqlik
conic	0	0	0	0	0	0	0	0	0	0	konussimon
conical	0	0	0	0	0	0	0	0	0	0	konussimon
conjecture	0	1	0	0	0	0	0	0	0	0	faraz
conjugal	0	0	0	0	0	0	0	0	0	0	turmush qurgan
conjugate	0	0	0	0	0	0	0	0	0	0	konjugat
conjugation	0	0	0	0	0	0	0	0	0	0	konjugatsiya
conjunction	0	0	0	0	0	0	0	0	0	0	birikma
conjunctive	0	0	0	0	0	0	0	0	0	0	konjunktiv
conjure	0	1	0	0	0	0	0	0	1	0	sehrlash
conjuring	0	0	0	0	0	1	0	0	0	0	sehrlash
connect	0	0	0	0	0	0	0	0	0	0	ulanmoq
connected	0	0	0	0	0	0	0	0	0	0	ulangan
connection	0	0	0	0	0	0	0	0	0	0	ulanish
connective	0	0	0	0	0	0	0	0	0	1	bog'lovchi
connoisseur	0	0	0	0	1	0	1	0	0	1	biluvchi
conquer	0	0	0	0	0	0	0	0	0	0	zabt etmoq
conqueror	0	0	0	0	0	0	0	0	0	0	zabt etuvchi
conquest	1	0	0	1	0	1	0	0	0	0	zabt etish
conscience	0	0	0	0	0	0	1	0	0	1	vijdon
conscientious	0	0	0	0	0	0	1	0	0	1	vijdonli
consciousness	0	0	0	0	0	0	1	0	0	0	ong
conscription	0	0	0	0	0	0	0	0	0	0	muddatli harbiy xizmat
consecration	0	1	0	0	1	0	1	1	0	1	bag'ishlash
consecutive	0	0	0	0	0	0	0	0	0	0	ketma-ket
consent	0	0	0	0	0	0	0	0	0	0	rozilik
consenting	0	0	0	0	0	0	0	0	0	0	rozilik berish
consequence	0	0	0	0	0	0	0	0	0	0	oqibat
consequent	0	1	0	0	0	0	0	0	0	0	natijada
conservation	0	1	0	0	0	0	1	0	0	1	saqlash
conservatism	0	0	0	0	0	0	0	0	0	0	konservatizm
conservative	0	0	0	0	0	0	0	0	0	0	konservativ
conservatory	0	0	0	0	0	0	0	0	0	0	konservatoriya
conserve	0	0	0	0	0	0	1	0	0	0	saqlash
considerable	0	0	0	0	0	0	1	0	0	0	sezilarli
considerate	0	0	0	0	0	0	1	0	0	1	e'tiborli
consignee	0	0	0	0	0	0	0	0	0	0	qabul qiluvchi
consignment	0	0	0	0	0	0	0	0	0	0	konsignatsiya
consistency	0	0	0	0	0	0	1	0	0	1	mustahkamlik
consistent	0	0	0	0	0	0	0	0	0	0	izchil
consolation	0	0	0	0	0	0	0	0	0	0	tasalli
console	0	0	0	0	0	0	1	1	0	0	konsol
consolidate	0	0	0	0	0	0	0	0	0	0	birlashtirish
consolidation	0	0	0	0	0	0	0	0	0	0	mustahkamlash
consonant	0	0	0	0	0	0	1	0	0	0	undosh
consort	0	0	0	0	0	0	0	0	0	1	turmush o'rtog'i
conspicuous	0	0	0	0	0	0	0	0	0	0	ko'zga tashlanadigan
conspiracy	0	0	0	1	0	0	0	0	0	0	fitna
conspirator	1	1	1	1	0	1	0	0	0	0	fitnachi
conspire	0	0	0	1	0	1	0	0	0	0	til biriktirish
constable	0	0	0	0	0	0	0	0	0	1	konstabil
constancy	0	0	0	0	0	0	1	0	0	1	doimiylik
constant	0	0	0	0	0	0	1	0	0	1	doimiy
constantly	0	0	0	0	0	0	0	0	0	1	doimiy
constellation	0	0	0	0	0	0	0	0	0	0	yulduz turkumi
consternation	1	0	0	1	0	1	0	0	0	0	hayrat
constipation	0	0	1	0	0	1	0	0	0	0	ich qotishi
constituent	0	0	0	0	0	0	0	0	0	0	tarkibiy qismi
constituents	0	0	0	0	0	0	0	0	0	0	tarkibiy qismlar
constitute	0	0	0	0	0	0	0	0	0	1	tashkil qiladi
constitution	0	0	0	0	0	0	0	0	0	0	konstitutsiya
constitutional	0	0	0	0	0	0	1	0	0	1	konstitutsiyaviy
constitutionality	0	0	0	0	0	0	0	0	0	0	konstitutsiyaviylik
constrain	0	0	0	1	0	1	0	0	0	0	cheklash
constrained	0	0	0	0	0	1	0	0	0	0	cheklangan
constraint	1	0	0	1	0	1	0	1	0	0	cheklash
construct	0	0	0	0	0	0	1	0	0	0	qurish
construction	0	0	0	0	0	0	0	0	0	0	qurilish
construe	0	0	0	0	0	0	0	0	0	0	talqin qilish
consul	0	0	0	0	0	0	0	0	0	1	konsul
consult	0	0	0	0	0	0	0	0	0	1	maslahatlashing
consultation	0	0	0	0	0	0	0	0	0	0	maslahatlashuv
consume	0	0	0	0	0	0	0	0	0	0	iste'mol
consuming	0	0	0	0	0	0	0	0	0	0	iste'mol
consummate	0	0	0	0	0	0	1	0	0	0	mukammal
consummation	0	0	0	0	0	0	0	0	0	0	yakunlash
consumption	0	0	0	0	0	0	0	0	0	0	iste'mol
contact	0	0	0	0	0	0	1	0	0	0	aloqa
contagion	0	1	1	1	0	1	0	0	0	0	yuqumli kasallik
contagious	0	0	1	1	0	1	0	0	0	0	yuqumli
containment	0	0	0	0	0	0	0	0	0	0	ushlab turish
contaminate	0	0	1	0	0	1	0	0	0	0	ifloslantirmoq
contaminated	0	0	1	1	0	1	0	1	0	0	ifloslangan
contamination	0	0	1	0	0	1	0	0	0	0	ifloslanish
contemplate	0	0	0	0	0	0	0	0	0	0	tafakkur qilmoq
contemplation	0	0	0	0	0	0	1	0	0	0	tafakkur
contemplative	0	0	0	0	0	0	0	0	0	0	mulohaza yurituvchi
contemporaneous	0	0	0	0	0	0	0	0	0	0	zamondosh
contemporary	0	0	0	0	0	0	0	0	0	0	zamondosh
contempt	1	0	1	1	0	1	0	0	0	0	nafrat
contemptible	1	0	1	0	0	1	0	0	0	0	xor
contemptuous	1	0	0	0	0	1	0	0	0	0	mensimaydigan
contending	0	0	0	0	0	0	0	0	0	0	bahslashmoqda
content	0	0	0	0	1	0	1	0	0	1	mazmuni
contention	0	0	0	0	0	0	0	0	0	0	bahs
contentious	1	0	1	1	0	1	0	0	0	0	bahsli
contents	0	0	0	0	0	0	0	0	0	0	tarkibi
context	0	0	0	0	0	0	0	0	0	0	kontekst
contiguous	0	0	0	0	0	0	0	0	0	0	tutash
continence	0	0	0	0	0	0	0	0	0	0	kontinentlik
continent	0	0	0	0	0	0	0	0	0	0	qit'a
continental	0	0	0	0	0	0	0	0	0	0	kontinental
contingency	0	0	0	0	0	0	0	0	0	0	favqulodda holat
contingent	0	1	0	0	0	0	0	0	0	0	shartli
continual	0	0	0	0	0	0	0	0	0	0	doimiy
continually	0	0	0	0	0	0	0	0	0	0	doimiy ravishda
continuance	0	0	0	0	0	0	0	0	0	0	davom etish
continuation	0	1	0	0	0	0	0	0	0	0	davomi
continue	0	1	0	0	0	0	1	0	0	1	davom eting
continued	0	0	0	0	0	0	0	0	0	0	davom etdi
continuing	0	0	0	0	0	0	0	0	0	0	davom etmoqda
continuity	0	0	0	0	0	0	0	0	0	0	davomiylik
continuous	0	0	0	0	0	0	0	0	0	0	davomiy
continuously	0	0	0	0	0	0	0	0	0	0	doimiy ravishda
contour	0	0	0	0	0	0	1	0	0	0	kontur
contraband	1	0	1	1	0	1	0	0	0	0	kontrabanda
contract	0	0	0	0	0	0	0	0	0	0	shartnoma
contracted	0	0	0	0	0	1	0	0	0	0	shartnoma tuzdi
contractile	0	0	0	0	0	0	0	0	0	0	qisqaruvchi
contracting	0	0	0	0	0	0	0	0	0	0	shartnoma tuzish
contraction	0	0	0	0	0	0	0	0	0	0	qisqarish
contradict	1	0	0	0	0	1	0	0	0	0	zid
contradiction	0	0	0	0	0	1	0	0	0	0	qarama-qarshilik
contradictory	0	0	0	0	0	1	0	0	0	0	qarama-qarshi
contrary	0	0	0	0	0	1	0	0	0	0	aksincha
contrast	0	0	0	0	0	0	0	0	0	0	kontrast
contrasted	0	0	0	0	0	1	0	0	0	0	qarama-qarshi
contravene	0	0	0	0	0	1	0	0	0	0	zid
contravention	0	0	0	0	0	1	0	0	0	0	qonunbuzarlik
contribute	0	0	0	0	0	0	1	0	0	0	hissa qo'shish
contributor	0	0	0	0	0	0	1	0	0	1	hissa qo'shuvchi
contrived	0	0	0	0	0	0	0	0	0	0	uydirma
control	0	0	0	0	0	0	0	0	0	0	boshqaruv
controversial	1	0	0	0	0	1	0	0	0	0	bahsli
controversy	0	0	0	0	0	1	0	0	0	0	munozara
conundrum	0	0	0	0	0	0	0	0	0	0	jumboq
convalescent	0	0	0	0	0	0	0	0	0	0	tiklanish davri
convection	0	0	0	0	0	0	0	0	0	0	konvektsiya
convene	0	0	0	0	0	0	0	0	0	0	yig'ilish
convenience	0	0	0	0	0	0	1	0	0	0	qulaylik
conveniences	0	0	0	0	0	0	0	0	0	0	qulayliklar
convenient	0	0	0	0	0	0	1	0	0	0	qulay
convent	0	0	0	0	0	0	1	0	0	1	monastir
convention	0	0	0	0	0	0	1	0	0	0	konventsiya
conventional	0	0	0	0	0	0	0	0	0	0	an'anaviy
converge	0	0	0	0	0	0	0	0	0	0	birlashish
convergence	0	1	0	0	0	0	0	0	0	0	konvergentsiya
convergent	0	0	0	0	0	0	0	0	0	0	konvergent
conversant	0	0	0	0	0	0	1	0	0	0	suhbatdosh
conversation	0	0	0	0	0	0	0	0	0	0	suhbat
conversational	0	0	0	0	0	0	1	0	0	0	suhbatdosh
converse	0	0	0	0	0	0	0	0	0	0	suhbatlashish
conversing	0	0	0	0	0	0	0	0	0	0	suhbatlashish
conversion	0	0	0	0	0	0	0	0	0	0	konvertatsiya
convert	0	0	0	0	0	0	1	0	0	0	aylantirish
converted	0	0	0	0	0	0	0	0	0	0	aylantirildi
convertible	0	0	0	0	0	0	0	0	0	0	konvertatsiya qilinadigan
convex	0	0	0	0	0	0	0	0	0	0	qavariq
convexity	0	0	0	0	0	0	0	0	0	0	qavariqlik
convey	0	0	0	0	0	0	0	0	0	0	etkazish
conveyance	0	0	0	0	0	0	0	0	0	0	tashish
conveyancing	0	0	0	0	0	0	0	0	0	1	tashish
convict	1	0	1	1	0	1	0	1	0	0	mahkum
conviction	0	0	0	0	0	1	0	0	0	0	hukm
convince	0	1	0	0	0	0	1	0	0	1	ishontirish
convinced	0	0	0	0	0	0	0	0	0	1	ishonch hosil qilgan
convincing	0	0	0	0	0	0	0	0	0	1	ishonarli
convocation	0	0	0	0	0	0	0	0	0	0	chaqiruv
convoluted	0	0	0	0	0	0	0	0	0	0	burmalangan
convolution	0	0	0	0	0	0	0	0	0	0	konvolyutsiya
convoy	0	0	0	0	0	0	0	0	0	0	konvoy
coo	0	0	0	0	0	0	0	0	0	0	coo
cook	0	0	0	0	0	0	0	0	0	0	oshpaz
cookery	0	0	0	0	0	0	0	0	0	0	pazandachilik
cooking	0	0	0	0	0	0	0	0	0	0	pishirish
cool	0	0	0	0	0	0	1	0	0	0	salqin
cooler	0	0	0	0	0	0	0	0	0	0	sovutgich
cooling	0	0	0	0	0	0	0	0	0	0	sovutish
coolness	0	0	0	0	0	0	1	0	0	0	sovuqlik
coop	1	0	1	0	0	1	0	0	0	0	qamoqxona
cooperate	0	0	0	0	0	0	1	0	0	0	hamkorlik qilish
cooperating	0	0	0	0	0	0	1	0	0	1	hamkorlik qilish
cooperation	0	0	0	0	0	0	1	0	0	1	hamkorlik
cooperative	0	0	0	0	0	0	1	0	0	1	kooperativ
coordinate	0	0	0	0	0	0	0	0	0	0	muvofiqlashtirish
cop	0	0	0	1	0	0	0	0	0	1	politsiya
copious	0	0	0	0	0	0	0	0	0	0	ko'p
copper	0	0	0	0	0	0	0	0	0	0	mis
copy	0	0	0	0	0	1	0	0	0	0	nusxa ko'chirish
copycat	1	0	1	0	0	1	0	0	0	0	ko'chiruvchi
copying	0	0	0	0	0	0	0	0	0	0	nusxa ko'chirish
copyright	0	0	0	0	0	0	0	0	0	0	mualliflik huquqi
coral	0	0	0	0	0	0	0	0	0	0	marjon
cord	0	0	0	0	0	0	0	0	0	0	shnur
cordon	0	0	0	0	0	0	0	0	0	0	kordon
corduroy	0	0	0	0	0	0	0	0	0	0	korduroy
core	0	0	0	0	0	0	1	0	0	0	yadro
cork	0	0	0	0	0	0	0	0	0	0	qo'ziqorin
corkscrew	0	0	0	0	0	0	0	0	0	0	tirbandlik
corn	0	0	0	0	0	0	0	0	0	0	makkajo'xori
cornea	0	0	0	0	0	0	0	0	0	0	shox parda
corner	0	0	0	0	0	0	0	0	0	0	burchak
cornet	0	0	0	0	0	0	0	0	0	0	kornet
cornice	0	0	0	0	0	0	0	0	0	0	karniz
cornstarch	0	0	0	0	0	0	0	0	0	0	makkajo'xori kraxmal
corollary	0	0	0	0	0	0	0	0	0	0	natija
corona	0	0	0	0	0	0	0	0	0	0	toj
coronation	0	0	0	0	1	0	1	0	0	1	toj kiyish
coroner	0	0	0	0	0	1	0	0	0	0	koroner
corporal	0	0	0	0	0	1	0	0	0	0	kapral
corporate	0	0	0	0	0	0	0	0	0	0	korporativ
corporation	0	0	0	0	0	0	1	0	0	1	korporatsiya
corporeal	0	0	0	0	0	0	1	0	0	0	jismoniy
corps	0	0	0	0	0	0	0	0	0	0	korpus
corpse	0	0	1	0	0	1	0	1	0	0	murda
corpus	0	0	0	0	0	0	0	0	0	0	korpus
corral	0	0	0	0	0	0	0	0	0	0	korral
correction	0	0	0	0	0	1	0	0	0	0	tuzatish
corrective	0	0	0	0	0	0	1	0	0	0	tuzatuvchi
correctness	0	0	0	0	0	0	0	0	0	1	to'g'rilik
correlation	0	0	0	0	0	0	0	0	0	0	korrelyatsiya
correlative	0	0	0	0	0	0	0	0	0	0	korrelyativ
correspond	0	0	0	0	0	0	0	0	0	0	mos keladi
correspondence	0	1	0	0	0	0	1	0	0	0	yozishmalar
correspondent	0	0	0	0	0	0	0	0	0	0	muxbir
corridor	0	0	0	0	0	0	0	0	0	0	koridor
corroborate	0	0	0	0	0	0	1	0	0	1	tasdiqlaydi
corroboration	0	0	0	0	0	0	0	0	0	1	tasdiqlash
corrosion	0	0	0	0	0	1	0	0	0	0	korroziya
corrosive	0	0	0	1	0	1	0	0	0	0	korroziy
corrupt	0	0	0	0	0	1	0	0	0	0	buzuq
corrupting	1	0	1	1	0	1	0	1	0	0	buzuvchi
corruption	0	0	1	0	0	1	0	0	0	0	korruptsiya
corse	0	0	0	0	0	0	0	1	0	0	korse
corset	0	0	0	0	0	0	0	0	0	0	korset
cortex	0	0	0	0	0	0	0	0	0	0	korteks
cortical	0	0	0	0	0	0	0	0	0	0	kortikal
corvette	0	0	0	0	0	0	0	0	0	0	korvet
cosmetic	0	0	0	0	0	0	0	0	0	0	kosmetika
cosmetics	0	0	0	0	0	0	0	0	0	0	kosmetika
cosmic	0	0	0	0	0	0	0	0	0	0	kosmik
cosmology	0	0	0	0	0	0	0	0	0	0	kosmologiya
cosmopolitan	0	0	0	0	0	0	1	0	0	1	kosmopolit
cosmos	0	0	0	0	0	0	0	0	0	0	kosmos
cost	0	0	0	0	0	0	0	0	0	0	xarajat
costly	0	0	0	0	0	0	0	0	0	0	qimmat
costume	0	0	0	0	0	0	0	0	0	0	kostyum
cosy	0	0	0	0	0	0	1	0	0	0	qulay
cot	0	0	0	0	0	0	0	0	0	0	krovat
cote	0	0	0	0	0	0	0	0	0	0	kot
cottage	0	0	0	0	0	0	0	0	0	0	yozgi uy
cotton	0	0	0	0	0	0	0	0	0	0	paxta
couch	0	0	0	0	0	0	0	1	0	0	divan
cougar	0	0	0	0	0	0	0	0	0	0	puma
cough	0	0	1	0	0	1	0	0	0	0	yo'tal
council	0	1	0	0	0	0	1	0	0	1	kengash
counsel	0	0	0	0	0	0	1	0	0	1	maslahat
counsellor	1	0	0	1	0	1	0	0	0	1	maslahatchi
counselor	0	0	0	0	0	0	1	0	0	1	maslahatchi
count	0	0	0	0	0	0	1	0	0	1	hisoblash
countdown	0	1	0	0	0	0	0	0	0	0	ortga hisoblash
countenance	0	0	0	0	0	0	0	0	0	0	yuz
counter	0	0	0	0	0	0	0	0	0	0	hisoblagich
counteract	0	0	0	0	0	0	0	0	0	0	qarshi harakat qilish
counterbalance	0	0	0	0	0	0	0	0	0	0	qarama-qarshilik
counterclaim	0	0	0	0	0	0	0	0	0	0	qarshi da'vo
counterpart	0	0	0	0	0	0	0	0	0	0	hamkasbi
countess	0	0	0	0	0	0	1	0	0	0	grafinya
countless	0	0	0	0	0	0	0	0	0	0	son-sanoqsiz
country	0	0	0	0	0	0	0	0	0	0	mamlakat
countryman	0	0	0	0	0	0	0	0	0	1	vatandosh
counts	0	0	0	0	0	0	0	0	0	0	hisobga oladi
county	0	0	0	0	0	0	0	0	0	1	okrug
coup	1	0	0	0	0	0	0	0	1	0	to'ntarish
couple	0	0	0	0	0	0	0	0	0	0	juftlik
coupled	0	0	0	0	0	0	0	0	0	0	bog'langan
coupon	0	0	0	0	0	0	0	0	0	0	kupon
courage	0	0	0	0	0	0	1	0	0	0	jasorat
courageous	0	0	0	1	0	0	1	0	0	0	jasur
courier	0	0	0	0	0	0	0	0	0	1	kurer
courses	0	0	0	0	0	0	0	0	0	0	kurslar
coursing	0	0	0	0	0	1	0	0	0	0	kursing
court	1	1	0	1	0	0	0	0	0	0	sud
courteous	0	0	0	0	0	0	1	0	0	0	xushmuomala
courtesy	0	0	0	0	0	0	1	0	0	0	xushmuomalalik
courthouse	0	0	0	0	0	0	0	0	0	0	sud binosi
courts	0	0	0	0	0	0	0	0	0	0	sudlar
courtship	0	1	0	0	1	0	1	0	0	1	uchrashish
courtyard	0	0	0	0	0	0	0	0	0	0	hovli
cove	0	1	1	1	1	0	1	0	0	0	koy
covenant	0	0	0	0	0	0	1	0	0	1	ahd
cover	0	0	0	0	0	0	0	0	0	1	qopqoq
covered	0	0	0	0	0	0	0	0	0	0	qoplangan
covering	0	0	0	0	0	0	0	0	0	0	qoplash
covert	0	0	0	0	0	0	0	0	0	0	yashirin
covet	0	0	0	0	0	1	0	0	0	0	havas
cow	0	0	0	0	0	0	0	0	0	0	sigir
coward	0	0	1	1	0	1	0	1	0	0	qo'rqoq
cowardice	0	0	0	1	0	1	0	0	0	0	qo'rqoqlik
cowardly	0	0	0	1	0	1	0	0	0	0	qo'rqoq
cowboy	0	0	0	0	0	0	0	0	0	0	kovboy
cowhide	0	0	0	0	0	0	0	0	0	0	sigir terisi
cowl	0	0	0	0	0	0	0	0	0	0	qalpoq
coworker	0	0	0	0	0	0	0	0	0	0	hamkasb
coy	0	0	0	1	0	0	0	0	0	0	hayajonli
coyote	0	0	0	1	0	0	0	0	0	0	koyot
crab	0	0	0	0	0	0	0	0	0	0	dengiz qisqichbaqasi
crabby	1	0	0	0	0	1	0	0	0	0	qisqichbaqa
crack	0	0	0	0	0	1	0	0	0	0	yorilish
cracked	1	0	0	1	0	1	0	0	0	0	yorilib ketgan
cracker	0	0	0	0	0	0	0	0	0	0	kraker
cracking	0	0	0	0	0	1	0	0	0	0	yorilish
crackle	0	0	0	0	0	0	0	0	0	0	chiyillash
cradle	0	1	0	0	1	0	1	0	0	1	beshik
craft	0	0	0	0	0	0	1	0	0	0	hunarmandchilik
craftsman	0	0	0	0	0	0	1	0	0	0	hunarmand
crafty	0	0	0	0	0	0	0	0	0	0	ayyor
craig	0	0	0	0	0	0	0	0	0	0	Kreyg
crammed	0	0	0	0	0	0	0	0	0	0	tiqilib qolgan
cramp	0	1	0	0	0	1	0	0	0	0	kramp
cramped	0	0	0	0	0	1	0	0	0	0	tor
crane	0	0	0	0	0	0	0	0	0	0	kran
cranium	0	0	0	0	0	0	0	0	0	0	bosh suyagi
crank	0	0	0	0	0	1	0	0	0	0	krank
cranky	1	0	0	0	0	1	0	0	0	0	hushyor
crap	0	0	1	0	0	1	0	0	0	0	ahmoq
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	halokat
crate	0	0	0	0	0	0	0	0	0	0	sandiq
crater	0	0	0	0	0	0	0	0	0	0	krater
crave	0	1	0	0	0	0	0	0	0	0	istak
craving	0	1	0	0	0	0	0	0	0	0	ishtiyoq
crawfish	0	0	0	0	0	0	0	0	0	0	kerevit
crawl	0	0	1	0	0	1	0	0	0	0	emaklash
crayons	0	0	0	0	0	0	0	0	0	0	qalamlar
craze	0	0	0	0	0	0	0	0	0	0	jinnilik
crazed	1	0	0	1	0	1	0	0	0	0	aqldan ozgan
crazy	1	0	0	1	0	1	0	1	0	0	aqldan ozgan
creaking	0	0	0	0	0	1	0	0	0	0	xirillash
cream	0	1	0	0	1	0	1	0	1	0	krem
creamer	0	0	0	0	0	0	0	0	0	0	krem
creamy	0	0	0	0	0	0	0	0	0	0	qaymoqli
crease	0	0	0	0	0	0	0	0	0	0	burma
create	0	0	0	0	1	0	1	0	0	0	yaratmoq
creation	0	0	0	0	0	0	0	0	0	0	yaratish
creative	0	0	0	0	0	0	1	0	0	0	ijodiy
creator	0	0	0	0	0	0	0	0	0	0	yaratuvchi
creature	0	0	1	1	0	1	0	0	0	0	mavjudot
credence	0	0	0	0	0	0	1	0	0	1	ishonch
