English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Somali Word
duke	0	0	0	0	0	0	1	0	0	0	duke
dull	0	0	0	0	0	1	0	1	0	0	caajisnimo
dumb	0	0	0	0	0	1	0	0	0	0	doqon
dummy	0	0	0	0	0	1	0	0	0	0	nacasnimo
dump	0	0	0	0	0	0	0	0	0	0	tuur
dumps	1	0	0	0	0	1	0	1	0	0	daadinta
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	dunid
dung	0	0	1	0	0	0	0	0	0	0	digo
dungeon	0	0	0	1	0	1	0	0	0	0	godka
duo	0	0	0	0	0	0	0	0	0	0	laba
dupe	1	0	0	0	0	1	0	0	0	0	dupe
duplex	0	0	0	0	0	0	0	0	0	0	laba-laabasho
duplicate	0	0	0	0	0	0	0	0	0	0	nuqul
duplication	0	0	0	0	0	0	0	0	0	0	nuqul
duplicity	1	0	0	0	0	1	0	0	0	0	labalaabid
durability	0	0	0	0	0	0	1	0	0	1	adkeysiga
durable	0	0	0	0	0	0	1	0	0	1	raagaya
duration	0	0	0	0	0	0	0	0	0	0	muddada
duress	1	0	1	1	0	1	0	1	0	0	qasbid
dusk	0	0	0	0	0	0	0	0	0	0	fiidkii
dusky	0	0	0	0	0	0	0	0	0	0	gabbaldhac
dust	0	0	0	0	0	1	0	0	0	0	siigada
duster	0	0	0	0	0	0	0	0	0	0	boodhka
dusty	0	0	0	0	0	0	0	0	0	0	habaas
dutiful	0	1	0	0	0	0	1	0	0	1	waajib ah
dwarf	0	0	0	0	0	0	0	0	0	0	ciirsi
dwarfed	0	0	0	1	0	1	0	1	0	0	duuduuban
dwell	0	0	0	0	0	0	0	0	0	0	degid
dweller	0	0	0	0	0	0	0	0	0	0	degane
dwelling	0	0	0	0	0	0	0	0	0	0	hoy
dye	0	0	0	0	0	0	0	0	0	0	dheeh
dying	1	0	1	1	0	1	0	1	0	0	dhimanaya
dyke	0	0	0	0	0	0	0	0	0	0	dharbaaxo
dynamic	0	0	0	0	0	0	0	0	1	0	firfircoon
dynamical	0	0	0	0	0	0	0	0	0	0	firfircooni leh
dynamics	0	0	0	0	0	0	0	0	0	0	dhaqdhaqaaq
dynamite	0	0	0	0	0	0	0	0	0	0	firfircoon
dynasty	0	0	0	0	0	0	0	0	0	0	boqortooyo
dysentery	0	0	1	0	0	1	0	1	0	0	dysentery
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	hamuun
eagerness	0	1	0	0	1	0	1	0	0	1	rabitaan
eagle	0	0	0	0	0	0	0	0	0	1	gorgorka
ear	0	0	0	0	0	0	0	0	0	0	dhegta
earl	0	0	0	0	0	0	1	0	0	0	dhegta
earlier	0	0	0	0	0	0	0	0	0	0	hore
early	0	0	0	0	0	0	0	0	0	0	hore
earn	0	0	0	0	0	0	1	0	0	0	kasban
earnest	0	0	0	0	0	0	1	0	0	0	si dhab ah
earnestly	0	0	0	0	0	0	1	0	0	0	si dhab ah
earnestness	0	0	0	0	0	0	1	0	0	0	daacadnimo
earnings	0	0	0	0	0	0	0	0	0	0	dakhliga
earring	0	0	0	0	0	0	0	0	0	0	hilqado
earshot	0	0	0	0	0	0	0	0	0	0	dhegta dhegta
earth	0	0	0	0	0	0	0	0	0	0	dhulka
earthenware	0	0	0	0	0	0	0	0	0	0	dhoobo
earthly	0	0	0	0	0	0	0	0	0	0	dhuleed
earthquake	1	0	0	1	0	1	0	1	1	0	dhulgariir
earthy	0	0	0	0	0	0	0	0	0	0	dhoobo leh
ease	0	0	0	0	0	0	1	0	0	0	fudayd
easel	0	0	0	0	0	0	0	0	0	0	fududayn
easement	0	0	0	0	0	0	1	0	0	0	fududayn
easily	0	0	0	0	0	0	0	0	0	0	si fudud
easy	0	0	0	0	0	0	0	0	0	0	fudud
easygoing	0	0	0	0	0	0	1	0	0	0	fududaan
eat	0	0	0	0	0	0	1	0	0	0	cun
eating	0	0	0	0	0	0	0	0	0	0	wax cunid
eavesdropping	0	0	0	0	0	1	0	0	0	0	dhego-dhigid
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	ebony
eccentric	0	0	0	0	0	0	0	0	0	0	eccentric
eccentricity	0	0	0	0	0	0	0	0	0	0	eccentricity
ecclesiastical	0	0	0	0	0	0	0	0	0	0	kaniisadda
echo	0	0	0	0	0	0	0	0	0	0	dhawaaq
eclectic	0	0	0	0	0	0	0	0	0	0	qalafsanaan
eclipse	0	0	0	0	0	0	0	0	0	0	madoobaad
ecliptic	0	0	0	0	0	0	0	0	0	0	madoobaad
economical	0	0	0	0	0	0	0	0	0	0	dhaqaale
economics	0	0	0	0	0	0	0	0	0	0	dhaqaalaha
economy	0	0	0	0	0	0	0	0	0	1	dhaqaalaha
ecstasy	0	1	0	0	1	0	1	0	0	0	farxad
ecstatic	0	1	0	0	1	0	1	0	1	0	farxay
ecumenical	0	0	0	0	0	0	0	0	0	0	dhaqan ahaan
eddy	0	0	0	0	0	0	0	0	0	0	badheedh
edge	0	0	0	0	0	0	0	0	0	0	gees
edging	0	0	0	0	0	0	0	0	0	0	af-duubid
edible	0	0	0	0	0	0	0	0	0	0	la cuni karo
edict	0	0	0	1	0	1	0	0	0	0	amar
edification	0	1	0	0	1	0	1	0	0	1	dhisid
edifice	0	0	0	0	0	0	0	0	0	0	dhismo
edit	0	0	0	0	0	0	0	0	0	0	wax ka beddel
edition	0	1	0	0	0	0	0	0	0	0	daabacaad
editor	0	0	0	0	0	0	0	0	0	0	tafatire
editorial	0	0	0	0	0	0	0	0	0	0	tifaftirka
educate	0	0	0	0	0	0	1	0	0	0	waxbarid
educated	0	0	0	0	0	0	1	0	0	0	wax bartay
education	0	0	0	0	0	0	0	0	0	0	waxbarasho
educational	0	0	0	0	0	0	1	0	0	1	waxbarasho
eel	0	0	0	1	0	0	0	0	0	0	eel
effect	0	0	0	0	0	0	0	0	0	0	saamayn
effective	0	0	0	0	0	0	1	0	0	1	waxtar leh
effects	0	0	0	0	0	0	0	0	0	0	saamayn
effectual	0	0	0	0	0	0	0	0	0	0	waxtar leh
effectually	0	0	0	0	0	0	0	0	0	0	si wax ku ool ah
effectuate	0	0	0	0	0	0	0	0	0	0	wax ku ool ah
effeminate	0	0	0	0	0	1	0	0	0	0	dhaleeceyn
efficacious	0	0	0	0	0	0	0	0	0	0	waxtar leh
efficacy	0	0	0	0	0	0	1	0	0	0	waxtarka
efficiency	0	0	0	0	0	0	1	0	0	0	hufnaan
efficient	0	1	0	0	0	0	1	0	0	1	hufan
effigy	1	0	0	0	0	0	0	0	0	0	muuqaal
effort	0	0	0	0	0	0	1	0	0	0	dadaal
effusion	0	0	0	0	0	0	0	0	0	0	dheecaan
egg	0	0	0	0	0	0	0	0	0	0	ukunta
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	egotistical
egregious	1	0	1	0	0	1	0	0	0	0	aad u xun
egress	0	0	0	0	0	0	0	0	0	0	ka bixid
eighth	0	0	0	0	0	0	0	0	0	0	sideedaad
eighty	0	0	0	0	0	0	0	0	0	0	sideetan
ejaculate	0	0	0	0	0	0	0	0	0	0	biyo bixi
ejaculation	0	1	0	0	1	0	1	0	1	1	biyo baxa
eject	0	0	0	0	0	1	0	0	0	0	ka saar
ejection	0	0	0	0	0	1	0	0	0	0	ka saarid
elaborate	0	0	0	0	0	0	0	0	0	0	faahfaahin
elaboration	0	0	0	0	0	0	1	0	0	0	faahfaahin
elan	0	0	0	0	0	0	0	0	0	0	elaan
elapse	0	0	0	0	0	0	0	0	0	0	dhacayso
elapsed	0	0	0	0	0	0	0	0	0	0	dhacay
elastic	0	0	0	0	0	0	0	0	0	0	laastiig
elasticity	0	0	0	0	0	0	0	0	0	0	barti
elated	0	0	0	0	1	0	1	0	0	0	farxay
elbow	1	0	0	0	0	0	0	0	0	0	xusul
eld	0	0	0	0	0	0	0	0	0	0	ld
elder	0	0	0	0	0	0	1	0	0	1	oday
elders	0	0	0	0	0	0	1	0	0	1	odayaasha
eldest	0	0	0	0	0	0	0	0	0	0	ugu weyn
elect	0	0	0	0	0	0	1	0	0	1	dooran
election	0	0	0	0	0	0	0	0	0	0	doorasho
elector	0	0	0	0	0	0	0	0	0	0	doortaha
electorate	0	0	0	0	0	0	0	0	0	1	codbixiye
electric	0	0	0	0	1	0	1	0	1	0	koronto
electricity	0	0	0	0	0	0	1	0	0	0	koronto
elegance	0	1	0	0	1	0	1	0	0	1	xarrago
elegant	0	0	0	0	1	0	1	0	0	0	xarrago leh
element	0	0	0	0	0	0	0	0	0	0	curiye
elementary	0	0	0	0	0	0	0	0	0	0	dugsiga hoose
elements	0	0	0	0	0	0	0	0	0	0	curiyayaasha
elephant	0	0	0	0	0	0	0	0	0	0	maroodi
elevate	0	0	0	0	0	0	0	0	0	0	kor u qaad
elevation	0	1	0	1	1	0	1	0	0	1	sare u qaadid
elevator	0	0	0	0	0	0	0	0	0	0	wiishka
eleven	0	0	0	0	0	0	0	0	0	0	kow iyo toban
eleventh	0	0	0	0	0	0	0	0	0	0	kow iyo tobnaad
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	kicin
eligible	0	0	0	0	0	0	1	0	0	0	xaq u leh
elimination	1	0	1	1	0	1	0	1	0	0	tirtirid
elite	0	1	0	0	1	0	1	0	0	1	akhyaar
elk	0	0	0	0	0	0	0	0	0	0	ilko
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipsis
ellipsoid	0	0	0	0	0	0	0	0	0	0	ellipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	Elliptik
elliptical	0	0	0	0	0	0	0	0	0	0	elliptical
elongate	0	0	0	0	0	0	0	0	0	0	dheerayn
elongation	0	0	0	0	0	0	0	0	0	0	dheerayn
eloquence	0	0	0	0	0	0	1	0	0	0	aftahannimo
eloquent	0	0	0	0	0	0	1	0	0	0	codkar
elucidate	0	0	0	0	0	0	1	0	0	1	caddayn
elucidation	0	0	0	0	0	0	0	0	0	0	caddayn
elude	0	0	0	0	0	0	0	0	0	0	ka cararid
elusive	0	0	0	0	0	1	0	0	1	0	aan qarsoonayn
emaciated	0	0	0	1	0	1	0	1	0	0	tabar daran
emanate	0	0	0	0	0	0	0	0	0	0	soo kicin
emancipation	0	1	0	0	1	0	1	0	0	0	xorayn
embankment	0	0	0	0	0	0	0	0	0	0	goynta
embargo	0	0	0	0	0	1	0	0	0	0	cunaqabatayn
embark	0	0	0	0	0	0	0	0	0	0	fuulo
embarrass	0	0	0	0	0	1	0	1	0	0	ceeb
embarrassing	0	0	0	0	0	1	0	0	0	0	ceeb
embarrassment	0	0	0	1	0	1	0	1	1	0	xishood
embassy	0	0	0	0	0	0	0	0	0	0	safaarada
embed	0	0	0	0	0	0	0	0	0	0	cuddoon
embellish	0	0	0	0	0	0	0	0	0	0	qurxin
embellishment	0	0	0	0	0	0	0	0	0	0	qurxin
embers	0	0	0	0	0	0	0	0	0	0	barar
embezzlement	0	0	0	0	0	1	0	0	0	0	lunsi
emblem	0	0	0	0	0	0	0	0	0	0	astaan
emblematic	0	0	0	0	0	0	0	0	0	0	astaan
embodiment	0	0	0	0	0	0	0	0	0	0	qaabaysan
embolism	0	0	0	1	0	1	0	1	0	0	embolism
embossed	0	0	0	0	0	0	0	0	0	0	qurxin
embrace	0	1	0	0	1	0	1	0	1	1	isku duubni
embroidered	0	0	0	0	0	0	0	0	0	0	isku tolay
embroidery	0	0	0	0	0	0	0	0	0	0	daabac
embroiled	0	0	0	0	0	1	0	0	0	0	isku duuban
embryo	0	0	0	0	0	0	0	0	0	0	embriyaha
embryonic	0	0	0	0	0	0	0	0	0	0	embriyaha
emerald	0	0	0	0	0	0	0	0	0	0	sumurud
emerge	0	0	0	0	0	0	0	0	0	0	soo bixi
emergence	0	0	0	0	0	0	0	0	0	0	soo bixid
emergency	0	0	0	1	0	1	0	1	1	0	degdeg ah
emeritus	0	0	0	0	0	0	1	0	0	0	emeritus
emigrate	0	0	0	0	0	0	0	0	0	0	tahriib
emigration	0	0	0	0	0	0	0	0	0	0	guurid
eminence	0	0	0	0	0	0	1	0	0	1	haybad
eminent	0	0	0	0	0	0	1	0	0	0	caan ah
eminently	0	0	0	0	0	0	1	0	0	0	si heer sare ah
emir	0	0	0	0	0	0	1	0	0	0	amiir
emission	0	0	0	0	0	0	0	0	0	0	sii daynta
emit	0	0	0	0	0	0	0	0	0	0	sii daayo
emotion	0	0	0	0	0	0	0	0	0	0	dareen
emotional	0	0	0	0	0	0	0	0	0	0	qiiro leh
emotive	0	0	0	0	0	0	0	0	0	0	dareen leh
empathy	0	0	0	0	0	0	1	0	0	0	naxariis
emperor	0	0	0	0	0	0	0	0	0	0	Boqor
emphasis	0	0	0	0	0	0	0	0	0	0	xooga saarid
emphasize	0	0	0	0	0	0	0	0	0	1	xooga saara
emphatic	0	0	0	0	0	0	0	0	0	0	xooga saaraysa
empire	0	0	0	0	0	0	0	0	0	0	boqortooyo
empirical	0	0	0	0	0	0	0	0	0	0	awood leh
empiricism	0	0	0	0	0	0	0	0	0	0	ilbaxnimo
employ	0	0	0	0	0	0	0	0	0	1	shaqaaleysiin
employer	0	0	0	0	0	0	0	0	0	0	loo shaqeeyaha
employment	0	0	0	0	0	0	0	0	0	0	shaqaalaynta
emporium	0	0	0	0	0	0	0	0	0	0	emporium
empower	0	0	0	0	0	0	1	0	0	0	awood
empress	0	0	0	0	0	0	0	0	0	0	empress
emptiness	0	0	0	0	0	0	0	1	0	0	faaruqnimo
emption	0	0	0	0	0	0	0	0	0	0	bannaanayn
empty	0	0	0	0	0	0	0	0	0	0	madhan
emulate	0	0	0	0	0	0	1	0	0	0	ku daydo
emulsion	0	0	0	0	0	0	0	0	0	0	emulsion
enable	0	0	0	0	0	0	1	0	0	1	awood
enablement	0	0	0	0	0	0	1	0	0	1	karti
enact	0	0	0	0	0	0	0	0	0	0	dhaqan gelin
enactment	0	0	0	0	0	0	0	0	0	0	dhaqangelin
enamel	0	0	0	0	0	0	0	0	0	0	dhaldhalaalka
encampment	0	0	0	0	0	0	0	0	0	0	xerayn
enchant	0	1	0	0	1	0	1	0	1	0	sixran
enchanted	0	0	0	0	1	0	1	0	0	1	sixray
enchanting	0	1	0	0	1	0	1	0	0	0	sixraya
enchantment	0	0	0	0	0	0	0	0	0	0	sixran
encircle	0	0	0	0	0	0	0	0	0	0	hareerayn
encircling	0	0	0	0	0	0	0	0	0	0	hareerayn
enclave	0	0	0	0	0	1	0	0	0	0	isku xidhid
enclose	0	0	0	0	0	0	0	0	0	0	xidhid
encode	0	0	0	0	0	0	0	0	0	0	codayn
encompass	0	0	0	0	0	0	0	0	0	0	koobid
encore	0	0	0	0	0	0	1	0	0	0	dhiirigelin
encounter	0	0	0	0	0	0	0	0	0	0	la kulanka
encourage	0	0	0	0	1	0	1	0	0	1	dhiiri galin
encouragement	0	0	0	0	0	0	1	0	0	0	dhiirigelin
encroach	0	0	0	0	0	0	0	0	0	0	ku xadgudbid
encroachment	0	0	0	1	0	1	0	0	0	0	faragelin
encrypt	0	0	0	0	0	0	0	0	0	0	sir
encumbrance	1	0	0	1	0	1	0	1	0	0	cudud
encyclopedia	0	0	0	0	0	0	1	0	0	1	encyclopedia
end	0	0	0	0	0	0	0	0	0	0	dhamaad
endanger	0	1	0	1	0	1	0	0	0	0	khatar gelin
endangered	0	0	0	1	0	1	0	0	0	0	halis galay
endeavor	0	1	0	0	0	0	1	0	0	0	dadaal
ended	0	0	0	0	0	0	0	0	0	0	dhamaaday
endemic	0	0	1	1	0	1	0	1	0	0	cidhiidhi
ending	0	0	0	0	0	0	0	0	0	0	dhamaanaya
endless	1	0	0	1	1	1	1	1	0	1	aan dhammaad lahayn
endocarditis	0	0	0	1	0	0	0	1	0	0	endocarditis
endorsement	0	0	0	0	0	0	0	0	0	0	ansixin
endow	0	0	0	0	0	0	1	0	0	1	deeq
endowed	0	0	0	0	0	0	1	0	0	0	loo yeelay
endowment	0	0	0	0	0	0	1	0	0	1	hibaynta
endpapers	0	0	0	0	0	0	0	0	0	0	qoraallada
endpoint	0	0	0	0	0	0	0	0	0	0	dhamaadka
endurance	0	0	0	0	0	0	1	0	0	0	dulqaadasho
endure	0	0	0	0	0	0	1	0	0	0	adkayso
enema	0	0	1	0	0	0	0	0	0	0	enema
enemy	1	0	1	1	0	1	0	0	0	0	cadowga
energetic	0	0	0	0	0	0	1	0	0	0	tamar leh
energy	0	0	0	0	0	0	0	0	0	0	tamarta
enforce	1	0	0	1	0	1	1	0	0	0	dhaqangelin
enforcement	0	0	0	0	0	1	0	0	0	0	dhaqangelin
engage	0	0	0	0	0	0	0	0	0	0	hawlgelin
engaged	0	1	0	0	1	0	1	0	0	1	ku hawlan
engagement	0	0	0	0	0	0	0	0	0	0	hawlgelinta
engaging	0	0	0	0	1	0	1	0	0	1	mashquulin
engender	0	0	0	0	0	0	0	0	0	0	dhalin
engine	0	0	0	0	0	0	0	0	0	0	mishiinka
engineer	0	0	0	0	0	0	0	0	0	0	injineer
engineering	0	0	0	0	0	0	0	0	0	0	injineernimada
engrave	0	0	0	0	0	0	0	0	0	0	xardho
engraved	0	0	0	0	0	0	0	0	0	0	xardhan
engraver	0	0	0	0	0	0	0	0	0	0	xardhaye
engraving	0	0	0	0	0	0	0	0	0	0	xardho
engrossed	0	0	0	0	0	0	0	0	0	0	mashquulay
engrossing	0	0	0	0	0	0	0	0	0	0	ku dhex milmay
engulf	0	1	0	0	0	0	0	0	0	0	ku dhufan
enhance	0	0	0	0	0	0	1	0	0	0	kor u qaad
enigma	0	0	0	0	0	0	0	0	0	0	hal-xidhaale
enigmatic	0	0	0	1	0	1	0	0	0	0	yaab leh
enjoin	0	0	0	0	0	0	0	0	0	0	amri
enjoy	0	1	0	0	1	0	1	0	0	1	ku raaxayso
enjoying	0	1	0	0	1	0	1	0	0	1	ku raaxaysanaya
enlarged	0	0	0	0	0	0	0	0	0	0	weynaaday
enlargement	0	0	0	0	0	0	0	0	0	0	balaadhinta
enlighten	0	0	0	0	1	0	1	0	0	1	iftiimin
enlightenment	0	0	0	0	1	0	1	0	0	1	iftiimin
enlist	0	0	0	0	0	0	0	0	0	0	qortaan
enliven	0	0	0	0	1	0	1	0	1	1	noolayn
enmity	1	0	0	1	0	1	0	1	0	0	cadaawad
enormity	0	0	0	0	0	0	0	0	0	0	baaxad weyn
enormous	0	0	0	0	0	0	0	0	0	0	aad u weyn
enormously	0	0	0	0	0	0	0	0	0	0	aad u weyn
enrich	0	0	0	0	0	0	1	0	0	0	kobcin
enroll	0	1	0	0	0	0	0	0	0	1	isdiiwaangeli
ensemble	0	0	0	0	0	0	1	0	0	1	ururin
ensign	0	0	0	0	0	0	1	0	0	0	calaamadee
enslave	0	0	0	0	0	1	0	0	0	0	addoonsan
enslaved	1	0	1	1	0	1	0	1	0	0	la adoonsado
enslavement	0	0	0	0	0	1	0	0	0	0	addoonsiga
ensue	0	0	0	0	0	0	0	0	0	0	ka iman
ensure	0	0	0	0	0	0	0	0	0	0	hubi
entail	0	0	0	0	0	0	0	0	0	0	keeni
entangled	1	0	1	1	0	1	0	1	0	0	isku duuban
entanglement	0	0	0	0	0	1	0	0	0	0	isku-duubnida
enter	0	0	0	0	0	0	0	0	0	0	geli
enterprise	0	0	0	0	0	0	0	0	0	0	ganacsi
enterprising	0	0	0	0	0	0	1	0	0	0	ganacsi
entertain	0	0	0	0	1	0	1	0	0	0	maaweelo
entertained	0	0	0	0	1	0	1	0	0	0	maaweelo
entertaining	0	1	0	0	1	0	1	0	0	0	madadaalo
entertainment	0	1	0	0	1	0	1	0	1	1	madadaalo
enthusiasm	0	1	0	0	1	0	1	0	1	0	xamaasad
enthusiast	0	1	0	0	1	0	1	0	1	0	xamaasad
entice	0	0	0	0	0	0	0	0	0	0	sasabasho
entire	0	0	0	0	0	0	0	0	0	0	oo dhan
entirety	0	0	0	0	0	0	0	0	0	0	oo dhan
entitle	0	0	0	0	0	0	0	0	0	0	xaq u leeyahay
entity	0	0	0	0	0	0	0	0	0	0	hay'ad
entomology	0	0	0	0	0	0	0	0	0	0	entomology
entrails	0	0	1	0	0	1	0	0	0	0	mindhicirka
entrance	0	0	0	0	0	0	0	0	0	0	gelid
entreat	0	0	0	0	0	0	0	0	0	0	baryo
entree	0	0	0	0	0	0	0	0	0	0	gelid
entrepreneur	0	0	0	0	0	0	0	0	0	0	ganacsade
entrust	0	0	0	0	0	0	0	0	0	1	aamino
entry	0	0	0	0	0	0	0	0	0	0	gelid
enumerate	0	0	0	0	0	0	0	0	0	0	xisaabi
enumeration	0	0	0	0	0	0	0	0	0	0	tirinta
envelope	0	0	0	0	0	0	0	0	0	0	baqshadda
envious	0	0	0	0	0	1	0	0	0	0	xaasidnimo
environ	0	0	0	0	0	0	1	0	0	0	deegaanka
environment	0	0	0	0	0	0	0	0	0	0	deegaanka
environs	0	0	0	0	0	0	0	0	0	0	agagaaraha
envision	0	0	0	0	0	0	0	0	0	0	aragti
envoy	0	0	0	0	0	0	0	0	0	0	ergay
ephemeral	0	0	0	0	0	0	0	0	0	0	ephemeral
ephemeris	0	0	0	0	0	0	1	0	0	0	ephemeris
epic	0	0	0	0	0	0	1	0	0	0	xaraf
epidemic	1	1	1	1	0	1	0	1	1	0	xanuun saf-mar ah
epidermis	0	0	0	0	0	0	0	0	0	0	epidermis
epilepsy	0	0	0	0	0	1	0	0	0	0	suuxdin
epilogue	0	0	0	0	0	0	0	0	0	0	epilogue
episcopal	0	0	0	0	0	0	0	0	0	1	kaniisadda
episode	0	0	0	0	0	0	0	0	0	0	dhacdo
episodic	0	0	0	0	0	0	0	0	0	0	dhacdo
epistle	0	0	0	0	0	0	0	0	0	0	warqad
epitaph	0	0	0	0	0	0	0	1	0	0	epitaph
epithet	0	0	0	0	0	0	0	0	0	0	xaraf
epitome	0	0	0	0	0	0	1	0	0	0	muuqaal
epoch	0	0	0	0	0	0	0	0	0	0	waagii
equal	0	0	0	0	0	0	0	0	0	0	siman
equality	0	0	0	0	1	0	1	0	0	1	sinnaanta
equalization	0	0	0	0	0	0	0	0	0	0	sinnaanta
equalize	0	0	0	0	0	0	0	0	0	0	siman
equally	0	0	0	0	0	0	1	0	0	0	si siman
equate	0	0	0	0	0	0	0	0	0	0	siman
equation	0	0	0	0	0	0	0	0	0	0	isla'egta
equator	0	0	0	0	0	0	0	0	0	0	dhulbaraha
equatorial	0	0	0	0	0	0	0	0	0	0	dhulbaraha
equestrian	0	0	0	0	0	0	0	0	0	0	fardooley
equidistant	0	0	0	0	0	0	0	0	0	0	siman
equilibration	0	0	0	0	0	0	0	0	0	0	isu dheelitirnaan
equilibrium	0	0	0	0	0	0	1	0	0	0	dheellitirka
equip	0	0	0	0	0	0	0	0	0	0	qalabayn
equipment	0	0	0	0	0	0	0	0	0	0	qalabka
equitable	0	0	0	0	0	0	0	0	0	0	loo siman yahay
equity	0	0	0	0	0	0	1	0	0	0	sinnaanta
equivalence	0	0	0	0	0	0	0	0	0	0	u dhigma
equivalent	0	0	0	0	0	0	0	0	0	0	u dhiganta
equivocal	0	0	0	0	0	0	0	0	0	0	siman
era	0	0	0	0	0	0	0	0	0	0	xilli
eradicate	1	0	0	0	0	1	0	0	0	0	ciribtirka
eradication	1	0	1	1	0	1	0	0	0	0	ciribtirka
erase	0	0	0	1	0	1	0	0	0	0	tirtirid
erasure	0	0	0	0	0	0	0	0	0	0	tirtirid
ere	0	0	0	0	0	0	0	0	0	0	ere
erect	0	0	0	0	0	0	0	0	0	0	toosan
erection	0	0	0	0	0	0	0	0	0	0	kacsi
ergo	0	0	0	0	0	0	0	0	0	0	ergo
erode	0	0	0	0	0	0	0	0	0	0	nabaadguurin
erosion	0	0	0	0	0	1	0	0	0	0	nabaad guur
erotic	0	1	0	0	1	1	1	0	1	1	kacsi
err	0	0	0	0	0	1	0	0	0	0	khalad
errand	0	1	0	0	0	0	1	0	0	1	shaqo
errant	0	0	0	0	0	1	0	0	0	0	qaldan
erratic	0	0	0	0	0	1	0	0	1	0	habacsanaan
erratum	0	0	0	0	0	1	0	0	0	0	erratum
erroneous	0	0	0	0	0	1	0	0	0	0	khaldan
error	0	0	0	0	0	1	0	1	0	0	qalad
erst	0	0	0	0	0	0	0	0	0	0	hore
erudite	0	0	0	0	0	0	1	0	0	0	aqoonyahan
erupt	1	0	0	0	0	1	0	0	1	0	dilaacday
eruption	1	0	0	1	0	1	0	0	1	0	qarxin
escalade	0	0	0	0	0	0	0	0	0	0	kordheen
escalate	1	0	0	0	0	1	0	0	0	0	kor u qaadid
escalator	0	0	0	0	0	0	0	0	0	0	kororka
escape	0	1	0	1	0	1	1	0	0	0	baxso
escaped	0	0	0	1	0	0	0	0	0	0	baxsatay
escarpment	0	0	0	0	0	0	0	0	0	0	maqaaxi
eschew	1	0	0	0	0	1	0	1	0	0	ka baxso
escort	0	0	0	0	0	0	0	0	0	1	galbin
esoteric	0	0	0	0	0	0	0	0	0	0	esoteric
especial	0	0	0	0	0	0	0	0	0	0	gaar ah
espionage	0	0	0	0	0	1	0	0	0	0	basaasnimo
espouse	0	0	0	0	0	0	0	0	0	0	xaasid
esprit	0	0	0	0	0	0	1	0	0	0	esprit
essay	0	0	0	0	0	0	0	0	0	0	qormo
essayist	0	0	0	0	0	0	0	0	0	0	qoraaga
essence	0	0	0	0	0	0	0	0	0	0	nuxurka
essential	0	0	0	0	0	0	1	0	0	0	lama huraan ah
essentially	0	0	0	0	0	0	0	0	0	0	asal ahaan
establish	0	0	0	0	0	0	0	0	0	1	dhisid
established	0	0	0	0	1	0	1	0	0	0	aasaasay
establishment	0	0	0	0	0	0	0	0	0	0	dhisidda
estate	0	0	0	0	0	0	0	0	0	0	hanti
esteem	0	0	0	0	1	0	1	1	0	1	qaddarin
esthetic	0	0	0	0	0	0	1	0	0	0	qurxin
estimate	0	0	0	0	0	0	0	0	0	0	qiyaas
estimation	0	0	0	0	0	0	0	0	0	0	qiyaasid
estoppel	0	0	0	0	0	0	0	0	0	0	stoppel
estranged	0	0	0	0	0	1	0	0	0	0	qaloocan
estrogen	0	0	0	0	0	0	0	0	0	0	estrogen
estuary	0	0	0	0	0	0	0	0	0	0	dabarka
etch	0	0	0	0	0	0	0	0	0	0	iwm
etching	0	0	0	0	0	0	0	0	0	0	xoqin
eternal	0	0	0	0	0	0	0	0	0	0	weligeed ah
eternity	0	0	0	0	0	0	0	0	0	0	daa'in
ethanol	0	0	0	0	0	0	0	0	0	0	ethanol
ether	0	0	0	0	0	0	0	0	0	0	ether
ethereal	0	0	0	1	0	0	0	0	0	0	ethereal
ethical	0	0	0	0	0	0	1	0	0	0	anshax
ethics	0	0	0	0	0	0	1	0	0	0	anshaxa
ethnography	0	0	0	0	0	0	0	0	0	0	qawmiyad
etiology	0	0	0	0	0	0	0	0	0	0	etiology
etiquette	0	0	0	0	0	0	0	0	0	0	edebta
etymology	0	0	0	0	0	0	0	0	0	0	Etymology
euchre	0	0	0	0	0	0	0	0	0	0	euchre
eugenics	0	0	0	0	0	0	0	0	0	0	eugenics
eulogy	0	0	0	0	0	0	0	0	0	0	ammaan
euphemism	0	0	0	0	0	0	0	0	0	0	af-xumo
euthanasia	0	0	0	1	0	1	0	1	0	0	euthanasia
evacuate	0	0	0	1	0	1	0	0	0	0	daad gureyn
evacuation	0	0	0	0	0	1	0	0	0	0	daadgureynta
evade	1	0	1	1	0	1	0	0	0	0	ka cararid
evaluate	0	0	0	0	0	0	0	0	0	0	qiimee
