English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Norwegian Word
cling	0	0	0	0	0	0	0	0	0	0	klamre
clip	0	0	0	0	0	0	0	0	0	0	klippet
clipper	0	0	0	0	0	0	0	0	0	0	klippemaskin
clipping	0	0	0	0	0	0	0	0	0	0	klipping
clique	0	0	0	0	0	0	0	0	0	0	Klikk
cloak	0	0	0	0	0	0	0	0	0	0	kappe
clock	0	1	0	0	0	0	0	0	0	0	klokke
clockwork	0	0	0	0	0	0	0	0	0	0	urverk
clog	0	0	0	0	0	0	0	0	0	0	tette
cloister	0	0	0	0	0	1	0	0	0	0	kloster
close	0	0	0	0	0	0	0	0	0	0	Lukk
closed	0	0	0	0	0	0	0	0	0	0	lukket
closeness	0	0	0	0	1	0	1	0	0	1	nærhet
closet	0	0	0	0	0	0	0	0	0	0	skap
closure	0	1	0	0	1	0	1	1	0	0	stenging
clot	0	0	0	0	0	0	0	0	0	0	koagulere
cloth	0	0	0	0	0	0	0	0	0	0	klut
clothe	0	0	0	0	0	0	1	0	0	0	kle
clothes	0	0	0	0	0	0	0	0	0	0	klær
clothesline	0	0	0	0	0	0	0	0	0	0	klessnor
clothing	0	0	0	0	0	0	0	0	0	0	klær
cloud	0	0	0	0	0	0	0	0	0	0	Sky
clouded	0	0	0	0	0	1	0	1	0	0	skyet
cloudiness	0	0	0	1	0	1	0	0	0	0	uklarhet
cloudy	0	0	0	0	0	0	0	1	0	0	skyet
clover	0	0	0	0	0	0	0	0	0	0	kløver
cloves	0	0	0	0	0	0	0	0	0	0	nellik
clown	0	1	0	0	1	0	1	0	1	0	klovn
club	0	0	0	0	0	0	0	0	0	0	klubb
clubhouse	0	0	0	0	0	0	0	0	0	0	klubbhus
clubs	0	0	0	0	0	0	0	0	0	0	klubber
clue	0	1	0	0	0	0	0	0	0	0	ledetråd
clump	0	0	0	0	0	1	0	0	0	0	klynge
clumsy	0	0	1	0	0	1	0	0	0	0	klønete
cluster	0	0	0	0	0	0	0	0	0	0	klynge
clutch	0	0	0	0	0	0	0	0	0	0	kløtsj
clutches	0	0	0	0	0	0	0	0	0	0	clutcher
clutter	0	0	0	0	0	0	0	0	0	0	rot
coach	0	0	0	0	0	0	0	0	0	1	trener
coagulation	0	0	0	0	0	0	0	0	0	0	koagulasjon
coal	0	0	0	0	0	0	0	0	0	0	kull
coalesce	0	0	0	0	0	0	0	0	0	1	smelte sammen
coalition	0	0	0	0	0	0	1	0	0	0	koalisjon
coast	0	0	0	0	0	0	1	0	0	0	kyst
coastal	0	0	0	0	0	0	0	0	0	0	kystnære
coaster	0	0	0	0	0	0	0	0	0	0	dalbane
coat	0	0	0	0	0	0	0	0	0	0	frakk
coating	0	0	0	0	0	0	0	0	0	0	belegg
coax	0	0	0	0	0	0	0	0	0	1	lokke til
cobalt	0	0	0	0	0	0	0	0	0	0	kobolt
cobble	0	0	0	0	0	0	0	0	0	0	brostein
cobbler	0	0	0	0	0	0	0	0	0	0	skomaker
cobra	0	0	0	1	0	0	0	0	0	0	kobra
cocaine	0	0	0	0	0	1	0	1	0	0	kokain
cock	0	0	0	0	0	0	0	0	0	0	kuk
cockpit	0	0	0	0	0	0	0	0	0	0	cockpit
cocktail	0	0	0	0	0	0	0	0	0	0	cocktail
cocoa	0	0	0	0	0	0	0	0	0	0	kakao
cocoon	0	0	0	0	0	0	0	0	0	0	kokong
cod	0	0	0	0	0	0	0	0	0	0	torsk
code	0	0	0	0	0	0	0	0	0	0	kode
codex	0	0	0	0	0	0	0	0	0	0	kodeks
codification	0	0	0	0	0	0	0	0	0	0	kodifisering
codify	0	0	0	0	0	0	0	0	0	0	kodifisere
coefficient	0	0	0	0	0	0	0	0	0	0	koeffisient
coerce	1	0	1	1	0	1	0	0	0	0	tvinge
coercion	1	0	1	1	0	1	0	1	0	0	tvang
coercive	0	0	0	0	0	0	0	0	0	0	tvungen
coexist	0	0	0	0	0	0	1	0	0	1	sameksistere
coexistence	0	0	0	0	0	0	0	0	0	0	sameksistens
coexisting	0	0	0	0	0	0	0	0	0	1	sameksisterende
coffee	0	0	0	0	0	0	0	0	0	0	kaffe
coffin	0	0	0	1	0	1	0	1	0	0	kiste
cog	0	0	0	0	0	0	0	0	0	0	tannhjul
cogent	0	0	0	0	0	0	1	0	0	1	overbevisende
cognate	0	0	0	0	0	0	0	0	0	0	beslektet
cognition	0	0	0	0	0	0	0	0	0	0	kognisjon
cognitive	0	0	0	0	0	0	1	0	0	0	kognitive
cohabitation	0	0	0	0	0	0	0	0	0	0	samboerskap
coherence	0	0	0	0	0	0	1	0	0	0	sammenheng
coherent	0	0	0	0	0	0	1	0	0	0	sammenhengende
cohesion	0	0	0	0	0	0	0	0	0	1	samhold
cohesive	0	0	0	0	0	0	1	0	0	1	sammenhengende
cohort	0	0	0	0	0	0	0	0	0	0	kohort
coil	0	0	0	0	0	0	0	0	0	0	Spole
coiled	0	0	0	0	0	0	0	0	0	0	kveilet
coin	0	0	0	0	0	0	0	0	0	0	mynt
coinage	0	0	0	0	0	0	0	0	0	0	mynt
coincide	0	0	0	0	0	0	0	0	0	0	sammenfaller
coincidence	0	0	0	0	0	0	0	0	1	0	tilfeldighet
coincident	0	0	0	0	0	0	0	0	0	0	sammentreff
coinciding	0	0	0	0	0	0	0	0	0	0	sammenfallende
coke	0	0	0	0	0	0	0	0	0	0	cola
cold	0	0	0	0	0	1	0	0	0	0	kald
coldly	0	0	0	0	0	1	0	0	0	0	kaldt
coldness	1	0	1	1	0	1	0	1	0	0	kulde
colic	0	0	0	0	0	1	0	0	0	0	kolikk
collaborator	0	0	0	0	0	0	0	0	0	1	samarbeidspartner
collapse	0	0	1	1	0	1	0	1	0	0	kollapse
collar	0	0	0	0	0	0	0	0	0	0	halsbånd
collate	0	0	0	0	0	0	0	0	0	0	sortere
collateral	0	0	0	0	0	0	0	0	0	1	sikkerhet
collation	0	0	0	0	0	0	0	0	0	0	sammenstilling
colleague	0	0	0	0	0	0	0	0	0	0	kollega
collect	0	0	0	0	0	0	0	0	0	0	samle inn
collected	0	0	0	0	0	0	0	0	0	0	samlet inn
collection	0	0	0	0	0	0	0	0	0	0	samling
collective	0	0	0	0	0	0	0	0	0	0	kollektiv
collectively	0	0	0	0	0	0	1	0	0	1	samlet sett
collector	0	0	0	0	0	0	0	0	0	0	samler
college	0	0	0	0	0	0	0	0	0	0	høyskole
collegiate	0	0	0	0	0	0	0	0	0	0	kollegialt
collide	0	0	0	0	0	0	0	0	0	0	kollidere
collie	0	0	0	0	0	0	0	0	0	0	collie
collision	1	0	0	0	0	1	0	0	0	0	kollisjon
collocation	0	0	0	0	0	0	0	0	0	0	samlokalisering
colloquial	0	0	0	0	0	0	0	0	0	0	dagligdagse
collusion	1	0	1	1	0	1	0	1	0	0	samarbeid
colon	0	0	0	0	0	0	0	0	0	0	kolon
colonel	0	0	0	0	0	0	1	0	0	1	oberst
colonial	0	0	0	0	0	0	0	0	0	0	kolonial
colony	0	0	0	0	0	0	0	0	0	0	koloni
colophon	0	0	0	0	0	0	0	0	0	0	kolofon
color	0	0	0	0	0	0	0	0	0	0	farge
coloration	0	0	0	0	0	0	0	0	0	0	farge
colored	0	0	0	0	0	0	0	0	0	0	farget
coloring	0	0	0	0	0	0	0	0	0	0	fargelegging
colorless	0	0	0	0	0	0	0	0	0	0	fargeløs
colors	0	0	0	0	0	0	0	0	0	0	farger
colossal	0	0	0	0	0	0	1	0	0	0	enorm
colt	0	0	0	0	0	0	0	0	0	0	colt
column	0	0	0	0	0	0	0	0	0	0	kolonne
columnar	0	0	0	0	0	0	0	0	0	0	søyleformet
coma	0	0	0	1	0	1	0	1	0	0	koma
comatose	0	0	0	1	0	1	0	1	0	0	komatøs
comb	0	0	0	0	0	0	0	0	0	0	kam
combat	1	0	0	1	0	1	0	0	0	0	kamp
combatant	1	0	0	1	0	1	0	0	0	0	stridende
combative	1	0	0	1	0	1	0	0	0	0	stridbar
combination	0	0	0	0	0	0	0	0	0	0	kombinasjon
combinatorial	0	0	0	0	0	0	0	0	0	0	kombinatorisk
combine	0	0	0	0	0	0	0	0	0	0	kombinere
combined	0	0	0	0	0	0	0	0	0	0	kombinert
combustible	0	0	0	0	0	0	0	0	0	0	brennbart
combustion	0	0	0	0	0	0	0	0	0	0	forbrenning
comedy	0	0	0	0	0	0	0	0	0	0	komedie
comet	0	0	0	0	0	0	0	0	0	0	komet
comfort	0	1	0	0	1	0	1	0	0	1	komfort
comforter	0	0	0	0	0	0	0	0	0	0	dyne
comic	0	0	0	0	0	0	0	0	0	0	komisk
comical	0	0	0	0	0	0	0	0	0	0	komisk
coming	0	1	0	0	0	0	0	0	0	0	kommer
comma	0	0	0	0	0	0	0	0	0	0	komma
command	0	0	0	0	0	0	0	0	0	0	kommando
commandant	0	0	0	0	0	0	1	0	0	1	kommandant
commander	0	0	0	0	0	0	0	0	0	0	kommandør
commanding	0	0	0	0	0	0	1	0	0	1	kommanderende
commemorate	0	1	0	0	1	0	1	1	0	0	minnes
commemoration	0	1	0	0	1	0	1	0	0	0	minnemarkering
commemorative	0	1	0	0	0	0	1	0	0	0	minnesmerke
commence	0	0	0	0	0	0	0	0	0	0	begynne
commend	0	0	0	0	0	0	1	0	0	0	anbefale
commendable	0	0	0	0	1	0	1	0	0	1	prisverdig
commensurate	0	0	0	0	0	0	0	0	0	0	tilsvarende
comment	0	0	0	0	0	0	0	0	0	0	kommentar
commentary	0	0	0	0	0	0	0	0	0	0	kommentar
commentator	0	0	0	0	0	0	1	0	0	0	kommentator
commerce	0	0	0	0	0	0	0	0	0	1	handel
commercial	0	0	0	0	0	0	0	0	0	0	kommersielle
commissary	0	0	0	0	0	0	0	0	0	0	kommissær
commission	0	0	0	0	0	0	0	0	0	1	kommisjon
commissioner	0	0	0	0	0	0	0	0	0	0	kommisjonær
commit	0	0	0	0	0	0	0	0	0	0	begå
committal	0	0	0	0	0	1	0	1	0	0	forpliktende
committed	0	0	0	0	0	0	1	0	0	1	engasjert
committee	0	0	0	0	0	0	0	0	0	1	komité
commodity	0	0	0	0	0	0	0	0	0	0	handelsvare
commodore	0	0	0	0	0	0	1	0	0	1	commodore
common	0	0	0	0	0	0	0	0	0	0	vanlig
commonly	0	0	0	0	0	0	0	0	0	0	vanlig
commonplace	0	1	0	0	0	0	0	0	0	1	vanlig
commons	0	0	0	0	0	0	0	0	0	0	allmenninger
commonwealth	0	0	0	0	0	0	1	0	0	1	samveldet
commotion	1	0	0	0	0	1	0	0	0	0	oppstyr
commune	0	0	0	0	0	0	0	0	0	0	kommune
communicable	0	0	0	0	0	0	0	0	0	0	kommuniserbar
communicate	0	0	0	0	0	0	1	0	0	1	kommunisere
communication	0	0	0	0	0	0	0	0	0	1	kommunikasjon
communicative	0	0	0	0	0	0	1	0	0	0	kommunikativ
communion	0	0	0	0	1	0	1	0	0	1	kommunion
communism	1	0	0	1	0	1	0	1	0	0	kommunisme
communist	0	0	0	0	0	1	0	0	0	0	kommunistisk
community	0	0	0	0	0	0	1	0	0	0	samfunnet
commutation	0	0	0	0	0	0	1	0	0	0	kommutering
commutative	0	0	0	0	0	0	0	0	0	0	kommutativ
commute	0	0	0	0	0	0	1	0	0	0	pendle
commuter	0	0	0	0	0	0	0	0	0	0	pendler
compact	0	0	0	0	0	0	0	0	0	1	kompakt
compaction	0	0	0	0	0	0	0	0	0	0	komprimering
compactness	0	0	0	0	0	0	0	0	0	0	kompakthet
companion	0	0	0	0	1	0	1	0	0	1	kompanjong
companionship	0	0	0	0	0	0	0	0	0	0	selskap
company	0	0	0	0	0	0	0	0	0	0	selskap
comparable	0	0	0	0	0	0	0	0	0	0	sammenlignbare
comparative	0	0	0	0	0	0	0	0	0	0	komparativ
comparatively	0	0	0	0	0	0	0	0	0	0	forholdsvis
comparison	0	0	0	0	0	0	0	0	0	0	sammenligning
compartment	0	0	0	0	0	0	0	0	0	0	kupé
compass	0	0	0	0	0	0	0	0	0	1	kompass
compassion	0	0	0	1	0	0	1	0	0	0	medfølelse
compassionate	0	0	0	0	0	0	1	0	0	0	medfølende
compatibility	0	0	0	0	0	0	1	0	0	0	kompatibilitet
compatible	0	0	0	0	0	0	1	0	0	0	kompatibel
compel	0	0	0	0	0	0	0	0	0	0	overbevise
compelled	0	0	0	0	0	0	0	0	0	0	tvunget
compelling	0	0	0	0	0	0	1	0	0	0	overbevisende
compendium	0	0	0	0	0	0	0	0	0	0	kompendium
compensate	0	1	0	0	1	0	1	0	1	1	kompensere
compensation	0	0	0	0	0	0	0	0	0	0	kompensasjon
compensatory	0	0	0	0	0	0	1	0	0	0	kompenserende
competence	0	0	0	0	0	0	1	0	0	1	kompetanse
competency	0	0	0	0	0	0	1	0	0	1	kompetanse
competent	0	0	0	0	0	0	1	0	0	1	kompetent
competition	0	1	0	0	0	1	0	0	0	0	konkurranse
competitive	0	0	0	0	0	0	0	0	0	0	konkurransedyktig
competitor	0	0	0	0	0	0	0	0	0	0	konkurrent
compilation	0	0	0	0	0	0	0	0	0	0	samling
compile	0	0	0	0	0	0	0	0	0	0	kompilere
complacency	0	0	0	0	0	0	1	0	0	0	selvtilfredshet
complacent	0	0	0	0	0	0	0	0	0	0	selvtilfreds
complain	1	0	0	0	0	1	0	1	0	0	klage
complaint	1	0	0	0	0	1	0	0	0	0	klage
complement	0	1	0	0	1	0	1	0	1	1	komplement
complementary	0	0	0	0	0	0	1	0	0	0	komplementære
completed	0	0	0	0	0	0	0	0	0	0	fullført
completely	0	0	0	0	0	0	1	0	0	0	helt
completeness	0	0	0	0	0	0	1	0	0	0	fullstendighet
completing	0	1	0	0	1	0	1	0	0	0	fullfører
completion	0	1	0	0	1	0	1	0	0	0	ferdigstillelse
complex	0	0	0	0	0	0	0	0	0	0	kompleks
complexed	0	0	0	0	0	1	0	0	0	0	sammensatt
complexion	0	0	0	0	0	0	0	0	0	0	hudfarge
complexity	0	0	0	0	0	1	0	0	0	0	kompleksitet
compliance	0	0	0	0	0	0	1	0	0	1	samsvar
compliant	0	0	0	0	0	0	1	0	0	0	kompatibel
complicate	1	0	0	0	0	1	0	0	0	0	komplisere
complicated	0	0	0	0	0	1	0	0	0	0	komplisert
complication	0	0	0	0	0	1	0	0	0	0	komplikasjon
complicity	0	0	0	0	0	1	1	0	0	0	medvirkning
compliment	0	1	0	0	1	0	1	0	1	1	kompliment
comply	0	0	0	0	0	0	0	0	0	0	etterkomme
complying	0	0	0	0	0	0	0	0	0	0	overholder
compo	0	0	0	0	0	0	0	0	0	0	kompo
component	0	0	0	0	0	0	0	0	0	0	komponent
compose	0	0	0	0	0	0	0	0	0	0	komponere
composed	0	0	0	0	0	0	1	0	0	0	komponert
composer	0	0	0	0	0	0	1	0	0	0	komponist
composite	0	0	0	0	0	0	0	0	0	0	sammensatte
composition	0	0	0	0	0	0	0	0	0	0	komposisjon
compost	0	0	1	0	0	1	0	0	0	0	kompost
composure	0	0	0	0	0	0	1	0	0	0	sinnsro
compound	0	0	0	0	0	0	0	0	0	0	sammensatt
comprehend	0	0	0	0	0	0	1	0	0	0	fatte
comprehension	0	0	0	0	0	0	0	0	0	0	forståelse
comprehensive	0	0	0	0	0	0	1	0	0	0	omfattende
compress	1	0	0	0	0	0	0	0	0	0	komprimere
compressed	0	0	0	0	0	0	0	0	0	0	komprimert
compressible	0	0	0	0	0	0	0	0	0	0	komprimerbar
compression	0	0	0	0	0	0	0	0	0	0	kompresjon
comprise	0	0	0	0	0	0	0	0	0	0	omfatte
compromise	0	0	0	0	0	0	0	0	0	0	kompromiss
comptroller	0	0	0	0	0	0	0	0	0	1	kontrollør
compulsion	1	0	0	0	0	1	0	0	0	0	tvang
compulsory	0	0	0	0	0	1	0	0	0	0	obligatorisk
computable	0	0	0	0	0	0	0	0	0	0	beregnelig
computation	0	0	0	0	0	0	0	0	0	0	beregning
compute	0	0	0	0	0	0	0	0	0	0	beregne
computer	0	0	0	0	0	0	0	0	0	0	datamaskin
comrade	0	0	0	0	0	0	1	0	0	1	kamerat
con	0	0	0	0	0	0	0	0	0	0	lure
concatenation	0	0	0	0	0	0	0	0	0	0	sammenkobling
concave	0	0	0	0	0	0	0	0	0	0	konkav
conceal	0	0	0	0	0	1	0	1	0	0	skjule
concealed	0	1	0	1	0	1	0	0	1	0	skjult
concealment	1	1	0	1	0	1	0	0	0	0	fortielse
conceit	0	0	0	0	0	1	0	0	0	0	innbilskhet
conceited	0	0	0	0	0	1	0	0	0	0	innbilsk
conceivable	0	0	0	0	0	0	0	0	0	0	tenkelig
concentrate	0	0	0	0	0	0	0	0	0	0	konsentrere
concentration	0	0	0	0	0	0	0	0	0	0	konsentrasjon
concentric	0	0	0	0	0	0	1	0	0	0	konsentrisk
conception	0	0	0	0	0	0	0	0	0	0	oppfatning
concern	0	0	0	0	0	0	0	0	0	0	bekymring
concerned	0	0	0	1	0	0	0	1	0	0	bekymret
concert	0	0	0	0	0	0	0	0	0	0	konsert
concession	0	0	0	0	0	0	0	0	0	0	konsesjon
concessional	0	0	0	0	0	0	0	0	0	0	konsesjonell
concierge	0	0	0	0	0	0	0	0	0	0	concierge
conciliation	0	0	0	0	1	0	1	0	0	1	forlik
concise	0	0	0	0	0	0	0	0	0	0	konsis
conclave	0	0	0	0	0	0	0	0	0	0	konklave
conclude	0	0	0	0	0	0	0	0	0	0	konkludere
concluding	0	0	0	0	0	0	1	0	0	0	avsluttende
conclusion	0	0	0	0	0	0	0	0	0	0	konklusjon
concoction	0	0	0	0	0	0	0	0	0	0	sammenblanding
concomitant	0	0	0	0	0	0	0	0	0	0	samtidig
concord	0	0	0	0	0	0	1	0	0	1	enighet
concordance	0	0	0	0	0	0	1	0	0	1	samsvar
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	forsamling
concrete	0	0	0	0	0	0	0	0	0	0	betong
concurrence	0	0	0	0	0	0	0	0	0	0	samstemmighet
concurrent	0	0	0	0	0	0	0	0	0	0	samtidig
concurring	0	0	0	0	0	0	0	0	0	0	enig
concussion	1	0	0	0	0	1	0	1	0	0	hjernerystelse
condemn	1	0	0	0	0	1	0	0	0	0	fordømme
condemnation	1	1	1	1	0	1	0	1	0	0	fordømmelse
condensation	0	0	0	0	0	0	0	0	0	0	kondensasjon
condensed	0	0	0	0	0	0	0	0	0	0	kondensert
condescending	0	0	0	0	0	1	0	0	0	0	nedlatende
condescension	1	0	1	0	0	1	0	1	0	0	nedlatenhet
condiment	0	0	0	0	0	0	0	0	0	0	tilbehør
condition	0	0	0	0	0	0	0	0	0	0	tilstand
conditional	0	0	0	0	0	0	0	0	0	0	betinget
conditionally	0	0	0	0	0	0	0	0	0	0	betinget
conditioned	0	0	0	0	0	0	0	0	0	0	betinget
conditions	0	0	0	0	0	0	0	0	0	0	forhold
condolence	0	0	0	0	0	0	1	1	0	0	kondolanse
condone	0	0	0	0	0	0	1	0	0	0	godta
conducive	0	0	0	0	0	0	1	0	0	0	bidrar
conduct	0	0	0	0	0	0	0	0	0	0	oppførsel
conduction	0	0	0	0	0	0	0	0	0	0	ledning
conductivity	0	0	0	0	0	0	1	0	0	0	ledningsevne
conductor	0	0	0	0	0	0	0	0	0	0	dirigent
conduit	0	0	0	0	0	0	0	0	0	0	ledning
cone	0	0	0	0	0	0	0	0	0	0	Kjegle
confederate	0	0	0	0	0	0	1	0	0	1	konføderert
confederation	0	0	0	0	0	0	0	0	0	0	konføderasjon
confer	0	0	0	0	0	0	0	0	0	0	konferere
conference	0	0	0	0	0	0	0	0	0	0	konferanse
confess	0	0	0	0	0	1	1	0	0	1	tilstå
confession	0	1	0	1	0	1	0	1	1	0	tilståelse
confessional	0	0	0	1	0	0	0	0	0	1	skriftemål
confessions	0	0	0	0	0	0	0	0	0	0	tilståelser
confide	0	0	0	0	0	0	0	0	0	1	betro
confidence	0	0	0	1	1	0	1	0	0	1	selvtillit
confident	0	0	0	0	1	0	1	0	0	1	Selvsikker
confidential	0	0	0	0	0	0	0	0	0	1	konfidensiell
confidentially	0	0	0	0	0	0	0	0	0	1	konfidensielt
configuration	0	0	0	0	0	0	0	0	0	0	konfigurasjon
confine	1	0	0	1	0	1	0	1	0	0	begrense
confined	1	0	1	1	0	1	0	1	0	0	innesperret
confinement	1	0	0	1	0	1	0	1	0	0	innesperring
confines	0	0	0	0	0	0	0	0	0	0	begrenser
confirm	0	0	0	0	0	0	0	0	0	0	bekrefte
confirmation	0	0	0	0	0	0	0	0	0	1	bekreftelse
confirmatory	0	0	0	0	0	0	0	0	0	0	bekreftende
confirmed	0	0	0	0	0	0	1	0	0	1	bekreftet
confiscate	1	0	0	0	0	1	0	1	0	0	konfiskere
confiscation	0	0	0	0	0	1	0	0	0	0	inndragning
conflagration	1	0	0	1	0	1	0	0	0	0	brann
conflict	1	0	0	1	0	1	0	1	0	0	konflikt
conflicting	0	0	0	0	0	1	0	0	0	0	motstridende
confluence	0	0	0	0	0	0	0	0	0	0	sammenløp
conformance	0	0	0	0	0	0	1	0	0	0	samsvar
conformation	0	0	0	0	0	0	0	0	0	0	konfirmasjon
conformity	0	0	0	0	0	0	0	0	0	1	samsvar
confound	0	0	0	0	0	1	0	0	0	0	forvirre
confounded	0	0	0	0	0	1	0	0	0	0	forvirret
confront	1	0	0	0	0	0	0	0	0	0	konfrontere
confuse	0	0	0	0	0	1	0	0	0	0	forvirre
confusion	1	0	0	1	0	1	0	0	0	0	forvirring
congenial	0	0	0	0	0	0	1	0	0	0	hyggelig
congenital	0	0	0	0	0	0	0	0	0	0	medfødt
congestion	0	0	0	0	0	1	0	0	0	0	opphopning
conglomerate	0	0	0	0	0	0	0	0	0	1	konglomerat
conglomeration	0	0	0	0	0	0	0	0	0	0	konglomerasjon
congratulatory	0	0	0	0	1	0	1	0	0	0	gratulerer
congregate	0	0	0	0	0	0	0	0	0	0	samle
congregation	0	0	0	0	0	0	1	0	0	1	forsamling
congress	0	0	1	0	0	0	0	0	0	1	kongress
congressional	0	0	0	0	0	0	0	0	0	0	kongress
congressman	0	0	0	0	0	0	0	0	0	1	kongressmedlem
congruence	0	0	0	0	0	0	1	0	0	1	sammenfallende
conic	0	0	0	0	0	0	0	0	0	0	kjegleformet
conical	0	0	0	0	0	0	0	0	0	0	konisk
conjecture	0	1	0	0	0	0	0	0	0	0	formodning
conjugal	0	0	0	0	0	0	0	0	0	0	ekteskapelig
conjugate	0	0	0	0	0	0	0	0	0	0	konjugerer
conjugation	0	0	0	0	0	0	0	0	0	0	konjugasjon
conjunction	0	0	0	0	0	0	0	0	0	0	konjunksjon
conjunctive	0	0	0	0	0	0	0	0	0	0	konjunktiv
conjure	0	1	0	0	0	0	0	0	1	0	trylle
conjuring	0	0	0	0	0	1	0	0	0	0	tryllekunstner
connect	0	0	0	0	0	0	0	0	0	0	koble
connected	0	0	0	0	0	0	0	0	0	0	tilkoblet
connection	0	0	0	0	0	0	0	0	0	0	forbindelse
connective	0	0	0	0	0	0	0	0	0	1	bindende
connoisseur	0	0	0	0	1	0	1	0	0	1	kjenner
conquer	0	0	0	0	0	0	0	0	0	0	erobre
conqueror	0	0	0	0	0	0	0	0	0	0	erobrer
conquest	1	0	0	1	0	1	0	0	0	0	erobring
conscience	0	0	0	0	0	0	1	0	0	1	samvittighet
conscientious	0	0	0	0	0	0	1	0	0	1	pliktoppfyllende
consciousness	0	0	0	0	0	0	1	0	0	0	bevissthet
conscription	0	0	0	0	0	0	0	0	0	0	verneplikt
consecration	0	1	0	0	1	0	1	1	0	1	innvielse
consecutive	0	0	0	0	0	0	0	0	0	0	påfølgende
consent	0	0	0	0	0	0	0	0	0	0	samtykke
consenting	0	0	0	0	0	0	0	0	0	0	samtykker
consequence	0	0	0	0	0	0	0	0	0	0	konsekvens
consequent	0	1	0	0	0	0	0	0	0	0	konsekvent
conservation	0	1	0	0	0	0	1	0	0	1	bevaring
conservatism	0	0	0	0	0	0	0	0	0	0	konservatisme
conservative	0	0	0	0	0	0	0	0	0	0	konservative
conservatory	0	0	0	0	0	0	0	0	0	0	vinterhage
conserve	0	0	0	0	0	0	1	0	0	0	spare
considerable	0	0	0	0	0	0	1	0	0	0	betraktelig
considerate	0	0	0	0	0	0	1	0	0	1	hensynsfull
consignee	0	0	0	0	0	0	0	0	0	0	mottaker
consignment	0	0	0	0	0	0	0	0	0	0	sending
consistency	0	0	0	0	0	0	1	0	0	1	konsistens
consistent	0	0	0	0	0	0	0	0	0	0	konsistent
consolation	0	0	0	0	0	0	0	0	0	0	trøst
console	0	0	0	0	0	0	1	1	0	0	konsoll
consolidate	0	0	0	0	0	0	0	0	0	0	konsolidere
consolidation	0	0	0	0	0	0	0	0	0	0	konsolidering
consonant	0	0	0	0	0	0	1	0	0	0	konsonant
consort	0	0	0	0	0	0	0	0	0	1	konsort
conspicuous	0	0	0	0	0	0	0	0	0	0	iøynefallende
conspiracy	0	0	0	1	0	0	0	0	0	0	sammensvergelse
conspirator	1	1	1	1	0	1	0	0	0	0	konspirator
conspire	0	0	0	1	0	1	0	0	0	0	konspirere
constable	0	0	0	0	0	0	0	0	0	1	konstabel
constancy	0	0	0	0	0	0	1	0	0	1	bestandighet
constant	0	0	0	0	0	0	1	0	0	1	konstant
constantly	0	0	0	0	0	0	0	0	0	1	stadig
constellation	0	0	0	0	0	0	0	0	0	0	konstellasjon
consternation	1	0	0	1	0	1	0	0	0	0	bestyrtelse
constipation	0	0	1	0	0	1	0	0	0	0	forstoppelse
constituent	0	0	0	0	0	0	0	0	0	0	bestanddel
constituents	0	0	0	0	0	0	0	0	0	0	bestanddeler
constitute	0	0	0	0	0	0	0	0	0	1	utgjøre
constitution	0	0	0	0	0	0	0	0	0	0	grunnlov
constitutional	0	0	0	0	0	0	1	0	0	1	konstitusjonelle
constitutionality	0	0	0	0	0	0	0	0	0	0	konstitusjonalitet
constrain	0	0	0	1	0	1	0	0	0	0	begrense, forhindre
constrained	0	0	0	0	0	1	0	0	0	0	begrenset
constraint	1	0	0	1	0	1	0	1	0	0	begrensning
construct	0	0	0	0	0	0	1	0	0	0	konstruere
construction	0	0	0	0	0	0	0	0	0	0	konstruksjon
construe	0	0	0	0	0	0	0	0	0	0	konstruere
consul	0	0	0	0	0	0	0	0	0	1	konsul
consult	0	0	0	0	0	0	0	0	0	1	rådføre
consultation	0	0	0	0	0	0	0	0	0	0	konsultasjon
consume	0	0	0	0	0	0	0	0	0	0	forbruke
consuming	0	0	0	0	0	0	0	0	0	0	forbruker
consummate	0	0	0	0	0	0	1	0	0	0	fullbyrde
consummation	0	0	0	0	0	0	0	0	0	0	fullbyrdelse
consumption	0	0	0	0	0	0	0	0	0	0	forbruk
contact	0	0	0	0	0	0	1	0	0	0	ta kontakt med
contagion	0	1	1	1	0	1	0	0	0	0	smitte
contagious	0	0	1	1	0	1	0	0	0	0	smittsom
containment	0	0	0	0	0	0	0	0	0	0	Begrensning
contaminate	0	0	1	0	0	1	0	0	0	0	forurense
contaminated	0	0	1	1	0	1	0	1	0	0	forurenset
contamination	0	0	1	0	0	1	0	0	0	0	forurensning
contemplate	0	0	0	0	0	0	0	0	0	0	betrakte
contemplation	0	0	0	0	0	0	1	0	0	0	kontemplasjon
contemplative	0	0	0	0	0	0	0	0	0	0	Tankefull
contemporaneous	0	0	0	0	0	0	0	0	0	0	samtidige
contemporary	0	0	0	0	0	0	0	0	0	0	moderne
contempt	1	0	1	1	0	1	0	0	0	0	forakt
contemptible	1	0	1	0	0	1	0	0	0	0	foraktelig
contemptuous	1	0	0	0	0	1	0	0	0	0	foraktelig
contending	0	0	0	0	0	0	0	0	0	0	stridende
content	0	0	0	0	1	0	1	0	0	1	innhold
contention	0	0	0	0	0	0	0	0	0	0	påstand
contentious	1	0	1	1	0	1	0	0	0	0	omstridt
