English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Shona Word
computation	0	0	0	0	0	0	0	0	0	0	computation
compute	0	0	0	0	0	0	0	0	0	0	compute
computer	0	0	0	0	0	0	0	0	0	0	kombiyuta
comrade	0	0	0	0	0	0	1	0	0	1	comrade
con	0	0	0	0	0	0	0	0	0	0	con
concatenation	0	0	0	0	0	0	0	0	0	0	concatenation
concave	0	0	0	0	0	0	0	0	0	0	concave
conceal	0	0	0	0	0	1	0	1	0	0	hide
concealed	0	1	0	1	0	1	0	0	1	0	zvakavanzika
concealment	1	1	0	1	0	1	0	0	0	0	kuvanza
conceit	0	0	0	0	0	1	0	0	0	0	kuzvitutumadza
conceited	0	0	0	0	0	1	0	0	0	0	kuzvitutumadza
conceivable	0	0	0	0	0	0	0	0	0	0	conceivable
concentrate	0	0	0	0	0	0	0	0	0	0	concentrate
concentration	0	0	0	0	0	0	0	0	0	0	concentration
concentric	0	0	0	0	0	0	1	0	0	0	concentric
conception	0	0	0	0	0	0	0	0	0	0	pamuviri
concern	0	0	0	0	0	0	0	0	0	0	kunetseka
concerned	0	0	0	1	0	0	0	1	0	0	kunetseka
concert	0	0	0	0	0	0	0	0	0	0	konzati
concession	0	0	0	0	0	0	0	0	0	0	concession
concessional	0	0	0	0	0	0	0	0	0	0	concessional
concierge	0	0	0	0	0	0	0	0	0	0	concierge
conciliation	0	0	0	0	1	0	1	0	0	1	kuyananisa
concise	0	0	0	0	0	0	0	0	0	0	pfupi
conclave	0	0	0	0	0	0	0	0	0	0	conclave
conclude	0	0	0	0	0	0	0	0	0	0	pedzisa
concluding	0	0	0	0	0	0	1	0	0	0	kupedzisa
conclusion	0	0	0	0	0	0	0	0	0	0	mhedziso
concoction	0	0	0	0	0	0	0	0	0	0	musanganiswa
concomitant	0	0	0	0	0	0	0	0	0	0	concomitant
concord	0	0	0	0	0	0	1	0	0	1	concord
concordance	0	0	0	0	0	0	1	0	0	1	concordance
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	concourse
concrete	0	0	0	0	0	0	0	0	0	0	kongiri
concurrence	0	0	0	0	0	0	0	0	0	0	concurrence
concurrent	0	0	0	0	0	0	0	0	0	0	panguva imwe chete
concurring	0	0	0	0	0	0	0	0	0	0	concurring
concussion	1	0	0	0	0	1	0	1	0	0	concussion
condemn	1	0	0	0	0	1	0	0	0	0	shora
condemnation	1	1	1	1	0	1	0	1	0	0	kutongwa
condensation	0	0	0	0	0	0	0	0	0	0	condensation
condensed	0	0	0	0	0	0	0	0	0	0	condensed
condescending	0	0	0	0	0	1	0	0	0	0	kudzikisira
condescension	1	0	1	0	0	1	0	1	0	0	kuzvideredza
condiment	0	0	0	0	0	0	0	0	0	0	condiment
condition	0	0	0	0	0	0	0	0	0	0	mamiriro
conditional	0	0	0	0	0	0	0	0	0	0	conditional
conditionally	0	0	0	0	0	0	0	0	0	0	conditionally
conditioned	0	0	0	0	0	0	0	0	0	0	conditioned
conditions	0	0	0	0	0	0	0	0	0	0	mamiriro
condolence	0	0	0	0	0	0	1	1	0	0	nyaradzo
condone	0	0	0	0	0	0	1	0	0	0	condone
conducive	0	0	0	0	0	0	1	0	0	0	zvakanaka
conduct	0	0	0	0	0	0	0	0	0	0	mufambiro
conduction	0	0	0	0	0	0	0	0	0	0	conduction
conductivity	0	0	0	0	0	0	1	0	0	0	conductivity
conductor	0	0	0	0	0	0	0	0	0	0	conductor
conduit	0	0	0	0	0	0	0	0	0	0	conduit
cone	0	0	0	0	0	0	0	0	0	0	cone
confederate	0	0	0	0	0	0	1	0	0	1	confederate
confederation	0	0	0	0	0	0	0	0	0	0	mubatanidzwa
confer	0	0	0	0	0	0	0	0	0	0	confer
conference	0	0	0	0	0	0	0	0	0	0	musangano
confess	0	0	0	0	0	1	1	0	0	1	reurura
confession	0	1	0	1	0	1	0	1	1	0	kureurura
confessional	0	0	0	1	0	0	0	0	0	1	confessional
confessions	0	0	0	0	0	0	0	0	0	0	kureurura
confide	0	0	0	0	0	0	0	0	0	1	confide
confidence	0	0	0	1	1	0	1	0	0	1	chivimbo
confident	0	0	0	0	1	0	1	0	0	1	nechivimbo
confidential	0	0	0	0	0	0	0	0	0	1	zvakavanzika
confidentially	0	0	0	0	0	0	0	0	0	1	zvakavanzika
configuration	0	0	0	0	0	0	0	0	0	0	configuration
confine	1	0	0	1	0	1	0	1	0	0	confine
confined	1	0	1	1	0	1	0	1	0	0	kuvharirwa
confinement	1	0	0	1	0	1	0	1	0	0	kusungwa
confines	0	0	0	0	0	0	0	0	0	0	confines
confirm	0	0	0	0	0	0	0	0	0	0	simbisa
confirmation	0	0	0	0	0	0	0	0	0	1	simbiso
confirmatory	0	0	0	0	0	0	0	0	0	0	zvinosimbisa
confirmed	0	0	0	0	0	0	1	0	0	1	zvakasimbiswa
confiscate	1	0	0	0	0	1	0	1	0	0	torera
confiscation	0	0	0	0	0	1	0	0	0	0	kutorwa
conflagration	1	0	0	1	0	1	0	0	0	0	conflagration
conflict	1	0	0	1	0	1	0	1	0	0	kunetsana
conflicting	0	0	0	0	0	1	0	0	0	0	zvinopesana
confluence	0	0	0	0	0	0	0	0	0	0	confluence
conformance	0	0	0	0	0	0	1	0	0	0	conformance
conformation	0	0	0	0	0	0	0	0	0	0	conformation
conformity	0	0	0	0	0	0	0	0	0	1	conformity
confound	0	0	0	0	0	1	0	0	0	0	confound
confounded	0	0	0	0	0	1	0	0	0	0	kuvhiringidzika
confront	1	0	0	0	0	0	0	0	0	0	confront
confuse	0	0	0	0	0	1	0	0	0	0	confuse
confusion	1	0	0	1	0	1	0	0	0	0	kuvhiringidzika
congenial	0	0	0	0	0	0	1	0	0	0	congenial
congenital	0	0	0	0	0	0	0	0	0	0	congenital
congestion	0	0	0	0	0	1	0	0	0	0	congestion
conglomerate	0	0	0	0	0	0	0	0	0	1	conglomerate
conglomeration	0	0	0	0	0	0	0	0	0	0	conglomeration
congratulatory	0	0	0	0	1	0	1	0	0	0	makorokoto
congregate	0	0	0	0	0	0	0	0	0	0	ungana
congregation	0	0	0	0	0	0	1	0	0	1	ungano
congress	0	0	1	0	0	0	0	0	0	1	congress
congressional	0	0	0	0	0	0	0	0	0	0	congressional
congressman	0	0	0	0	0	0	0	0	0	1	congressman
congruence	0	0	0	0	0	0	1	0	0	1	congruence
conic	0	0	0	0	0	0	0	0	0	0	conic
conical	0	0	0	0	0	0	0	0	0	0	conical
conjecture	0	1	0	0	0	0	0	0	0	0	kufungidzira
conjugal	0	0	0	0	0	0	0	0	0	0	conjugal
conjugate	0	0	0	0	0	0	0	0	0	0	conjugate
conjugation	0	0	0	0	0	0	0	0	0	0	conjugation
conjunction	0	0	0	0	0	0	0	0	0	0	mubatanidzwa
conjunctive	0	0	0	0	0	0	0	0	0	0	conjunctive
conjure	0	1	0	0	0	0	0	0	1	0	conjure
conjuring	0	0	0	0	0	1	0	0	0	0	conjuring
connect	0	0	0	0	0	0	0	0	0	0	connect
connected	0	0	0	0	0	0	0	0	0	0	zvakabatana
connection	0	0	0	0	0	0	0	0	0	0	kubatana
connective	0	0	0	0	0	0	0	0	0	1	connective
connoisseur	0	0	0	0	1	0	1	0	0	1	connoisseur
conquer	0	0	0	0	0	0	0	0	0	0	kukunda
conqueror	0	0	0	0	0	0	0	0	0	0	mukundi
conquest	1	0	0	1	0	1	0	0	0	0	kukunda
conscience	0	0	0	0	0	0	1	0	0	1	hana
conscientious	0	0	0	0	0	0	1	0	0	1	kungwarira
consciousness	0	0	0	0	0	0	1	0	0	0	kuziva
conscription	0	0	0	0	0	0	0	0	0	0	kunyoresa
consecration	0	1	0	0	1	0	1	1	0	1	kutsaurira
consecutive	0	0	0	0	0	0	0	0	0	0	akatevedzana
consent	0	0	0	0	0	0	0	0	0	0	mvumo
consenting	0	0	0	0	0	0	0	0	0	0	vachibvuma
consequence	0	0	0	0	0	0	0	0	0	0	mhedzisiro
consequent	0	1	0	0	0	0	0	0	0	0	mhedzisiro
conservation	0	1	0	0	0	0	1	0	0	1	kuchengetedza
conservatism	0	0	0	0	0	0	0	0	0	0	Conservatism
conservative	0	0	0	0	0	0	0	0	0	0	Conservative
conservatory	0	0	0	0	0	0	0	0	0	0	Conservatory
conserve	0	0	0	0	0	0	1	0	0	0	chengetedza
considerable	0	0	0	0	0	0	1	0	0	0	zvikuru
considerate	0	0	0	0	0	0	1	0	0	1	nzwisisa
consignee	0	0	0	0	0	0	0	0	0	0	consignee
consignment	0	0	0	0	0	0	0	0	0	0	consignment
consistency	0	0	0	0	0	0	1	0	0	1	kuwirirana
consistent	0	0	0	0	0	0	0	0	0	0	anowirirana
consolation	0	0	0	0	0	0	0	0	0	0	nyaradzo
console	0	0	0	0	0	0	1	1	0	0	console
consolidate	0	0	0	0	0	0	0	0	0	0	consolidate
consolidation	0	0	0	0	0	0	0	0	0	0	consolidation
consonant	0	0	0	0	0	0	1	0	0	0	consonant
consort	0	0	0	0	0	0	0	0	0	1	consort
conspicuous	0	0	0	0	0	0	0	0	0	0	pachena
conspiracy	0	0	0	1	0	0	0	0	0	0	kurangana
conspirator	1	1	1	1	0	1	0	0	0	0	murongi
conspire	0	0	0	1	0	1	0	0	0	0	kurangana
constable	0	0	0	0	0	0	0	0	0	1	constable
constancy	0	0	0	0	0	0	1	0	0	1	Constancy
constant	0	0	0	0	0	0	1	0	0	1	nguva dzose
constantly	0	0	0	0	0	0	0	0	0	1	nguva dzose
constellation	0	0	0	0	0	0	0	0	0	0	boka renyeredzi
consternation	1	0	0	1	0	1	0	0	0	0	kuvhunduka
constipation	0	0	1	0	0	1	0	0	0	0	kuvimbiswa
constituent	0	0	0	0	0	0	0	0	0	0	constituent
constituents	0	0	0	0	0	0	0	0	0	0	constituents
constitute	0	0	0	0	0	0	0	0	0	1	constitute
constitution	0	0	0	0	0	0	0	0	0	0	Constitution
constitutional	0	0	0	0	0	0	1	0	0	1	zvebumbiro
constitutionality	0	0	0	0	0	0	0	0	0	0	bumbiro remitemo
constrain	0	0	0	1	0	1	0	0	0	0	kumanikidza
constrained	0	0	0	0	0	1	0	0	0	0	kumanikidzirwa
constraint	1	0	0	1	0	1	0	1	0	0	constraint
construct	0	0	0	0	0	0	1	0	0	0	kuvaka
construction	0	0	0	0	0	0	0	0	0	0	kuvaka
construe	0	0	0	0	0	0	0	0	0	0	connstrue
consul	0	0	0	0	0	0	0	0	0	1	consul
consult	0	0	0	0	0	0	0	0	0	1	consult
consultation	0	0	0	0	0	0	0	0	0	0	consultation
consume	0	0	0	0	0	0	0	0	0	0	kudya
consuming	0	0	0	0	0	0	0	0	0	0	kudya
consummate	0	0	0	0	0	0	1	0	0	0	consummate
consummation	0	0	0	0	0	0	0	0	0	0	kupedzisa
consumption	0	0	0	0	0	0	0	0	0	0	kushandiswa
contact	0	0	0	0	0	0	1	0	0	0	contact
contagion	0	1	1	1	0	1	0	0	0	0	kutapukira
contagious	0	0	1	1	0	1	0	0	0	0	kutapukira nyore nyore
containment	0	0	0	0	0	0	0	0	0	0	containment
contaminate	0	0	1	0	0	1	0	0	0	0	contaminate
contaminated	0	0	1	1	0	1	0	1	0	0	yakasvibiswa
contamination	0	0	1	0	0	1	0	0	0	0	kusvibiswa
contemplate	0	0	0	0	0	0	0	0	0	0	fungisisa
contemplation	0	0	0	0	0	0	1	0	0	0	kufungisisa
contemplative	0	0	0	0	0	0	0	0	0	0	kufungisisa
contemporaneous	0	0	0	0	0	0	0	0	0	0	contemporaneous
contemporary	0	0	0	0	0	0	0	0	0	0	contemporary
contempt	1	0	1	1	0	1	0	0	0	0	kuzvidza
contemptible	1	0	1	0	0	1	0	0	0	0	zvinoshoreka
contemptuous	1	0	0	0	0	1	0	0	0	0	kuzvidza
contending	0	0	0	0	0	0	0	0	0	0	contending
content	0	0	0	0	1	0	1	0	0	1	content
contention	0	0	0	0	0	0	0	0	0	0	kukakavara
contentious	1	0	1	1	0	1	0	0	0	0	kukakavara
contents	0	0	0	0	0	0	0	0	0	0	zviri mukati
context	0	0	0	0	0	0	0	0	0	0	context
contiguous	0	0	0	0	0	0	0	0	0	0	contiguous
continence	0	0	0	0	0	0	0	0	0	0	continence
continent	0	0	0	0	0	0	0	0	0	0	kondinendi
continental	0	0	0	0	0	0	0	0	0	0	continental
contingency	0	0	0	0	0	0	0	0	0	0	contingency
contingent	0	1	0	0	0	0	0	0	0	0	contingent
continual	0	0	0	0	0	0	0	0	0	0	continual
continually	0	0	0	0	0	0	0	0	0	0	nguva dzose
continuance	0	0	0	0	0	0	0	0	0	0	continuance
continuation	0	1	0	0	0	0	0	0	0	0	kuenderera mberi
continue	0	1	0	0	0	0	1	0	0	1	enderera
continued	0	0	0	0	0	0	0	0	0	0	akaenderera mberi
continuing	0	0	0	0	0	0	0	0	0	0	kuenderera mberi
continuity	0	0	0	0	0	0	0	0	0	0	kuenderera mberi
continuous	0	0	0	0	0	0	0	0	0	0	continuous
continuously	0	0	0	0	0	0	0	0	0	0	nokusingaperi
contour	0	0	0	0	0	0	1	0	0	0	contour
contraband	1	0	1	1	0	1	0	0	0	0	contraband
contract	0	0	0	0	0	0	0	0	0	0	contract
contracted	0	0	0	0	0	1	0	0	0	0	contracted
contractile	0	0	0	0	0	0	0	0	0	0	contractile
contracting	0	0	0	0	0	0	0	0	0	0	contracting
contraction	0	0	0	0	0	0	0	0	0	0	contraction
contradict	1	0	0	0	0	1	0	0	0	0	zvinopesana
contradiction	0	0	0	0	0	1	0	0	0	0	kupokana
contradictory	0	0	0	0	0	1	0	0	0	0	zvinopesana
contrary	0	0	0	0	0	1	0	0	0	0	zvinopesana
contrast	0	0	0	0	0	0	0	0	0	0	musiyano
contrasted	0	0	0	0	0	1	0	0	0	0	zvakasiyana
contravene	0	0	0	0	0	1	0	0	0	0	contravene
contravention	0	0	0	0	0	1	0	0	0	0	contravention
contribute	0	0	0	0	0	0	1	0	0	0	batsira
contributor	0	0	0	0	0	0	1	0	0	1	mubatsiri
contrived	0	0	0	0	0	0	0	0	0	0	contrived
control	0	0	0	0	0	0	0	0	0	0	control
controversial	1	0	0	0	0	1	0	0	0	0	nharo
controversy	0	0	0	0	0	1	0	0	0	0	kukakavara
conundrum	0	0	0	0	0	0	0	0	0	0	conundrum
convalescent	0	0	0	0	0	0	0	0	0	0	convalescent
convection	0	0	0	0	0	0	0	0	0	0	convection
convene	0	0	0	0	0	0	0	0	0	0	convene
convenience	0	0	0	0	0	0	1	0	0	0	nyore
conveniences	0	0	0	0	0	0	0	0	0	0	zviri nyore
convenient	0	0	0	0	0	0	1	0	0	0	convenient
convent	0	0	0	0	0	0	1	0	0	1	convent
convention	0	0	0	0	0	0	1	0	0	0	musangano
conventional	0	0	0	0	0	0	0	0	0	0	zvakajairika
converge	0	0	0	0	0	0	0	0	0	0	converge
convergence	0	1	0	0	0	0	0	0	0	0	convergence
convergent	0	0	0	0	0	0	0	0	0	0	convergent
conversant	0	0	0	0	0	0	1	0	0	0	conversant
conversation	0	0	0	0	0	0	0	0	0	0	hurukuro
conversational	0	0	0	0	0	0	1	0	0	0	kutaura
converse	0	0	0	0	0	0	0	0	0	0	kutaura
conversing	0	0	0	0	0	0	0	0	0	0	kutaura
conversion	0	0	0	0	0	0	0	0	0	0	kutendeuka
convert	0	0	0	0	0	0	1	0	0	0	convert
converted	0	0	0	0	0	0	0	0	0	0	kutendeuka
convertible	0	0	0	0	0	0	0	0	0	0	convertible
convex	0	0	0	0	0	0	0	0	0	0	convex
convexity	0	0	0	0	0	0	0	0	0	0	convexity
convey	0	0	0	0	0	0	0	0	0	0	fambisa
conveyance	0	0	0	0	0	0	0	0	0	0	conveyance
conveyancing	0	0	0	0	0	0	0	0	0	1	conveyancing
convict	1	0	1	1	0	1	0	1	0	0	musungwa
conviction	0	0	0	0	0	1	0	0	0	0	kutendiswa
convince	0	1	0	0	0	0	1	0	0	1	gutsikana
convinced	0	0	0	0	0	0	0	0	0	1	gutsikana
convincing	0	0	0	0	0	0	0	0	0	1	zvinogutsa
convocation	0	0	0	0	0	0	0	0	0	0	convocation
convoluted	0	0	0	0	0	0	0	0	0	0	convoluted
convolution	0	0	0	0	0	0	0	0	0	0	convolution
convoy	0	0	0	0	0	0	0	0	0	0	convoy
coo	0	0	0	0	0	0	0	0	0	0	coo
cook	0	0	0	0	0	0	0	0	0	0	kubika
cookery	0	0	0	0	0	0	0	0	0	0	cookery
cooking	0	0	0	0	0	0	0	0	0	0	kubika
cool	0	0	0	0	0	0	1	0	0	0	kutonhora
cooler	0	0	0	0	0	0	0	0	0	0	cooler
cooling	0	0	0	0	0	0	0	0	0	0	kutonhora
coolness	0	0	0	0	0	0	1	0	0	0	kutonhorera
coop	1	0	1	0	0	1	0	0	0	0	coop
cooperate	0	0	0	0	0	0	1	0	0	0	kubatana
cooperating	0	0	0	0	0	0	1	0	0	1	kubatana
cooperation	0	0	0	0	0	0	1	0	0	1	kubatana
cooperative	0	0	0	0	0	0	1	0	0	1	cooperative
coordinate	0	0	0	0	0	0	0	0	0	0	coordinate
cop	0	0	0	1	0	0	0	0	0	1	mupurisa
copious	0	0	0	0	0	0	0	0	0	0	copious
copper	0	0	0	0	0	0	0	0	0	0	mhangura
copy	0	0	0	0	0	1	0	0	0	0	kopi
copycat	1	0	1	0	0	1	0	0	0	0	copycat
copying	0	0	0	0	0	0	0	0	0	0	kukopa
copyright	0	0	0	0	0	0	0	0	0	0	copyright
coral	0	0	0	0	0	0	0	0	0	0	korari
cord	0	0	0	0	0	0	0	0	0	0	tambo
cordon	0	0	0	0	0	0	0	0	0	0	cordon
corduroy	0	0	0	0	0	0	0	0	0	0	corduroy
core	0	0	0	0	0	0	1	0	0	0	core
cork	0	0	0	0	0	0	0	0	0	0	kork
corkscrew	0	0	0	0	0	0	0	0	0	0	corkscrews
corn	0	0	0	0	0	0	0	0	0	0	chibage
cornea	0	0	0	0	0	0	0	0	0	0	cornea
corner	0	0	0	0	0	0	0	0	0	0	kona
cornet	0	0	0	0	0	0	0	0	0	0	cornet
cornice	0	0	0	0	0	0	0	0	0	0	cornice
cornstarch	0	0	0	0	0	0	0	0	0	0	cornstarch
corollary	0	0	0	0	0	0	0	0	0	0	corollary
corona	0	0	0	0	0	0	0	0	0	0	corona
coronation	0	0	0	0	1	0	1	0	0	1	coronation
coroner	0	0	0	0	0	1	0	0	0	0	coroner
corporal	0	0	0	0	0	1	0	0	0	0	corporal
corporate	0	0	0	0	0	0	0	0	0	0	corporate
corporation	0	0	0	0	0	0	1	0	0	1	corporation
corporeal	0	0	0	0	0	0	1	0	0	0	corporeal
corps	0	0	0	0	0	0	0	0	0	0	mutumbi
corpse	0	0	1	0	0	1	0	1	0	0	chitunha
corpus	0	0	0	0	0	0	0	0	0	0	corpus
corral	0	0	0	0	0	0	0	0	0	0	corral
correction	0	0	0	0	0	1	0	0	0	0	kururamisa
corrective	0	0	0	0	0	0	1	0	0	0	kugadzirisa
correctness	0	0	0	0	0	0	0	0	0	1	kururama
correlation	0	0	0	0	0	0	0	0	0	0	kuwirirana
correlative	0	0	0	0	0	0	0	0	0	0	correlative
correspond	0	0	0	0	0	0	0	0	0	0	enderana
correspondence	0	1	0	0	0	0	1	0	0	0	tsamba
correspondent	0	0	0	0	0	0	0	0	0	0	mutori wenhau
corridor	0	0	0	0	0	0	0	0	0	0	corridor
corroborate	0	0	0	0	0	0	1	0	0	1	tsigira
corroboration	0	0	0	0	0	0	0	0	0	1	tsigiro
corrosion	0	0	0	0	0	1	0	0	0	0	ngura
corrosive	0	0	0	1	0	1	0	0	0	0	corrosive
corrupt	0	0	0	0	0	1	0	0	0	0	uori
corrupting	1	0	1	1	0	1	0	1	0	0	uori
corruption	0	0	1	0	0	1	0	0	0	0	huori
corse	0	0	0	0	0	0	0	1	0	0	corse
corset	0	0	0	0	0	0	0	0	0	0	corset
cortex	0	0	0	0	0	0	0	0	0	0	cortex
cortical	0	0	0	0	0	0	0	0	0	0	cortical
corvette	0	0	0	0	0	0	0	0	0	0	corvette
cosmetic	0	0	0	0	0	0	0	0	0	0	cosmetic
cosmetics	0	0	0	0	0	0	0	0	0	0	zvizoro
cosmic	0	0	0	0	0	0	0	0	0	0	cosmic
cosmology	0	0	0	0	0	0	0	0	0	0	cosmology
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolitan
cosmos	0	0	0	0	0	0	0	0	0	0	cosmos
cost	0	0	0	0	0	0	0	0	0	0	mutengo
costly	0	0	0	0	0	0	0	0	0	0	zvinodhura
costume	0	0	0	0	0	0	0	0	0	0	zvipfeko
cosy	0	0	0	0	0	0	1	0	0	0	cozy
cot	0	0	0	0	0	0	0	0	0	0	rukukwe
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	cottage
cotton	0	0	0	0	0	0	0	0	0	0	donje
couch	0	0	0	0	0	0	0	1	0	0	sofa
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	kukosora
council	0	1	0	0	0	0	1	0	0	1	kanzuru
counsel	0	0	0	0	0	0	1	0	0	1	zano
counsellor	1	0	0	1	0	1	0	0	0	1	chipangamazano
counselor	0	0	0	0	0	0	1	0	0	1	chipangamazano
count	0	0	0	0	0	0	1	0	0	1	count
countdown	0	1	0	0	0	0	0	0	0	0	countdown
countenance	0	0	0	0	0	0	0	0	0	0	chiso
counter	0	0	0	0	0	0	0	0	0	0	counter
counteract	0	0	0	0	0	0	0	0	0	0	counteract
counterbalance	0	0	0	0	0	0	0	0	0	0	counterbalance
counterclaim	0	0	0	0	0	0	0	0	0	0	counterclaim
counterpart	0	0	0	0	0	0	0	0	0	0	mumwe
countess	0	0	0	0	0	0	1	0	0	0	countess
countless	0	0	0	0	0	0	0	0	0	0	zvisingaverengeki
country	0	0	0	0	0	0	0	0	0	0	nyika
countryman	0	0	0	0	0	0	0	0	0	1	countryman
counts	0	0	0	0	0	0	0	0	0	0	kuverenga
county	0	0	0	0	0	0	0	0	0	1	County
coup	1	0	0	0	0	0	0	0	1	0	coup
couple	0	0	0	0	0	0	0	0	0	0	vaviri
coupled	0	0	0	0	0	0	0	0	0	0	zvakabatanidzwa
coupon	0	0	0	0	0	0	0	0	0	0	coupon
courage	0	0	0	0	0	0	1	0	0	0	ushingi
courageous	0	0	0	1	0	0	1	0	0	0	vakashinga
courier	0	0	0	0	0	0	0	0	0	1	courier
courses	0	0	0	0	0	0	0	0	0	0	zvidzidzo
coursing	0	0	0	0	0	1	0	0	0	0	coursing
court	1	1	0	1	0	0	0	0	0	0	dare
courteous	0	0	0	0	0	0	1	0	0	0	ane tsika
courtesy	0	0	0	0	0	0	1	0	0	0	ruremekedzo
courthouse	0	0	0	0	0	0	0	0	0	0	dare redzimhosva
courts	0	0	0	0	0	0	0	0	0	0	matare
courtship	0	1	0	0	1	0	1	0	0	1	kupfimbana
courtyard	0	0	0	0	0	0	0	0	0	0	chivanze
cove	0	1	1	1	1	0	1	0	0	0	cove
covenant	0	0	0	0	0	0	1	0	0	1	sungano
cover	0	0	0	0	0	0	0	0	0	1	cover
covered	0	0	0	0	0	0	0	0	0	0	yakafukidzwa
covering	0	0	0	0	0	0	0	0	0	0	kuvhara
covert	0	0	0	0	0	0	0	0	0	0	covert
covet	0	0	0	0	0	1	0	0	0	0	covet
cow	0	0	0	0	0	0	0	0	0	0	mhou
coward	0	0	1	1	0	1	0	1	0	0	gwara
cowardice	0	0	0	1	0	1	0	0	0	0	umbwende
cowardly	0	0	0	1	0	1	0	0	0	0	mbwende
cowboy	0	0	0	0	0	0	0	0	0	0	cowboy
cowhide	0	0	0	0	0	0	0	0	0	0	cowde
cowl	0	0	0	0	0	0	0	0	0	0	cowl
coworker	0	0	0	0	0	0	0	0	0	0	mushandi pamwe naye
coy	0	0	0	1	0	0	0	0	0	0	coy
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	gakanje
crabby	1	0	0	0	0	1	0	0	0	0	crabby
crack	0	0	0	0	0	1	0	0	0	0	crack
cracked	1	0	0	1	0	1	0	0	0	0	rakatsemuka
cracker	0	0	0	0	0	0	0	0	0	0	cracker
cracking	0	0	0	0	0	1	0	0	0	0	kutsemuka
crackle	0	0	0	0	0	0	0	0	0	0	crackle
cradle	0	1	0	0	1	0	1	0	0	1	cradle
craft	0	0	0	0	0	0	1	0	0	0	craft
craftsman	0	0	0	0	0	0	1	0	0	0	mhizha
crafty	0	0	0	0	0	0	0	0	0	0	manomano
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	crammed
cramp	0	1	0	0	0	1	0	0	0	0	cramp
cramped	0	0	0	0	0	1	0	0	0	0	cramped
crane	0	0	0	0	0	0	0	0	0	0	crane
cranium	0	0	0	0	0	0	0	0	0	0	cranium
crank	0	0	0	0	0	1	0	0	0	0	crank
cranky	1	0	0	0	0	1	0	0	0	0	cranky
crap	0	0	1	0	0	1	0	0	0	0	crap
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	kuparara
crate	0	0	0	0	0	0	0	0	0	0	crate
crater	0	0	0	0	0	0	0	0	0	0	crater
crave	0	1	0	0	0	0	0	0	0	0	crave
craving	0	1	0	0	0	0	0	0	0	0	craving
crawfish	0	0	0	0	0	0	0	0	0	0	crawfish
crawl	0	0	1	0	0	1	0	0	0	0	crawl
crayons	0	0	0	0	0	0	0	0	0	0	crayons
craze	0	0	0	0	0	0	0	0	0	0	craze
crazed	1	0	0	1	0	1	0	0	0	0	crazed
crazy	1	0	0	1	0	1	0	1	0	0	kupenga
creaking	0	0	0	0	0	1	0	0	0	0	creaking
cream	0	1	0	0	1	0	1	0	1	0	cream
creamer	0	0	0	0	0	0	0	0	0	0	creamer
creamy	0	0	0	0	0	0	0	0	0	0	creamy
crease	0	0	0	0	0	0	0	0	0	0	crease
create	0	0	0	0	1	0	1	0	0	0	gadzira
creation	0	0	0	0	0	0	0	0	0	0	kusikwa
creative	0	0	0	0	0	0	1	0	0	0	kugadzira
creator	0	0	0	0	0	0	0	0	0	0	musiki
creature	0	0	1	1	0	1	0	0	0	0	chisikwa
credence	0	0	0	0	0	0	1	0	0	1	credence
credential	0	0	0	0	0	0	1	0	0	1	credential
credentials	0	0	0	0	0	0	0	0	0	0	magwaro
credibility	0	0	0	0	0	0	1	0	0	1	kuvimbika
credible	0	0	0	0	0	0	1	0	0	1	chokwadi
credit	0	0	0	0	0	0	1	0	0	1	chikwereti
creditable	0	0	0	0	0	0	1	0	0	1	inokweretwa
credited	0	0	0	0	0	0	1	0	0	0	tenda
crediting	0	0	0	0	0	0	0	0	0	0	kukwereta
creditor	0	0	0	0	0	0	0	0	0	0	mukweretesi
creed	0	0	0	0	0	0	0	0	0	0	creed
creek	0	0	0	0	0	0	0	0	0	0	rukova
creep	0	0	0	0	0	1	0	0	0	0	creep
creeping	0	1	0	0	0	0	0	0	0	0	zvinokambaira
cremation	0	0	0	0	0	0	0	1	0	0	kupisa muviri
creole	0	0	0	0	0	0	0	0	0	0	creole
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	crescent
crevice	0	0	0	0	0	0	0	0	0	0	mutswe
crew	0	0	0	0	0	0	0	0	0	1	vashandi
crib	0	0	0	0	0	0	0	0	0	0	crib
cricket	0	0	0	0	0	0	0	0	0	0	cricket
crime	1	0	0	0	0	1	0	0	0	0	mhosva
criminal	1	0	1	1	0	1	0	0	0	0	tsotsi
criminality	1	0	1	1	0	1	0	0	0	0	utsotsi
crimp	0	0	0	0	0	0	0	0	0	0	crimp
