English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Korean Word
conflict	1	0	0	1	0	1	0	1	0	0	갈등
conflicting	0	0	0	0	0	1	0	0	0	0	서로 싸우는
confluence	0	0	0	0	0	0	0	0	0	0	합류
conformance	0	0	0	0	0	0	1	0	0	0	적합성
conformation	0	0	0	0	0	0	0	0	0	0	형태
conformity	0	0	0	0	0	0	0	0	0	1	적합성
confound	0	0	0	0	0	1	0	0	0	0	당황케 하다
confounded	0	0	0	0	0	1	0	0	0	0	당황
confront	1	0	0	0	0	0	0	0	0	0	대면하다
confuse	0	0	0	0	0	1	0	0	0	0	혼란시키다
confusion	1	0	0	1	0	1	0	0	0	0	착란
congenial	0	0	0	0	0	0	1	0	0	0	기분 좋은
congenital	0	0	0	0	0	0	0	0	0	0	타고난
congestion	0	0	0	0	0	1	0	0	0	0	충혈
conglomerate	0	0	0	0	0	0	0	0	0	1	역암
conglomeration	0	0	0	0	0	0	0	0	0	0	괴상 집적
congratulatory	0	0	0	0	1	0	1	0	0	0	축하
congregate	0	0	0	0	0	0	0	0	0	0	모이다
congregation	0	0	0	0	0	0	1	0	0	1	회중
congress	0	0	1	0	0	0	0	0	0	1	회의
congressional	0	0	0	0	0	0	0	0	0	0	의회
congressman	0	0	0	0	0	0	0	0	0	1	국회 의원
congruence	0	0	0	0	0	0	1	0	0	1	적합성
conic	0	0	0	0	0	0	0	0	0	0	원추형
conical	0	0	0	0	0	0	0	0	0	0	원추형
conjecture	0	1	0	0	0	0	0	0	0	0	어림짐작
conjugal	0	0	0	0	0	0	0	0	0	0	부부
conjugate	0	0	0	0	0	0	0	0	0	0	결합한
conjugation	0	0	0	0	0	0	0	0	0	0	동사 변화
conjunction	0	0	0	0	0	0	0	0	0	0	접속사
conjunctive	0	0	0	0	0	0	0	0	0	0	접속어
conjure	0	1	0	0	0	0	0	0	1	0	상상하다
conjuring	0	0	0	0	0	1	0	0	0	0	컨저링
connect	0	0	0	0	0	0	0	0	0	0	연결하다
connected	0	0	0	0	0	0	0	0	0	0	연결된
connection	0	0	0	0	0	0	0	0	0	0	연결
connective	0	0	0	0	0	0	0	0	0	1	연결어
connoisseur	0	0	0	0	1	0	1	0	0	1	감정가
conquer	0	0	0	0	0	0	0	0	0	0	정복하다
conqueror	0	0	0	0	0	0	0	0	0	0	정복자
conquest	1	0	0	1	0	1	0	0	0	0	정복
conscience	0	0	0	0	0	0	1	0	0	1	양심
conscientious	0	0	0	0	0	0	1	0	0	1	양심적
consciousness	0	0	0	0	0	0	1	0	0	0	의식
conscription	0	0	0	0	0	0	0	0	0	0	징병
consecration	0	1	0	0	1	0	1	1	0	1	헌신
consecutive	0	0	0	0	0	0	0	0	0	0	연이은
consent	0	0	0	0	0	0	0	0	0	0	동의
consenting	0	0	0	0	0	0	0	0	0	0	동의
consequence	0	0	0	0	0	0	0	0	0	0	결과
consequent	0	1	0	0	0	0	0	0	0	0	당연한 결과
conservation	0	1	0	0	0	0	1	0	0	1	보존
conservatism	0	0	0	0	0	0	0	0	0	0	보수주의
conservative	0	0	0	0	0	0	0	0	0	0	보수적인
conservatory	0	0	0	0	0	0	0	0	0	0	온실
conserve	0	0	0	0	0	0	1	0	0	0	보존
considerable	0	0	0	0	0	0	1	0	0	0	많은
considerate	0	0	0	0	0	0	1	0	0	1	사려 깊은
consignee	0	0	0	0	0	0	0	0	0	0	수취인
consignment	0	0	0	0	0	0	0	0	0	0	위탁
consistency	0	0	0	0	0	0	1	0	0	1	일관성
consistent	0	0	0	0	0	0	0	0	0	0	일관된
consolation	0	0	0	0	0	0	0	0	0	0	위로
console	0	0	0	0	0	0	1	1	0	0	콘솔
consolidate	0	0	0	0	0	0	0	0	0	0	통합하다
consolidation	0	0	0	0	0	0	0	0	0	0	강화
consonant	0	0	0	0	0	0	1	0	0	0	자음
consort	0	0	0	0	0	0	0	0	0	1	배우자
conspicuous	0	0	0	0	0	0	0	0	0	0	확실히 보이는
conspiracy	0	0	0	1	0	0	0	0	0	0	음모
conspirator	1	1	1	1	0	1	0	0	0	0	공모자
conspire	0	0	0	1	0	1	0	0	0	0	공모하다
constable	0	0	0	0	0	0	0	0	0	1	순경
constancy	0	0	0	0	0	0	1	0	0	1	불변
constant	0	0	0	0	0	0	1	0	0	1	끊임없는
constantly	0	0	0	0	0	0	0	0	0	1	지속적으로
constellation	0	0	0	0	0	0	0	0	0	0	별자리
consternation	1	0	0	1	0	1	0	0	0	0	깜짝 놀람
constipation	0	0	1	0	0	1	0	0	0	0	변비
constituent	0	0	0	0	0	0	0	0	0	0	성분
constituents	0	0	0	0	0	0	0	0	0	0	구성 요소
constitute	0	0	0	0	0	0	0	0	0	1	구성하다
constitution	0	0	0	0	0	0	0	0	0	0	헌법
constitutional	0	0	0	0	0	0	1	0	0	1	헌법상의
constitutionality	0	0	0	0	0	0	0	0	0	0	합헌
constrain	0	0	0	1	0	1	0	0	0	0	억누르다
constrained	0	0	0	0	0	1	0	0	0	0	제약
constraint	1	0	0	1	0	1	0	1	0	0	강제
construct	0	0	0	0	0	0	1	0	0	0	건설하다
construction	0	0	0	0	0	0	0	0	0	0	건설
construe	0	0	0	0	0	0	0	0	0	0	직역
consul	0	0	0	0	0	0	0	0	0	1	영사
consult	0	0	0	0	0	0	0	0	0	1	찾다
consultation	0	0	0	0	0	0	0	0	0	0	상의
consume	0	0	0	0	0	0	0	0	0	0	소비하다
consuming	0	0	0	0	0	0	0	0	0	0	태워 버리는
consummate	0	0	0	0	0	0	1	0	0	0	유능한
consummation	0	0	0	0	0	0	0	0	0	0	성취
consumption	0	0	0	0	0	0	0	0	0	0	소비
contact	0	0	0	0	0	0	1	0	0	0	연락하다
contagion	0	1	1	1	0	1	0	0	0	0	전염병
contagious	0	0	1	1	0	1	0	0	0	0	전염성의
containment	0	0	0	0	0	0	0	0	0	0	방지
contaminate	0	0	1	0	0	1	0	0	0	0	오염시키다
contaminated	0	0	1	1	0	1	0	1	0	0	더럽히는
contamination	0	0	1	0	0	1	0	0	0	0	오염
contemplate	0	0	0	0	0	0	0	0	0	0	숙고하다
contemplation	0	0	0	0	0	0	1	0	0	0	묵상
contemplative	0	0	0	0	0	0	0	0	0	0	관조적인
contemporaneous	0	0	0	0	0	0	0	0	0	0	동시대의
contemporary	0	0	0	0	0	0	0	0	0	0	현대의
contempt	1	0	1	1	0	1	0	0	0	0	경멸
contemptible	1	0	1	0	0	1	0	0	0	0	경멸하는
contemptuous	1	0	0	0	0	1	0	0	0	0	경멸하는
contending	0	0	0	0	0	0	0	0	0	0	경쟁
content	0	0	0	0	1	0	1	0	0	1	콘텐츠
contention	0	0	0	0	0	0	0	0	0	0	투쟁
contentious	1	0	1	1	0	1	0	0	0	0	논쟁적인
contents	0	0	0	0	0	0	0	0	0	0	내용물
context	0	0	0	0	0	0	0	0	0	0	문맥
contiguous	0	0	0	0	0	0	0	0	0	0	인접한
continence	0	0	0	0	0	0	0	0	0	0	자제
continent	0	0	0	0	0	0	0	0	0	0	대륙
continental	0	0	0	0	0	0	0	0	0	0	대륙의
contingency	0	0	0	0	0	0	0	0	0	0	우연성
contingent	0	1	0	0	0	0	0	0	0	0	대표단
continual	0	0	0	0	0	0	0	0	0	0	지속적인
continually	0	0	0	0	0	0	0	0	0	0	지속적으로
continuance	0	0	0	0	0	0	0	0	0	0	계속
continuation	0	1	0	0	0	0	0	0	0	0	계속
continue	0	1	0	0	0	0	1	0	0	1	계속하다
continued	0	0	0	0	0	0	0	0	0	0	계속되는
continuing	0	0	0	0	0	0	0	0	0	0	계속
continuity	0	0	0	0	0	0	0	0	0	0	연속성
continuous	0	0	0	0	0	0	0	0	0	0	마디 없는
continuously	0	0	0	0	0	0	0	0	0	0	계속해서
contour	0	0	0	0	0	0	1	0	0	0	윤곽
contraband	1	0	1	1	0	1	0	0	0	0	흑인 노예
contract	0	0	0	0	0	0	0	0	0	0	계약
contracted	0	0	0	0	0	1	0	0	0	0	옹졸한
contractile	0	0	0	0	0	0	0	0	0	0	수축성
contracting	0	0	0	0	0	0	0	0	0	0	계약
contraction	0	0	0	0	0	0	0	0	0	0	축소
contradict	1	0	0	0	0	1	0	0	0	0	모순
contradiction	0	0	0	0	0	1	0	0	0	0	모순
contradictory	0	0	0	0	0	1	0	0	0	0	모순되는
contrary	0	0	0	0	0	1	0	0	0	0	반대되는
contrast	0	0	0	0	0	0	0	0	0	0	차이
contrasted	0	0	0	0	0	1	0	0	0	0	대조되는
contravene	0	0	0	0	0	1	0	0	0	0	위반하다
contravention	0	0	0	0	0	1	0	0	0	0	위반
contribute	0	0	0	0	0	0	1	0	0	0	기여하다
contributor	0	0	0	0	0	0	1	0	0	1	기부자
contrived	0	0	0	0	0	0	0	0	0	0	인위적인
control	0	0	0	0	0	0	0	0	0	0	제어
controversial	1	0	0	0	0	1	0	0	0	0	논란이 많은
controversy	0	0	0	0	0	1	0	0	0	0	논쟁
conundrum	0	0	0	0	0	0	0	0	0	0	수수께끼
convalescent	0	0	0	0	0	0	0	0	0	0	회복기
convection	0	0	0	0	0	0	0	0	0	0	전달
convene	0	0	0	0	0	0	0	0	0	0	소집하다
convenience	0	0	0	0	0	0	1	0	0	0	편의
conveniences	0	0	0	0	0	0	0	0	0	0	편의 시설
convenient	0	0	0	0	0	0	1	0	0	0	편리한
convent	0	0	0	0	0	0	1	0	0	1	수도원
convention	0	0	0	0	0	0	1	0	0	0	협약
conventional	0	0	0	0	0	0	0	0	0	0	전통적인
converge	0	0	0	0	0	0	0	0	0	0	모이다
convergence	0	1	0	0	0	0	0	0	0	0	수렴
convergent	0	0	0	0	0	0	0	0	0	0	수렴
conversant	0	0	0	0	0	0	1	0	0	0	밝은
conversation	0	0	0	0	0	0	0	0	0	0	대화
conversational	0	0	0	0	0	0	1	0	0	0	이야기 잘하는
converse	0	0	0	0	0	0	0	0	0	0	반대
conversing	0	0	0	0	0	0	0	0	0	0	대화
conversion	0	0	0	0	0	0	0	0	0	0	변환
convert	0	0	0	0	0	0	1	0	0	0	전환하다
converted	0	0	0	0	0	0	0	0	0	0	변환
convertible	0	0	0	0	0	0	0	0	0	0	바꿀 수 있는
convex	0	0	0	0	0	0	0	0	0	0	볼록한
convexity	0	0	0	0	0	0	0	0	0	0	볼록
convey	0	0	0	0	0	0	0	0	0	0	전달하다
conveyance	0	0	0	0	0	0	0	0	0	0	양도
conveyancing	0	0	0	0	0	0	0	0	0	1	운반
convict	1	0	1	1	0	1	0	1	0	0	죄수
conviction	0	0	0	0	0	1	0	0	0	0	확신
convince	0	1	0	0	0	0	1	0	0	1	확신시키다
convinced	0	0	0	0	0	0	0	0	0	1	확신
convincing	0	0	0	0	0	0	0	0	0	1	설득력 있는
convocation	0	0	0	0	0	0	0	0	0	0	소집
convoluted	0	0	0	0	0	0	0	0	0	0	뒤얽힌
convolution	0	0	0	0	0	0	0	0	0	0	회선
convoy	0	0	0	0	0	0	0	0	0	0	호송
coo	0	0	0	0	0	0	0	0	0	0	정답게 소곤 거리다
cook	0	0	0	0	0	0	0	0	0	0	요리하다
cookery	0	0	0	0	0	0	0	0	0	0	요리법
cooking	0	0	0	0	0	0	0	0	0	0	요리
cool	0	0	0	0	0	0	1	0	0	0	시원한
cooler	0	0	0	0	0	0	0	0	0	0	냉각기
cooling	0	0	0	0	0	0	0	0	0	0	냉각
coolness	0	0	0	0	0	0	1	0	0	0	시원함
coop	1	0	1	0	0	1	0	0	0	0	비좁고 갑갑한 곳
cooperate	0	0	0	0	0	0	1	0	0	0	협조
cooperating	0	0	0	0	0	0	1	0	0	1	협력
cooperation	0	0	0	0	0	0	1	0	0	1	협력
cooperative	0	0	0	0	0	0	1	0	0	1	협력적인
coordinate	0	0	0	0	0	0	0	0	0	0	동등 어구
cop	0	0	0	1	0	0	0	0	0	1	순경
copious	0	0	0	0	0	0	0	0	0	0	풍부한
copper	0	0	0	0	0	0	0	0	0	0	구리
copy	0	0	0	0	0	1	0	0	0	0	복사
copycat	1	0	1	0	0	1	0	0	0	0	카피캣
copying	0	0	0	0	0	0	0	0	0	0	사자
copyright	0	0	0	0	0	0	0	0	0	0	저작권
coral	0	0	0	0	0	0	0	0	0	0	산호
cord	0	0	0	0	0	0	0	0	0	0	코드
cordon	0	0	0	0	0	0	0	0	0	0	장식 리본
corduroy	0	0	0	0	0	0	0	0	0	0	코듀로이
core	0	0	0	0	0	0	1	0	0	0	핵심
cork	0	0	0	0	0	0	0	0	0	0	코르크
corkscrew	0	0	0	0	0	0	0	0	0	0	빙빙 돌리다
corn	0	0	0	0	0	0	0	0	0	0	옥수수
cornea	0	0	0	0	0	0	0	0	0	0	각막
corner	0	0	0	0	0	0	0	0	0	0	모서리
cornet	0	0	0	0	0	0	0	0	0	0	코넷
cornice	0	0	0	0	0	0	0	0	0	0	처마 장식
cornstarch	0	0	0	0	0	0	0	0	0	0	옥수수 전분
corollary	0	0	0	0	0	0	0	0	0	0	추론
corona	0	0	0	0	0	0	0	0	0	0	코로나
coronation	0	0	0	0	1	0	1	0	0	1	대관식
coroner	0	0	0	0	0	1	0	0	0	0	검시관
corporal	0	0	0	0	0	1	0	0	0	0	상등병
corporate	0	0	0	0	0	0	0	0	0	0	기업
corporation	0	0	0	0	0	0	1	0	0	1	법인
corporeal	0	0	0	0	0	0	1	0	0	0	육체적인
corps	0	0	0	0	0	0	0	0	0	0	군단
corpse	0	0	1	0	0	1	0	1	0	0	시체
corpus	0	0	0	0	0	0	0	0	0	0	신체
corral	0	0	0	0	0	0	0	0	0	0	가축 우리
correction	0	0	0	0	0	1	0	0	0	0	보정
corrective	0	0	0	0	0	0	1	0	0	0	시정
correctness	0	0	0	0	0	0	0	0	0	1	단정
correlation	0	0	0	0	0	0	0	0	0	0	상관관계
correlative	0	0	0	0	0	0	0	0	0	0	유사한
correspond	0	0	0	0	0	0	0	0	0	0	대응하다
correspondence	0	1	0	0	0	0	1	0	0	0	일치
correspondent	0	0	0	0	0	0	0	0	0	0	거래처
corridor	0	0	0	0	0	0	0	0	0	0	복도
corroborate	0	0	0	0	0	0	1	0	0	1	확증하다
corroboration	0	0	0	0	0	0	0	0	0	1	보강 증거
corrosion	0	0	0	0	0	1	0	0	0	0	부식
corrosive	0	0	0	1	0	1	0	0	0	0	신랄한
corrupt	0	0	0	0	0	1	0	0	0	0	부정한
corrupting	1	0	1	1	0	1	0	1	0	0	부패
corruption	0	0	1	0	0	1	0	0	0	0	부패
corse	0	0	0	0	0	0	0	1	0	0	코르셋
corset	0	0	0	0	0	0	0	0	0	0	코르셋
cortex	0	0	0	0	0	0	0	0	0	0	피질
cortical	0	0	0	0	0	0	0	0	0	0	피질
corvette	0	0	0	0	0	0	0	0	0	0	초계함
cosmetic	0	0	0	0	0	0	0	0	0	0	화장품
cosmetics	0	0	0	0	0	0	0	0	0	0	화장품
cosmic	0	0	0	0	0	0	0	0	0	0	질서 있는
cosmology	0	0	0	0	0	0	0	0	0	0	우주론
cosmopolitan	0	0	0	0	0	0	1	0	0	1	세계적인
cosmos	0	0	0	0	0	0	0	0	0	0	코스모스
cost	0	0	0	0	0	0	0	0	0	0	비용
costly	0	0	0	0	0	0	0	0	0	0	값비싼
costume	0	0	0	0	0	0	0	0	0	0	복장
cosy	0	0	0	0	0	0	1	0	0	0	아늑한
cot	0	0	0	0	0	0	0	0	0	0	간이 침대
cote	0	0	0	0	0	0	0	0	0	0	집
cottage	0	0	0	0	0	0	0	0	0	0	시골집
cotton	0	0	0	0	0	0	0	0	0	0	면
couch	0	0	0	0	0	0	0	1	0	0	침상
cougar	0	0	0	0	0	0	0	0	0	0	쿠거
cough	0	0	1	0	0	1	0	0	0	0	기침
council	0	1	0	0	0	0	1	0	0	1	이사회
counsel	0	0	0	0	0	0	1	0	0	1	조언
counsellor	1	0	0	1	0	1	0	0	0	1	참사관
counselor	0	0	0	0	0	0	1	0	0	1	참사관
count	0	0	0	0	0	0	1	0	0	1	세다
countdown	0	1	0	0	0	0	0	0	0	0	카운트다운
countenance	0	0	0	0	0	0	0	0	0	0	표정
counter	0	0	0	0	0	0	0	0	0	0	카운터
counteract	0	0	0	0	0	0	0	0	0	0	틀다
counterbalance	0	0	0	0	0	0	0	0	0	0	균형
counterclaim	0	0	0	0	0	0	0	0	0	0	반소
counterpart	0	0	0	0	0	0	0	0	0	0	짝
countess	0	0	0	0	0	0	1	0	0	0	백작 부인
countless	0	0	0	0	0	0	0	0	0	0	셀 수 없는
country	0	0	0	0	0	0	0	0	0	0	국가
countryman	0	0	0	0	0	0	0	0	0	1	촌사람
counts	0	0	0	0	0	0	0	0	0	0	카운트
county	0	0	0	0	0	0	0	0	0	1	군
coup	1	0	0	0	0	0	0	0	1	0	일격
couple	0	0	0	0	0	0	0	0	0	0	커플
coupled	0	0	0	0	0	0	0	0	0	0	결합
coupon	0	0	0	0	0	0	0	0	0	0	쿠폰
courage	0	0	0	0	0	0	1	0	0	0	용기
courageous	0	0	0	1	0	0	1	0	0	0	용기 있는
courier	0	0	0	0	0	0	0	0	0	1	택배원
courses	0	0	0	0	0	0	0	0	0	0	과정
coursing	0	0	0	0	0	1	0	0	0	0	순회
court	1	1	0	1	0	0	0	0	0	0	법원
courteous	0	0	0	0	0	0	1	0	0	0	예의 바른
courtesy	0	0	0	0	0	0	1	0	0	0	예의
courthouse	0	0	0	0	0	0	0	0	0	0	법원
courts	0	0	0	0	0	0	0	0	0	0	법원
courtship	0	1	0	0	1	0	1	0	0	1	구애
courtyard	0	0	0	0	0	0	0	0	0	0	안마당
cove	0	1	1	1	1	0	1	0	0	0	후미
covenant	0	0	0	0	0	0	1	0	0	1	계약
cover	0	0	0	0	0	0	0	0	0	1	씌우다
covered	0	0	0	0	0	0	0	0	0	0	덮인
covering	0	0	0	0	0	0	0	0	0	0	피복
covert	0	0	0	0	0	0	0	0	0	0	은밀한
covet	0	0	0	0	0	1	0	0	0	0	탐내다
cow	0	0	0	0	0	0	0	0	0	0	암소
coward	0	0	1	1	0	1	0	1	0	0	겁쟁이
cowardice	0	0	0	1	0	1	0	0	0	0	비겁
cowardly	0	0	0	1	0	1	0	0	0	0	겁쟁이
cowboy	0	0	0	0	0	0	0	0	0	0	카우보이
cowhide	0	0	0	0	0	0	0	0	0	0	쇠가죽 채찍
cowl	0	0	0	0	0	0	0	0	0	0	고깔 달린 겉옷
coworker	0	0	0	0	0	0	0	0	0	0	동료
coy	0	0	0	1	0	0	0	0	0	0	수줍음
coyote	0	0	0	1	0	0	0	0	0	0	코요테
crab	0	0	0	0	0	0	0	0	0	0	게
crabby	1	0	0	0	0	1	0	0	0	0	게 같은
crack	0	0	0	0	0	1	0	0	0	0	금이 가다
cracked	1	0	0	1	0	1	0	0	0	0	깨진
cracker	0	0	0	0	0	0	0	0	0	0	크래커
cracking	0	0	0	0	0	1	0	0	0	0	열분해
crackle	0	0	0	0	0	0	0	0	0	0	딱딱 소리
cradle	0	1	0	0	1	0	1	0	0	1	요람
craft	0	0	0	0	0	0	1	0	0	0	선박
craftsman	0	0	0	0	0	0	1	0	0	0	장인
crafty	0	0	0	0	0	0	0	0	0	0	교활한
craig	0	0	0	0	0	0	0	0	0	0	크레이그
crammed	0	0	0	0	0	0	0	0	0	0	꽉 찬
cramp	0	1	0	0	0	1	0	0	0	0	쥐
cramped	0	0	0	0	0	1	0	0	0	0	비좁은
crane	0	0	0	0	0	0	0	0	0	0	두루미
cranium	0	0	0	0	0	0	0	0	0	0	두개
crank	0	0	0	0	0	1	0	0	0	0	크랭크
cranky	1	0	0	0	0	1	0	0	0	0	까다로운
crap	0	0	1	0	0	1	0	0	0	0	쓰레기
craps	0	1	0	0	0	0	0	0	0	0	크랩
crash	0	0	0	1	0	1	0	1	1	0	크래시
crate	0	0	0	0	0	0	0	0	0	0	나무 상자
crater	0	0	0	0	0	0	0	0	0	0	분화구
crave	0	1	0	0	0	0	0	0	0	0	갈망하다
craving	0	1	0	0	0	0	0	0	0	0	갈망
crawfish	0	0	0	0	0	0	0	0	0	0	가재
crawl	0	0	1	0	0	1	0	0	0	0	기다
crayons	0	0	0	0	0	0	0	0	0	0	크레용
craze	0	0	0	0	0	0	0	0	0	0	열광
crazed	1	0	0	1	0	1	0	0	0	0	미친
crazy	1	0	0	1	0	1	0	1	0	0	미친
creaking	0	0	0	0	0	1	0	0	0	0	삐걱거리는
cream	0	1	0	0	1	0	1	0	1	0	크림
creamer	0	0	0	0	0	0	0	0	0	0	크리머
creamy	0	0	0	0	0	0	0	0	0	0	크림 같은
crease	0	0	0	0	0	0	0	0	0	0	접은 자국
create	0	0	0	0	1	0	1	0	0	0	만들다
creation	0	0	0	0	0	0	0	0	0	0	창조
creative	0	0	0	0	0	0	1	0	0	0	창의적인
creator	0	0	0	0	0	0	0	0	0	0	창조자
creature	0	0	1	1	0	1	0	0	0	0	생물
credence	0	0	0	0	0	0	1	0	0	1	신용
credential	0	0	0	0	0	0	1	0	0	1	신임장
credentials	0	0	0	0	0	0	0	0	0	0	신임장
credibility	0	0	0	0	0	0	1	0	0	1	믿을 수 있음
credible	0	0	0	0	0	0	1	0	0	1	신뢰할 수 있는
credit	0	0	0	0	0	0	1	0	0	1	신용 거래
creditable	0	0	0	0	0	0	1	0	0	1	신용할 수 있는
credited	0	0	0	0	0	0	1	0	0	0	크레딧
crediting	0	0	0	0	0	0	0	0	0	0	신용
creditor	0	0	0	0	0	0	0	0	0	0	채권자
creed	0	0	0	0	0	0	0	0	0	0	신조
creek	0	0	0	0	0	0	0	0	0	0	작은 만
creep	0	0	0	0	0	1	0	0	0	0	살금살금 기다
creeping	0	1	0	0	0	0	0	0	0	0	포복
cremation	0	0	0	0	0	0	0	1	0	0	화장
creole	0	0	0	0	0	0	0	0	0	0	크리올 사람
crescendo	0	1	0	0	1	0	1	0	1	1	진전
crescent	0	0	0	0	0	0	0	0	0	0	초승달
crevice	0	0	0	0	0	0	0	0	0	0	갈라진 틈
crew	0	0	0	0	0	0	0	0	0	1	승무원
crib	0	0	0	0	0	0	0	0	0	0	어린이 침대
cricket	0	0	0	0	0	0	0	0	0	0	크리켓
crime	1	0	0	0	0	1	0	0	0	0	범죄
criminal	1	0	1	1	0	1	0	0	0	0	범인
criminality	1	0	1	1	0	1	0	0	0	0	범죄
crimp	0	0	0	0	0	0	0	0	0	0	주름
crimson	0	0	0	0	0	0	0	0	0	0	진홍
cringe	0	0	1	1	0	1	0	1	0	0	움츠리다
cripple	0	0	0	1	0	1	0	1	0	0	불구자
crippled	0	0	0	0	0	1	0	1	0	0	불구
crisis	0	0	0	0	0	1	0	0	0	0	위기
crisp	0	0	0	0	0	1	0	0	0	1	상쾌한
criterion	0	0	0	0	0	0	0	0	0	0	표준
critic	0	0	0	0	0	1	0	0	0	0	비평가
criticism	1	0	0	0	0	1	0	1	0	0	비판
criticize	1	0	1	1	0	1	0	1	0	0	흠잡다
critique	0	0	0	0	0	0	1	0	0	0	비평
critter	0	0	1	0	0	0	0	0	0	0	동물
croak	0	0	0	0	0	0	0	0	0	0	목쉰 소리
crock	0	0	0	0	0	0	0	0	0	0	사금파리
crockery	0	0	0	0	0	0	0	0	0	0	그릇
crocodile	0	0	0	1	0	0	0	0	0	0	악어
croft	0	0	0	0	0	0	0	0	0	0	소작지
crook	0	0	0	0	0	1	0	0	0	0	구부러진 갈고리
crop	0	0	0	0	0	0	0	0	0	0	수확고
croquet	0	0	0	0	0	0	0	0	0	0	크로케
cross	1	0	0	1	0	1	0	1	0	0	십자가
crossbow	0	0	0	0	0	0	0	0	0	0	석궁
crossed	0	0	0	0	0	0	0	0	0	0	교차
crossing	0	0	0	0	0	0	0	0	0	0	횡단
crotch	0	0	0	0	0	0	0	0	0	0	가랑이
crouch	0	0	0	1	0	0	0	0	0	0	웅크림
crouched	0	0	0	0	0	0	0	0	0	0	웅크리고
crouching	0	0	0	1	0	1	0	0	0	0	웅크리고
croupier	0	0	0	0	0	0	0	0	0	0	크루피에
crow	0	0	0	0	0	0	0	0	0	0	까마귀
crowd	0	0	0	0	0	0	0	0	0	0	군중
crowded	0	0	0	0	0	0	0	0	0	0	붐비는
crown	0	0	0	0	0	0	0	0	0	0	왕관
crowning	0	1	0	0	1	0	1	0	1	1	더할 나위 없는
crucial	0	0	0	0	0	0	1	0	0	1	중대한
cruciate	0	0	0	0	0	1	0	0	0	0	십자형
crucifix	0	0	0	0	0	0	0	0	0	0	십자가
crucifixion	1	0	1	1	0	1	0	1	0	0	큰 시련
crude	0	0	1	0	0	1	0	0	0	0	조잡한
cruel	1	0	1	1	0	1	0	1	0	0	잔혹한
cruelly	1	0	0	1	0	1	0	0	0	0	잔인하게
cruelty	1	0	1	1	0	1	0	1	0	0	잔학
cruise	0	0	0	0	0	0	0	0	0	0	크루즈
cruiser	0	0	0	0	0	0	0	0	0	0	순양함
crumb	0	0	0	0	0	0	0	0	0	0	빵 부스러기
crumbling	0	0	0	0	0	1	0	1	0	0	무너지는
crunch	1	0	0	0	0	1	0	0	0	0	결정적 시기
crusade	1	0	0	1	0	1	0	0	0	0	개혁 운동
crush	0	0	0	0	0	0	0	0	0	0	으깨다
crushed	1	0	1	1	0	1	0	1	0	0	밀어 넣는
crushing	1	0	1	1	0	1	0	0	0	0	눌러 터뜨리는
crust	0	0	0	0	0	0	0	0	0	0	빵 껍질
crusty	0	0	1	0	0	1	0	0	0	0	딱딱한
crutch	0	0	0	0	0	0	0	0	0	0	버팀목
crux	0	0	0	0	0	0	0	0	0	0	요점
cry	0	0	0	0	0	1	0	1	0	0	울다
crying	0	0	0	0	0	1	0	1	0	0	울음소리
crypt	0	0	0	1	0	1	0	1	0	0	토굴
cryptic	0	0	0	0	0	0	0	0	0	0	숨은
cryptography	0	0	0	0	0	0	0	0	0	0	암호화
crystal	0	0	0	0	0	0	1	0	0	0	결정
crystalline	0	0	0	0	0	0	0	0	0	0	수정 같은
crystallization	0	0	0	0	0	0	0	0	0	0	결정화
cub	0	0	0	0	0	0	0	0	0	0	견습생
cube	0	0	0	0	0	0	0	0	0	1	입방체
cubicle	0	0	0	0	0	0	0	0	0	0	작은 침실
cuckold	0	0	1	0	0	1	0	0	0	0	오쟁이 진 남편
cuckoo	0	0	0	0	0	1	0	0	0	0	뻐꾸기
cuddle	0	0	0	0	1	0	1	0	0	1	껴안다
cue	0	1	0	0	0	0	0	0	0	0	큐
cuff	0	0	0	0	0	0	0	0	0	0	소매 끝동
cuisine	0	0	0	0	0	0	0	0	0	0	요리
culinary	0	0	0	0	0	0	1	0	0	1	요리
cull	0	0	0	0	0	1	0	0	0	0	따다
culminate	0	0	0	0	0	0	0	0	0	0	절정
culmination	0	0	0	0	0	0	1	0	0	0	최고점
culpability	0	0	0	0	0	1	0	0	0	0	유죄
culpable	0	0	0	0	0	1	0	0	0	0	과실 있는
culprit	0	0	0	0	0	1	0	0	0	0	범죄자
cult	0	0	0	1	0	1	0	0	0	0	숭배
cultivate	0	1	0	0	0	0	1	0	0	1	기르다
cultivated	0	0	0	0	0	0	1	0	0	0	교양 있는
cultivation	0	0	0	0	0	0	1	0	0	0	경작
culture	0	0	0	0	0	0	1	0	0	0	문화
culvert	0	0	0	0	0	0	0	0	0	0	암거
cumbersome	0	0	0	0	0	1	0	1	0	0	성가신
cumulus	0	0	0	0	0	0	0	0	0	0	적운
cunning	0	0	0	0	0	1	1	0	0	0	교활한
cup	0	0	0	0	0	0	0	0	0	0	컵
cupboard	0	0	0	0	0	0	0	0	0	0	찬장
cupping	0	0	1	1	0	1	0	1	0	0	부항
cur	1	0	1	1	0	1	0	0	0	0	똥개
curable	0	0	0	0	0	0	1	0	0	1	치료할 수 있는
curate	0	0	0	0	0	0	0	0	0	0	보좌 신부
curative	0	0	0	0	0	0	0	0	0	0	치료
