English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chichewa Word
berserk	1	0	0	0	0	1	0	0	0	0	berserk
berth	0	0	0	0	0	0	1	0	0	0	malo
beseech	0	0	0	0	0	0	0	0	0	0	pemphani
beset	0	0	0	0	0	0	0	0	0	0	bet
bestial	0	0	1	1	0	1	0	0	0	0	wachinyama
bestow	0	0	0	0	0	0	0	0	0	0	pereka
bet	0	0	0	0	0	0	0	0	0	0	kubetcha
betray	1	0	1	0	0	1	0	1	1	0	pereka
betrayal	1	0	1	0	0	1	0	1	0	0	kuperekedwa
betrothed	0	1	0	0	1	0	1	0	0	1	wokwatiwa
betterment	0	0	0	0	0	0	1	0	0	0	bwino
betting	0	0	0	0	0	0	0	0	0	0	kubetcha
betty	0	0	0	0	0	0	0	0	0	0	betty
bevel	0	0	0	0	0	0	0	0	0	0	bevel
beverage	0	0	0	0	0	0	1	0	0	0	chakumwa
bevy	0	0	0	0	0	0	0	0	0	0	bevy
beware	0	1	0	1	0	1	0	0	0	0	Chenjerani
bewildered	0	0	0	1	0	1	0	0	1	0	kudodoma
bewilderment	0	0	0	1	0	0	0	0	1	0	kudodoma
bias	1	0	0	0	0	1	0	0	0	0	kukondera
biased	0	0	0	0	0	1	0	0	0	0	kukondera
bib	0	0	0	0	0	0	0	0	0	0	bib
biblical	0	0	0	0	0	0	1	0	0	0	za m'Baibulo
bibliography	0	0	0	0	0	0	0	0	0	0	mabuku
bickering	1	0	1	0	0	1	0	0	0	0	kukangana
bicolor	0	0	0	0	0	0	0	0	0	0	bicolor
bicycle	0	0	0	0	0	0	0	0	0	0	njinga
bid	0	0	0	0	0	0	0	0	0	0	bid
bidder	0	0	0	0	0	0	0	0	0	0	wotsatsa malonda
bidding	0	0	0	0	0	0	0	0	0	0	kuyitanitsa
biennial	0	1	0	0	0	0	0	0	0	0	zaka ziwiri
bier	0	0	0	1	0	1	0	1	0	0	mbewu
bifurcation	0	0	0	0	0	0	0	0	0	0	kusokoneza
big	0	0	0	0	0	0	0	0	0	0	chachikulu
bigot	1	0	1	1	0	1	0	0	0	0	wamkulu
bigoted	1	0	1	1	0	1	0	1	0	0	wodzikweza
bike	0	0	0	0	0	0	0	0	0	0	njinga
bilateral	0	0	0	0	0	0	0	0	0	0	mayiko awiri
bilayer	0	0	0	0	0	0	0	0	0	0	popanda
bile	1	0	1	0	0	1	0	0	0	0	bile
bilge	0	0	0	0	0	0	0	0	0	0	kulira
bilingual	0	0	0	0	0	0	1	0	0	0	zinenero ziwiri
bill	0	0	0	0	0	0	0	0	0	0	bilu
billet	0	0	0	0	0	0	0	0	0	0	billet
billiards	0	0	0	0	0	0	0	0	0	0	mabiliyoni
billion	0	0	0	0	0	0	0	0	0	0	biliyoni
billy	0	0	0	0	0	0	0	0	0	0	billy
bimonthly	0	0	0	0	0	0	0	0	0	0	kawiri pamwezi
bin	0	0	0	0	0	0	0	0	0	0	bin
binary	0	0	0	0	0	0	0	0	0	0	binary
bind	0	0	0	0	0	0	0	0	0	0	kumanga
bindery	0	0	0	0	0	0	0	0	0	0	chomangira
binding	0	0	0	0	0	0	0	0	0	0	kumanga
bing	0	0	0	0	0	0	0	0	0	0	bing
binocular	0	0	0	0	0	0	0	0	0	0	zowonera
binoculars	0	0	0	0	0	0	0	0	0	0	mabinoculars
binomial	0	0	0	0	0	0	0	0	0	0	binomial
biogenesis	0	0	0	0	0	0	0	0	0	0	biogenesis
biographer	0	0	0	0	0	0	0	0	0	0	wolemba mbiri ya anthu
biography	0	0	0	0	0	0	0	0	0	0	mbiri ya moyo
biology	0	0	0	0	0	0	0	0	0	0	biology
biopsy	0	0	0	1	0	1	0	0	0	0	biopsy
biosphere	0	0	0	0	0	0	0	0	0	0	biosphere
bipartite	0	0	0	0	0	0	0	0	0	0	awiri
birch	1	0	1	1	0	1	0	0	0	0	birch
bird	0	0	0	0	0	0	0	0	0	0	mbalame
birth	0	1	0	1	1	0	1	0	0	1	kubadwa
birthday	0	1	0	0	1	0	1	0	1	0	tsiku lobadwa
birthplace	1	0	0	0	0	1	0	0	0	0	malo obadwira
birthright	0	0	0	0	0	0	0	0	0	0	ukulu
bis	0	0	0	0	0	0	0	0	0	0	bis
bishop	0	0	0	0	0	0	0	0	0	0	bishopu
bison	0	0	0	0	0	0	0	0	0	0	njati
bit	0	0	0	0	0	0	0	0	0	0	pang'ono
bitch	1	0	1	1	0	1	0	1	0	0	kuluma
bite	0	0	0	0	0	1	0	0	0	0	kuluma
bitterly	1	0	1	0	0	1	0	1	0	0	zowawa
bitterness	1	0	1	0	0	1	0	1	0	0	kuwawa
bitumen	0	0	0	0	0	0	0	0	0	0	phula
biweekly	0	0	0	0	0	0	0	0	0	0	biweekly
bizarre	0	0	0	0	0	1	0	0	1	0	zodabwitsa
blackberry	0	0	0	0	0	0	0	0	0	0	mabulosi akutchire
blackboard	0	0	0	0	0	0	0	0	0	0	bolodi
blackjack	0	0	0	0	0	1	0	0	0	0	blackjack
blackmail	1	0	0	1	0	1	0	0	0	0	zakuda
blackness	0	0	0	1	0	1	0	1	0	0	mdima
blacksmith	0	0	0	0	0	0	0	0	0	0	wosula zitsulo
bladder	0	0	0	0	0	0	0	0	0	0	chikhodzodzo
blade	0	0	0	0	0	0	0	0	0	0	tsamba
blame	1	0	1	0	0	1	0	0	0	0	mlandu
blameless	0	0	0	0	0	0	1	0	0	0	opanda cholakwa
bland	0	0	0	0	0	1	0	0	0	0	opanda
blank	0	0	0	0	0	0	0	0	0	0	opanda kanthu
blanket	0	0	0	0	0	0	0	0	0	1	bulangeti
blasphemous	1	0	1	0	0	1	0	0	0	0	mwano
blasphemy	1	0	0	0	0	1	0	0	0	0	mwano
blast	1	0	0	1	0	1	0	0	1	0	kuphulika
blatant	1	0	1	0	0	1	0	0	0	0	mosabisa kanthu
blather	0	0	0	0	0	1	0	0	0	0	blather
blaze	1	0	0	0	0	1	0	0	0	0	moto
blazing	0	0	0	0	0	0	0	0	0	0	kuyaka moto
bleach	0	0	0	0	0	0	0	0	0	0	bulichi
bleak	0	0	0	0	0	1	0	1	0	0	wakuda
bleeding	0	0	1	1	0	1	0	1	0	0	kutuluka magazi
blemish	1	0	1	1	0	1	0	1	0	0	chilema
blend	0	0	0	0	0	0	0	0	0	0	phatikiza
blending	0	0	0	0	0	0	0	0	0	0	kuphatikiza
bless	0	1	0	0	1	0	1	0	0	1	dalitsani
blessed	0	0	0	0	1	0	1	0	0	0	wodala
blessing	0	1	0	0	1	0	1	0	0	1	madalitso
blessings	0	1	0	0	1	0	1	0	1	1	madalitso
blight	0	0	1	1	0	1	0	1	0	0	kuwonongeka
blighted	0	0	1	0	0	1	0	1	0	0	choyipidwa
blinded	0	0	0	0	0	1	0	0	0	0	khungu
blindfold	0	1	0	1	0	0	0	0	1	0	chophimba m'maso
blindfolded	0	0	0	0	0	0	0	0	0	0	ophimbidwa m’maso
blindly	0	0	0	0	0	1	0	1	0	0	mwakhungu
blindness	0	0	0	0	0	1	0	1	0	0	khungu
blink	0	0	0	0	0	0	0	0	0	0	kuphethira
bliss	0	0	0	0	1	0	1	0	0	0	chisangalalo
blissful	0	0	0	0	1	0	1	0	0	0	wosangalala
blister	0	0	1	0	0	1	0	0	0	0	chithuza
blitz	0	0	0	0	0	0	0	0	1	0	blitz
blizzard	0	0	0	0	0	0	0	0	0	0	mphepo yamkuntho
bloated	0	0	1	0	0	1	0	0	0	0	chotupa
blob	0	0	1	1	0	1	0	0	0	0	blob
block	0	0	0	0	0	0	0	0	0	0	chipika
blockade	1	0	0	1	0	1	0	1	0	0	kutsekereza
blond	0	0	0	0	0	0	0	0	0	0	blonde
blood	0	0	0	0	0	0	0	0	0	0	magazi
bloodhound	0	0	0	0	0	0	0	0	0	0	wamagazi
bloodless	0	0	0	0	0	0	1	0	0	0	opanda magazi
bloodshed	1	0	1	1	0	1	0	1	1	0	kukhetsa mwazi
bloodthirsty	1	0	1	1	0	1	0	0	0	0	waludzu
bloody	1	0	1	1	0	1	0	1	0	0	wamagazi
bloom	0	1	0	0	1	0	1	0	0	1	pachimake
blossom	0	0	0	0	1	0	1	0	0	0	duwa
blot	0	0	0	0	0	1	0	0	0	0	bula
blouse	0	0	0	0	0	0	0	0	0	0	bulawuzi
blower	0	0	0	0	0	1	0	0	0	0	wowuzirira
blowing	0	0	0	0	0	0	0	0	0	0	kuwomba
blown	0	0	0	0	0	0	0	0	0	0	kuwombedwa
blowout	0	0	0	0	0	1	0	0	0	0	phulika
blue	0	0	0	0	0	0	0	1	0	0	buluu
blues	0	0	0	1	0	1	0	1	0	0	blues
bluff	0	0	0	0	0	1	0	0	0	0	bluff
bluish	0	0	0	0	0	0	0	0	0	0	bluish
blunder	0	0	1	0	0	1	0	1	0	0	kulakwitsa
blunt	0	0	0	0	0	0	0	0	0	0	wosayankhula
blur	0	0	0	0	0	1	0	0	0	0	blur
blurred	0	0	0	0	0	1	0	0	0	0	zosawoneka bwino
blush	0	0	0	0	0	1	0	0	0	0	manyazi
blushing	0	0	0	0	0	0	0	0	0	0	kuchita manyazi
boa	0	0	0	0	0	0	0	0	0	0	bowa
boar	0	0	0	0	0	0	0	0	0	0	nkhumba
board	0	1	0	0	0	0	0	0	0	0	bolodi
boarder	0	0	0	0	0	0	0	0	0	0	wokwera
boarding	0	0	0	0	0	0	0	0	0	0	kukwera
boards	0	0	0	0	0	0	0	0	0	0	matabwa
boast	0	0	0	0	0	1	1	0	0	0	kudzitama
boasting	0	0	0	0	0	1	0	0	0	0	kudzitamandira
boat	0	0	0	0	0	0	0	0	0	0	ngalawa
boating	0	0	0	0	0	0	0	0	0	0	kukwera bwato
bobbin	0	0	0	0	0	0	0	0	0	0	boma
bode	0	0	0	0	0	0	0	0	0	0	bode
bodice	0	0	0	0	0	0	0	0	0	0	bodice
bodily	0	0	0	0	0	0	0	0	0	0	mwathupi
body	0	0	0	0	0	0	0	0	0	0	thupi
bodyguard	0	0	0	0	0	0	1	0	0	1	mlonda
bog	0	0	0	0	0	1	0	0	0	0	bog
bogus	1	0	1	0	0	1	0	0	0	0	zabodza
boil	0	0	1	0	0	1	0	0	0	0	wiritsani
boiler	0	0	0	0	0	0	0	0	0	0	boiler
boilerplate	0	0	0	0	0	1	0	0	0	0	boilerplate
boiling	0	0	0	0	0	0	0	0	0	0	otentha
boisterous	1	1	0	0	1	1	1	0	0	0	zaphokoso
bold	0	0	0	0	0	0	1	0	0	0	wolimba mtima
boldness	0	0	0	0	0	0	1	0	0	0	kulimba mtima
bolster	0	0	0	0	0	0	1	0	0	0	kuthandizira
bolt	0	0	0	0	0	0	0	0	0	0	bawuti
bolus	0	0	0	0	0	0	0	0	0	0	bolus
bomb	1	0	0	1	0	1	0	1	1	0	bomba
bombard	1	0	0	1	0	1	0	0	0	0	bomba
bombardment	1	0	0	1	0	1	0	0	0	0	mabomba
bombed	0	0	1	0	0	1	0	0	0	0	kuphulitsidwa
bomber	0	0	0	1	0	0	0	1	0	0	wophulitsa bomba
bonanza	0	0	0	0	1	0	1	0	0	0	bonanza
bond	0	0	0	0	0	0	0	0	0	0	mgwirizano
bondage	0	0	0	1	0	1	0	1	0	0	ukapolo
bonds	0	0	0	0	0	1	0	0	0	0	zomangira
bone	0	0	0	0	0	0	0	0	0	0	fupa
boner	0	0	0	0	0	0	0	0	0	0	boner
bones	0	0	0	0	0	0	0	0	0	0	mafupa
bonfire	0	0	0	0	0	0	0	0	0	0	moto
bonne	0	0	0	0	0	0	1	0	0	0	bone
bonnet	0	0	0	0	0	0	0	0	0	0	bonati
bonus	0	1	0	0	1	0	1	0	1	0	bonasi
bony	0	0	0	0	0	0	0	0	0	0	fupa
boo	0	0	0	0	0	1	0	0	0	0	boo
boob	0	0	0	0	0	0	0	0	0	0	bowa
booby	0	0	0	0	0	1	0	0	0	0	bwinja
book	0	0	0	0	0	0	0	0	0	0	buku
bookcase	0	0	0	0	0	0	0	0	0	0	posungira mabuku
booking	0	0	0	0	0	0	0	0	0	0	kusungitsa
bookish	0	0	0	0	0	0	1	0	0	0	mabuku
bookkeeper	0	0	0	0	0	0	0	0	0	0	wolemba mabuku
bookkeeping	0	0	0	0	0	0	0	0	0	0	kusunga mabuku
booklet	0	0	0	0	0	0	0	0	0	0	kabuku
books	0	0	0	0	0	0	0	0	0	0	mabuku
bookseller	0	0	0	0	0	0	0	0	0	0	wogulitsa mabuku
bookshop	0	0	0	0	0	0	1	0	0	0	malo ogulitsa mabuku
bookstore	0	0	0	0	0	0	0	0	0	0	malo ogulitsa mabuku
bookworm	0	0	0	0	0	1	1	0	0	0	wolemba mabuku
boomerang	0	1	0	0	0	0	0	0	0	1	boomerang
booming	0	0	0	0	0	0	0	0	0	0	kukulirakulira
boon	0	0	0	0	0	0	1	0	0	0	ubwino
boost	0	0	0	0	0	0	0	0	0	0	limbikitsa
booster	0	0	0	0	0	0	0	0	0	0	chilimbikitso
boot	0	0	0	0	0	0	0	0	0	0	nsapato
booth	0	0	0	0	0	0	0	0	0	0	nyumba
boots	0	0	0	0	0	0	0	0	0	0	nsapato
booty	0	0	0	0	0	0	0	0	0	0	zofunkha
booze	0	0	0	0	0	1	0	0	0	0	mowa
border	0	0	0	0	0	0	0	0	0	0	malire
bordering	0	0	0	0	0	0	0	0	0	0	kumalire
bore	0	0	0	0	0	1	0	0	0	0	kubereka
boreal	0	0	0	0	0	0	0	0	0	0	boreal
boredom	0	0	0	0	0	1	0	1	0	0	kutopa
borer	0	0	0	0	0	0	0	0	0	0	wobowola
boring	0	0	0	0	0	1	0	0	0	0	wotopetsa
borough	0	0	0	0	0	0	0	0	0	0	kudera
borrow	0	0	0	0	0	0	0	0	0	0	kubwereka
borrower	0	0	0	0	0	1	0	0	0	0	wobwereka
bosom	0	0	0	0	0	0	0	0	0	0	chifuwa
boss	0	0	0	0	0	0	0	0	0	0	bwana
boston	0	0	0	0	0	0	0	0	0	0	boston
botanical	0	0	0	0	0	0	0	0	0	0	za botanical
botanist	0	0	0	0	0	0	0	0	0	0	katswiri wa zomera
botany	0	0	0	0	0	0	0	0	0	0	zomera
bother	0	0	0	0	0	1	0	0	0	0	kuvutitsa
bothering	1	0	0	0	0	1	0	1	0	0	kuvutitsa
bottle	0	0	0	0	0	0	0	0	0	0	botolo
bottom	0	0	0	0	0	1	0	1	0	0	pansi
bottomless	0	0	0	1	0	0	0	0	0	0	opanda malire
boulder	0	0	0	0	0	0	0	0	0	0	mwala
bounce	0	0	0	0	0	0	0	0	0	0	kudumpha
bound	0	0	0	0	0	1	0	0	0	0	womangidwa
boundary	0	0	0	0	0	0	0	0	0	0	malire
boundless	0	0	0	0	0	0	0	0	0	0	wopanda malire
bounds	0	0	0	0	0	0	0	0	0	0	malire
bountiful	0	1	0	0	1	0	1	0	0	0	zambiri
bounty	0	1	0	0	1	0	1	0	0	1	ubwino
bouquet	0	0	0	0	1	0	1	0	0	1	maluwa
bourgeois	0	0	0	0	0	0	0	0	0	0	bourgeois
bourgeoisie	0	0	0	0	0	0	0	0	0	0	bourgeoisie
bourse	0	0	0	0	0	0	0	0	0	0	ndalama
bout	1	0	0	0	0	1	0	0	0	0	koma
bovine	0	0	1	0	0	1	0	0	0	0	ng'ombe
bowed	0	0	0	0	0	0	0	0	0	0	kuwerama
bowels	0	0	1	0	0	0	0	0	0	0	matumbo
bowl	0	0	0	0	0	0	0	0	0	0	mbale
bowls	0	0	0	0	0	0	0	0	0	0	mbale
box	0	0	0	0	0	0	0	0	0	0	bokosi
boxer	0	0	0	0	0	0	0	0	0	0	wankhonya
boxing	1	0	0	0	0	0	0	0	0	0	nkhonya
boycott	0	0	0	0	0	1	0	0	0	0	kunyanyala
boyhood	0	0	0	0	0	0	0	0	0	0	unyamata
boyish	0	0	0	0	0	0	0	0	0	0	mnyamata
brace	0	0	0	0	0	0	0	0	0	0	mphamvu
bracelet	0	0	0	0	0	0	0	0	0	0	chibangili
braces	0	0	0	0	0	0	0	0	0	0	zomangira
brachial	0	0	0	0	0	0	0	0	0	0	brachial
bracket	0	0	0	0	0	0	0	0	0	0	bulaketi
brackets	0	0	0	0	0	0	0	0	0	0	mabulaketi
brackish	0	0	0	0	0	0	0	0	0	0	brackish
brad	0	0	0	0	0	0	0	0	0	0	brad
brag	0	0	0	0	0	1	0	0	0	0	kudzitama
braid	0	0	0	0	0	0	0	0	0	0	kuluka
brain	0	0	0	0	0	0	0	0	0	0	ubongo
brains	0	0	0	0	0	0	1	0	0	0	ubongo
brainstorm	0	0	0	0	0	0	0	0	0	0	kukambirana
brake	0	0	0	0	0	0	0	0	0	0	ananyema
bran	0	0	1	0	0	0	0	0	0	0	chinangwa
branch	0	0	0	0	0	0	0	0	0	0	nthambi
branching	0	0	0	0	0	0	0	0	0	0	nthambi
brandy	0	0	0	0	0	1	0	0	0	0	burande
brass	0	0	0	0	0	0	0	0	0	0	mkuwa
brat	0	0	0	0	0	0	0	0	0	0	brat
bravado	0	0	0	0	0	1	0	0	0	0	bravado
bravery	0	0	0	0	0	0	1	0	0	0	kulimba mtima
brawl	1	0	1	1	0	1	0	0	0	0	kukangana
brazen	1	0	0	0	0	1	0	0	0	0	mkuwa
breach	0	0	0	0	0	1	0	0	0	0	kuphwanya
bread	0	0	0	0	0	0	0	0	0	0	mkate
breadth	0	0	0	0	0	0	0	0	0	0	m'lifupi
break	0	0	0	0	0	0	0	0	1	0	kuswa
breakable	0	0	0	0	0	0	0	0	0	0	chosweka
breakdown	0	0	0	0	0	1	0	0	0	0	sweka
breaker	0	0	0	0	0	0	0	0	0	0	wophwanya
breakers	0	0	0	0	0	0	0	0	0	0	ophwanya
breakfast	0	0	0	0	0	0	1	0	0	0	kadzutsa
breakneck	0	0	0	0	0	1	0	0	0	0	breakneck
breakup	0	0	0	0	0	1	0	1	0	0	lekana
breath	0	0	0	0	0	0	0	0	0	0	mpweya
breech	0	0	0	0	0	0	0	0	0	0	breech
breeches	0	0	0	0	0	0	0	0	0	0	akabudula
breed	0	0	0	0	0	0	0	0	0	0	mtundu
breeder	0	0	0	0	0	0	0	0	0	0	woweta
breeding	0	0	0	0	0	0	0	0	0	0	kuswana
breeze	0	0	0	0	0	0	0	0	0	0	mphepo
breezy	0	0	0	0	0	0	0	0	0	0	kwamphepo
brethren	0	0	0	0	0	0	0	0	0	0	abale
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	mwachidule
brew	0	0	0	0	0	0	0	0	0	0	mowa
brewing	0	0	0	0	0	0	0	0	0	0	kuphika
bribe	0	0	0	0	0	1	0	0	0	0	chiphuphu
bribery	0	0	1	0	0	1	0	0	0	0	chiphuphu
brick	0	0	0	0	0	0	0	0	0	0	njerwa
bridal	0	1	0	0	1	0	1	0	0	1	mkwatibwi
bride	0	1	0	0	1	0	1	0	0	1	mkwatibwi
bridegroom	0	1	0	0	1	0	1	0	0	1	mkwati
bridesmaid	0	0	0	0	1	0	1	0	0	1	mkwatibwi
bridge	0	0	0	0	0	0	0	0	0	0	mlatho
bridle	0	0	0	0	0	0	0	0	0	0	kamwa
briefly	0	0	0	0	0	0	0	0	0	0	mwachidule
brig	0	0	0	0	0	0	0	0	0	0	brig
brigade	0	0	0	1	0	1	0	0	0	0	gulu lankhondo
brighten	0	0	0	0	1	0	1	0	1	1	owala
brightness	0	0	0	0	0	0	1	0	0	0	kuwala
brilliant	0	1	0	0	1	0	1	0	0	1	wanzeru
brim	0	0	0	0	0	0	0	0	0	0	m'mphepete
brimming	0	0	0	0	0	0	0	0	0	0	kuphulika
brimstone	1	0	0	1	0	1	0	0	0	0	sulufule
brine	0	0	0	0	0	0	0	0	0	0	madzi
bring	0	0	0	0	0	0	0	0	0	0	bweretsa
brink	0	0	0	0	0	0	0	0	0	0	m'mphepete
brisk	0	0	0	0	0	0	0	0	0	0	mwachangu
bristle	0	0	0	0	0	1	0	0	0	0	bristle
brittle	0	0	0	0	0	0	0	0	0	0	cholimba
broadcast	0	0	0	0	0	0	0	0	0	0	kuwulutsa
broadside	0	1	0	0	0	1	0	0	0	0	m'mbali
brocade	0	0	0	0	0	0	1	0	0	0	brocade
brochure	0	0	0	0	0	0	0	0	0	0	kabuku
broil	1	0	0	0	0	1	0	0	0	0	broil
broke	0	0	0	1	0	1	0	1	0	0	wosweka
broken	1	0	0	1	0	1	0	1	0	0	wosweka
broker	0	0	0	0	0	0	0	0	0	0	broker
brokerage	0	0	0	0	0	0	0	0	0	0	kubweza ngongole
bronco	0	0	0	0	0	0	0	0	0	0	bronco
bronze	0	0	0	0	0	0	0	0	0	0	mkuwa
brood	0	0	0	0	0	0	0	0	0	0	ana
brooding	0	0	0	0	0	0	0	0	0	0	kuganizira
brook	0	0	0	0	0	0	0	0	0	0	mtsinje
broom	0	0	0	0	0	0	0	0	0	0	tsache
broth	0	0	0	0	0	0	0	0	0	0	msuzi
brothel	0	0	1	0	0	1	0	0	0	0	nyumba ya mahule
brother	0	0	0	0	0	0	1	0	0	1	m'bale
brotherhood	0	0	0	0	0	0	1	0	0	1	ubale
brotherly	0	1	0	0	1	0	1	0	0	1	abale
brow	0	0	0	0	0	0	0	0	0	0	nkhope
brown	0	0	0	0	0	0	0	0	0	0	zofiirira
bruise	0	1	0	0	0	1	0	0	0	0	kuvulaza
brunette	0	0	0	0	0	0	0	0	0	0	brunette
brunt	1	0	0	0	0	1	0	0	0	0	brunt
brush	0	0	0	0	0	0	0	0	0	0	burashi
brutal	1	0	0	1	0	1	0	0	0	0	wankhanza
brutality	1	0	0	1	0	1	0	0	0	0	nkhanza
brute	1	0	0	1	0	1	0	1	0	0	wankhanza
bubble	0	0	0	0	0	0	0	0	0	0	kuwira
bubbling	0	0	0	0	0	0	0	0	0	0	kubwebweta
buck	0	0	0	1	0	1	1	0	1	0	ndalama
bucket	0	0	0	0	0	0	0	0	0	0	ndowa
buckle	0	0	0	0	0	0	0	0	0	0	manga
buckled	0	0	0	0	0	0	0	0	0	0	manga
bud	0	0	0	0	0	0	0	0	0	0	masamba
buddy	0	1	0	0	1	0	1	0	0	1	bwanawe
budge	0	0	0	0	0	0	0	0	0	0	kuyenda
budget	0	0	0	0	0	0	0	0	0	1	bajeti
buffalo	0	0	0	0	0	0	0	0	0	0	njati
buffer	0	0	0	0	0	0	0	0	0	0	posungira
buffet	1	0	0	0	0	1	0	0	0	0	zakudya zodzisankhira
bug	0	0	1	1	0	1	0	0	0	0	cholakwika
bugaboo	1	0	0	1	0	1	0	1	0	0	bwalo
buggy	0	0	0	0	0	0	0	0	0	0	ngolo
bugle	0	1	0	0	0	0	0	0	0	0	vuto
build	0	0	0	0	0	0	1	0	0	0	kumanga
builder	0	0	0	0	0	0	0	0	0	0	womanga
building	0	0	0	0	0	0	1	0	0	0	kumanga
buildings	0	0	0	0	0	0	0	0	0	0	nyumba
bulb	0	0	0	0	0	0	0	0	0	0	babu
bulbous	0	0	0	0	0	1	0	0	0	0	bulbous
bulge	0	0	0	0	0	0	0	0	0	0	kuphulika
bulk	0	0	0	0	0	0	0	0	0	0	zambiri
bulkhead	0	0	0	0	0	0	0	0	0	0	bulkhead
bulky	0	0	0	0	0	0	0	0	0	0	zazikulu
bull	0	0	0	0	0	0	0	0	0	0	ng'ombe
bulldog	0	0	0	0	0	0	1	0	0	0	bulldog
bulldozer	0	0	0	0	0	0	0	0	0	0	bulldozer
bullet	0	0	0	0	0	0	0	0	0	0	chipolopolo
bulletin	0	0	0	0	0	0	0	0	0	0	nkhani
bulletproof	0	0	0	0	0	0	1	0	0	0	zipolopolo
bullock	0	0	0	0	0	0	0	0	0	0	ng'ombe
bully	1	0	0	1	0	1	0	0	0	0	wozunza
bulwark	0	0	0	0	0	0	0	0	0	0	chitetezo
bum	0	0	1	0	0	1	0	1	0	0	bulu
bummer	1	0	1	0	0	1	0	0	0	0	kuluma
bump	0	0	0	0	0	0	0	0	0	0	kugunda
bun	0	0	0	0	0	0	0	0	0	0	gulu
bunch	0	0	0	0	0	0	0	0	0	0	gulu
bundle	0	0	0	0	0	0	0	0	0	0	mtolo
bungalow	0	0	0	0	0	0	0	0	0	0	bungalow
bunk	0	0	0	0	0	0	0	0	0	0	pansi
bunker	0	0	0	1	0	0	0	0	0	0	nyumba
bunt	0	0	0	0	0	0	0	0	0	0	bulu
buoy	0	0	0	0	0	0	1	0	0	0	buoy
buoyancy	0	0	0	0	0	0	0	0	0	0	kuyenda
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	katundu
burdensome	0	0	0	1	0	1	0	1	0	0	zolemetsa
bureau	0	0	0	0	0	0	0	0	0	0	ofesi
bureaucracy	0	0	0	0	0	1	0	0	0	1	maulamuliro
bureaucrat	0	0	1	0	0	1	0	0	0	0	maofesi
burglar	0	0	1	1	0	1	0	0	0	0	wakuba
burglary	0	0	0	0	0	1	0	0	0	0	kuba
burial	1	0	0	1	0	1	0	1	0	0	manda
buried	0	0	0	1	0	1	0	1	0	0	kukwiriridwa
burke	1	0	1	1	0	1	0	1	0	0	burk
burlap	0	0	0	0	0	0	0	0	0	0	kukumba
burlesque	0	0	0	0	0	0	0	0	1	0	burlesque
burly	0	0	0	0	0	0	0	0	0	0	wolumala
burn	0	0	0	0	0	0	0	0	0	0	kuwotcha
burner	0	0	0	0	0	0	0	0	0	0	chowotcha
burning	0	0	0	0	0	0	0	0	0	0	kuyaka
burnished	0	0	0	0	0	0	0	0	0	0	kuwotchedwa
burnout	0	0	0	0	0	0	0	0	0	0	kutopa kwambiri
burnt	0	0	1	0	0	1	0	0	0	0	kuwotchedwa
burr	0	0	0	0	0	0	0	0	0	0	bur
burrow	0	0	0	0	0	0	0	0	0	0	kukumba
bursary	0	0	0	0	0	0	0	0	0	1	maphunziro
bury	0	0	0	0	0	0	0	1	0	0	maliro
bus	0	0	0	0	0	0	0	0	0	0	basi
bush	0	0	0	0	0	0	0	0	0	0	chitsamba
bushel	0	0	0	0	0	0	0	0	0	0	bulu
bushy	0	0	0	0	0	0	0	0	0	0	zamanyazi
business	0	0	0	0	0	0	0	0	0	0	bizinesi
buss	0	0	0	0	1	0	1	0	0	0	basi
bust	0	0	0	0	0	0	0	0	0	0	kuphulika
busted	1	0	0	1	0	1	0	0	0	0	kuphulika
bustle	0	0	0	0	0	0	0	0	0	0	phokoso
bustling	0	0	0	0	0	0	0	0	0	0	phokoso
busy	0	0	0	0	0	0	0	0	0	0	tanganidwa
butane	0	0	0	0	0	0	0	0	0	0	butane
butcher	1	0	1	1	0	1	0	0	0	0	wopha nyama
butler	0	0	0	0	0	0	1	0	0	1	woperekera chikho
butt	0	0	0	0	0	1	0	0	0	0	koma
butter	0	0	0	0	0	0	0	0	0	0	mafuta
butterfly	0	0	0	0	0	0	0	0	0	0	gulugufe
buttery	0	0	0	0	0	0	1	0	0	0	batala
buttock	0	0	0	0	0	0	0	0	0	0	matako
button	0	0	0	0	0	0	0	0	0	0	batani
buttress	0	0	0	0	0	0	0	0	0	0	buttress
buxom	0	0	0	0	0	0	1	0	0	0	buxom
buy	0	0	0	0	0	0	0	0	0	0	kugula
buyer	0	0	0	0	0	0	0	0	0	0	wogula
buying	0	0	0	0	0	0	0	0	0	0	kugula
buzz	0	1	0	1	0	0	1	0	0	0	buzz
buzzed	0	0	0	0	0	1	0	0	0	0	buzzed
buzzer	0	0	0	0	0	0	0	0	0	0	phokoso
bye	0	1	0	0	0	0	0	0	0	0	pa
bygone	0	0	0	0	0	0	0	0	0	0	zapita
bylaw	0	0	0	0	0	0	0	0	0	1	lamulo
bystander	0	0	0	0	0	0	0	0	0	0	wowonera
byte	0	0	0	0	0	0	0	0	0	0	bati
cab	0	0	0	0	0	0	1	0	0	0	zashuga
