English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bengali Word
date	0	0	0	0	0	0	0	0	0	0	তারিখ
daughter	0	0	0	0	1	0	1	0	0	0	কন্যা
dawn	0	1	0	0	1	0	1	0	1	1	ভোর
day	0	0	0	0	0	0	0	0	0	0	দিন
daybreak	0	0	0	0	0	0	0	0	0	0	প্রভাত
daydreaming	0	0	0	0	0	0	0	0	0	0	দিবাস্বপ্ন
daze	0	0	0	0	0	0	0	0	0	0	স্তব্ধ
dazed	0	0	0	0	0	1	0	0	0	0	হতবাক
dazzling	0	0	0	0	0	0	0	0	0	0	চমকপ্রদ
deacon	0	0	0	0	0	0	0	0	0	1	ডেকন
deactivate	0	0	0	0	0	1	0	0	0	0	নিষ্ক্রিয় করা
deadlock	0	0	0	0	0	1	0	0	0	0	অচলাবস্থা
deadly	1	0	1	1	0	1	0	1	0	0	মারাত্মক
deafening	0	0	0	0	0	0	0	0	0	0	বধির
deafness	0	0	0	0	0	0	0	0	0	0	বধিরতা
deal	0	1	0	0	1	0	1	0	1	1	চুক্তি
dealer	0	0	0	0	0	0	0	0	0	0	ডিলার
dealing	0	0	0	0	0	0	0	0	0	0	লেনদেন
dealings	0	0	0	0	0	0	0	0	0	1	লেনদেন
dean	0	0	0	0	0	0	0	0	0	0	যাজক
dear	0	0	0	0	0	0	1	0	0	0	প্রিয়
dearth	0	0	0	0	0	0	0	0	0	0	অভাব
death	1	1	1	1	0	1	0	1	1	0	মৃত্যু
debacle	0	0	0	1	0	1	0	1	0	0	পরাজয়
debatable	0	0	0	0	0	0	0	0	0	0	বিতর্কযোগ্য
debate	0	0	0	0	0	0	1	0	0	0	বিতর্ক
debauchery	0	0	1	1	0	1	0	0	0	0	অবাধ্যতা
debenture	0	1	0	0	0	0	0	0	0	0	ডিবেঞ্চার
debit	0	0	0	0	0	0	0	0	0	0	ডেবিট
debris	0	0	1	0	0	1	0	0	0	0	ধ্বংসাবশেষ
debt	0	0	0	0	0	1	0	1	0	0	ঋণ
debtor	0	0	0	0	0	1	0	0	0	0	ঋণী
debut	0	0	0	0	0	0	0	0	0	0	আত্মপ্রকাশ
decade	0	0	0	0	0	0	0	0	0	0	দশক
decanter	0	0	0	0	0	0	0	0	0	0	ডিক্যান্টার
decay	0	0	0	1	0	1	0	1	0	0	ক্ষয়
decayed	0	0	1	0	0	1	0	1	0	0	ক্ষয়প্রাপ্ত
deceased	0	0	0	0	0	1	0	1	0	0	মৃত
deceit	1	0	1	1	0	1	0	1	1	0	প্রতারণা
deceitful	0	0	1	0	0	1	0	1	0	0	প্রতারক
deceive	1	0	1	0	0	1	0	1	0	0	প্রতারণা করা
deceived	1	0	0	0	0	1	0	0	0	0	প্রতারিত
deceiving	0	0	0	0	0	1	0	0	0	1	প্রতারণা
decency	0	0	0	0	0	0	1	0	0	0	শালীনতা
decent	0	0	0	0	0	0	1	0	0	0	শালীন
deception	0	0	0	0	0	1	0	0	0	0	প্রতারণা
deceptive	0	0	0	0	0	1	0	0	0	0	বিভ্রান্তিকর
decidedly	0	0	0	0	0	0	0	0	0	0	স্থিরভাবে
deciduous	0	0	0	0	0	0	0	0	0	0	পর্ণমোচী
decimal	0	0	0	0	0	0	0	0	0	0	দশমিক
decipher	0	0	0	0	0	0	0	0	0	0	পাঠোদ্ধার
decision	0	0	0	0	0	0	0	0	0	0	সিদ্ধান্ত
decisive	0	0	0	0	0	0	0	0	0	0	সিদ্ধান্তমূলক
deck	0	0	0	0	0	0	0	0	0	0	ডেক
declaration	0	0	0	0	0	0	0	0	0	0	ঘোষণা
declaratory	0	0	0	0	0	0	1	0	0	0	ঘোষণামূলক
declare	0	0	0	0	0	0	0	0	0	0	ঘোষণা
declination	0	0	0	0	0	1	0	0	0	0	পতন
decline	0	0	0	0	0	1	0	0	0	0	হ্রাস
declining	0	0	0	0	0	1	0	0	0	0	হ্রাস
decompose	0	0	1	0	0	0	0	0	0	0	পচন
decomposed	0	0	0	0	0	0	0	1	0	0	পচনশীল
decomposition	0	0	1	1	0	1	0	1	0	0	পচন
decorate	0	0	0	0	0	0	0	0	0	0	সাজাইয়া রাখা
decoration	0	0	0	0	0	0	0	0	0	0	সজ্জা
decorum	0	0	0	0	0	0	0	0	0	0	সজ্জা
decoy	0	0	0	0	0	0	0	0	1	0	ক্ষয়
decrease	0	0	0	0	0	1	0	0	0	0	হ্রাস
decreased	0	0	0	0	0	0	0	0	0	0	কমেছে
decreasing	0	0	0	0	0	0	0	0	0	0	হ্রাস
decree	0	0	0	0	0	0	0	0	0	0	ডিক্রি
decrement	0	0	0	0	0	1	0	0	0	0	হ্রাস
decrepit	0	0	0	0	0	1	0	0	0	0	জরাজীর্ণ
decry	1	0	0	0	0	1	0	0	0	0	ডিক্রি
dedication	0	0	0	0	0	0	1	0	0	0	উৎসর্গ
deduce	0	0	0	0	0	0	0	0	0	0	অনুমান করা
deduct	0	0	0	0	0	1	0	0	0	0	কাটা
deduction	0	0	0	0	0	0	0	0	0	0	কর্তন
deed	0	0	0	0	0	0	0	0	0	1	দলিল
deepen	0	0	0	0	0	0	0	0	0	0	গভীর করা
deer	0	0	0	0	0	0	0	0	0	0	হরিণ
defamation	0	0	1	1	0	1	0	0	0	0	মানহানি
defamatory	1	0	0	0	0	1	0	0	0	0	মানহানিকর
default	0	0	1	1	0	1	0	1	0	0	ডিফল্ট
defeat	0	0	0	0	0	1	0	0	0	0	পরাজয়
defeated	0	0	0	0	0	1	0	1	0	0	পরাজিত
defect	1	0	0	0	0	1	0	0	0	0	ত্রুটি
defection	0	0	0	1	0	1	0	0	0	0	দলত্যাগ
defective	0	0	1	0	0	1	0	0	0	0	ত্রুটিপূর্ণ
defend	0	0	0	1	0	0	1	0	0	0	রক্ষা করা
defendant	1	0	0	1	0	0	0	1	0	0	প্রতিবাদী
defended	0	0	0	0	0	0	1	0	0	1	রক্ষা করা
defender	0	0	0	0	0	0	1	0	0	1	ডিফেন্ডার
defending	0	0	0	0	0	0	1	0	0	0	ডিফেন্ডিং
defense	1	1	0	1	0	0	1	0	0	0	প্রতিরক্ষা
defenseless	0	0	0	1	0	1	0	1	0	0	প্রতিরক্ষাহীন
defensible	0	0	0	0	0	0	0	0	0	0	প্রতিরক্ষাযোগ্য
defensive	0	0	0	0	0	0	0	0	0	0	আত্মরক্ষামূলক
defer	0	0	0	0	0	0	0	0	0	0	বিলম্বিত করা
deference	0	0	0	0	0	0	1	0	0	1	সম্মান
deferral	0	0	0	0	0	1	0	0	0	0	deferral
deferring	0	0	0	0	0	0	0	0	0	0	deferring
defiance	1	0	1	1	0	1	0	0	0	0	অবজ্ঞা
defiant	1	0	0	0	0	1	0	0	0	0	প্রতিবাদী
deficiency	0	0	0	0	0	1	0	0	0	0	স্বল্পতা
deficit	0	0	0	0	0	1	0	0	0	0	ঘাটতি
define	0	0	0	0	0	0	0	0	0	0	সংজ্ঞায়িত করা
defined	0	0	0	0	0	0	0	0	0	0	সংজ্ঞায়িত
definition	0	0	0	0	0	0	0	0	0	0	সংজ্ঞা
definitive	0	0	0	0	0	0	1	0	0	1	নির্দিষ্ট
deflate	1	0	0	0	0	1	0	1	0	0	ডিফ্লেট
deflation	0	0	0	1	0	1	0	0	0	0	মুদ্রাস্ফীতি
deflect	0	0	0	0	0	0	0	0	0	0	বিচ্যুত
deflection	0	0	0	0	0	0	0	0	0	0	বিচ্যুতি
defloration	0	0	0	0	0	0	0	0	0	0	শোধন
deform	0	0	1	0	0	1	0	0	0	0	বিকৃত
deformed	0	0	1	0	0	1	0	1	0	0	বিকৃত
deformity	0	0	1	1	0	1	0	1	0	0	বিকৃতি
defraud	1	0	1	0	0	1	0	0	0	0	প্রতারণা
defray	0	0	0	0	0	0	0	0	0	0	অপব্যয়
deft	0	0	0	0	0	0	0	0	0	0	নিপুণ
defunct	0	0	0	0	0	1	0	1	0	0	বিলুপ্ত
defy	1	0	0	1	0	1	0	1	1	0	অস্বীকার করা
degeneracy	1	0	1	0	0	1	0	1	0	0	অধঃপতন
degenerate	0	0	0	0	0	1	0	0	0	0	অধঃপতন
degeneration	0	0	0	0	0	0	0	0	0	0	অধঃপতন
degradation	0	0	0	0	0	1	0	0	0	0	অধঃপতন
degrade	0	0	1	0	0	1	0	0	0	0	অধঃপতন
degrading	0	0	1	1	0	1	0	1	0	0	অপমানজনক
degree	0	0	0	0	0	0	1	0	0	0	ডিগ্রী
dehydrated	0	0	0	0	0	0	0	0	0	0	ডিহাইড্রেটেড
delay	1	0	1	1	0	1	0	1	0	0	বিলম্ব
delayed	0	0	0	0	0	1	0	0	0	0	বিলম্বিত
delectable	0	0	0	0	0	0	1	0	0	0	মনোরম
delegate	0	0	0	0	0	0	1	0	0	1	প্রতিনিধি
delegation	0	0	0	0	0	0	0	0	0	0	প্রতিনিধি দল
deleterious	1	0	1	1	0	1	0	0	0	0	ক্ষতিকর
deletion	0	0	0	0	0	1	0	0	0	0	মুছে ফেলা
deliberate	0	0	0	0	0	0	1	0	0	0	ইচ্ছাকৃত
deliberation	0	0	0	0	0	0	0	0	0	0	আলোচনা
deliberative	0	0	0	0	0	0	0	0	0	0	ইচ্ছাকৃত
delicacy	0	0	0	0	0	0	0	0	0	0	সূক্ষ্মতা
delicious	0	0	0	0	1	0	1	0	0	0	সুস্বাদু
delight	0	1	0	0	1	0	1	0	0	0	আনন্দ
delighted	0	1	0	0	1	0	1	0	1	0	আনন্দিত
delightful	0	1	0	0	1	0	1	0	0	1	আনন্দদায়ক
delineate	0	0	0	0	0	0	0	0	0	0	বর্ণনা করা
delineation	0	0	0	0	0	0	0	0	0	0	বর্ণনা
delinquency	0	0	0	0	0	1	0	0	0	0	অপরাধ
delinquent	1	0	1	0	0	1	0	0	0	0	অপরাধী
delirious	0	0	0	0	0	1	0	1	0	0	প্রলাপ
delirium	0	0	1	0	0	1	0	1	0	0	প্রলাপ
deliverance	0	1	0	0	1	0	1	0	0	1	মুক্তি
delivery	0	1	0	0	0	0	1	0	0	0	বিতরণ
dell	0	0	0	0	0	0	0	0	0	0	ডেল
delta	0	0	0	0	0	0	0	0	0	0	ডেল্টা
deluge	0	0	0	1	0	1	0	1	1	0	প্রলয়
delusion	1	0	0	1	0	1	0	1	0	0	বিভ্রম
delusional	1	0	0	1	0	1	0	0	0	0	বিভ্রান্তিকর
delve	0	0	0	0	0	0	0	0	0	0	delve
demand	1	0	0	0	0	1	0	0	0	0	চাহিদা
demanding	0	0	0	0	0	1	0	0	0	0	দাবি
demeanor	0	0	0	0	0	0	0	0	0	0	হাবভাব
demented	0	0	0	1	0	1	0	0	0	0	বিভ্রান্ত
dementia	0	0	0	1	0	1	0	1	0	0	ডিমেনশিয়া
demise	0	0	0	1	0	1	0	1	0	0	মৃত্যু
democracy	0	0	0	0	0	0	1	0	0	0	গণতন্ত্র
democrat	0	0	0	0	0	0	0	0	0	0	গণতন্ত্র
demolish	1	0	0	0	0	1	0	1	0	0	ধ্বংস করা
demolition	0	0	0	0	0	1	0	0	0	0	ধ্বংস
demon	1	0	1	1	0	1	0	1	0	0	রাক্ষস
demonic	1	0	1	1	0	1	0	1	0	0	পৈশাচিক
demonstrable	0	0	0	0	0	0	1	0	0	0	প্রদর্শনযোগ্য
demonstrate	0	0	0	0	0	0	0	0	0	0	প্রদর্শন
demonstrated	0	0	0	0	0	0	0	0	0	0	প্রদর্শিত
demonstrating	0	0	0	0	0	0	0	0	0	0	প্রদর্শন
demonstration	0	0	0	0	0	0	0	0	0	0	প্রদর্শন
demonstrative	0	0	0	0	1	0	1	1	0	0	প্রদর্শক
demonstrator	0	0	0	0	0	0	0	0	0	0	বিক্ষোভকারী
demoralized	0	0	0	1	0	1	0	1	0	0	হতাশ
demos	0	0	0	0	0	0	0	0	0	0	ডেমো
den	0	0	0	0	0	0	0	0	0	0	ডেন
denial	0	0	0	0	0	1	0	0	0	0	অস্বীকার
denied	0	0	0	0	0	1	0	1	0	0	অস্বীকৃত
denomination	0	0	0	0	0	0	0	0	0	0	সম্প্রদায়
denominational	0	0	0	0	0	0	0	0	0	0	সাম্প্রদায়িক
denominator	0	0	0	0	0	0	0	0	0	0	হর
denote	0	0	0	0	0	0	0	0	0	0	বোঝান
denounce	1	0	1	0	0	1	0	0	0	0	নিন্দা করা
dense	0	0	0	0	0	0	0	0	0	0	ঘন
density	0	0	0	0	0	0	0	0	0	0	ঘনত্ব
dent	0	0	0	0	0	0	0	0	0	0	গর্ত
dentistry	0	0	0	1	0	0	0	0	0	0	দন্তচিকিৎসা
denunciation	1	0	1	1	0	1	0	0	0	0	নিন্দা
deny	1	0	0	0	0	1	0	0	0	0	অস্বীকার
denying	0	1	0	0	0	1	0	0	0	0	অস্বীকার
deodorant	0	0	0	0	0	0	0	0	0	0	ডিওডোরেন্ট
depart	0	1	0	0	0	0	0	1	0	0	প্রস্থান
departed	0	0	0	0	0	1	0	1	0	0	চলে গেছে
department	0	0	0	0	0	0	0	0	0	0	বিভাগ
departure	0	0	0	0	0	1	0	1	0	0	প্রস্থান
depend	0	1	0	0	0	0	0	0	0	1	নির্ভরশীল
dependant	0	0	0	0	0	0	0	0	0	0	নির্ভরশীল
dependence	0	0	0	1	0	1	0	1	0	0	নির্ভরতা
dependency	0	0	0	0	0	1	0	0	0	0	নির্ভরতা
dependent	0	0	0	0	0	1	1	0	0	1	নির্ভরশীল
depict	0	0	0	0	0	0	0	0	0	0	চিত্রিত করা
depicting	0	0	0	0	0	0	0	0	0	0	চিত্রিত
depletion	0	0	0	0	0	0	0	0	0	0	অবক্ষয়
deplorable	1	0	1	1	0	1	0	1	0	0	শোচনীয়
deplore	1	0	1	0	0	1	0	1	0	0	দুঃখ প্রকাশ করা
deploy	0	0	0	0	0	0	0	0	0	0	স্থাপন
deport	0	0	0	1	0	1	0	1	0	0	নির্বাসন
deportation	1	0	0	1	0	1	0	1	0	0	নির্বাসন
deposit	0	0	0	0	0	0	0	0	0	0	আমানত
depositary	0	0	0	0	0	0	0	0	0	0	আমানতকারী
deposition	0	0	0	0	0	0	0	0	0	0	জবানবন্দি
depository	0	0	0	0	0	0	0	0	0	1	ডিপোজিটরি
depot	0	0	0	0	0	0	0	0	0	0	ডিপো
depraved	1	1	1	1	0	1	0	1	0	0	বঞ্চিত
depravity	1	0	1	0	0	1	0	0	0	0	হীনতা
depreciate	1	0	1	0	0	1	0	0	0	0	অবমূল্যায়ন করা
depreciated	1	0	1	1	0	1	0	1	0	0	অবমূল্যায়ন
depreciation	0	0	0	1	0	1	0	0	0	0	অবচয়
depress	0	0	0	1	0	1	0	1	0	0	হতাশা
depressed	1	0	0	1	0	1	0	1	0	0	বিষণ্ণ
depressing	0	0	1	0	0	1	0	1	0	0	হতাশাজনক
depression	0	0	0	0	0	1	0	1	0	0	বিষণ্ণতা
depressive	0	0	0	0	0	1	0	1	0	0	বিষন্ন
deprivation	1	0	1	1	0	1	0	1	0	0	বঞ্চনা
depth	0	0	0	0	0	0	1	0	0	1	গভীরতা
deputy	0	0	0	0	0	0	0	0	0	1	সহকারী
derail	0	0	0	0	0	0	0	0	0	0	লাইনচ্যুত
deranged	1	0	1	1	0	1	0	0	0	0	বিভ্রান্ত
derelict	0	0	0	0	0	1	0	0	0	0	পরিত্যক্ত
derision	1	0	1	0	0	1	0	0	0	0	উপহাস
derivation	0	0	0	0	0	0	0	0	0	0	ডেরিভেশন
derivative	0	0	0	0	0	0	0	0	0	0	অমৌলিক
derive	0	0	0	0	0	0	0	0	0	0	আহরণ
dermal	0	0	0	0	0	0	0	0	0	0	ত্বক
dermatologist	0	0	0	0	0	0	0	0	0	1	চর্মরোগ বিশেষজ্ঞ
dermatology	0	0	0	0	0	0	0	0	0	0	চর্মবিদ্যা
derogation	1	0	1	1	0	1	0	1	0	0	অবমাননা
derogatory	1	0	1	1	0	1	0	1	0	0	অবমাননাকর
descend	0	0	0	0	0	0	0	0	0	0	অবতরণ
descendant	0	0	0	0	0	0	0	0	0	0	বংশধর
descendent	0	0	0	0	0	0	0	0	0	0	বংশধর
descending	0	0	0	0	0	0	0	0	0	0	অবরোহী
descent	0	0	0	1	0	0	0	1	0	0	বংশদ্ভুত
describe	0	0	0	0	0	0	0	0	0	0	বর্ণনা
description	0	0	0	0	0	0	0	0	0	0	বর্ণনা
descriptive	0	0	0	0	0	0	1	0	0	0	বর্ণনামূলক
desecration	1	0	1	1	0	1	0	1	0	0	অপবিত্রতা
desert	1	0	1	1	0	1	0	1	0	0	মরুভূমি
deserted	1	0	1	1	0	1	0	1	0	0	অমানব
desertion	0	0	0	0	0	1	0	0	0	0	পরিত্যাগ
deserve	1	1	0	0	0	0	1	0	0	1	প্রাপ্য
deserved	0	0	0	0	0	0	1	0	0	0	প্রাপ্য
deserving	0	0	0	0	0	0	0	0	0	0	যোগ্য
design	0	0	0	0	0	0	0	0	0	0	নকশা
designate	0	0	0	0	0	0	0	0	0	0	মনোনীত
designation	0	0	0	0	0	0	0	0	0	1	উপাধি
designed	0	0	0	0	0	0	0	0	0	0	পরিকল্পিত
designer	0	0	0	0	0	0	1	0	0	0	নকশাকার
designing	0	0	0	0	0	0	0	0	0	0	ডিজাইনিং
desirability	0	0	0	0	0	0	0	0	0	0	ইচ্ছাশক্তি
desirable	0	0	0	0	0	0	1	0	0	0	কাম্য
desiring	0	0	0	0	0	0	1	0	0	0	ইচ্ছা
desirous	0	0	0	0	0	0	1	0	0	0	আকাঙ্ক্ষিত
desist	1	0	1	0	0	1	0	0	0	0	নিবৃত্ত করা
desk	0	0	0	0	0	0	0	0	0	0	ডেস্ক
desolation	0	0	0	1	0	1	0	1	0	0	জনশূন্যতা
despair	1	0	1	1	0	1	0	1	0	0	হতাশা
despairing	0	0	0	1	0	1	0	1	0	0	হতাশাজনক
despatch	0	0	0	0	0	0	0	0	0	0	প্রেরণ
desperate	0	0	0	0	0	1	0	0	0	0	মরিয়া
desperation	0	0	0	0	0	0	0	0	0	0	হতাশা
despicable	1	0	1	0	0	1	0	0	0	0	ঘৃণ্য
despise	1	0	1	0	0	1	0	0	0	0	অবজ্ঞা করা
despotic	0	0	0	1	0	1	0	0	0	0	স্বৈরাচারী
despotism	1	0	1	1	0	1	0	1	0	0	স্বৈরাচার
dessert	0	0	0	0	0	0	0	0	0	0	ডেজার্ট
destination	0	1	0	1	1	0	1	1	1	0	গন্তব্য
destined	0	1	0	0	0	0	0	0	0	0	নির্ধারিত
destiny	0	0	0	0	0	0	0	0	0	0	নিয়তি
destitute	0	0	0	1	0	1	0	1	0	0	নিঃস্ব
destroyed	1	0	0	1	0	1	0	1	0	0	ধ্বংস
destroyer	1	0	0	1	0	1	0	0	0	0	ধ্বংসকারী
destroying	1	0	0	1	0	1	0	1	0	0	ধ্বংস করা
destruction	1	0	0	0	0	1	0	0	0	0	ধ্বংস
destructive	1	0	1	1	0	1	0	0	0	0	ধ্বংসাত্মক
detach	0	0	0	0	0	0	0	0	0	0	বিচ্ছিন্ন করা
detached	0	0	0	0	0	0	0	0	0	0	বিচ্ছিন্ন
detachment	0	0	0	0	0	1	0	0	0	0	বিচ্ছিন্নতা
detail	0	0	0	0	0	0	0	0	0	0	বিস্তারিত
details	0	0	0	0	0	0	0	0	0	0	বিস্তারিত
detain	0	0	0	0	0	1	0	0	0	0	আটক
detainee	1	1	0	1	0	1	0	1	0	0	বন্দী
detect	0	0	0	0	0	0	1	0	0	0	সনাক্ত করা
detectable	0	0	0	0	0	0	0	0	0	0	সনাক্তযোগ্য
detection	0	0	0	0	0	0	1	0	0	0	সনাক্তকরণ
detective	0	0	0	0	0	0	0	0	0	0	গোয়েন্দা
detector	0	0	0	0	0	0	0	0	0	0	আবিষ্কারক
detention	0	0	0	0	0	1	0	1	0	0	আটক
deter	0	0	0	0	0	0	0	0	0	0	বাধা
detergent	0	0	0	0	0	0	0	0	0	0	ডিটারজেন্ট
deteriorate	0	0	0	1	0	1	0	1	0	0	অবনতি
deteriorated	0	0	1	0	0	1	0	1	0	0	অবনতি
deterioration	1	0	1	1	0	1	0	1	0	0	অবনতি
determinable	0	0	0	0	0	0	0	0	0	0	নির্ধারণযোগ্য
determinate	0	1	0	0	0	0	0	0	0	1	নির্ধারণ করা
determination	0	0	0	0	0	0	1	0	0	1	সংকল্প
determined	0	0	0	0	0	0	1	0	0	0	নির্ধারিত
detest	1	0	1	0	0	1	0	0	0	0	ঘৃণা
detonate	0	0	0	1	0	1	0	0	1	0	বিস্ফোরণ
detonation	1	0	0	0	0	0	0	0	0	0	বিস্ফোরণ
detour	0	0	0	0	0	0	0	0	0	0	চক্কর
detract	1	0	0	0	0	1	0	0	0	0	বিরত করা
detriment	0	0	0	0	0	1	0	0	0	0	ক্ষতি
detrimental	0	0	0	0	0	1	0	0	0	0	ক্ষতিকর
detritus	0	0	0	0	0	1	0	0	0	0	ডেট্রিটাস
deuce	0	0	0	0	0	0	0	0	0	0	ডিউস
devastate	1	0	0	1	0	1	0	1	0	0	ধ্বংস করা
devastating	1	0	1	1	0	1	0	1	0	1	বিধ্বংসী
devastation	1	0	0	1	0	1	0	1	1	0	ধ্বংস
develop	0	1	0	0	0	0	1	0	0	0	বিকাশ
developing	0	0	0	0	0	0	0	0	0	0	উন্নয়নশীল
development	0	0	0	0	0	0	0	0	0	0	উন্নয়ন
deviate	0	0	0	0	0	0	0	0	0	0	বিচ্যুত
deviating	0	0	0	0	0	0	0	0	0	0	বিচ্যুত
deviation	0	0	0	0	0	0	0	1	0	0	বিচ্যুতি
device	0	0	0	0	0	0	0	0	0	0	যন্ত্র
devil	1	1	1	1	0	1	0	1	0	0	শয়তান
devilish	0	0	1	1	0	1	0	0	0	0	শয়তান
devious	0	0	0	0	0	1	0	0	0	0	বিপথগামী
devise	0	0	0	0	0	0	0	0	0	0	পরিকল্পনা করা
devoid	0	0	0	0	0	0	0	0	0	0	বর্জিত
devolution	0	0	0	0	0	1	0	0	0	0	হস্তান্তর
devolve	0	0	0	0	0	0	0	0	0	0	হস্তান্তর
devote	0	0	0	0	0	0	0	0	0	0	উৎসর্গ করা
devotee	0	0	0	0	0	0	0	0	0	0	ভক্ত
devotional	0	0	0	0	0	0	1	0	0	1	ভক্তিমূলক
devour	0	0	0	0	0	1	0	0	0	0	গ্রাস করা
devout	0	1	0	0	1	0	1	0	0	1	ধর্মপ্রাণ
dew	0	0	0	0	0	0	0	0	0	0	শিশির
dexter	0	0	0	0	0	0	0	0	0	0	ডেক্সটার
dexterity	0	0	0	0	0	0	1	0	0	0	দক্ষতা
dextrose	0	0	0	0	0	0	0	0	0	0	ডেক্সট্রোজ
diabolical	1	0	1	1	0	1	0	0	0	0	পৈশাচিক
diagnosis	0	1	0	1	0	1	0	0	0	1	রোগ নির্ণয়
diagnostic	0	0	0	0	0	0	0	0	0	0	ডায়গনিস্টিক
diagnostics	0	0	0	0	0	0	0	0	0	0	কারণ নির্ণয়
diagram	0	0	0	0	0	0	0	0	0	0	চিত্র
dial	0	0	0	0	0	0	0	0	0	0	ডায়াল
dialect	0	0	0	0	0	0	0	0	0	0	উপভাষা
dialectic	0	0	0	0	0	0	0	0	0	0	দ্বান্দ্বিক
dialogue	0	0	0	0	0	0	0	0	0	0	সংলাপ
diameter	0	0	0	0	0	0	0	0	0	0	ব্যাস
diamond	0	0	0	0	1	0	1	0	0	0	হীরা
diamonds	0	0	0	0	0	0	0	0	0	0	হীরা
diaper	0	0	1	0	0	0	0	0	0	0	ডায়াপার
diaphragm	0	0	0	0	0	0	0	0	0	0	ডায়াফ্রাম
diarrhoea	0	0	1	0	0	0	0	0	0	0	ডায়রিয়া
diary	0	0	0	0	1	0	1	0	0	1	ডায়েরি
diatribe	1	0	1	0	0	1	0	0	0	0	diatribe
dice	0	0	0	0	0	0	0	0	0	0	ছক্কা
dichotomous	0	0	0	0	0	0	0	0	0	0	দ্বিমুখী
dichotomy	0	0	0	0	0	0	0	0	0	0	দ্বিধাবিভক্তি
dictate	0	0	0	0	0	0	0	0	0	0	নির্দেশ
dictation	0	0	0	0	0	0	0	0	0	0	হুকুম
dictator	0	0	0	1	0	1	0	0	0	0	একনায়ক
dictatorial	1	0	0	0	0	1	0	0	0	0	স্বৈরাচারী
dictatorship	1	1	1	1	0	1	0	1	0	0	একনায়কত্ব
diction	0	0	0	0	0	0	0	0	0	0	শব্দভাষা
dictionary	0	0	0	0	0	0	1	0	0	1	অভিধান
dictum	0	0	0	0	0	0	0	0	0	1	আদেশ
didactic	0	0	0	0	0	0	1	0	0	0	উপদেশমূলক
die	0	0	0	1	0	1	0	1	0	0	মারা
diet	0	0	0	0	0	0	0	0	0	0	খাদ্য
dietary	0	1	0	0	0	0	1	0	0	0	খাদ্যতালিকাগত
differ	0	0	0	0	0	0	0	0	0	0	পার্থক্য
difference	0	0	0	0	0	0	0	0	0	0	পার্থক্য
differences	0	0	0	0	0	0	0	0	0	0	পার্থক্য
differential	0	0	0	0	0	0	0	0	0	1	ডিফারেনশিয়াল
differentiation	0	0	0	0	0	0	0	0	0	0	পৃথকীকরণ
differently	0	0	0	0	0	0	0	0	1	0	ভিন্নভাবে
differing	0	0	0	0	0	0	0	0	0	0	ভিন্ন
difficult	0	0	0	1	0	0	0	0	0	0	কঠিন
difficulties	0	0	0	0	0	1	0	1	0	0	অসুবিধা
difficulty	1	0	0	1	0	1	0	1	0	0	অসুবিধা
diffuse	0	0	0	0	0	0	0	0	0	0	ছড়িয়ে পড়া
diffusion	0	0	0	0	0	0	0	0	0	0	বিস্তার
dig	0	0	0	0	0	0	0	0	0	0	খনন করা
digest	0	0	0	0	0	0	0	0	0	0	পরিপাক করা
digestion	0	0	0	0	0	0	0	0	0	0	হজম
digit	0	0	0	0	0	0	0	0	0	1	অঙ্ক
dignified	0	0	0	0	0	0	1	0	0	0	মর্যাদাপূর্ণ
dignity	0	0	0	0	0	0	1	0	0	1	মর্যাদা
digress	0	1	0	0	0	1	0	0	0	0	ডিগ্রেস
digs	0	0	0	0	0	0	0	0	0	0	খনন
dike	0	0	0	1	0	0	0	0	0	0	ডাইক
dilapidated	0	0	1	0	0	1	0	1	0	0	জীর্ণ
dilatation	0	0	0	0	0	0	0	0	0	0	প্রসারণ
dilation	0	0	0	0	0	0	0	0	0	0	প্রসারণ
dilemma	0	0	0	0	0	0	0	0	0	0	দ্বিধা
diligence	0	0	0	0	0	0	1	0	0	1	অধ্যবসায়
diligent	0	0	0	0	0	0	0	0	0	0	পরিশ্রমী
diluent	0	0	0	0	0	0	0	0	0	0	diluent
dilute	0	0	0	0	0	1	0	0	0	0	পাতলা করা
diluted	0	0	0	0	0	0	0	0	0	0	মিশ্রিত
dilution	0	0	0	0	0	0	0	0	0	0	dilution
dime	0	0	0	0	0	0	0	0	0	0	টাকা
dimension	0	0	0	0	0	0	0	0	0	0	মাত্রা
diminish	0	0	0	0	0	1	0	1	0	0	হ্রাস করা
diminished	0	0	0	0	0	1	0	0	0	0	কমান
diminution	0	0	0	0	0	0	0	0	0	0	হ্রাস
diminutive	0	0	0	0	0	0	0	0	0	0	ক্ষুদ্র
din	0	0	0	0	0	1	0	0	0	0	দিন
dine	0	0	0	0	0	0	0	0	0	0	খাওয়া
diner	0	0	0	0	0	0	0	0	0	0	ডিনার
dinner	0	0	0	0	0	0	1	0	0	0	রাতের খাবার
dinosaur	0	0	0	1	0	0	0	0	0	0	ডাইনোসর
dint	0	0	0	0	0	0	0	0	0	0	ডিন্ট
diocesan	0	0	0	0	0	0	0	0	0	0	ডায়োসেসান
diocese	0	0	0	0	0	0	0	0	0	0	ডায়োসিস
diorama	0	0	0	0	0	0	0	0	0	0	ডায়োরামা
dip	0	0	0	0	0	0	0	0	0	0	ডুব
diploma	0	0	0	0	0	0	0	0	0	0	ডিপ্লোমা
