English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Yoruba Word
disheartening	0	0	0	0	0	1	0	1	0	0	aibalẹ
dishonest	1	0	1	0	0	1	0	1	0	0	aiṣododo
dishonesty	0	0	1	0	0	1	0	0	0	0	aiṣododo
dishonor	1	0	1	1	0	1	0	1	0	0	àbùkù
disillusionment	1	0	1	0	0	1	0	1	0	0	ibanuje
disinfect	0	0	0	0	0	0	0	0	0	0	disinfect
disinfectant	0	0	0	0	0	0	0	0	0	0	disinfectant
disinfection	0	0	0	0	0	0	1	0	0	0	disinfection
disinformation	1	0	0	1	0	1	0	0	0	0	disinformation
disingenuous	0	0	1	0	0	1	0	0	0	0	alaigbọran
disintegrate	0	0	1	1	0	1	0	0	0	0	tuka
disintegration	0	0	0	0	0	1	0	0	0	0	itusilẹ
disinterested	0	0	0	0	0	1	0	0	0	0	aibikita
disjoint	0	0	0	0	0	0	0	0	0	0	ipinya
disjointed	0	0	0	0	0	0	0	0	0	0	disjointed
disjunctive	0	0	0	0	0	0	0	0	0	0	disjunctive
disk	0	0	0	0	0	0	0	0	0	0	disk
diskette	0	0	0	0	0	0	0	0	0	0	diskette
dislike	1	0	1	0	0	1	0	0	0	0	ikorira
disliked	1	0	0	0	0	1	0	1	0	0	ikorira
dislocated	1	0	1	1	0	1	0	1	0	0	dislocated
dislocation	0	0	0	0	0	0	0	0	0	0	dislocation
dislodge	0	0	0	0	0	0	0	0	0	0	yiyọ kuro
dismal	0	0	1	1	0	1	0	1	0	0	aibikita
dismay	1	1	0	1	0	1	0	1	1	0	ibanuje
dismemberment	0	0	1	1	0	1	0	1	0	0	dismemberment
dismiss	0	0	0	0	0	0	0	0	0	0	danu
dismissal	1	0	1	1	0	1	0	1	1	0	yiyọ kuro
dismount	0	0	0	0	0	0	0	0	0	0	didenukole
disobedience	1	0	1	0	0	1	0	0	0	0	aigboran
disobedient	1	0	0	0	0	1	0	0	0	0	alaigbọran
disobey	1	0	1	0	0	1	0	0	0	0	aigbọran
disorder	0	0	0	1	0	1	0	0	0	0	rudurudu
disorderly	0	0	0	0	0	1	0	0	0	0	aiṣedeede
disorganized	0	0	0	0	0	1	0	0	0	0	aiṣedeede
disparage	1	0	1	0	0	1	0	1	0	0	aibikita
disparaging	1	0	1	0	0	1	0	1	0	0	disparaging
disparate	0	0	0	0	0	0	0	0	0	0	iyatọ
disparity	1	0	1	0	0	1	0	1	0	0	iyapa
dispassionate	0	0	0	0	0	1	0	1	0	0	aibikita
dispatch	0	0	0	0	0	0	0	0	0	0	fifiranṣẹ
dispel	0	0	0	0	0	1	0	1	0	0	tu kuro
dispensation	0	0	0	0	0	0	0	0	0	0	igbaradi
dispense	0	0	0	0	0	0	0	0	0	0	kaakiri
disperse	0	0	0	0	0	0	0	0	0	0	tuka
dispersed	0	0	0	0	0	0	0	0	0	0	tuka
dispersion	0	0	0	0	0	1	0	0	0	0	pipinka
displace	0	0	0	0	0	1	0	0	0	0	nipo
displaced	1	0	0	1	0	0	0	1	0	0	nipo
displacement	0	0	0	0	0	0	0	0	0	0	nipo
display	0	0	0	0	0	0	0	0	0	0	ifihan
displeased	1	0	1	1	0	1	0	1	0	0	inu ko dun
displeasure	0	0	1	0	0	1	0	0	0	0	ibinu
disposal	0	0	0	0	0	1	0	0	0	0	isọnu
dispose	0	0	1	0	0	0	0	0	0	0	sọnù
disposed	0	1	0	0	0	0	1	0	0	1	sọnu
disposition	0	0	0	0	0	0	0	0	0	0	ifarahan
dispossessed	1	0	0	1	0	1	0	1	0	0	ti sọnu
disprove	0	0	0	0	0	0	0	0	0	0	ṣe idaniloju
dispute	1	0	0	0	0	1	0	0	0	0	àríyànjiyàn
disqualification	0	0	0	0	0	1	0	0	0	0	disqualification
disqualified	1	0	1	0	0	1	0	1	0	0	disqualified
disqualify	0	0	0	0	0	1	0	1	0	0	disqualification
disregard	0	0	0	0	0	1	0	0	0	0	aifiyesi
disregarded	0	0	1	0	0	1	0	0	0	0	aibikita
disreputable	1	0	1	1	0	1	0	0	0	0	aibikita
disrepute	0	0	0	0	0	0	0	0	0	0	aibikita
disrespect	1	0	0	0	0	1	0	0	0	0	aibọwọ
disrespectful	1	0	1	1	0	1	0	1	0	0	alaibọwọ
disruption	1	0	0	1	0	1	0	0	1	0	idalọwọduro
dissatisfaction	0	0	0	0	0	1	0	0	0	0	ainitẹlọrun
dissatisfied	0	0	0	0	0	0	0	0	0	0	aitẹlọrun
dissect	0	0	0	0	0	0	0	0	0	0	dissect
dissection	0	0	1	0	0	0	0	0	0	0	pipinka
disseminate	0	0	0	0	0	0	1	0	0	0	tan kaakiri
dissemination	0	0	0	0	0	0	0	0	0	0	itankale
dissension	1	0	0	0	0	1	0	0	0	0	iyapa
dissent	0	0	0	0	0	0	0	0	0	0	atako
dissenting	0	0	0	0	0	1	0	0	0	0	iyapa
dissertation	0	0	0	0	0	0	0	0	0	0	iwe afọwọkọ
disservice	1	0	1	0	0	1	0	1	0	0	aibikita
dissident	1	0	0	1	0	1	0	0	0	0	dissist
dissimilar	0	0	0	0	0	0	0	0	0	0	otooto
dissipate	0	0	0	0	0	0	0	0	0	0	tuka
dissipated	0	0	0	0	0	0	0	0	0	0	tuka
dissociation	0	0	0	0	0	0	0	0	0	0	iyapa
dissolution	1	0	0	1	0	1	0	1	1	0	itusilẹ
dissolve	0	0	0	0	0	0	0	0	0	0	tu
dissonance	1	0	0	0	0	1	0	0	0	0	dissonance
dissuade	0	0	0	0	0	0	0	0	0	0	dissuade
distal	0	0	0	0	0	0	0	0	0	0	jina
distance	0	0	0	0	0	0	0	0	0	0	ijinna
distant	0	0	0	0	0	0	0	0	0	0	o jina
distaste	0	0	1	0	0	1	0	0	0	0	ikorira
distasteful	0	0	1	0	0	1	0	0	0	0	irira
distillate	0	0	0	0	0	0	0	0	0	0	distillate
distillation	0	0	0	0	0	0	1	0	0	0	distillation
distinction	0	0	0	0	0	0	1	0	0	0	iyatọ
distinctive	0	0	0	0	0	0	0	0	0	0	pato
distinguish	0	0	0	0	0	0	0	0	0	0	ṣe iyatọ
distinguishable	0	0	0	0	0	0	0	0	0	0	iyatọ
distinguished	0	0	0	0	0	0	0	0	0	0	iyatọ
distinguishing	0	0	0	0	0	0	0	0	0	0	iyatọ
distorted	0	0	1	0	0	1	0	0	0	0	daru
distortion	0	0	0	0	0	1	0	0	0	0	ipalọlọ
distract	0	0	0	0	0	1	0	0	0	0	distract
distracted	1	0	0	0	0	1	0	0	0	0	idamu
distracting	1	1	0	0	0	1	0	0	0	0	idamu
distraction	0	0	0	0	0	1	0	0	0	0	idamu
distraught	0	0	0	0	0	1	0	1	0	0	ibanuje
distress	1	0	1	1	0	1	0	1	1	0	wahala
distressed	0	0	0	1	0	1	0	0	0	0	ibanuje
distressing	1	0	0	1	0	1	0	0	0	0	ibanuje
distribute	0	0	0	0	0	0	0	0	0	0	kaakiri
distribution	0	0	0	0	0	0	0	0	0	0	pinpin
district	0	0	0	0	0	0	0	0	0	0	agbegbe
distrust	1	0	1	1	0	1	0	0	0	0	aifokanbale
disturbance	1	0	0	1	0	1	0	1	1	0	idamu
disturbed	1	0	0	0	0	1	0	1	0	0	idamu
disuse	0	0	0	0	0	1	0	0	0	0	ilokulo
disused	1	0	0	0	0	1	0	0	0	0	ti ko lo
ditch	0	0	0	0	0	0	0	0	0	0	koto
ditto	0	0	0	0	0	0	0	0	0	0	ditto
ditty	0	0	0	0	1	0	1	0	0	0	ditty
diurnal	0	0	0	0	0	0	0	0	0	0	ojojumọ
divan	0	0	0	0	0	0	0	0	0	1	divan
dive	0	0	0	0	0	0	0	0	0	0	besomi
diver	0	0	0	0	0	0	0	0	0	0	omuwe
diverge	0	0	0	0	0	0	0	0	0	0	yiyatọ
divergence	0	0	0	0	0	0	0	0	0	0	iyatọ
divergent	0	0	0	0	0	1	0	0	1	0	oniruuru
diverging	0	0	0	0	0	0	0	0	0	0	diverging
divers	0	0	0	0	0	0	0	0	0	0	onirũru
diverse	0	0	0	0	0	1	1	0	0	0	oniruuru
diversified	0	0	0	0	0	0	1	0	0	0	orisirisi
diversify	0	0	0	0	0	0	0	0	0	0	orisirisi
diversion	0	0	0	0	0	0	1	0	1	0	diversion
diversity	0	0	0	0	0	0	0	0	0	0	oniruuru
divert	0	0	0	0	0	0	0	0	0	0	darí
diverting	0	0	0	0	0	0	0	0	0	0	yiyi pada
divest	0	0	0	0	0	0	0	0	0	0	ipadasẹhin
divested	0	0	0	0	0	1	0	0	0	0	divested
divestment	0	0	0	0	0	1	0	0	0	0	divestment
divide	0	0	0	0	0	0	0	0	0	0	pin
divided	0	0	0	0	0	0	0	0	0	0	pin
dividend	0	0	0	0	0	0	0	0	0	0	pinpin
divination	0	1	0	0	0	0	0	0	0	0	afọṣẹ
divine	0	0	0	0	0	0	0	0	0	0	Ibawi
divinity	0	0	0	0	0	0	1	0	0	0	oriṣa
divisible	0	0	0	0	0	0	0	0	0	0	pínpín
division	0	0	0	0	0	0	0	0	0	0	pipin
divisor	0	0	0	0	0	0	0	0	0	0	alapin
divorce	1	0	1	1	0	1	0	1	1	1	ikọsilẹ
divulge	0	0	0	0	0	0	0	0	0	0	itusilẹ
dizziness	0	0	0	0	0	1	0	0	0	0	dizziness
dizzy	0	0	0	0	0	1	0	0	0	0	dizzy
docile	0	0	0	0	0	0	0	0	0	0	docile
dock	0	0	0	0	0	0	0	0	0	0	ibi iduro
docked	0	0	0	0	0	1	0	0	0	0	docked
docket	0	0	0	0	0	0	0	0	0	0	dokẹti
doctor	0	0	0	0	0	0	1	0	0	1	dokita
doctrinal	0	0	0	0	0	0	0	0	0	0	ẹkọ
doctrine	0	0	0	0	0	0	0	0	0	1	ẹkọ
document	0	0	0	0	0	0	0	0	0	0	iwe aṣẹ
documentary	0	0	0	0	0	0	0	0	0	0	iwe itan
dodge	0	0	0	0	0	0	0	0	0	0	latile
dodging	0	0	0	0	0	0	0	0	0	0	yiyọ kuro
doe	0	0	0	0	0	0	0	0	0	0	ṣe
doer	0	0	0	0	0	0	1	0	0	0	oluṣe
dog	0	0	0	0	0	0	0	0	0	0	aja
dogged	0	0	0	0	0	0	1	0	0	0	aja
dogma	0	0	0	0	0	0	0	0	0	1	ẹkọ
dogmatic	0	0	0	0	0	0	0	0	0	0	dogmatic
doings	0	0	0	0	0	0	0	0	0	0	awọn iṣe
doit	0	0	0	0	0	1	0	0	0	0	se o
doldrums	0	0	0	0	0	1	0	1	0	0	doldrums
dole	0	0	0	0	0	1	0	1	0	0	dole
doll	0	0	0	0	1	0	0	0	0	0	omolankidi
dollar	0	0	0	0	0	0	0	0	0	0	dola
dolor	0	0	0	0	0	1	0	1	0	0	dola
dolphin	0	0	0	0	1	0	1	0	1	1	ẹja nla
domain	0	0	0	0	0	0	0	0	0	0	ibugbe
dome	0	0	0	0	0	0	0	0	0	0	dome
domestic	0	0	0	0	0	0	0	0	0	0	abele
domesticated	0	0	0	0	0	0	0	0	0	0	abele
domestication	0	0	0	0	0	0	0	0	0	0	ìbílẹ̀
domicile	0	0	0	0	0	0	0	0	0	0	ibugbe
domiciled	0	0	0	0	0	0	0	0	0	0	ibugbe
dominance	0	0	0	0	0	0	0	0	0	0	gaba lori
dominant	0	0	0	1	0	1	0	0	0	0	alakoso
dominate	1	0	0	1	0	1	1	0	0	0	jọba
dominating	0	0	0	0	0	0	0	0	0	0	gaba lori
domination	1	0	0	1	0	1	0	1	0	0	gaba lori
dominion	0	0	0	1	0	0	0	0	0	1	ijọba
domino	0	0	0	0	0	0	0	0	0	0	Domino
don	0	0	0	0	0	0	1	0	0	1	don
donation	0	0	0	0	0	0	1	0	0	0	ẹbun
donkey	0	0	1	0	0	1	0	0	0	0	kẹtẹkẹtẹ
donor	0	0	0	0	0	0	0	0	0	0	olugbeowosile
doodle	0	0	0	0	0	1	0	0	0	0	doodle
doom	0	0	0	1	0	1	0	0	0	0	iparun
doomed	0	0	0	1	0	1	0	1	0	0	ijakule
doomsday	1	1	1	1	0	1	0	1	0	0	ojo idajo
door	0	0	0	0	0	0	0	0	0	0	ilekun
doorbell	0	0	0	0	0	0	0	0	0	0	agogo ilẹkun
doorway	0	0	0	0	0	0	0	0	0	0	enu ona
dormant	0	0	0	0	0	0	0	0	0	0	dormant
dormitory	0	0	0	0	0	0	0	0	0	0	ibugbe
dorsal	0	0	0	0	0	0	0	0	0	0	dorsal
dose	0	0	0	0	0	0	0	0	0	0	iwọn lilo
dot	0	0	0	0	0	0	0	0	0	0	aami
double	0	0	0	0	0	0	0	0	0	0	ilọpo meji
doubled	0	0	0	0	0	0	0	0	0	0	ilọpo meji
doublet	0	0	0	0	0	0	0	0	0	0	enimeji
doubling	0	0	0	0	0	0	0	0	0	0	ilọpo meji
doubt	0	0	0	1	0	1	0	1	0	1	iyemeji
doubtful	0	0	0	0	0	1	0	0	0	0	iyemeji
doubting	0	0	0	0	0	1	0	0	0	0	nseyemeji
doubtless	0	0	0	0	0	0	1	0	0	1	iyemeji
douche	0	0	0	0	0	1	0	0	0	0	douche
dough	0	0	0	0	0	0	0	0	0	0	esufulawa
doughnut	0	0	0	0	0	0	0	0	0	0	ẹbun
dour	0	0	0	0	0	1	0	0	0	0	egba
dove	0	1	0	0	1	0	1	0	0	1	àdàbà
downcast	0	0	0	0	0	0	0	0	0	0	downcast
downfall	0	0	0	1	0	1	0	1	0	0	isubu
downhill	0	0	0	0	0	0	0	0	0	0	bosile
downpour	0	0	0	0	0	0	0	0	0	0	òjò òjò
downright	0	0	0	0	0	0	0	0	0	1	taara
downy	0	0	0	0	0	0	1	0	0	0	isalẹ
dowry	0	0	0	0	0	0	0	0	0	0	owo ori
doze	0	0	0	0	0	0	0	0	0	0	doze
dozen	0	0	0	0	0	0	0	0	0	0	mejila
drab	0	0	0	0	0	1	0	1	0	0	gbamu
draft	0	1	0	0	0	0	0	0	0	0	osere
drag	0	0	0	0	0	0	0	0	0	0	fa
dragon	0	0	0	1	0	0	0	0	0	0	dragoni
drain	0	0	0	0	0	0	0	0	0	0	imugbẹ
drainage	0	0	0	0	0	1	0	0	0	0	idominugere
drained	0	0	0	0	0	0	0	0	0	0	drained
drake	0	0	0	0	0	0	0	0	0	0	drake
drama	0	0	0	0	0	0	0	0	0	0	eré
dramatic	0	0	0	0	0	0	0	0	0	0	ìgbésẹ
drape	0	0	0	0	0	0	0	0	0	0	drape
drapery	0	0	0	0	0	0	0	0	0	0	drapery
drastic	0	0	0	0	0	0	0	0	0	0	buruju
draught	0	0	0	0	0	0	0	0	0	0	osere
draw	0	0	0	0	0	0	0	0	0	0	iyaworan
drawback	0	0	0	0	0	1	0	0	0	0	drawback
drawer	0	0	0	0	0	0	0	0	0	0	duroa
drawers	0	0	0	0	0	0	0	0	0	0	awọn ifipamọ
drawing	0	0	0	0	0	0	0	0	0	0	iyaworan
dread	0	1	0	1	0	1	0	0	0	0	ẹru
dreadful	1	1	1	1	0	1	0	1	0	0	ẹru
dreadfully	0	0	1	1	0	1	0	1	1	0	ẹru
dream	0	0	0	0	0	0	0	0	0	0	ala
dreamer	0	0	0	0	0	0	0	0	0	0	alala
dreaming	0	0	0	0	0	0	0	0	0	0	ala
dreamy	0	0	0	0	0	0	0	0	0	0	ala
dreary	0	0	0	0	0	1	0	1	0	0	alaburuku
dredge	0	0	0	0	0	0	0	0	0	0	dreji
drenched	0	0	0	0	0	0	0	0	0	0	rì
dresser	0	0	0	0	0	0	0	0	0	0	imura
dribble	0	0	0	0	0	0	0	0	0	0	dribble
dried	0	0	0	0	0	0	0	0	0	0	ti o gbẹ
drier	0	0	0	0	0	0	0	0	0	0	gbígbẹ
drift	0	0	0	0	0	0	0	0	0	0	fifo
drifted	0	0	0	0	0	0	0	0	0	0	fifó
drill	0	0	0	0	0	0	0	0	0	0	lu
drink	0	0	0	0	0	0	0	0	0	0	mimu
drinking	0	0	0	0	0	1	0	0	0	0	mimu
drip	0	0	0	0	0	0	0	0	0	0	kán
dripping	0	0	0	0	0	0	0	0	0	0	sisọ
drivel	0	0	1	0	0	1	0	0	0	0	wakọ
driver	0	0	0	0	0	0	0	0	0	0	awako
driveway	0	0	0	0	0	0	0	0	0	0	opopona
drizzle	0	0	0	0	0	0	0	0	0	0	dimu
droll	0	0	0	0	0	0	0	0	0	0	yi lọ
drone	0	0	0	0	0	1	0	0	0	0	drone
drool	0	0	1	0	0	0	0	0	0	0	silẹ
drooping	0	0	0	0	0	1	0	0	0	0	sisọ silẹ
drop	0	0	0	0	0	0	0	0	0	0	silẹ
droplet	0	0	0	0	0	0	0	0	0	0	droplet
drought	0	0	0	0	0	1	0	0	0	0	ogbele
drove	0	0	0	0	0	0	0	0	0	0	wakọ
drown	0	0	0	1	0	1	0	1	0	0	rì
drowsiness	0	0	0	0	0	1	0	0	0	0	orunkun
drowsy	0	0	0	0	0	0	0	0	0	0	tòògbé
drudgery	0	0	0	0	0	1	0	0	0	0	oogun oloro
drug	0	0	0	0	0	0	0	0	0	0	oògùn
drugged	0	0	0	0	0	0	0	1	0	0	oloro
drugstore	0	0	0	0	0	0	0	0	0	0	ile itaja oogun
druid	0	0	0	0	0	0	0	0	0	0	ìgbín
drum	0	0	0	0	0	0	0	0	0	0	ilu
drummer	0	0	0	0	0	0	0	0	0	0	onilu
drumming	0	0	0	0	0	0	0	0	0	0	ìlù ìlù
drunken	0	0	1	0	0	1	0	0	0	0	ọmuti
drunkenness	0	0	0	0	0	1	0	0	0	0	ìmutípara
dry	0	0	0	0	0	0	0	0	0	0	gbẹ
dryness	0	0	0	0	0	0	0	0	0	0	gbígbẹ
dual	0	0	0	0	0	0	0	0	0	0	meji
dualism	0	0	0	0	0	0	0	0	0	0	meji-meji
duality	0	0	0	0	0	0	0	0	0	0	meji-meji
dub	0	0	0	0	0	0	0	0	0	0	dub
dubious	0	0	0	1	0	1	0	0	0	1	dubious
ducking	0	0	0	0	0	0	0	0	0	0	ewure
duct	0	0	0	0	0	0	0	0	0	0	duct
ductile	0	0	0	0	0	0	0	0	0	0	ductile
duds	0	0	0	0	0	0	0	0	0	0	eruku
due	0	0	0	0	0	0	0	0	0	0	nitori
duel	1	1	0	1	0	0	0	0	0	0	duel
dues	0	0	0	0	0	0	0	0	0	0	awọn idiyele
duet	0	0	0	0	0	0	1	0	0	0	duet
dugout	0	0	0	0	0	0	0	0	0	0	idọti
duke	0	0	0	0	0	0	1	0	0	0	duke
dull	0	0	0	0	0	1	0	1	0	0	ṣigọgọ
dumb	0	0	0	0	0	1	0	0	0	0	odi
dummy	0	0	0	0	0	1	0	0	0	0	idinwon
dump	0	0	0	0	0	0	0	0	0	0	danu
dumps	1	0	0	0	0	1	0	1	0	0	idalenu
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	dune
dung	0	0	1	0	0	0	0	0	0	0	igbe
dungeon	0	0	0	1	0	1	0	0	0	0	iho
duo	0	0	0	0	0	0	0	0	0	0	duo
dupe	1	0	0	0	0	1	0	0	0	0	dupe
duplex	0	0	0	0	0	0	0	0	0	0	ile oloke meji
duplicate	0	0	0	0	0	0	0	0	0	0	pidánpidán
duplication	0	0	0	0	0	0	0	0	0	0	išẹpo
duplicity	1	0	0	0	0	1	0	0	0	0	àdáwòkọ
durability	0	0	0	0	0	0	1	0	0	1	agbara
durable	0	0	0	0	0	0	1	0	0	1	ti o tọ
duration	0	0	0	0	0	0	0	0	0	0	iye akoko
duress	1	0	1	1	0	1	0	1	0	0	ipanilaya
dusk	0	0	0	0	0	0	0	0	0	0	aṣalẹ
dusky	0	0	0	0	0	0	0	0	0	0	dusky
dust	0	0	0	0	0	1	0	0	0	0	eruku
duster	0	0	0	0	0	0	0	0	0	0	eruku
dusty	0	0	0	0	0	0	0	0	0	0	eruku
dutiful	0	1	0	0	0	0	1	0	0	1	ojuse
dwarf	0	0	0	0	0	0	0	0	0	0	arara
dwarfed	0	0	0	1	0	1	0	1	0	0	dwarfed
dwell	0	0	0	0	0	0	0	0	0	0	gbé
dweller	0	0	0	0	0	0	0	0	0	0	olugbe
dwelling	0	0	0	0	0	0	0	0	0	0	ibugbe
dye	0	0	0	0	0	0	0	0	0	0	àwọ̀
dying	1	0	1	1	0	1	0	1	0	0	nku
dyke	0	0	0	0	0	0	0	0	0	0	dyke
dynamic	0	0	0	0	0	0	0	0	1	0	ìmúdàgba
dynamical	0	0	0	0	0	0	0	0	0	0	ìmúdàgba
dynamics	0	0	0	0	0	0	0	0	0	0	ìmúdàgba
dynamite	0	0	0	0	0	0	0	0	0	0	dynamite
dynasty	0	0	0	0	0	0	0	0	0	0	idile ọba
dysentery	0	0	1	0	0	1	0	1	0	0	dysentery
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	itara
eagerness	0	1	0	0	1	0	1	0	0	1	itara
eagle	0	0	0	0	0	0	0	0	0	1	idì
ear	0	0	0	0	0	0	0	0	0	0	eti
earl	0	0	0	0	0	0	1	0	0	0	eti
earlier	0	0	0	0	0	0	0	0	0	0	sẹyìn
early	0	0	0	0	0	0	0	0	0	0	kutukutu
earn	0	0	0	0	0	0	1	0	0	0	jo'gun
earnest	0	0	0	0	0	0	1	0	0	0	itara
earnestly	0	0	0	0	0	0	1	0	0	0	itara
earnestness	0	0	0	0	0	0	1	0	0	0	itara
earnings	0	0	0	0	0	0	0	0	0	0	dukia
earring	0	0	0	0	0	0	0	0	0	0	afikọti
earshot	0	0	0	0	0	0	0	0	0	0	eti eti
earth	0	0	0	0	0	0	0	0	0	0	aiye
earthenware	0	0	0	0	0	0	0	0	0	0	ohun elo amọ
earthly	0	0	0	0	0	0	0	0	0	0	ti aiye
earthquake	1	0	0	1	0	1	0	1	1	0	ìṣẹlẹ
earthy	0	0	0	0	0	0	0	0	0	0	erupẹ ilẹ
ease	0	0	0	0	0	0	1	0	0	0	irorun
easel	0	0	0	0	0	0	0	0	0	0	irọrun
easement	0	0	0	0	0	0	1	0	0	0	irọrun
easily	0	0	0	0	0	0	0	0	0	0	awọn iṣọrọ
easy	0	0	0	0	0	0	0	0	0	0	rorun
easygoing	0	0	0	0	0	0	1	0	0	0	lo jeje
eat	0	0	0	0	0	0	1	0	0	0	jẹun
eating	0	0	0	0	0	0	0	0	0	0	jijẹ
eavesdropping	0	0	0	0	0	1	0	0	0	0	etí
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	ebony
eccentric	0	0	0	0	0	0	0	0	0	0	eccentric
eccentricity	0	0	0	0	0	0	0	0	0	0	eccentricity
ecclesiastical	0	0	0	0	0	0	0	0	0	0	ti alufaa
echo	0	0	0	0	0	0	0	0	0	0	iwoyi
eclectic	0	0	0	0	0	0	0	0	0	0	eclectic
eclipse	0	0	0	0	0	0	0	0	0	0	oṣupa
ecliptic	0	0	0	0	0	0	0	0	0	0	ecliptic
economical	0	0	0	0	0	0	0	0	0	0	ti ọrọ-aje
economics	0	0	0	0	0	0	0	0	0	0	aje
economy	0	0	0	0	0	0	0	0	0	1	aje
ecstasy	0	1	0	0	1	0	1	0	0	0	igbadun
ecstatic	0	1	0	0	1	0	1	0	1	0	igbadun
ecumenical	0	0	0	0	0	0	0	0	0	0	ecumenical
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	eti
edging	0	0	0	0	0	0	0	0	0	0	ege
edible	0	0	0	0	0	0	0	0	0	0	jeje
edict	0	0	0	1	0	1	0	0	0	0	aṣẹ
edification	0	1	0	0	1	0	1	0	0	1	atunse
edifice	0	0	0	0	0	0	0	0	0	0	ile
edit	0	0	0	0	0	0	0	0	0	0	satunkọ
edition	0	1	0	0	0	0	0	0	0	0	àtúnse
editor	0	0	0	0	0	0	0	0	0	0	olootu
editorial	0	0	0	0	0	0	0	0	0	0	olootu
educate	0	0	0	0	0	0	1	0	0	0	kọ ẹkọ
educated	0	0	0	0	0	0	1	0	0	0	kọ ẹkọ
education	0	0	0	0	0	0	0	0	0	0	eko
educational	0	0	0	0	0	0	1	0	0	1	eko
eel	0	0	0	1	0	0	0	0	0	0	eel
effect	0	0	0	0	0	0	0	0	0	0	ipa
effective	0	0	0	0	0	0	1	0	0	1	munadoko
effects	0	0	0	0	0	0	0	0	0	0	awọn ipa
effectual	0	0	0	0	0	0	0	0	0	0	wulo
effectually	0	0	0	0	0	0	0	0	0	0	daradara
effectuate	0	0	0	0	0	0	0	0	0	0	ipa
effeminate	0	0	0	0	0	1	0	0	0	0	imunibinu
efficacious	0	0	0	0	0	0	0	0	0	0	munadoko
efficacy	0	0	0	0	0	0	1	0	0	0	ipa
efficiency	0	0	0	0	0	0	1	0	0	0	ṣiṣe
efficient	0	1	0	0	0	0	1	0	0	1	daradara
effigy	1	0	0	0	0	0	0	0	0	0	effigy
effort	0	0	0	0	0	0	1	0	0	0	akitiyan
effusion	0	0	0	0	0	0	0	0	0	0	iṣan omi
egg	0	0	0	0	0	0	0	0	0	0	ẹyin
ego	0	0	0	0	0	0	0	0	0	0	owo
egotistical	0	0	1	0	0	1	0	0	0	0	egotistical
egregious	1	0	1	0	0	1	0	0	0	0	nla
egress	0	0	0	0	0	0	0	0	0	0	jijade
eighth	0	0	0	0	0	0	0	0	0	0	kẹjọ
eighty	0	0	0	0	0	0	0	0	0	0	ọgọrin
ejaculate	0	0	0	0	0	0	0	0	0	0	ejaculate
ejaculation	0	1	0	0	1	0	1	0	1	1	ejaculation
eject	0	0	0	0	0	1	0	0	0	0	jade
ejection	0	0	0	0	0	1	0	0	0	0	idasile
elaborate	0	0	0	0	0	0	0	0	0	0	ṣe alaye
elaboration	0	0	0	0	0	0	1	0	0	0	imudara
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	ti kọja
elapsed	0	0	0	0	0	0	0	0	0	0	ti kọja
elastic	0	0	0	0	0	0	0	0	0	0	rirọ
elasticity	0	0	0	0	0	0	0	0	0	0	rirọ
elated	0	0	0	0	1	0	1	0	0	0	inu didun
elbow	1	0	0	0	0	0	0	0	0	0	igbonwo
eld	0	0	0	0	0	0	0	0	0	0	agba
elder	0	0	0	0	0	0	1	0	0	1	agba
elders	0	0	0	0	0	0	1	0	0	1	àgba
eldest	0	0	0	0	0	0	0	0	0	0	àgbà
elect	0	0	0	0	0	0	1	0	0	1	yan
election	0	0	0	0	0	0	0	0	0	0	idibo
elector	0	0	0	0	0	0	0	0	0	0	oludibo
electorate	0	0	0	0	0	0	0	0	0	1	oludibo
electric	0	0	0	0	1	0	1	0	1	0	itanna
electricity	0	0	0	0	0	0	1	0	0	0	itanna
elegance	0	1	0	0	1	0	1	0	0	1	didara
elegant	0	0	0	0	1	0	1	0	0	0	yangan
element	0	0	0	0	0	0	0	0	0	0	eroja
elementary	0	0	0	0	0	0	0	0	0	0	alakọbẹrẹ
elements	0	0	0	0	0	0	0	0	0	0	eroja
elephant	0	0	0	0	0	0	0	0	0	0	erin
elevate	0	0	0	0	0	0	0	0	0	0	gbega
elevation	0	1	0	1	1	0	1	0	0	1	igbega
elevator	0	0	0	0	0	0	0	0	0	0	ategun
eleven	0	0	0	0	0	0	0	0	0	0	mọkanla
eleventh	0	0	0	0	0	0	0	0	0	0	kọkanla
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	gbejade
eligible	0	0	0	0	0	0	1	0	0	0	yẹ
elimination	1	0	1	1	0	1	0	1	0	0	imukuro
elite	0	1	0	0	1	0	1	0	0	1	olutayo
elk	0	0	0	0	0	0	0	0	0	0	elk
ell	0	0	0	0	0	0	0	0	0	0	eyin
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
