English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Telugu Word
burglar	0	0	1	1	0	1	0	0	0	0	దొంగ
burglary	0	0	0	0	0	1	0	0	0	0	దొంగతనం
burial	1	0	0	1	0	1	0	1	0	0	ఖననం
buried	0	0	0	1	0	1	0	1	0	0	ఖననం చేశారు
burke	1	0	1	1	0	1	0	1	0	0	బుర్క్
burlap	0	0	0	0	0	0	0	0	0	0	బుర్లాప్
burlesque	0	0	0	0	0	0	0	0	1	0	బుర్రగల
burly	0	0	0	0	0	0	0	0	0	0	బుర్రగా
burn	0	0	0	0	0	0	0	0	0	0	కాల్చండి
burner	0	0	0	0	0	0	0	0	0	0	బర్నర్
burning	0	0	0	0	0	0	0	0	0	0	దహనం
burnished	0	0	0	0	0	0	0	0	0	0	కాలిపోయింది
burnout	0	0	0	0	0	0	0	0	0	0	కాలిపోవడం
burnt	0	0	1	0	0	1	0	0	0	0	కాలింది
burr	0	0	0	0	0	0	0	0	0	0	బుర్ర
burrow	0	0	0	0	0	0	0	0	0	0	బొరియ
bursary	0	0	0	0	0	0	0	0	0	1	బర్సరీ
bury	0	0	0	0	0	0	0	1	0	0	పాతిపెట్టు
bus	0	0	0	0	0	0	0	0	0	0	బస్సు
bush	0	0	0	0	0	0	0	0	0	0	పొద
bushel	0	0	0	0	0	0	0	0	0	0	పొద
bushy	0	0	0	0	0	0	0	0	0	0	గుబురుగా ఉంటుంది
business	0	0	0	0	0	0	0	0	0	0	వ్యాపారం
buss	0	0	0	0	1	0	1	0	0	0	బస్సు
bust	0	0	0	0	0	0	0	0	0	0	ప్రతిమ
busted	1	0	0	1	0	1	0	0	0	0	ఛిద్రమైంది
bustle	0	0	0	0	0	0	0	0	0	0	సందడి
bustling	0	0	0	0	0	0	0	0	0	0	సందడిగా
busy	0	0	0	0	0	0	0	0	0	0	బిజీగా
butane	0	0	0	0	0	0	0	0	0	0	బ్యూటేన్
butcher	1	0	1	1	0	1	0	0	0	0	కసాయి
butler	0	0	0	0	0	0	1	0	0	1	బట్లర్
butt	0	0	0	0	0	1	0	0	0	0	బట్
butter	0	0	0	0	0	0	0	0	0	0	వెన్న
butterfly	0	0	0	0	0	0	0	0	0	0	సీతాకోకచిలుక
buttery	0	0	0	0	0	0	1	0	0	0	వెన్న
buttock	0	0	0	0	0	0	0	0	0	0	పిరుదు
button	0	0	0	0	0	0	0	0	0	0	బటన్
buttress	0	0	0	0	0	0	0	0	0	0	వెన్నుముక
buxom	0	0	0	0	0	0	1	0	0	0	buxom
buy	0	0	0	0	0	0	0	0	0	0	కొనుగోలు
buyer	0	0	0	0	0	0	0	0	0	0	కొనుగోలుదారు
buying	0	0	0	0	0	0	0	0	0	0	కొనుగోలు
buzz	0	1	0	1	0	0	1	0	0	0	సందడి
buzzed	0	0	0	0	0	1	0	0	0	0	సందడి చేశారు
buzzer	0	0	0	0	0	0	0	0	0	0	బజర్
bye	0	1	0	0	0	0	0	0	0	0	బై
bygone	0	0	0	0	0	0	0	0	0	0	గతించిపోయింది
bylaw	0	0	0	0	0	0	0	0	0	1	బైలా
bystander	0	0	0	0	0	0	0	0	0	0	ప్రేక్షకుడు
byte	0	0	0	0	0	0	0	0	0	0	బైట్
cab	0	0	0	0	0	0	1	0	0	0	టాక్సీ
cabal	0	0	0	1	0	1	0	0	0	0	కాబాల్
cabbage	0	0	0	0	0	0	0	0	0	0	క్యాబేజీ
cabin	0	0	0	0	0	0	0	0	0	0	క్యాబిన్
cabinet	0	0	0	0	0	0	1	0	0	1	మంత్రివర్గం
cable	0	0	0	0	0	0	0	0	1	0	కేబుల్
cabriolet	0	0	0	0	0	0	0	0	0	0	క్యాబ్రియోలెట్
cache	0	0	0	0	0	0	0	0	0	0	కాష్
cacophony	1	0	1	0	0	1	0	0	0	0	కాకిగోల
cad	1	0	1	0	0	1	0	0	0	0	క్యాడ్
cadaver	0	0	1	1	0	1	0	1	1	0	శవం
caddy	0	0	0	0	0	0	0	0	0	0	కేడీ
cadence	0	0	0	0	0	0	0	0	0	0	ధాతువు
cadet	0	0	0	0	0	0	0	0	0	0	క్యాడెట్
cafe	0	0	0	0	0	0	1	0	0	0	కేఫ్
cage	0	0	0	0	0	1	0	1	0	0	పంజరం
cairn	0	0	0	0	0	0	0	0	0	0	కైర్న్
cake	0	0	0	0	0	0	0	0	0	0	కేక్
calamity	0	0	0	0	0	0	0	1	0	0	విపత్తు
calcareous	0	0	0	0	0	0	0	0	0	0	సున్నముగల
calculate	0	0	0	0	0	0	0	0	0	0	లెక్కించు
calculated	0	0	0	0	0	0	0	0	0	0	లెక్కించారు
calculating	0	0	0	0	0	1	0	0	0	0	లెక్కించడం
calculation	0	1	0	0	0	0	0	0	0	0	లెక్కింపు
calculator	0	0	0	0	0	0	1	0	0	1	కాలిక్యులేటర్
calculus	0	0	0	0	0	0	0	0	0	0	కాలిక్యులస్
calendar	0	0	0	0	0	0	0	0	0	0	క్యాలెండర్
calender	0	0	0	0	0	0	0	0	0	0	క్యాలెండర్
calf	0	0	0	0	1	0	1	0	0	1	దూడ
caliber	0	0	0	0	0	0	0	0	0	0	క్యాలిబర్
calibrate	0	0	0	0	0	0	0	0	0	0	క్రమాంకనం చేయండి
calico	0	0	0	0	0	0	0	0	0	0	కాలికో
calipers	0	0	0	0	0	0	0	0	0	0	కాలిపర్స్
call	0	0	0	0	0	0	0	0	0	0	కాల్ చేయండి
calligraphy	0	0	0	0	0	0	0	0	0	0	కాలిగ్రఫీ
calling	0	0	0	0	0	0	0	0	0	0	పిలుస్తోంది
callous	1	0	1	0	0	1	0	0	0	0	నిష్కపటమైన
calls	0	1	0	0	0	1	0	0	0	1	కాల్స్
calm	0	0	0	0	0	0	1	0	0	0	ప్రశాంతత
calmness	0	0	0	0	0	0	0	0	0	0	ప్రశాంతత
caloric	0	0	0	0	0	0	0	0	0	0	కేలరీలు
calorie	0	0	0	0	0	0	0	0	0	0	క్యాలరీ
calorimeter	0	0	0	0	0	0	0	0	0	0	కెలోరీమీటర్
cam	0	0	0	0	0	0	0	0	0	0	కెమెరా
camber	0	0	0	0	0	0	0	0	0	0	కాంబెర్
camel	0	0	0	0	0	0	0	0	0	0	ఒంటె
cameo	0	0	0	0	0	0	0	0	0	0	అతిధి పాత్ర
cameraman	0	0	0	0	0	0	0	0	0	0	కెమెరామెన్
camisole	0	0	0	0	0	0	0	0	0	0	కామిసోల్
camouflage	0	0	0	0	0	0	0	0	1	0	మభ్యపెట్టడం
camouflaged	0	0	0	0	0	0	0	0	1	0	మభ్యపెట్టారు
camp	0	0	0	0	0	0	0	0	0	0	శిబిరం
campaign	0	0	0	0	0	0	0	0	0	0	ప్రచారం
campaigner	0	0	0	0	0	0	0	0	0	0	ప్రచారకర్త
campaigning	1	0	0	1	0	1	0	0	0	0	ప్రచారం చేస్తున్నారు
campus	0	0	0	0	0	0	0	0	0	0	క్యాంపస్
canal	0	0	0	0	0	0	0	0	0	0	కాలువ
canary	0	0	0	0	0	0	1	0	0	0	కానరీ
cancel	0	0	0	0	0	1	0	1	0	0	రద్దు చేయండి
canceling	0	0	0	0	0	0	0	0	0	0	రద్దు చేస్తోంది
cancellation	0	0	0	0	0	0	0	0	0	0	రద్దు
cancer	1	0	1	1	0	1	0	1	0	0	క్యాన్సర్
candid	0	1	0	0	1	0	1	0	1	1	దాపరికం
candidacy	0	0	0	0	0	0	0	0	0	0	అభ్యర్థిత్వం
candidate	0	0	0	0	0	0	1	0	0	0	అభ్యర్థి
candied	0	0	0	0	0	0	1	0	0	0	మిఠాయి
candle	0	0	0	0	0	0	0	0	0	0	కొవ్వొత్తి
candlelight	0	0	0	0	0	0	0	0	0	0	కొవ్వొత్తి వెలుగు
candlestick	0	0	0	0	0	0	0	0	0	0	కొవ్వొత్తి
candor	0	0	0	0	0	0	0	0	0	0	దాపరికం
candy	0	0	0	0	0	0	0	0	0	0	మిఠాయి
cane	1	0	0	1	0	0	0	0	0	0	చెరకు
canine	0	0	0	0	0	0	0	0	0	0	కుక్కల
canister	0	0	0	0	0	0	0	0	0	0	డబ్బా
canker	1	0	1	0	0	1	0	0	0	0	పుండు
cannibal	0	0	1	1	0	1	0	0	0	0	నరమాంస భక్షకుడు
cannibalism	0	0	1	0	0	1	0	0	0	0	నరమాంస భక్షణ
canning	0	0	0	0	0	0	0	0	0	0	క్యానింగ్
cannon	1	0	0	1	0	1	0	0	0	0	ఫిరంగి
canoe	0	0	0	0	0	0	0	0	0	0	పడవ
canon	0	0	0	0	0	0	0	0	0	0	నియమావళి
canonical	0	0	0	0	0	0	0	0	0	0	కానానికల్
canons	0	0	0	0	0	0	0	0	0	1	నియమాలు
canopy	0	0	0	0	0	0	0	0	0	0	పందిరి
canteen	0	0	0	0	0	0	0	0	0	0	క్యాంటీన్
canterbury	0	0	0	0	0	0	0	0	0	0	కాంటర్బరీ
cantilever	0	0	0	0	0	0	0	0	0	0	కాంటిలివర్
canto	0	0	0	0	0	0	0	0	0	0	కాంటో
canton	0	0	0	0	0	0	0	0	0	0	ఖండం
canvas	0	0	0	0	0	0	0	0	0	0	కాన్వాస్
canvass	0	0	0	0	0	0	0	0	0	0	కాన్వాస్
cap	0	1	0	0	0	0	0	0	0	1	టోపీ
capability	0	0	0	0	0	0	0	0	0	0	సామర్ధ్యం
capable	0	0	0	0	0	0	0	0	0	0	సమర్థుడు
capacity	0	0	0	0	0	0	0	0	0	0	సామర్థ్యం
cape	0	0	0	0	0	0	0	0	0	0	కేప్
caper	0	0	0	0	0	0	0	0	0	0	కేపర్
capillary	0	0	0	0	0	0	0	0	0	0	కేశనాళిక
capital	0	0	0	0	0	0	0	0	0	0	రాజధాని
capitalist	0	0	0	0	0	0	1	0	0	0	పెట్టుబడిదారీ
capitals	0	0	0	0	0	0	0	0	0	0	రాజధానులు
capitation	0	0	0	0	0	0	0	0	0	0	క్యాపిటేషన్
capitol	0	0	0	0	0	0	0	0	0	0	కాపిటల్
capitulation	0	0	0	0	0	0	0	0	0	0	లొంగిపోవడం
caprice	0	0	0	0	0	0	0	0	0	0	మోజుకనుగుణముగా
capricious	0	0	0	0	0	0	0	0	0	0	మోజుకనుగుణమైన
caps	0	0	0	0	0	0	0	0	0	0	టోపీలు
capsule	0	0	0	0	0	0	0	0	0	0	గుళిక
captain	0	0	0	0	0	0	1	0	0	0	కెప్టెన్
caption	0	0	0	0	0	0	0	0	0	0	శీర్షిక
captivate	0	1	0	0	1	0	1	0	1	1	అమితాకర్షితమైన
captivating	0	0	0	0	0	0	1	0	0	0	ఆకర్షణీయమైన
captive	0	0	0	1	0	1	0	1	0	0	బందీ
captivity	0	0	0	0	0	1	0	1	0	0	బందిఖానా
captor	0	0	0	1	0	1	0	0	0	0	బంధించేవాడు
capture	0	0	0	0	0	1	0	0	0	0	పట్టుకోవడం
car	0	0	0	0	0	0	0	0	0	0	కారు
caramel	0	0	0	0	0	0	0	0	0	0	పంచదార పాకం
carat	0	0	0	0	0	0	0	0	0	0	క్యారెట్
caravan	0	0	0	0	0	0	0	0	0	0	కారవాన్
carbon	0	0	0	0	0	0	0	0	0	0	కార్బన్
carcass	0	0	1	1	0	1	0	1	0	0	మృతదేహం
carcinoma	0	0	0	1	0	1	0	1	0	0	కార్సినోమా
card	0	0	0	0	0	0	0	0	0	0	కార్డు
cardigan	0	0	0	0	0	0	0	0	0	0	కార్డిగాన్
cardinal	0	0	0	0	0	0	0	0	0	0	కార్డినల్
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	కార్డియోమయోపతి
cards	0	0	0	0	0	0	0	0	0	0	కార్డులు
care	0	0	0	0	0	0	0	0	0	0	శ్రమ
career	0	1	0	0	0	0	1	0	0	0	వృత్తి
careful	0	0	0	0	0	0	1	0	0	0	జాగ్రత్తగా
carefully	0	0	0	0	0	0	1	0	0	0	జాగ్రత్తగా
carelessness	1	0	1	0	0	1	0	0	0	0	అజాగ్రత్త
caress	0	0	0	0	0	0	1	0	0	0	లాలించు
caret	0	0	0	0	0	0	0	0	0	0	క్యారెట్
caretaker	0	0	0	0	0	0	1	0	0	1	సంరక్షకుడు
cargo	0	0	0	0	0	0	0	0	0	0	సరుకు
caribou	0	0	0	0	0	0	0	0	0	0	క్యారీబో
caricature	0	0	0	0	0	1	0	0	0	0	వ్యంగ్య చిత్రం
caries	0	0	1	0	0	1	0	0	0	0	క్షయం
carnage	1	0	1	1	0	1	0	1	1	0	మారణహోమం
carnal	0	0	0	0	0	1	0	0	0	0	శరీరానికి సంబంధించిన
carnation	0	0	0	0	0	0	0	0	0	0	కార్నేషన్
carnivorous	0	0	0	1	0	1	0	0	0	0	మాంసాహార
carol	0	0	0	0	1	0	1	0	0	1	కరోల్
carousel	0	0	0	0	0	0	0	0	0	0	రంగులరాట్నం
carpenter	0	0	0	0	0	0	0	0	0	0	వడ్రంగి
carriage	0	0	0	0	0	0	0	0	0	0	బండి
carried	0	0	0	0	0	0	0	0	0	0	తీసుకెళ్లారు
carrier	0	0	0	0	0	0	0	0	0	0	క్యారియర్
carry	0	0	0	0	0	0	0	0	0	0	తీసుకువెళ్ళండి
carrying	0	0	0	0	0	0	0	0	0	0	మోస్తున్న
cart	0	0	0	0	0	0	0	0	0	0	బండి
cartel	0	0	0	0	0	1	0	0	0	0	కార్టెల్
carter	0	0	0	0	0	0	0	0	0	0	కార్టర్
cartilage	0	0	0	0	0	0	0	0	0	0	మృదులాస్థి
cartographic	0	0	0	0	0	0	0	0	0	0	కార్టోగ్రాఫిక్
cartography	0	0	0	0	0	0	0	0	0	0	కార్టోగ్రఫీ
cartoon	0	0	0	0	0	0	0	0	0	0	కార్టూన్
cartouche	0	0	0	0	0	0	0	0	0	0	కార్టూచ్
cartridge	0	0	0	1	0	0	0	0	0	0	గుళిక
carve	0	0	0	0	0	0	0	0	0	0	చెక్కు
carver	0	0	0	0	0	0	0	0	0	0	చెక్కేవాడు
carving	0	0	0	0	0	0	0	0	0	0	చెక్కడం
cascade	0	0	0	0	0	0	1	0	0	0	క్యాస్కేడ్
case	0	0	0	1	0	1	0	1	0	0	కేసు
casein	0	0	0	0	0	0	0	0	0	0	కేసైన్
cash	1	1	0	1	1	0	1	0	0	1	నగదు
cashier	0	0	0	0	0	0	0	0	0	1	క్యాషియర్
cashmere	0	0	0	0	0	0	0	0	0	0	కష్మెరె
casing	0	0	0	0	0	0	0	0	0	0	కేసింగ్
casino	0	0	0	0	0	0	0	0	0	0	క్యాసినో
cask	0	0	0	0	0	0	0	0	0	0	పేటిక
casket	0	0	0	1	0	1	0	1	0	0	పేటిక
cast	0	0	0	0	0	0	0	0	0	0	తారాగణం
caste	0	0	0	0	0	1	0	0	0	0	కులం
caster	0	0	0	0	0	0	0	0	0	0	కాస్టర్
castle	0	0	0	0	0	0	0	0	0	0	కోట
castor	0	0	0	0	0	0	0	0	0	0	ఆముదం
casual	0	0	0	0	0	0	0	0	0	0	సాధారణం
casually	0	0	0	0	0	0	0	0	0	0	మామూలుగా
casualty	1	0	0	1	0	1	0	1	0	0	ప్రాణనష్టం
cat	0	0	0	0	0	0	0	0	0	0	పిల్లి
catabolism	0	0	0	0	0	0	0	0	0	0	ఉత్ప్రేరకము
catalog	0	0	0	0	0	0	0	0	0	0	జాబితా
catalogue	0	0	0	0	0	0	0	0	0	0	జాబితా
catalysis	0	0	0	0	0	0	0	0	0	0	ఉత్ప్రేరకము
catalytic	0	0	0	0	0	0	0	0	0	0	ఉత్ప్రేరకము
catamaran	0	0	0	0	0	0	0	0	0	0	కాటమరాన్
catapult	0	0	0	0	0	0	0	0	0	0	కాటాపుల్ట్
cataract	0	1	0	1	0	1	0	1	0	0	కంటి శుక్లాలు
catastrophe	1	0	1	1	0	1	0	1	1	0	విపత్తు
catch	0	0	0	0	0	0	0	0	1	0	క్యాచ్
catching	0	0	0	0	0	0	0	0	0	0	పట్టుకోవడం
catechism	0	0	1	0	0	0	0	0	0	0	కాటేచిజం
categorical	0	0	0	0	0	0	1	0	0	0	వర్గీకరణ
category	0	0	0	0	0	0	0	0	0	0	వర్గం
cater	0	0	0	0	0	0	1	0	0	0	తీర్చు
caterer	0	0	0	0	0	0	0	0	0	0	క్యాటరర్
caterpillar	0	0	0	0	0	0	0	0	0	0	గొంగళి పురుగు
cates	0	0	0	0	0	0	0	0	0	0	కేట్స్
cathartic	0	0	0	0	0	0	1	0	0	0	విపరీతమైన
cathedral	0	0	0	0	1	0	1	0	0	1	కేథడ్రల్
catheter	0	0	0	0	0	1	0	0	0	0	కాథెటర్
catnip	0	0	0	0	0	0	0	0	0	0	క్యాట్నిప్
cattle	0	0	0	0	0	0	0	0	0	0	పశువులు
caucus	0	0	0	0	0	0	0	0	0	0	కాకస్
caudal	0	0	0	0	0	0	0	0	0	0	కౌడల్
caulk	0	0	0	0	0	0	0	0	0	0	caulk
causal	0	0	0	0	0	0	0	0	0	0	కారణజన్ముడు
causality	0	0	0	0	0	0	0	0	0	0	కారణజన్ముడు
causation	0	0	0	0	0	0	0	0	0	0	కారణం
caused	0	0	0	0	0	0	0	0	0	0	కలిగించింది
causeway	0	0	0	0	0	0	0	0	0	0	దారి
caution	1	1	0	1	0	1	0	0	0	0	జాగ్రత్త
cautionary	0	0	0	1	0	0	0	0	0	0	హెచ్చరిక
cautious	0	1	0	1	0	0	1	0	0	1	జాగ్రత్తగా
cautiously	0	0	0	1	0	0	1	0	0	0	జాగ్రత్తగా
cavalry	0	0	0	0	0	0	0	0	0	0	అశ్వికదళం
cave	0	0	0	0	0	0	0	0	0	0	గుహ
caveat	0	0	0	0	0	0	0	0	0	0	హెచ్చరిక
cavern	0	0	0	0	0	0	0	0	0	0	గుహ
cavernous	0	0	0	0	0	0	0	0	0	0	గుహ
cavity	0	0	0	0	0	0	0	0	0	0	కుహరం
cayenne	0	0	0	0	0	0	0	0	0	0	కారం
cease	0	0	0	0	0	0	0	0	0	0	నిలిపివేయండి
ceaseless	0	0	0	0	0	0	0	0	0	0	విరామం లేని
cede	0	0	0	0	0	1	0	0	0	0	విడిచిపెట్టు
ceiling	0	0	0	0	0	0	0	0	0	0	పైకప్పు
celebrant	0	0	0	0	0	0	0	0	0	0	వేడుకగా
celebrated	0	1	0	0	1	0	1	0	0	0	జరుపుకున్నారు
celebrating	0	1	0	0	1	0	1	0	0	0	జరుపుకుంటున్నారు
celebration	0	1	0	0	1	0	1	0	1	1	వేడుక
celebrity	1	1	1	0	1	1	1	0	1	1	ప్రముఖ
celestial	0	1	0	0	1	0	1	0	0	0	ఖగోళ సంబంధమైన
celibacy	0	0	0	0	0	0	0	0	0	0	బ్రహ్మచర్యం
cell	0	0	0	0	0	0	0	0	0	0	సెల్
cellar	0	0	0	0	0	0	0	0	0	0	సెల్లార్
cellular	0	0	0	0	0	0	0	0	0	0	సెల్యులార్
celluloid	0	0	0	0	0	0	0	0	0	0	సెల్యులాయిడ్
cement	0	1	0	0	0	0	0	0	0	1	సిమెంట్
cemented	0	0	0	0	0	0	0	0	0	0	సిమెంటుతో
cemetery	0	0	0	1	0	1	0	1	0	0	శ్మశానవాటిక
censor	1	0	1	1	0	1	0	0	0	1	సెన్సార్
censure	0	0	0	0	0	1	0	0	0	0	నిందించు
census	0	0	0	0	0	0	0	0	0	0	జనాభా గణన
cent	0	0	0	0	0	0	0	0	0	0	సెంటు
centenary	0	0	0	0	0	0	0	0	0	0	శతాబ్ది
centennial	0	0	0	0	0	0	0	0	0	0	శతాబ్ది
center	0	0	0	0	0	0	1	0	0	1	కేంద్రం
centimeter	0	0	0	0	0	0	0	0	0	0	సెంటీమీటర్
central	0	0	0	0	0	0	0	0	0	0	కేంద్ర
centrality	0	0	0	0	0	0	0	0	0	0	కేంద్రీయత
centralization	0	0	0	0	0	0	0	0	0	0	కేంద్రీకరణ
centralize	0	0	0	0	0	0	0	0	0	0	కేంద్రీకరించండి
centrally	0	0	0	0	0	0	0	0	0	0	కేంద్రంగా
centrifugal	0	0	0	0	0	0	0	0	0	0	అపకేంద్ర
centrifuge	0	0	0	0	0	0	0	0	0	0	సెంట్రిఫ్యూజ్
centurion	0	0	0	0	0	0	1	0	0	0	శతాధిపతి
century	0	0	0	0	0	0	0	0	0	0	శతాబ్దం
ceramics	0	0	0	0	0	0	0	0	0	0	సిరామిక్స్
cereal	0	0	0	0	0	0	0	0	0	0	ధాన్యం
cereals	0	0	0	0	0	0	0	0	0	0	ధాన్యాలు
cerebral	0	0	0	0	0	0	1	0	0	0	మస్తిష్క
ceremonial	0	0	0	0	0	0	0	0	0	0	వేడుకగా
ceremony	0	0	0	0	1	0	1	0	1	0	వేడుక
certainty	0	0	0	0	0	0	1	0	0	0	నిశ్చయత
certificate	0	0	0	0	0	0	0	0	0	0	సర్టిఫికేట్
certify	0	0	0	0	0	0	0	0	0	1	ధృవీకరించండి
cess	0	0	1	0	0	1	0	0	0	0	సెస్
cessation	0	0	0	0	0	1	0	0	0	0	విరమణ
chaff	1	0	0	1	0	1	0	0	0	0	పొట్టు
chafing	0	0	0	0	0	1	0	0	0	0	ఛిఫింగ్
chagrin	0	0	1	0	0	1	0	1	0	0	దుఃఖం
chain	0	0	0	0	0	0	0	0	0	0	గొలుసు
chair	0	0	0	0	0	0	0	0	0	0	కుర్చీ
chairman	0	0	0	0	0	0	1	0	0	1	చైర్మన్
chairperson	0	0	0	0	0	0	0	0	0	0	చైర్ పర్సన్
chairwoman	0	0	0	0	0	0	1	0	0	1	అధ్యక్షురాలు
chaise	0	0	0	0	0	0	0	0	0	0	చైస్
chalet	0	0	0	0	0	0	0	0	0	0	చాలెట్
chalice	0	0	0	0	0	0	0	0	0	0	చాలీస్
chalk	0	0	0	0	0	0	0	0	0	0	సుద్ద
challenge	1	0	0	1	0	1	0	0	0	0	సవాలు
chamber	0	0	0	0	0	0	0	0	0	0	గది
chambers	0	0	0	0	0	0	0	0	0	0	గదులు
chameleon	0	0	0	0	0	0	0	0	0	0	ఊసరవెల్లి
champagne	0	0	0	0	0	0	0	0	0	0	షాంపైన్
champion	0	1	0	0	1	0	1	0	0	1	ఛాంపియన్
chance	0	0	0	0	0	0	0	0	1	0	అవకాశం
chancellor	0	0	0	0	0	0	0	0	0	1	ఛాన్సలర్
chandelier	0	0	0	0	0	0	0	0	0	0	షాన్డిలియర్
chandler	0	0	0	0	0	0	0	0	0	0	చాండ్లర్
change	0	0	0	1	0	0	0	0	0	0	మార్పు
changeable	0	1	0	0	0	0	0	0	1	0	మార్చదగిన
changed	0	0	0	0	0	0	0	0	0	0	మార్చారు
changer	0	0	0	0	0	0	0	0	0	0	మార్చేవాడు
changing	0	0	0	0	0	0	0	0	0	0	మారుతున్న
channel	0	0	0	0	0	0	0	0	0	0	ఛానెల్
chant	1	1	0	0	1	0	1	0	1	0	జపం
chaos	1	0	0	1	0	1	0	1	0	0	గందరగోళం
chaotic	1	0	0	0	0	1	0	0	0	0	అస్తవ్యస్తంగా
chap	0	0	0	0	0	0	0	0	0	0	అధ్యాయం
chapel	0	0	0	0	0	0	0	0	0	0	ప్రార్థనా మందిరం
chaplain	0	0	0	0	0	0	0	0	0	1	పూజారి
chapman	0	0	0	0	0	0	0	0	0	0	చాప్మన్
chaps	0	0	0	0	0	0	0	0	0	0	చాప్స్
chapter	0	0	0	0	0	0	0	0	0	0	అధ్యాయం
char	0	0	0	0	0	0	0	0	0	0	చార్
character	0	0	0	0	0	0	0	0	0	0	పాత్ర
characteristic	0	0	0	0	0	0	0	0	0	0	లక్షణం
characterize	0	0	0	0	0	0	0	0	0	0	వర్ణించు
charade	0	0	0	0	0	1	0	0	0	0	వేషధారణ
charcoal	0	0	0	0	0	0	0	0	0	0	బొగ్గు
charge	0	0	0	0	0	0	0	0	0	0	ఆరోపణ
chargeable	0	0	0	1	0	1	0	1	0	0	వసూలు చేయదగినది
charger	0	0	0	0	0	0	1	0	0	0	ఛార్జర్
chariot	0	0	0	0	0	0	0	0	0	0	రథము
charitable	0	1	0	0	1	0	1	0	0	1	ధార్మికమైనది
charity	0	0	0	0	1	0	1	0	0	0	దాతృత్వం
charm	0	0	0	0	0	0	1	0	0	0	ఆకర్షణ
charmed	0	0	0	0	1	1	1	0	0	0	ముగ్ధుడయ్యాడు
charmer	0	0	0	0	0	0	0	0	0	0	మనోహరుడు
charming	0	0	0	0	0	0	1	0	0	0	మనోహరమైనది
chart	0	0	0	0	0	0	0	0	0	1	చార్ట్
charter	0	0	0	0	0	0	0	0	0	0	చార్టర్
chartered	0	0	0	0	0	0	0	0	0	0	చార్టర్డ్
chase	0	0	0	0	0	1	0	0	0	0	వెంబడించు
chasm	0	0	0	1	0	0	0	0	0	0	అగాధం
chastisement	0	0	0	0	0	1	0	0	0	0	శిక్ష
chastity	0	1	0	0	0	0	1	0	0	1	పవిత్రత
chat	0	0	0	0	0	0	0	0	0	0	చాట్
chateau	0	0	0	0	0	0	0	0	0	0	చాటువు
chatter	0	0	0	0	0	0	0	0	0	0	అరుపులు
chattering	0	0	0	0	0	0	1	0	0	0	అరుపులు
chatty	0	0	0	0	0	1	0	0	0	0	కబుర్లు
chauffeur	0	0	0	0	0	0	0	0	0	0	చోదకుడు
cheap	0	0	0	0	0	1	0	0	0	0	చౌక
cheat	1	0	1	0	0	1	0	0	0	0	మోసం
check	0	0	0	0	0	0	0	0	0	0	తనిఖీ
checker	0	0	0	0	0	0	0	0	0	0	తనిఖీ చేసేవాడు
checkered	0	0	0	0	0	0	0	0	0	0	చెక్కారు
checkers	0	0	0	0	0	0	0	0	0	0	చెక్కర్లు
checklist	0	0	0	0	0	0	1	0	0	1	చెక్లిస్ట్
cheek	0	0	0	0	0	0	0	0	0	0	చెంప
cheeks	0	0	0	0	0	0	0	0	0	0	బుగ్గలు
cheep	0	0	0	0	0	0	0	0	0	0	చీప్
cheer	0	1	0	0	1	0	1	0	1	1	ఉల్లాసమైన
cheerful	0	0	0	0	1	0	1	0	1	0	ఉల్లాసంగా
cheerfulness	0	1	0	0	1	0	1	0	0	1	ఉల్లాసం
cheering	0	0	0	0	1	0	1	0	0	0	హర్షధ్వానాలు
cheery	0	1	0	0	1	0	1	0	0	0	ఉల్లాసంగా
cheesecake	0	0	0	0	0	1	0	0	0	0	చీజ్ కేక్
cheetah	0	0	0	0	0	0	0	0	0	0	చిరుత
chemise	0	0	0	0	0	0	0	0	0	0	రసాయనం
chemist	0	0	0	0	0	0	1	0	0	1	రసాయన శాస్త్రవేత్త
chemistry	0	0	0	0	0	0	0	0	0	0	రసాయన శాస్త్రం
cheque	0	0	0	0	0	0	0	0	0	0	తనిఖీ
cherish	0	1	0	0	1	0	1	0	1	1	ఆదరించు
cherry	0	0	0	0	0	0	1	0	0	0	చెర్రీ
chess	0	0	0	0	0	0	0	0	0	0	చదరంగం
chest	0	0	0	0	0	0	0	0	0	0	ఛాతి
chestnut	0	0	0	0	0	0	0	0	0	0	చెస్ట్నట్
chevron	0	0	0	0	0	0	0	0	0	0	చెవ్రాన్
chew	0	0	0	0	0	0	0	0	0	0	నమలండి
chic	0	0	0	0	0	0	0	0	0	0	చిక్
chicane	0	1	0	0	0	1	0	0	1	1	చికేన్
chicken	0	0	0	1	0	0	0	0	0	0	చికెన్
chief	0	0	0	0	0	0	0	0	0	0	అధినేత
chiefly	0	0	0	0	0	0	0	0	0	0	ప్రధానంగా
chieftain	0	0	0	0	0	0	1	0	0	0	అధిపతి
child	0	1	0	0	1	0	1	0	0	0	బిడ్డ
childbirth	0	0	0	0	0	0	0	0	0	0	ప్రసవం
childhood	0	0	0	0	1	0	1	0	0	0	బాల్యం
childish	0	0	0	0	0	1	0	0	0	0	చిన్నపిల్ల
chill	0	0	0	0	0	0	0	0	0	0	చలి
chilly	0	0	0	0	0	1	0	0	0	0	చలి
