English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Catalan Word
disreputable	1	0	1	1	0	1	0	0	0	0	de mala reputació
disrepute	0	0	0	0	0	0	0	0	0	0	desprestigi
disrespect	1	0	0	0	0	1	0	0	0	0	falta de respecte
disrespectful	1	0	1	1	0	1	0	1	0	0	irrespectuós
disruption	1	0	0	1	0	1	0	0	1	0	interrupció
dissatisfaction	0	0	0	0	0	1	0	0	0	0	insatisfacció
dissatisfied	0	0	0	0	0	0	0	0	0	0	insatisfet
dissect	0	0	0	0	0	0	0	0	0	0	disseccionar
dissection	0	0	1	0	0	0	0	0	0	0	dissecció
disseminate	0	0	0	0	0	0	1	0	0	0	difondre
dissemination	0	0	0	0	0	0	0	0	0	0	difusió
dissension	1	0	0	0	0	1	0	0	0	0	dissensió
dissent	0	0	0	0	0	0	0	0	0	0	dissidència
dissenting	0	0	0	0	0	1	0	0	0	0	dissidents
dissertation	0	0	0	0	0	0	0	0	0	0	dissertació
disservice	1	0	1	0	0	1	0	1	0	0	desservei
dissident	1	0	0	1	0	1	0	0	0	0	dissident
dissimilar	0	0	0	0	0	0	0	0	0	0	diferents
dissipate	0	0	0	0	0	0	0	0	0	0	dissipar
dissipated	0	0	0	0	0	0	0	0	0	0	dissipat
dissociation	0	0	0	0	0	0	0	0	0	0	dissociació
dissolution	1	0	0	1	0	1	0	1	1	0	dissolució
dissolve	0	0	0	0	0	0	0	0	0	0	dissoldre
dissonance	1	0	0	0	0	1	0	0	0	0	dissonància
dissuade	0	0	0	0	0	0	0	0	0	0	dissuadir
distal	0	0	0	0	0	0	0	0	0	0	distal
distance	0	0	0	0	0	0	0	0	0	0	distància
distant	0	0	0	0	0	0	0	0	0	0	llunyà
distaste	0	0	1	0	0	1	0	0	0	0	disgust
distasteful	0	0	1	0	0	1	0	0	0	0	desagradable
distillate	0	0	0	0	0	0	0	0	0	0	destil·lar
distillation	0	0	0	0	0	0	1	0	0	0	destil·lació
distinction	0	0	0	0	0	0	1	0	0	0	distinció
distinctive	0	0	0	0	0	0	0	0	0	0	distintiu
distinguish	0	0	0	0	0	0	0	0	0	0	distingir
distinguishable	0	0	0	0	0	0	0	0	0	0	distingibles
distinguished	0	0	0	0	0	0	0	0	0	0	distingit
distinguishing	0	0	0	0	0	0	0	0	0	0	distingint
distorted	0	0	1	0	0	1	0	0	0	0	distorsionat
distortion	0	0	0	0	0	1	0	0	0	0	distorsió
distract	0	0	0	0	0	1	0	0	0	0	distreure
distracted	1	0	0	0	0	1	0	0	0	0	distret
distracting	1	1	0	0	0	1	0	0	0	0	distreure
distraction	0	0	0	0	0	1	0	0	0	0	distracció
distraught	0	0	0	0	0	1	0	1	0	0	angoixat
distress	1	0	1	1	0	1	0	1	1	0	angoixa
distressed	0	0	0	1	0	1	0	0	0	0	angoixat
distressing	1	0	0	1	0	1	0	0	0	0	angoixant
distribute	0	0	0	0	0	0	0	0	0	0	repartir
distribution	0	0	0	0	0	0	0	0	0	0	distribució
district	0	0	0	0	0	0	0	0	0	0	districte
distrust	1	0	1	1	0	1	0	0	0	0	desconfiança
disturbance	1	0	0	1	0	1	0	1	1	0	pertorbació
disturbed	1	0	0	0	0	1	0	1	0	0	pertorbat
disuse	0	0	0	0	0	1	0	0	0	0	desús
disused	1	0	0	0	0	1	0	0	0	0	en desús
ditch	0	0	0	0	0	0	0	0	0	0	rasa
ditto	0	0	0	0	0	0	0	0	0	0	idem
ditty	0	0	0	0	1	0	1	0	0	0	cançoneta
diurnal	0	0	0	0	0	0	0	0	0	0	diürns
divan	0	0	0	0	0	0	0	0	0	1	divan
dive	0	0	0	0	0	0	0	0	0	0	immersió
diver	0	0	0	0	0	0	0	0	0	0	bussejador
diverge	0	0	0	0	0	0	0	0	0	0	divergir
divergence	0	0	0	0	0	0	0	0	0	0	divergència
divergent	0	0	0	0	0	1	0	0	1	0	divergents
diverging	0	0	0	0	0	0	0	0	0	0	divergents
divers	0	0	0	0	0	0	0	0	0	0	bussejadors
diverse	0	0	0	0	0	1	1	0	0	0	diversa
diversified	0	0	0	0	0	0	1	0	0	0	diversificada
diversify	0	0	0	0	0	0	0	0	0	0	diversificar
diversion	0	0	0	0	0	0	1	0	1	0	diversió
diversity	0	0	0	0	0	0	0	0	0	0	diversitat
divert	0	0	0	0	0	0	0	0	0	0	desviar
diverting	0	0	0	0	0	0	0	0	0	0	desviant
divest	0	0	0	0	0	0	0	0	0	0	desinvertir
divested	0	0	0	0	0	1	0	0	0	0	desinvertit
divestment	0	0	0	0	0	1	0	0	0	0	desinversió
divide	0	0	0	0	0	0	0	0	0	0	dividir
divided	0	0	0	0	0	0	0	0	0	0	dividit
dividend	0	0	0	0	0	0	0	0	0	0	dividend
divination	0	1	0	0	0	0	0	0	0	0	endevinació
divine	0	0	0	0	0	0	0	0	0	0	divina
divinity	0	0	0	0	0	0	1	0	0	0	divinitat
divisible	0	0	0	0	0	0	0	0	0	0	divisible
division	0	0	0	0	0	0	0	0	0	0	divisió
divisor	0	0	0	0	0	0	0	0	0	0	divisor
divorce	1	0	1	1	0	1	0	1	1	1	divorci
divulge	0	0	0	0	0	0	0	0	0	0	divulgar
dizziness	0	0	0	0	0	1	0	0	0	0	mareig
dizzy	0	0	0	0	0	1	0	0	0	0	marejat
docile	0	0	0	0	0	0	0	0	0	0	dòcil
dock	0	0	0	0	0	0	0	0	0	0	moll
docked	0	0	0	0	0	1	0	0	0	0	atracat
docket	0	0	0	0	0	0	0	0	0	0	expedient
doctor	0	0	0	0	0	0	1	0	0	1	metge
doctrinal	0	0	0	0	0	0	0	0	0	0	doctrinal
doctrine	0	0	0	0	0	0	0	0	0	1	doctrina
document	0	0	0	0	0	0	0	0	0	0	document
documentary	0	0	0	0	0	0	0	0	0	0	documental
dodge	0	0	0	0	0	0	0	0	0	0	esquivar
dodging	0	0	0	0	0	0	0	0	0	0	esquivant
doe	0	0	0	0	0	0	0	0	0	0	daina
doer	0	0	0	0	0	0	1	0	0	0	fador
dog	0	0	0	0	0	0	0	0	0	0	gos
dogged	0	0	0	0	0	0	1	0	0	0	obstinat
dogma	0	0	0	0	0	0	0	0	0	1	dogma
dogmatic	0	0	0	0	0	0	0	0	0	0	dogmàtic
doings	0	0	0	0	0	0	0	0	0	0	fets
doit	0	0	0	0	0	1	0	0	0	0	fes-ho
doldrums	0	0	0	0	0	1	0	1	0	0	estancaments
dole	0	0	0	0	0	1	0	1	0	0	dole
doll	0	0	0	0	1	0	0	0	0	0	nina
dollar	0	0	0	0	0	0	0	0	0	0	dòlar
dolor	0	0	0	0	0	1	0	1	0	0	dolor
dolphin	0	0	0	0	1	0	1	0	1	1	dofí
domain	0	0	0	0	0	0	0	0	0	0	domini
dome	0	0	0	0	0	0	0	0	0	0	cúpula
domestic	0	0	0	0	0	0	0	0	0	0	domèstic
domesticated	0	0	0	0	0	0	0	0	0	0	domesticat
domestication	0	0	0	0	0	0	0	0	0	0	domesticació
domicile	0	0	0	0	0	0	0	0	0	0	domicili
domiciled	0	0	0	0	0	0	0	0	0	0	domiciliat
dominance	0	0	0	0	0	0	0	0	0	0	domini
dominant	0	0	0	1	0	1	0	0	0	0	dominant
dominate	1	0	0	1	0	1	1	0	0	0	dominar
dominating	0	0	0	0	0	0	0	0	0	0	dominant
domination	1	0	0	1	0	1	0	1	0	0	dominació
dominion	0	0	0	1	0	0	0	0	0	1	domini
domino	0	0	0	0	0	0	0	0	0	0	dòmino
don	0	0	0	0	0	0	1	0	0	1	don
donation	0	0	0	0	0	0	1	0	0	0	donació
donkey	0	0	1	0	0	1	0	0	0	0	ruc
donor	0	0	0	0	0	0	0	0	0	0	donant
doodle	0	0	0	0	0	1	0	0	0	0	doodle
doom	0	0	0	1	0	1	0	0	0	0	perdició
doomed	0	0	0	1	0	1	0	1	0	0	condemnat
doomsday	1	1	1	1	0	1	0	1	0	0	dia del judici final
door	0	0	0	0	0	0	0	0	0	0	porta
doorbell	0	0	0	0	0	0	0	0	0	0	timbre
doorway	0	0	0	0	0	0	0	0	0	0	porta
dormant	0	0	0	0	0	0	0	0	0	0	latent
dormitory	0	0	0	0	0	0	0	0	0	0	dormitori
dorsal	0	0	0	0	0	0	0	0	0	0	dorsal
dose	0	0	0	0	0	0	0	0	0	0	dosi
dot	0	0	0	0	0	0	0	0	0	0	punt
double	0	0	0	0	0	0	0	0	0	0	doble
doubled	0	0	0	0	0	0	0	0	0	0	duplicat
doublet	0	0	0	0	0	0	0	0	0	0	doblet
doubling	0	0	0	0	0	0	0	0	0	0	duplicant
doubt	0	0	0	1	0	1	0	1	0	1	dubte
doubtful	0	0	0	0	0	1	0	0	0	0	dubtós
doubting	0	0	0	0	0	1	0	0	0	0	dubtant
doubtless	0	0	0	0	0	0	1	0	0	1	sens dubte
douche	0	0	0	0	0	1	0	0	0	0	dutxa
dough	0	0	0	0	0	0	0	0	0	0	massa
doughnut	0	0	0	0	0	0	0	0	0	0	bunyol
dour	0	0	0	0	0	1	0	0	0	0	dur
dove	0	1	0	0	1	0	1	0	0	1	coloma
downcast	0	0	0	0	0	0	0	0	0	0	abatut
downfall	0	0	0	1	0	1	0	1	0	0	caiguda
downhill	0	0	0	0	0	0	0	0	0	0	baixada
downpour	0	0	0	0	0	0	0	0	0	0	aiguat
downright	0	0	0	0	0	0	0	0	0	1	francament
downy	0	0	0	0	0	0	1	0	0	0	pelut
dowry	0	0	0	0	0	0	0	0	0	0	dot
doze	0	0	0	0	0	0	0	0	0	0	adormir
dozen	0	0	0	0	0	0	0	0	0	0	dotzena
drab	0	0	0	0	0	1	0	1	0	0	monòtona
draft	0	1	0	0	0	0	0	0	0	0	esborrany
drag	0	0	0	0	0	0	0	0	0	0	arrossegar
dragon	0	0	0	1	0	0	0	0	0	0	drac
drain	0	0	0	0	0	0	0	0	0	0	desguàs
drainage	0	0	0	0	0	1	0	0	0	0	drenatge
drained	0	0	0	0	0	0	0	0	0	0	esgotat
drake	0	0	0	0	0	0	0	0	0	0	drac
drama	0	0	0	0	0	0	0	0	0	0	drama
dramatic	0	0	0	0	0	0	0	0	0	0	dramàtica
drape	0	0	0	0	0	0	0	0	0	0	drapejar
drapery	0	0	0	0	0	0	0	0	0	0	draperia
drastic	0	0	0	0	0	0	0	0	0	0	dràstica
draught	0	0	0	0	0	0	0	0	0	0	esborrany
draw	0	0	0	0	0	0	0	0	0	0	sorteig
drawback	0	0	0	0	0	1	0	0	0	0	inconvenient
drawer	0	0	0	0	0	0	0	0	0	0	calaix
drawers	0	0	0	0	0	0	0	0	0	0	calaixos
drawing	0	0	0	0	0	0	0	0	0	0	dibuixant
dread	0	1	0	1	0	1	0	0	0	0	por
dreadful	1	1	1	1	0	1	0	1	0	0	terrible
dreadfully	0	0	1	1	0	1	0	1	1	0	terriblement
dream	0	0	0	0	0	0	0	0	0	0	somni
dreamer	0	0	0	0	0	0	0	0	0	0	somiador
dreaming	0	0	0	0	0	0	0	0	0	0	somiant
dreamy	0	0	0	0	0	0	0	0	0	0	somiador
dreary	0	0	0	0	0	1	0	1	0	0	trist
dredge	0	0	0	0	0	0	0	0	0	0	dragar
drenched	0	0	0	0	0	0	0	0	0	0	mullat
dresser	0	0	0	0	0	0	0	0	0	0	vestidor
dribble	0	0	0	0	0	0	0	0	0	0	regatejar
dried	0	0	0	0	0	0	0	0	0	0	assecat
drier	0	0	0	0	0	0	0	0	0	0	més sec
drift	0	0	0	0	0	0	0	0	0	0	deriva
drifted	0	0	0	0	0	0	0	0	0	0	derivada
drill	0	0	0	0	0	0	0	0	0	0	trepant
drink	0	0	0	0	0	0	0	0	0	0	beure
drinking	0	0	0	0	0	1	0	0	0	0	bevent
drip	0	0	0	0	0	0	0	0	0	0	degoteig
dripping	0	0	0	0	0	0	0	0	0	0	degoteig
drivel	0	0	1	0	0	1	0	0	0	0	ximpleria
driver	0	0	0	0	0	0	0	0	0	0	conductor
driveway	0	0	0	0	0	0	0	0	0	0	calçada
drizzle	0	0	0	0	0	0	0	0	0	0	plugim
droll	0	0	0	0	0	0	0	0	0	0	broma
drone	0	0	0	0	0	1	0	0	0	0	drone
drool	0	0	1	0	0	0	0	0	0	0	bava
drooping	0	0	0	0	0	1	0	0	0	0	caigut
drop	0	0	0	0	0	0	0	0	0	0	tirar
droplet	0	0	0	0	0	0	0	0	0	0	gota
drought	0	0	0	0	0	1	0	0	0	0	sequera
drove	0	0	0	0	0	0	0	0	0	0	conduïa
drown	0	0	0	1	0	1	0	1	0	0	ofegar
drowsiness	0	0	0	0	0	1	0	0	0	0	somnolència
drowsy	0	0	0	0	0	0	0	0	0	0	adormit
drudgery	0	0	0	0	0	1	0	0	0	0	penosa
drug	0	0	0	0	0	0	0	0	0	0	droga
drugged	0	0	0	0	0	0	0	1	0	0	drogat
drugstore	0	0	0	0	0	0	0	0	0	0	farmàcia
druid	0	0	0	0	0	0	0	0	0	0	druida
drum	0	0	0	0	0	0	0	0	0	0	tambor
drummer	0	0	0	0	0	0	0	0	0	0	bateria
drumming	0	0	0	0	0	0	0	0	0	0	tambor
drunken	0	0	1	0	0	1	0	0	0	0	borratxo
drunkenness	0	0	0	0	0	1	0	0	0	0	embriaguesa
dry	0	0	0	0	0	0	0	0	0	0	sec
dryness	0	0	0	0	0	0	0	0	0	0	sequedat
dual	0	0	0	0	0	0	0	0	0	0	dual
dualism	0	0	0	0	0	0	0	0	0	0	dualisme
duality	0	0	0	0	0	0	0	0	0	0	dualitat
dub	0	0	0	0	0	0	0	0	0	0	doblar
dubious	0	0	0	1	0	1	0	0	0	1	dubtosa
ducking	0	0	0	0	0	0	0	0	0	0	agapar-se
duct	0	0	0	0	0	0	0	0	0	0	conducte
ductile	0	0	0	0	0	0	0	0	0	0	dúctil
duds	0	0	0	0	0	0	0	0	0	0	mals
due	0	0	0	0	0	0	0	0	0	0	degut
duel	1	1	0	1	0	0	0	0	0	0	duel
dues	0	0	0	0	0	0	0	0	0	0	quotes
duet	0	0	0	0	0	0	1	0	0	0	duet
dugout	0	0	0	0	0	0	0	0	0	0	dugout
duke	0	0	0	0	0	0	1	0	0	0	duc
dull	0	0	0	0	0	1	0	1	0	0	avorrit
dumb	0	0	0	0	0	1	0	0	0	0	muda
dummy	0	0	0	0	0	1	0	0	0	0	maniquí
dump	0	0	0	0	0	0	0	0	0	0	abocador
dumps	1	0	0	0	0	1	0	1	0	0	abocadors
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	duna
dung	0	0	1	0	0	0	0	0	0	0	fems
dungeon	0	0	0	1	0	1	0	0	0	0	calabós
duo	0	0	0	0	0	0	0	0	0	0	duo
dupe	1	0	0	0	0	1	0	0	0	0	enganyar
duplex	0	0	0	0	0	0	0	0	0	0	dúplex
duplicate	0	0	0	0	0	0	0	0	0	0	duplicar
duplication	0	0	0	0	0	0	0	0	0	0	duplicació
duplicity	1	0	0	0	0	1	0	0	0	0	duplicitat
durability	0	0	0	0	0	0	1	0	0	1	durabilitat
durable	0	0	0	0	0	0	1	0	0	1	durador
duration	0	0	0	0	0	0	0	0	0	0	durada
duress	1	0	1	1	0	1	0	1	0	0	coacció
dusk	0	0	0	0	0	0	0	0	0	0	capvespre
dusky	0	0	0	0	0	0	0	0	0	0	fosc
dust	0	0	0	0	0	1	0	0	0	0	pols
duster	0	0	0	0	0	0	0	0	0	0	polsador
dusty	0	0	0	0	0	0	0	0	0	0	polsós
dutiful	0	1	0	0	0	0	1	0	0	1	obedient
dwarf	0	0	0	0	0	0	0	0	0	0	nan
dwarfed	0	0	0	1	0	1	0	1	0	0	nanos
dwell	0	0	0	0	0	0	0	0	0	0	habitar
dweller	0	0	0	0	0	0	0	0	0	0	habitant
dwelling	0	0	0	0	0	0	0	0	0	0	habitatge
dye	0	0	0	0	0	0	0	0	0	0	tint
dying	1	0	1	1	0	1	0	1	0	0	morint
dyke	0	0	0	0	0	0	0	0	0	0	dic
dynamic	0	0	0	0	0	0	0	0	1	0	dinàmic
dynamical	0	0	0	0	0	0	0	0	0	0	dinàmic
dynamics	0	0	0	0	0	0	0	0	0	0	dinàmiques
dynamite	0	0	0	0	0	0	0	0	0	0	dinamita
dynasty	0	0	0	0	0	0	0	0	0	0	dinastia
dysentery	0	0	1	0	0	1	0	1	0	0	disenteria
dyspepsia	0	0	0	0	0	0	0	0	0	0	dispèpsia
eager	0	1	0	0	1	0	1	0	1	1	amb ganes
eagerness	0	1	0	0	1	0	1	0	0	1	afany
eagle	0	0	0	0	0	0	0	0	0	1	àguila
ear	0	0	0	0	0	0	0	0	0	0	orella
earl	0	0	0	0	0	0	1	0	0	0	comte
earlier	0	0	0	0	0	0	0	0	0	0	abans
early	0	0	0	0	0	0	0	0	0	0	d'hora
earn	0	0	0	0	0	0	1	0	0	0	guanyar
earnest	0	0	0	0	0	0	1	0	0	0	seriós
earnestly	0	0	0	0	0	0	1	0	0	0	seriosament
earnestness	0	0	0	0	0	0	1	0	0	0	serietat
earnings	0	0	0	0	0	0	0	0	0	0	guanys
earring	0	0	0	0	0	0	0	0	0	0	arracada
earshot	0	0	0	0	0	0	0	0	0	0	punt d'oïda
earth	0	0	0	0	0	0	0	0	0	0	terra
earthenware	0	0	0	0	0	0	0	0	0	0	terrissa
earthly	0	0	0	0	0	0	0	0	0	0	terrenal
earthquake	1	0	0	1	0	1	0	1	1	0	terratrèmol
earthy	0	0	0	0	0	0	0	0	0	0	terrosa
ease	0	0	0	0	0	0	1	0	0	0	facilitat
easel	0	0	0	0	0	0	0	0	0	0	cavallet
easement	0	0	0	0	0	0	1	0	0	0	servitud
easily	0	0	0	0	0	0	0	0	0	0	fàcilment
easy	0	0	0	0	0	0	0	0	0	0	fàcil
easygoing	0	0	0	0	0	0	1	0	0	0	desenfadat
eat	0	0	0	0	0	0	1	0	0	0	menjar
eating	0	0	0	0	0	0	0	0	0	0	menjant
eavesdropping	0	0	0	0	0	1	0	0	0	0	escoltant
ebb	0	0	0	0	0	0	0	0	0	0	reflux
ebony	0	0	0	0	0	0	0	0	0	0	banús
eccentric	0	0	0	0	0	0	0	0	0	0	excèntric
eccentricity	0	0	0	0	0	0	0	0	0	0	excentricitat
ecclesiastical	0	0	0	0	0	0	0	0	0	0	eclesiàstic
echo	0	0	0	0	0	0	0	0	0	0	eco
eclectic	0	0	0	0	0	0	0	0	0	0	eclèctic
eclipse	0	0	0	0	0	0	0	0	0	0	eclipsi
ecliptic	0	0	0	0	0	0	0	0	0	0	eclíptica
economical	0	0	0	0	0	0	0	0	0	0	econòmic
economics	0	0	0	0	0	0	0	0	0	0	economia
economy	0	0	0	0	0	0	0	0	0	1	economia
ecstasy	0	1	0	0	1	0	1	0	0	0	èxtasi
ecstatic	0	1	0	0	1	0	1	0	1	0	extàtica
ecumenical	0	0	0	0	0	0	0	0	0	0	ecumènica
eddy	0	0	0	0	0	0	0	0	0	0	remolí
edge	0	0	0	0	0	0	0	0	0	0	vora
edging	0	0	0	0	0	0	0	0	0	0	vorera
edible	0	0	0	0	0	0	0	0	0	0	comestible
edict	0	0	0	1	0	1	0	0	0	0	edicte
edification	0	1	0	0	1	0	1	0	0	1	edificació
edifice	0	0	0	0	0	0	0	0	0	0	edifici
edit	0	0	0	0	0	0	0	0	0	0	editar
edition	0	1	0	0	0	0	0	0	0	0	edició
editor	0	0	0	0	0	0	0	0	0	0	editor
editorial	0	0	0	0	0	0	0	0	0	0	editorial
educate	0	0	0	0	0	0	1	0	0	0	educar
educated	0	0	0	0	0	0	1	0	0	0	educat
education	0	0	0	0	0	0	0	0	0	0	educació
educational	0	0	0	0	0	0	1	0	0	1	educativa
eel	0	0	0	1	0	0	0	0	0	0	anguila
effect	0	0	0	0	0	0	0	0	0	0	efecte
effective	0	0	0	0	0	0	1	0	0	1	efectiu
effects	0	0	0	0	0	0	0	0	0	0	efectes
effectual	0	0	0	0	0	0	0	0	0	0	efectiu
effectually	0	0	0	0	0	0	0	0	0	0	efectivament
effectuate	0	0	0	0	0	0	0	0	0	0	efectuar
effeminate	0	0	0	0	0	1	0	0	0	0	efeminat
efficacious	0	0	0	0	0	0	0	0	0	0	eficaç
efficacy	0	0	0	0	0	0	1	0	0	0	eficàcia
efficiency	0	0	0	0	0	0	1	0	0	0	eficiència
efficient	0	1	0	0	0	0	1	0	0	1	eficient
effigy	1	0	0	0	0	0	0	0	0	0	efígie
effort	0	0	0	0	0	0	1	0	0	0	esforç
effusion	0	0	0	0	0	0	0	0	0	0	efusió
egg	0	0	0	0	0	0	0	0	0	0	ou
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	egoista
egregious	1	0	1	0	0	1	0	0	0	0	flagrant
egress	0	0	0	0	0	0	0	0	0	0	sortida
eighth	0	0	0	0	0	0	0	0	0	0	vuitè
eighty	0	0	0	0	0	0	0	0	0	0	vuitanta
ejaculate	0	0	0	0	0	0	0	0	0	0	ejacular
ejaculation	0	1	0	0	1	0	1	0	1	1	ejaculació
eject	0	0	0	0	0	1	0	0	0	0	expulsar
ejection	0	0	0	0	0	1	0	0	0	0	expulsió
elaborate	0	0	0	0	0	0	0	0	0	0	elaborar
elaboration	0	0	0	0	0	0	1	0	0	0	elaboració
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	transcórrer
elapsed	0	0	0	0	0	0	0	0	0	0	transcorregut
elastic	0	0	0	0	0	0	0	0	0	0	elàstic
elasticity	0	0	0	0	0	0	0	0	0	0	elasticitat
elated	0	0	0	0	1	0	1	0	0	0	exaltat
elbow	1	0	0	0	0	0	0	0	0	0	colze
eld	0	0	0	0	0	0	0	0	0	0	eld
elder	0	0	0	0	0	0	1	0	0	1	gran
elders	0	0	0	0	0	0	1	0	0	1	ancians
eldest	0	0	0	0	0	0	0	0	0	0	el més gran
elect	0	0	0	0	0	0	1	0	0	1	elegit
election	0	0	0	0	0	0	0	0	0	0	elecció
elector	0	0	0	0	0	0	0	0	0	0	elector
electorate	0	0	0	0	0	0	0	0	0	1	electorat
electric	0	0	0	0	1	0	1	0	1	0	elèctrica
electricity	0	0	0	0	0	0	1	0	0	0	electricitat
elegance	0	1	0	0	1	0	1	0	0	1	elegància
elegant	0	0	0	0	1	0	1	0	0	0	elegant
element	0	0	0	0	0	0	0	0	0	0	element
elementary	0	0	0	0	0	0	0	0	0	0	elemental
elements	0	0	0	0	0	0	0	0	0	0	elements
elephant	0	0	0	0	0	0	0	0	0	0	elefant
elevate	0	0	0	0	0	0	0	0	0	0	elevar
elevation	0	1	0	1	1	0	1	0	0	1	elevació
elevator	0	0	0	0	0	0	0	0	0	0	ascensor
eleven	0	0	0	0	0	0	0	0	0	0	onze
eleventh	0	0	0	0	0	0	0	0	0	0	onzè
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	provocar
eligible	0	0	0	0	0	0	1	0	0	0	elegible
elimination	1	0	1	1	0	1	0	1	0	0	eliminació
elite	0	1	0	0	1	0	1	0	0	1	elit
elk	0	0	0	0	0	0	0	0	0	0	alces
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	el·lipse
ellipsis	0	0	0	0	0	0	0	0	0	0	punts suspensius
ellipsoid	0	0	0	0	0	0	0	0	0	0	el·lipsoide
elliptic	0	0	0	0	0	0	0	0	0	0	el·líptica
elliptical	0	0	0	0	0	0	0	0	0	0	el·líptica
elongate	0	0	0	0	0	0	0	0	0	0	allargada
elongation	0	0	0	0	0	0	0	0	0	0	allargament
eloquence	0	0	0	0	0	0	1	0	0	0	eloqüència
eloquent	0	0	0	0	0	0	1	0	0	0	eloqüent
elucidate	0	0	0	0	0	0	1	0	0	1	dilucidar
elucidation	0	0	0	0	0	0	0	0	0	0	dilucidació
elude	0	0	0	0	0	0	0	0	0	0	eludir
elusive	0	0	0	0	0	1	0	0	1	0	esquiva
emaciated	0	0	0	1	0	1	0	1	0	0	demacrat
emanate	0	0	0	0	0	0	0	0	0	0	emanar
emancipation	0	1	0	0	1	0	1	0	0	0	emancipació
embankment	0	0	0	0	0	0	0	0	0	0	terraplè
embargo	0	0	0	0	0	1	0	0	0	0	embargament
embark	0	0	0	0	0	0	0	0	0	0	embarcar
embarrass	0	0	0	0	0	1	0	1	0	0	avergonyir
embarrassing	0	0	0	0	0	1	0	0	0	0	vergonyós
embarrassment	0	0	0	1	0	1	0	1	1	0	vergonya
embassy	0	0	0	0	0	0	0	0	0	0	ambaixada
embed	0	0	0	0	0	0	0	0	0	0	incrustar
embellish	0	0	0	0	0	0	0	0	0	0	embellir
embellishment	0	0	0	0	0	0	0	0	0	0	embelliment
embers	0	0	0	0	0	0	0	0	0	0	brases
embezzlement	0	0	0	0	0	1	0	0	0	0	malversació
emblem	0	0	0	0	0	0	0	0	0	0	emblema
emblematic	0	0	0	0	0	0	0	0	0	0	emblemàtica
embodiment	0	0	0	0	0	0	0	0	0	0	encarnació
embolism	0	0	0	1	0	1	0	1	0	0	embòlia
embossed	0	0	0	0	0	0	0	0	0	0	en relleu
embrace	0	1	0	0	1	0	1	0	1	1	abraçar
embroidered	0	0	0	0	0	0	0	0	0	0	brodats
embroidery	0	0	0	0	0	0	0	0	0	0	brodats
embroiled	0	0	0	0	0	1	0	0	0	0	embolicat
embryo	0	0	0	0	0	0	0	0	0	0	embrió
embryonic	0	0	0	0	0	0	0	0	0	0	embrionària
emerald	0	0	0	0	0	0	0	0	0	0	maragda
emerge	0	0	0	0	0	0	0	0	0	0	sorgir
emergence	0	0	0	0	0	0	0	0	0	0	emergència
emergency	0	0	0	1	0	1	0	1	1	0	emergència
emeritus	0	0	0	0	0	0	1	0	0	0	emèrit
emigrate	0	0	0	0	0	0	0	0	0	0	emigrar
emigration	0	0	0	0	0	0	0	0	0	0	emigració
eminence	0	0	0	0	0	0	1	0	0	1	eminència
eminent	0	0	0	0	0	0	1	0	0	0	eminent
eminently	0	0	0	0	0	0	1	0	0	0	eminentment
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	emissió
emit	0	0	0	0	0	0	0	0	0	0	emetre
emotion	0	0	0	0	0	0	0	0	0	0	emoció
emotional	0	0	0	0	0	0	0	0	0	0	emocional
emotive	0	0	0	0	0	0	0	0	0	0	emotiu
empathy	0	0	0	0	0	0	1	0	0	0	empatia
emperor	0	0	0	0	0	0	0	0	0	0	emperador
emphasis	0	0	0	0	0	0	0	0	0	0	èmfasi
emphasize	0	0	0	0	0	0	0	0	0	1	emfatitzar
emphatic	0	0	0	0	0	0	0	0	0	0	emfàtic
empire	0	0	0	0	0	0	0	0	0	0	imperi
empirical	0	0	0	0	0	0	0	0	0	0	empírica
empiricism	0	0	0	0	0	0	0	0	0	0	empirisme
employ	0	0	0	0	0	0	0	0	0	1	emprar
employer	0	0	0	0	0	0	0	0	0	0	empresari
employment	0	0	0	0	0	0	0	0	0	0	ocupació
emporium	0	0	0	0	0	0	0	0	0	0	empori
empower	0	0	0	0	0	0	1	0	0	0	autoritzar
empress	0	0	0	0	0	0	0	0	0	0	emperadriu
emptiness	0	0	0	0	0	0	0	1	0	0	buit
emption	0	0	0	0	0	0	0	0	0	0	empció
empty	0	0	0	0	0	0	0	0	0	0	buit
emulate	0	0	0	0	0	0	1	0	0	0	emular
emulsion	0	0	0	0	0	0	0	0	0	0	emulsió
enable	0	0	0	0	0	0	1	0	0	1	habilitar
enablement	0	0	0	0	0	0	1	0	0	1	habilitació
enact	0	0	0	0	0	0	0	0	0	0	promulgar
enactment	0	0	0	0	0	0	0	0	0	0	promulgació
enamel	0	0	0	0	0	0	0	0	0	0	esmalt
encampment	0	0	0	0	0	0	0	0	0	0	acampada
