English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chinese-Simplified Word
doorway	0	0	0	0	0	0	0	0	0	0	门口
dormant	0	0	0	0	0	0	0	0	0	0	休眠
dormitory	0	0	0	0	0	0	0	0	0	0	宿舍
dorsal	0	0	0	0	0	0	0	0	0	0	背侧
dose	0	0	0	0	0	0	0	0	0	0	剂量
dot	0	0	0	0	0	0	0	0	0	0	点
double	0	0	0	0	0	0	0	0	0	0	双倍的
doubled	0	0	0	0	0	0	0	0	0	0	翻倍
doublet	0	0	0	0	0	0	0	0	0	0	成对的东西
doubling	0	0	0	0	0	0	0	0	0	0	倍增
doubt	0	0	0	1	0	1	0	1	0	1	怀疑
doubtful	0	0	0	0	0	1	0	0	0	0	疑
doubting	0	0	0	0	0	1	0	0	0	0	怀疑
doubtless	0	0	0	0	0	0	1	0	0	1	无疑
douche	0	0	0	0	0	1	0	0	0	0	冲洗
dough	0	0	0	0	0	0	0	0	0	0	面团
doughnut	0	0	0	0	0	0	0	0	0	0	甜甜圈
dour	0	0	0	0	0	1	0	0	0	0	阴沉的
dove	0	1	0	0	1	0	1	0	0	1	鸽子
downcast	0	0	0	0	0	0	0	0	0	0	沮丧
downfall	0	0	0	1	0	1	0	1	0	0	倒台
downhill	0	0	0	0	0	0	0	0	0	0	下坡
downpour	0	0	0	0	0	0	0	0	0	0	倾盆大雨
downright	0	0	0	0	0	0	0	0	0	1	彻头彻尾
downy	0	0	0	0	0	0	1	0	0	0	毛茸茸的
dowry	0	0	0	0	0	0	0	0	0	0	嫁妆
doze	0	0	0	0	0	0	0	0	0	0	瞌睡
dozen	0	0	0	0	0	0	0	0	0	0	打
drab	0	0	0	0	0	1	0	1	0	0	单调
draft	0	1	0	0	0	0	0	0	0	0	草稿
drag	0	0	0	0	0	0	0	0	0	0	拖
dragon	0	0	0	1	0	0	0	0	0	0	龙
drain	0	0	0	0	0	0	0	0	0	0	流走
drainage	0	0	0	0	0	1	0	0	0	0	引流
drained	0	0	0	0	0	0	0	0	0	0	排干
drake	0	0	0	0	0	0	0	0	0	0	德雷克
drama	0	0	0	0	0	0	0	0	0	0	戏剧
dramatic	0	0	0	0	0	0	0	0	0	0	戏剧性
drape	0	0	0	0	0	0	0	0	0	0	悬垂
drapery	0	0	0	0	0	0	0	0	0	0	布料
drastic	0	0	0	0	0	0	0	0	0	0	剧烈的
draught	0	0	0	0	0	0	0	0	0	0	草稿
draw	0	0	0	0	0	0	0	0	0	0	画
drawback	0	0	0	0	0	1	0	0	0	0	退税
drawer	0	0	0	0	0	0	0	0	0	0	抽屉
drawers	0	0	0	0	0	0	0	0	0	0	抽屉
drawing	0	0	0	0	0	0	0	0	0	0	绘画
dread	0	1	0	1	0	1	0	0	0	0	恐惧
dreadful	1	1	1	1	0	1	0	1	0	0	可怕
dreadfully	0	0	1	1	0	1	0	1	1	0	可怕地
dream	0	0	0	0	0	0	0	0	0	0	梦
dreamer	0	0	0	0	0	0	0	0	0	0	梦想家
dreaming	0	0	0	0	0	0	0	0	0	0	做梦
dreamy	0	0	0	0	0	0	0	0	0	0	梦幻般的
dreary	0	0	0	0	0	1	0	1	0	0	凄凉
dredge	0	0	0	0	0	0	0	0	0	0	疏通
drenched	0	0	0	0	0	0	0	0	0	0	湿透的
dresser	0	0	0	0	0	0	0	0	0	0	梳妆台
dribble	0	0	0	0	0	0	0	0	0	0	运球
dried	0	0	0	0	0	0	0	0	0	0	晒干
drier	0	0	0	0	0	0	0	0	0	0	干燥剂
drift	0	0	0	0	0	0	0	0	0	0	漂移
drifted	0	0	0	0	0	0	0	0	0	0	飘过
drill	0	0	0	0	0	0	0	0	0	0	钻头
drink	0	0	0	0	0	0	0	0	0	0	喝
drinking	0	0	0	0	0	1	0	0	0	0	喝
drip	0	0	0	0	0	0	0	0	0	0	滴
dripping	0	0	0	0	0	0	0	0	0	0	滴水
drivel	0	0	1	0	0	1	0	0	0	0	胡言乱语
driver	0	0	0	0	0	0	0	0	0	0	司机
driveway	0	0	0	0	0	0	0	0	0	0	车道
drizzle	0	0	0	0	0	0	0	0	0	0	细雨
droll	0	0	0	0	0	0	0	0	0	0	滑稽
drone	0	0	0	0	0	1	0	0	0	0	无人机
drool	0	0	1	0	0	0	0	0	0	0	流口水
drooping	0	0	0	0	0	1	0	0	0	0	下垂
drop	0	0	0	0	0	0	0	0	0	0	降低
droplet	0	0	0	0	0	0	0	0	0	0	水滴
drought	0	0	0	0	0	1	0	0	0	0	干旱
drove	0	0	0	0	0	0	0	0	0	0	开车
drown	0	0	0	1	0	1	0	1	0	0	淹
drowsiness	0	0	0	0	0	1	0	0	0	0	睡意
drowsy	0	0	0	0	0	0	0	0	0	0	昏昏欲睡
drudgery	0	0	0	0	0	1	0	0	0	0	苦差事
drug	0	0	0	0	0	0	0	0	0	0	药品
drugged	0	0	0	0	0	0	0	1	0	0	下药
drugstore	0	0	0	0	0	0	0	0	0	0	药店
druid	0	0	0	0	0	0	0	0	0	0	德鲁伊
drum	0	0	0	0	0	0	0	0	0	0	鼓
drummer	0	0	0	0	0	0	0	0	0	0	鼓手
drumming	0	0	0	0	0	0	0	0	0	0	打鼓
drunken	0	0	1	0	0	1	0	0	0	0	醉
drunkenness	0	0	0	0	0	1	0	0	0	0	酒醉
dry	0	0	0	0	0	0	0	0	0	0	干燥
dryness	0	0	0	0	0	0	0	0	0	0	干燥
dual	0	0	0	0	0	0	0	0	0	0	双重的
dualism	0	0	0	0	0	0	0	0	0	0	二元论
duality	0	0	0	0	0	0	0	0	0	0	二元性
dub	0	0	0	0	0	0	0	0	0	0	配音
dubious	0	0	0	1	0	1	0	0	0	1	可疑
ducking	0	0	0	0	0	0	0	0	0	0	闪避
duct	0	0	0	0	0	0	0	0	0	0	管
ductile	0	0	0	0	0	0	0	0	0	0	延展性
duds	0	0	0	0	0	0	0	0	0	0	哑弹
due	0	0	0	0	0	0	0	0	0	0	到期的
duel	1	1	0	1	0	0	0	0	0	0	决斗
dues	0	0	0	0	0	0	0	0	0	0	会费
duet	0	0	0	0	0	0	1	0	0	0	二重唱
dugout	0	0	0	0	0	0	0	0	0	0	独木舟
duke	0	0	0	0	0	0	1	0	0	0	公爵
dull	0	0	0	0	0	1	0	1	0	0	乏味的
dumb	0	0	0	0	0	1	0	0	0	0	哑的
dummy	0	0	0	0	0	1	0	0	0	0	假
dump	0	0	0	0	0	0	0	0	0	0	倾倒
dumps	1	0	0	0	0	1	0	1	0	0	转储
dun	0	0	0	0	0	1	0	0	0	0	逼债
dune	0	0	0	0	0	0	0	0	0	0	沙丘
dung	0	0	1	0	0	0	0	0	0	0	粪
dungeon	0	0	0	1	0	1	0	0	0	0	地牢
duo	0	0	0	0	0	0	0	0	0	0	双人组
dupe	1	0	0	0	0	1	0	0	0	0	欺骗
duplex	0	0	0	0	0	0	0	0	0	0	双工
duplicate	0	0	0	0	0	0	0	0	0	0	复制
duplication	0	0	0	0	0	0	0	0	0	0	复制
duplicity	1	0	0	0	0	1	0	0	0	0	表里不一
durability	0	0	0	0	0	0	1	0	0	1	耐用性
durable	0	0	0	0	0	0	1	0	0	1	耐用的
duration	0	0	0	0	0	0	0	0	0	0	期间
duress	1	0	1	1	0	1	0	1	0	0	胁迫
dusk	0	0	0	0	0	0	0	0	0	0	黄昏
dusky	0	0	0	0	0	0	0	0	0	0	昏暗
dust	0	0	0	0	0	1	0	0	0	0	灰尘
duster	0	0	0	0	0	0	0	0	0	0	除尘器
dusty	0	0	0	0	0	0	0	0	0	0	尘土飞扬
dutiful	0	1	0	0	0	0	1	0	0	1	尽职尽责
dwarf	0	0	0	0	0	0	0	0	0	0	矮人
dwarfed	0	0	0	1	0	1	0	1	0	0	相形见绌
dwell	0	0	0	0	0	0	0	0	0	0	住
dweller	0	0	0	0	0	0	0	0	0	0	居住者
dwelling	0	0	0	0	0	0	0	0	0	0	住宅
dye	0	0	0	0	0	0	0	0	0	0	染料
dying	1	0	1	1	0	1	0	1	0	0	垂死
dyke	0	0	0	0	0	0	0	0	0	0	堤防
dynamic	0	0	0	0	0	0	0	0	1	0	动态的
dynamical	0	0	0	0	0	0	0	0	0	0	动态的
dynamics	0	0	0	0	0	0	0	0	0	0	动力学
dynamite	0	0	0	0	0	0	0	0	0	0	炸药
dynasty	0	0	0	0	0	0	0	0	0	0	王朝
dysentery	0	0	1	0	0	1	0	1	0	0	痢
dyspepsia	0	0	0	0	0	0	0	0	0	0	消化不良
eager	0	1	0	0	1	0	1	0	1	1	渴望的
eagerness	0	1	0	0	1	0	1	0	0	1	热切
eagle	0	0	0	0	0	0	0	0	0	1	鹰
ear	0	0	0	0	0	0	0	0	0	0	耳朵
earl	0	0	0	0	0	0	1	0	0	0	伯爵
earlier	0	0	0	0	0	0	0	0	0	0	早些时候
early	0	0	0	0	0	0	0	0	0	0	早期的
earn	0	0	0	0	0	0	1	0	0	0	赚
earnest	0	0	0	0	0	0	1	0	0	0	认真
earnestly	0	0	0	0	0	0	1	0	0	0	切实
earnestness	0	0	0	0	0	0	1	0	0	0	认真
earnings	0	0	0	0	0	0	0	0	0	0	收益
earring	0	0	0	0	0	0	0	0	0	0	耳环
earshot	0	0	0	0	0	0	0	0	0	0	耳听
earth	0	0	0	0	0	0	0	0	0	0	地球
earthenware	0	0	0	0	0	0	0	0	0	0	陶器
earthly	0	0	0	0	0	0	0	0	0	0	世俗的
earthquake	1	0	0	1	0	1	0	1	1	0	地震
earthy	0	0	0	0	0	0	0	0	0	0	朴实的
ease	0	0	0	0	0	0	1	0	0	0	舒适
easel	0	0	0	0	0	0	0	0	0	0	画架
easement	0	0	0	0	0	0	1	0	0	0	缓和
easily	0	0	0	0	0	0	0	0	0	0	容易地
easy	0	0	0	0	0	0	0	0	0	0	简单的
easygoing	0	0	0	0	0	0	1	0	0	0	随和
eat	0	0	0	0	0	0	1	0	0	0	吃
eating	0	0	0	0	0	0	0	0	0	0	吃
eavesdropping	0	0	0	0	0	1	0	0	0	0	窃听
ebb	0	0	0	0	0	0	0	0	0	0	落潮
ebony	0	0	0	0	0	0	0	0	0	0	乌木
eccentric	0	0	0	0	0	0	0	0	0	0	偏心
eccentricity	0	0	0	0	0	0	0	0	0	0	偏心
ecclesiastical	0	0	0	0	0	0	0	0	0	0	教会的
echo	0	0	0	0	0	0	0	0	0	0	回声
eclectic	0	0	0	0	0	0	0	0	0	0	不拘一格的
eclipse	0	0	0	0	0	0	0	0	0	0	蚀
ecliptic	0	0	0	0	0	0	0	0	0	0	黄道
economical	0	0	0	0	0	0	0	0	0	0	经济
economics	0	0	0	0	0	0	0	0	0	0	经济学
economy	0	0	0	0	0	0	0	0	0	1	经济
ecstasy	0	1	0	0	1	0	1	0	0	0	狂喜
ecstatic	0	1	0	0	1	0	1	0	1	0	欣喜若狂
ecumenical	0	0	0	0	0	0	0	0	0	0	普世的
eddy	0	0	0	0	0	0	0	0	0	0	涡流
edge	0	0	0	0	0	0	0	0	0	0	边缘
edging	0	0	0	0	0	0	0	0	0	0	磨边
edible	0	0	0	0	0	0	0	0	0	0	食用
edict	0	0	0	1	0	1	0	0	0	0	法令
edification	0	1	0	0	1	0	1	0	0	1	熏陶
edifice	0	0	0	0	0	0	0	0	0	0	大厦
edit	0	0	0	0	0	0	0	0	0	0	编辑
edition	0	1	0	0	0	0	0	0	0	0	版
editor	0	0	0	0	0	0	0	0	0	0	编辑
editorial	0	0	0	0	0	0	0	0	0	0	社论
educate	0	0	0	0	0	0	1	0	0	0	教育
educated	0	0	0	0	0	0	1	0	0	0	受过教育
education	0	0	0	0	0	0	0	0	0	0	教育
educational	0	0	0	0	0	0	1	0	0	1	教育
eel	0	0	0	1	0	0	0	0	0	0	鳗鱼
effect	0	0	0	0	0	0	0	0	0	0	影响
effective	0	0	0	0	0	0	1	0	0	1	有效的
effects	0	0	0	0	0	0	0	0	0	0	效果
effectual	0	0	0	0	0	0	0	0	0	0	有效的
effectually	0	0	0	0	0	0	0	0	0	0	有效地
effectuate	0	0	0	0	0	0	0	0	0	0	实现
effeminate	0	0	0	0	0	1	0	0	0	0	柔弱的
efficacious	0	0	0	0	0	0	0	0	0	0	有效的
efficacy	0	0	0	0	0	0	1	0	0	0	功效
efficiency	0	0	0	0	0	0	1	0	0	0	效率
efficient	0	1	0	0	0	0	1	0	0	1	高效的
effigy	1	0	0	0	0	0	0	0	0	0	肖像
effort	0	0	0	0	0	0	1	0	0	0	努力
effusion	0	0	0	0	0	0	0	0	0	0	积液
egg	0	0	0	0	0	0	0	0	0	0	蛋
ego	0	0	0	0	0	0	0	0	0	0	自我
egotistical	0	0	1	0	0	1	0	0	0	0	自负的
egregious	1	0	1	0	0	1	0	0	0	0	令人震惊的
egress	0	0	0	0	0	0	0	0	0	0	出口
eighth	0	0	0	0	0	0	0	0	0	0	第八
eighty	0	0	0	0	0	0	0	0	0	0	八十
ejaculate	0	0	0	0	0	0	0	0	0	0	射精
ejaculation	0	1	0	0	1	0	1	0	1	1	射精
eject	0	0	0	0	0	1	0	0	0	0	喷射
ejection	0	0	0	0	0	1	0	0	0	0	弹射
elaborate	0	0	0	0	0	0	0	0	0	0	精心制作的
elaboration	0	0	0	0	0	0	1	0	0	0	细化
elan	0	0	0	0	0	0	0	0	0	0	伊兰
elapse	0	0	0	0	0	0	0	0	0	0	过去
elapsed	0	0	0	0	0	0	0	0	0	0	过去
elastic	0	0	0	0	0	0	0	0	0	0	松紧带
elasticity	0	0	0	0	0	0	0	0	0	0	弹性
elated	0	0	0	0	1	0	1	0	0	0	兴高采烈
elbow	1	0	0	0	0	0	0	0	0	0	弯头
eld	0	0	0	0	0	0	0	0	0	0	场
elder	0	0	0	0	0	0	1	0	0	1	长老
elders	0	0	0	0	0	0	1	0	0	1	长者
eldest	0	0	0	0	0	0	0	0	0	0	最年长的
elect	0	0	0	0	0	0	1	0	0	1	选
election	0	0	0	0	0	0	0	0	0	0	选举
elector	0	0	0	0	0	0	0	0	0	0	选民
electorate	0	0	0	0	0	0	0	0	0	1	选民
electric	0	0	0	0	1	0	1	0	1	0	电的
electricity	0	0	0	0	0	0	1	0	0	0	电
elegance	0	1	0	0	1	0	1	0	0	1	优雅
elegant	0	0	0	0	1	0	1	0	0	0	优雅的
element	0	0	0	0	0	0	0	0	0	0	元素
elementary	0	0	0	0	0	0	0	0	0	0	初级
elements	0	0	0	0	0	0	0	0	0	0	元素
elephant	0	0	0	0	0	0	0	0	0	0	大象
elevate	0	0	0	0	0	0	0	0	0	0	提升
elevation	0	1	0	1	1	0	1	0	0	1	海拔
elevator	0	0	0	0	0	0	0	0	0	0	电梯
eleven	0	0	0	0	0	0	0	0	0	0	十一
eleventh	0	0	0	0	0	0	0	0	0	0	第十一
elf	1	0	1	1	0	0	0	0	0	0	精灵
elicit	0	0	0	0	0	0	0	0	0	0	引出
eligible	0	0	0	0	0	0	1	0	0	0	有资格的
elimination	1	0	1	1	0	1	0	1	0	0	消除
elite	0	1	0	0	1	0	1	0	0	1	精英
elk	0	0	0	0	0	0	0	0	0	0	麋鹿
ell	0	0	0	0	0	0	0	0	0	0	埃尔
ellipse	0	0	0	0	0	0	0	0	0	0	椭圆
ellipsis	0	0	0	0	0	0	0	0	0	0	省略
ellipsoid	0	0	0	0	0	0	0	0	0	0	椭球体
elliptic	0	0	0	0	0	0	0	0	0	0	椭圆
elliptical	0	0	0	0	0	0	0	0	0	0	椭圆
elongate	0	0	0	0	0	0	0	0	0	0	拉长
elongation	0	0	0	0	0	0	0	0	0	0	伸长
eloquence	0	0	0	0	0	0	1	0	0	0	口才
eloquent	0	0	0	0	0	0	1	0	0	0	雄辩
elucidate	0	0	0	0	0	0	1	0	0	1	阐发
elucidation	0	0	0	0	0	0	0	0	0	0	阐明
elude	0	0	0	0	0	0	0	0	0	0	躲避
elusive	0	0	0	0	0	1	0	0	1	0	难以捉摸
emaciated	0	0	0	1	0	1	0	1	0	0	瘦弱
emanate	0	0	0	0	0	0	0	0	0	0	发出
emancipation	0	1	0	0	1	0	1	0	0	0	解放
embankment	0	0	0	0	0	0	0	0	0	0	堤
embargo	0	0	0	0	0	1	0	0	0	0	禁运
embark	0	0	0	0	0	0	0	0	0	0	登船
embarrass	0	0	0	0	0	1	0	1	0	0	尴尬
embarrassing	0	0	0	0	0	1	0	0	0	0	尴尬
embarrassment	0	0	0	1	0	1	0	1	1	0	尴尬
embassy	0	0	0	0	0	0	0	0	0	0	大使馆
embed	0	0	0	0	0	0	0	0	0	0	嵌入
embellish	0	0	0	0	0	0	0	0	0	0	润
embellishment	0	0	0	0	0	0	0	0	0	0	点缀
embers	0	0	0	0	0	0	0	0	0	0	余烬
embezzlement	0	0	0	0	0	1	0	0	0	0	挪用公款
emblem	0	0	0	0	0	0	0	0	0	0	徽
emblematic	0	0	0	0	0	0	0	0	0	0	象征性的
embodiment	0	0	0	0	0	0	0	0	0	0	体现
embolism	0	0	0	1	0	1	0	1	0	0	栓塞
embossed	0	0	0	0	0	0	0	0	0	0	浮雕
embrace	0	1	0	0	1	0	1	0	1	1	拥抱
embroidered	0	0	0	0	0	0	0	0	0	0	绣花
embroidery	0	0	0	0	0	0	0	0	0	0	刺绣
embroiled	0	0	0	0	0	1	0	0	0	0	卷入
embryo	0	0	0	0	0	0	0	0	0	0	胚胎
embryonic	0	0	0	0	0	0	0	0	0	0	胚胎
emerald	0	0	0	0	0	0	0	0	0	0	翠
emerge	0	0	0	0	0	0	0	0	0	0	出现
emergence	0	0	0	0	0	0	0	0	0	0	紧急情况
emergency	0	0	0	1	0	1	0	1	1	0	紧急情况
emeritus	0	0	0	0	0	0	1	0	0	0	退休
emigrate	0	0	0	0	0	0	0	0	0	0	移民
emigration	0	0	0	0	0	0	0	0	0	0	移民
eminence	0	0	0	0	0	0	1	0	0	1	显赫
eminent	0	0	0	0	0	0	1	0	0	0	杰出
eminently	0	0	0	0	0	0	1	0	0	0	显着地
emir	0	0	0	0	0	0	1	0	0	0	埃米尔
emission	0	0	0	0	0	0	0	0	0	0	排放
emit	0	0	0	0	0	0	0	0	0	0	发射
emotion	0	0	0	0	0	0	0	0	0	0	感情
emotional	0	0	0	0	0	0	0	0	0	0	情绪化的
emotive	0	0	0	0	0	0	0	0	0	0	情绪化的
empathy	0	0	0	0	0	0	1	0	0	0	同情
emperor	0	0	0	0	0	0	0	0	0	0	皇帝
emphasis	0	0	0	0	0	0	0	0	0	0	强调
emphasize	0	0	0	0	0	0	0	0	0	1	强调
emphatic	0	0	0	0	0	0	0	0	0	0	强调
empire	0	0	0	0	0	0	0	0	0	0	帝国
empirical	0	0	0	0	0	0	0	0	0	0	经验
empiricism	0	0	0	0	0	0	0	0	0	0	经验主义
employ	0	0	0	0	0	0	0	0	0	1	采用
employer	0	0	0	0	0	0	0	0	0	0	雇主
employment	0	0	0	0	0	0	0	0	0	0	就业
emporium	0	0	0	0	0	0	0	0	0	0	商场
empower	0	0	0	0	0	0	1	0	0	0	赋权
empress	0	0	0	0	0	0	0	0	0	0	皇后
emptiness	0	0	0	0	0	0	0	1	0	0	空虚
emption	0	0	0	0	0	0	0	0	0	0	空置
empty	0	0	0	0	0	0	0	0	0	0	空的
emulate	0	0	0	0	0	0	1	0	0	0	仿真
emulsion	0	0	0	0	0	0	0	0	0	0	乳液
enable	0	0	0	0	0	0	1	0	0	1	使能够
enablement	0	0	0	0	0	0	1	0	0	1	启用
enact	0	0	0	0	0	0	0	0	0	0	制定
enactment	0	0	0	0	0	0	0	0	0	0	颁布
enamel	0	0	0	0	0	0	0	0	0	0	搪瓷
encampment	0	0	0	0	0	0	0	0	0	0	营地
enchant	0	1	0	0	1	0	1	0	1	0	附魔
enchanted	0	0	0	0	1	0	1	0	0	1	着迷的
enchanting	0	1	0	0	1	0	1	0	0	0	妖娆
enchantment	0	0	0	0	0	0	0	0	0	0	魅力
encircle	0	0	0	0	0	0	0	0	0	0	包围
encircling	0	0	0	0	0	0	0	0	0	0	环绕
enclave	0	0	0	0	0	1	0	0	0	0	飞地
enclose	0	0	0	0	0	0	0	0	0	0	括
encode	0	0	0	0	0	0	0	0	0	0	编码
encompass	0	0	0	0	0	0	0	0	0	0	包含
encore	0	0	0	0	0	0	1	0	0	0	安可
encounter	0	0	0	0	0	0	0	0	0	0	遇到
encourage	0	0	0	0	1	0	1	0	0	1	鼓励
encouragement	0	0	0	0	0	0	1	0	0	0	鼓励
encroach	0	0	0	0	0	0	0	0	0	0	侵犯
encroachment	0	0	0	1	0	1	0	0	0	0	侵犯
encrypt	0	0	0	0	0	0	0	0	0	0	加密
encumbrance	1	0	0	1	0	1	0	1	0	0	累赘
encyclopedia	0	0	0	0	0	0	1	0	0	1	百科全书
end	0	0	0	0	0	0	0	0	0	0	结尾
endanger	0	1	0	1	0	1	0	0	0	0	危害
endangered	0	0	0	1	0	1	0	0	0	0	濒危
endeavor	0	1	0	0	0	0	1	0	0	0	努力
ended	0	0	0	0	0	0	0	0	0	0	结束了
endemic	0	0	1	1	0	1	0	1	0	0	地方病
ending	0	0	0	0	0	0	0	0	0	0	结尾
endless	1	0	0	1	1	1	1	1	0	1	无尽的
endocarditis	0	0	0	1	0	0	0	1	0	0	心内膜炎
endorsement	0	0	0	0	0	0	0	0	0	0	代言
endow	0	0	0	0	0	0	1	0	0	1	赋予
endowed	0	0	0	0	0	0	1	0	0	0	赋予
endowment	0	0	0	0	0	0	1	0	0	1	禀赋
endpapers	0	0	0	0	0	0	0	0	0	0	尾页
endpoint	0	0	0	0	0	0	0	0	0	0	端点
endurance	0	0	0	0	0	0	1	0	0	0	耐力
endure	0	0	0	0	0	0	1	0	0	0	忍受
enema	0	0	1	0	0	0	0	0	0	0	灌肠
enemy	1	0	1	1	0	1	0	0	0	0	敌人
energetic	0	0	0	0	0	0	1	0	0	0	精力充沛
energy	0	0	0	0	0	0	0	0	0	0	活力
enforce	1	0	0	1	0	1	1	0	0	0	执行
enforcement	0	0	0	0	0	1	0	0	0	0	执法
engage	0	0	0	0	0	0	0	0	0	0	从事
engaged	0	1	0	0	1	0	1	0	0	1	已订婚的
engagement	0	0	0	0	0	0	0	0	0	0	订婚
engaging	0	0	0	0	1	0	1	0	0	1	引人入胜
engender	0	0	0	0	0	0	0	0	0	0	产生
engine	0	0	0	0	0	0	0	0	0	0	引擎
engineer	0	0	0	0	0	0	0	0	0	0	工程师
engineering	0	0	0	0	0	0	0	0	0	0	工程
engrave	0	0	0	0	0	0	0	0	0	0	雕刻
engraved	0	0	0	0	0	0	0	0	0	0	刻
engraver	0	0	0	0	0	0	0	0	0	0	雕刻师
engraving	0	0	0	0	0	0	0	0	0	0	雕刻
engrossed	0	0	0	0	0	0	0	0	0	0	全神贯注
engrossing	0	0	0	0	0	0	0	0	0	0	引人入胜
engulf	0	1	0	0	0	0	0	0	0	0	吞噬
enhance	0	0	0	0	0	0	1	0	0	0	提高
enigma	0	0	0	0	0	0	0	0	0	0	谜
enigmatic	0	0	0	1	0	1	0	0	0	0	神秘的
enjoin	0	0	0	0	0	0	0	0	0	0	责成
enjoy	0	1	0	0	1	0	1	0	0	1	请享用
enjoying	0	1	0	0	1	0	1	0	0	1	享受
enlarged	0	0	0	0	0	0	0	0	0	0	放大
enlargement	0	0	0	0	0	0	0	0	0	0	放大
enlighten	0	0	0	0	1	0	1	0	0	1	开导
enlightenment	0	0	0	0	1	0	1	0	0	1	启示
enlist	0	0	0	0	0	0	0	0	0	0	入伍
enliven	0	0	0	0	1	0	1	0	1	1	活跃
enmity	1	0	0	1	0	1	0	1	0	0	敌意
enormity	0	0	0	0	0	0	0	0	0	0	巨大的
enormous	0	0	0	0	0	0	0	0	0	0	巨大的
enormously	0	0	0	0	0	0	0	0	0	0	极大地
enrich	0	0	0	0	0	0	1	0	0	0	丰富
enroll	0	1	0	0	0	0	0	0	0	1	注册
ensemble	0	0	0	0	0	0	1	0	0	1	合奏
ensign	0	0	0	0	0	0	1	0	0	0	军旗
enslave	0	0	0	0	0	1	0	0	0	0	奴役
enslaved	1	0	1	1	0	1	0	1	0	0	被奴役
enslavement	0	0	0	0	0	1	0	0	0	0	奴役
ensue	0	0	0	0	0	0	0	0	0	0	随之而来
ensure	0	0	0	0	0	0	0	0	0	0	确保
entail	0	0	0	0	0	0	0	0	0	0	蕴涵
entangled	1	0	1	1	0	1	0	1	0	0	纠缠不清
entanglement	0	0	0	0	0	1	0	0	0	0	纠缠
enter	0	0	0	0	0	0	0	0	0	0	进入
enterprise	0	0	0	0	0	0	0	0	0	0	企业
enterprising	0	0	0	0	0	0	1	0	0	0	进取
entertain	0	0	0	0	1	0	1	0	0	0	招待
entertained	0	0	0	0	1	0	1	0	0	0	娱乐的
entertaining	0	1	0	0	1	0	1	0	0	0	有趣的
entertainment	0	1	0	0	1	0	1	0	1	1	娱乐
enthusiasm	0	1	0	0	1	0	1	0	1	0	热情
enthusiast	0	1	0	0	1	0	1	0	1	0	爱好者
entice	0	0	0	0	0	0	0	0	0	0	诱惑
entire	0	0	0	0	0	0	0	0	0	0	全部的
entirety	0	0	0	0	0	0	0	0	0	0	整体
entitle	0	0	0	0	0	0	0	0	0	0	授权
entity	0	0	0	0	0	0	0	0	0	0	实体
entomology	0	0	0	0	0	0	0	0	0	0	昆虫学
entrails	0	0	1	0	0	1	0	0	0	0	内脏
entrance	0	0	0	0	0	0	0	0	0	0	入口
entreat	0	0	0	0	0	0	0	0	0	0	恳求
entree	0	0	0	0	0	0	0	0	0	0	主菜
entrepreneur	0	0	0	0	0	0	0	0	0	0	企业家
entrust	0	0	0	0	0	0	0	0	0	1	委托
entry	0	0	0	0	0	0	0	0	0	0	入口
enumerate	0	0	0	0	0	0	0	0	0	0	枚举
enumeration	0	0	0	0	0	0	0	0	0	0	枚举
envelope	0	0	0	0	0	0	0	0	0	0	信封
envious	0	0	0	0	0	1	0	0	0	0	羡慕
environ	0	0	0	0	0	0	1	0	0	0	环境
environment	0	0	0	0	0	0	0	0	0	0	环境
environs	0	0	0	0	0	0	0	0	0	0	环境
envision	0	0	0	0	0	0	0	0	0	0	预见
envoy	0	0	0	0	0	0	0	0	0	0	使者
ephemeral	0	0	0	0	0	0	0	0	0	0	短暂的
ephemeris	0	0	0	0	0	0	1	0	0	0	星历
epic	0	0	0	0	0	0	1	0	0	0	史诗
epidemic	1	1	1	1	0	1	0	1	1	0	流行性
epidermis	0	0	0	0	0	0	0	0	0	0	表皮
epilepsy	0	0	0	0	0	1	0	0	0	0	癫痫
epilogue	0	0	0	0	0	0	0	0	0	0	结语
episcopal	0	0	0	0	0	0	0	0	0	1	主教
episode	0	0	0	0	0	0	0	0	0	0	插曲
episodic	0	0	0	0	0	0	0	0	0	0	情节的
epistle	0	0	0	0	0	0	0	0	0	0	书信
epitaph	0	0	0	0	0	0	0	1	0	0	墓志铭
epithet	0	0	0	0	0	0	0	0	0	0	绰号
epitome	0	0	0	0	0	0	1	0	0	0	缩影
epoch	0	0	0	0	0	0	0	0	0	0	时代
equal	0	0	0	0	0	0	0	0	0	0	平等的
equality	0	0	0	0	1	0	1	0	0	1	平等
equalization	0	0	0	0	0	0	0	0	0	0	均衡
equalize	0	0	0	0	0	0	0	0	0	0	均衡
equally	0	0	0	0	0	0	1	0	0	0	一样
equate	0	0	0	0	0	0	0	0	0	0	等同
equation	0	0	0	0	0	0	0	0	0	0	方程
equator	0	0	0	0	0	0	0	0	0	0	赤道
equatorial	0	0	0	0	0	0	0	0	0	0	赤道
equestrian	0	0	0	0	0	0	0	0	0	0	马术
equidistant	0	0	0	0	0	0	0	0	0	0	等距离
equilibration	0	0	0	0	0	0	0	0	0	0	平衡
equilibrium	0	0	0	0	0	0	1	0	0	0	平衡
equip	0	0	0	0	0	0	0	0	0	0	装备
equipment	0	0	0	0	0	0	0	0	0	0	设备
