English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Swahili Word
consistency	0	0	0	0	0	0	1	0	0	1	uthabiti
consistent	0	0	0	0	0	0	0	0	0	0	thabiti
consolation	0	0	0	0	0	0	0	0	0	0	faraja
console	0	0	0	0	0	0	1	1	0	0	console
consolidate	0	0	0	0	0	0	0	0	0	0	unganisha
consolidation	0	0	0	0	0	0	0	0	0	0	uimarishaji
consonant	0	0	0	0	0	0	1	0	0	0	konsonanti
consort	0	0	0	0	0	0	0	0	0	1	mke
conspicuous	0	0	0	0	0	0	0	0	0	0	dhahiri
conspiracy	0	0	0	1	0	0	0	0	0	0	njama
conspirator	1	1	1	1	0	1	0	0	0	0	mpanga njama
conspire	0	0	0	1	0	1	0	0	0	0	njama
constable	0	0	0	0	0	0	0	0	0	1	konstebo
constancy	0	0	0	0	0	0	1	0	0	1	kudumu
constant	0	0	0	0	0	0	1	0	0	1	mara kwa mara
constantly	0	0	0	0	0	0	0	0	0	1	daima
constellation	0	0	0	0	0	0	0	0	0	0	kundinyota
consternation	1	0	0	1	0	1	0	0	0	0	mshtuko
constipation	0	0	1	0	0	1	0	0	0	0	kuvimbiwa
constituent	0	0	0	0	0	0	0	0	0	0	inayounda
constituents	0	0	0	0	0	0	0	0	0	0	washiriki
constitute	0	0	0	0	0	0	0	0	0	1	kuunda
constitution	0	0	0	0	0	0	0	0	0	0	katiba
constitutional	0	0	0	0	0	0	1	0	0	1	kikatiba
constitutionality	0	0	0	0	0	0	0	0	0	0	ukatiba
constrain	0	0	0	1	0	1	0	0	0	0	kubana
constrained	0	0	0	0	0	1	0	0	0	0	kubanwa
constraint	1	0	0	1	0	1	0	1	0	0	kizuizi
construct	0	0	0	0	0	0	1	0	0	0	jenga
construction	0	0	0	0	0	0	0	0	0	0	ujenzi
construe	0	0	0	0	0	0	0	0	0	0	fafanua
consul	0	0	0	0	0	0	0	0	0	1	balozi
consult	0	0	0	0	0	0	0	0	0	1	kushauriana
consultation	0	0	0	0	0	0	0	0	0	0	mashauriano
consume	0	0	0	0	0	0	0	0	0	0	hutumia
consuming	0	0	0	0	0	0	0	0	0	0	kuteketeza
consummate	0	0	0	0	0	0	1	0	0	0	mkamilifu
consummation	0	0	0	0	0	0	0	0	0	0	ukamilifu
consumption	0	0	0	0	0	0	0	0	0	0	matumizi
contact	0	0	0	0	0	0	1	0	0	0	mawasiliano
contagion	0	1	1	1	0	1	0	0	0	0	uambukizi
contagious	0	0	1	1	0	1	0	0	0	0	ya kuambukiza
containment	0	0	0	0	0	0	0	0	0	0	kizuizi
contaminate	0	0	1	0	0	1	0	0	0	0	kuchafua
contaminated	0	0	1	1	0	1	0	1	0	0	iliyochafuliwa
contamination	0	0	1	0	0	1	0	0	0	0	uchafuzi
contemplate	0	0	0	0	0	0	0	0	0	0	tafakari
contemplation	0	0	0	0	0	0	1	0	0	0	tafakuri
contemplative	0	0	0	0	0	0	0	0	0	0	kutafakari
contemporaneous	0	0	0	0	0	0	0	0	0	0	za wakati mmoja
contemporary	0	0	0	0	0	0	0	0	0	0	kisasa
contempt	1	0	1	1	0	1	0	0	0	0	dharau
contemptible	1	0	1	0	0	1	0	0	0	0	dharau
contemptuous	1	0	0	0	0	1	0	0	0	0	mwenye dharau
contending	0	0	0	0	0	0	0	0	0	0	wakishindana
content	0	0	0	0	1	0	1	0	0	1	maudhui
contention	0	0	0	0	0	0	0	0	0	0	ubishi
contentious	1	0	1	1	0	1	0	0	0	0	mwenye ubishi
contents	0	0	0	0	0	0	0	0	0	0	yaliyomo
context	0	0	0	0	0	0	0	0	0	0	muktadha
contiguous	0	0	0	0	0	0	0	0	0	0	inayopakana
continence	0	0	0	0	0	0	0	0	0	0	kujizuia
continent	0	0	0	0	0	0	0	0	0	0	bara
continental	0	0	0	0	0	0	0	0	0	0	bara
contingency	0	0	0	0	0	0	0	0	0	0	dharura
contingent	0	1	0	0	0	0	0	0	0	0	ya kutegemewa
continual	0	0	0	0	0	0	0	0	0	0	daima
continually	0	0	0	0	0	0	0	0	0	0	daima
continuance	0	0	0	0	0	0	0	0	0	0	mwendelezo
continuation	0	1	0	0	0	0	0	0	0	0	muendelezo
continue	0	1	0	0	0	0	1	0	0	1	endelea
continued	0	0	0	0	0	0	0	0	0	0	iliendelea
continuing	0	0	0	0	0	0	0	0	0	0	kuendelea
continuity	0	0	0	0	0	0	0	0	0	0	mwendelezo
continuous	0	0	0	0	0	0	0	0	0	0	kuendelea
continuously	0	0	0	0	0	0	0	0	0	0	mfululizo
contour	0	0	0	0	0	0	1	0	0	0	contour
contraband	1	0	1	1	0	1	0	0	0	0	magendo
contract	0	0	0	0	0	0	0	0	0	0	mkataba
contracted	0	0	0	0	0	1	0	0	0	0	kandarasi
contractile	0	0	0	0	0	0	0	0	0	0	mkataba
contracting	0	0	0	0	0	0	0	0	0	0	kuambukizwa
contraction	0	0	0	0	0	0	0	0	0	0	mnyweo
contradict	1	0	0	0	0	1	0	0	0	0	kupingana
contradiction	0	0	0	0	0	1	0	0	0	0	utata
contradictory	0	0	0	0	0	1	0	0	0	0	kinzani
contrary	0	0	0	0	0	1	0	0	0	0	kinyume
contrast	0	0	0	0	0	0	0	0	0	0	tofauti
contrasted	0	0	0	0	0	1	0	0	0	0	tofauti
contravene	0	0	0	0	0	1	0	0	0	0	kinyume
contravention	0	0	0	0	0	1	0	0	0	0	ukiukaji
contribute	0	0	0	0	0	0	1	0	0	0	kuchangia
contributor	0	0	0	0	0	0	1	0	0	1	mchangiaji
contrived	0	0	0	0	0	0	0	0	0	0	iliyobuniwa
control	0	0	0	0	0	0	0	0	0	0	kudhibiti
controversial	1	0	0	0	0	1	0	0	0	0	utata
controversy	0	0	0	0	0	1	0	0	0	0	mabishano
conundrum	0	0	0	0	0	0	0	0	0	0	kitendawili
convalescent	0	0	0	0	0	0	0	0	0	0	kupona
convection	0	0	0	0	0	0	0	0	0	0	convection
convene	0	0	0	0	0	0	0	0	0	0	kuitisha
convenience	0	0	0	0	0	0	1	0	0	0	urahisi
conveniences	0	0	0	0	0	0	0	0	0	0	manufaa
convenient	0	0	0	0	0	0	1	0	0	0	rahisi
convent	0	0	0	0	0	0	1	0	0	1	nyumba ya watawa
convention	0	0	0	0	0	0	1	0	0	0	mkataba
conventional	0	0	0	0	0	0	0	0	0	0	kawaida
converge	0	0	0	0	0	0	0	0	0	0	kuungana
convergence	0	1	0	0	0	0	0	0	0	0	muunganiko
convergent	0	0	0	0	0	0	0	0	0	0	kuungana
conversant	0	0	0	0	0	0	1	0	0	0	mzungumzaji
conversation	0	0	0	0	0	0	0	0	0	0	mazungumzo
conversational	0	0	0	0	0	0	1	0	0	0	mazungumzo
converse	0	0	0	0	0	0	0	0	0	0	kuzungumza
conversing	0	0	0	0	0	0	0	0	0	0	mazungumzo
conversion	0	0	0	0	0	0	0	0	0	0	uongofu
convert	0	0	0	0	0	0	1	0	0	0	kubadilisha
converted	0	0	0	0	0	0	0	0	0	0	kubadilishwa
convertible	0	0	0	0	0	0	0	0	0	0	inayoweza kugeuzwa
convex	0	0	0	0	0	0	0	0	0	0	mbonyeo
convexity	0	0	0	0	0	0	0	0	0	0	convexity
convey	0	0	0	0	0	0	0	0	0	0	kufikisha
conveyance	0	0	0	0	0	0	0	0	0	0	usafirishaji
conveyancing	0	0	0	0	0	0	0	0	0	1	kufikisha
convict	1	0	1	1	0	1	0	1	0	0	hatia
conviction	0	0	0	0	0	1	0	0	0	0	hatia
convince	0	1	0	0	0	0	1	0	0	1	kushawishi
convinced	0	0	0	0	0	0	0	0	0	1	kushawishika
convincing	0	0	0	0	0	0	0	0	0	1	kushawishi
convocation	0	0	0	0	0	0	0	0	0	0	kusanyiko
convoluted	0	0	0	0	0	0	0	0	0	0	iliyochanganyikiwa
convolution	0	0	0	0	0	0	0	0	0	0	convolution
convoy	0	0	0	0	0	0	0	0	0	0	msafara
coo	0	0	0	0	0	0	0	0	0	0	coo
cook	0	0	0	0	0	0	0	0	0	0	kupika
cookery	0	0	0	0	0	0	0	0	0	0	upishi
cooking	0	0	0	0	0	0	0	0	0	0	kupika
cool	0	0	0	0	0	0	1	0	0	0	baridi
cooler	0	0	0	0	0	0	0	0	0	0	baridi zaidi
cooling	0	0	0	0	0	0	0	0	0	0	kupoa
coolness	0	0	0	0	0	0	1	0	0	0	ubaridi
coop	1	0	1	0	0	1	0	0	0	0	coop
cooperate	0	0	0	0	0	0	1	0	0	0	shirikiana
cooperating	0	0	0	0	0	0	1	0	0	1	kushirikiana
cooperation	0	0	0	0	0	0	1	0	0	1	ushirikiano
cooperative	0	0	0	0	0	0	1	0	0	1	ushirika
coordinate	0	0	0	0	0	0	0	0	0	0	kuratibu
cop	0	0	0	1	0	0	0	0	0	1	polisi
copious	0	0	0	0	0	0	0	0	0	0	nyingi
copper	0	0	0	0	0	0	0	0	0	0	shaba
copy	0	0	0	0	0	1	0	0	0	0	nakala
copycat	1	0	1	0	0	1	0	0	0	0	nakala
copying	0	0	0	0	0	0	0	0	0	0	kunakili
copyright	0	0	0	0	0	0	0	0	0	0	hakimiliki
coral	0	0	0	0	0	0	0	0	0	0	matumbawe
cord	0	0	0	0	0	0	0	0	0	0	kamba
cordon	0	0	0	0	0	0	0	0	0	0	kamba
corduroy	0	0	0	0	0	0	0	0	0	0	corduroy
core	0	0	0	0	0	0	1	0	0	0	msingi
cork	0	0	0	0	0	0	0	0	0	0	kizibo
corkscrew	0	0	0	0	0	0	0	0	0	0	kizibao
corn	0	0	0	0	0	0	0	0	0	0	mahindi
cornea	0	0	0	0	0	0	0	0	0	0	konea
corner	0	0	0	0	0	0	0	0	0	0	kona
cornet	0	0	0	0	0	0	0	0	0	0	kona
cornice	0	0	0	0	0	0	0	0	0	0	cornice
cornstarch	0	0	0	0	0	0	0	0	0	0	wanga wa mahindi
corollary	0	0	0	0	0	0	0	0	0	0	mfululizo
corona	0	0	0	0	0	0	0	0	0	0	corona
coronation	0	0	0	0	1	0	1	0	0	1	kutawazwa
coroner	0	0	0	0	0	1	0	0	0	0	mchunguzi wa maiti
corporal	0	0	0	0	0	1	0	0	0	0	koplo
corporate	0	0	0	0	0	0	0	0	0	0	ushirika
corporation	0	0	0	0	0	0	1	0	0	1	shirika
corporeal	0	0	0	0	0	0	1	0	0	0	mwili
corps	0	0	0	0	0	0	0	0	0	0	maiti
corpse	0	0	1	0	0	1	0	1	0	0	maiti
corpus	0	0	0	0	0	0	0	0	0	0	corpus
corral	0	0	0	0	0	0	0	0	0	0	koral
correction	0	0	0	0	0	1	0	0	0	0	marekebisho
corrective	0	0	0	0	0	0	1	0	0	0	kurekebisha
correctness	0	0	0	0	0	0	0	0	0	1	usahihi
correlation	0	0	0	0	0	0	0	0	0	0	uwiano
correlative	0	0	0	0	0	0	0	0	0	0	uhusiano
correspond	0	0	0	0	0	0	0	0	0	0	yanahusiana
correspondence	0	1	0	0	0	0	1	0	0	0	mawasiliano
correspondent	0	0	0	0	0	0	0	0	0	0	mwandishi wa habari
corridor	0	0	0	0	0	0	0	0	0	0	ukanda
corroborate	0	0	0	0	0	0	1	0	0	1	thibitisha
corroboration	0	0	0	0	0	0	0	0	0	1	uthibitisho
corrosion	0	0	0	0	0	1	0	0	0	0	kutu
corrosive	0	0	0	1	0	1	0	0	0	0	ya kutu
corrupt	0	0	0	0	0	1	0	0	0	0	fisadi
corrupting	1	0	1	1	0	1	0	1	0	0	kufisadi
corruption	0	0	1	0	0	1	0	0	0	0	rushwa
corse	0	0	0	0	0	0	0	1	0	0	kozi
corset	0	0	0	0	0	0	0	0	0	0	corset
cortex	0	0	0	0	0	0	0	0	0	0	gamba
cortical	0	0	0	0	0	0	0	0	0	0	gamba
corvette	0	0	0	0	0	0	0	0	0	0	corvette
cosmetic	0	0	0	0	0	0	0	0	0	0	vipodozi
cosmetics	0	0	0	0	0	0	0	0	0	0	vipodozi
cosmic	0	0	0	0	0	0	0	0	0	0	ulimwengu
cosmology	0	0	0	0	0	0	0	0	0	0	kosmolojia
cosmopolitan	0	0	0	0	0	0	1	0	0	1	ulimwengu wote
cosmos	0	0	0	0	0	0	0	0	0	0	ulimwengu
cost	0	0	0	0	0	0	0	0	0	0	gharama
costly	0	0	0	0	0	0	0	0	0	0	gharama kubwa
costume	0	0	0	0	0	0	0	0	0	0	vazi
cosy	0	0	0	0	0	0	1	0	0	0	starehe
cot	0	0	0	0	0	0	0	0	0	0	kitanda
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	nyumba ndogo
cotton	0	0	0	0	0	0	0	0	0	0	pamba
couch	0	0	0	0	0	0	0	1	0	0	kitanda
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	kikohozi
council	0	1	0	0	0	0	1	0	0	1	baraza
counsel	0	0	0	0	0	0	1	0	0	1	shauri
counsellor	1	0	0	1	0	1	0	0	0	1	mshauri
counselor	0	0	0	0	0	0	1	0	0	1	mshauri
count	0	0	0	0	0	0	1	0	0	1	hesabu
countdown	0	1	0	0	0	0	0	0	0	0	kuhesabu
countenance	0	0	0	0	0	0	0	0	0	0	usoni
counter	0	0	0	0	0	0	0	0	0	0	kaunta
counteract	0	0	0	0	0	0	0	0	0	0	kupinga
counterbalance	0	0	0	0	0	0	0	0	0	0	usawa
counterclaim	0	0	0	0	0	0	0	0	0	0	kupinga madai
counterpart	0	0	0	0	0	0	0	0	0	0	mwenzake
countess	0	0	0	0	0	0	1	0	0	0	hesabu
countless	0	0	0	0	0	0	0	0	0	0	isitoshe
country	0	0	0	0	0	0	0	0	0	0	nchi
countryman	0	0	0	0	0	0	0	0	0	1	mwananchi
counts	0	0	0	0	0	0	0	0	0	0	hesabu
county	0	0	0	0	0	0	0	0	0	1	kata
coup	1	0	0	0	0	0	0	0	1	0	mapinduzi
couple	0	0	0	0	0	0	0	0	0	0	wanandoa
coupled	0	0	0	0	0	0	0	0	0	0	pamoja
coupon	0	0	0	0	0	0	0	0	0	0	kuponi
courage	0	0	0	0	0	0	1	0	0	0	ujasiri
courageous	0	0	0	1	0	0	1	0	0	0	jasiri
courier	0	0	0	0	0	0	0	0	0	1	mjumbe
courses	0	0	0	0	0	0	0	0	0	0	kozi
coursing	0	0	0	0	0	1	0	0	0	0	kozi
court	1	1	0	1	0	0	0	0	0	0	mahakama
courteous	0	0	0	0	0	0	1	0	0	0	mwenye adabu
courtesy	0	0	0	0	0	0	1	0	0	0	heshima
courthouse	0	0	0	0	0	0	0	0	0	0	mahakama
courts	0	0	0	0	0	0	0	0	0	0	mahakama
courtship	0	1	0	0	1	0	1	0	0	1	uchumba
courtyard	0	0	0	0	0	0	0	0	0	0	ua
cove	0	1	1	1	1	0	1	0	0	0	kutamani
covenant	0	0	0	0	0	0	1	0	0	1	agano
cover	0	0	0	0	0	0	0	0	0	1	kifuniko
covered	0	0	0	0	0	0	0	0	0	0	kufunikwa
covering	0	0	0	0	0	0	0	0	0	0	kufunika
covert	0	0	0	0	0	0	0	0	0	0	siri
covet	0	0	0	0	0	1	0	0	0	0	kutamani
cow	0	0	0	0	0	0	0	0	0	0	ng'ombe
coward	0	0	1	1	0	1	0	1	0	0	mwoga
cowardice	0	0	0	1	0	1	0	0	0	0	woga
cowardly	0	0	0	1	0	1	0	0	0	0	mwoga
cowboy	0	0	0	0	0	0	0	0	0	0	mchunga ng'ombe
cowhide	0	0	0	0	0	0	0	0	0	0	ngozi ya ng'ombe
cowl	0	0	0	0	0	0	0	0	0	0	ng'ombe
coworker	0	0	0	0	0	0	0	0	0	0	mfanyakazi mwenzako
coy	0	0	0	1	0	0	0	0	0	0	coy
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	kaa
crabby	1	0	0	0	0	1	0	0	0	0	kaa
crack	0	0	0	0	0	1	0	0	0	0	ufa
cracked	1	0	0	1	0	1	0	0	0	0	kupasuka
cracker	0	0	0	0	0	0	0	0	0	0	cracker
cracking	0	0	0	0	0	1	0	0	0	0	kupasuka
crackle	0	0	0	0	0	0	0	0	0	0	kupasuka
cradle	0	1	0	0	1	0	1	0	0	1	utoto
craft	0	0	0	0	0	0	1	0	0	0	ufundi
craftsman	0	0	0	0	0	0	1	0	0	0	fundi
crafty	0	0	0	0	0	0	0	0	0	0	mjanja
craig	0	0	0	0	0	0	0	0	0	0	mwamba
crammed	0	0	0	0	0	0	0	0	0	0	iliyojaa
cramp	0	1	0	0	0	1	0	0	0	0	tumbo
cramped	0	0	0	0	0	1	0	0	0	0	iliyobanwa
crane	0	0	0	0	0	0	0	0	0	0	kreni
cranium	0	0	0	0	0	0	0	0	0	0	cranium
crank	0	0	0	0	0	1	0	0	0	0	kishindo
cranky	1	0	0	0	0	1	0	0	0	0	mwepesi
crap	0	0	1	0	0	1	0	0	0	0	ujinga
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	ajali
crate	0	0	0	0	0	0	0	0	0	0	kreti
crater	0	0	0	0	0	0	0	0	0	0	crater
crave	0	1	0	0	0	0	0	0	0	0	tamaa
craving	0	1	0	0	0	0	0	0	0	0	tamaa
crawfish	0	0	0	0	0	0	0	0	0	0	samaki wa kamba
crawl	0	0	1	0	0	1	0	0	0	0	kutambaa
crayons	0	0	0	0	0	0	0	0	0	0	kalamu za rangi
craze	0	0	0	0	0	0	0	0	0	0	kichaa
crazed	1	0	0	1	0	1	0	0	0	0	mwenye kichaa
crazy	1	0	0	1	0	1	0	1	0	0	kichaa
creaking	0	0	0	0	0	1	0	0	0	0	creaking
cream	0	1	0	0	1	0	1	0	1	0	cream
creamer	0	0	0	0	0	0	0	0	0	0	creamer
creamy	0	0	0	0	0	0	0	0	0	0	creamy
crease	0	0	0	0	0	0	0	0	0	0	mkunjo
create	0	0	0	0	1	0	1	0	0	0	kuunda
creation	0	0	0	0	0	0	0	0	0	0	uumbaji
creative	0	0	0	0	0	0	1	0	0	0	ubunifu
creator	0	0	0	0	0	0	0	0	0	0	muumba
creature	0	0	1	1	0	1	0	0	0	0	kiumbe
credence	0	0	0	0	0	0	1	0	0	1	sifa
credential	0	0	0	0	0	0	1	0	0	1	sifa
credentials	0	0	0	0	0	0	0	0	0	0	sifa
credibility	0	0	0	0	0	0	1	0	0	1	uaminifu
credible	0	0	0	0	0	0	1	0	0	1	kuaminika
credit	0	0	0	0	0	0	1	0	0	1	mkopo
creditable	0	0	0	0	0	0	1	0	0	1	ya kukopeshwa
credited	0	0	0	0	0	0	1	0	0	0	imepewa sifa
crediting	0	0	0	0	0	0	0	0	0	0	kutoa mikopo
creditor	0	0	0	0	0	0	0	0	0	0	mdai
creed	0	0	0	0	0	0	0	0	0	0	imani
creek	0	0	0	0	0	0	0	0	0	0	mkondo
creep	0	0	0	0	0	1	0	0	0	0	kutambaa
creeping	0	1	0	0	0	0	0	0	0	0	kutambaa
cremation	0	0	0	0	0	0	0	1	0	0	kuchoma maiti
creole	0	0	0	0	0	0	0	0	0	0	Krioli
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	mpevu
crevice	0	0	0	0	0	0	0	0	0	0	mwanya
crew	0	0	0	0	0	0	0	0	0	1	wafanyakazi
crib	0	0	0	0	0	0	0	0	0	0	kitanda cha kulala
cricket	0	0	0	0	0	0	0	0	0	0	kriketi
crime	1	0	0	0	0	1	0	0	0	0	uhalifu
criminal	1	0	1	1	0	1	0	0	0	0	jinai
criminality	1	0	1	1	0	1	0	0	0	0	uhalifu
crimp	0	0	0	0	0	0	0	0	0	0	crimp
crimson	0	0	0	0	0	0	0	0	0	0	nyekundu
cringe	0	0	1	1	0	1	0	1	0	0	chechemea
cripple	0	0	0	1	0	1	0	1	0	0	kilema
crippled	0	0	0	0	0	1	0	1	0	0	vilema
crisis	0	0	0	0	0	1	0	0	0	0	mgogoro
crisp	0	0	0	0	0	1	0	0	0	1	mkali
criterion	0	0	0	0	0	0	0	0	0	0	kigezo
critic	0	0	0	0	0	1	0	0	0	0	mkosoaji
criticism	1	0	0	0	0	1	0	1	0	0	ukosoaji
criticize	1	0	1	1	0	1	0	1	0	0	kukosoa
critique	0	0	0	0	0	0	1	0	0	0	kukosoa
critter	0	0	1	0	0	0	0	0	0	0	critter
croak	0	0	0	0	0	0	0	0	0	0	kelele
crock	0	0	0	0	0	0	0	0	0	0	mwamba
crockery	0	0	0	0	0	0	0	0	0	0	vyombo
crocodile	0	0	0	1	0	0	0	0	0	0	mamba
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	mhalifu
crop	0	0	0	0	0	0	0	0	0	0	mazao
croquet	0	0	0	0	0	0	0	0	0	0	croquet
cross	1	0	0	1	0	1	0	1	0	0	msalaba
crossbow	0	0	0	0	0	0	0	0	0	0	msalaba
crossed	0	0	0	0	0	0	0	0	0	0	vuka
crossing	0	0	0	0	0	0	0	0	0	0	kuvuka
crotch	0	0	0	0	0	0	0	0	0	0	gongo
crouch	0	0	0	1	0	0	0	0	0	0	chechemea
crouched	0	0	0	0	0	0	0	0	0	0	iliyoinama
crouching	0	0	0	1	0	1	0	0	0	0	kuinama
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	kunguru
crowd	0	0	0	0	0	0	0	0	0	0	umati wa watu
crowded	0	0	0	0	0	0	0	0	0	0	iliyojaa watu
crown	0	0	0	0	0	0	0	0	0	0	taji
crowning	0	1	0	0	1	0	1	0	1	1	kuvikwa taji
crucial	0	0	0	0	0	0	1	0	0	1	muhimu
cruciate	0	0	0	0	0	1	0	0	0	0	sulubisha
crucifix	0	0	0	0	0	0	0	0	0	0	sulubisha
crucifixion	1	0	1	1	0	1	0	1	0	0	kusulubishwa
crude	0	0	1	0	0	1	0	0	0	0	ghafi
cruel	1	0	1	1	0	1	0	1	0	0	mkatili
cruelly	1	0	0	1	0	1	0	0	0	0	kikatili
cruelty	1	0	1	1	0	1	0	1	0	0	ukatili
cruise	0	0	0	0	0	0	0	0	0	0	safiri
cruiser	0	0	0	0	0	0	0	0	0	0	cruiser
crumb	0	0	0	0	0	0	0	0	0	0	chembe
crumbling	0	0	0	0	0	1	0	1	0	0	inayobomoka
crunch	1	0	0	0	0	1	0	0	0	0	ponda
crusade	1	0	0	1	0	1	0	0	0	0	vita vya msalaba
crush	0	0	0	0	0	0	0	0	0	0	kuponda
crushed	1	0	1	1	0	1	0	1	0	0	kupondwa
crushing	1	0	1	1	0	1	0	0	0	0	kusagwa
crust	0	0	0	0	0	0	0	0	0	0	ukoko
crusty	0	0	1	0	0	1	0	0	0	0	ukoko
crutch	0	0	0	0	0	0	0	0	0	0	mkongojo
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	kulia
crying	0	0	0	0	0	1	0	1	0	0	kulia
crypt	0	0	0	1	0	1	0	1	0	0	ficha
cryptic	0	0	0	0	0	0	0	0	0	0	ya siri
cryptography	0	0	0	0	0	0	0	0	0	0	kriptografia
crystal	0	0	0	0	0	0	1	0	0	0	kioo
crystalline	0	0	0	0	0	0	0	0	0	0	fuwele
crystallization	0	0	0	0	0	0	0	0	0	0	fuwele
cub	0	0	0	0	0	0	0	0	0	0	mtoto
cube	0	0	0	0	0	0	0	0	0	1	mchemraba
cubicle	0	0	0	0	0	0	0	0	0	0	cubicle
cuckold	0	0	1	0	0	1	0	0	0	0	cuckold
cuckoo	0	0	0	0	0	1	0	0	0	0	kuku
cuddle	0	0	0	0	1	0	1	0	0	1	kubembeleza
cue	0	1	0	0	0	0	0	0	0	0	ishara
cuff	0	0	0	0	0	0	0	0	0	0	cuff
cuisine	0	0	0	0	0	0	0	0	0	0	vyakula
culinary	0	0	0	0	0	0	1	0	0	1	upishi
cull	0	0	0	0	0	1	0	0	0	0	chuki
culminate	0	0	0	0	0	0	0	0	0	0	kilele
culmination	0	0	0	0	0	0	1	0	0	0	kilele
culpability	0	0	0	0	0	1	0	0	0	0	hatia
culpable	0	0	0	0	0	1	0	0	0	0	mwenye hatia
culprit	0	0	0	0	0	1	0	0	0	0	mkosaji
cult	0	0	0	1	0	1	0	0	0	0	ibada
cultivate	0	1	0	0	0	0	1	0	0	1	kulima
cultivated	0	0	0	0	0	0	1	0	0	0	kulimwa
cultivation	0	0	0	0	0	0	1	0	0	0	ukulima
culture	0	0	0	0	0	0	1	0	0	0	utamaduni
culvert	0	0	0	0	0	0	0	0	0	0	kalvati
cumbersome	0	0	0	0	0	1	0	1	0	0	mzito
cumulus	0	0	0	0	0	0	0	0	0	0	kalamu
cunning	0	0	0	0	0	1	1	0	0	0	ujanja
cup	0	0	0	0	0	0	0	0	0	0	kikombe
cupboard	0	0	0	0	0	0	0	0	0	0	kabati
cupping	0	0	1	1	0	1	0	1	0	0	kikombe
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	kutibika
curate	0	0	0	0	0	0	0	0	0	0	curate
curative	0	0	0	0	0	0	0	0	0	0	tiba
curator	0	0	0	0	0	0	0	0	0	0	mtunzaji
curb	0	0	0	0	0	0	0	0	0	0	ukingo
curd	0	0	0	0	0	0	0	0	0	0	chachu
curfew	0	0	0	0	0	0	0	0	0	0	amri ya kutotoka nje
curiosity	0	1	0	0	0	0	1	0	1	0	udadisi
curl	0	0	0	0	0	0	1	0	0	0	pinda
curling	0	0	0	0	0	0	0	0	0	0	kujikunja
currency	0	0	0	0	0	0	0	0	0	0	sarafu
current	0	0	0	0	0	0	0	0	0	0	sasa
curriculum	0	0	0	0	0	0	0	0	0	0	mtaala
curry	0	0	0	0	0	0	0	0	0	0	kari
curse	1	0	1	1	0	1	0	1	0	0	laana
cursed	1	0	0	1	0	1	0	1	0	0	kulaaniwa
cursing	1	0	1	0	0	1	0	0	0	0	laana
cursory	0	0	0	0	0	1	0	0	0	0	haraka haraka
curt	0	0	0	0	0	0	0	0	0	0	mkato
curtail	0	0	0	0	0	0	0	0	0	0	kupunguza
curtailment	0	0	0	0	0	0	0	0	0	0	kupunguza
curtain	0	0	0	0	0	0	0	0	0	0	pazia
curvature	0	0	0	0	0	0	0	0	0	0	mkunjo
curve	0	0	0	0	0	0	0	0	0	0	mkunjo
curved	0	0	0	0	0	0	0	0	0	0	iliyopinda
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilinear
cushion	0	0	0	0	0	0	1	0	0	0	mto
cusp	0	0	0	0	0	0	0	0	0	0	cusp
cussed	1	0	0	0	0	0	0	0	0	0	kutukanwa
custodian	0	0	0	0	0	0	0	0	0	1	mlinzi
custody	0	0	0	0	0	0	0	0	0	1	chini ya ulinzi
custom	0	0	0	0	0	0	0	0	0	0	desturi
customary	0	0	0	0	0	0	0	0	0	0	kimila
customer	0	0	0	0	0	0	1	0	0	0	mteja
cut	0	0	0	0	0	0	0	0	0	0	kata
cutaneous	0	0	0	0	0	0	0	0	0	0	ngozi
cute	0	0	0	0	0	0	1	0	0	0	mzuri
cuticle	0	0	0	0	0	0	0	0	0	0	cuticle
cutlery	0	0	0	0	0	0	0	0	0	0	vipandikizi
cutter	0	0	0	1	0	1	0	0	0	0	mkataji
cutters	0	0	0	0	0	0	1	0	0	0	wakataji
cutthroat	1	0	0	1	0	1	0	0	0	0	kichefuchefu
cutting	1	0	1	1	0	1	0	1	0	0	kukata
cuttings	0	0	0	0	0	0	0	0	0	0	vipandikizi
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	sianidi
cycle	0	0	0	0	0	0	0	0	0	0	mzunguko
cyclical	0	0	0	0	0	0	0	0	0	0	mzunguko
