English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Tajik Word
contemptuous	1	0	0	0	0	1	0	0	0	0	таҳқиромез
contending	0	0	0	0	0	0	0	0	0	0	мубориза мебаранд
content	0	0	0	0	1	0	1	0	0	1	мазмун
contention	0	0	0	0	0	0	0	0	0	0	ихтилоф
contentious	1	0	1	1	0	1	0	0	0	0	баҳсбарангез
contents	0	0	0	0	0	0	0	0	0	0	мазмун
context	0	0	0	0	0	0	0	0	0	0	контекст
contiguous	0	0	0	0	0	0	0	0	0	0	ҳамсоя
continence	0	0	0	0	0	0	0	0	0	0	континентатсия
continent	0	0	0	0	0	0	0	0	0	0	континент
continental	0	0	0	0	0	0	0	0	0	0	континенталӣ
contingency	0	0	0	0	0	0	0	0	0	0	ҳолати фавқулодда
contingent	0	1	0	0	0	0	0	0	0	0	контингент
continual	0	0	0	0	0	0	0	0	0	0	доимӣ
continually	0	0	0	0	0	0	0	0	0	0	пайваста
continuance	0	0	0	0	0	0	0	0	0	0	давомнокй
continuation	0	1	0	0	0	0	0	0	0	0	идома
continue	0	1	0	0	0	0	1	0	0	1	давом додан
continued	0	0	0	0	0	0	0	0	0	0	давом дод
continuing	0	0	0	0	0	0	0	0	0	0	давом дода истодааст
continuity	0	0	0	0	0	0	0	0	0	0	давомнокй
continuous	0	0	0	0	0	0	0	0	0	0	пайваста
continuously	0	0	0	0	0	0	0	0	0	0	пайваста
contour	0	0	0	0	0	0	1	0	0	0	контур
contraband	1	0	1	1	0	1	0	0	0	0	контрабанда
contract	0	0	0	0	0	0	0	0	0	0	шартнома
contracted	0	0	0	0	0	1	0	0	0	0	шартнома бастаанд
contractile	0	0	0	0	0	0	0	0	0	0	шартномавӣ
contracting	0	0	0	0	0	0	0	0	0	0	шартномавй
contraction	0	0	0	0	0	0	0	0	0	0	кашиш
contradict	1	0	0	0	0	1	0	0	0	0	мухолифат
contradiction	0	0	0	0	0	1	0	0	0	0	зиддият
contradictory	0	0	0	0	0	1	0	0	0	0	зиддиятнок
contrary	0	0	0	0	0	1	0	0	0	0	баръакс
contrast	0	0	0	0	0	0	0	0	0	0	муқобил
contrasted	0	0	0	0	0	1	0	0	0	0	муқобил гузоштанд
contravene	0	0	0	0	0	1	0	0	0	0	хилоф кардан
contravention	0	0	0	0	0	1	0	0	0	0	хилофи
contribute	0	0	0	0	0	0	1	0	0	0	саҳм гузоранд
contributor	0	0	0	0	0	0	1	0	0	1	ҳиссагузор
contrived	0	0	0	0	0	0	0	0	0	0	сохта
control	0	0	0	0	0	0	0	0	0	0	назорат
controversial	1	0	0	0	0	1	0	0	0	0	баҳснок
controversy	0	0	0	0	0	1	0	0	0	0	бахс
conundrum	0	0	0	0	0	0	0	0	0	0	муаммо
convalescent	0	0	0	0	0	0	0	0	0	0	шифобахш
convection	0	0	0	0	0	0	0	0	0	0	конвексия
convene	0	0	0	0	0	0	0	0	0	0	даъват кардан
convenience	0	0	0	0	0	0	1	0	0	0	қулайлик
conveniences	0	0	0	0	0	0	0	0	0	0	қулайликлар
convenient	0	0	0	0	0	0	1	0	0	0	қулай
convent	0	0	0	0	0	0	1	0	0	1	монастир
convention	0	0	0	0	0	0	1	0	0	0	конвенсия
conventional	0	0	0	0	0	0	0	0	0	0	анъанавӣ
converge	0	0	0	0	0	0	0	0	0	0	муттаҳид шудан
convergence	0	1	0	0	0	0	0	0	0	0	конвергенсия
convergent	0	0	0	0	0	0	0	0	0	0	конвергент
conversant	0	0	0	0	0	0	1	0	0	0	хабардор
conversation	0	0	0	0	0	0	0	0	0	0	сухбат
conversational	0	0	0	0	0	0	1	0	0	0	гуфтугӯй
converse	0	0	0	0	0	0	0	0	0	0	сухбат кардан
conversing	0	0	0	0	0	0	0	0	0	0	сухбат кардан
conversion	0	0	0	0	0	0	0	0	0	0	табдил додан
convert	0	0	0	0	0	0	1	0	0	0	табдил додан
converted	0	0	0	0	0	0	0	0	0	0	табдил дода шудааст
convertible	0	0	0	0	0	0	0	0	0	0	конвертатсияшаванда
convex	0	0	0	0	0	0	0	0	0	0	барҷаста
convexity	0	0	0	0	0	0	0	0	0	0	конвексия
convey	0	0	0	0	0	0	0	0	0	0	расонидан
conveyance	0	0	0	0	0	0	0	0	0	0	интиқол
conveyancing	0	0	0	0	0	0	0	0	0	1	интиқол
convict	1	0	1	1	0	1	0	1	0	0	маҳкумшуда
conviction	0	0	0	0	0	1	0	0	0	0	эътиқод
convince	0	1	0	0	0	0	1	0	0	1	бовар кунонд
convinced	0	0	0	0	0	0	0	0	0	1	бовар кунонд
convincing	0	0	0	0	0	0	0	0	0	1	боварибахш
convocation	0	0	0	0	0	0	0	0	0	0	даъват
convoluted	0	0	0	0	0	0	0	0	0	0	печида
convolution	0	0	0	0	0	0	0	0	0	0	гардиш
convoy	0	0	0	0	0	0	0	0	0	0	колонна
coo	0	0	0	0	0	0	0	0	0	0	ко
cook	0	0	0	0	0	0	0	0	0	0	ошпаз
cookery	0	0	0	0	0	0	0	0	0	0	ошпазӣ
cooking	0	0	0	0	0	0	0	0	0	0	пухтупаз
cool	0	0	0	0	0	0	1	0	0	0	сард
cooler	0	0	0	0	0	0	0	0	0	0	сардтар
cooling	0	0	0	0	0	0	0	0	0	0	хунуккунӣ
coolness	0	0	0	0	0	0	1	0	0	0	сардӣ
coop	1	0	1	0	0	1	0	0	0	0	коопера
cooperate	0	0	0	0	0	0	1	0	0	0	ҳамкорӣ кунанд
cooperating	0	0	0	0	0	0	1	0	0	1	ҳамкорӣ мекунанд
cooperation	0	0	0	0	0	0	1	0	0	1	хамкорй
cooperative	0	0	0	0	0	0	1	0	0	1	кооператив
coordinate	0	0	0	0	0	0	0	0	0	0	ҳамоҳанг созад
cop	0	0	0	1	0	0	0	0	0	1	полис
copious	0	0	0	0	0	0	0	0	0	0	фаровон
copper	0	0	0	0	0	0	0	0	0	0	мис
copy	0	0	0	0	0	1	0	0	0	0	нусхабардорӣ
copycat	1	0	1	0	0	1	0	0	0	0	нусхабардор
copying	0	0	0	0	0	0	0	0	0	0	нусхабардорӣ
copyright	0	0	0	0	0	0	0	0	0	0	ҳуқуқи муаллиф
coral	0	0	0	0	0	0	0	0	0	0	марҷон
cord	0	0	0	0	0	0	0	0	0	0	ресмон
cordon	0	0	0	0	0	0	0	0	0	0	кордон
corduroy	0	0	0	0	0	0	0	0	0	0	корд
core	0	0	0	0	0	0	1	0	0	0	аслӣ
cork	0	0	0	0	0	0	0	0	0	0	корк
corkscrew	0	0	0	0	0	0	0	0	0	0	штопор
corn	0	0	0	0	0	0	0	0	0	0	ҷуворӣ
cornea	0	0	0	0	0	0	0	0	0	0	чашмаи чашм
corner	0	0	0	0	0	0	0	0	0	0	гӯшае
cornet	0	0	0	0	0	0	0	0	0	0	корнет
cornice	0	0	0	0	0	0	0	0	0	0	карниз
cornstarch	0	0	0	0	0	0	0	0	0	0	ҷуворимакка
corollary	0	0	0	0	0	0	0	0	0	0	хулоса
corona	0	0	0	0	0	0	0	0	0	0	корона
coronation	0	0	0	0	1	0	1	0	0	1	тоҷгузорӣ
coroner	0	0	0	0	0	1	0	0	0	0	судкунанда
corporal	0	0	0	0	0	1	0	0	0	0	ефрейтор
corporate	0	0	0	0	0	0	0	0	0	0	корпоративӣ
corporation	0	0	0	0	0	0	1	0	0	1	корпоратсия
corporeal	0	0	0	0	0	0	1	0	0	0	ҷисмонӣ
corps	0	0	0	0	0	0	0	0	0	0	корпус
corpse	0	0	1	0	0	1	0	1	0	0	ҷасад
corpus	0	0	0	0	0	0	0	0	0	0	корпус
corral	0	0	0	0	0	0	0	0	0	0	корзор
correction	0	0	0	0	0	1	0	0	0	0	ислоҳ
corrective	0	0	0	0	0	0	1	0	0	0	ислоҳкунанда
correctness	0	0	0	0	0	0	0	0	0	1	дурустӣ
correlation	0	0	0	0	0	0	0	0	0	0	таносуб
correlative	0	0	0	0	0	0	0	0	0	0	мутаносиб
correspond	0	0	0	0	0	0	0	0	0	0	мувофиқат мекунанд
correspondence	0	1	0	0	0	0	1	0	0	0	мукотиба
correspondent	0	0	0	0	0	0	0	0	0	0	мухбир
corridor	0	0	0	0	0	0	0	0	0	0	долон
corroborate	0	0	0	0	0	0	1	0	0	1	тасдиқ мекунанд
corroboration	0	0	0	0	0	0	0	0	0	1	тасдиқ
corrosion	0	0	0	0	0	1	0	0	0	0	зангзанӣ
corrosive	0	0	0	1	0	1	0	0	0	0	зангзананда
corrupt	0	0	0	0	0	1	0	0	0	0	фасодзада
corrupting	1	0	1	1	0	1	0	1	0	0	вайронкунанда
corruption	0	0	1	0	0	1	0	0	0	0	фасод
corse	0	0	0	0	0	0	0	1	0	0	корс
corset	0	0	0	0	0	0	0	0	0	0	корсет
cortex	0	0	0	0	0	0	0	0	0	0	кортекс
cortical	0	0	0	0	0	0	0	0	0	0	кортикалӣ
corvette	0	0	0	0	0	0	0	0	0	0	корвет
cosmetic	0	0	0	0	0	0	0	0	0	0	косметикӣ
cosmetics	0	0	0	0	0	0	0	0	0	0	косметика
cosmic	0	0	0	0	0	0	0	0	0	0	кайхонй
cosmology	0	0	0	0	0	0	0	0	0	0	космология
cosmopolitan	0	0	0	0	0	0	1	0	0	1	космополит
cosmos	0	0	0	0	0	0	0	0	0	0	кайхон
cost	0	0	0	0	0	0	0	0	0	0	арзиш
costly	0	0	0	0	0	0	0	0	0	0	гаронарзиш
costume	0	0	0	0	0	0	0	0	0	0	костюм
cosy	0	0	0	0	0	0	1	0	0	0	бароҳат
cot	0	0	0	0	0	0	0	0	0	0	кат
cote	0	0	0	0	0	0	0	0	0	0	кот
cottage	0	0	0	0	0	0	0	0	0	0	коттедж
cotton	0	0	0	0	0	0	0	0	0	0	пахта
couch	0	0	0	0	0	0	0	1	0	0	диван
cougar	0	0	0	0	0	0	0	0	0	0	пума
cough	0	0	1	0	0	1	0	0	0	0	сулфа
council	0	1	0	0	0	0	1	0	0	1	шӯро
counsel	0	0	0	0	0	0	1	0	0	1	машварат
counsellor	1	0	0	1	0	1	0	0	0	1	машваратчй
counselor	0	0	0	0	0	0	1	0	0	1	машваратчй
count	0	0	0	0	0	0	1	0	0	1	шумор
countdown	0	1	0	0	0	0	0	0	0	0	ҳисоб
countenance	0	0	0	0	0	0	0	0	0	0	чеҳра
counter	0	0	0	0	0	0	0	0	0	0	ҳисобкунак
counteract	0	0	0	0	0	0	0	0	0	0	муқобилат кардан
counterbalance	0	0	0	0	0	0	0	0	0	0	мувозинат
counterclaim	0	0	0	0	0	0	0	0	0	0	даъвои муқобил
counterpart	0	0	0	0	0	0	0	0	0	0	ҳамто
countess	0	0	0	0	0	0	1	0	0	0	графиния
countless	0	0	0	0	0	0	0	0	0	0	бешумор
country	0	0	0	0	0	0	0	0	0	0	кишвар
countryman	0	0	0	0	0	0	0	0	0	1	ҳамватан
counts	0	0	0	0	0	0	0	0	0	0	ҳисоб мекунад
county	0	0	0	0	0	0	0	0	0	1	вилоят
coup	1	0	0	0	0	0	0	0	1	0	табаддулот
couple	0	0	0	0	0	0	0	0	0	0	ҷуфт
coupled	0	0	0	0	0	0	0	0	0	0	пайваст
coupon	0	0	0	0	0	0	0	0	0	0	купон
courage	0	0	0	0	0	0	1	0	0	0	далерй
courageous	0	0	0	1	0	0	1	0	0	0	далер
courier	0	0	0	0	0	0	0	0	0	1	хаткашон
courses	0	0	0	0	0	0	0	0	0	0	курсҳо
coursing	0	0	0	0	0	1	0	0	0	0	курс
court	1	1	0	1	0	0	0	0	0	0	суд
courteous	0	0	0	0	0	0	1	0	0	0	хушмуомила
courtesy	0	0	0	0	0	0	1	0	0	0	хушмуомила
courthouse	0	0	0	0	0	0	0	0	0	0	бинои суд
courts	0	0	0	0	0	0	0	0	0	0	судхо
courtship	0	1	0	0	1	0	1	0	0	1	хостгорӣ
courtyard	0	0	0	0	0	0	0	0	0	0	ҳавлӣ
cove	0	1	1	1	1	0	1	0	0	0	кох
covenant	0	0	0	0	0	0	1	0	0	1	ахд
cover	0	0	0	0	0	0	0	0	0	1	сарпӯш
covered	0	0	0	0	0	0	0	0	0	0	фаро гирифта шудааст
covering	0	0	0	0	0	0	0	0	0	0	пӯшонидани
covert	0	0	0	0	0	0	0	0	0	0	пинҳонӣ
covet	0	0	0	0	0	1	0	0	0	0	тамаъ
cow	0	0	0	0	0	0	0	0	0	0	гов
coward	0	0	1	1	0	1	0	1	0	0	тарсончак
cowardice	0	0	0	1	0	1	0	0	0	0	тарсончакӣ
cowardly	0	0	0	1	0	1	0	0	0	0	тарсончак
cowboy	0	0	0	0	0	0	0	0	0	0	ковбой
cowhide	0	0	0	0	0	0	0	0	0	0	пусти гов
cowl	0	0	0	0	0	0	0	0	0	0	кулоҳ
coworker	0	0	0	0	0	0	0	0	0	0	хамкор
coy	0	0	0	1	0	0	0	0	0	0	дилчасп
coyote	0	0	0	1	0	0	0	0	0	0	койот
crab	0	0	0	0	0	0	0	0	0	0	харчанг
crabby	1	0	0	0	0	1	0	0	0	0	харчанг
crack	0	0	0	0	0	1	0	0	0	0	кафида
cracked	1	0	0	1	0	1	0	0	0	0	кафида
cracker	0	0	0	0	0	0	0	0	0	0	крекер
cracking	0	0	0	0	0	1	0	0	0	0	кафидан
crackle	0	0	0	0	0	0	0	0	0	0	тарқиш
cradle	0	1	0	0	1	0	1	0	0	1	гахвора
craft	0	0	0	0	0	0	1	0	0	0	ҳунар
craftsman	0	0	0	0	0	0	1	0	0	0	усто
crafty	0	0	0	0	0	0	0	0	0	0	маккор
craig	0	0	0	0	0	0	0	0	0	0	крейг
crammed	0	0	0	0	0	0	0	0	0	0	печида
cramp	0	1	0	0	0	1	0	0	0	0	судорга
cramped	0	0	0	0	0	1	0	0	0	0	танг
crane	0	0	0	0	0	0	0	0	0	0	кран
cranium	0	0	0	0	0	0	0	0	0	0	косахонаи сар
crank	0	0	0	0	0	1	0	0	0	0	кранка
cranky	1	0	0	0	0	1	0	0	0	0	хашмгин
crap	0	0	1	0	0	1	0	0	0	0	каҷ
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	садама
crate	0	0	0	0	0	0	0	0	0	0	сандуқ
crater	0	0	0	0	0	0	0	0	0	0	кратер
crave	0	1	0	0	0	0	0	0	0	0	ҳавас кардан
craving	0	1	0	0	0	0	0	0	0	0	майл
crawfish	0	0	0	0	0	0	0	0	0	0	харчанг
crawl	0	0	1	0	0	1	0	0	0	0	хазидан
crayons	0	0	0	0	0	0	0	0	0	0	рангҳои ранга
craze	0	0	0	0	0	0	0	0	0	0	девонавор
crazed	1	0	0	1	0	1	0	0	0	0	девона
crazy	1	0	0	1	0	1	0	1	0	0	девона
creaking	0	0	0	0	0	1	0	0	0	0	чирк кардан
cream	0	1	0	0	1	0	1	0	1	0	крем
creamer	0	0	0	0	0	0	0	0	0	0	яхмос
creamy	0	0	0	0	0	0	0	0	0	0	қаймоқ
crease	0	0	0	0	0	0	0	0	0	0	буриш
create	0	0	0	0	1	0	1	0	0	0	эҷод
creation	0	0	0	0	0	0	0	0	0	0	офариниш
creative	0	0	0	0	0	0	1	0	0	0	эчодй
creator	0	0	0	0	0	0	0	0	0	0	созанда
creature	0	0	1	1	0	1	0	0	0	0	махлук
credence	0	0	0	0	0	0	1	0	0	1	эътимод
credential	0	0	0	0	0	0	1	0	0	1	эътимоднома
credentials	0	0	0	0	0	0	0	0	0	0	эътимоднома
credibility	0	0	0	0	0	0	1	0	0	1	эътимоднокӣ
credible	0	0	0	0	0	0	1	0	0	1	боварибахш
credit	0	0	0	0	0	0	1	0	0	1	кредит
creditable	0	0	0	0	0	0	1	0	0	1	эътиборнок
credited	0	0	0	0	0	0	1	0	0	0	ба ҳисоб гирифта шудааст
crediting	0	0	0	0	0	0	0	0	0	0	қарздиҳӣ
creditor	0	0	0	0	0	0	0	0	0	0	кредитор
creed	0	0	0	0	0	0	0	0	0	0	эътиқод
creek	0	0	0	0	0	0	0	0	0	0	дарё
creep	0	0	0	0	0	1	0	0	0	0	хазидан
creeping	0	1	0	0	0	0	0	0	0	0	хазанда
cremation	0	0	0	0	0	0	0	1	0	0	кремация
creole	0	0	0	0	0	0	0	0	0	0	креол
crescendo	0	1	0	0	1	0	1	0	1	1	крессендо
crescent	0	0	0	0	0	0	0	0	0	0	ҳилол
crevice	0	0	0	0	0	0	0	0	0	0	рахна
crew	0	0	0	0	0	0	0	0	0	1	экипаж
crib	0	0	0	0	0	0	0	0	0	0	гаҳвора
cricket	0	0	0	0	0	0	0	0	0	0	крикет
crime	1	0	0	0	0	1	0	0	0	0	ҷиноят
criminal	1	0	1	1	0	1	0	0	0	0	чинояткор
criminality	1	0	1	1	0	1	0	0	0	0	ҷинояткорӣ
crimp	0	0	0	0	0	0	0	0	0	0	печидан
crimson	0	0	0	0	0	0	0	0	0	0	арғувонӣ
cringe	0	0	1	1	0	1	0	1	0	0	гиря кардан
cripple	0	0	0	1	0	1	0	1	0	0	маъюб
crippled	0	0	0	0	0	1	0	1	0	0	маъюб
crisis	0	0	0	0	0	1	0	0	0	0	бӯҳрон
crisp	0	0	0	0	0	1	0	0	0	1	тез
criterion	0	0	0	0	0	0	0	0	0	0	меъёр
critic	0	0	0	0	0	1	0	0	0	0	танқидкунанда
criticism	1	0	0	0	0	1	0	1	0	0	танкид
criticize	1	0	1	1	0	1	0	1	0	0	танкид кардан
critique	0	0	0	0	0	0	1	0	0	0	танкид
critter	0	0	1	0	0	0	0	0	0	0	махлуқот
croak	0	0	0	0	0	0	0	0	0	0	чирк
crock	0	0	0	0	0	0	0	0	0	0	кох
crockery	0	0	0	0	0	0	0	0	0	0	зарф
crocodile	0	0	0	1	0	0	0	0	0	0	тимсоҳ
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	каллоб
crop	0	0	0	0	0	0	0	0	0	0	зироат
croquet	0	0	0	0	0	0	0	0	0	0	крокет
cross	1	0	0	1	0	1	0	1	0	0	салиб
crossbow	0	0	0	0	0	0	0	0	0	0	камон
crossed	0	0	0	0	0	0	0	0	0	0	гузашт
crossing	0	0	0	0	0	0	0	0	0	0	убур
crotch	0	0	0	0	0	0	0	0	0	0	каҷ
crouch	0	0	0	1	0	0	0	0	0	0	хамида
crouched	0	0	0	0	0	0	0	0	0	0	хамида
crouching	0	0	0	1	0	1	0	0	0	0	хамида
croupier	0	0	0	0	0	0	0	0	0	0	крупиер
crow	0	0	0	0	0	0	0	0	0	0	зоғ
crowd	0	0	0	0	0	0	0	0	0	0	издиҳом
crowded	0	0	0	0	0	0	0	0	0	0	серодам
crown	0	0	0	0	0	0	0	0	0	0	тоҷ
crowning	0	1	0	0	1	0	1	0	1	1	тоҷгузорӣ
crucial	0	0	0	0	0	0	1	0	0	1	муҳим
cruciate	0	0	0	0	0	1	0	0	0	0	салиб
crucifix	0	0	0	0	0	0	0	0	0	0	салиб
crucifixion	1	0	1	1	0	1	0	1	0	0	маслуб кардан
crude	0	0	1	0	0	1	0	0	0	0	хом
cruel	1	0	1	1	0	1	0	1	0	0	бераҳм
cruelly	1	0	0	1	0	1	0	0	0	0	бераҳмона
cruelty	1	0	1	1	0	1	0	1	0	0	бераҳмӣ
cruise	0	0	0	0	0	0	0	0	0	0	круиз
cruiser	0	0	0	0	0	0	0	0	0	0	крейсер
crumb	0	0	0	0	0	0	0	0	0	0	реза
crumbling	0	0	0	0	0	1	0	1	0	0	шикастан
crunch	1	0	0	0	0	1	0	0	0	0	бухрон
crusade	1	0	0	1	0	1	0	0	0	0	салиб
crush	0	0	0	0	0	0	0	0	0	0	пахш кардан
crushed	1	0	1	1	0	1	0	1	0	0	кӯфта
crushing	1	0	1	1	0	1	0	0	0	0	майда кардан
crust	0	0	0	0	0	0	0	0	0	0	пӯст
crusty	0	0	1	0	0	1	0	0	0	0	харгӯш
crutch	0	0	0	0	0	0	0	0	0	0	асобагал
crux	0	0	0	0	0	0	0	0	0	0	мухтасар
cry	0	0	0	0	0	1	0	1	0	0	гиря
crying	0	0	0	0	0	1	0	1	0	0	гиря кардан
crypt	0	0	0	1	0	1	0	1	0	0	крипт
cryptic	0	0	0	0	0	0	0	0	0	0	сиррӣ
cryptography	0	0	0	0	0	0	0	0	0	0	криптография
crystal	0	0	0	0	0	0	1	0	0	0	булӯр
crystalline	0	0	0	0	0	0	0	0	0	0	кристаллӣ
crystallization	0	0	0	0	0	0	0	0	0	0	кристаллизатсия
cub	0	0	0	0	0	0	0	0	0	0	бача
cube	0	0	0	0	0	0	0	0	0	1	куб
cubicle	0	0	0	0	0	0	0	0	0	0	кабина
cuckold	0	0	1	0	0	1	0	0	0	0	кудак
cuckoo	0	0	0	0	0	1	0	0	0	0	коку
cuddle	0	0	0	0	1	0	1	0	0	1	оғӯш кардан
cue	0	1	0	0	0	0	0	0	0	0	ишора
cuff	0	0	0	0	0	0	0	0	0	0	манжета
cuisine	0	0	0	0	0	0	0	0	0	0	ошхона
culinary	0	0	0	0	0	0	1	0	0	1	кулинарй
cull	0	0	0	0	0	1	0	0	0	0	кӯл
culminate	0	0	0	0	0	0	0	0	0	0	авҷ гирифтан
culmination	0	0	0	0	0	0	1	0	0	0	кулминация
culpability	0	0	0	0	0	1	0	0	0	0	гунаҳкорӣ
culpable	0	0	0	0	0	1	0	0	0	0	гунахкор
culprit	0	0	0	0	0	1	0	0	0	0	гунахкор
cult	0	0	0	1	0	1	0	0	0	0	культ
cultivate	0	1	0	0	0	0	1	0	0	1	парвариш кардан
cultivated	0	0	0	0	0	0	1	0	0	0	парвариш карда мешавад
cultivation	0	0	0	0	0	0	1	0	0	0	парвариш
culture	0	0	0	0	0	0	1	0	0	0	маданият
culvert	0	0	0	0	0	0	0	0	0	0	водопровод
cumbersome	0	0	0	0	0	1	0	1	0	0	душвор
cumulus	0	0	0	0	0	0	0	0	0	0	ҷамъ
cunning	0	0	0	0	0	1	1	0	0	0	маккор
cup	0	0	0	0	0	0	0	0	0	0	коса
cupboard	0	0	0	0	0	0	0	0	0	0	шкаф
cupping	0	0	1	1	0	1	0	1	0	0	коса кардан
cur	1	0	1	1	0	1	0	0	0	0	кур
curable	0	0	0	0	0	0	1	0	0	1	табобатшаванда
curate	0	0	0	0	0	0	0	0	0	0	мураттаб кардан
curative	0	0	0	0	0	0	0	0	0	0	шифобахш
curator	0	0	0	0	0	0	0	0	0	0	куратор
curb	0	0	0	0	0	0	0	0	0	0	ҷилавгирӣ кардан
curd	0	0	0	0	0	0	0	0	0	0	шир
curfew	0	0	0	0	0	0	0	0	0	0	комендант
curiosity	0	1	0	0	0	0	1	0	1	0	кунҷковӣ
curl	0	0	0	0	0	0	1	0	0	0	поймол кардан
curling	0	0	0	0	0	0	0	0	0	0	курлинг
currency	0	0	0	0	0	0	0	0	0	0	асъор
current	0	0	0	0	0	0	0	0	0	0	ҷорӣ
curriculum	0	0	0	0	0	0	0	0	0	0	барномаи таълимӣ
curry	0	0	0	0	0	0	0	0	0	0	карри
curse	1	0	1	1	0	1	0	1	0	0	лаънат
cursed	1	0	0	1	0	1	0	1	0	0	лаънат
cursing	1	0	1	0	0	1	0	0	0	0	лаънат
cursory	0	0	0	0	0	1	0	0	0	0	курсорӣ
curt	0	0	0	0	0	0	0	0	0	0	кутох
curtail	0	0	0	0	0	0	0	0	0	0	кам кардан
curtailment	0	0	0	0	0	0	0	0	0	0	кам кардан
curtain	0	0	0	0	0	0	0	0	0	0	парда
curvature	0	0	0	0	0	0	0	0	0	0	каҷшавӣ
curve	0	0	0	0	0	0	0	0	0	0	каҷ
curved	0	0	0	0	0	0	0	0	0	0	каҷ
curvilinear	0	0	0	0	0	0	0	0	0	0	қубурӣ
cushion	0	0	0	0	0	0	1	0	0	0	болишт
cusp	0	0	0	0	0	0	0	0	0	0	кӯза
cussed	1	0	0	0	0	0	0	0	0	0	лаънат кард
custodian	0	0	0	0	0	0	0	0	0	1	нигаҳбон
custody	0	0	0	0	0	0	0	0	0	1	парасторӣ
custom	0	0	0	0	0	0	0	0	0	0	одат
customary	0	0	0	0	0	0	0	0	0	0	одат
customer	0	0	0	0	0	0	1	0	0	0	муштарӣ
cut	0	0	0	0	0	0	0	0	0	0	бурида
cutaneous	0	0	0	0	0	0	0	0	0	0	пӯст
cute	0	0	0	0	0	0	1	0	0	0	зебо
cuticle	0	0	0	0	0	0	0	0	0	0	кутикула
cutlery	0	0	0	0	0	0	0	0	0	0	асбобу анчом
cutter	0	0	0	1	0	1	0	0	0	0	буранда
cutters	0	0	0	0	0	0	1	0	0	0	буришгарон
cutthroat	1	0	0	1	0	1	0	0	0	0	гулӯяш
cutting	1	0	1	1	0	1	0	1	0	0	буридан
cuttings	0	0	0	0	0	0	0	0	0	0	буридани
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	сианид
cycle	0	0	0	0	0	0	0	0	0	0	давра
cyclical	0	0	0	0	0	0	0	0	0	0	давравӣ
cyclist	0	0	0	0	0	0	0	0	0	0	велосипедрон
cyclone	0	0	0	1	0	1	0	0	1	0	сиклон
cylinder	0	0	0	0	0	0	0	0	0	0	силиндр
cylindrical	0	0	0	0	0	0	0	0	0	0	силиндрӣ
cymbal	0	0	0	0	0	0	0	0	0	0	санҷ
cynic	0	0	0	0	0	0	0	0	0	0	беҳаё
cyst	0	0	0	1	0	1	0	1	0	0	киста
cystic	0	0	1	0	0	0	0	0	0	0	киставӣ
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	цитомегаловирус
cytoplasm	0	0	0	0	0	0	0	0	0	0	ситоплазма
czar	0	0	0	0	0	0	0	0	0	0	подшоҳ
dab	0	0	0	0	0	0	0	0	0	0	даб
dabble	0	0	0	0	0	0	0	0	0	0	ғусса кардан
dabbling	1	0	1	0	0	1	0	0	0	0	шукуфтан
dad	0	0	0	0	0	0	0	0	0	0	падар
dado	0	0	0	0	0	0	0	0	0	0	дадо
daemon	1	0	1	1	0	1	0	1	1	0	демон
daft	0	0	1	0	0	1	0	0	0	0	дафт
dagger	0	0	0	1	0	1	0	0	0	0	ханчар
daily	0	1	0	0	0	0	0	0	0	0	ҳар рӯз
dainty	0	0	0	0	0	0	0	0	0	0	ширин
dairy	0	0	0	0	0	0	0	0	0	0	шир
dak	0	0	0	0	0	0	0	0	0	0	дак
dale	0	0	0	0	0	0	0	0	0	0	Дейл
dam	0	0	0	0	0	0	0	0	0	0	сарбанд
damage	1	0	1	0	0	1	0	1	0	0	зарар
damages	0	0	0	0	0	1	0	1	0	0	зарар
dame	1	0	1	0	0	0	1	0	0	1	хонум
damn	1	0	1	0	0	1	0	0	0	0	Шайтон
damnation	1	0	0	1	0	1	0	1	0	0	лаънат
damned	0	0	0	0	0	1	0	0	0	0	лаънат
damp	0	0	0	0	0	0	0	0	0	0	намнок
dampened	0	0	0	0	0	0	0	0	0	0	нам карда шудааст
damper	0	0	0	0	0	1	0	0	0	0	дампер
damsel	0	0	0	0	0	0	0	0	0	0	духтарак
dance	0	0	0	0	1	0	1	0	0	1	рақс
dancer	0	0	0	0	0	0	0	0	0	0	раккоса
dandruff	0	0	0	0	0	1	0	0	0	0	мӯйсафед
dandy	0	0	1	0	0	1	0	0	0	0	данди
danger	0	0	0	1	0	1	0	1	0	0	Хатар
dangerous	0	0	0	1	0	1	0	0	0	0	хатарнок
dangle	0	0	0	0	0	0	0	0	0	0	овезон
dank	0	0	1	0	0	0	0	0	0	0	данк
dapper	0	0	0	0	0	0	0	0	0	0	далер
dare	0	1	0	0	0	0	0	0	0	1	ҷуръат
daring	0	0	0	0	0	0	1	0	0	0	ҷуръат
dark	0	0	0	0	0	0	0	1	0	0	торик
darken	0	0	0	1	0	1	0	1	0	0	тира кардан
