English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Samoan Word
drone	0	0	0	0	0	1	0	0	0	0	drone
drool	0	0	1	0	0	0	0	0	0	0	lilivau
drooping	0	0	0	0	0	1	0	0	0	0	fa'avaivai
drop	0	0	0	0	0	0	0	0	0	0	pa'u
droplet	0	0	0	0	0	0	0	0	0	0	matāua
drought	0	0	0	0	0	1	0	0	0	0	lāmala
drove	0	0	0	0	0	0	0	0	0	0	ave taavale
drown	0	0	0	1	0	1	0	1	0	0	malemo
drowsiness	0	0	0	0	0	1	0	0	0	0	momoe
drowsy	0	0	0	0	0	0	0	0	0	0	momoe
drudgery	0	0	0	0	0	1	0	0	0	0	galuega mamafa
drug	0	0	0	0	0	0	0	0	0	0	fualaau faasaina
drugged	0	0	0	0	0	0	0	1	0	0	fa'asaina
drugstore	0	0	0	0	0	0	0	0	0	0	fale talavai
druid	0	0	0	0	0	0	0	0	0	0	druid
drum	0	0	0	0	0	0	0	0	0	0	talipalau
drummer	0	0	0	0	0	0	0	0	0	0	tagata talipalau
drumming	0	0	0	0	0	0	0	0	0	0	tainapalapala
drunken	0	0	1	0	0	1	0	0	0	0	onana
drunkenness	0	0	0	0	0	1	0	0	0	0	onana
dry	0	0	0	0	0	0	0	0	0	0	mago
dryness	0	0	0	0	0	0	0	0	0	0	mago
dual	0	0	0	0	0	0	0	0	0	0	lua
dualism	0	0	0	0	0	0	0	0	0	0	fa'alua
duality	0	0	0	0	0	0	0	0	0	0	fa'alua
dub	0	0	0	0	0	0	0	0	0	0	fa'aigoa
dubious	0	0	0	1	0	1	0	0	0	1	masalosalo
ducking	0	0	0	0	0	0	0	0	0	0	togi
duct	0	0	0	0	0	0	0	0	0	0	alavai
ductile	0	0	0	0	0	0	0	0	0	0	ductile
duds	0	0	0	0	0	0	0	0	0	0	talo
due	0	0	0	0	0	0	0	0	0	0	tatau
duel	1	1	0	1	0	0	0	0	0	0	ta'aloga
dues	0	0	0	0	0	0	0	0	0	0	totogi
duet	0	0	0	0	0	0	1	0	0	0	taitoalua
dugout	0	0	0	0	0	0	0	0	0	0	fa'ato'aga
duke	0	0	0	0	0	0	1	0	0	0	aloalii
dull	0	0	0	0	0	1	0	1	0	0	fa'ase'e
dumb	0	0	0	0	0	1	0	0	0	0	gugu
dummy	0	0	0	0	0	1	0	0	0	0	fa'afoliga
dump	0	0	0	0	0	0	0	0	0	0	lafoa'i
dumps	1	0	0	0	0	1	0	1	0	0	otaota
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	fa'ama'i
dung	0	0	1	0	0	0	0	0	0	0	otaota
dungeon	0	0	0	1	0	1	0	0	0	0	falepuipui
duo	0	0	0	0	0	0	0	0	0	0	taitoalua
dupe	1	0	0	0	0	1	0	0	0	0	pepelo
duplex	0	0	0	0	0	0	0	0	0	0	taitoalua
duplicate	0	0	0	0	0	0	0	0	0	0	fa'alua
duplication	0	0	0	0	0	0	0	0	0	0	fa'aluaina
duplicity	1	0	0	0	0	1	0	0	0	0	fa'alua
durability	0	0	0	0	0	0	1	0	0	1	tumau
durable	0	0	0	0	0	0	1	0	0	1	tumau
duration	0	0	0	0	0	0	0	0	0	0	umi
duress	1	0	1	1	0	1	0	1	0	0	fai faamalosi
dusk	0	0	0	0	0	0	0	0	0	0	afiafi
dusky	0	0	0	0	0	0	0	0	0	0	pogisa
dust	0	0	0	0	0	1	0	0	0	0	pefu
duster	0	0	0	0	0	0	0	0	0	0	pefu
dusty	0	0	0	0	0	0	0	0	0	0	pefu
dutiful	0	1	0	0	0	0	1	0	0	1	fa'amaoni
dwarf	0	0	0	0	0	0	0	0	0	0	fa'ameamea
dwarfed	0	0	0	1	0	1	0	1	0	0	fa'atauva'a
dwell	0	0	0	0	0	0	0	0	0	0	nofo
dweller	0	0	0	0	0	0	0	0	0	0	tagata nofomau
dwelling	0	0	0	0	0	0	0	0	0	0	fale nofo
dye	0	0	0	0	0	0	0	0	0	0	vali
dying	1	0	1	1	0	1	0	1	0	0	oti
dyke	0	0	0	0	0	0	0	0	0	0	alavai
dynamic	0	0	0	0	0	0	0	0	1	0	malosi
dynamical	0	0	0	0	0	0	0	0	0	0	malosi
dynamics	0	0	0	0	0	0	0	0	0	0	dynamics
dynamite	0	0	0	0	0	0	0	0	0	0	ta'ina
dynasty	0	0	0	0	0	0	0	0	0	0	tupuaga
dysentery	0	0	1	0	0	1	0	1	0	0	fa'ama'i
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	naunau
eagerness	0	1	0	0	1	0	1	0	0	1	naunau
eagle	0	0	0	0	0	0	0	0	0	1	aeto
ear	0	0	0	0	0	0	0	0	0	0	taliga
earl	0	0	0	0	0	0	1	0	0	0	mua
earlier	0	0	0	0	0	0	0	0	0	0	muamua atu
early	0	0	0	0	0	0	0	0	0	0	vave
earn	0	0	0	0	0	0	1	0	0	0	maua
earnest	0	0	0	0	0	0	1	0	0	0	fa'amaoni
earnestly	0	0	0	0	0	0	1	0	0	0	fa'amaoni
earnestness	0	0	0	0	0	0	1	0	0	0	fa'amaoni
earnings	0	0	0	0	0	0	0	0	0	0	tupe maua
earring	0	0	0	0	0	0	0	0	0	0	tautaliga
earshot	0	0	0	0	0	0	0	0	0	0	fa'alogo
earth	0	0	0	0	0	0	0	0	0	0	lalolagi
earthenware	0	0	0	0	0	0	0	0	0	0	omea
earthly	0	0	0	0	0	0	0	0	0	0	faalelalolagi
earthquake	1	0	0	1	0	1	0	1	1	0	mafuie
earthy	0	0	0	0	0	0	0	0	0	0	eleelea
ease	0	0	0	0	0	0	1	0	0	0	faigofie
easel	0	0	0	0	0	0	0	0	0	0	fa'atauva'a
easement	0	0	0	0	0	0	1	0	0	0	faigofie
easily	0	0	0	0	0	0	0	0	0	0	faigofie
easy	0	0	0	0	0	0	0	0	0	0	faigofie
easygoing	0	0	0	0	0	0	1	0	0	0	faifailemu
eat	0	0	0	0	0	0	1	0	0	0	'ai
eating	0	0	0	0	0	0	0	0	0	0	'ai
eavesdropping	0	0	0	0	0	1	0	0	0	0	fa'alogo
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	eponi
eccentric	0	0	0	0	0	0	0	0	0	0	fa'ailoga tino
eccentricity	0	0	0	0	0	0	0	0	0	0	fa'alavelave
ecclesiastical	0	0	0	0	0	0	0	0	0	0	fa'alelotu
echo	0	0	0	0	0	0	0	0	0	0	si'uleo
eclectic	0	0	0	0	0	0	0	0	0	0	eclectic
eclipse	0	0	0	0	0	0	0	0	0	0	gasetoto
ecliptic	0	0	0	0	0	0	0	0	0	0	ecliptic
economical	0	0	0	0	0	0	0	0	0	0	taugofie
economics	0	0	0	0	0	0	0	0	0	0	tamaoaiga
economy	0	0	0	0	0	0	0	0	0	1	tamaoaiga
ecstasy	0	1	0	0	1	0	1	0	0	0	fiafiaga
ecstatic	0	1	0	0	1	0	1	0	1	0	fiafia
ecumenical	0	0	0	0	0	0	0	0	0	0	ekumene
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	pito
edging	0	0	0	0	0	0	0	0	0	0	pito
edible	0	0	0	0	0	0	0	0	0	0	'aina
edict	0	0	0	1	0	1	0	0	0	0	fa'atonuga
edification	0	1	0	0	1	0	1	0	0	1	fa'amanino
edifice	0	0	0	0	0	0	0	0	0	0	fale
edit	0	0	0	0	0	0	0	0	0	0	fa'asa'o
edition	0	1	0	0	0	0	0	0	0	0	lomiga
editor	0	0	0	0	0	0	0	0	0	0	faatonu
editorial	0	0	0	0	0	0	0	0	0	0	faatonu
educate	0	0	0	0	0	0	1	0	0	0	a’oa’o
educated	0	0	0	0	0	0	1	0	0	0	a'oa'oina
education	0	0	0	0	0	0	0	0	0	0	aoaoga
educational	0	0	0	0	0	0	1	0	0	1	a'oa'oga
eel	0	0	0	1	0	0	0	0	0	0	tuna
effect	0	0	0	0	0	0	0	0	0	0	aafiaga
effective	0	0	0	0	0	0	1	0	0	1	aoga
effects	0	0	0	0	0	0	0	0	0	0	aafiaga
effectual	0	0	0	0	0	0	0	0	0	0	aoga
effectually	0	0	0	0	0	0	0	0	0	0	aoga
effectuate	0	0	0	0	0	0	0	0	0	0	fa'atino
effeminate	0	0	0	0	0	1	0	0	0	0	fa'afafine
efficacious	0	0	0	0	0	0	0	0	0	0	aoga
efficacy	0	0	0	0	0	0	1	0	0	0	aoga
efficiency	0	0	0	0	0	0	1	0	0	0	lelei
efficient	0	1	0	0	0	0	1	0	0	1	lelei
effigy	1	0	0	0	0	0	0	0	0	0	fa'ailoga
effort	0	0	0	0	0	0	1	0	0	0	taumafaiga
effusion	0	0	0	0	0	0	0	0	0	0	effusion
egg	0	0	0	0	0	0	0	0	0	0	fuamoa
ego	0	0	0	0	0	0	0	0	0	0	tupe
egotistical	0	0	1	0	0	1	0	0	0	0	fa'amaualuga
egregious	1	0	1	0	0	1	0	0	0	0	mata'utia
egress	0	0	0	0	0	0	0	0	0	0	alu i fafo
eighth	0	0	0	0	0	0	0	0	0	0	tulaga valu
eighty	0	0	0	0	0	0	0	0	0	0	valu sefulu
ejaculate	0	0	0	0	0	0	0	0	0	0	ejaculate
ejaculation	0	1	0	0	1	0	1	0	1	1	ejaculation
eject	0	0	0	0	0	1	0	0	0	0	tuliesea
ejection	0	0	0	0	0	1	0	0	0	0	tuliesea
elaborate	0	0	0	0	0	0	0	0	0	0	auiliili
elaboration	0	0	0	0	0	0	1	0	0	0	fa'amalamalamaga
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	ua mavae
elapsed	0	0	0	0	0	0	0	0	0	0	ua mavae
elastic	0	0	0	0	0	0	0	0	0	0	fa'ama'i
elasticity	0	0	0	0	0	0	0	0	0	0	elasticity
elated	0	0	0	0	1	0	1	0	0	0	fiafia
elbow	1	0	0	0	0	0	0	0	0	0	tulilima
eld	0	0	0	0	0	0	0	0	0	0	fanua
elder	0	0	0	0	0	0	1	0	0	1	toeaina
elders	0	0	0	0	0	0	1	0	0	1	toeaina
eldest	0	0	0	0	0	0	0	0	0	0	matua
elect	0	0	0	0	0	0	1	0	0	1	filifilia
election	0	0	0	0	0	0	0	0	0	0	palota
elector	0	0	0	0	0	0	0	0	0	0	tagata palota
electorate	0	0	0	0	0	0	0	0	0	1	tagata palota
electric	0	0	0	0	1	0	1	0	1	0	eletise
electricity	0	0	0	0	0	0	1	0	0	0	eletise
elegance	0	1	0	0	1	0	1	0	0	1	lalelei
elegant	0	0	0	0	1	0	1	0	0	0	aulelei
element	0	0	0	0	0	0	0	0	0	0	elemene
elementary	0	0	0	0	0	0	0	0	0	0	tulagalua
elements	0	0	0	0	0	0	0	0	0	0	elemene
elephant	0	0	0	0	0	0	0	0	0	0	elefane
elevate	0	0	0	0	0	0	0	0	0	0	siitia
elevation	0	1	0	1	1	0	1	0	0	1	maualuga
elevator	0	0	0	0	0	0	0	0	0	0	lifi
eleven	0	0	0	0	0	0	0	0	0	0	sefulu ma le tasi
eleventh	0	0	0	0	0	0	0	0	0	0	tulaga sefulu ma le tasi
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	fa'ailoa
eligible	0	0	0	0	0	0	1	0	0	0	agavaa
elimination	1	0	1	1	0	1	0	1	0	0	fa'ate'aina
elite	0	1	0	0	1	0	1	0	0	1	tagata maualuluga
elk	0	0	0	0	0	0	0	0	0	0	elk
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipsis
ellipsoid	0	0	0	0	0	0	0	0	0	0	ellipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	elliptic
elliptical	0	0	0	0	0	0	0	0	0	0	elliptical
elongate	0	0	0	0	0	0	0	0	0	0	faaumiumi
elongation	0	0	0	0	0	0	0	0	0	0	faaumiumi
eloquence	0	0	0	0	0	0	1	0	0	0	tautala lelei
eloquent	0	0	0	0	0	0	1	0	0	0	tautalatala
elucidate	0	0	0	0	0	0	1	0	0	1	fa'amalamalama
elucidation	0	0	0	0	0	0	0	0	0	0	fa'amalamalamaga
elude	0	0	0	0	0	0	0	0	0	0	sola ese
elusive	0	0	0	0	0	1	0	0	1	0	faigata ona malamalama
emaciated	0	0	0	1	0	1	0	1	0	0	paee
emanate	0	0	0	0	0	0	0	0	0	0	e afua mai
emancipation	0	1	0	0	1	0	1	0	0	0	fa'asa'olotoga
embankment	0	0	0	0	0	0	0	0	0	0	uta
embargo	0	0	0	0	0	1	0	0	0	0	fa'alavelave
embark	0	0	0	0	0	0	0	0	0	0	alu atu
embarrass	0	0	0	0	0	1	0	1	0	0	maasiasi
embarrassing	0	0	0	0	0	1	0	0	0	0	maasiasi
embarrassment	0	0	0	1	0	1	0	1	1	0	maasiasi
embassy	0	0	0	0	0	0	0	0	0	0	amepasa
embed	0	0	0	0	0	0	0	0	0	0	fa'apipi'i
embellish	0	0	0	0	0	0	0	0	0	0	teuteu
embellishment	0	0	0	0	0	0	0	0	0	0	teuteuga
embers	0	0	0	0	0	0	0	0	0	0	mumu
embezzlement	0	0	0	0	0	1	0	0	0	0	fa'atautala
emblem	0	0	0	0	0	0	0	0	0	0	fa'ailoga
emblematic	0	0	0	0	0	0	0	0	0	0	fa'ailoga
embodiment	0	0	0	0	0	0	0	0	0	0	fa'atusa
embolism	0	0	0	1	0	1	0	1	0	0	embolism
embossed	0	0	0	0	0	0	0	0	0	0	fa'amauina
embrace	0	1	0	0	1	0	1	0	1	1	opogi
embroidered	0	0	0	0	0	0	0	0	0	0	lalagaina
embroidery	0	0	0	0	0	0	0	0	0	0	lalaga
embroiled	0	0	0	0	0	1	0	0	0	0	fa'alavelave
embryo	0	0	0	0	0	0	0	0	0	0	afuafua
embryonic	0	0	0	0	0	0	0	0	0	0	afuafua
emerald	0	0	0	0	0	0	0	0	0	0	emerald
emerge	0	0	0	0	0	0	0	0	0	0	tula'i mai
emergence	0	0	0	0	0	0	0	0	0	0	tula'i mai
emergency	0	0	0	1	0	1	0	1	1	0	fa'alavelave
emeritus	0	0	0	0	0	0	1	0	0	0	tu'umalo
emigrate	0	0	0	0	0	0	0	0	0	0	malaga mai
emigration	0	0	0	0	0	0	0	0	0	0	femalagaiga
eminence	0	0	0	0	0	0	1	0	0	1	mamalu
eminent	0	0	0	0	0	0	1	0	0	0	iloga
eminently	0	0	0	0	0	0	1	0	0	0	mamalu
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	fa'aoso
emit	0	0	0	0	0	0	0	0	0	0	fa'aulu
emotion	0	0	0	0	0	0	0	0	0	0	lagona
emotional	0	0	0	0	0	0	0	0	0	0	lagona
emotive	0	0	0	0	0	0	0	0	0	0	fa'alogona
empathy	0	0	0	0	0	0	1	0	0	0	lagona alofa
emperor	0	0	0	0	0	0	0	0	0	0	emeperoa
emphasis	0	0	0	0	0	0	0	0	0	0	faamamafa
emphasize	0	0	0	0	0	0	0	0	0	1	faamamafa
emphatic	0	0	0	0	0	0	0	0	0	0	fa'amamafa
empire	0	0	0	0	0	0	0	0	0	0	malo
empirical	0	0	0	0	0	0	0	0	0	0	fa'apitoa
empiricism	0	0	0	0	0	0	0	0	0	0	empiricism
employ	0	0	0	0	0	0	0	0	0	1	fa'afaigaluega
employer	0	0	0	0	0	0	0	0	0	0	tagata faigaluega
employment	0	0	0	0	0	0	0	0	0	0	galuega
emporium	0	0	0	0	0	0	0	0	0	0	faleteuoloa
empower	0	0	0	0	0	0	1	0	0	0	fa'amalosia
empress	0	0	0	0	0	0	0	0	0	0	emeperame
emptiness	0	0	0	0	0	0	0	1	0	0	gaogao
emption	0	0	0	0	0	0	0	0	0	0	avanoa
empty	0	0	0	0	0	0	0	0	0	0	gaogao
emulate	0	0	0	0	0	0	1	0	0	0	faataitai
emulsion	0	0	0	0	0	0	0	0	0	0	emulsion
enable	0	0	0	0	0	0	1	0	0	1	mafai
enablement	0	0	0	0	0	0	1	0	0	1	mafai
enact	0	0	0	0	0	0	0	0	0	0	fa'atulafono
enactment	0	0	0	0	0	0	0	0	0	0	tulafono
enamel	0	0	0	0	0	0	0	0	0	0	enamel
encampment	0	0	0	0	0	0	0	0	0	0	toagalauapi
enchant	0	1	0	0	1	0	1	0	1	0	fa'ataulāitu
enchanted	0	0	0	0	1	0	1	0	0	1	fa'ataulāitu
enchanting	0	1	0	0	1	0	1	0	0	0	fa'atauanau
enchantment	0	0	0	0	0	0	0	0	0	0	fa'ataulāitu
encircle	0	0	0	0	0	0	0	0	0	0	li'o
encircling	0	0	0	0	0	0	0	0	0	0	si'omia
enclave	0	0	0	0	0	1	0	0	0	0	fa'anofo
enclose	0	0	0	0	0	0	0	0	0	0	fa'apipi'i
encode	0	0	0	0	0	0	0	0	0	0	fa'ailoga
encompass	0	0	0	0	0	0	0	0	0	0	aofia ai
encore	0	0	0	0	0	0	1	0	0	0	encore
encounter	0	0	0	0	0	0	0	0	0	0	feiloaiga
encourage	0	0	0	0	1	0	1	0	0	1	faamalosiau
encouragement	0	0	0	0	0	0	1	0	0	0	faamalosiau
encroach	0	0	0	0	0	0	0	0	0	0	soli
encroachment	0	0	0	1	0	1	0	0	0	0	soliga
encrypt	0	0	0	0	0	0	0	0	0	0	fa'ailoga
encumbrance	1	0	0	1	0	1	0	1	0	0	fa'alavelave
encyclopedia	0	0	0	0	0	0	1	0	0	1	encyclopedia
end	0	0	0	0	0	0	0	0	0	0	i'uga
endanger	0	1	0	1	0	1	0	0	0	0	lamatia
endangered	0	0	0	1	0	1	0	0	0	0	lamatia
endeavor	0	1	0	0	0	0	1	0	0	0	taumafai
ended	0	0	0	0	0	0	0	0	0	0	mae'a
endemic	0	0	1	1	0	1	0	1	0	0	fa'ama'i
ending	0	0	0	0	0	0	0	0	0	0	fa'ai'uga
endless	1	0	0	1	1	1	1	1	0	1	e le gata
endocarditis	0	0	0	1	0	0	0	1	0	0	endocarditis
endorsement	0	0	0	0	0	0	0	0	0	0	fa'amaoniga
endow	0	0	0	0	0	0	1	0	0	1	faaeega paia
endowed	0	0	0	0	0	0	1	0	0	0	faaeeina
endowment	0	0	0	0	0	0	1	0	0	1	faaeega paia
endpapers	0	0	0	0	0	0	0	0	0	0	pepa faaiu
endpoint	0	0	0	0	0	0	0	0	0	0	fa'ai'uga
endurance	0	0	0	0	0	0	1	0	0	0	tutumau
endure	0	0	0	0	0	0	1	0	0	0	tumau
enema	0	0	1	0	0	0	0	0	0	0	enema
enemy	1	0	1	1	0	1	0	0	0	0	fili
energetic	0	0	0	0	0	0	1	0	0	0	malosi
energy	0	0	0	0	0	0	0	0	0	0	malosi
enforce	1	0	0	1	0	1	1	0	0	0	faamalosia
enforcement	0	0	0	0	0	1	0	0	0	0	faamalosia
engage	0	0	0	0	0	0	0	0	0	0	auai
engaged	0	1	0	0	1	0	1	0	0	1	faamau
engagement	0	0	0	0	0	0	0	0	0	0	faamau
engaging	0	0	0	0	1	0	1	0	0	1	auai
engender	0	0	0	0	0	0	0	0	0	0	fa'atupu
engine	0	0	0	0	0	0	0	0	0	0	afi afi
engineer	0	0	0	0	0	0	0	0	0	0	inisinia
engineering	0	0	0	0	0	0	0	0	0	0	inisinia
engrave	0	0	0	0	0	0	0	0	0	0	togitogiga
engraved	0	0	0	0	0	0	0	0	0	0	togitogia
engraver	0	0	0	0	0	0	0	0	0	0	togitogiga
engraving	0	0	0	0	0	0	0	0	0	0	togitogiga
engrossed	0	0	0	0	0	0	0	0	0	0	fa'anoanoa
engrossing	0	0	0	0	0	0	0	0	0	0	fa'afiafia
engulf	0	1	0	0	0	0	0	0	0	0	lofia
enhance	0	0	0	0	0	0	1	0	0	0	faaleleia
enigma	0	0	0	0	0	0	0	0	0	0	enigma
enigmatic	0	0	0	1	0	1	0	0	0	0	fa'alavelave
enjoin	0	0	0	0	0	0	0	0	0	0	poloai atu
enjoy	0	1	0	0	1	0	1	0	0	1	fiafia
enjoying	0	1	0	0	1	0	1	0	0	1	fiafia
enlarged	0	0	0	0	0	0	0	0	0	0	fa'atele
enlargement	0	0	0	0	0	0	0	0	0	0	fa'ateleina
enlighten	0	0	0	0	1	0	1	0	0	1	fa'amalamalamaina
enlightenment	0	0	0	0	1	0	1	0	0	1	malamalama
enlist	0	0	0	0	0	0	0	0	0	0	lesitala
enliven	0	0	0	0	1	0	1	0	1	1	faaolaola
enmity	1	0	0	1	0	1	0	1	0	0	feitaga'i
enormity	0	0	0	0	0	0	0	0	0	0	tele
enormous	0	0	0	0	0	0	0	0	0	0	tetele
enormously	0	0	0	0	0	0	0	0	0	0	tele lava
enrich	0	0	0	0	0	0	1	0	0	0	fa'atamaoaigaina
enroll	0	1	0	0	0	0	0	0	0	1	lesitala
ensemble	0	0	0	0	0	0	1	0	0	1	fa'apotopotoga
ensign	0	0	0	0	0	0	1	0	0	0	tagavai
enslave	0	0	0	0	0	1	0	0	0	0	faapologaina
enslaved	1	0	1	1	0	1	0	1	0	0	faapologaina
enslavement	0	0	0	0	0	1	0	0	0	0	pologa
ensue	0	0	0	0	0	0	0	0	0	0	mulimuli ane
ensure	0	0	0	0	0	0	0	0	0	0	mautinoa
entail	0	0	0	0	0	0	0	0	0	0	aofia ai
entangled	1	0	1	1	0	1	0	1	0	0	lavelavea
entanglement	0	0	0	0	0	1	0	0	0	0	lavelavea
enter	0	0	0	0	0	0	0	0	0	0	ulufale
enterprise	0	0	0	0	0	0	0	0	0	0	pisinisi
enterprising	0	0	0	0	0	0	1	0	0	0	sogasoga
entertain	0	0	0	0	1	0	1	0	0	0	faafiafia
entertained	0	0	0	0	1	0	1	0	0	0	faafiafiaina
entertaining	0	1	0	0	1	0	1	0	0	0	faafiafia
entertainment	0	1	0	0	1	0	1	0	1	1	faafiafiaga
enthusiasm	0	1	0	0	1	0	1	0	1	0	naunautaiga
enthusiast	0	1	0	0	1	0	1	0	1	0	fiafia
entice	0	0	0	0	0	0	0	0	0	0	faatosina
entire	0	0	0	0	0	0	0	0	0	0	atoa
entirety	0	0	0	0	0	0	0	0	0	0	atoa
entitle	0	0	0	0	0	0	0	0	0	0	aia tatau
entity	0	0	0	0	0	0	0	0	0	0	faalapotopotoga
entomology	0	0	0	0	0	0	0	0	0	0	entomology
entrails	0	0	1	0	0	1	0	0	0	0	totoga
entrance	0	0	0	0	0	0	0	0	0	0	ulufale
entreat	0	0	0	0	0	0	0	0	0	0	ole atu
entree	0	0	0	0	0	0	0	0	0	0	mea'ai
entrepreneur	0	0	0	0	0	0	0	0	0	0	fai pisinisi
entrust	0	0	0	0	0	0	0	0	0	1	tuuina atu
entry	0	0	0	0	0	0	0	0	0	0	ulufale
enumerate	0	0	0	0	0	0	0	0	0	0	faitau
enumeration	0	0	0	0	0	0	0	0	0	0	fa'asologa
envelope	0	0	0	0	0	0	0	0	0	0	teutusi
envious	0	0	0	0	0	1	0	0	0	0	lotoleaga
environ	0	0	0	0	0	0	1	0	0	0	si'osi'omaga
environment	0	0	0	0	0	0	0	0	0	0	siosiomaga
environs	0	0	0	0	0	0	0	0	0	0	si'osi'omaga
envision	0	0	0	0	0	0	0	0	0	0	mafaufau
envoy	0	0	0	0	0	0	0	0	0	0	avefeau
ephemeral	0	0	0	0	0	0	0	0	0	0	epemera
ephemeris	0	0	0	0	0	0	1	0	0	0	ephemeris
epic	0	0	0	0	0	0	1	0	0	0	mata'utia
epidemic	1	1	1	1	0	1	0	1	1	0	fa'ama'i pipisi i se atunu'u
epidermis	0	0	0	0	0	0	0	0	0	0	epidermis
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsy
epilogue	0	0	0	0	0	0	0	0	0	0	epilogue
episcopal	0	0	0	0	0	0	0	0	0	1	episcopal
episode	0	0	0	0	0	0	0	0	0	0	vaega
episodic	0	0	0	0	0	0	0	0	0	0	episodic
epistle	0	0	0	0	0	0	0	0	0	0	tusi
epitaph	0	0	0	0	0	0	0	1	0	0	epitafa
epithet	0	0	0	0	0	0	0	0	0	0	fa'ailoga
epitome	0	0	0	0	0	0	1	0	0	0	fa'ata'ita'iga
epoch	0	0	0	0	0	0	0	0	0	0	vaitaimi
equal	0	0	0	0	0	0	0	0	0	0	tutusa
equality	0	0	0	0	1	0	1	0	0	1	tutusa
equalization	0	0	0	0	0	0	0	0	0	0	tutusa
equalize	0	0	0	0	0	0	0	0	0	0	tutusa
equally	0	0	0	0	0	0	1	0	0	0	tutusa
equate	0	0	0	0	0	0	0	0	0	0	fa'atusa
equation	0	0	0	0	0	0	0	0	0	0	fa'atusa
equator	0	0	0	0	0	0	0	0	0	0	ekueta
equatorial	0	0	0	0	0	0	0	0	0	0	equatorial
equestrian	0	0	0	0	0	0	0	0	0	0	ta'avale solofanua
equidistant	0	0	0	0	0	0	0	0	0	0	tutusa mamao
equilibration	0	0	0	0	0	0	0	0	0	0	paleni
equilibrium	0	0	0	0	0	0	1	0	0	0	paleni
equip	0	0	0	0	0	0	0	0	0	0	faaauupegaina
equipment	0	0	0	0	0	0	0	0	0	0	meafaigaluega
equitable	0	0	0	0	0	0	0	0	0	0	tutusa
equity	0	0	0	0	0	0	1	0	0	0	tutusa
equivalence	0	0	0	0	0	0	0	0	0	0	tutusa
equivalent	0	0	0	0	0	0	0	0	0	0	tutusa
equivocal	0	0	0	0	0	0	0	0	0	0	fa'alilolilo
era	0	0	0	0	0	0	0	0	0	0	vaitaimi
eradicate	1	0	0	0	0	1	0	0	0	0	fa'aumatia
eradication	1	0	1	1	0	1	0	0	0	0	tafiesea
erase	0	0	0	1	0	1	0	0	0	0	tapeina
erasure	0	0	0	0	0	0	0	0	0	0	tapeina
ere	0	0	0	0	0	0	0	0	0	0	muamua
erect	0	0	0	0	0	0	0	0	0	0	tūtū
erection	0	0	0	0	0	0	0	0	0	0	faatuina
ergo	0	0	0	0	0	0	0	0	0	0	ergo
erode	0	0	0	0	0	0	0	0	0	0	tafia
erosion	0	0	0	0	0	1	0	0	0	0	tafia
erotic	0	1	0	0	1	1	1	0	1	1	fa'afeusuaiga
err	0	0	0	0	0	1	0	0	0	0	sese
errand	0	1	0	0	0	0	1	0	0	1	feau
errant	0	0	0	0	0	1	0	0	0	0	sese
erratic	0	0	0	0	0	1	0	0	1	0	fa'aletonu
erratum	0	0	0	0	0	1	0	0	0	0	sese
erroneous	0	0	0	0	0	1	0	0	0	0	sese
error	0	0	0	0	0	1	0	1	0	0	sese
erst	0	0	0	0	0	0	0	0	0	0	muamua
erudite	0	0	0	0	0	0	1	0	0	0	atamai
erupt	1	0	0	0	0	1	0	0	1	0	pa
eruption	1	0	0	1	0	1	0	0	1	0	pa
escalade	0	0	0	0	0	0	0	0	0	0	fa'ateleina
escalate	1	0	0	0	0	1	0	0	0	0	fa'ateleina
escalator	0	0	0	0	0	0	0	0	0	0	escalator
escape	0	1	0	1	0	1	1	0	0	0	sola
escaped	0	0	0	1	0	0	0	0	0	0	sola
escarpment	0	0	0	0	0	0	0	0	0	0	ma'a
eschew	1	0	0	0	0	1	0	1	0	0	alo ese
escort	0	0	0	0	0	0	0	0	0	1	faafeao
esoteric	0	0	0	0	0	0	0	0	0	0	esoteric
especial	0	0	0	0	0	0	0	0	0	0	fa'apitoa
espionage	0	0	0	0	0	1	0	0	0	0	mata'upu
espouse	0	0	0	0	0	0	0	0	0	0	fa'aipoipo
esprit	0	0	0	0	0	0	1	0	0	0	agaga
essay	0	0	0	0	0	0	0	0	0	0	talatala
essayist	0	0	0	0	0	0	0	0	0	0	tusitala
essence	0	0	0	0	0	0	0	0	0	0	ute
