English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maltese Word
curve	0	0	0	0	0	0	0	0	0	0	kurva
curved	0	0	0	0	0	0	0	0	0	0	mgħawweġ
curvilinear	0	0	0	0	0	0	0	0	0	0	kurvilineari
cushion	0	0	0	0	0	0	1	0	0	0	kuxxin
cusp	0	0	0	0	0	0	0	0	0	0	cusp
cussed	1	0	0	0	0	0	0	0	0	0	mħeġġa
custodian	0	0	0	0	0	0	0	0	0	1	kustodju
custody	0	0	0	0	0	0	0	0	0	1	kustodja
custom	0	0	0	0	0	0	0	0	0	0	drawwa
customary	0	0	0	0	0	0	0	0	0	0	drawwa
customer	0	0	0	0	0	0	1	0	0	0	klijent
cut	0	0	0	0	0	0	0	0	0	0	maqtugħa
cutaneous	0	0	0	0	0	0	0	0	0	0	tal-ġilda
cute	0	0	0	0	0	0	1	0	0	0	ħelu
cuticle	0	0	0	0	0	0	0	0	0	0	rita
cutlery	0	0	0	0	0	0	0	0	0	0	pożati
cutter	0	0	0	1	0	1	0	0	0	0	cutter
cutters	0	0	0	0	0	0	1	0	0	0	qtugħ
cutthroat	1	0	0	1	0	1	0	0	0	0	maqtugħin
cutting	1	0	1	1	0	1	0	1	0	0	qtugħ
cuttings	0	0	0	0	0	0	0	0	0	0	qatgħat
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	ċjanur
cycle	0	0	0	0	0	0	0	0	0	0	ċiklu
cyclical	0	0	0	0	0	0	0	0	0	0	ċikliku
cyclist	0	0	0	0	0	0	0	0	0	0	ċiklist
cyclone	0	0	0	1	0	1	0	0	1	0	ċiklun
cylinder	0	0	0	0	0	0	0	0	0	0	ċilindru
cylindrical	0	0	0	0	0	0	0	0	0	0	ċilindriku
cymbal	0	0	0	0	0	0	0	0	0	0	ċimbalu
cynic	0	0	0	0	0	0	0	0	0	0	ċinika
cyst	0	0	0	1	0	1	0	1	0	0	ċista
cystic	0	0	1	0	0	0	0	0	0	0	ċistika
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	ċitomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	ċitoplasma
czar	0	0	0	0	0	0	0	0	0	0	ċzar
dab	0	0	0	0	0	0	0	0	0	0	dab
dabble	0	0	0	0	0	0	0	0	0	0	dabble
dabbling	1	0	1	0	0	1	0	0	0	0	dabbling
dad	0	0	0	0	0	0	0	0	0	0	missier
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	daemon
daft	0	0	1	0	0	1	0	0	0	0	daft
dagger	0	0	0	1	0	1	0	0	0	0	sejf
daily	0	1	0	0	0	0	0	0	0	0	kuljum
dainty	0	0	0	0	0	0	0	0	0	0	ħelu
dairy	0	0	0	0	0	0	0	0	0	0	ħalib
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	dale
dam	0	0	0	0	0	0	0	0	0	0	diga
damage	1	0	1	0	0	1	0	1	0	0	ħsara
damages	0	0	0	0	0	1	0	1	0	0	danni
dame	1	0	1	0	0	0	1	0	0	1	dama
damn	1	0	1	0	0	1	0	0	0	0	kkritikat
damnation	1	0	0	1	0	1	0	1	0	0	damnazzjoni
damned	0	0	0	0	0	1	0	0	0	0	kkritikat
damp	0	0	0	0	0	0	0	0	0	0	niedja
dampened	0	0	0	0	0	0	0	0	0	0	imxarrab
damper	0	0	0	0	0	1	0	0	0	0	umidifikatur
damsel	0	0	0	0	0	0	0	0	0	0	damsel
dance	0	0	0	0	1	0	1	0	0	1	żfin
dancer	0	0	0	0	0	0	0	0	0	0	żeffien
dandruff	0	0	0	0	0	1	0	0	0	0	brija
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	periklu
dangerous	0	0	0	1	0	1	0	0	0	0	perikolużi
dangle	0	0	0	0	0	0	0	0	0	0	dangle
dank	0	0	1	0	0	0	0	0	0	0	mxarrba
dapper	0	0	0	0	0	0	0	0	0	0	dapper
dare	0	1	0	0	0	0	0	0	0	1	DARE
daring	0	0	0	0	0	0	1	0	0	0	awdaċi
dark	0	0	0	0	0	0	0	1	0	0	skur
darken	0	0	0	1	0	1	0	1	0	0	jiskura
darkened	0	0	0	1	0	1	0	1	0	0	mudlam
darkly	0	0	0	0	0	0	0	0	0	0	dlam
darkness	1	0	0	1	0	1	0	1	0	0	dlam
darling	0	0	0	0	1	0	1	0	0	1	ħanini
darn	0	0	0	0	0	0	0	0	0	0	darn
dart	0	0	0	1	0	0	0	0	0	0	dart
dash	0	0	0	0	0	0	0	0	0	0	sing
dashboard	0	0	0	0	0	0	0	0	0	0	dashboard
dashed	1	0	0	1	0	1	0	1	0	0	dashed
dashing	0	0	0	0	0	0	1	0	0	0	dashing
dastardly	1	0	1	1	0	1	0	0	0	0	mimli
data	0	0	0	0	0	0	0	0	0	0	data
database	0	0	0	0	0	0	0	0	0	0	database
date	0	0	0	0	0	0	0	0	0	0	data
daughter	0	0	0	0	1	0	1	0	0	0	bint
dawn	0	1	0	0	1	0	1	0	1	1	bidunett
day	0	0	0	0	0	0	0	0	0	0	jum
daybreak	0	0	0	0	0	0	0	0	0	0	bidu ta’ jum
daydreaming	0	0	0	0	0	0	0	0	0	0	ħolm bi nhar
daze	0	0	0	0	0	0	0	0	0	0	daze
dazed	0	0	0	0	0	1	0	0	0	0	tħawwad
dazzling	0	0	0	0	0	0	0	0	0	0	tgħammix
deacon	0	0	0	0	0	0	0	0	0	1	djaknu
deactivate	0	0	0	0	0	1	0	0	0	0	iddiżattiva
deadlock	0	0	0	0	0	1	0	0	0	0	staġnar
deadly	1	0	1	1	0	1	0	1	0	0	fatali
deafening	0	0	0	0	0	0	0	0	0	0	torda
deafness	0	0	0	0	0	0	0	0	0	0	truxija
deal	0	1	0	0	1	0	1	0	1	1	jittrattaw
dealer	0	0	0	0	0	0	0	0	0	0	negozjant
dealing	0	0	0	0	0	0	0	0	0	0	jittrattaw
dealings	0	0	0	0	0	0	0	0	0	1	negozjati
dean	0	0	0	0	0	0	0	0	0	0	dekan
dear	0	0	0	0	0	0	1	0	0	0	għażiż
dearth	0	0	0	0	0	0	0	0	0	0	in-nuqqas
death	1	1	1	1	0	1	0	1	1	0	mewt
debacle	0	0	0	1	0	1	0	1	0	0	debacle
debatable	0	0	0	0	0	0	0	0	0	0	dibattibbli
debate	0	0	0	0	0	0	1	0	0	0	dibattitu
debauchery	0	0	1	1	0	1	0	0	0	0	debauchery
debenture	0	1	0	0	0	0	0	0	0	0	obbligazzjoni
debit	0	0	0	0	0	0	0	0	0	0	debitu
debris	0	0	1	0	0	1	0	0	0	0	debris
debt	0	0	0	0	0	1	0	1	0	0	dejn
debtor	0	0	0	0	0	1	0	0	0	0	debitur
debut	0	0	0	0	0	0	0	0	0	0	id-debutt
decade	0	0	0	0	0	0	0	0	0	0	għaxar snin
decanter	0	0	0	0	0	0	0	0	0	0	decanter
decay	0	0	0	1	0	1	0	1	0	0	tmermir
decayed	0	0	1	0	0	1	0	1	0	0	mħassra
deceased	0	0	0	0	0	1	0	1	0	0	mejjet
deceit	1	0	1	1	0	1	0	1	1	0	qerq
deceitful	0	0	1	0	0	1	0	1	0	0	qarrieqa
deceive	1	0	1	0	0	1	0	1	0	0	iqarraq
deceived	1	0	0	0	0	1	0	0	0	0	mqarrqa
deceiving	0	0	0	0	0	1	0	0	0	1	tqarraq
decency	0	0	0	0	0	0	1	0	0	0	diċenza
decent	0	0	0	0	0	0	1	0	0	0	deċenti
deception	0	0	0	0	0	1	0	0	0	0	qerq
deceptive	0	0	0	0	0	1	0	0	0	0	qarrieqa
decidedly	0	0	0	0	0	0	0	0	0	0	deċiżament
deciduous	0	0	0	0	0	0	0	0	0	0	jwaqqgħu l-weraq
decimal	0	0	0	0	0	0	0	0	0	0	deċimali
decipher	0	0	0	0	0	0	0	0	0	0	jiddeċifraw
decision	0	0	0	0	0	0	0	0	0	0	deċiżjoni
decisive	0	0	0	0	0	0	0	0	0	0	deċiżiv
deck	0	0	0	0	0	0	0	0	0	0	gverta
declaration	0	0	0	0	0	0	0	0	0	0	dikjarazzjoni
declaratory	0	0	0	0	0	0	1	0	0	0	dikjaratorju
declare	0	0	0	0	0	0	0	0	0	0	tiddikjara
declination	0	0	0	0	0	1	0	0	0	0	deklinazzjoni
decline	0	0	0	0	0	1	0	0	0	0	tnaqqis
declining	0	0	0	0	0	1	0	0	0	0	jonqos
decompose	0	0	1	0	0	0	0	0	0	0	jiddekomponu
decomposed	0	0	0	0	0	0	0	1	0	0	dekompost
decomposition	0	0	1	1	0	1	0	1	0	0	dekompożizzjoni
decorate	0	0	0	0	0	0	0	0	0	0	iżejnu
decoration	0	0	0	0	0	0	0	0	0	0	dekorazzjoni
decorum	0	0	0	0	0	0	0	0	0	0	dekorum
decoy	0	0	0	0	0	0	0	0	1	0	sejjer
decrease	0	0	0	0	0	1	0	0	0	0	tnaqqis
decreased	0	0	0	0	0	0	0	0	0	0	naqas
decreasing	0	0	0	0	0	0	0	0	0	0	jonqos
decree	0	0	0	0	0	0	0	0	0	0	digriet
decrement	0	0	0	0	0	1	0	0	0	0	tnaqqis
decrepit	0	0	0	0	0	1	0	0	0	0	dekrepit
decry	1	0	0	0	0	1	0	0	0	0	decry
dedication	0	0	0	0	0	0	1	0	0	0	dedikazzjoni
deduce	0	0	0	0	0	0	0	0	0	0	jiddeduċi
deduct	0	0	0	0	0	1	0	0	0	0	tnaqqas
deduction	0	0	0	0	0	0	0	0	0	0	tnaqqis
deed	0	0	0	0	0	0	0	0	0	1	att
deepen	0	0	0	0	0	0	0	0	0	0	tapprofondixxi
deer	0	0	0	0	0	0	0	0	0	0	ċriev
defamation	0	0	1	1	0	1	0	0	0	0	malafama
defamatory	1	0	0	0	0	1	0	0	0	0	malafamanti
default	0	0	1	1	0	1	0	1	0	0	default
defeat	0	0	0	0	0	1	0	0	0	0	telfa
defeated	0	0	0	0	0	1	0	1	0	0	megħlub
defect	1	0	0	0	0	1	0	0	0	0	difett
defection	0	0	0	1	0	1	0	0	0	0	defezzjoni
defective	0	0	1	0	0	1	0	0	0	0	difettuż
defend	0	0	0	1	0	0	1	0	0	0	jiddefendu
defendant	1	0	0	1	0	0	0	1	0	0	konvenut
defended	0	0	0	0	0	0	1	0	0	1	iddefendiet
defender	0	0	0	0	0	0	1	0	0	1	difensur
defending	0	0	0	0	0	0	1	0	0	0	tiddefendi
defense	1	1	0	1	0	0	1	0	0	0	difiża
defenseless	0	0	0	1	0	1	0	1	0	0	bla difiża
defensible	0	0	0	0	0	0	0	0	0	0	difiżibbli
defensive	0	0	0	0	0	0	0	0	0	0	difensiv
defer	0	0	0	0	0	0	0	0	0	0	tiddifferixxi
deference	0	0	0	0	0	0	1	0	0	1	deferenza
deferral	0	0	0	0	0	1	0	0	0	0	differiment
deferring	0	0	0	0	0	0	0	0	0	0	deferiment
defiance	1	0	1	1	0	1	0	0	0	0	sfida
defiant	1	0	0	0	0	1	0	0	0	0	sfidanti
deficiency	0	0	0	0	0	1	0	0	0	0	defiċjenza
deficit	0	0	0	0	0	1	0	0	0	0	defiċit
define	0	0	0	0	0	0	0	0	0	0	tiddefinixxi
defined	0	0	0	0	0	0	0	0	0	0	definiti
definition	0	0	0	0	0	0	0	0	0	0	definizzjoni
definitive	0	0	0	0	0	0	1	0	0	1	definittiva
deflate	1	0	0	0	0	1	0	1	0	0	deflate
deflation	0	0	0	1	0	1	0	0	0	0	deflazzjoni
deflect	0	0	0	0	0	0	0	0	0	0	jiddevja
deflection	0	0	0	0	0	0	0	0	0	0	deflessjoni
defloration	0	0	0	0	0	0	0	0	0	0	deflorazzjoni
deform	0	0	1	0	0	1	0	0	0	0	jiddeforma
deformed	0	0	1	0	0	1	0	1	0	0	deformat
deformity	0	0	1	1	0	1	0	1	0	0	deformità
defraud	1	0	1	0	0	1	0	0	0	0	frodi
defray	0	0	0	0	0	0	0	0	0	0	iħallas
deft	0	0	0	0	0	0	0	0	0	0	deft
defunct	0	0	0	0	0	1	0	1	0	0	defunt
defy	1	0	0	1	0	1	0	1	1	0	jisfidaw
degeneracy	1	0	1	0	0	1	0	1	0	0	deġenerazzjoni
degenerate	0	0	0	0	0	1	0	0	0	0	jiddeġenera
degeneration	0	0	0	0	0	0	0	0	0	0	deġenerazzjoni
degradation	0	0	0	0	0	1	0	0	0	0	degradazzjoni
degrade	0	0	1	0	0	1	0	0	0	0	jiddegradaw
degrading	0	0	1	1	0	1	0	1	0	0	degradanti
degree	0	0	0	0	0	0	1	0	0	0	grad
dehydrated	0	0	0	0	0	0	0	0	0	0	deidratat
delay	1	0	1	1	0	1	0	1	0	0	dewmien
delayed	0	0	0	0	0	1	0	0	0	0	ittardjata
delectable	0	0	0	0	0	0	1	0	0	0	delectable
delegate	0	0	0	0	0	0	1	0	0	1	delegat
delegation	0	0	0	0	0	0	0	0	0	0	delegazzjoni
deleterious	1	0	1	1	0	1	0	0	0	0	ta' ħsara
deletion	0	0	0	0	0	1	0	0	0	0	tħassir
deliberate	0	0	0	0	0	0	1	0	0	0	intenzjonat
deliberation	0	0	0	0	0	0	0	0	0	0	deliberazzjoni
deliberative	0	0	0	0	0	0	0	0	0	0	deliberattiv
delicacy	0	0	0	0	0	0	0	0	0	0	Ħelwa
delicious	0	0	0	0	1	0	1	0	0	0	Delicious
delight	0	1	0	0	1	0	1	0	0	0	pjaċir
delighted	0	1	0	0	1	0	1	0	1	0	ferħan
delightful	0	1	0	0	1	0	1	0	0	1	delightful
delineate	0	0	0	0	0	0	0	0	0	0	jiddelinejaw
delineation	0	0	0	0	0	0	0	0	0	0	delineazzjoni
delinquency	0	0	0	0	0	1	0	0	0	0	delinkwenza
delinquent	1	0	1	0	0	1	0	0	0	0	delinkwenti
delirious	0	0	0	0	0	1	0	1	0	0	delirjuż
delirium	0	0	1	0	0	1	0	1	0	0	delirju
deliverance	0	1	0	0	1	0	1	0	0	1	ħelsien
delivery	0	1	0	0	0	0	1	0	0	0	kunsinna
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	pataflun
delusion	1	0	0	1	0	1	0	1	0	0	delużjoni
delusional	1	0	0	1	0	1	0	0	0	0	delużjonali
delve	0	0	0	0	0	0	0	0	0	0	jidħol
demand	1	0	0	0	0	1	0	0	0	0	domanda
demanding	0	0	0	0	0	1	0	0	0	0	esiġenti
demeanor	0	0	0	0	0	0	0	0	0	0	imġiba
demented	0	0	0	1	0	1	0	0	0	0	dementata
dementia	0	0	0	1	0	1	0	1	0	0	dimenzja
demise	0	0	0	1	0	1	0	1	0	0	mewt
democracy	0	0	0	0	0	0	1	0	0	0	demokrazija
democrat	0	0	0	0	0	0	0	0	0	0	demokratiku
demolish	1	0	0	0	0	1	0	1	0	0	twaqqa’
demolition	0	0	0	0	0	1	0	0	0	0	twaqqigħ
demon	1	0	1	1	0	1	0	1	0	0	dimostrazzjoni
demonic	1	0	1	1	0	1	0	1	0	0	demoniku
demonstrable	0	0	0	0	0	0	1	0	0	0	dimostrabbli
demonstrate	0	0	0	0	0	0	0	0	0	0	juri
demonstrated	0	0	0	0	0	0	0	0	0	0	murija
demonstrating	0	0	0	0	0	0	0	0	0	0	juri
demonstration	0	0	0	0	0	0	0	0	0	0	dimostrazzjoni
demonstrative	0	0	0	0	1	0	1	1	0	0	dimostrattiv
demonstrator	0	0	0	0	0	0	0	0	0	0	dimostratur
demoralized	0	0	0	1	0	1	0	1	0	0	demoralizzat
demos	0	0	0	0	0	0	0	0	0	0	demos
den	0	0	0	0	0	0	0	0	0	0	den
denial	0	0	0	0	0	1	0	0	0	0	ċaħda
denied	0	0	0	0	0	1	0	1	0	0	miċħuda
denomination	0	0	0	0	0	0	0	0	0	0	denominazzjoni
denominational	0	0	0	0	0	0	0	0	0	0	denominazzjonali
denominator	0	0	0	0	0	0	0	0	0	0	denominatur
denote	0	0	0	0	0	0	0	0	0	0	jindikaw
denounce	1	0	1	0	0	1	0	0	0	0	jiddenunzja
dense	0	0	0	0	0	0	0	0	0	0	dens
density	0	0	0	0	0	0	0	0	0	0	densità
dent	0	0	0	0	0	0	0	0	0	0	dent
dentistry	0	0	0	1	0	0	0	0	0	0	dentistrija
denunciation	1	0	1	1	0	1	0	0	0	0	denunzja
deny	1	0	0	0	0	1	0	0	0	0	jiċħad
denying	0	1	0	0	0	1	0	0	0	0	tiċħad
deodorant	0	0	0	0	0	0	0	0	0	0	deodorant
depart	0	1	0	0	0	0	0	1	0	0	jitlaq
departed	0	0	0	0	0	1	0	1	0	0	telaq
department	0	0	0	0	0	0	0	0	0	0	dipartiment
departure	0	0	0	0	0	1	0	1	0	0	tluq
depend	0	1	0	0	0	0	0	0	0	1	jiddependu
dependant	0	0	0	0	0	0	0	0	0	0	dipendenti
dependence	0	0	0	1	0	1	0	1	0	0	dipendenza
dependency	0	0	0	0	0	1	0	0	0	0	dipendenza
dependent	0	0	0	0	0	1	1	0	0	1	dipendenti
depict	0	0	0	0	0	0	0	0	0	0	juru
depicting	0	0	0	0	0	0	0	0	0	0	turi
depletion	0	0	0	0	0	0	0	0	0	0	tnaqqis
deplorable	1	0	1	1	0	1	0	1	0	0	deplorevoli
deplore	1	0	1	0	0	1	0	1	0	0	jiddeplora
deploy	0	0	0	0	0	0	0	0	0	0	tiskjera
deport	0	0	0	1	0	1	0	1	0	0	deport
deportation	1	0	0	1	0	1	0	1	0	0	deportazzjoni
deposit	0	0	0	0	0	0	0	0	0	0	depożitu
depositary	0	0	0	0	0	0	0	0	0	0	depożitarju
deposition	0	0	0	0	0	0	0	0	0	0	depożizzjoni
depository	0	0	0	0	0	0	0	0	0	1	depożitarju
depot	0	0	0	0	0	0	0	0	0	0	maħżen
depraved	1	1	1	1	0	1	0	1	0	0	depravat
depravity	1	0	1	0	0	1	0	0	0	0	depravazzjoni
depreciate	1	0	1	0	0	1	0	0	0	0	jiddeprezzaw
depreciated	1	0	1	1	0	1	0	1	0	0	deprezzat
depreciation	0	0	0	1	0	1	0	0	0	0	deprezzament
depress	0	0	0	1	0	1	0	1	0	0	agħfas
depressed	1	0	0	1	0	1	0	1	0	0	depressi
depressing	0	0	1	0	0	1	0	1	0	0	deprimenti
depression	0	0	0	0	0	1	0	1	0	0	dipressjoni
depressive	0	0	0	0	0	1	0	1	0	0	depressiv
deprivation	1	0	1	1	0	1	0	1	0	0	deprivazzjoni
depth	0	0	0	0	0	0	1	0	0	1	fond
deputy	0	0	0	0	0	0	0	0	0	1	deputat
derail	0	0	0	0	0	0	0	0	0	0	derail
deranged	1	0	1	1	0	1	0	0	0	0	imqalleb
derelict	0	0	0	0	0	1	0	0	0	0	mitluq
derision	1	0	1	0	0	1	0	0	0	0	deriżjoni
derivation	0	0	0	0	0	0	0	0	0	0	derivazzjoni
derivative	0	0	0	0	0	0	0	0	0	0	derivattiv
derive	0	0	0	0	0	0	0	0	0	0	jidderiva
dermal	0	0	0	0	0	0	0	0	0	0	dermali
dermatologist	0	0	0	0	0	0	0	0	0	1	dermatologu
dermatology	0	0	0	0	0	0	0	0	0	0	dermatoloġija
derogation	1	0	1	1	0	1	0	1	0	0	deroga
derogatory	1	0	1	1	0	1	0	1	0	0	derogatorju
descend	0	0	0	0	0	0	0	0	0	0	jinżel
descendant	0	0	0	0	0	0	0	0	0	0	dixxendent
descendent	0	0	0	0	0	0	0	0	0	0	dixxendent
descending	0	0	0	0	0	0	0	0	0	0	dixxendenti
descent	0	0	0	1	0	0	0	1	0	0	dixxendenza
describe	0	0	0	0	0	0	0	0	0	0	iddeskrivi
description	0	0	0	0	0	0	0	0	0	0	deskrizzjoni
descriptive	0	0	0	0	0	0	1	0	0	0	deskrittiv
desecration	1	0	1	1	0	1	0	1	0	0	profanazzjoni
desert	1	0	1	1	0	1	0	1	0	0	deżert
deserted	1	0	1	1	0	1	0	1	0	0	abbandunat
desertion	0	0	0	0	0	1	0	0	0	0	deżert
deserve	1	1	0	0	0	0	1	0	0	1	jixirqilhom
deserved	0	0	0	0	0	0	1	0	0	0	mistħoqqa
deserving	0	0	0	0	0	0	0	0	0	0	ħaqqhom
design	0	0	0	0	0	0	0	0	0	0	disinn
designate	0	0	0	0	0	0	0	0	0	0	innominat
designation	0	0	0	0	0	0	0	0	0	1	nomina
designed	0	0	0	0	0	0	0	0	0	0	ddisinjat
designer	0	0	0	0	0	0	1	0	0	0	disinjatur
designing	0	0	0	0	0	0	0	0	0	0	tfassil
desirability	0	0	0	0	0	0	0	0	0	0	xewqa
desirable	0	0	0	0	0	0	1	0	0	0	mixtieq
desiring	0	0	0	0	0	0	1	0	0	0	jixtiequ
desirous	0	0	0	0	0	0	1	0	0	0	xewqana
desist	1	0	1	0	0	1	0	0	0	0	nieqes
desk	0	0	0	0	0	0	0	0	0	0	skrivanija
desolation	0	0	0	1	0	1	0	1	0	0	desolazzjoni
despair	1	0	1	1	0	1	0	1	0	0	disprament
despairing	0	0	0	1	0	1	0	1	0	0	disprament
despatch	0	0	0	0	0	0	0	0	0	0	dispaċċ
desperate	0	0	0	0	0	1	0	0	0	0	iddisprat
desperation	0	0	0	0	0	0	0	0	0	0	id-disprazzjoni
despicable	1	0	1	0	0	1	0	0	0	0	jistmellu
despise	1	0	1	0	0	1	0	0	0	0	tiddisprezza
despotic	0	0	0	1	0	1	0	0	0	0	despotiku
despotism	1	0	1	1	0	1	0	1	0	0	despotiżmu
dessert	0	0	0	0	0	0	0	0	0	0	deżerta
destination	0	1	0	1	1	0	1	1	1	0	destinazzjoni
destined	0	1	0	0	0	0	0	0	0	0	destinati
destiny	0	0	0	0	0	0	0	0	0	0	id-destin
destitute	0	0	0	1	0	1	0	1	0	0	nieqes
destroyed	1	0	0	1	0	1	0	1	0	0	meqruda
destroyer	1	0	0	1	0	1	0	0	0	0	qerrieda
destroying	1	0	0	1	0	1	0	1	0	0	jeqirdu
destruction	1	0	0	0	0	1	0	0	0	0	qerda
destructive	1	0	1	1	0	1	0	0	0	0	distruttiv
detach	0	0	0	0	0	0	0	0	0	0	aqla’
detached	0	0	0	0	0	0	0	0	0	0	maqlugħ
detachment	0	0	0	0	0	1	0	0	0	0	distakkament
detail	0	0	0	0	0	0	0	0	0	0	dettall
details	0	0	0	0	0	0	0	0	0	0	dettalji
detain	0	0	0	0	0	1	0	0	0	0	iżżomm
detainee	1	1	0	1	0	1	0	1	0	0	detenut
detect	0	0	0	0	0	0	1	0	0	0	tiskopri
detectable	0	0	0	0	0	0	0	0	0	0	jinstabu
detection	0	0	0	0	0	0	1	0	0	0	skoperta
detective	0	0	0	0	0	0	0	0	0	0	ditektif
detector	0	0	0	0	0	0	0	0	0	0	ditekter
detention	0	0	0	0	0	1	0	1	0	0	detenzjoni
deter	0	0	0	0	0	0	0	0	0	0	tiskoraġġixxi
detergent	0	0	0	0	0	0	0	0	0	0	deterġent
deteriorate	0	0	0	1	0	1	0	1	0	0	tiddeterjora
deteriorated	0	0	1	0	0	1	0	1	0	0	iddeterjorat
deterioration	1	0	1	1	0	1	0	1	0	0	deterjorazzjoni
determinable	0	0	0	0	0	0	0	0	0	0	determinabbli
determinate	0	1	0	0	0	0	0	0	0	1	determinat
determination	0	0	0	0	0	0	1	0	0	1	determinazzjoni
determined	0	0	0	0	0	0	1	0	0	0	determinat
detest	1	0	1	0	0	1	0	0	0	0	iddetesta
detonate	0	0	0	1	0	1	0	0	1	0	tisplodi
detonation	1	0	0	0	0	0	0	0	0	0	detonazzjoni
detour	0	0	0	0	0	0	0	0	0	0	dawra
detract	1	0	0	0	0	1	0	0	0	0	inaqqas
detriment	0	0	0	0	0	1	0	0	0	0	detriment
detrimental	0	0	0	0	0	1	0	0	0	0	detrimentali
detritus	0	0	0	0	0	1	0	0	0	0	detritus
deuce	0	0	0	0	0	0	0	0	0	0	deuce
devastate	1	0	0	1	0	1	0	1	0	0	qerdu
devastating	1	0	1	1	0	1	0	1	0	1	devastanti
devastation	1	0	0	1	0	1	0	1	1	0	devastazzjoni
develop	0	1	0	0	0	0	1	0	0	0	tiżviluppa
developing	0	0	0	0	0	0	0	0	0	0	jiżviluppaw
development	0	0	0	0	0	0	0	0	0	0	żvilupp
deviate	0	0	0	0	0	0	0	0	0	0	jiddevja
deviating	0	0	0	0	0	0	0	0	0	0	jiddevja
deviation	0	0	0	0	0	0	0	1	0	0	devjazzjoni
device	0	0	0	0	0	0	0	0	0	0	apparat
devil	1	1	1	1	0	1	0	1	0	0	xitan
devilish	0	0	1	1	0	1	0	0	0	0	devilish
devious	0	0	0	0	0	1	0	0	0	0	devious
devise	0	0	0	0	0	0	0	0	0	0	ifassal
devoid	0	0	0	0	0	0	0	0	0	0	nieqsa
devolution	0	0	0	0	0	1	0	0	0	0	devoluzzjoni
devolve	0	0	0	0	0	0	0	0	0	0	jiddevolvu
devote	0	0	0	0	0	0	0	0	0	0	jiddedika
devotee	0	0	0	0	0	0	0	0	0	0	devot
devotional	0	0	0	0	0	0	1	0	0	1	devozzjonali
devour	0	0	0	0	0	1	0	0	0	0	devour
devout	0	1	0	0	1	0	1	0	0	1	devot
dew	0	0	0	0	0	0	0	0	0	0	nida
dexter	0	0	0	0	0	0	0	0	0	0	dexter
dexterity	0	0	0	0	0	0	1	0	0	0	destrezza
dextrose	0	0	0	0	0	0	0	0	0	0	destrożju
diabolical	1	0	1	1	0	1	0	0	0	0	diabolika
diagnosis	0	1	0	1	0	1	0	0	0	1	dijanjosi
diagnostic	0	0	0	0	0	0	0	0	0	0	dijanjostiku
diagnostics	0	0	0	0	0	0	0	0	0	0	dijanjostiċi
diagram	0	0	0	0	0	0	0	0	0	0	dijagramma
dial	0	0	0	0	0	0	0	0	0	0	arloġġ
dialect	0	0	0	0	0	0	0	0	0	0	djalett
dialectic	0	0	0	0	0	0	0	0	0	0	djalettika
dialogue	0	0	0	0	0	0	0	0	0	0	djalogu
diameter	0	0	0	0	0	0	0	0	0	0	dijametru
diamond	0	0	0	0	1	0	1	0	0	0	djamant
diamonds	0	0	0	0	0	0	0	0	0	0	djamanti
diaper	0	0	1	0	0	0	0	0	0	0	ħrieqi
diaphragm	0	0	0	0	0	0	0	0	0	0	dijaframma
diarrhoea	0	0	1	0	0	0	0	0	0	0	dijarea
diary	0	0	0	0	1	0	1	0	0	1	djarju
diatribe	1	0	1	0	0	1	0	0	0	0	dijatriba
dice	0	0	0	0	0	0	0	0	0	0	dadi
dichotomous	0	0	0	0	0	0	0	0	0	0	dikotomika
dichotomy	0	0	0	0	0	0	0	0	0	0	dikotomija
dictate	0	0	0	0	0	0	0	0	0	0	jiddettaw
dictation	0	0	0	0	0	0	0	0	0	0	dettatura
dictator	0	0	0	1	0	1	0	0	0	0	dittatur
dictatorial	1	0	0	0	0	1	0	0	0	0	dittatorjali
dictatorship	1	1	1	1	0	1	0	1	0	0	dittatorjat
diction	0	0	0	0	0	0	0	0	0	0	dizzjoni
dictionary	0	0	0	0	0	0	1	0	0	1	dizzjunarju
dictum	0	0	0	0	0	0	0	0	0	1	dettatura
didactic	0	0	0	0	0	0	1	0	0	0	didattiku
die	0	0	0	1	0	1	0	1	0	0	imutu
diet	0	0	0	0	0	0	0	0	0	0	dieta
dietary	0	1	0	0	0	0	1	0	0	0	tad-dieta
differ	0	0	0	0	0	0	0	0	0	0	differenti
difference	0	0	0	0	0	0	0	0	0	0	differenza
differences	0	0	0	0	0	0	0	0	0	0	differenzi
differential	0	0	0	0	0	0	0	0	0	1	differenzjali
differentiation	0	0	0	0	0	0	0	0	0	0	differenzazzjoni
differently	0	0	0	0	0	0	0	0	1	0	differenti
