English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hmong Word
delay	1	0	1	1	0	1	0	1	0	0	ncua
delayed	0	0	0	0	0	1	0	0	0	0	ncua
delectable	0	0	0	0	0	0	1	0	0	0	noj qab nyob zoo
delegate	0	0	0	0	0	0	1	0	0	1	tus sawv cev
delegation	0	0	0	0	0	0	0	0	0	0	pawg neeg sawv cev
deleterious	1	0	1	1	0	1	0	0	0	0	deleterious
deletion	0	0	0	0	0	1	0	0	0	0	kev tshem tawm
deliberate	0	0	0	0	0	0	1	0	0	0	txhob txwm
deliberation	0	0	0	0	0	0	0	0	0	0	kev txiav txim siab
deliberative	0	0	0	0	0	0	0	0	0	0	kev xav
delicacy	0	0	0	0	0	0	0	0	0	0	noj qab heev
delicious	0	0	0	0	1	0	1	0	0	0	qab
delight	0	1	0	0	1	0	1	0	0	0	zoo siab
delighted	0	1	0	0	1	0	1	0	1	0	zoo siab
delightful	0	1	0	0	1	0	1	0	0	1	zoo siab
delineate	0	0	0	0	0	0	0	0	0	0	piav qhia
delineation	0	0	0	0	0	0	0	0	0	0	delineation
delinquency	0	0	0	0	0	1	0	0	0	0	kev ua phem
delinquent	1	0	1	0	0	1	0	0	0	0	ua phem
delirious	0	0	0	0	0	1	0	1	0	0	npau taws
delirium	0	0	1	0	0	1	0	1	0	0	delirium
deliverance	0	1	0	0	1	0	1	0	0	1	kev cawmdim
delivery	0	1	0	0	0	0	1	0	0	0	kev xa khoom
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	dej nyab
delusion	1	0	0	1	0	1	0	1	0	0	kev dag ntxias
delusional	1	0	0	1	0	1	0	0	0	0	kev dag ntxias
delve	0	0	0	0	0	0	0	0	0	0	delve ua
demand	1	0	0	0	0	1	0	0	0	0	xav tau
demanding	0	0	0	0	0	1	0	0	0	0	xav tau
demeanor	0	0	0	0	0	0	0	0	0	0	tus cwj pwm
demented	0	0	0	1	0	1	0	0	0	0	demented
dementia	0	0	0	1	0	1	0	1	0	0	dementia
demise	0	0	0	1	0	1	0	1	0	0	tuag
democracy	0	0	0	0	0	0	1	0	0	0	kev cai ywj pheej
democrat	0	0	0	0	0	0	0	0	0	0	democrat
demolish	1	0	0	0	0	1	0	1	0	0	rhuav tshem
demolition	0	0	0	0	0	1	0	0	0	0	kev rhuav tshem
demon	1	0	1	1	0	1	0	1	0	0	dab
demonic	1	0	1	1	0	1	0	1	0	0	dab phem
demonstrable	0	0	0	0	0	0	1	0	0	0	ua qauv qhia
demonstrate	0	0	0	0	0	0	0	0	0	0	ua qauv qhia
demonstrated	0	0	0	0	0	0	0	0	0	0	ua qauv qhia
demonstrating	0	0	0	0	0	0	0	0	0	0	ua qauv qhia
demonstration	0	0	0	0	0	0	0	0	0	0	kev ua qauv qhia
demonstrative	0	0	0	0	1	0	1	1	0	0	ua qauv qhia
demonstrator	0	0	0	0	0	0	0	0	0	0	ua qauv qhia
demoralized	0	0	0	1	0	1	0	1	0	0	demoralized
demos	0	0	0	0	0	0	0	0	0	0	demos
den	0	0	0	0	0	0	0	0	0	0	lub tsev
denial	0	0	0	0	0	1	0	0	0	0	tsis kam lees
denied	0	0	0	0	0	1	0	1	0	0	tsis kam
denomination	0	0	0	0	0	0	0	0	0	0	npe
denominational	0	0	0	0	0	0	0	0	0	0	pawg ntseeg
denominator	0	0	0	0	0	0	0	0	0	0	tus lej
denote	0	0	0	0	0	0	0	0	0	0	npe
denounce	1	0	1	0	0	1	0	0	0	0	tsis hais
dense	0	0	0	0	0	0	0	0	0	0	ntom
density	0	0	0	0	0	0	0	0	0	0	ceev
dent	0	0	0	0	0	0	0	0	0	0	khoov
dentistry	0	0	0	1	0	0	0	0	0	0	kev kho hniav
denunciation	1	0	1	1	0	1	0	0	0	0	kev denunciation
deny	1	0	0	0	0	1	0	0	0	0	tsis kam
denying	0	1	0	0	0	1	0	0	0	0	tsis kam
deodorant	0	0	0	0	0	0	0	0	0	0	deodorant
depart	0	1	0	0	0	0	0	1	0	0	tawm mus
departed	0	0	0	0	0	1	0	1	0	0	tawm mus
department	0	0	0	0	0	0	0	0	0	0	chav haujlwm
departure	0	0	0	0	0	1	0	1	0	0	tawm mus
depend	0	1	0	0	0	0	0	0	0	1	nyob ntawm
dependant	0	0	0	0	0	0	0	0	0	0	nyob
dependence	0	0	0	1	0	1	0	1	0	0	kev vam meej
dependency	0	0	0	0	0	1	0	0	0	0	kev vam khom
dependent	0	0	0	0	0	1	1	0	0	1	nyob
depict	0	0	0	0	0	0	0	0	0	0	piav txog
depicting	0	0	0	0	0	0	0	0	0	0	piav txog
depletion	0	0	0	0	0	0	0	0	0	0	kev poob qis
deplorable	1	0	1	1	0	1	0	1	0	0	zoo siab
deplore	1	0	1	0	0	1	0	1	0	0	deplore
deploy	0	0	0	0	0	0	0	0	0	0	xa mus
deport	0	0	0	1	0	1	0	1	0	0	xa tawm
deportation	1	0	0	1	0	1	0	1	0	0	kev xa tawm
deposit	0	0	0	0	0	0	0	0	0	0	tso nyiaj
depositary	0	0	0	0	0	0	0	0	0	0	tso nyiaj
deposition	0	0	0	0	0	0	0	0	0	0	tso nyiaj
depository	0	0	0	0	0	0	0	0	0	1	kev tso nyiaj
depot	0	0	0	0	0	0	0	0	0	0	depot
depraved	1	1	1	1	0	1	0	1	0	0	ua phem
depravity	1	0	1	0	0	1	0	0	0	0	kev ua phem
depreciate	1	0	1	0	0	1	0	0	0	0	txo nqi
depreciated	1	0	1	1	0	1	0	1	0	0	depreciated
depreciation	0	0	0	1	0	1	0	0	0	0	nqi depreciation
depress	0	0	0	1	0	1	0	1	0	0	nyuaj siab
depressed	1	0	0	1	0	1	0	1	0	0	nyuaj siab
depressing	0	0	1	0	0	1	0	1	0	0	kev nyuaj siab
depression	0	0	0	0	0	1	0	1	0	0	kev nyuaj siab
depressive	0	0	0	0	0	1	0	1	0	0	kev nyuaj siab
deprivation	1	0	1	1	0	1	0	1	0	0	kev poob qis
depth	0	0	0	0	0	0	1	0	0	1	qhov tob
deputy	0	0	0	0	0	0	0	0	0	1	tus thawj coj
derail	0	0	0	0	0	0	0	0	0	0	derail
deranged	1	0	1	1	0	1	0	0	0	0	ua tsis taus pa
derelict	0	0	0	0	0	1	0	0	0	0	derelict
derision	1	0	1	0	0	1	0	0	0	0	kev thuam
derivation	0	0	0	0	0	0	0	0	0	0	derivation
derivative	0	0	0	0	0	0	0	0	0	0	derivative
derive	0	0	0	0	0	0	0	0	0	0	muab tau
dermal	0	0	0	0	0	0	0	0	0	0	dermal
dermatologist	0	0	0	0	0	0	0	0	0	1	kws kho mob dermatologist
dermatology	0	0	0	0	0	0	0	0	0	0	dermatology
derogation	1	0	1	1	0	1	0	1	0	0	derogation
derogatory	1	0	1	1	0	1	0	1	0	0	ua phem
descend	0	0	0	0	0	0	0	0	0	0	nqis
descendant	0	0	0	0	0	0	0	0	0	0	xeeb ntxwv
descendent	0	0	0	0	0	0	0	0	0	0	xeeb
descending	0	0	0	0	0	0	0	0	0	0	nqis
descent	0	0	0	1	0	0	0	1	0	0	qhovntsej thiaj tsis mob
describe	0	0	0	0	0	0	0	0	0	0	piav
description	0	0	0	0	0	0	0	0	0	0	piav qhia
descriptive	0	0	0	0	0	0	1	0	0	0	piav qhia
desecration	1	0	1	1	0	1	0	1	0	0	kev desecration
desert	1	0	1	1	0	1	0	1	0	0	suab puam
deserted	1	0	1	1	0	1	0	1	0	0	tso tseg
desertion	0	0	0	0	0	1	0	0	0	0	kev tso tseg
deserve	1	1	0	0	0	0	1	0	0	1	tsim nyog
deserved	0	0	0	0	0	0	1	0	0	0	tsim nyog
deserving	0	0	0	0	0	0	0	0	0	0	tsim nyog
design	0	0	0	0	0	0	0	0	0	0	tsim
designate	0	0	0	0	0	0	0	0	0	0	xaiv
designation	0	0	0	0	0	0	0	0	0	1	npe
designed	0	0	0	0	0	0	0	0	0	0	tsim
designer	0	0	0	0	0	0	1	0	0	0	tus tsim
designing	0	0	0	0	0	0	0	0	0	0	tsim
desirability	0	0	0	0	0	0	0	0	0	0	kev ntshaw
desirable	0	0	0	0	0	0	1	0	0	0	ntshaw
desiring	0	0	0	0	0	0	1	0	0	0	xav
desirous	0	0	0	0	0	0	1	0	0	0	ntshaw
desist	1	0	1	0	0	1	0	0	0	0	desist
desk	0	0	0	0	0	0	0	0	0	0	rooj
desolation	0	0	0	1	0	1	0	1	0	0	kev puas tsuaj
despair	1	0	1	1	0	1	0	1	0	0	kev poob siab
despairing	0	0	0	1	0	1	0	1	0	0	kev poob siab
despatch	0	0	0	0	0	0	0	0	0	0	xa
desperate	0	0	0	0	0	1	0	0	0	0	siab xav
desperation	0	0	0	0	0	0	0	0	0	0	kev poob siab
despicable	1	0	1	0	0	1	0	0	0	0	saib tsis taus
despise	1	0	1	0	0	1	0	0	0	0	saib tsis taus
despotic	0	0	0	1	0	1	0	0	0	0	despotic
despotism	1	0	1	1	0	1	0	1	0	0	kev despotism
dessert	0	0	0	0	0	0	0	0	0	0	khoom qab zib
destination	0	1	0	1	1	0	1	1	1	0	qhov chaw
destined	0	1	0	0	0	0	0	0	0	0	txoj hmoo
destiny	0	0	0	0	0	0	0	0	0	0	txoj hmoo
destitute	0	0	0	1	0	1	0	1	0	0	txom nyem
destroyed	1	0	0	1	0	1	0	1	0	0	puas lawm
destroyer	1	0	0	1	0	1	0	0	0	0	tus rhuav tshem
destroying	1	0	0	1	0	1	0	1	0	0	rhuav tshem
destruction	1	0	0	0	0	1	0	0	0	0	kev puas tsuaj
destructive	1	0	1	1	0	1	0	0	0	0	puas tsuaj
detach	0	0	0	0	0	0	0	0	0	0	cais
detached	0	0	0	0	0	0	0	0	0	0	cais tawm
detachment	0	0	0	0	0	1	0	0	0	0	kev tshem tawm
detail	0	0	0	0	0	0	0	0	0	0	nthuav dav
details	0	0	0	0	0	0	0	0	0	0	paub meej
detain	0	0	0	0	0	1	0	0	0	0	ntes
detainee	1	1	0	1	0	1	0	1	0	0	tus neeg raug kaw
detect	0	0	0	0	0	0	1	0	0	0	ntes
detectable	0	0	0	0	0	0	0	0	0	0	ntes tau
detection	0	0	0	0	0	0	1	0	0	0	kuaj pom
detective	0	0	0	0	0	0	0	0	0	0	neeg soj xyuas
detector	0	0	0	0	0	0	0	0	0	0	ntes
detention	0	0	0	0	0	1	0	1	0	0	raug kaw
deter	0	0	0	0	0	0	0	0	0	0	deter
detergent	0	0	0	0	0	0	0	0	0	0	tshuaj ntxuav tes
deteriorate	0	0	0	1	0	1	0	1	0	0	ua tsis zoo
deteriorated	0	0	1	0	0	1	0	1	0	0	tsis zoo lawm
deterioration	1	0	1	1	0	1	0	1	0	0	kev puas tsuaj
determinable	0	0	0	0	0	0	0	0	0	0	txiav txim tau
determinate	0	1	0	0	0	0	0	0	0	1	txiav txim
determination	0	0	0	0	0	0	1	0	0	1	kev txiav txim siab
determined	0	0	0	0	0	0	1	0	0	0	txiav txim siab
detest	1	0	1	0	0	1	0	0	0	0	ntxub
detonate	0	0	0	1	0	1	0	0	1	0	foob pob
detonation	1	0	0	0	0	0	0	0	0	0	detonation
detour	0	0	0	0	0	0	0	0	0	0	taug kev
detract	1	0	0	0	0	1	0	0	0	0	cuam tshuam
detriment	0	0	0	0	0	1	0	0	0	0	kev puas tsuaj
detrimental	0	0	0	0	0	1	0	0	0	0	kev puas tsuaj
detritus	0	0	0	0	0	1	0	0	0	0	detritus
deuce	0	0	0	0	0	0	0	0	0	0	deuce
devastate	1	0	0	1	0	1	0	1	0	0	ua kev puas tsuaj
devastating	1	0	1	1	0	1	0	1	0	1	kev puas tsuaj
devastation	1	0	0	1	0	1	0	1	1	0	kev puas tsuaj
develop	0	1	0	0	0	0	1	0	0	0	txhim kho
developing	0	0	0	0	0	0	0	0	0	0	txhim kho
development	0	0	0	0	0	0	0	0	0	0	kev loj hlob
deviate	0	0	0	0	0	0	0	0	0	0	deviate
deviating	0	0	0	0	0	0	0	0	0	0	deviating
deviation	0	0	0	0	0	0	0	1	0	0	kev sib txawv
device	0	0	0	0	0	0	0	0	0	0	ntaus ntawv
devil	1	1	1	1	0	1	0	1	0	0	dab ntxwg nyoog
devilish	0	0	1	1	0	1	0	0	0	0	dab ntxwg nyoog
devious	0	0	0	0	0	1	0	0	0	0	dev vwm
devise	0	0	0	0	0	0	0	0	0	0	npaj
devoid	0	0	0	0	0	0	0	0	0	0	tsis muaj
devolution	0	0	0	0	0	1	0	0	0	0	kev poob siab
devolve	0	0	0	0	0	0	0	0	0	0	devolve
devote	0	0	0	0	0	0	0	0	0	0	mob siab rau
devotee	0	0	0	0	0	0	0	0	0	0	rau siab ntseeg
devotional	0	0	0	0	0	0	1	0	0	1	kev ntseeg
devour	0	0	0	0	0	1	0	0	0	0	dev noj
devout	0	1	0	0	1	0	1	0	0	1	devout
dew	0	0	0	0	0	0	0	0	0	0	dej lwg
dexter	0	0	0	0	0	0	0	0	0	0	dexter
dexterity	0	0	0	0	0	0	1	0	0	0	dexterity
dextrose	0	0	0	0	0	0	0	0	0	0	dextrose
diabolical	1	0	1	1	0	1	0	0	0	0	diabolical
diagnosis	0	1	0	1	0	1	0	0	0	1	kuaj mob
diagnostic	0	0	0	0	0	0	0	0	0	0	kuaj mob
diagnostics	0	0	0	0	0	0	0	0	0	0	kuaj mob
diagram	0	0	0	0	0	0	0	0	0	0	daim duab
dial	0	0	0	0	0	0	0	0	0	0	hu xov tooj
dialect	0	0	0	0	0	0	0	0	0	0	lus
dialectic	0	0	0	0	0	0	0	0	0	0	dialectic
dialogue	0	0	0	0	0	0	0	0	0	0	kev sib tham
diameter	0	0	0	0	0	0	0	0	0	0	txoj kab uas hla
diamond	0	0	0	0	1	0	1	0	0	0	pob zeb diamond
diamonds	0	0	0	0	0	0	0	0	0	0	pob zeb diamond
diaper	0	0	1	0	0	0	0	0	0	0	daim pam
diaphragm	0	0	0	0	0	0	0	0	0	0	diaphragm
diarrhoea	0	0	1	0	0	0	0	0	0	0	raws plab
diary	0	0	0	0	1	0	1	0	0	1	chaw muag mis nyuj
diatribe	1	0	1	0	0	1	0	0	0	0	diatribe
dice	0	0	0	0	0	0	0	0	0	0	tsuav
dichotomous	0	0	0	0	0	0	0	0	0	0	dichotomous
dichotomy	0	0	0	0	0	0	0	0	0	0	dichotomy
dictate	0	0	0	0	0	0	0	0	0	0	hais
dictation	0	0	0	0	0	0	0	0	0	0	sau ntawv
dictator	0	0	0	1	0	1	0	0	0	0	tus thawj tswj hwm
dictatorial	1	0	0	0	0	1	0	0	0	0	dictatorial
dictatorship	1	1	1	1	0	1	0	1	0	0	dictatorship
diction	0	0	0	0	0	0	0	0	0	0	lus piav qhia
dictionary	0	0	0	0	0	0	1	0	0	1	phau ntawv txhais lus
dictum	0	0	0	0	0	0	0	0	0	1	lus hais
didactic	0	0	0	0	0	0	1	0	0	0	didactic
die	0	0	0	1	0	1	0	1	0	0	tuag
diet	0	0	0	0	0	0	0	0	0	0	kev noj haus
dietary	0	1	0	0	0	0	1	0	0	0	noj zaub mov
differ	0	0	0	0	0	0	0	0	0	0	txawv
difference	0	0	0	0	0	0	0	0	0	0	txawv
differences	0	0	0	0	0	0	0	0	0	0	sib txawv
differential	0	0	0	0	0	0	0	0	0	1	sib txawv
differentiation	0	0	0	0	0	0	0	0	0	0	kev sib txawv
differently	0	0	0	0	0	0	0	0	1	0	txawv
differing	0	0	0	0	0	0	0	0	0	0	txawv
difficult	0	0	0	1	0	0	0	0	0	0	nyuaj
difficulties	0	0	0	0	0	1	0	1	0	0	nyuaj
difficulty	1	0	0	1	0	1	0	1	0	0	nyuaj
diffuse	0	0	0	0	0	0	0	0	0	0	diffuse
diffusion	0	0	0	0	0	0	0	0	0	0	nthuav tawm
dig	0	0	0	0	0	0	0	0	0	0	dig
digest	0	0	0	0	0	0	0	0	0	0	zom
digestion	0	0	0	0	0	0	0	0	0	0	kev zom zaub mov
digit	0	0	0	0	0	0	0	0	0	1	tus lej
dignified	0	0	0	0	0	0	1	0	0	0	meej meej
dignity	0	0	0	0	0	0	1	0	0	1	meej mom
digress	0	1	0	0	0	1	0	0	0	0	kev nyuaj siab
digs	0	0	0	0	0	0	0	0	0	0	digs
dike	0	0	0	1	0	0	0	0	0	0	dike
dilapidated	0	0	1	0	0	1	0	1	0	0	poob siab
dilatation	0	0	0	0	0	0	0	0	0	0	dilatation
dilation	0	0	0	0	0	0	0	0	0	0	dilation
dilemma	0	0	0	0	0	0	0	0	0	0	teeb meem
diligence	0	0	0	0	0	0	1	0	0	1	kev rau siab
diligent	0	0	0	0	0	0	0	0	0	0	mob siab
diluent	0	0	0	0	0	0	0	0	0	0	diluent
dilute	0	0	0	0	0	1	0	0	0	0	dilute
diluted	0	0	0	0	0	0	0	0	0	0	diluted
dilution	0	0	0	0	0	0	0	0	0	0	dilution
dime	0	0	0	0	0	0	0	0	0	0	dime
dimension	0	0	0	0	0	0	0	0	0	0	qhov ntev
diminish	0	0	0	0	0	1	0	1	0	0	poob qis
diminished	0	0	0	0	0	1	0	0	0	0	poob
diminution	0	0	0	0	0	0	0	0	0	0	txo qis
diminutive	0	0	0	0	0	0	0	0	0	0	me me
din	0	0	0	0	0	1	0	0	0	0	ua din
dine	0	0	0	0	0	0	0	0	0	0	noj hmo
diner	0	0	0	0	0	0	0	0	0	0	noj hmo
dinner	0	0	0	0	0	0	1	0	0	0	noj hmo
dinosaur	0	0	0	1	0	0	0	0	0	0	dinosaur
dint	0	0	0	0	0	0	0	0	0	0	tsi
diocesan	0	0	0	0	0	0	0	0	0	0	pawg ntseeg
diocese	0	0	0	0	0	0	0	0	0	0	diocese
diorama	0	0	0	0	0	0	0	0	0	0	diorama
dip	0	0	0	0	0	0	0	0	0	0	dip
diploma	0	0	0	0	0	0	0	0	0	0	daim ntawv kawm tiav
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomacy
diplomat	0	0	0	0	0	0	0	0	0	0	tus neeg sawv cev
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatic
dire	0	0	1	1	0	1	0	1	1	0	mob siab heev
directed	0	0	0	0	0	0	0	0	0	0	qhia
direction	0	0	0	0	0	0	0	0	0	0	kev taw qhia
directly	0	0	0	0	0	0	0	0	0	0	ncaj qha
director	0	0	0	0	0	0	1	0	0	1	tus thawj coj
directory	0	0	0	0	0	0	0	0	0	0	phau ntawv
dirt	0	0	1	0	0	1	0	0	0	0	av
dirty	0	0	1	0	0	1	0	0	0	0	qias neeg
disability	0	0	0	0	0	1	0	1	0	0	kev tsis taus
disable	0	0	0	1	0	1	0	1	0	0	lov tes taw
disabled	0	0	0	1	0	1	0	1	0	0	neeg tsis taus
disadvantage	0	0	0	0	0	0	0	0	0	0	qhov tsis zoo
disaffected	0	0	0	0	0	1	0	0	0	0	tsis txaus siab
disagree	1	0	0	0	0	1	0	0	0	0	tsis pom zoo
disagreeable	0	0	0	0	0	0	0	0	0	0	tsis pom zoo
disagreeing	1	0	0	0	0	1	0	1	0	0	tsis pom zoo
disagreement	1	0	0	0	0	1	0	1	0	0	kev tsis pom zoo
disallow	0	0	0	0	0	0	0	0	0	0	tsis tso cai
disallowed	1	0	1	1	0	1	0	1	0	0	tsis tso cai
disappear	0	0	0	1	0	0	0	0	0	0	ploj lawm
disappearance	0	0	0	0	0	0	0	0	0	0	ploj lawm
disappearing	0	0	0	0	0	0	0	0	0	0	ploj lawm
disappoint	1	0	1	0	0	1	0	1	0	0	poob siab
disappointed	1	0	1	0	0	1	0	1	0	0	poob siab
disappointing	0	0	0	0	0	1	0	1	0	0	poob siab
disappointment	0	0	1	0	0	1	0	1	0	0	kev poob siab
disapproval	0	0	0	0	0	1	0	1	0	0	tsis pom zoo
disapprove	1	0	1	1	0	1	0	1	0	0	tsis pom zoo
disapproved	1	0	0	0	0	1	0	1	0	0	tsis pom zoo
disapproving	1	0	1	0	0	1	0	1	0	0	tsis pom zoo
disarm	0	0	0	0	0	0	0	0	0	0	tshem riam phom
disarray	0	0	0	0	0	0	0	0	0	0	kev tsis sib haum xeeb
disaster	1	0	1	1	0	1	0	1	1	0	kev puas tsuaj
disastrous	1	0	0	1	0	1	0	1	0	0	kev puas tsuaj
disband	0	0	0	0	0	0	0	0	0	0	disband
disbelief	0	0	0	0	0	0	0	0	0	0	kev tsis ntseeg
disbelieve	0	0	0	0	0	1	0	0	0	0	tsis ntseeg
disburse	0	0	0	0	0	0	0	0	0	0	them nyiaj
disbursement	0	0	0	0	0	0	0	0	0	0	kev them nyiaj
disc	0	0	0	0	0	0	0	0	0	0	disc
discarded	0	0	0	0	0	0	0	0	0	0	muab pov tseg
discards	0	0	0	0	0	1	0	0	0	0	muab pov tseg
discern	0	0	0	0	0	0	0	0	0	0	paub
discernible	0	0	0	0	0	0	0	0	0	0	pom tau
discerning	0	0	0	0	0	0	0	0	0	0	txawj ntse
discernment	0	0	0	0	0	0	0	0	0	0	kev paub
discharge	0	0	0	0	0	1	0	0	0	0	tso tawm
disciple	0	0	0	0	0	0	0	0	0	1	cov thwjtim
discipline	0	0	0	1	0	1	0	0	0	0	kev qhuab qhia
disclaim	1	0	1	0	0	1	0	0	0	1	tsis lees paub
disclaimer	0	0	0	0	0	0	0	0	0	0	tsis lees paub
disclose	0	0	0	0	0	0	0	0	0	0	qhia tawm
disclosed	0	0	0	0	0	0	0	0	0	1	nthuav tawm
disclosure	0	0	0	0	0	0	0	0	0	0	qhia tawm
discoloration	0	0	1	0	0	1	0	0	0	0	kev hloov xim
discolored	0	0	1	0	0	1	0	1	0	0	tsis muaj xim
discomfort	0	0	0	0	0	1	0	1	0	0	tsis xis nyob
disconnect	0	0	0	0	0	1	0	1	0	0	txiav tawm
disconnected	0	0	0	0	0	1	0	1	0	0	txiav tawm
disconnection	0	0	0	0	0	1	0	0	0	0	kev cuam tshuam
discontent	1	0	1	1	0	1	0	1	0	0	tsis txaus siab
discontinuance	0	0	0	0	0	0	0	0	0	0	tsis txuas ntxiv
discontinue	0	0	0	0	0	1	0	0	0	0	txiav tawm
discontinuity	0	0	1	1	0	1	0	1	0	0	kev tsis sib haum xeeb
discontinuous	0	0	0	0	0	0	0	0	0	0	tsis tu ncua
discord	1	0	1	0	0	1	0	0	0	0	kev tsis sib haum xeeb
discount	0	0	0	0	0	0	0	0	0	0	luv nqi
discounted	0	0	0	0	0	0	0	0	0	0	luv nqi
discourage	0	0	0	1	0	1	0	1	0	0	poob siab
discouraged	0	0	0	0	0	0	0	0	0	0	poob siab
discouragement	0	0	0	0	0	1	0	0	0	0	kev poob siab
discourse	0	0	0	0	0	0	0	0	0	0	kev hais lus
discover	0	0	0	0	0	0	0	0	0	0	nrhiav pom
discovery	0	0	0	0	0	0	1	0	0	0	nrhiav pom
discredit	0	0	0	0	0	1	0	0	0	0	kev tsis lees paub
discreet	0	1	0	0	0	0	1	0	0	0	ntse
discrepancy	0	0	0	0	0	0	0	0	0	0	tsis sib xws
discrete	0	0	0	0	0	0	0	0	0	0	tsis paub meej
discretion	0	1	0	0	0	0	1	0	0	1	kev txiav txim siab
discretionary	0	0	0	0	0	0	1	0	0	0	kev txiav txim siab
discriminate	1	0	0	0	0	1	0	1	0	0	ntxub ntxaug
discriminating	0	0	1	0	0	1	0	0	0	0	kev ntxub ntxaug
discrimination	1	0	1	1	0	1	0	1	0	0	kev ntxub ntxaug
discus	0	0	0	0	0	0	0	0	0	0	discus
discuss	0	0	0	0	0	0	0	0	0	0	sib tham
discussion	0	0	0	0	0	0	1	0	0	0	kev sib tham
disdain	1	0	1	0	0	1	0	0	0	0	saib tsis taus
disease	1	0	1	1	0	1	0	1	0	0	kab mob
diseased	0	0	1	1	0	1	0	1	0	0	mob
disembodied	0	0	0	1	0	1	0	1	0	0	disembodied
disengage	0	0	0	0	0	0	0	0	0	0	tshem tawm
disengagement	0	0	0	0	0	1	0	0	0	0	kev tshem tawm
disfigured	1	0	1	1	0	1	0	1	0	0	ua tsis taus pa
disgrace	1	0	1	0	0	1	0	1	0	0	kev txaj muag
disgraced	1	0	1	0	0	1	0	1	0	0	kev txaj muag
disgraceful	1	0	1	0	0	1	0	0	0	0	kev txaj muag
disgruntled	1	0	1	0	0	1	0	1	0	0	tsis txaus siab
disguise	0	0	0	0	0	0	0	0	0	0	zais
disguised	0	0	0	0	0	0	0	0	0	0	zais
disgust	1	0	1	1	0	1	0	1	0	0	qias neeg
disgusting	1	0	1	1	0	1	0	0	0	0	qias neeg
dish	0	0	0	0	0	0	0	0	0	0	tais
disheartened	0	0	0	0	0	1	0	1	0	0	poob siab
disheartening	0	0	0	0	0	1	0	1	0	0	kev nyuaj siab
dishonest	1	0	1	0	0	1	0	1	0	0	tsis ncaj ncees
dishonesty	0	0	1	0	0	1	0	0	0	0	kev tsis ncaj ncees
dishonor	1	0	1	1	0	1	0	1	0	0	txaj muag
disillusionment	1	0	1	0	0	1	0	1	0	0	kev tsis pom kev
disinfect	0	0	0	0	0	0	0	0	0	0	tshuaj tua kab mob
disinfectant	0	0	0	0	0	0	0	0	0	0	tshuaj tua kab mob
disinfection	0	0	0	0	0	0	1	0	0	0	tshuaj tua kab mob
disinformation	1	0	0	1	0	1	0	0	0	0	qhia tsis tseeb
disingenuous	0	0	1	0	0	1	0	0	0	0	tsis ncaj ncees lawm
disintegrate	0	0	1	1	0	1	0	0	0	0	tawg
disintegration	0	0	0	0	0	1	0	0	0	0	kev tawg
disinterested	0	0	0	0	0	1	0	0	0	0	tsis nyiam
disjoint	0	0	0	0	0	0	0	0	0	0	tsis sib haum
disjointed	0	0	0	0	0	0	0	0	0	0	tsis sib haum
disjunctive	0	0	0	0	0	0	0	0	0	0	disjunctive
disk	0	0	0	0	0	0	0	0	0	0	disk
diskette	0	0	0	0	0	0	0	0	0	0	diskette
dislike	1	0	1	0	0	1	0	0	0	0	tsis nyiam
disliked	1	0	0	0	0	1	0	1	0	0	tsis nyiam
dislocated	1	0	1	1	0	1	0	1	0	0	ua tsis taus pa
dislocation	0	0	0	0	0	0	0	0	0	0	dislocation
dislodge	0	0	0	0	0	0	0	0	0	0	tshem tawm
dismal	0	0	1	1	0	1	0	1	0	0	ntxhov siab
dismay	1	1	0	1	0	1	0	1	1	0	poob siab
dismemberment	0	0	1	1	0	1	0	1	0	0	kev puas tsuaj
dismiss	0	0	0	0	0	0	0	0	0	0	tso tseg
dismissal	1	0	1	1	0	1	0	1	1	0	tshem tawm
dismount	0	0	0	0	0	0	0	0	0	0	tshem tawm
disobedience	1	0	1	0	0	1	0	0	0	0	kev tsis mloog lus
disobedient	1	0	0	0	0	1	0	0	0	0	tsis mloog lus
disobey	1	0	1	0	0	1	0	0	0	0	tsis mloog lus
disorder	0	0	0	1	0	1	0	0	0	0	tsis meej pem
disorderly	0	0	0	0	0	1	0	0	0	0	tsis meej pem
disorganized	0	0	0	0	0	1	0	0	0	0	kev tsis sib haum xeeb
disparage	1	0	1	0	0	1	0	1	0	0	kev ntxub ntxaug
disparaging	1	0	1	0	0	1	0	1	0	0	kev ntxub ntxaug
disparate	0	0	0	0	0	0	0	0	0	0	sib txawv
disparity	1	0	1	0	0	1	0	1	0	0	tsis sib xws
dispassionate	0	0	0	0	0	1	0	1	0	0	tsis txaus siab
dispatch	0	0	0	0	0	0	0	0	0	0	xa
dispel	0	0	0	0	0	1	0	1	0	0	tshem tawm
dispensation	0	0	0	0	0	0	0	0	0	0	lub caij nyoog
dispense	0	0	0	0	0	0	0	0	0	0	muab tshuaj
disperse	0	0	0	0	0	0	0	0	0	0	cais tawm
dispersed	0	0	0	0	0	0	0	0	0	0	cais tawm
dispersion	0	0	0	0	0	1	0	0	0	0	kev tawg
