English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kazakh Word
buffet	1	0	0	0	0	1	0	0	0	0	буфет
bug	0	0	1	1	0	1	0	0	0	0	қате
bugaboo	1	0	0	1	0	1	0	1	0	0	бұлғабу
buggy	0	0	0	0	0	0	0	0	0	0	арба
bugle	0	1	0	0	0	0	0	0	0	0	буыл
build	0	0	0	0	0	0	1	0	0	0	салу
builder	0	0	0	0	0	0	0	0	0	0	құрылысшы
building	0	0	0	0	0	0	1	0	0	0	ғимарат
buildings	0	0	0	0	0	0	0	0	0	0	ғимараттар
bulb	0	0	0	0	0	0	0	0	0	0	шам
bulbous	0	0	0	0	0	1	0	0	0	0	пияз тәрізді
bulge	0	0	0	0	0	0	0	0	0	0	дөңес
bulk	0	0	0	0	0	0	0	0	0	0	көлемді
bulkhead	0	0	0	0	0	0	0	0	0	0	қалқа
bulky	0	0	0	0	0	0	0	0	0	0	көлемді
bull	0	0	0	0	0	0	0	0	0	0	бұқа
bulldog	0	0	0	0	0	0	1	0	0	0	бульдог
bulldozer	0	0	0	0	0	0	0	0	0	0	бульдозер
bullet	0	0	0	0	0	0	0	0	0	0	оқ
bulletin	0	0	0	0	0	0	0	0	0	0	бюллетень
bulletproof	0	0	0	0	0	0	1	0	0	0	оқ өткізбейтін
bullock	0	0	0	0	0	0	0	0	0	0	өгіз
bully	1	0	0	1	0	1	0	0	0	0	бұзақы
bulwark	0	0	0	0	0	0	0	0	0	0	қорған
bum	0	0	1	0	0	1	0	1	0	0	бомж
bummer	1	0	1	0	0	1	0	0	0	0	әбігер
bump	0	0	0	0	0	0	0	0	0	0	соққы
bun	0	0	0	0	0	0	0	0	0	0	тоқаш
bunch	0	0	0	0	0	0	0	0	0	0	топтама
bundle	0	0	0	0	0	0	0	0	0	0	бума
bungalow	0	0	0	0	0	0	0	0	0	0	бунгало
bunk	0	0	0	0	0	0	0	0	0	0	кереует
bunker	0	0	0	1	0	0	0	0	0	0	бункер
bunt	0	0	0	0	0	0	0	0	0	0	бұлт
buoy	0	0	0	0	0	0	1	0	0	0	қалқыма
buoyancy	0	0	0	0	0	0	0	0	0	0	қалқымалылық
bur	0	0	0	0	0	0	0	0	0	0	бур
burden	0	0	0	0	0	0	0	0	0	0	ауыртпалық
burdensome	0	0	0	1	0	1	0	1	0	0	ауыртпалық
bureau	0	0	0	0	0	0	0	0	0	0	бюро
bureaucracy	0	0	0	0	0	1	0	0	0	1	бюрократия
bureaucrat	0	0	1	0	0	1	0	0	0	0	бюрократ
burglar	0	0	1	1	0	1	0	0	0	0	ұры
burglary	0	0	0	0	0	1	0	0	0	0	тонау
burial	1	0	0	1	0	1	0	1	0	0	жерлеу
buried	0	0	0	1	0	1	0	1	0	0	жерленген
burke	1	0	1	1	0	1	0	1	0	0	Берк
burlap	0	0	0	0	0	0	0	0	0	0	бөрене
burlesque	0	0	0	0	0	0	0	0	1	0	бурлеск
burly	0	0	0	0	0	0	0	0	0	0	қалың
burn	0	0	0	0	0	0	0	0	0	0	күйдіру
burner	0	0	0	0	0	0	0	0	0	0	оттық
burning	0	0	0	0	0	0	0	0	0	0	жану
burnished	0	0	0	0	0	0	0	0	0	0	жандырылған
burnout	0	0	0	0	0	0	0	0	0	0	жанып кету
burnt	0	0	1	0	0	1	0	0	0	0	өртенген
burr	0	0	0	0	0	0	0	0	0	0	бурр
burrow	0	0	0	0	0	0	0	0	0	0	үңгір
bursary	0	0	0	0	0	0	0	0	0	1	стипендия
bury	0	0	0	0	0	0	0	1	0	0	жерлеу
bus	0	0	0	0	0	0	0	0	0	0	автобус
bush	0	0	0	0	0	0	0	0	0	0	бұта
bushel	0	0	0	0	0	0	0	0	0	0	бушель
bushy	0	0	0	0	0	0	0	0	0	0	бұталы
business	0	0	0	0	0	0	0	0	0	0	бизнес
buss	0	0	0	0	1	0	1	0	0	0	автобус
bust	0	0	0	0	0	0	0	0	0	0	бюст
busted	1	0	0	1	0	1	0	0	0	0	басып алды
bustle	0	0	0	0	0	0	0	0	0	0	қарбалас
bustling	0	0	0	0	0	0	0	0	0	0	қайнаған
busy	0	0	0	0	0	0	0	0	0	0	бос емес
butane	0	0	0	0	0	0	0	0	0	0	бутан
butcher	1	0	1	1	0	1	0	0	0	0	қасапшы
butler	0	0	0	0	0	0	1	0	0	1	батлер
butt	0	0	0	0	0	1	0	0	0	0	бөксе
butter	0	0	0	0	0	0	0	0	0	0	сары май
butterfly	0	0	0	0	0	0	0	0	0	0	көбелек
buttery	0	0	0	0	0	0	1	0	0	0	май
buttock	0	0	0	0	0	0	0	0	0	0	бөксе
button	0	0	0	0	0	0	0	0	0	0	түймесі
buttress	0	0	0	0	0	0	0	0	0	0	тірек
buxom	0	0	0	0	0	0	1	0	0	0	буксом
buy	0	0	0	0	0	0	0	0	0	0	сатып алу
buyer	0	0	0	0	0	0	0	0	0	0	сатып алушы
buying	0	0	0	0	0	0	0	0	0	0	сатып алу
buzz	0	1	0	1	0	0	1	0	0	0	шу
buzzed	0	0	0	0	0	1	0	0	0	0	шуылдады
buzzer	0	0	0	0	0	0	0	0	0	0	қоңырау
bye	0	1	0	0	0	0	0	0	0	0	сау бол
bygone	0	0	0	0	0	0	0	0	0	0	өткен
bylaw	0	0	0	0	0	0	0	0	0	1	заң
bystander	0	0	0	0	0	0	0	0	0	0	бақылаушы
byte	0	0	0	0	0	0	0	0	0	0	байт
cab	0	0	0	0	0	0	1	0	0	0	такси
cabal	0	0	0	1	0	1	0	0	0	0	кабал
cabbage	0	0	0	0	0	0	0	0	0	0	орамжапырақ
cabin	0	0	0	0	0	0	0	0	0	0	кабина
cabinet	0	0	0	0	0	0	1	0	0	1	кабинет
cable	0	0	0	0	0	0	0	0	1	0	кабель
cabriolet	0	0	0	0	0	0	0	0	0	0	кабриолет
cache	0	0	0	0	0	0	0	0	0	0	кэш
cacophony	1	0	1	0	0	1	0	0	0	0	какофония
cad	1	0	1	0	0	1	0	0	0	0	кад
cadaver	0	0	1	1	0	1	0	1	1	0	мәйіт
caddy	0	0	0	0	0	0	0	0	0	0	кәдди
cadence	0	0	0	0	0	0	0	0	0	0	каденция
cadet	0	0	0	0	0	0	0	0	0	0	курсант
cafe	0	0	0	0	0	0	1	0	0	0	кафе
cage	0	0	0	0	0	1	0	1	0	0	тор
cairn	0	0	0	0	0	0	0	0	0	0	Керн
cake	0	0	0	0	0	0	0	0	0	0	торт
calamity	0	0	0	0	0	0	0	1	0	0	апат
calcareous	0	0	0	0	0	0	0	0	0	0	әкті
calculate	0	0	0	0	0	0	0	0	0	0	есептеу
calculated	0	0	0	0	0	0	0	0	0	0	есептелген
calculating	0	0	0	0	0	1	0	0	0	0	есептеу
calculation	0	1	0	0	0	0	0	0	0	0	есептеу
calculator	0	0	0	0	0	0	1	0	0	1	калькулятор
calculus	0	0	0	0	0	0	0	0	0	0	есептеу
calendar	0	0	0	0	0	0	0	0	0	0	күнтізбе
calender	0	0	0	0	0	0	0	0	0	0	күнтізбе
calf	0	0	0	0	1	0	1	0	0	1	бұзау
caliber	0	0	0	0	0	0	0	0	0	0	калибрлі
calibrate	0	0	0	0	0	0	0	0	0	0	калибрлеу
calico	0	0	0	0	0	0	0	0	0	0	калико
calipers	0	0	0	0	0	0	0	0	0	0	калибрлер
call	0	0	0	0	0	0	0	0	0	0	қоңырау шалу
calligraphy	0	0	0	0	0	0	0	0	0	0	каллиграфия
calling	0	0	0	0	0	0	0	0	0	0	қоңырау шалу
callous	1	0	1	0	0	1	0	0	0	0	қатал
calls	0	1	0	0	0	1	0	0	0	1	қоңыраулар
calm	0	0	0	0	0	0	1	0	0	0	тыныш
calmness	0	0	0	0	0	0	0	0	0	0	тыныштық
caloric	0	0	0	0	0	0	0	0	0	0	калориялық
calorie	0	0	0	0	0	0	0	0	0	0	калория
calorimeter	0	0	0	0	0	0	0	0	0	0	калориметр
cam	0	0	0	0	0	0	0	0	0	0	камера
camber	0	0	0	0	0	0	0	0	0	0	камбер
camel	0	0	0	0	0	0	0	0	0	0	түйе
cameo	0	0	0	0	0	0	0	0	0	0	камо
cameraman	0	0	0	0	0	0	0	0	0	0	оператор
camisole	0	0	0	0	0	0	0	0	0	0	камзол
camouflage	0	0	0	0	0	0	0	0	1	0	камуфляж
camouflaged	0	0	0	0	0	0	0	0	1	0	камуфляждалған
camp	0	0	0	0	0	0	0	0	0	0	лагерь
campaign	0	0	0	0	0	0	0	0	0	0	науқан
campaigner	0	0	0	0	0	0	0	0	0	0	үгітші
campaigning	1	0	0	1	0	1	0	0	0	0	үгіт-насихат жүргізу
campus	0	0	0	0	0	0	0	0	0	0	кампус
canal	0	0	0	0	0	0	0	0	0	0	канал
canary	0	0	0	0	0	0	1	0	0	0	канарей
cancel	0	0	0	0	0	1	0	1	0	0	бас тарту
canceling	0	0	0	0	0	0	0	0	0	0	бас тарту
cancellation	0	0	0	0	0	0	0	0	0	0	жою
cancer	1	0	1	1	0	1	0	1	0	0	қатерлі ісік
candid	0	1	0	0	1	0	1	0	1	1	ашық
candidacy	0	0	0	0	0	0	0	0	0	0	кандидатура
candidate	0	0	0	0	0	0	1	0	0	0	кандидат
candied	0	0	0	0	0	0	1	0	0	0	кәмпиттелген
candle	0	0	0	0	0	0	0	0	0	0	шам
candlelight	0	0	0	0	0	0	0	0	0	0	шам жарығы
candlestick	0	0	0	0	0	0	0	0	0	0	шырағдан
candor	0	0	0	0	0	0	0	0	0	0	ашықтық
candy	0	0	0	0	0	0	0	0	0	0	кәмпит
cane	1	0	0	1	0	0	0	0	0	0	қамыс
canine	0	0	0	0	0	0	0	0	0	0	ит
canister	0	0	0	0	0	0	0	0	0	0	канистр
canker	1	0	1	0	0	1	0	0	0	0	ісік
cannibal	0	0	1	1	0	1	0	0	0	0	каннибал
cannibalism	0	0	1	0	0	1	0	0	0	0	каннибализм
canning	0	0	0	0	0	0	0	0	0	0	консервілеу
cannon	1	0	0	1	0	1	0	0	0	0	зеңбірек
canoe	0	0	0	0	0	0	0	0	0	0	каноэ
canon	0	0	0	0	0	0	0	0	0	0	канон
canonical	0	0	0	0	0	0	0	0	0	0	канондық
canons	0	0	0	0	0	0	0	0	0	1	канондар
canopy	0	0	0	0	0	0	0	0	0	0	шатыр
canteen	0	0	0	0	0	0	0	0	0	0	асхана
canterbury	0	0	0	0	0	0	0	0	0	0	Кентербери
cantilever	0	0	0	0	0	0	0	0	0	0	консольдық
canto	0	0	0	0	0	0	0	0	0	0	канто
canton	0	0	0	0	0	0	0	0	0	0	кантон
canvas	0	0	0	0	0	0	0	0	0	0	кенеп
canvass	0	0	0	0	0	0	0	0	0	0	кенеп
cap	0	1	0	0	0	0	0	0	0	1	қақпақ
capability	0	0	0	0	0	0	0	0	0	0	қабілеті
capable	0	0	0	0	0	0	0	0	0	0	қабілетті
capacity	0	0	0	0	0	0	0	0	0	0	сыйымдылығы
cape	0	0	0	0	0	0	0	0	0	0	мүйіс
caper	0	0	0	0	0	0	0	0	0	0	капер
capillary	0	0	0	0	0	0	0	0	0	0	капилляр
capital	0	0	0	0	0	0	0	0	0	0	капитал
capitalist	0	0	0	0	0	0	1	0	0	0	капиталист
capitals	0	0	0	0	0	0	0	0	0	0	астаналар
capitation	0	0	0	0	0	0	0	0	0	0	бас басы
capitol	0	0	0	0	0	0	0	0	0	0	капитол
capitulation	0	0	0	0	0	0	0	0	0	0	капитуляция
caprice	0	0	0	0	0	0	0	0	0	0	каприз
capricious	0	0	0	0	0	0	0	0	0	0	каприз
caps	0	0	0	0	0	0	0	0	0	0	қалпақшалар
capsule	0	0	0	0	0	0	0	0	0	0	капсула
captain	0	0	0	0	0	0	1	0	0	0	капитан
caption	0	0	0	0	0	0	0	0	0	0	жазу
captivate	0	1	0	0	1	0	1	0	1	1	баурап алу
captivating	0	0	0	0	0	0	1	0	0	0	баурап алатын
captive	0	0	0	1	0	1	0	1	0	0	тұтқын
captivity	0	0	0	0	0	1	0	1	0	0	тұтқында болу
captor	0	0	0	1	0	1	0	0	0	0	тұтқын
capture	0	0	0	0	0	1	0	0	0	0	басып алу
car	0	0	0	0	0	0	0	0	0	0	машина
caramel	0	0	0	0	0	0	0	0	0	0	карамель
carat	0	0	0	0	0	0	0	0	0	0	карат
caravan	0	0	0	0	0	0	0	0	0	0	керуен
carbon	0	0	0	0	0	0	0	0	0	0	көміртек
carcass	0	0	1	1	0	1	0	1	0	0	ұшасы
carcinoma	0	0	0	1	0	1	0	1	0	0	карцинома
card	0	0	0	0	0	0	0	0	0	0	карта
cardigan	0	0	0	0	0	0	0	0	0	0	кардиган
cardinal	0	0	0	0	0	0	0	0	0	0	кардинал
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	кардиомиопатия
cards	0	0	0	0	0	0	0	0	0	0	карталар
care	0	0	0	0	0	0	0	0	0	0	қамқорлық
career	0	1	0	0	0	0	1	0	0	0	Мансап
careful	0	0	0	0	0	0	1	0	0	0	сақ
carefully	0	0	0	0	0	0	1	0	0	0	мұқият
carelessness	1	0	1	0	0	1	0	0	0	0	абайсыздық
caress	0	0	0	0	0	0	1	0	0	0	сипау
caret	0	0	0	0	0	0	0	0	0	0	карет
caretaker	0	0	0	0	0	0	1	0	0	1	қамқоршы
cargo	0	0	0	0	0	0	0	0	0	0	жүк
caribou	0	0	0	0	0	0	0	0	0	0	карибу
caricature	0	0	0	0	0	1	0	0	0	0	карикатура
caries	0	0	1	0	0	1	0	0	0	0	кариес
carnage	1	0	1	1	0	1	0	1	1	0	қырғын
carnal	0	0	0	0	0	1	0	0	0	0	тән
carnation	0	0	0	0	0	0	0	0	0	0	қалампыр
carnivorous	0	0	0	1	0	1	0	0	0	0	етқоректі
carol	0	0	0	0	1	0	1	0	0	1	Кэрол
carousel	0	0	0	0	0	0	0	0	0	0	карусель
carpenter	0	0	0	0	0	0	0	0	0	0	ағаш ұстасы
carriage	0	0	0	0	0	0	0	0	0	0	вагон
carried	0	0	0	0	0	0	0	0	0	0	алып жүрді
carrier	0	0	0	0	0	0	0	0	0	0	тасымалдаушы
carry	0	0	0	0	0	0	0	0	0	0	тасу
carrying	0	0	0	0	0	0	0	0	0	0	тасымалдау
cart	0	0	0	0	0	0	0	0	0	0	арба
cartel	0	0	0	0	0	1	0	0	0	0	картель
carter	0	0	0	0	0	0	0	0	0	0	картер
cartilage	0	0	0	0	0	0	0	0	0	0	шеміршек
cartographic	0	0	0	0	0	0	0	0	0	0	картографиялық
cartography	0	0	0	0	0	0	0	0	0	0	картография
cartoon	0	0	0	0	0	0	0	0	0	0	мультфильм
cartouche	0	0	0	0	0	0	0	0	0	0	картуш
cartridge	0	0	0	1	0	0	0	0	0	0	картридж
carve	0	0	0	0	0	0	0	0	0	0	ою
carver	0	0	0	0	0	0	0	0	0	0	оюшы
carving	0	0	0	0	0	0	0	0	0	0	ою
cascade	0	0	0	0	0	0	1	0	0	0	каскад
case	0	0	0	1	0	1	0	1	0	0	іс
casein	0	0	0	0	0	0	0	0	0	0	казеин
cash	1	1	0	1	1	0	1	0	0	1	қолма-қол ақша
cashier	0	0	0	0	0	0	0	0	0	1	кассир
cashmere	0	0	0	0	0	0	0	0	0	0	кашемир
casing	0	0	0	0	0	0	0	0	0	0	корпус
casino	0	0	0	0	0	0	0	0	0	0	казино
cask	0	0	0	0	0	0	0	0	0	0	бөшке
casket	0	0	0	1	0	1	0	1	0	0	қорап
cast	0	0	0	0	0	0	0	0	0	0	құйма
caste	0	0	0	0	0	1	0	0	0	0	каста
caster	0	0	0	0	0	0	0	0	0	0	құюшы
castle	0	0	0	0	0	0	0	0	0	0	қамал
castor	0	0	0	0	0	0	0	0	0	0	кастор
casual	0	0	0	0	0	0	0	0	0	0	кездейсоқ
casually	0	0	0	0	0	0	0	0	0	0	кездейсоқ
casualty	1	0	0	1	0	1	0	1	0	0	құрбан
cat	0	0	0	0	0	0	0	0	0	0	мысық
catabolism	0	0	0	0	0	0	0	0	0	0	катаболизм
catalog	0	0	0	0	0	0	0	0	0	0	каталог
catalogue	0	0	0	0	0	0	0	0	0	0	каталог
catalysis	0	0	0	0	0	0	0	0	0	0	катализ
catalytic	0	0	0	0	0	0	0	0	0	0	каталитикалық
catamaran	0	0	0	0	0	0	0	0	0	0	катамаран
catapult	0	0	0	0	0	0	0	0	0	0	катапульт
cataract	0	1	0	1	0	1	0	1	0	0	катаракта
catastrophe	1	0	1	1	0	1	0	1	1	0	апат
catch	0	0	0	0	0	0	0	0	1	0	ұстау
catching	0	0	0	0	0	0	0	0	0	0	ұстау
catechism	0	0	1	0	0	0	0	0	0	0	катехизм
categorical	0	0	0	0	0	0	1	0	0	0	категориялық
category	0	0	0	0	0	0	0	0	0	0	санат
cater	0	0	0	0	0	0	1	0	0	0	қамтамасыз ету
caterer	0	0	0	0	0	0	0	0	0	0	тамақтандырушы
caterpillar	0	0	0	0	0	0	0	0	0	0	құрт
cates	0	0	0	0	0	0	0	0	0	0	cates
cathartic	0	0	0	0	0	0	1	0	0	0	катартикалық
cathedral	0	0	0	0	1	0	1	0	0	1	собор
catheter	0	0	0	0	0	1	0	0	0	0	катетер
catnip	0	0	0	0	0	0	0	0	0	0	мысық жапырақ
cattle	0	0	0	0	0	0	0	0	0	0	мал
caucus	0	0	0	0	0	0	0	0	0	0	кокус
caudal	0	0	0	0	0	0	0	0	0	0	құйрық
caulk	0	0	0	0	0	0	0	0	0	0	қаңылтыр
causal	0	0	0	0	0	0	0	0	0	0	себептік
causality	0	0	0	0	0	0	0	0	0	0	себептілік
causation	0	0	0	0	0	0	0	0	0	0	себептілік
caused	0	0	0	0	0	0	0	0	0	0	туғызды
causeway	0	0	0	0	0	0	0	0	0	0	өткел
caution	1	1	0	1	0	1	0	0	0	0	сақтық
cautionary	0	0	0	1	0	0	0	0	0	0	сақтық
cautious	0	1	0	1	0	0	1	0	0	1	сақ
cautiously	0	0	0	1	0	0	1	0	0	0	сақтықпен
cavalry	0	0	0	0	0	0	0	0	0	0	атты әскер
cave	0	0	0	0	0	0	0	0	0	0	үңгір
caveat	0	0	0	0	0	0	0	0	0	0	ескерту
cavern	0	0	0	0	0	0	0	0	0	0	үңгір
cavernous	0	0	0	0	0	0	0	0	0	0	кавернозды
cavity	0	0	0	0	0	0	0	0	0	0	қуыс
cayenne	0	0	0	0	0	0	0	0	0	0	кайен
cease	0	0	0	0	0	0	0	0	0	0	тоқтату
ceaseless	0	0	0	0	0	0	0	0	0	0	үздіксіз
cede	0	0	0	0	0	1	0	0	0	0	беру
ceiling	0	0	0	0	0	0	0	0	0	0	төбе
celebrant	0	0	0	0	0	0	0	0	0	0	мерекелі
celebrated	0	1	0	0	1	0	1	0	0	0	атап өтілді
celebrating	0	1	0	0	1	0	1	0	0	0	тойлау
celebration	0	1	0	0	1	0	1	0	1	1	мереке
celebrity	1	1	1	0	1	1	1	0	1	1	атақты
celestial	0	1	0	0	1	0	1	0	0	0	аспандық
celibacy	0	0	0	0	0	0	0	0	0	0	некесіздік
cell	0	0	0	0	0	0	0	0	0	0	ұяшық
cellar	0	0	0	0	0	0	0	0	0	0	жертөле
cellular	0	0	0	0	0	0	0	0	0	0	ұялы
celluloid	0	0	0	0	0	0	0	0	0	0	целлулоид
cement	0	1	0	0	0	0	0	0	0	1	цемент
cemented	0	0	0	0	0	0	0	0	0	0	цементтелген
cemetery	0	0	0	1	0	1	0	1	0	0	зират
censor	1	0	1	1	0	1	0	0	0	1	цензор
censure	0	0	0	0	0	1	0	0	0	0	айыптау
census	0	0	0	0	0	0	0	0	0	0	санақ
cent	0	0	0	0	0	0	0	0	0	0	цент
centenary	0	0	0	0	0	0	0	0	0	0	жүз жылдық
centennial	0	0	0	0	0	0	0	0	0	0	жүзжылдық
center	0	0	0	0	0	0	1	0	0	1	орталық
centimeter	0	0	0	0	0	0	0	0	0	0	сантиметр
central	0	0	0	0	0	0	0	0	0	0	орталық
centrality	0	0	0	0	0	0	0	0	0	0	орталықтылық
centralization	0	0	0	0	0	0	0	0	0	0	орталықтандыру
centralize	0	0	0	0	0	0	0	0	0	0	орталықтандыру
centrally	0	0	0	0	0	0	0	0	0	0	орталықтан
centrifugal	0	0	0	0	0	0	0	0	0	0	орталықтан тепкіш
centrifuge	0	0	0	0	0	0	0	0	0	0	центрифуга
centurion	0	0	0	0	0	0	1	0	0	0	жүзбасы
century	0	0	0	0	0	0	0	0	0	0	ғасыр
ceramics	0	0	0	0	0	0	0	0	0	0	керамика
cereal	0	0	0	0	0	0	0	0	0	0	жарма
cereals	0	0	0	0	0	0	0	0	0	0	жарма
cerebral	0	0	0	0	0	0	1	0	0	0	церебральды
ceremonial	0	0	0	0	0	0	0	0	0	0	салтанатты
ceremony	0	0	0	0	1	0	1	0	1	0	рәсім
certainty	0	0	0	0	0	0	1	0	0	0	сенімділік
certificate	0	0	0	0	0	0	0	0	0	0	сертификат
certify	0	0	0	0	0	0	0	0	0	1	куәландыру
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	тоқтату
chaff	1	0	0	1	0	1	0	0	0	0	саман
chafing	0	0	0	0	0	1	0	0	0	0	үйкеліс
chagrin	0	0	1	0	0	1	0	1	0	0	ренжіту
chain	0	0	0	0	0	0	0	0	0	0	шынжыр
chair	0	0	0	0	0	0	0	0	0	0	орындық
chairman	0	0	0	0	0	0	1	0	0	1	төрағасы
chairperson	0	0	0	0	0	0	0	0	0	0	төрағасы
chairwoman	0	0	0	0	0	0	1	0	0	1	төрайымы
chaise	0	0	0	0	0	0	0	0	0	0	шезлонг
chalet	0	0	0	0	0	0	0	0	0	0	шале
chalice	0	0	0	0	0	0	0	0	0	0	кесе
chalk	0	0	0	0	0	0	0	0	0	0	бор
challenge	1	0	0	1	0	1	0	0	0	0	шақыру
chamber	0	0	0	0	0	0	0	0	0	0	камера
chambers	0	0	0	0	0	0	0	0	0	0	камералар
chameleon	0	0	0	0	0	0	0	0	0	0	хамелеон
champagne	0	0	0	0	0	0	0	0	0	0	Шампан
champion	0	1	0	0	1	0	1	0	0	1	чемпион
chance	0	0	0	0	0	0	0	0	1	0	мүмкіндік
chancellor	0	0	0	0	0	0	0	0	0	1	канцлер
chandelier	0	0	0	0	0	0	0	0	0	0	люстра
chandler	0	0	0	0	0	0	0	0	0	0	Чандлер
change	0	0	0	1	0	0	0	0	0	0	өзгерту
changeable	0	1	0	0	0	0	0	0	1	0	өзгермелі
changed	0	0	0	0	0	0	0	0	0	0	өзгерді
changer	0	0	0	0	0	0	0	0	0	0	ауыстырғыш
changing	0	0	0	0	0	0	0	0	0	0	өзгеру
channel	0	0	0	0	0	0	0	0	0	0	арна
chant	1	1	0	0	1	0	1	0	1	0	ән айту
chaos	1	0	0	1	0	1	0	1	0	0	хаос
chaotic	1	0	0	0	0	1	0	0	0	0	хаотикалық
chap	0	0	0	0	0	0	0	0	0	0	тарау
chapel	0	0	0	0	0	0	0	0	0	0	часовня
chaplain	0	0	0	0	0	0	0	0	0	1	дін қызметкері
chapman	0	0	0	0	0	0	0	0	0	0	чапмен
chaps	0	0	0	0	0	0	0	0	0	0	тараулар
chapter	0	0	0	0	0	0	0	0	0	0	бөлім
char	0	0	0	0	0	0	0	0	0	0	таңба
character	0	0	0	0	0	0	0	0	0	0	кейіпкер
characteristic	0	0	0	0	0	0	0	0	0	0	тән
characterize	0	0	0	0	0	0	0	0	0	0	сипаттау
charade	0	0	0	0	0	1	0	0	0	0	қайрат
charcoal	0	0	0	0	0	0	0	0	0	0	көмір
charge	0	0	0	0	0	0	0	0	0	0	заряд
chargeable	0	0	0	1	0	1	0	1	0	0	ақылы
charger	0	0	0	0	0	0	1	0	0	0	зарядтағыш
chariot	0	0	0	0	0	0	0	0	0	0	күйме
charitable	0	1	0	0	1	0	1	0	0	1	қайырымдылық
charity	0	0	0	0	1	0	1	0	0	0	қайырымдылық
charm	0	0	0	0	0	0	1	0	0	0	сүйкімділік
charmed	0	0	0	0	1	1	1	0	0	0	Таң қалдым
charmer	0	0	0	0	0	0	0	0	0	0	сүйкімді
charming	0	0	0	0	0	0	1	0	0	0	сүйкімді
chart	0	0	0	0	0	0	0	0	0	1	диаграмма
charter	0	0	0	0	0	0	0	0	0	0	жарғы
chartered	0	0	0	0	0	0	0	0	0	0	жалданған
chase	0	0	0	0	0	1	0	0	0	0	қуу
chasm	0	0	0	1	0	0	0	0	0	0	шыңырау
chastisement	0	0	0	0	0	1	0	0	0	0	жазалау
chastity	0	1	0	0	0	0	1	0	0	1	пәктік
chat	0	0	0	0	0	0	0	0	0	0	чат
chateau	0	0	0	0	0	0	0	0	0	0	шатыр
chatter	0	0	0	0	0	0	0	0	0	0	әңгімелесу
chattering	0	0	0	0	0	0	1	0	0	0	әңгімелесу
chatty	0	0	0	0	0	1	0	0	0	0	әңгімешіл
chauffeur	0	0	0	0	0	0	0	0	0	0	жүргізуші
cheap	0	0	0	0	0	1	0	0	0	0	арзан
cheat	1	0	1	0	0	1	0	0	0	0	алдау
check	0	0	0	0	0	0	0	0	0	0	тексеру
checker	0	0	0	0	0	0	0	0	0	0	тексеруші
checkered	0	0	0	0	0	0	0	0	0	0	шашақты
checkers	0	0	0	0	0	0	0	0	0	0	дойбы
checklist	0	0	0	0	0	0	1	0	0	1	бақылау парағы
cheek	0	0	0	0	0	0	0	0	0	0	щек
cheeks	0	0	0	0	0	0	0	0	0	0	щектер
cheep	0	0	0	0	0	0	0	0	0	0	жыбырлау
cheer	0	1	0	0	1	0	1	0	1	1	көңіл көтеру
cheerful	0	0	0	0	1	0	1	0	1	0	көңілді
cheerfulness	0	1	0	0	1	0	1	0	0	1	көңілділік
cheering	0	0	0	0	1	0	1	0	0	0	қолдау көрсету
cheery	0	1	0	0	1	0	1	0	0	0	көңілді
cheesecake	0	0	0	0	0	1	0	0	0	0	ірімшік торт
cheetah	0	0	0	0	0	0	0	0	0	0	гепард
chemise	0	0	0	0	0	0	0	0	0	0	химикат
chemist	0	0	0	0	0	0	1	0	0	1	химик
chemistry	0	0	0	0	0	0	0	0	0	0	химия
cheque	0	0	0	0	0	0	0	0	0	0	тексеру
cherish	0	1	0	0	1	0	1	0	1	1	қадірлеу
cherry	0	0	0	0	0	0	1	0	0	0	шие
chess	0	0	0	0	0	0	0	0	0	0	шахмат
chest	0	0	0	0	0	0	0	0	0	0	кеуде
chestnut	0	0	0	0	0	0	0	0	0	0	талшын
chevron	0	0	0	0	0	0	0	0	0	0	шеврон
chew	0	0	0	0	0	0	0	0	0	0	шайнау
chic	0	0	0	0	0	0	0	0	0	0	сәнді
chicane	0	1	0	0	0	1	0	0	1	1	шикан
chicken	0	0	0	1	0	0	0	0	0	0	тауық
chief	0	0	0	0	0	0	0	0	0	0	бастық
chiefly	0	0	0	0	0	0	0	0	0	0	негізінен
chieftain	0	0	0	0	0	0	1	0	0	0	көсем
child	0	1	0	0	1	0	1	0	0	0	бала
childbirth	0	0	0	0	0	0	0	0	0	0	босану
childhood	0	0	0	0	1	0	1	0	0	0	балалық шақ
childish	0	0	0	0	0	1	0	0	0	0	балаша
chill	0	0	0	0	0	0	0	0	0	0	салқындату
chilly	0	0	0	0	0	1	0	0	0	0	салқын
chime	0	0	0	0	0	0	0	0	0	0	қоңырау
chimera	0	0	0	1	0	0	0	0	1	0	химера
chimes	0	0	0	0	0	0	0	0	0	0	қоңыраулар
chimney	0	0	0	0	0	0	0	0	0	0	мұржа
china	0	0	0	0	0	0	0	0	0	0	Қытай
chine	0	0	0	0	0	0	0	0	0	0	қытай
chinook	0	0	0	0	0	0	0	0	0	0	Чинук
chip	0	0	0	0	0	0	0	0	0	0	чип
chipping	0	0	0	0	0	0	0	0	0	0	чиптеу
chirp	0	0	0	0	1	0	1	0	0	0	шырылдау
