English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Galician Word
corse	0	0	0	0	0	0	0	1	0	0	corsé
corset	0	0	0	0	0	0	0	0	0	0	corsé
cortex	0	0	0	0	0	0	0	0	0	0	cortiza
cortical	0	0	0	0	0	0	0	0	0	0	cortical
corvette	0	0	0	0	0	0	0	0	0	0	corbeta
cosmetic	0	0	0	0	0	0	0	0	0	0	cosméticos
cosmetics	0	0	0	0	0	0	0	0	0	0	cosméticos
cosmic	0	0	0	0	0	0	0	0	0	0	cósmico
cosmology	0	0	0	0	0	0	0	0	0	0	cosmoloxía
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolita
cosmos	0	0	0	0	0	0	0	0	0	0	cosmos
cost	0	0	0	0	0	0	0	0	0	0	custo
costly	0	0	0	0	0	0	0	0	0	0	custosa
costume	0	0	0	0	0	0	0	0	0	0	traxe
cosy	0	0	0	0	0	0	1	0	0	0	acolledor
cot	0	0	0	0	0	0	0	0	0	0	berce
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	casa de campo
cotton	0	0	0	0	0	0	0	0	0	0	algodón
couch	0	0	0	0	0	0	0	1	0	0	sofá
cougar	0	0	0	0	0	0	0	0	0	0	puma
cough	0	0	1	0	0	1	0	0	0	0	tose
council	0	1	0	0	0	0	1	0	0	1	concello
counsel	0	0	0	0	0	0	1	0	0	1	avogado
counsellor	1	0	0	1	0	1	0	0	0	1	conselleiro
counselor	0	0	0	0	0	0	1	0	0	1	conselleiro
count	0	0	0	0	0	0	1	0	0	1	contar
countdown	0	1	0	0	0	0	0	0	0	0	conta atrás
countenance	0	0	0	0	0	0	0	0	0	0	rostro
counter	0	0	0	0	0	0	0	0	0	0	contador
counteract	0	0	0	0	0	0	0	0	0	0	contrarrestar
counterbalance	0	0	0	0	0	0	0	0	0	0	contrapeso
counterclaim	0	0	0	0	0	0	0	0	0	0	reconvención
counterpart	0	0	0	0	0	0	0	0	0	0	contrapartida
countess	0	0	0	0	0	0	1	0	0	0	condesa
countless	0	0	0	0	0	0	0	0	0	0	incontables
country	0	0	0	0	0	0	0	0	0	0	país
countryman	0	0	0	0	0	0	0	0	0	1	paisano
counts	0	0	0	0	0	0	0	0	0	0	conta
county	0	0	0	0	0	0	0	0	0	1	comarca
coup	1	0	0	0	0	0	0	0	1	0	golpe de estado
couple	0	0	0	0	0	0	0	0	0	0	parella
coupled	0	0	0	0	0	0	0	0	0	0	acoplado
coupon	0	0	0	0	0	0	0	0	0	0	cupón
courage	0	0	0	0	0	0	1	0	0	0	coraxe
courageous	0	0	0	1	0	0	1	0	0	0	valente
courier	0	0	0	0	0	0	0	0	0	1	correo
courses	0	0	0	0	0	0	0	0	0	0	cursos
coursing	0	0	0	0	0	1	0	0	0	0	cursor
court	1	1	0	1	0	0	0	0	0	0	tribunal
courteous	0	0	0	0	0	0	1	0	0	0	cortés
courtesy	0	0	0	0	0	0	1	0	0	0	cortesía
courthouse	0	0	0	0	0	0	0	0	0	0	palacio de xustiza
courts	0	0	0	0	0	0	0	0	0	0	tribunais
courtship	0	1	0	0	1	0	1	0	0	1	cortexo
courtyard	0	0	0	0	0	0	0	0	0	0	patio
cove	0	1	1	1	1	0	1	0	0	0	enseada
covenant	0	0	0	0	0	0	1	0	0	1	pacto
cover	0	0	0	0	0	0	0	0	0	1	cuberta
covered	0	0	0	0	0	0	0	0	0	0	cuberto
covering	0	0	0	0	0	0	0	0	0	0	cubrindo
covert	0	0	0	0	0	0	0	0	0	0	encuberto
covet	0	0	0	0	0	1	0	0	0	0	cobiza
cow	0	0	0	0	0	0	0	0	0	0	vaca
coward	0	0	1	1	0	1	0	1	0	0	covarde
cowardice	0	0	0	1	0	1	0	0	0	0	covardía
cowardly	0	0	0	1	0	1	0	0	0	0	covarde
cowboy	0	0	0	0	0	0	0	0	0	0	vaqueiro
cowhide	0	0	0	0	0	0	0	0	0	0	coiro de vaca
cowl	0	0	0	0	0	0	0	0	0	0	capucha
coworker	0	0	0	0	0	0	0	0	0	0	compañeiro de traballo
coy	0	0	0	1	0	0	0	0	0	0	tímido
coyote	0	0	0	1	0	0	0	0	0	0	coiote
crab	0	0	0	0	0	0	0	0	0	0	cangrexo
crabby	1	0	0	0	0	1	0	0	0	0	crabby
crack	0	0	0	0	0	1	0	0	0	0	rachar
cracked	1	0	0	1	0	1	0	0	0	0	rachado
cracker	0	0	0	0	0	0	0	0	0	0	galleta
cracking	0	0	0	0	0	1	0	0	0	0	rachando
crackle	0	0	0	0	0	0	0	0	0	0	crepitar
cradle	0	1	0	0	1	0	1	0	0	1	berce
craft	0	0	0	0	0	0	1	0	0	0	artesanía
craftsman	0	0	0	0	0	0	1	0	0	0	artesán
crafty	0	0	0	0	0	0	0	0	0	0	astuto
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	ateigado
cramp	0	1	0	0	0	1	0	0	0	0	calambre
cramped	0	0	0	0	0	1	0	0	0	0	estreito
crane	0	0	0	0	0	0	0	0	0	0	grúa
cranium	0	0	0	0	0	0	0	0	0	0	cranio
crank	0	0	0	0	0	1	0	0	0	0	manivela
cranky	1	0	0	0	0	1	0	0	0	0	malhumorado
crap	0	0	1	0	0	1	0	0	0	0	merda
craps	0	1	0	0	0	0	0	0	0	0	merdos
crash	0	0	0	1	0	1	0	1	1	0	accidente
crate	0	0	0	0	0	0	0	0	0	0	caixón
crater	0	0	0	0	0	0	0	0	0	0	cráter
crave	0	1	0	0	0	0	0	0	0	0	ansia
craving	0	1	0	0	0	0	0	0	0	0	ansia
crawfish	0	0	0	0	0	0	0	0	0	0	lagostinos
crawl	0	0	1	0	0	1	0	0	0	0	arrastrarse
crayons	0	0	0	0	0	0	0	0	0	0	crayones
craze	0	0	0	0	0	0	0	0	0	0	tolemia
crazed	1	0	0	1	0	1	0	0	0	0	tolo
crazy	1	0	0	1	0	1	0	1	0	0	tolo
creaking	0	0	0	0	0	1	0	0	0	0	rechinar
cream	0	1	0	0	1	0	1	0	1	0	crema
creamer	0	0	0	0	0	0	0	0	0	0	cremador
creamy	0	0	0	0	0	0	0	0	0	0	cremoso
crease	0	0	0	0	0	0	0	0	0	0	engurra
create	0	0	0	0	1	0	1	0	0	0	crear
creation	0	0	0	0	0	0	0	0	0	0	creación
creative	0	0	0	0	0	0	1	0	0	0	creativo
creator	0	0	0	0	0	0	0	0	0	0	creador
creature	0	0	1	1	0	1	0	0	0	0	criatura
credence	0	0	0	0	0	0	1	0	0	1	credencia
credential	0	0	0	0	0	0	1	0	0	1	credencial
credentials	0	0	0	0	0	0	0	0	0	0	credenciais
credibility	0	0	0	0	0	0	1	0	0	1	credibilidade
credible	0	0	0	0	0	0	1	0	0	1	crible
credit	0	0	0	0	0	0	1	0	0	1	crédito
creditable	0	0	0	0	0	0	1	0	0	1	acreditable
credited	0	0	0	0	0	0	1	0	0	0	acreditado
crediting	0	0	0	0	0	0	0	0	0	0	acreditación
creditor	0	0	0	0	0	0	0	0	0	0	acredor
creed	0	0	0	0	0	0	0	0	0	0	credo
creek	0	0	0	0	0	0	0	0	0	0	regato
creep	0	0	0	0	0	1	0	0	0	0	arrastrar
creeping	0	1	0	0	0	0	0	0	0	0	arrastrando
cremation	0	0	0	0	0	0	0	1	0	0	cremación
creole	0	0	0	0	0	0	0	0	0	0	crioulo
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	crecente
crevice	0	0	0	0	0	0	0	0	0	0	fenda
crew	0	0	0	0	0	0	0	0	0	1	tripulación
crib	0	0	0	0	0	0	0	0	0	0	berce
cricket	0	0	0	0	0	0	0	0	0	0	grilo
crime	1	0	0	0	0	1	0	0	0	0	crime
criminal	1	0	1	1	0	1	0	0	0	0	criminal
criminality	1	0	1	1	0	1	0	0	0	0	criminalidade
crimp	0	0	0	0	0	0	0	0	0	0	engarzar
crimson	0	0	0	0	0	0	0	0	0	0	carmesí
cringe	0	0	1	1	0	1	0	1	0	0	encorrer
cripple	0	0	0	1	0	1	0	1	0	0	lisiado
crippled	0	0	0	0	0	1	0	1	0	0	lisiado
crisis	0	0	0	0	0	1	0	0	0	0	crise
crisp	0	0	0	0	0	1	0	0	0	1	crocante
criterion	0	0	0	0	0	0	0	0	0	0	criterio
critic	0	0	0	0	0	1	0	0	0	0	crítico
criticism	1	0	0	0	0	1	0	1	0	0	crítica
criticize	1	0	1	1	0	1	0	1	0	0	criticar
critique	0	0	0	0	0	0	1	0	0	0	crítica
critter	0	0	1	0	0	0	0	0	0	0	bicho
croak	0	0	0	0	0	0	0	0	0	0	croar
crock	0	0	0	0	0	0	0	0	0	0	barro
crockery	0	0	0	0	0	0	0	0	0	0	vaixela
crocodile	0	0	0	1	0	0	0	0	0	0	crocodilo
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	ladrón
crop	0	0	0	0	0	0	0	0	0	0	colleita
croquet	0	0	0	0	0	0	0	0	0	0	croquet
cross	1	0	0	1	0	1	0	1	0	0	cruz
crossbow	0	0	0	0	0	0	0	0	0	0	ballesta
crossed	0	0	0	0	0	0	0	0	0	0	cruzado
crossing	0	0	0	0	0	0	0	0	0	0	cruzamento
crotch	0	0	0	0	0	0	0	0	0	0	entrepierna
crouch	0	0	0	1	0	0	0	0	0	0	agacharse
crouched	0	0	0	0	0	0	0	0	0	0	agachado
crouching	0	0	0	1	0	1	0	0	0	0	agachado
croupier	0	0	0	0	0	0	0	0	0	0	crupier
crow	0	0	0	0	0	0	0	0	0	0	corvo
crowd	0	0	0	0	0	0	0	0	0	0	multitude
crowded	0	0	0	0	0	0	0	0	0	0	ateigado
crown	0	0	0	0	0	0	0	0	0	0	coroa
crowning	0	1	0	0	1	0	1	0	1	1	coroación
crucial	0	0	0	0	0	0	1	0	0	1	crucial
cruciate	0	0	0	0	0	1	0	0	0	0	cruzar
crucifix	0	0	0	0	0	0	0	0	0	0	crucifixo
crucifixion	1	0	1	1	0	1	0	1	0	0	crucifixión
crude	0	0	1	0	0	1	0	0	0	0	cru
cruel	1	0	1	1	0	1	0	1	0	0	cruel
cruelly	1	0	0	1	0	1	0	0	0	0	cruelmente
cruelty	1	0	1	1	0	1	0	1	0	0	crueldade
cruise	0	0	0	0	0	0	0	0	0	0	cruceiro
cruiser	0	0	0	0	0	0	0	0	0	0	cruceiro
crumb	0	0	0	0	0	0	0	0	0	0	migalla
crumbling	0	0	0	0	0	1	0	1	0	0	desmoronándose
crunch	1	0	0	0	0	1	0	0	0	0	crujir
crusade	1	0	0	1	0	1	0	0	0	0	cruzada
crush	0	0	0	0	0	0	0	0	0	0	esmagar
crushed	1	0	1	1	0	1	0	1	0	0	esmagado
crushing	1	0	1	1	0	1	0	0	0	0	trituración
crust	0	0	0	0	0	0	0	0	0	0	codia
crusty	0	0	1	0	0	1	0	0	0	0	crujiente
crutch	0	0	0	0	0	0	0	0	0	0	muleta
crux	0	0	0	0	0	0	0	0	0	0	cruz
cry	0	0	0	0	0	1	0	1	0	0	chorar
crying	0	0	0	0	0	1	0	1	0	0	chorando
crypt	0	0	0	1	0	1	0	1	0	0	cripta
cryptic	0	0	0	0	0	0	0	0	0	0	críptico
cryptography	0	0	0	0	0	0	0	0	0	0	criptografía
crystal	0	0	0	0	0	0	1	0	0	0	cristal
crystalline	0	0	0	0	0	0	0	0	0	0	cristalino
crystallization	0	0	0	0	0	0	0	0	0	0	cristalización
cub	0	0	0	0	0	0	0	0	0	0	cachorro
cube	0	0	0	0	0	0	0	0	0	1	cubo
cubicle	0	0	0	0	0	0	0	0	0	0	cubículo
cuckold	0	0	1	0	0	1	0	0	0	0	cornudo
cuckoo	0	0	0	0	0	1	0	0	0	0	cuco
cuddle	0	0	0	0	1	0	1	0	0	1	abrazo
cue	0	1	0	0	0	0	0	0	0	0	taco
cuff	0	0	0	0	0	0	0	0	0	0	manguito
cuisine	0	0	0	0	0	0	0	0	0	0	cociña
culinary	0	0	0	0	0	0	1	0	0	1	culinario
cull	0	0	0	0	0	1	0	0	0	0	sacrificar
culminate	0	0	0	0	0	0	0	0	0	0	culminar
culmination	0	0	0	0	0	0	1	0	0	0	culminación
culpability	0	0	0	0	0	1	0	0	0	0	culpabilidade
culpable	0	0	0	0	0	1	0	0	0	0	culpable
culprit	0	0	0	0	0	1	0	0	0	0	culpable
cult	0	0	0	1	0	1	0	0	0	0	culto
cultivate	0	1	0	0	0	0	1	0	0	1	cultivar
cultivated	0	0	0	0	0	0	1	0	0	0	cultivado
cultivation	0	0	0	0	0	0	1	0	0	0	cultivo
culture	0	0	0	0	0	0	1	0	0	0	cultura
culvert	0	0	0	0	0	0	0	0	0	0	alcantarillado
cumbersome	0	0	0	0	0	1	0	1	0	0	engorroso
cumulus	0	0	0	0	0	0	0	0	0	0	cúmulo
cunning	0	0	0	0	0	1	1	0	0	0	astucia
cup	0	0	0	0	0	0	0	0	0	0	cunca
cupboard	0	0	0	0	0	0	0	0	0	0	armario
cupping	0	0	1	1	0	1	0	1	0	0	copando
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	curable
curate	0	0	0	0	0	0	0	0	0	0	cura
curative	0	0	0	0	0	0	0	0	0	0	curativo
curator	0	0	0	0	0	0	0	0	0	0	comisario
curb	0	0	0	0	0	0	0	0	0	0	frear
curd	0	0	0	0	0	0	0	0	0	0	requeixo
curfew	0	0	0	0	0	0	0	0	0	0	toque de queda
curiosity	0	1	0	0	0	0	1	0	1	0	curiosidade
curl	0	0	0	0	0	0	1	0	0	0	rizo
curling	0	0	0	0	0	0	0	0	0	0	curling
currency	0	0	0	0	0	0	0	0	0	0	moeda
current	0	0	0	0	0	0	0	0	0	0	actual
curriculum	0	0	0	0	0	0	0	0	0	0	currículo
curry	0	0	0	0	0	0	0	0	0	0	curry
curse	1	0	1	1	0	1	0	1	0	0	maldición
cursed	1	0	0	1	0	1	0	1	0	0	maldito
cursing	1	0	1	0	0	1	0	0	0	0	maldicindo
cursory	0	0	0	0	0	1	0	0	0	0	superficial
curt	0	0	0	0	0	0	0	0	0	0	curto
curtail	0	0	0	0	0	0	0	0	0	0	recortar
curtailment	0	0	0	0	0	0	0	0	0	0	redución
curtain	0	0	0	0	0	0	0	0	0	0	cortina
curvature	0	0	0	0	0	0	0	0	0	0	curvatura
curve	0	0	0	0	0	0	0	0	0	0	curva
curved	0	0	0	0	0	0	0	0	0	0	curvo
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilíneo
cushion	0	0	0	0	0	0	1	0	0	0	coxín
cusp	0	0	0	0	0	0	0	0	0	0	cúspide
cussed	1	0	0	0	0	0	0	0	0	0	maldito
custodian	0	0	0	0	0	0	0	0	0	1	custodio
custody	0	0	0	0	0	0	0	0	0	1	custodia
custom	0	0	0	0	0	0	0	0	0	0	costume
customary	0	0	0	0	0	0	0	0	0	0	costume
customer	0	0	0	0	0	0	1	0	0	0	cliente
cut	0	0	0	0	0	0	0	0	0	0	cortar
cutaneous	0	0	0	0	0	0	0	0	0	0	cutánea
cute	0	0	0	0	0	0	1	0	0	0	bonito
cuticle	0	0	0	0	0	0	0	0	0	0	cutícula
cutlery	0	0	0	0	0	0	0	0	0	0	cubertos
cutter	0	0	0	1	0	1	0	0	0	0	cortador
cutters	0	0	0	0	0	0	1	0	0	0	cortadores
cutthroat	1	0	0	1	0	1	0	0	0	0	degollada
cutting	1	0	1	1	0	1	0	1	0	0	corte
cuttings	0	0	0	0	0	0	0	0	0	0	cortes
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	cianuro
cycle	0	0	0	0	0	0	0	0	0	0	ciclo
cyclical	0	0	0	0	0	0	0	0	0	0	cíclico
cyclist	0	0	0	0	0	0	0	0	0	0	ciclista
cyclone	0	0	0	1	0	1	0	0	1	0	ciclón
cylinder	0	0	0	0	0	0	0	0	0	0	cilindro
cylindrical	0	0	0	0	0	0	0	0	0	0	cilíndrico
cymbal	0	0	0	0	0	0	0	0	0	0	prato
cynic	0	0	0	0	0	0	0	0	0	0	cínico
cyst	0	0	0	1	0	1	0	1	0	0	quiste
cystic	0	0	1	0	0	0	0	0	0	0	quístico
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	citomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	citoplasma
czar	0	0	0	0	0	0	0	0	0	0	zar
dab	0	0	0	0	0	0	0	0	0	0	toca
dabble	0	0	0	0	0	0	0	0	0	0	incursionar
dabbling	1	0	1	0	0	1	0	0	0	0	barbillando
dad	0	0	0	0	0	0	0	0	0	0	papá
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	demo
daft	0	0	1	0	0	1	0	0	0	0	tonto
dagger	0	0	0	1	0	1	0	0	0	0	puñal
daily	0	1	0	0	0	0	0	0	0	0	diariamente
dainty	0	0	0	0	0	0	0	0	0	0	delicada
dairy	0	0	0	0	0	0	0	0	0	0	lácteos
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	dale
dam	0	0	0	0	0	0	0	0	0	0	encoro
damage	1	0	1	0	0	1	0	1	0	0	danos
damages	0	0	0	0	0	1	0	1	0	0	danos
dame	1	0	1	0	0	0	1	0	0	1	dama
damn	1	0	1	0	0	1	0	0	0	0	maldición
damnation	1	0	0	1	0	1	0	1	0	0	condenación
damned	0	0	0	0	0	1	0	0	0	0	maldito
damp	0	0	0	0	0	0	0	0	0	0	húmido
dampened	0	0	0	0	0	0	0	0	0	0	humedecida
damper	0	0	0	0	0	1	0	0	0	0	amortecedor
damsel	0	0	0	0	0	0	0	0	0	0	doncela
dance	0	0	0	0	1	0	1	0	0	1	baile
dancer	0	0	0	0	0	0	0	0	0	0	bailarín
dandruff	0	0	0	0	0	1	0	0	0	0	caspa
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	perigo
dangerous	0	0	0	1	0	1	0	0	0	0	perigoso
dangle	0	0	0	0	0	0	0	0	0	0	colgar
dank	0	0	1	0	0	0	0	0	0	0	húmedo
dapper	0	0	0	0	0	0	0	0	0	0	elegante
dare	0	1	0	0	0	0	0	0	0	1	atreverse
daring	0	0	0	0	0	0	1	0	0	0	atrevido
dark	0	0	0	0	0	0	0	1	0	0	escuro
darken	0	0	0	1	0	1	0	1	0	0	escurecer
darkened	0	0	0	1	0	1	0	1	0	0	escurecido
darkly	0	0	0	0	0	0	0	0	0	0	escuramente
darkness	1	0	0	1	0	1	0	1	0	0	escuridade
darling	0	0	0	0	1	0	1	0	0	1	Cariño
darn	0	0	0	0	0	0	0	0	0	0	maldito
dart	0	0	0	1	0	0	0	0	0	0	dardo
dash	0	0	0	0	0	0	0	0	0	0	trazo
dashboard	0	0	0	0	0	0	0	0	0	0	panel de control
dashed	1	0	0	1	0	1	0	1	0	0	trazos
dashing	0	0	0	0	0	0	1	0	0	0	fulgurante
dastardly	1	0	1	1	0	1	0	0	0	0	cobarde
data	0	0	0	0	0	0	0	0	0	0	datos
database	0	0	0	0	0	0	0	0	0	0	base de datos
date	0	0	0	0	0	0	0	0	0	0	data
daughter	0	0	0	0	1	0	1	0	0	0	filla
dawn	0	1	0	0	1	0	1	0	1	1	amencer
day	0	0	0	0	0	0	0	0	0	0	día
daybreak	0	0	0	0	0	0	0	0	0	0	amanecer
daydreaming	0	0	0	0	0	0	0	0	0	0	soñando despierto
daze	0	0	0	0	0	0	0	0	0	0	aturdido
dazed	0	0	0	0	0	1	0	0	0	0	abraiado
dazzling	0	0	0	0	0	0	0	0	0	0	abraiante
deacon	0	0	0	0	0	0	0	0	0	1	diácono
deactivate	0	0	0	0	0	1	0	0	0	0	desactivar
deadlock	0	0	0	0	0	1	0	0	0	0	punto morto
deadly	1	0	1	1	0	1	0	1	0	0	mortal
deafening	0	0	0	0	0	0	0	0	0	0	enxordecedor
deafness	0	0	0	0	0	0	0	0	0	0	xordeira
deal	0	1	0	0	1	0	1	0	1	1	trato
dealer	0	0	0	0	0	0	0	0	0	0	comerciante
dealing	0	0	0	0	0	0	0	0	0	0	tratando
dealings	0	0	0	0	0	0	0	0	0	1	tratos
dean	0	0	0	0	0	0	0	0	0	0	decano
dear	0	0	0	0	0	0	1	0	0	0	querido
dearth	0	0	0	0	0	0	0	0	0	0	escaseza
death	1	1	1	1	0	1	0	1	1	0	morte
debacle	0	0	0	1	0	1	0	1	0	0	debacle
debatable	0	0	0	0	0	0	0	0	0	0	discutible
debate	0	0	0	0	0	0	1	0	0	0	debate
debauchery	0	0	1	1	0	1	0	0	0	0	libertinaxe
debenture	0	1	0	0	0	0	0	0	0	0	obrigación
debit	0	0	0	0	0	0	0	0	0	0	débito
debris	0	0	1	0	0	1	0	0	0	0	restos
debt	0	0	0	0	0	1	0	1	0	0	débeda
debtor	0	0	0	0	0	1	0	0	0	0	debedor
debut	0	0	0	0	0	0	0	0	0	0	debut
decade	0	0	0	0	0	0	0	0	0	0	década
decanter	0	0	0	0	0	0	0	0	0	0	decantador
decay	0	0	0	1	0	1	0	1	0	0	decadencia
decayed	0	0	1	0	0	1	0	1	0	0	decaído
deceased	0	0	0	0	0	1	0	1	0	0	falecido
deceit	1	0	1	1	0	1	0	1	1	0	engano
deceitful	0	0	1	0	0	1	0	1	0	0	enganoso
deceive	1	0	1	0	0	1	0	1	0	0	enganar
deceived	1	0	0	0	0	1	0	0	0	0	enganado
deceiving	0	0	0	0	0	1	0	0	0	1	enganando
decency	0	0	0	0	0	0	1	0	0	0	decencia
decent	0	0	0	0	0	0	1	0	0	0	decente
deception	0	0	0	0	0	1	0	0	0	0	engano
deceptive	0	0	0	0	0	1	0	0	0	0	enganoso
decidedly	0	0	0	0	0	0	0	0	0	0	decididamente
deciduous	0	0	0	0	0	0	0	0	0	0	caducifolio
decimal	0	0	0	0	0	0	0	0	0	0	decimal
decipher	0	0	0	0	0	0	0	0	0	0	descifrar
decision	0	0	0	0	0	0	0	0	0	0	decisión
decisive	0	0	0	0	0	0	0	0	0	0	decisivo
deck	0	0	0	0	0	0	0	0	0	0	cuberta
declaration	0	0	0	0	0	0	0	0	0	0	declaración
declaratory	0	0	0	0	0	0	1	0	0	0	declarativo
declare	0	0	0	0	0	0	0	0	0	0	declarar
declination	0	0	0	0	0	1	0	0	0	0	declinación
decline	0	0	0	0	0	1	0	0	0	0	declive
declining	0	0	0	0	0	1	0	0	0	0	en declive
decompose	0	0	1	0	0	0	0	0	0	0	descompoñer
decomposed	0	0	0	0	0	0	0	1	0	0	descomposto
decomposition	0	0	1	1	0	1	0	1	0	0	descomposición
decorate	0	0	0	0	0	0	0	0	0	0	adornar
decoration	0	0	0	0	0	0	0	0	0	0	decoración
decorum	0	0	0	0	0	0	0	0	0	0	decoro
decoy	0	0	0	0	0	0	0	0	1	0	señuelo
decrease	0	0	0	0	0	1	0	0	0	0	diminuír
decreased	0	0	0	0	0	0	0	0	0	0	diminuíu
decreasing	0	0	0	0	0	0	0	0	0	0	decrecente
decree	0	0	0	0	0	0	0	0	0	0	decreto
decrement	0	0	0	0	0	1	0	0	0	0	decremento
decrepit	0	0	0	0	0	1	0	0	0	0	decrépito
decry	1	0	0	0	0	1	0	0	0	0	censurar
dedication	0	0	0	0	0	0	1	0	0	0	dedicación
deduce	0	0	0	0	0	0	0	0	0	0	deducir
deduct	0	0	0	0	0	1	0	0	0	0	deducir
deduction	0	0	0	0	0	0	0	0	0	0	dedución
deed	0	0	0	0	0	0	0	0	0	1	acto
deepen	0	0	0	0	0	0	0	0	0	0	afondar
deer	0	0	0	0	0	0	0	0	0	0	cervos
defamation	0	0	1	1	0	1	0	0	0	0	difamación
defamatory	1	0	0	0	0	1	0	0	0	0	difamatorio
default	0	0	1	1	0	1	0	1	0	0	por defecto
defeat	0	0	0	0	0	1	0	0	0	0	derrota
defeated	0	0	0	0	0	1	0	1	0	0	derrotado
defect	1	0	0	0	0	1	0	0	0	0	defecto
defection	0	0	0	1	0	1	0	0	0	0	deserción
defective	0	0	1	0	0	1	0	0	0	0	defectuoso
defend	0	0	0	1	0	0	1	0	0	0	defender
defendant	1	0	0	1	0	0	0	1	0	0	imputado
defended	0	0	0	0	0	0	1	0	0	1	defendeu
defender	0	0	0	0	0	0	1	0	0	1	defensor
defending	0	0	0	0	0	0	1	0	0	0	defendendo
defense	1	1	0	1	0	0	1	0	0	0	defensa
defenseless	0	0	0	1	0	1	0	1	0	0	indefenso
defensible	0	0	0	0	0	0	0	0	0	0	defendible
defensive	0	0	0	0	0	0	0	0	0	0	defensivo
defer	0	0	0	0	0	0	0	0	0	0	aprazar
deference	0	0	0	0	0	0	1	0	0	1	deferencia
deferral	0	0	0	0	0	1	0	0	0	0	aprazamento
deferring	0	0	0	0	0	0	0	0	0	0	aprazando
defiance	1	0	1	1	0	1	0	0	0	0	desafío
defiant	1	0	0	0	0	1	0	0	0	0	desafiante
deficiency	0	0	0	0	0	1	0	0	0	0	deficiencia
deficit	0	0	0	0	0	1	0	0	0	0	déficit
define	0	0	0	0	0	0	0	0	0	0	definir
defined	0	0	0	0	0	0	0	0	0	0	definido
definition	0	0	0	0	0	0	0	0	0	0	definición
definitive	0	0	0	0	0	0	1	0	0	1	definitivo
deflate	1	0	0	0	0	1	0	1	0	0	desinflar
deflation	0	0	0	1	0	1	0	0	0	0	deflación
deflect	0	0	0	0	0	0	0	0	0	0	desviar
deflection	0	0	0	0	0	0	0	0	0	0	desvío
defloration	0	0	0	0	0	0	0	0	0	0	desfloración
deform	0	0	1	0	0	1	0	0	0	0	deformar
deformed	0	0	1	0	0	1	0	1	0	0	deformado
deformity	0	0	1	1	0	1	0	1	0	0	deformidade
defraud	1	0	1	0	0	1	0	0	0	0	defraudar
defray	0	0	0	0	0	0	0	0	0	0	sufragar
deft	0	0	0	0	0	0	0	0	0	0	hábil
defunct	0	0	0	0	0	1	0	1	0	0	defunto
defy	1	0	0	1	0	1	0	1	1	0	desafiar
degeneracy	1	0	1	0	0	1	0	1	0	0	dexeneración
degenerate	0	0	0	0	0	1	0	0	0	0	dexenerado
degeneration	0	0	0	0	0	0	0	0	0	0	dexeneración
degradation	0	0	0	0	0	1	0	0	0	0	degradación
degrade	0	0	1	0	0	1	0	0	0	0	degradar
degrading	0	0	1	1	0	1	0	1	0	0	degradante
degree	0	0	0	0	0	0	1	0	0	0	grao
dehydrated	0	0	0	0	0	0	0	0	0	0	deshidratado
delay	1	0	1	1	0	1	0	1	0	0	atraso
delayed	0	0	0	0	0	1	0	0	0	0	atrasada
delectable	0	0	0	0	0	0	1	0	0	0	delicioso
delegate	0	0	0	0	0	0	1	0	0	1	delegado
delegation	0	0	0	0	0	0	0	0	0	0	delegación
deleterious	1	0	1	1	0	1	0	0	0	0	prexudicial
deletion	0	0	0	0	0	1	0	0	0	0	eliminación
deliberate	0	0	0	0	0	0	1	0	0	0	deliberado
deliberation	0	0	0	0	0	0	0	0	0	0	deliberación
deliberative	0	0	0	0	0	0	0	0	0	0	deliberativo
delicacy	0	0	0	0	0	0	0	0	0	0	delicadeza
delicious	0	0	0	0	1	0	1	0	0	0	delicioso
delight	0	1	0	0	1	0	1	0	0	0	deleite
delighted	0	1	0	0	1	0	1	0	1	0	encantado
delightful	0	1	0	0	1	0	1	0	0	1	delicioso
delineate	0	0	0	0	0	0	0	0	0	0	delimitar
delineation	0	0	0	0	0	0	0	0	0	0	delineación
delinquency	0	0	0	0	0	1	0	0	0	0	delincuencia
delinquent	1	0	1	0	0	1	0	0	0	0	delincuente
delirious	0	0	0	0	0	1	0	1	0	0	delirante
