English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Croatian Word
casket	0	0	0	1	0	1	0	1	0	0	kovčeg
cast	0	0	0	0	0	0	0	0	0	0	cast
caste	0	0	0	0	0	1	0	0	0	0	kasta
caster	0	0	0	0	0	0	0	0	0	0	kotačić
castle	0	0	0	0	0	0	0	0	0	0	dvorac
castor	0	0	0	0	0	0	0	0	0	0	ricinusovo
casual	0	0	0	0	0	0	0	0	0	0	ležeran
casually	0	0	0	0	0	0	0	0	0	0	ležerno
casualty	1	0	0	1	0	1	0	1	0	0	unesrećeni
cat	0	0	0	0	0	0	0	0	0	0	mačka
catabolism	0	0	0	0	0	0	0	0	0	0	katabolizam
catalog	0	0	0	0	0	0	0	0	0	0	katalog
catalogue	0	0	0	0	0	0	0	0	0	0	katalog
catalysis	0	0	0	0	0	0	0	0	0	0	kataliza
catalytic	0	0	0	0	0	0	0	0	0	0	katalitički
catamaran	0	0	0	0	0	0	0	0	0	0	katamaran
catapult	0	0	0	0	0	0	0	0	0	0	katapult
cataract	0	1	0	1	0	1	0	1	0	0	katarakta
catastrophe	1	0	1	1	0	1	0	1	1	0	katastrofa
catch	0	0	0	0	0	0	0	0	1	0	ulov
catching	0	0	0	0	0	0	0	0	0	0	hvatanje
catechism	0	0	1	0	0	0	0	0	0	0	katekizam
categorical	0	0	0	0	0	0	1	0	0	0	kategoričan
category	0	0	0	0	0	0	0	0	0	0	kategorija
cater	0	0	0	0	0	0	1	0	0	0	razonoditi
caterer	0	0	0	0	0	0	0	0	0	0	ugostitelj
caterpillar	0	0	0	0	0	0	0	0	0	0	gusjenica
cates	0	0	0	0	0	0	0	0	0	0	mačke
cathartic	0	0	0	0	0	0	1	0	0	0	katarzičan
cathedral	0	0	0	0	1	0	1	0	0	1	katedrala
catheter	0	0	0	0	0	1	0	0	0	0	kateter
catnip	0	0	0	0	0	0	0	0	0	0	mačja trava
cattle	0	0	0	0	0	0	0	0	0	0	goveda
caucus	0	0	0	0	0	0	0	0	0	0	zastupnički klub
caudal	0	0	0	0	0	0	0	0	0	0	kaudalni
caulk	0	0	0	0	0	0	0	0	0	0	brtvljenje
causal	0	0	0	0	0	0	0	0	0	0	uzročna
causality	0	0	0	0	0	0	0	0	0	0	uzročnost
causation	0	0	0	0	0	0	0	0	0	0	uzročnost
caused	0	0	0	0	0	0	0	0	0	0	uzrokovano
causeway	0	0	0	0	0	0	0	0	0	0	mostić
caution	1	1	0	1	0	1	0	0	0	0	Oprez
cautionary	0	0	0	1	0	0	0	0	0	0	opominjući
cautious	0	1	0	1	0	0	1	0	0	1	oprezan
cautiously	0	0	0	1	0	0	1	0	0	0	oprezno
cavalry	0	0	0	0	0	0	0	0	0	0	konjica
cave	0	0	0	0	0	0	0	0	0	0	špilja
caveat	0	0	0	0	0	0	0	0	0	0	upozorenje
cavern	0	0	0	0	0	0	0	0	0	0	kaverna
cavernous	0	0	0	0	0	0	0	0	0	0	kavernozan
cavity	0	0	0	0	0	0	0	0	0	0	šupljina
cayenne	0	0	0	0	0	0	0	0	0	0	cayenne
cease	0	0	0	0	0	0	0	0	0	0	prekid
ceaseless	0	0	0	0	0	0	0	0	0	0	neprestani
cede	0	0	0	0	0	1	0	0	0	0	ustupiti
ceiling	0	0	0	0	0	0	0	0	0	0	strop
celebrant	0	0	0	0	0	0	0	0	0	0	slavljenik
celebrated	0	1	0	0	1	0	1	0	0	0	slavio
celebrating	0	1	0	0	1	0	1	0	0	0	slaveći
celebration	0	1	0	0	1	0	1	0	1	1	Proslava
celebrity	1	1	1	0	1	1	1	0	1	1	slavna osoba
celestial	0	1	0	0	1	0	1	0	0	0	nebeski
celibacy	0	0	0	0	0	0	0	0	0	0	celibat
cell	0	0	0	0	0	0	0	0	0	0	ćelija
cellar	0	0	0	0	0	0	0	0	0	0	podrum
cellular	0	0	0	0	0	0	0	0	0	0	stanični
celluloid	0	0	0	0	0	0	0	0	0	0	celuloid
cement	0	1	0	0	0	0	0	0	0	1	cement
cemented	0	0	0	0	0	0	0	0	0	0	zacementiran
cemetery	0	0	0	1	0	1	0	1	0	0	groblje
censor	1	0	1	1	0	1	0	0	0	1	cenzor
censure	0	0	0	0	0	1	0	0	0	0	cenzura
census	0	0	0	0	0	0	0	0	0	0	popis
cent	0	0	0	0	0	0	0	0	0	0	cent
centenary	0	0	0	0	0	0	0	0	0	0	stogodišnjica
centennial	0	0	0	0	0	0	0	0	0	0	stogodišnjica
center	0	0	0	0	0	0	1	0	0	1	centar
centimeter	0	0	0	0	0	0	0	0	0	0	centimetar
central	0	0	0	0	0	0	0	0	0	0	središnji
centrality	0	0	0	0	0	0	0	0	0	0	centralnost
centralization	0	0	0	0	0	0	0	0	0	0	centralizacija
centralize	0	0	0	0	0	0	0	0	0	0	centralizirati
centrally	0	0	0	0	0	0	0	0	0	0	centralno
centrifugal	0	0	0	0	0	0	0	0	0	0	centrifugalni
centrifuge	0	0	0	0	0	0	0	0	0	0	centrifuga
centurion	0	0	0	0	0	0	1	0	0	0	stotnik
century	0	0	0	0	0	0	0	0	0	0	stoljeća
ceramics	0	0	0	0	0	0	0	0	0	0	keramika
cereal	0	0	0	0	0	0	0	0	0	0	žitarica
cereals	0	0	0	0	0	0	0	0	0	0	žitarice
cerebral	0	0	0	0	0	0	1	0	0	0	moždani
ceremonial	0	0	0	0	0	0	0	0	0	0	ceremonijalna
ceremony	0	0	0	0	1	0	1	0	1	0	ceremonija
certainty	0	0	0	0	0	0	1	0	0	0	sigurnost
certificate	0	0	0	0	0	0	0	0	0	0	potvrda
certify	0	0	0	0	0	0	0	0	0	1	potvrditi
cess	0	0	1	0	0	1	0	0	0	0	ces
cessation	0	0	0	0	0	1	0	0	0	0	prestanak
chaff	1	0	0	1	0	1	0	0	0	0	pljeva
chafing	0	0	0	0	0	1	0	0	0	0	trljanje
chagrin	0	0	1	0	0	1	0	1	0	0	žalost
chain	0	0	0	0	0	0	0	0	0	0	lanac
chair	0	0	0	0	0	0	0	0	0	0	stolica
chairman	0	0	0	0	0	0	1	0	0	1	predsjednik
chairperson	0	0	0	0	0	0	0	0	0	0	predsjedavajući
chairwoman	0	0	0	0	0	0	1	0	0	1	predsjedavajuća
chaise	0	0	0	0	0	0	0	0	0	0	ležaljka
chalet	0	0	0	0	0	0	0	0	0	0	koliba
chalice	0	0	0	0	0	0	0	0	0	0	kalež
chalk	0	0	0	0	0	0	0	0	0	0	kreda
challenge	1	0	0	1	0	1	0	0	0	0	izazov
chamber	0	0	0	0	0	0	0	0	0	0	komora
chambers	0	0	0	0	0	0	0	0	0	0	odaje
chameleon	0	0	0	0	0	0	0	0	0	0	kameleon
champagne	0	0	0	0	0	0	0	0	0	0	šampanjac
champion	0	1	0	0	1	0	1	0	0	1	prvak
chance	0	0	0	0	0	0	0	0	1	0	prilika
chancellor	0	0	0	0	0	0	0	0	0	1	kancelar
chandelier	0	0	0	0	0	0	0	0	0	0	luster
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	promijeniti
changeable	0	1	0	0	0	0	0	0	1	0	promjenjiv
changed	0	0	0	0	0	0	0	0	0	0	promijenjeno
changer	0	0	0	0	0	0	0	0	0	0	mjenjač
changing	0	0	0	0	0	0	0	0	0	0	mijenjanje
channel	0	0	0	0	0	0	0	0	0	0	kanal
chant	1	1	0	0	1	0	1	0	1	0	pjevati
chaos	1	0	0	1	0	1	0	1	0	0	kaos
chaotic	1	0	0	0	0	1	0	0	0	0	kaotičan
chap	0	0	0	0	0	0	0	0	0	0	momak
chapel	0	0	0	0	0	0	0	0	0	0	kapela
chaplain	0	0	0	0	0	0	0	0	0	1	kapelan
chapman	0	0	0	0	0	0	0	0	0	0	torbar
chaps	0	0	0	0	0	0	0	0	0	0	ljudi
chapter	0	0	0	0	0	0	0	0	0	0	poglavlje
char	0	0	0	0	0	0	0	0	0	0	char
character	0	0	0	0	0	0	0	0	0	0	lik
characteristic	0	0	0	0	0	0	0	0	0	0	karakteristika
characterize	0	0	0	0	0	0	0	0	0	0	karakterizirati
charade	0	0	0	0	0	1	0	0	0	0	šarada
charcoal	0	0	0	0	0	0	0	0	0	0	drveni ugljen
charge	0	0	0	0	0	0	0	0	0	0	naplatiti
chargeable	0	0	0	1	0	1	0	1	0	0	naplativ
charger	0	0	0	0	0	0	1	0	0	0	punjač
chariot	0	0	0	0	0	0	0	0	0	0	bojna kola
charitable	0	1	0	0	1	0	1	0	0	1	dobrotvorna
charity	0	0	0	0	1	0	1	0	0	0	milosrđe
charm	0	0	0	0	0	0	1	0	0	0	šarm
charmed	0	0	0	0	1	1	1	0	0	0	očaran
charmer	0	0	0	0	0	0	0	0	0	0	šarmer
charming	0	0	0	0	0	0	1	0	0	0	šarmantan
chart	0	0	0	0	0	0	0	0	0	1	grafikon
charter	0	0	0	0	0	0	0	0	0	0	čarter
chartered	0	0	0	0	0	0	0	0	0	0	iznajmljen
chase	0	0	0	0	0	1	0	0	0	0	loviti
chasm	0	0	0	1	0	0	0	0	0	0	ponor
chastisement	0	0	0	0	0	1	0	0	0	0	kažnjavanje
chastity	0	1	0	0	0	0	1	0	0	1	čednost
chat	0	0	0	0	0	0	0	0	0	0	razgovor
chateau	0	0	0	0	0	0	0	0	0	0	zamak
chatter	0	0	0	0	0	0	0	0	0	0	brbljanje
chattering	0	0	0	0	0	0	1	0	0	0	brbljajući
chatty	0	0	0	0	0	1	0	0	0	0	brbljiv
chauffeur	0	0	0	0	0	0	0	0	0	0	šofer
cheap	0	0	0	0	0	1	0	0	0	0	jeftino
cheat	1	0	1	0	0	1	0	0	0	0	varati
check	0	0	0	0	0	0	0	0	0	0	ček
checker	0	0	0	0	0	0	0	0	0	0	ceker
checkered	0	0	0	0	0	0	0	0	0	0	kockasta
checkers	0	0	0	0	0	0	0	0	0	0	dame
checklist	0	0	0	0	0	0	1	0	0	1	spisak
cheek	0	0	0	0	0	0	0	0	0	0	obraz
cheeks	0	0	0	0	0	0	0	0	0	0	obrazi
cheep	0	0	0	0	0	0	0	0	0	0	pijukanje
cheer	0	1	0	0	1	0	1	0	1	1	bodriti
cheerful	0	0	0	0	1	0	1	0	1	0	veseo
cheerfulness	0	1	0	0	1	0	1	0	0	1	vedrina
cheering	0	0	0	0	1	0	1	0	0	0	navijanje
cheery	0	1	0	0	1	0	1	0	0	0	živahno
cheesecake	0	0	0	0	0	1	0	0	0	0	kolač od sira
cheetah	0	0	0	0	0	0	0	0	0	0	gepard
chemise	0	0	0	0	0	0	0	0	0	0	košulja
chemist	0	0	0	0	0	0	1	0	0	1	kemičar
chemistry	0	0	0	0	0	0	0	0	0	0	kemija
cheque	0	0	0	0	0	0	0	0	0	0	ček
cherish	0	1	0	0	1	0	1	0	1	1	njegovati
cherry	0	0	0	0	0	0	1	0	0	0	trešnja
chess	0	0	0	0	0	0	0	0	0	0	šah
chest	0	0	0	0	0	0	0	0	0	0	prsa
chestnut	0	0	0	0	0	0	0	0	0	0	kesten
chevron	0	0	0	0	0	0	0	0	0	0	ševron
chew	0	0	0	0	0	0	0	0	0	0	žvakati
chic	0	0	0	0	0	0	0	0	0	0	šik
chicane	0	1	0	0	0	1	0	0	1	1	varati
chicken	0	0	0	1	0	0	0	0	0	0	piletina
chief	0	0	0	0	0	0	0	0	0	0	glavni
chiefly	0	0	0	0	0	0	0	0	0	0	poglavito
chieftain	0	0	0	0	0	0	1	0	0	0	poglavica
child	0	1	0	0	1	0	1	0	0	0	dijete
childbirth	0	0	0	0	0	0	0	0	0	0	porođaj
childhood	0	0	0	0	1	0	1	0	0	0	djetinjstvo
childish	0	0	0	0	0	1	0	0	0	0	djetinjasto
chill	0	0	0	0	0	0	0	0	0	0	ohladiti se
chilly	0	0	0	0	0	1	0	0	0	0	prohladan
chime	0	0	0	0	0	0	0	0	0	0	zvoniti
chimera	0	0	0	1	0	0	0	0	1	0	himera
chimes	0	0	0	0	0	0	0	0	0	0	zvona
chimney	0	0	0	0	0	0	0	0	0	0	dimnjak
china	0	0	0	0	0	0	0	0	0	0	Kina
chine	0	0	0	0	0	0	0	0	0	0	chine
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	čip
chipping	0	0	0	0	0	0	0	0	0	0	čipiranje
chirp	0	0	0	0	1	0	1	0	0	0	cvrkut
chisel	0	0	0	0	0	0	1	0	0	0	sječivo
chit	0	0	0	0	0	0	0	0	0	0	čavrljati
chivalry	0	0	0	0	0	0	1	0	0	0	viteštvo
chloroform	0	0	0	0	0	1	0	0	0	0	kloroform
chocolate	0	1	0	0	1	0	1	0	0	1	čokolada
choice	0	0	0	0	0	0	1	0	0	0	izbor
choir	0	0	0	0	1	0	1	0	0	1	zbor
choke	1	0	0	0	0	1	0	1	0	0	gušiti
cholera	0	0	1	1	0	1	0	1	0	0	kolera
choose	0	0	0	0	0	0	0	0	0	0	izabrati
choosing	0	0	0	0	0	0	0	0	0	0	birajući
chop	0	0	0	0	0	1	0	0	0	0	usitniti
chopping	0	0	0	0	0	0	0	0	0	0	sjeckanje
chops	0	0	0	0	0	0	0	0	0	0	kotleti
choral	0	0	0	0	1	0	1	0	0	0	zborski
chords	0	0	0	0	0	0	0	0	0	0	akordi
chore	0	0	0	0	0	1	0	0	0	0	posao
chorus	0	0	0	0	0	0	1	0	0	0	refren
chosen	0	0	0	0	0	0	1	0	0	0	izabrani
chowder	0	0	0	0	0	0	1	0	0	0	čorba
christening	0	0	0	0	0	0	0	0	0	0	krštenje
chromatic	0	0	0	0	0	0	0	0	0	0	kromatski
chromatography	0	0	0	0	0	0	0	0	0	0	kromatografija
chromosome	0	0	0	0	0	0	0	0	0	0	kromosom
chronic	0	0	0	0	0	1	0	1	0	0	kronični
chronicle	0	0	0	0	0	0	1	0	0	1	kronika
chronograph	0	0	0	0	0	0	0	0	0	0	kronograf
chronological	0	0	0	0	0	0	0	0	0	0	kronološki
chuck	0	0	0	0	0	0	0	0	0	0	chuck
chuckle	0	1	0	0	1	0	1	0	1	1	cerekanje
chunk	0	0	0	0	0	0	0	0	0	0	komad
chunky	0	0	0	0	0	0	0	0	0	0	zdepast
church	0	1	0	0	1	0	1	0	0	1	crkva
churchyard	0	0	0	0	0	0	0	0	0	0	groblje
churn	0	0	0	0	0	0	0	0	0	0	bućkalica
chute	0	0	0	0	0	0	0	0	0	0	padobran
chutney	0	0	0	0	0	0	0	0	0	0	ajvar
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	jabukovača
cigar	0	0	0	0	0	0	0	0	0	0	cigara
cigarette	0	0	0	0	0	1	0	0	0	0	cigareta
cinch	0	0	0	0	0	0	0	0	0	0	sigurna pobjeda
cinder	0	0	0	0	0	0	0	0	0	0	pepeljuga
cinema	0	0	0	0	0	0	0	0	0	0	kino
cinematographer	0	0	0	0	0	0	0	0	0	0	kinematograf
cinematography	0	0	0	0	0	0	0	0	0	0	kinematografija
cinnamon	0	0	0	0	0	0	0	0	0	0	cimet
cipher	0	0	0	0	0	0	0	0	0	0	šifra
circle	0	0	0	0	0	0	0	0	0	0	krug
circling	0	0	0	0	0	0	0	0	0	0	kružeći
circuit	0	0	0	0	0	0	0	0	0	0	strujni krug
circular	0	0	0	0	0	0	0	0	0	0	kružni
circulate	0	0	0	0	0	0	0	0	0	0	kolati
circulation	0	0	0	0	0	0	0	0	0	0	Cirkulacija
circumcision	0	0	0	0	0	0	1	0	0	0	obrezivanje
circumference	0	0	0	0	0	0	0	0	0	0	opseg
circumferential	0	0	0	0	0	0	0	0	0	0	obodni
circumscribed	0	0	0	0	0	0	0	0	0	0	omeđen
circumstance	0	0	0	0	0	0	0	0	0	0	okolnost
circumstantial	0	0	0	0	0	0	0	0	0	0	okolnost
circumvention	0	0	0	0	0	1	1	0	0	0	izbjegavanje
circus	0	0	0	0	0	0	0	0	0	0	cirkus
cirrus	0	0	0	0	0	0	0	0	0	0	cirus
cistern	0	0	0	0	0	0	0	0	0	0	cisterna
citadel	0	0	0	0	0	0	0	0	0	0	citadela
citation	0	0	0	0	0	0	0	0	0	0	citat
citizen	0	0	0	0	0	0	1	0	0	0	građanin
citrine	0	0	0	0	0	0	0	0	0	0	citrin
city	0	0	0	0	0	0	0	0	0	0	Grad
civic	0	0	0	0	0	0	0	0	0	0	građanski
civil	0	0	0	0	0	0	1	0	0	0	građanski
civilian	0	0	0	0	0	0	0	0	0	0	civilni
civility	0	0	0	0	0	0	1	0	0	0	uljuđenost
civilization	0	0	0	0	0	0	1	0	0	1	civilizacija
civilized	0	0	0	0	1	0	1	0	0	1	civiliziran
clad	0	0	0	0	0	0	0	0	0	0	odjeven
claim	0	0	0	0	0	0	0	0	0	0	zahtjev
claimant	1	0	1	0	0	0	0	0	0	0	tužitelj
clairvoyant	0	0	0	0	0	0	1	0	0	0	vidoviti
clam	0	0	0	0	0	0	0	0	0	0	školjka
clamor	1	1	1	0	0	1	0	0	1	0	vika
clamp	0	0	0	0	0	0	0	0	0	0	Stezaljka
clan	0	0	0	0	0	0	0	0	0	1	klan
clandestine	0	0	0	0	0	0	0	0	0	0	tajno
clap	0	1	0	0	1	0	1	0	0	1	pljeskati
clarify	0	0	0	0	0	0	1	0	0	0	razjasniti
clarinet	0	0	0	0	0	0	0	0	0	0	klarinet
clarion	0	0	0	0	0	0	0	0	0	0	jasnoća
clarity	0	0	0	0	0	0	0	0	0	0	jasnoća
clash	1	0	0	0	0	1	0	0	0	0	sukob
clashing	1	0	0	1	0	1	0	0	0	0	sukobljavanje
clasp	0	0	0	0	0	0	0	0	0	0	kopča
class	0	0	0	0	0	0	0	0	0	0	razreda
classic	0	0	0	0	0	0	1	0	0	0	klasični
classical	0	0	0	0	0	0	1	0	0	0	klasični
classics	0	0	0	0	1	0	1	0	0	0	klasike
classification	0	0	0	0	0	0	0	0	0	0	klasifikacija
classify	0	0	0	0	0	0	1	0	0	0	klasificirati
classmate	0	0	0	0	0	0	0	0	0	0	kolega iz razreda
clatter	0	0	0	0	0	0	0	0	0	0	zveckati
clause	0	0	0	0	0	0	0	0	0	0	klauzula
clauses	0	0	0	0	0	0	0	0	0	0	klauzule
claw	1	0	0	1	0	1	0	0	0	0	pandža
claws	0	0	0	0	0	0	0	0	0	0	pandže
clay	0	0	0	0	0	0	0	0	0	0	glina
clean	0	0	0	0	1	0	1	0	0	1	čist
cleaning	0	0	0	0	0	0	1	0	0	0	čišćenje
cleanliness	0	0	0	0	0	0	1	0	0	0	čistoća
cleanly	0	0	0	0	0	0	1	0	0	0	čisto
cleanse	0	0	0	0	0	0	1	0	0	0	očistiti
cleansing	0	0	0	0	0	0	1	0	0	0	čišćenje
clearance	0	0	0	0	0	0	1	0	0	1	klirens
clearing	0	0	0	0	0	0	0	0	0	0	čišćenje
clearness	0	0	0	0	0	0	1	0	0	0	jasnoća
cleavage	0	0	0	0	0	0	0	0	0	0	dekoltea
cleave	0	0	0	1	0	0	0	0	0	0	rascijepiti
clef	0	0	0	0	0	0	0	0	0	0	muzički ključ
cleft	0	0	0	0	0	0	0	0	0	0	rascjep
clemency	0	0	0	0	0	0	0	0	0	0	pomilovanje
clergy	0	0	0	0	0	0	0	0	0	0	kler
clergyman	0	0	0	0	0	0	0	0	0	0	svećenik
clerical	0	0	0	0	0	0	1	0	0	1	svećenički
clerk	0	0	0	0	0	0	0	0	0	0	službenik
clerkship	0	0	0	0	0	0	0	0	0	0	šegrtovanje
clever	0	0	0	0	0	0	1	0	0	0	pametan
cleverness	0	0	0	0	0	0	1	0	0	0	pametovanje
click	0	0	0	0	0	0	0	0	0	0	klik
client	0	0	0	0	0	0	0	0	0	0	klijent
clientele	0	0	0	0	0	0	0	0	0	0	klijentela
cliff	0	0	0	1	0	0	0	0	0	0	litica
climate	0	0	0	0	0	0	0	0	0	0	klima
climatology	0	0	0	0	0	0	0	0	0	0	klimatologija
climax	0	1	0	0	1	0	1	0	1	1	vrhunac
climb	0	0	0	0	0	0	0	0	0	0	popeti se
cling	0	0	0	0	0	0	0	0	0	0	prilijepiti se
clip	0	0	0	0	0	0	0	0	0	0	isječak
clipper	0	0	0	0	0	0	0	0	0	0	mašinica za šišanje
clipping	0	0	0	0	0	0	0	0	0	0	isječak
clique	0	0	0	0	0	0	0	0	0	0	klika
cloak	0	0	0	0	0	0	0	0	0	0	plašt
clock	0	1	0	0	0	0	0	0	0	0	sat
clockwork	0	0	0	0	0	0	0	0	0	0	satni mehanizam
clog	0	0	0	0	0	0	0	0	0	0	začepiti
cloister	0	0	0	0	0	1	0	0	0	0	klaustar
close	0	0	0	0	0	0	0	0	0	0	Zatvoriti
closed	0	0	0	0	0	0	0	0	0	0	zatvoreno
closeness	0	0	0	0	1	0	1	0	0	1	bliskost
closet	0	0	0	0	0	0	0	0	0	0	ormarić
closure	0	1	0	0	1	0	1	1	0	0	zatvaranje
clot	0	0	0	0	0	0	0	0	0	0	ugrušak
cloth	0	0	0	0	0	0	0	0	0	0	tkanina
clothe	0	0	0	0	0	0	1	0	0	0	odjenuti
clothes	0	0	0	0	0	0	0	0	0	0	odjeća
clothesline	0	0	0	0	0	0	0	0	0	0	uže za rublje
clothing	0	0	0	0	0	0	0	0	0	0	odjeća
cloud	0	0	0	0	0	0	0	0	0	0	oblak
clouded	0	0	0	0	0	1	0	1	0	0	naoblačen
cloudiness	0	0	0	1	0	1	0	0	0	0	naoblaka
cloudy	0	0	0	0	0	0	0	1	0	0	oblačno
clover	0	0	0	0	0	0	0	0	0	0	djetelina
cloves	0	0	0	0	0	0	0	0	0	0	klinčići
clown	0	1	0	0	1	0	1	0	1	0	klaun
club	0	0	0	0	0	0	0	0	0	0	klub
clubhouse	0	0	0	0	0	0	0	0	0	0	klupska kuća
clubs	0	0	0	0	0	0	0	0	0	0	klubovi
clue	0	1	0	0	0	0	0	0	0	0	trag
clump	0	0	0	0	0	1	0	0	0	0	grumen
clumsy	0	0	1	0	0	1	0	0	0	0	nespretan
cluster	0	0	0	0	0	0	0	0	0	0	Klastera
clutch	0	0	0	0	0	0	0	0	0	0	kvačilo
clutches	0	0	0	0	0	0	0	0	0	0	kvačila
clutter	0	0	0	0	0	0	0	0	0	0	nered
coach	0	0	0	0	0	0	0	0	0	1	trener
coagulation	0	0	0	0	0	0	0	0	0	0	zgrušavanje
coal	0	0	0	0	0	0	0	0	0	0	ugljen
coalesce	0	0	0	0	0	0	0	0	0	1	spojiti se
coalition	0	0	0	0	0	0	1	0	0	0	koalicija
coast	0	0	0	0	0	0	1	0	0	0	obala
coastal	0	0	0	0	0	0	0	0	0	0	obalni
coaster	0	0	0	0	0	0	0	0	0	0	podmetač za čaše
coat	0	0	0	0	0	0	0	0	0	0	kaput
coating	0	0	0	0	0	0	0	0	0	0	premazivanje
coax	0	0	0	0	0	0	0	0	0	1	nagovoriti
cobalt	0	0	0	0	0	0	0	0	0	0	kobalt
cobble	0	0	0	0	0	0	0	0	0	0	kaldrma
cobbler	0	0	0	0	0	0	0	0	0	0	obućar
cobra	0	0	0	1	0	0	0	0	0	0	kobra
cocaine	0	0	0	0	0	1	0	1	0	0	kokain
cock	0	0	0	0	0	0	0	0	0	0	penis
cockpit	0	0	0	0	0	0	0	0	0	0	kokpit
cocktail	0	0	0	0	0	0	0	0	0	0	koktel
cocoa	0	0	0	0	0	0	0	0	0	0	kakao
cocoon	0	0	0	0	0	0	0	0	0	0	larve
cod	0	0	0	0	0	0	0	0	0	0	bakalar
code	0	0	0	0	0	0	0	0	0	0	kodirati
codex	0	0	0	0	0	0	0	0	0	0	kodeks
codification	0	0	0	0	0	0	0	0	0	0	kodifikacija
codify	0	0	0	0	0	0	0	0	0	0	kodificirati
coefficient	0	0	0	0	0	0	0	0	0	0	koeficijent
coerce	1	0	1	1	0	1	0	0	0	0	prisiliti
coercion	1	0	1	1	0	1	0	1	0	0	prisila
coercive	0	0	0	0	0	0	0	0	0	0	prisilna
coexist	0	0	0	0	0	0	1	0	0	1	koegzistirati
coexistence	0	0	0	0	0	0	0	0	0	0	suživot
coexisting	0	0	0	0	0	0	0	0	0	1	koegzistirajući
coffee	0	0	0	0	0	0	0	0	0	0	kava
coffin	0	0	0	1	0	1	0	1	0	0	mrtvački sanduk
cog	0	0	0	0	0	0	0	0	0	0	zupčanik
cogent	0	0	0	0	0	0	1	0	0	1	uvjerljiv
cognate	0	0	0	0	0	0	0	0	0	0	rodbinski
cognition	0	0	0	0	0	0	0	0	0	0	spoznaja
cognitive	0	0	0	0	0	0	1	0	0	0	kognitivne
cohabitation	0	0	0	0	0	0	0	0	0	0	suživot
coherence	0	0	0	0	0	0	1	0	0	0	koherentnost
coherent	0	0	0	0	0	0	1	0	0	0	koherentan
cohesion	0	0	0	0	0	0	0	0	0	1	kohezija
cohesive	0	0	0	0	0	0	1	0	0	1	kohezivni
cohort	0	0	0	0	0	0	0	0	0	0	kohorta
coil	0	0	0	0	0	0	0	0	0	0	zavojnica
coiled	0	0	0	0	0	0	0	0	0	0	smotana
coin	0	0	0	0	0	0	0	0	0	0	novčić
coinage	0	0	0	0	0	0	0	0	0	0	kovanja novca
coincide	0	0	0	0	0	0	0	0	0	0	podudaraju se
coincidence	0	0	0	0	0	0	0	0	1	0	koincidencija
coincident	0	0	0	0	0	0	0	0	0	0	slučajnost
coinciding	0	0	0	0	0	0	0	0	0	0	podudaranje
coke	0	0	0	0	0	0	0	0	0	0	koks
cold	0	0	0	0	0	1	0	0	0	0	hladna
coldly	0	0	0	0	0	1	0	0	0	0	hladno
coldness	1	0	1	1	0	1	0	1	0	0	hladnoća
colic	0	0	0	0	0	1	0	0	0	0	grčevi u želucu
collaborator	0	0	0	0	0	0	0	0	0	1	suradnik
collapse	0	0	1	1	0	1	0	1	0	0	kolaps
collar	0	0	0	0	0	0	0	0	0	0	ovratnik
collate	0	0	0	0	0	0	0	0	0	0	usporediti
collateral	0	0	0	0	0	0	0	0	0	1	zalogom
collation	0	0	0	0	0	0	0	0	0	0	uspoređivanje
colleague	0	0	0	0	0	0	0	0	0	0	Suradnik
collect	0	0	0	0	0	0	0	0	0	0	skupljati
collected	0	0	0	0	0	0	0	0	0	0	prikupljeni
collection	0	0	0	0	0	0	0	0	0	0	kolekcija
collective	0	0	0	0	0	0	0	0	0	0	kolektivni
collectively	0	0	0	0	0	0	1	0	0	1	kolektivno
collector	0	0	0	0	0	0	0	0	0	0	kolektor
college	0	0	0	0	0	0	0	0	0	0	koledž
collegiate	0	0	0	0	0	0	0	0	0	0	kolegijalni
collide	0	0	0	0	0	0	0	0	0	0	sudarati se
collie	0	0	0	0	0	0	0	0	0	0	škotski ovčar
collision	1	0	0	0	0	1	0	0	0	0	sudar
collocation	0	0	0	0	0	0	0	0	0	0	kolokacija
colloquial	0	0	0	0	0	0	0	0	0	0	kolokvijalni
collusion	1	0	1	1	0	1	0	1	0	0	tajni dogovor
colon	0	0	0	0	0	0	0	0	0	0	debelo crijevo
colonel	0	0	0	0	0	0	1	0	0	1	pukovnik
colonial	0	0	0	0	0	0	0	0	0	0	kolonijalni
colony	0	0	0	0	0	0	0	0	0	0	kolonija
colophon	0	0	0	0	0	0	0	0	0	0	znak štampara
color	0	0	0	0	0	0	0	0	0	0	boja
coloration	0	0	0	0	0	0	0	0	0	0	obojenost
colored	0	0	0	0	0	0	0	0	0	0	obojen
coloring	0	0	0	0	0	0	0	0	0	0	bojanje
colorless	0	0	0	0	0	0	0	0	0	0	bezbojan
colors	0	0	0	0	0	0	0	0	0	0	boje
colossal	0	0	0	0	0	0	1	0	0	0	kolosalan
colt	0	0	0	0	0	0	0	0	0	0	ždrijebac
column	0	0	0	0	0	0	0	0	0	0	stupac
columnar	0	0	0	0	0	0	0	0	0	0	stupastog
