English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Danish Word
downpour	0	0	0	0	0	0	0	0	0	0	regnskyl
downright	0	0	0	0	0	0	0	0	0	1	ligefrem
downy	0	0	0	0	0	0	1	0	0	0	dunet
dowry	0	0	0	0	0	0	0	0	0	0	medgift
doze	0	0	0	0	0	0	0	0	0	0	døse
dozen	0	0	0	0	0	0	0	0	0	0	dusin
drab	0	0	0	0	0	1	0	1	0	0	kedelig
draft	0	1	0	0	0	0	0	0	0	0	udkast
drag	0	0	0	0	0	0	0	0	0	0	trække
dragon	0	0	0	1	0	0	0	0	0	0	trække på
drain	0	0	0	0	0	0	0	0	0	0	dræne
drainage	0	0	0	0	0	1	0	0	0	0	dræning
drained	0	0	0	0	0	0	0	0	0	0	drænet
drake	0	0	0	0	0	0	0	0	0	0	drake
drama	0	0	0	0	0	0	0	0	0	0	drama
dramatic	0	0	0	0	0	0	0	0	0	0	dramatisk
drape	0	0	0	0	0	0	0	0	0	0	drapere
drapery	0	0	0	0	0	0	0	0	0	0	draperi
drastic	0	0	0	0	0	0	0	0	0	0	drastisk
draught	0	0	0	0	0	0	0	0	0	0	udkast
draw	0	0	0	0	0	0	0	0	0	0	tegne
drawback	0	0	0	0	0	1	0	0	0	0	ulempe
drawer	0	0	0	0	0	0	0	0	0	0	skuffe
drawers	0	0	0	0	0	0	0	0	0	0	skuffer
drawing	0	0	0	0	0	0	0	0	0	0	tegning
dread	0	1	0	1	0	1	0	0	0	0	rædsel
dreadful	1	1	1	1	0	1	0	1	0	0	forfærdelig
dreadfully	0	0	1	1	0	1	0	1	1	0	frygteligt
dream	0	0	0	0	0	0	0	0	0	0	drøm
dreamer	0	0	0	0	0	0	0	0	0	0	drømmer
dreaming	0	0	0	0	0	0	0	0	0	0	drømmer
dreamy	0	0	0	0	0	0	0	0	0	0	drømmende
dreary	0	0	0	0	0	1	0	1	0	0	trist
dredge	0	0	0	0	0	0	0	0	0	0	mudre
drenched	0	0	0	0	0	0	0	0	0	0	drivvåde
dresser	0	0	0	0	0	0	0	0	0	0	kommode
dribble	0	0	0	0	0	0	0	0	0	0	drible
dried	0	0	0	0	0	0	0	0	0	0	tørret
drier	0	0	0	0	0	0	0	0	0	0	tørrere
drift	0	0	0	0	0	0	0	0	0	0	afdrift
drifted	0	0	0	0	0	0	0	0	0	0	drev
drill	0	0	0	0	0	0	0	0	0	0	bore
drink	0	0	0	0	0	0	0	0	0	0	drikke
drinking	0	0	0	0	0	1	0	0	0	0	drikke
drip	0	0	0	0	0	0	0	0	0	0	dryppe
dripping	0	0	0	0	0	0	0	0	0	0	dryppende
drivel	0	0	1	0	0	1	0	0	0	0	drilleri
driver	0	0	0	0	0	0	0	0	0	0	chauffør
driveway	0	0	0	0	0	0	0	0	0	0	indkørsel
drizzle	0	0	0	0	0	0	0	0	0	0	støvregn
droll	0	0	0	0	0	0	0	0	0	0	drille
drone	0	0	0	0	0	1	0	0	0	0	drone
drool	0	0	1	0	0	0	0	0	0	0	savle
drooping	0	0	0	0	0	1	0	0	0	0	hængende
drop	0	0	0	0	0	0	0	0	0	0	dråbe
droplet	0	0	0	0	0	0	0	0	0	0	dråbe
drought	0	0	0	0	0	1	0	0	0	0	tørke
drove	0	0	0	0	0	0	0	0	0	0	kørte
drown	0	0	0	1	0	1	0	1	0	0	drukne
drowsiness	0	0	0	0	0	1	0	0	0	0	døsighed
drowsy	0	0	0	0	0	0	0	0	0	0	døsig
drudgery	0	0	0	0	0	1	0	0	0	0	slid
drug	0	0	0	0	0	0	0	0	0	0	medicin
drugged	0	0	0	0	0	0	0	1	0	0	bedøvet
drugstore	0	0	0	0	0	0	0	0	0	0	Apotek
druid	0	0	0	0	0	0	0	0	0	0	druid
drum	0	0	0	0	0	0	0	0	0	0	tromme
drummer	0	0	0	0	0	0	0	0	0	0	trommeslager
drumming	0	0	0	0	0	0	0	0	0	0	trommespil
drunken	0	0	1	0	0	1	0	0	0	0	beruset
drunkenness	0	0	0	0	0	1	0	0	0	0	fuldskab
dry	0	0	0	0	0	0	0	0	0	0	tør
dryness	0	0	0	0	0	0	0	0	0	0	tørhed
dual	0	0	0	0	0	0	0	0	0	0	dobbelt
dualism	0	0	0	0	0	0	0	0	0	0	dualisme
duality	0	0	0	0	0	0	0	0	0	0	dobbelthed
dub	0	0	0	0	0	0	0	0	0	0	dub
dubious	0	0	0	1	0	1	0	0	0	1	tvivlsomme
ducking	0	0	0	0	0	0	0	0	0	0	andning
duct	0	0	0	0	0	0	0	0	0	0	kanal
ductile	0	0	0	0	0	0	0	0	0	0	duktilt
duds	0	0	0	0	0	0	0	0	0	0	duds
due	0	0	0	0	0	0	0	0	0	0	på grund
duel	1	1	0	1	0	0	0	0	0	0	duel
dues	0	0	0	0	0	0	0	0	0	0	kontingent
duet	0	0	0	0	0	0	1	0	0	0	duet
dugout	0	0	0	0	0	0	0	0	0	0	udgravet
duke	0	0	0	0	0	0	1	0	0	0	hertug
dull	0	0	0	0	0	1	0	1	0	0	kedelig
dumb	0	0	0	0	0	1	0	0	0	0	dum
dummy	0	0	0	0	0	1	0	0	0	0	dummy
dump	0	0	0	0	0	0	0	0	0	0	losseplads
dumps	1	0	0	0	0	1	0	1	0	0	lossepladser
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	klit
dung	0	0	1	0	0	0	0	0	0	0	møg
dungeon	0	0	0	1	0	1	0	0	0	0	fangehul
duo	0	0	0	0	0	0	0	0	0	0	duo
dupe	1	0	0	0	0	1	0	0	0	0	dupe
duplex	0	0	0	0	0	0	0	0	0	0	duplex
duplicate	0	0	0	0	0	0	0	0	0	0	duplikere
duplication	0	0	0	0	0	0	0	0	0	0	duplikering
duplicity	1	0	0	0	0	1	0	0	0	0	dobbelthed
durability	0	0	0	0	0	0	1	0	0	1	holdbarhed
durable	0	0	0	0	0	0	1	0	0	1	holdbar
duration	0	0	0	0	0	0	0	0	0	0	varighed
duress	1	0	1	1	0	1	0	1	0	0	tvang
dusk	0	0	0	0	0	0	0	0	0	0	skumring
dusky	0	0	0	0	0	0	0	0	0	0	mørkt
dust	0	0	0	0	0	1	0	0	0	0	støv
duster	0	0	0	0	0	0	0	0	0	0	støver
dusty	0	0	0	0	0	0	0	0	0	0	støvet
dutiful	0	1	0	0	0	0	1	0	0	1	pligtopfyldende
dwarf	0	0	0	0	0	0	0	0	0	0	dværg
dwarfed	0	0	0	1	0	1	0	1	0	0	dværg
dwell	0	0	0	0	0	0	0	0	0	0	dvæle
dweller	0	0	0	0	0	0	0	0	0	0	beboer
dwelling	0	0	0	0	0	0	0	0	0	0	bolig
dye	0	0	0	0	0	0	0	0	0	0	farvestof
dying	1	0	1	1	0	1	0	1	0	0	døende
dyke	0	0	0	0	0	0	0	0	0	0	dige
dynamic	0	0	0	0	0	0	0	0	1	0	dynamisk
dynamical	0	0	0	0	0	0	0	0	0	0	dynamisk
dynamics	0	0	0	0	0	0	0	0	0	0	dynamik
dynamite	0	0	0	0	0	0	0	0	0	0	dynamit
dynasty	0	0	0	0	0	0	0	0	0	0	dynasti
dysentery	0	0	1	0	0	1	0	1	0	0	dysenteri
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsi
eager	0	1	0	0	1	0	1	0	1	1	ivrige
eagerness	0	1	0	0	1	0	1	0	0	1	Iver
eagle	0	0	0	0	0	0	0	0	0	1	ørn
ear	0	0	0	0	0	0	0	0	0	0	øre
earl	0	0	0	0	0	0	1	0	0	0	jarl
earlier	0	0	0	0	0	0	0	0	0	0	tidligere
early	0	0	0	0	0	0	0	0	0	0	tidlig
earn	0	0	0	0	0	0	1	0	0	0	tjene
earnest	0	0	0	0	0	0	1	0	0	0	alvorligt
earnestly	0	0	0	0	0	0	1	0	0	0	alvorligt
earnestness	0	0	0	0	0	0	1	0	0	0	alvor
earnings	0	0	0	0	0	0	0	0	0	0	indtjening
earring	0	0	0	0	0	0	0	0	0	0	ørering
earshot	0	0	0	0	0	0	0	0	0	0	hørevidde
earth	0	0	0	0	0	0	0	0	0	0	jorden
earthenware	0	0	0	0	0	0	0	0	0	0	lertøj
earthly	0	0	0	0	0	0	0	0	0	0	jordisk
earthquake	1	0	0	1	0	1	0	1	1	0	jordskælv
earthy	0	0	0	0	0	0	0	0	0	0	jordnære
ease	0	0	0	0	0	0	1	0	0	0	lethed
easel	0	0	0	0	0	0	0	0	0	0	staffeli
easement	0	0	0	0	0	0	1	0	0	0	servitut
easily	0	0	0	0	0	0	0	0	0	0	let
easy	0	0	0	0	0	0	0	0	0	0	let
easygoing	0	0	0	0	0	0	1	0	0	0	stille og rolig
eat	0	0	0	0	0	0	1	0	0	0	spise
eating	0	0	0	0	0	0	0	0	0	0	spise
eavesdropping	0	0	0	0	0	1	0	0	0	0	aflytning
ebb	0	0	0	0	0	0	0	0	0	0	ebbe
ebony	0	0	0	0	0	0	0	0	0	0	ibenholt
eccentric	0	0	0	0	0	0	0	0	0	0	excentrisk
eccentricity	0	0	0	0	0	0	0	0	0	0	excentricitet
ecclesiastical	0	0	0	0	0	0	0	0	0	0	kirkelige
echo	0	0	0	0	0	0	0	0	0	0	ekko
eclectic	0	0	0	0	0	0	0	0	0	0	eklektisk
eclipse	0	0	0	0	0	0	0	0	0	0	formørkelse
ecliptic	0	0	0	0	0	0	0	0	0	0	ekliptik
economical	0	0	0	0	0	0	0	0	0	0	økonomisk
economics	0	0	0	0	0	0	0	0	0	0	økonomi
economy	0	0	0	0	0	0	0	0	0	1	økonomi
ecstasy	0	1	0	0	1	0	1	0	0	0	ekstase
ecstatic	0	1	0	0	1	0	1	0	1	0	begejstret
ecumenical	0	0	0	0	0	0	0	0	0	0	økumenisk
eddy	0	0	0	0	0	0	0	0	0	0	hvirvelstrøm
edge	0	0	0	0	0	0	0	0	0	0	kant
edging	0	0	0	0	0	0	0	0	0	0	kantning
edible	0	0	0	0	0	0	0	0	0	0	spiselig
edict	0	0	0	1	0	1	0	0	0	0	edikt
edification	0	1	0	0	1	0	1	0	0	1	opbyggelse
edifice	0	0	0	0	0	0	0	0	0	0	bygningsværk
edit	0	0	0	0	0	0	0	0	0	0	redigere
edition	0	1	0	0	0	0	0	0	0	0	udgave
editor	0	0	0	0	0	0	0	0	0	0	redaktør
editorial	0	0	0	0	0	0	0	0	0	0	redaktionel
educate	0	0	0	0	0	0	1	0	0	0	uddanne
educated	0	0	0	0	0	0	1	0	0	0	uddannet
education	0	0	0	0	0	0	0	0	0	0	uddannelse
educational	0	0	0	0	0	0	1	0	0	1	pædagogisk
eel	0	0	0	1	0	0	0	0	0	0	ål
effect	0	0	0	0	0	0	0	0	0	0	effekt
effective	0	0	0	0	0	0	1	0	0	1	effektiv
effects	0	0	0	0	0	0	0	0	0	0	effekter
effectual	0	0	0	0	0	0	0	0	0	0	virkningsfuldt
effectually	0	0	0	0	0	0	0	0	0	0	effektivt
effectuate	0	0	0	0	0	0	0	0	0	0	effektuere
effeminate	0	0	0	0	0	1	0	0	0	0	feminin
efficacious	0	0	0	0	0	0	0	0	0	0	effektivt
efficacy	0	0	0	0	0	0	1	0	0	0	effektivitet
efficiency	0	0	0	0	0	0	1	0	0	0	effektivitet
efficient	0	1	0	0	0	0	1	0	0	1	effektiv
effigy	1	0	0	0	0	0	0	0	0	0	afbildning
effort	0	0	0	0	0	0	1	0	0	0	indsats
effusion	0	0	0	0	0	0	0	0	0	0	effusion
egg	0	0	0	0	0	0	0	0	0	0	æg
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	egoistisk
egregious	1	0	1	0	0	1	0	0	0	0	uhyggelig
egress	0	0	0	0	0	0	0	0	0	0	udgang
eighth	0	0	0	0	0	0	0	0	0	0	ottende
eighty	0	0	0	0	0	0	0	0	0	0	firs
ejaculate	0	0	0	0	0	0	0	0	0	0	ejakulere
ejaculation	0	1	0	0	1	0	1	0	1	1	ejakulation
eject	0	0	0	0	0	1	0	0	0	0	udstøde
ejection	0	0	0	0	0	1	0	0	0	0	udkast
elaborate	0	0	0	0	0	0	0	0	0	0	uddybe
elaboration	0	0	0	0	0	0	1	0	0	0	uddybning
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	forløbe
elapsed	0	0	0	0	0	0	0	0	0	0	forløbet
elastic	0	0	0	0	0	0	0	0	0	0	elastik
elasticity	0	0	0	0	0	0	0	0	0	0	elasticitet
elated	0	0	0	0	1	0	1	0	0	0	opstemt
elbow	1	0	0	0	0	0	0	0	0	0	albue
eld	0	0	0	0	0	0	0	0	0	0	eld
elder	0	0	0	0	0	0	1	0	0	1	ældre
elders	0	0	0	0	0	0	1	0	0	1	ældre
eldest	0	0	0	0	0	0	0	0	0	0	ældste
elect	0	0	0	0	0	0	1	0	0	1	vælge
election	0	0	0	0	0	0	0	0	0	0	valg
elector	0	0	0	0	0	0	0	0	0	0	valgmand
electorate	0	0	0	0	0	0	0	0	0	1	vælgerskaren
electric	0	0	0	0	1	0	1	0	1	0	elektrisk
electricity	0	0	0	0	0	0	1	0	0	0	elektricitet
elegance	0	1	0	0	1	0	1	0	0	1	elegance
elegant	0	0	0	0	1	0	1	0	0	0	elegant
element	0	0	0	0	0	0	0	0	0	0	element
elementary	0	0	0	0	0	0	0	0	0	0	elementære
elements	0	0	0	0	0	0	0	0	0	0	elementer
elephant	0	0	0	0	0	0	0	0	0	0	elefant
elevate	0	0	0	0	0	0	0	0	0	0	ophøje
elevation	0	1	0	1	1	0	1	0	0	1	højde
elevator	0	0	0	0	0	0	0	0	0	0	elevator
eleven	0	0	0	0	0	0	0	0	0	0	elleve
eleventh	0	0	0	0	0	0	0	0	0	0	ellevte
elf	1	0	1	1	0	0	0	0	0	0	nisse
elicit	0	0	0	0	0	0	0	0	0	0	fremkalde
eligible	0	0	0	0	0	0	1	0	0	0	berettiget
elimination	1	0	1	1	0	1	0	1	0	0	eliminering
elite	0	1	0	0	1	0	1	0	0	1	elite
elk	0	0	0	0	0	0	0	0	0	0	elg
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsoid	0	0	0	0	0	0	0	0	0	0	ellipsoide
elliptic	0	0	0	0	0	0	0	0	0	0	elliptisk
elliptical	0	0	0	0	0	0	0	0	0	0	elliptisk
elongate	0	0	0	0	0	0	0	0	0	0	forlænge
elongation	0	0	0	0	0	0	0	0	0	0	forlængelse
eloquence	0	0	0	0	0	0	1	0	0	0	veltalenhed
eloquent	0	0	0	0	0	0	1	0	0	0	veltalende
elucidate	0	0	0	0	0	0	1	0	0	1	belyse
elucidation	0	0	0	0	0	0	0	0	0	0	opklaring
elude	0	0	0	0	0	0	0	0	0	0	undvige
elusive	0	0	0	0	0	1	0	0	1	0	undvigende
emaciated	0	0	0	1	0	1	0	1	0	0	afmagret
emanate	0	0	0	0	0	0	0	0	0	0	udgå
emancipation	0	1	0	0	1	0	1	0	0	0	frigørelse
embankment	0	0	0	0	0	0	0	0	0	0	dæmning
embargo	0	0	0	0	0	1	0	0	0	0	embargo
embark	0	0	0	0	0	0	0	0	0	0	gå ombord
embarrass	0	0	0	0	0	1	0	1	0	0	pinliggøre
embarrassing	0	0	0	0	0	1	0	0	0	0	pinlig
embarrassment	0	0	0	1	0	1	0	1	1	0	forlegenhed
embassy	0	0	0	0	0	0	0	0	0	0	ambassade
embed	0	0	0	0	0	0	0	0	0	0	indlejre
embellish	0	0	0	0	0	0	0	0	0	0	pynte
embellishment	0	0	0	0	0	0	0	0	0	0	udsmykning
embers	0	0	0	0	0	0	0	0	0	0	gløder
embezzlement	0	0	0	0	0	1	0	0	0	0	underslæb
emblem	0	0	0	0	0	0	0	0	0	0	emblem
emblematic	0	0	0	0	0	0	0	0	0	0	emblematisk
embodiment	0	0	0	0	0	0	0	0	0	0	udførelsesform
embolism	0	0	0	1	0	1	0	1	0	0	emboli
embossed	0	0	0	0	0	0	0	0	0	0	præget
embrace	0	1	0	0	1	0	1	0	1	1	omfavne
embroidered	0	0	0	0	0	0	0	0	0	0	broderet
embroidery	0	0	0	0	0	0	0	0	0	0	broderi
embroiled	0	0	0	0	0	1	0	0	0	0	indviklet
embryo	0	0	0	0	0	0	0	0	0	0	Foster
embryonic	0	0	0	0	0	0	0	0	0	0	embryonale
emerald	0	0	0	0	0	0	0	0	0	0	smaragd
emerge	0	0	0	0	0	0	0	0	0	0	dukke op
emergence	0	0	0	0	0	0	0	0	0	0	fremkomst
emergency	0	0	0	1	0	1	0	1	1	0	nødsituation
emeritus	0	0	0	0	0	0	1	0	0	0	emeritus
emigrate	0	0	0	0	0	0	0	0	0	0	emigrere
emigration	0	0	0	0	0	0	0	0	0	0	udvandring
eminence	0	0	0	0	0	0	1	0	0	1	eminens
eminent	0	0	0	0	0	0	1	0	0	0	eminent
eminently	0	0	0	0	0	0	1	0	0	0	eminent
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	udledning
emit	0	0	0	0	0	0	0	0	0	0	udsende
emotion	0	0	0	0	0	0	0	0	0	0	emotion
emotional	0	0	0	0	0	0	0	0	0	0	følelsesmæssig
emotive	0	0	0	0	0	0	0	0	0	0	følelsesladet
empathy	0	0	0	0	0	0	1	0	0	0	empati
emperor	0	0	0	0	0	0	0	0	0	0	kejser
emphasis	0	0	0	0	0	0	0	0	0	0	vægt
emphasize	0	0	0	0	0	0	0	0	0	1	understrege
emphatic	0	0	0	0	0	0	0	0	0	0	empatisk
empire	0	0	0	0	0	0	0	0	0	0	imperium
empirical	0	0	0	0	0	0	0	0	0	0	empirisk
empiricism	0	0	0	0	0	0	0	0	0	0	empiri
employ	0	0	0	0	0	0	0	0	0	1	beskæftige
employer	0	0	0	0	0	0	0	0	0	0	arbejdsgiver
employment	0	0	0	0	0	0	0	0	0	0	beskæftigelse
emporium	0	0	0	0	0	0	0	0	0	0	emporium
empower	0	0	0	0	0	0	1	0	0	0	bemyndige
empress	0	0	0	0	0	0	0	0	0	0	kejserinde
emptiness	0	0	0	0	0	0	0	1	0	0	tomhed
emption	0	0	0	0	0	0	0	0	0	0	tømning
empty	0	0	0	0	0	0	0	0	0	0	tom
emulate	0	0	0	0	0	0	1	0	0	0	efterligne
emulsion	0	0	0	0	0	0	0	0	0	0	emulsion
enable	0	0	0	0	0	0	1	0	0	1	aktivere
enablement	0	0	0	0	0	0	1	0	0	1	aktivering
enact	0	0	0	0	0	0	0	0	0	0	vedtage
enactment	0	0	0	0	0	0	0	0	0	0	vedtagelse
enamel	0	0	0	0	0	0	0	0	0	0	emalje
encampment	0	0	0	0	0	0	0	0	0	0	lejrplads
enchant	0	1	0	0	1	0	1	0	1	0	fortrylle
enchanted	0	0	0	0	1	0	1	0	0	1	fortryllet
enchanting	0	1	0	0	1	0	1	0	0	0	fortryllende
enchantment	0	0	0	0	0	0	0	0	0	0	fortryllelse
encircle	0	0	0	0	0	0	0	0	0	0	omkranse
encircling	0	0	0	0	0	0	0	0	0	0	omkransende
enclave	0	0	0	0	0	1	0	0	0	0	enklave
enclose	0	0	0	0	0	0	0	0	0	0	vedlægge
encode	0	0	0	0	0	0	0	0	0	0	indkode
encompass	0	0	0	0	0	0	0	0	0	0	omfatte
encore	0	0	0	0	0	0	1	0	0	0	ekstranummer
encounter	0	0	0	0	0	0	0	0	0	0	komme ud for
encourage	0	0	0	0	1	0	1	0	0	1	tilskynde
encouragement	0	0	0	0	0	0	1	0	0	0	opmuntring
encroach	0	0	0	0	0	0	0	0	0	0	indtrænge
encroachment	0	0	0	1	0	1	0	0	0	0	indgreb
encrypt	0	0	0	0	0	0	0	0	0	0	kryptere
encumbrance	1	0	0	1	0	1	0	1	0	0	hæftelse
encyclopedia	0	0	0	0	0	0	1	0	0	1	encyklopædi
end	0	0	0	0	0	0	0	0	0	0	ende
endanger	0	1	0	1	0	1	0	0	0	0	fare
endangered	0	0	0	1	0	1	0	0	0	0	truet
endeavor	0	1	0	0	0	0	1	0	0	0	bestræbelse
ended	0	0	0	0	0	0	0	0	0	0	sluttede
endemic	0	0	1	1	0	1	0	1	0	0	endemisk
ending	0	0	0	0	0	0	0	0	0	0	Slutning
endless	1	0	0	1	1	1	1	1	0	1	endeløs
endocarditis	0	0	0	1	0	0	0	1	0	0	endokarditis
endorsement	0	0	0	0	0	0	0	0	0	0	godkendelse
endow	0	0	0	0	0	0	1	0	0	1	begave
endowed	0	0	0	0	0	0	1	0	0	0	begavet
endowment	0	0	0	0	0	0	1	0	0	1	begavelse
endpapers	0	0	0	0	0	0	0	0	0	0	slutpapirer
endpoint	0	0	0	0	0	0	0	0	0	0	endepunkt
endurance	0	0	0	0	0	0	1	0	0	0	udholdenhed
endure	0	0	0	0	0	0	1	0	0	0	udholde
enema	0	0	1	0	0	0	0	0	0	0	lavement
enemy	1	0	1	1	0	1	0	0	0	0	fjende
energetic	0	0	0	0	0	0	1	0	0	0	energisk
energy	0	0	0	0	0	0	0	0	0	0	energi
enforce	1	0	0	1	0	1	1	0	0	0	håndhæve
enforcement	0	0	0	0	0	1	0	0	0	0	håndhævelse
engage	0	0	0	0	0	0	0	0	0	0	engagere sig
engaged	0	1	0	0	1	0	1	0	0	1	beskæftiget
engagement	0	0	0	0	0	0	0	0	0	0	engagement
engaging	0	0	0	0	1	0	1	0	0	1	engagerende
engender	0	0	0	0	0	0	0	0	0	0	fremkalde
engine	0	0	0	0	0	0	0	0	0	0	motor
engineer	0	0	0	0	0	0	0	0	0	0	ingeniør
engineering	0	0	0	0	0	0	0	0	0	0	ingeniørarbejde
engrave	0	0	0	0	0	0	0	0	0	0	gravere
engraved	0	0	0	0	0	0	0	0	0	0	indgraveret
engraver	0	0	0	0	0	0	0	0	0	0	gravør
engraving	0	0	0	0	0	0	0	0	0	0	gravering
engrossed	0	0	0	0	0	0	0	0	0	0	opslugt
engrossing	0	0	0	0	0	0	0	0	0	0	medrivende
engulf	0	1	0	0	0	0	0	0	0	0	opsluge
enhance	0	0	0	0	0	0	1	0	0	0	forbedre
enigma	0	0	0	0	0	0	0	0	0	0	gåde
enigmatic	0	0	0	1	0	1	0	0	0	0	gådefuldt
enjoin	0	0	0	0	0	0	0	0	0	0	påbyde
enjoy	0	1	0	0	1	0	1	0	0	1	god fornøjelse
enjoying	0	1	0	0	1	0	1	0	0	1	nyder
enlarged	0	0	0	0	0	0	0	0	0	0	forstørret
enlargement	0	0	0	0	0	0	0	0	0	0	udvidelse
enlighten	0	0	0	0	1	0	1	0	0	1	oplyse
enlightenment	0	0	0	0	1	0	1	0	0	1	oplysning
enlist	0	0	0	0	0	0	0	0	0	0	hverve sig
enliven	0	0	0	0	1	0	1	0	1	1	oplive
enmity	1	0	0	1	0	1	0	1	0	0	fjendskab
enormity	0	0	0	0	0	0	0	0	0	0	enormhed
enormous	0	0	0	0	0	0	0	0	0	0	enorm
enormously	0	0	0	0	0	0	0	0	0	0	enormt
enrich	0	0	0	0	0	0	1	0	0	0	berige
enroll	0	1	0	0	0	0	0	0	0	1	indskrive
ensemble	0	0	0	0	0	0	1	0	0	1	ensemble
ensign	0	0	0	0	0	0	1	0	0	0	fenrik
enslave	0	0	0	0	0	1	0	0	0	0	slavebinde
enslaved	1	0	1	1	0	1	0	1	0	0	slavegjort
enslavement	0	0	0	0	0	1	0	0	0	0	slaveri
ensue	0	0	0	0	0	0	0	0	0	0	følge
ensure	0	0	0	0	0	0	0	0	0	0	sikre
entail	0	0	0	0	0	0	0	0	0	0	medføre
entangled	1	0	1	1	0	1	0	1	0	0	viklet ind
entanglement	0	0	0	0	0	1	0	0	0	0	sammenfiltring
enter	0	0	0	0	0	0	0	0	0	0	gå ind
enterprise	0	0	0	0	0	0	0	0	0	0	virksomhed
enterprising	0	0	0	0	0	0	1	0	0	0	initiativrig
entertain	0	0	0	0	1	0	1	0	0	0	underholde
entertained	0	0	0	0	1	0	1	0	0	0	underholdt
entertaining	0	1	0	0	1	0	1	0	0	0	underholdende
entertainment	0	1	0	0	1	0	1	0	1	1	underholdning
enthusiasm	0	1	0	0	1	0	1	0	1	0	entusiasme
enthusiast	0	1	0	0	1	0	1	0	1	0	entusiast
entice	0	0	0	0	0	0	0	0	0	0	lokke
entire	0	0	0	0	0	0	0	0	0	0	hel
entirety	0	0	0	0	0	0	0	0	0	0	helhed
entitle	0	0	0	0	0	0	0	0	0	0	berettige
entity	0	0	0	0	0	0	0	0	0	0	enhed
entomology	0	0	0	0	0	0	0	0	0	0	entomologi
entrails	0	0	1	0	0	1	0	0	0	0	indvolde
entrance	0	0	0	0	0	0	0	0	0	0	indgang
entreat	0	0	0	0	0	0	0	0	0	0	bønfalde
entree	0	0	0	0	0	0	0	0	0	0	hovedret
entrepreneur	0	0	0	0	0	0	0	0	0	0	iværksætter
entrust	0	0	0	0	0	0	0	0	0	1	betro
entry	0	0	0	0	0	0	0	0	0	0	indgang
enumerate	0	0	0	0	0	0	0	0	0	0	opregne
enumeration	0	0	0	0	0	0	0	0	0	0	opremsning
envelope	0	0	0	0	0	0	0	0	0	0	kuvert
envious	0	0	0	0	0	1	0	0	0	0	misundelig
environ	0	0	0	0	0	0	1	0	0	0	miljø
environment	0	0	0	0	0	0	0	0	0	0	miljø
environs	0	0	0	0	0	0	0	0	0	0	omgivelser
envision	0	0	0	0	0	0	0	0	0	0	forestille sig
envoy	0	0	0	0	0	0	0	0	0	0	udsending
ephemeral	0	0	0	0	0	0	0	0	0	0	flygtig
ephemeris	0	0	0	0	0	0	1	0	0	0	efemeris
epic	0	0	0	0	0	0	1	0	0	0	episk
epidemic	1	1	1	1	0	1	0	1	1	0	epidemi
epidermis	0	0	0	0	0	0	0	0	0	0	epidermis
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsi
epilogue	0	0	0	0	0	0	0	0	0	0	epilog
episcopal	0	0	0	0	0	0	0	0	0	1	bispelig
episode	0	0	0	0	0	0	0	0	0	0	episode
episodic	0	0	0	0	0	0	0	0	0	0	episodisk
epistle	0	0	0	0	0	0	0	0	0	0	epistel
epitaph	0	0	0	0	0	0	0	1	0	0	epitafium
epithet	0	0	0	0	0	0	0	0	0	0	epitet
epitome	0	0	0	0	0	0	1	0	0	0	indbegrebet
epoch	0	0	0	0	0	0	0	0	0	0	epoke
equal	0	0	0	0	0	0	0	0	0	0	lige
equality	0	0	0	0	1	0	1	0	0	1	lighed
equalization	0	0	0	0	0	0	0	0	0	0	udligning
equalize	0	0	0	0	0	0	0	0	0	0	udligne
equally	0	0	0	0	0	0	1	0	0	0	ligeligt
equate	0	0	0	0	0	0	0	0	0	0	sidestille
equation	0	0	0	0	0	0	0	0	0	0	ligning
equator	0	0	0	0	0	0	0	0	0	0	ækvator
equatorial	0	0	0	0	0	0	0	0	0	0	ækvatorial
equestrian	0	0	0	0	0	0	0	0	0	0	ridesport
equidistant	0	0	0	0	0	0	0	0	0	0	lige langt
equilibration	0	0	0	0	0	0	0	0	0	0	ligevægt
equilibrium	0	0	0	0	0	0	1	0	0	0	ligevægt
equip	0	0	0	0	0	0	0	0	0	0	udstyre
equipment	0	0	0	0	0	0	0	0	0	0	udstyr
equitable	0	0	0	0	0	0	0	0	0	0	retfærdig
equity	0	0	0	0	0	0	1	0	0	0	egenkapital
equivalence	0	0	0	0	0	0	0	0	0	0	ækvivalens
equivalent	0	0	0	0	0	0	0	0	0	0	tilsvarende
equivocal	0	0	0	0	0	0	0	0	0	0	tvetydig
era	0	0	0	0	0	0	0	0	0	0	æra
eradicate	1	0	0	0	0	1	0	0	0	0	udrydde
eradication	1	0	1	1	0	1	0	0	0	0	udryddelse
