English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Scots-Gaelic Word
conformity	0	0	0	0	0	0	0	0	0	1	co-chòrdadh
confound	0	0	0	0	0	1	0	0	0	0	connsachadh
confounded	0	0	0	0	0	1	0	0	0	0	amhluadh
confront	1	0	0	0	0	0	0	0	0	0	aghaidh
confuse	0	0	0	0	0	1	0	0	0	0	troimh-chèile
confusion	1	0	0	1	0	1	0	0	0	0	troimh-chèile
congenial	0	0	0	0	0	0	1	0	0	0	tàmailteach
congenital	0	0	0	0	0	0	0	0	0	0	gnèitheach
congestion	0	0	0	0	0	1	0	0	0	0	dùmhlachd
conglomerate	0	0	0	0	0	0	0	0	0	1	conglomerate
conglomeration	0	0	0	0	0	0	0	0	0	0	conglomeration
congratulatory	0	0	0	0	1	0	1	0	0	0	meala-naidheachd
congregate	0	0	0	0	0	0	0	0	0	0	cruinneachadh
congregation	0	0	0	0	0	0	1	0	0	1	coimhthional
congress	0	0	1	0	0	0	0	0	0	1	comhdhail
congressional	0	0	0	0	0	0	0	0	0	0	comhdhail
congressman	0	0	0	0	0	0	0	0	0	1	fear-gairm
congruence	0	0	0	0	0	0	1	0	0	1	co-chòrdadh
conic	0	0	0	0	0	0	0	0	0	0	còinneach
conical	0	0	0	0	0	0	0	0	0	0	cianail
conjecture	0	1	0	0	0	0	0	0	0	0	beachd-bheachd
conjugal	0	0	0	0	0	0	0	0	0	0	conjugal
conjugate	0	0	0	0	0	0	0	0	0	0	conjugate
conjugation	0	0	0	0	0	0	0	0	0	0	conjugation
conjunction	0	0	0	0	0	0	0	0	0	0	co-cheangail
conjunctive	0	0	0	0	0	0	0	0	0	0	connsachaidh
conjure	0	1	0	0	0	0	0	0	1	0	conjradh
conjuring	0	0	0	0	0	1	0	0	0	0	conjuring
connect	0	0	0	0	0	0	0	0	0	0	ceangail
connected	0	0	0	0	0	0	0	0	0	0	ceangailte
connection	0	0	0	0	0	0	0	0	0	0	ceangal
connective	0	0	0	0	0	0	0	0	0	1	ceangaltach
connoisseur	0	0	0	0	1	0	1	0	0	1	eòlaiche
conquer	0	0	0	0	0	0	0	0	0	0	buaidh
conqueror	0	0	0	0	0	0	0	0	0	0	ceannsaiche
conquest	1	0	0	1	0	1	0	0	0	0	ceannsachadh
conscience	0	0	0	0	0	0	1	0	0	1	cogais
conscientious	0	0	0	0	0	0	1	0	0	1	cogaiseach
consciousness	0	0	0	0	0	0	1	0	0	0	mothachadh
conscription	0	0	0	0	0	0	0	0	0	0	co-èigneachadh
consecration	0	1	0	0	1	0	1	1	0	1	coisrigeadh
consecutive	0	0	0	0	0	0	0	0	0	0	an dèidh a chèile
consent	0	0	0	0	0	0	0	0	0	0	aonta
consenting	0	0	0	0	0	0	0	0	0	0	ag aontachadh
consequence	0	0	0	0	0	0	0	0	0	0	thoradh
consequent	0	1	0	0	0	0	0	0	0	0	mar thoradh
conservation	0	1	0	0	0	0	1	0	0	1	glèidhteachas
conservatism	0	0	0	0	0	0	0	0	0	0	glèidhteachas
conservative	0	0	0	0	0	0	0	0	0	0	glèidhteach
conservatory	0	0	0	0	0	0	0	0	0	0	seòmar-grèine
conserve	0	0	0	0	0	0	1	0	0	0	ghleidheadh
considerable	0	0	0	0	0	0	1	0	0	0	mòr
considerate	0	0	0	0	0	0	1	0	0	1	mothachail
consignee	0	0	0	0	0	0	0	0	0	0	coinsear
consignment	0	0	0	0	0	0	0	0	0	0	liubhairt
consistency	0	0	0	0	0	0	1	0	0	1	cunbhalachd
consistent	0	0	0	0	0	0	0	0	0	0	cunbhalach
consolation	0	0	0	0	0	0	0	0	0	0	sòlas
console	0	0	0	0	0	0	1	1	0	0	tòcan
consolidate	0	0	0	0	0	0	0	0	0	0	daingnich
consolidation	0	0	0	0	0	0	0	0	0	0	daingneachadh
consonant	0	0	0	0	0	0	1	0	0	0	connragan
consort	0	0	0	0	0	0	0	0	0	1	co-bhanntachd
conspicuous	0	0	0	0	0	0	0	0	0	0	follaiseach
conspiracy	0	0	0	1	0	0	0	0	0	0	co-fheall
conspirator	1	1	1	1	0	1	0	0	0	0	conspirator
conspire	0	0	0	1	0	1	0	0	0	0	co-fheall
constable	0	0	0	0	0	0	0	0	0	1	constabal
constancy	0	0	0	0	0	0	1	0	0	1	seasmhach
constant	0	0	0	0	0	0	1	0	0	1	seasmhach
constantly	0	0	0	0	0	0	0	0	0	1	daonnan
constellation	0	0	0	0	0	0	0	0	0	0	reul-bhad
consternation	1	0	0	1	0	1	0	0	0	0	tàmailt
constipation	0	0	1	0	0	1	0	0	0	0	constipation
constituent	0	0	0	0	0	0	0	0	0	0	neach-taghaidh
constituents	0	0	0	0	0	0	0	0	0	0	luchd-taghaidh
constitute	0	0	0	0	0	0	0	0	0	1	riochd
constitution	0	0	0	0	0	0	0	0	0	0	bun-reachd
constitutional	0	0	0	0	0	0	1	0	0	1	bun-reachdail
constitutionality	0	0	0	0	0	0	0	0	0	0	bun-reachd
constrain	0	0	0	1	0	1	0	0	0	0	bacadh
constrained	0	0	0	0	0	1	0	0	0	0	bacadh
constraint	1	0	0	1	0	1	0	1	0	0	cuingealachd
construct	0	0	0	0	0	0	1	0	0	0	togail
construction	0	0	0	0	0	0	0	0	0	0	togail
construe	0	0	0	0	0	0	0	0	0	0	mhìneachadh
consul	0	0	0	0	0	0	0	0	0	1	consail
consult	0	0	0	0	0	0	0	0	0	1	co-chomhairle
consultation	0	0	0	0	0	0	0	0	0	0	co-chomhairle
consume	0	0	0	0	0	0	0	0	0	0	ithe
consuming	0	0	0	0	0	0	0	0	0	0	caitheamh
consummate	0	0	0	0	0	0	1	0	0	0	consummate
consummation	0	0	0	0	0	0	0	0	0	0	consummation
consumption	0	0	0	0	0	0	0	0	0	0	caitheamh
contact	0	0	0	0	0	0	1	0	0	0	fios
contagion	0	1	1	1	0	1	0	0	0	0	contagion
contagious	0	0	1	1	0	1	0	0	0	0	gabhaltach
containment	0	0	0	0	0	0	0	0	0	0	cuibhreachadh
contaminate	0	0	1	0	0	1	0	0	0	0	truailleadh
contaminated	0	0	1	1	0	1	0	1	0	0	air a thruailleadh
contamination	0	0	1	0	0	1	0	0	0	0	truailleadh
contemplate	0	0	0	0	0	0	0	0	0	0	beachdaich
contemplation	0	0	0	0	0	0	1	0	0	0	cnuasachadh
contemplative	0	0	0	0	0	0	0	0	0	0	beachdachail
contemporaneous	0	0	0	0	0	0	0	0	0	0	co-aimsireil
contemporary	0	0	0	0	0	0	0	0	0	0	co-aimsireil
contempt	1	0	1	1	0	1	0	0	0	0	tàir
contemptible	1	0	1	0	0	1	0	0	0	0	tàireil
contemptuous	1	0	0	0	0	1	0	0	0	0	tàireil
contending	0	0	0	0	0	0	0	0	0	0	a' gearan
content	0	0	0	0	1	0	1	0	0	1	susbaint
contention	0	0	0	0	0	0	0	0	0	0	connspaid
contentious	1	0	1	1	0	1	0	0	0	0	connspaideach
contents	0	0	0	0	0	0	0	0	0	0	susbaint
context	0	0	0	0	0	0	0	0	0	0	co-theacs
contiguous	0	0	0	0	0	0	0	0	0	0	ri taobh
continence	0	0	0	0	0	0	0	0	0	0	leantalachd
continent	0	0	0	0	0	0	0	0	0	0	mòr-thìr
continental	0	0	0	0	0	0	0	0	0	0	mòr-thìr
contingency	0	0	0	0	0	0	0	0	0	0	cùis-èiginn
contingent	0	1	0	0	0	0	0	0	0	0	tuiteamach
continual	0	0	0	0	0	0	0	0	0	0	leantainneach
continually	0	0	0	0	0	0	0	0	0	0	sìor
continuance	0	0	0	0	0	0	0	0	0	0	leantalachd
continuation	0	1	0	0	0	0	0	0	0	0	leantuinn
continue	0	1	0	0	0	0	1	0	0	1	leantuinn
continued	0	0	0	0	0	0	0	0	0	0	leantuinn
continuing	0	0	0	0	0	0	0	0	0	0	a' leantainn
continuity	0	0	0	0	0	0	0	0	0	0	leantalachd
continuous	0	0	0	0	0	0	0	0	0	0	leantainneach
continuously	0	0	0	0	0	0	0	0	0	0	gu leantainneach
contour	0	0	0	0	0	0	1	0	0	0	cumadh
contraband	1	0	1	1	0	1	0	0	0	0	contrabhann
contract	0	0	0	0	0	0	0	0	0	0	cùmhnant
contracted	0	0	0	0	0	1	0	0	0	0	cùmhnant
contractile	0	0	0	0	0	0	0	0	0	0	cùmhnantail
contracting	0	0	0	0	0	0	0	0	0	0	cunnradh
contraction	0	0	0	0	0	0	0	0	0	0	giorrachadh
contradict	1	0	0	0	0	1	0	0	0	0	connsachadh
contradiction	0	0	0	0	0	1	0	0	0	0	contrarrachd
contradictory	0	0	0	0	0	1	0	0	0	0	contrarra
contrary	0	0	0	0	0	1	0	0	0	0	an aghaidh
contrast	0	0	0	0	0	0	0	0	0	0	iomrall
contrasted	0	0	0	0	0	1	0	0	0	0	coimeasg
contravene	0	0	0	0	0	1	0	0	0	0	dol an aghaidh
contravention	0	0	0	0	0	1	0	0	0	0	casg
contribute	0	0	0	0	0	0	1	0	0	0	cur ris
contributor	0	0	0	0	0	0	1	0	0	1	fhiosraiche
contrived	0	0	0	0	0	0	0	0	0	0	suarach
control	0	0	0	0	0	0	0	0	0	0	smachd
controversial	1	0	0	0	0	1	0	0	0	0	connspaideach
controversy	0	0	0	0	0	1	0	0	0	0	connspaid
conundrum	0	0	0	0	0	0	0	0	0	0	trioblaid
convalescent	0	0	0	0	0	0	0	0	0	0	ath-bheothachadh
convection	0	0	0	0	0	0	0	0	0	0	convection
convene	0	0	0	0	0	0	0	0	0	0	gairm
convenience	0	0	0	0	0	0	1	0	0	0	goireasachd
conveniences	0	0	0	0	0	0	0	0	0	0	goireasan
convenient	0	0	0	0	0	0	1	0	0	0	goireasach
convent	0	0	0	0	0	0	1	0	0	1	chlochar
convention	0	0	0	0	0	0	1	0	0	0	co-chruinneachadh
conventional	0	0	0	0	0	0	0	0	0	0	gnàthach
converge	0	0	0	0	0	0	0	0	0	0	co-thional
convergence	0	1	0	0	0	0	0	0	0	0	co-thional
convergent	0	0	0	0	0	0	0	0	0	0	co-fhlaitheis
conversant	0	0	0	0	0	0	1	0	0	0	eòlach
conversation	0	0	0	0	0	0	0	0	0	0	còmhradh
conversational	0	0	0	0	0	0	1	0	0	0	còmhraidh
converse	0	0	0	0	0	0	0	0	0	0	còmhradh
conversing	0	0	0	0	0	0	0	0	0	0	a' còmhradh
conversion	0	0	0	0	0	0	0	0	0	0	tionndadh
convert	0	0	0	0	0	0	1	0	0	0	iompachadh
converted	0	0	0	0	0	0	0	0	0	0	iompachadh
convertible	0	0	0	0	0	0	0	0	0	0	iompachadh
convex	0	0	0	0	0	0	0	0	0	0	dùmhail
convexity	0	0	0	0	0	0	0	0	0	0	convexity
convey	0	0	0	0	0	0	0	0	0	0	giùlan
conveyance	0	0	0	0	0	0	0	0	0	0	giùlan
conveyancing	0	0	0	0	0	0	0	0	0	1	giùlan
convict	1	0	1	1	0	1	0	1	0	0	dìteadh
conviction	0	0	0	0	0	1	0	0	0	0	dìteadh
convince	0	1	0	0	0	0	1	0	0	1	a chreidsinn
convinced	0	0	0	0	0	0	0	0	0	1	dearbhte
convincing	0	0	0	0	0	0	0	0	0	1	diongmhalta
convocation	0	0	0	0	0	0	0	0	0	0	comhghairm
convoluted	0	0	0	0	0	0	0	0	0	0	connsachadh
convolution	0	0	0	0	0	0	0	0	0	0	convolution
convoy	0	0	0	0	0	0	0	0	0	0	convoy
coo	0	0	0	0	0	0	0	0	0	0	coo
cook	0	0	0	0	0	0	0	0	0	0	còcaire
cookery	0	0	0	0	0	0	0	0	0	0	còcaireachd
cooking	0	0	0	0	0	0	0	0	0	0	còcaireachd
cool	0	0	0	0	0	0	1	0	0	0	tarraingeach
cooler	0	0	0	0	0	0	0	0	0	0	nas fhuaire
cooling	0	0	0	0	0	0	0	0	0	0	fuarachadh
coolness	0	0	0	0	0	0	1	0	0	0	fuarachd
coop	1	0	1	0	0	1	0	0	0	0	coop
cooperate	0	0	0	0	0	0	1	0	0	0	co-obrachadh
cooperating	0	0	0	0	0	0	1	0	0	1	a' co-obrachadh
cooperation	0	0	0	0	0	0	1	0	0	1	co-obrachadh
cooperative	0	0	0	0	0	0	1	0	0	1	co-obrachail
coordinate	0	0	0	0	0	0	0	0	0	0	co-òrdanachadh
cop	0	0	0	1	0	0	0	0	0	1	cop
copious	0	0	0	0	0	0	0	0	0	0	copach
copper	0	0	0	0	0	0	0	0	0	0	copar
copy	0	0	0	0	0	1	0	0	0	0	leth-bhreac
copycat	1	0	1	0	0	1	0	0	0	0	leth-bhreac
copying	0	0	0	0	0	0	0	0	0	0	copaidh
copyright	0	0	0	0	0	0	0	0	0	0	dlighe-sgrìobhaidh
coral	0	0	0	0	0	0	0	0	0	0	corail
cord	0	0	0	0	0	0	0	0	0	0	corda
cordon	0	0	0	0	0	0	0	0	0	0	cordon
corduroy	0	0	0	0	0	0	0	0	0	0	corduroy
core	0	0	0	0	0	0	1	0	0	0	cridhe
cork	0	0	0	0	0	0	0	0	0	0	corc
corkscrew	0	0	0	0	0	0	0	0	0	0	corkscrew
corn	0	0	0	0	0	0	0	0	0	0	arbhar
cornea	0	0	0	0	0	0	0	0	0	0	cornea
corner	0	0	0	0	0	0	0	0	0	0	oisean
cornet	0	0	0	0	0	0	0	0	0	0	cornet
cornice	0	0	0	0	0	0	0	0	0	0	cornis
cornstarch	0	0	0	0	0	0	0	0	0	0	cornstarch
corollary	0	0	0	0	0	0	0	0	0	0	corollary
corona	0	0	0	0	0	0	0	0	0	0	corona
coronation	0	0	0	0	1	0	1	0	0	1	crùnadh
coroner	0	0	0	0	0	1	0	0	0	0	crùn
corporal	0	0	0	0	0	1	0	0	0	0	corporra
corporate	0	0	0	0	0	0	0	0	0	0	corporra
corporation	0	0	0	0	0	0	1	0	0	1	corporra
corporeal	0	0	0	0	0	0	1	0	0	0	corporra
corps	0	0	0	0	0	0	0	0	0	0	corp
corpse	0	0	1	0	0	1	0	1	0	0	corp
corpus	0	0	0	0	0	0	0	0	0	0	corpas
corral	0	0	0	0	0	0	0	0	0	0	corrail
correction	0	0	0	0	0	1	0	0	0	0	ceartachadh
corrective	0	0	0	0	0	0	1	0	0	0	ceartachaidh
correctness	0	0	0	0	0	0	0	0	0	1	ceartachd
correlation	0	0	0	0	0	0	0	0	0	0	co-dhàimh
correlative	0	0	0	0	0	0	0	0	0	0	co-dhàimheach
correspond	0	0	0	0	0	0	0	0	0	0	co-fhreagradh
correspondence	0	1	0	0	0	0	1	0	0	0	litrichean
correspondent	0	0	0	0	0	0	0	0	0	0	neach-sgrìobhaidh
corridor	0	0	0	0	0	0	0	0	0	0	trannsa
corroborate	0	0	0	0	0	0	1	0	0	1	dearbhadh
corroboration	0	0	0	0	0	0	0	0	0	1	dearbhadh
corrosion	0	0	0	0	0	1	0	0	0	0	corrach
corrosive	0	0	0	1	0	1	0	0	0	0	creimneach
corrupt	0	0	0	0	0	1	0	0	0	0	truaillidh
corrupting	1	0	1	1	0	1	0	1	0	0	truaillidh
corruption	0	0	1	0	0	1	0	0	0	0	coirbeachd
corse	0	0	0	0	0	0	0	1	0	0	corse
corset	0	0	0	0	0	0	0	0	0	0	corset
cortex	0	0	0	0	0	0	0	0	0	0	cortex
cortical	0	0	0	0	0	0	0	0	0	0	cortical
corvette	0	0	0	0	0	0	0	0	0	0	corvette
cosmetic	0	0	0	0	0	0	0	0	0	0	cosmaigeach
cosmetics	0	0	0	0	0	0	0	0	0	0	cungaidhean maise
cosmic	0	0	0	0	0	0	0	0	0	0	cosmach
cosmology	0	0	0	0	0	0	0	0	0	0	cosmology
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolitan
cosmos	0	0	0	0	0	0	0	0	0	0	cosmos
cost	0	0	0	0	0	0	0	0	0	0	cosgais
costly	0	0	0	0	0	0	0	0	0	0	cosgail
costume	0	0	0	0	0	0	0	0	0	0	culaidh
cosy	0	0	0	0	0	0	1	0	0	0	cluthar
cot	0	0	0	0	0	0	0	0	0	0	còta
cote	0	0	0	0	0	0	0	0	0	0	còta
cottage	0	0	0	0	0	0	0	0	0	0	bothan
cotton	0	0	0	0	0	0	0	0	0	0	cotan
couch	0	0	0	0	0	0	0	1	0	0	sòfa
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	casadaich
council	0	1	0	0	0	0	1	0	0	1	comhairle
counsel	0	0	0	0	0	0	1	0	0	1	comhairle
counsellor	1	0	0	1	0	1	0	0	0	1	comhairliche
counselor	0	0	0	0	0	0	1	0	0	1	comhairliche
count	0	0	0	0	0	0	1	0	0	1	cunnt
countdown	0	1	0	0	0	0	0	0	0	0	cunntadh sìos
countenance	0	0	0	0	0	0	0	0	0	0	gnùis
counter	0	0	0	0	0	0	0	0	0	0	cuntair
counteract	0	0	0	0	0	0	0	0	0	0	cur an aghaidh
counterbalance	0	0	0	0	0	0	0	0	0	0	frith-chothromachadh
counterclaim	0	0	0	0	0	0	0	0	0	0	frith-thagradh
counterpart	0	0	0	0	0	0	0	0	0	0	coimeasg
countess	0	0	0	0	0	0	1	0	0	0	ban-iarla
countless	0	0	0	0	0	0	0	0	0	0	gun àireamh
country	0	0	0	0	0	0	0	0	0	0	dùthaich
countryman	0	0	0	0	0	0	0	0	0	1	fear-dùthcha
counts	0	0	0	0	0	0	0	0	0	0	cunntadh
county	0	0	0	0	0	0	0	0	0	1	siorrachd
coup	1	0	0	0	0	0	0	0	1	0	cupa
couple	0	0	0	0	0	0	0	0	0	0	càraid
coupled	0	0	0	0	0	0	0	0	0	0	còmhla
coupon	0	0	0	0	0	0	0	0	0	0	cùpón
courage	0	0	0	0	0	0	1	0	0	0	misneach
courageous	0	0	0	1	0	0	1	0	0	0	treun
courier	0	0	0	0	0	0	0	0	0	1	teachdaire
courses	0	0	0	0	0	0	0	0	0	0	cùrsaichean
coursing	0	0	0	0	0	1	0	0	0	0	cùrsa
court	1	1	0	1	0	0	0	0	0	0	cùirt
courteous	0	0	0	0	0	0	1	0	0	0	modhail
courtesy	0	0	0	0	0	0	1	0	0	0	le cead
courthouse	0	0	0	0	0	0	0	0	0	0	taigh-cùirte
courts	0	0	0	0	0	0	0	0	0	0	cùirtean
courtship	0	1	0	0	1	0	1	0	0	1	suirghe
courtyard	0	0	0	0	0	0	0	0	0	0	lios
cove	0	1	1	1	1	0	1	0	0	0	caolas
covenant	0	0	0	0	0	0	1	0	0	1	cumhnant
cover	0	0	0	0	0	0	0	0	0	1	còmhdach
covered	0	0	0	0	0	0	0	0	0	0	còmhdaichte
covering	0	0	0	0	0	0	0	0	0	0	còmhdach
covert	0	0	0	0	0	0	0	0	0	0	falaichte
covet	0	0	0	0	0	1	0	0	0	0	sanntach
cow	0	0	0	0	0	0	0	0	0	0	mart
coward	0	0	1	1	0	1	0	1	0	0	maorach
cowardice	0	0	0	1	0	1	0	0	0	0	gealtachd
cowardly	0	0	0	1	0	1	0	0	0	0	gu borb
cowboy	0	0	0	0	0	0	0	0	0	0	buachaille
cowhide	0	0	0	0	0	0	0	0	0	0	cowhere
cowl	0	0	0	0	0	0	0	0	0	0	bòcain
coworker	0	0	0	0	0	0	0	0	0	0	coworker
coy	0	0	0	1	0	0	0	0	0	0	còy
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	crùbag
crabby	1	0	0	0	0	1	0	0	0	0	crabaidh
crack	0	0	0	0	0	1	0	0	0	0	sgàineadh
cracked	1	0	0	1	0	1	0	0	0	0	sgàinte
cracker	0	0	0	0	0	0	0	0	0	0	sgàineadh
cracking	0	0	0	0	0	1	0	0	0	0	sgàineadh
crackle	0	0	0	0	0	0	0	0	0	0	sgàineadh
cradle	0	1	0	0	1	0	1	0	0	1	chreathail
craft	0	0	0	0	0	0	1	0	0	0	ceaird
craftsman	0	0	0	0	0	0	1	0	0	0	ceàird
crafty	0	0	0	0	0	0	0	0	0	0	seòlta
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	cramanta
cramp	0	1	0	0	0	1	0	0	0	0	cramp
cramped	0	0	0	0	0	1	0	0	0	0	cuing
crane	0	0	0	0	0	0	0	0	0	0	crann
cranium	0	0	0	0	0	0	0	0	0	0	cranium
crank	0	0	0	0	0	1	0	0	0	0	crank
cranky	1	0	0	0	0	1	0	0	0	0	cranky
crap	0	0	1	0	0	1	0	0	0	0	crap
craps	0	1	0	0	0	0	0	0	0	0	sgàinidhean
crash	0	0	0	1	0	1	0	1	1	0	tubaist
crate	0	0	0	0	0	0	0	0	0	0	cliabh
crater	0	0	0	0	0	0	0	0	0	0	sgàineadh
crave	0	1	0	0	0	0	0	0	0	0	miann
craving	0	1	0	0	0	0	0	0	0	0	cradh
crawfish	0	0	0	0	0	0	0	0	0	0	maorach
crawl	0	0	1	0	0	1	0	0	0	0	snàgadh
crayons	0	0	0	0	0	0	0	0	0	0	creachain
craze	0	0	0	0	0	0	0	0	0	0	cradh
crazed	1	0	0	1	0	1	0	0	0	0	sgith
crazy	1	0	0	1	0	1	0	1	0	0	seòlta
creaking	0	0	0	0	0	1	0	0	0	0	a' creachadh
cream	0	1	0	0	1	0	1	0	1	0	uachdar
creamer	0	0	0	0	0	0	0	0	0	0	creamhadair
creamy	0	0	0	0	0	0	0	0	0	0	uachdarach
crease	0	0	0	0	0	0	0	0	0	0	creamh
create	0	0	0	0	1	0	1	0	0	0	cruthaich
creation	0	0	0	0	0	0	0	0	0	0	cruthachadh
creative	0	0	0	0	0	0	1	0	0	0	cruthachail
creator	0	0	0	0	0	0	0	0	0	0	cruthaichear
creature	0	0	1	1	0	1	0	0	0	0	creutair
credence	0	0	0	0	0	0	1	0	0	1	creideas
credential	0	0	0	0	0	0	1	0	0	1	teisteanais
credentials	0	0	0	0	0	0	0	0	0	0	teisteasan
credibility	0	0	0	0	0	0	1	0	0	1	creideas
credible	0	0	0	0	0	0	1	0	0	1	creidsinneach
credit	0	0	0	0	0	0	1	0	0	1	creideas
creditable	0	0	0	0	0	0	1	0	0	1	creideach
credited	0	0	0	0	0	0	1	0	0	0	creideas
crediting	0	0	0	0	0	0	0	0	0	0	creideas
creditor	0	0	0	0	0	0	0	0	0	0	neach-fiach
creed	0	0	0	0	0	0	0	0	0	0	creideamh
creek	0	0	0	0	0	0	0	0	0	0	loch
creep	0	0	0	0	0	1	0	0	0	0	èaladh
creeping	0	1	0	0	0	0	0	0	0	0	snàgadh
cremation	0	0	0	0	0	0	0	1	0	0	losgadh-cuirp
creole	0	0	0	0	0	0	0	0	0	0	Cliabh
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	corran
crevice	0	0	0	0	0	0	0	0	0	0	sgàineadh
crew	0	0	0	0	0	0	0	0	0	1	criutha
crib	0	0	0	0	0	0	0	0	0	0	crib
cricket	0	0	0	0	0	0	0	0	0	0	criogaid
crime	1	0	0	0	0	1	0	0	0	0	eucoir
criminal	1	0	1	1	0	1	0	0	0	0	eucorach
criminality	1	0	1	1	0	1	0	0	0	0	eucoireach
crimp	0	0	0	0	0	0	0	0	0	0	crimp
crimson	0	0	0	0	0	0	0	0	0	0	crùbach
cringe	0	0	1	1	0	1	0	1	0	0	cradh
cripple	0	0	0	1	0	1	0	1	0	0	crioch
crippled	0	0	0	0	0	1	0	1	0	0	crùbach
crisis	0	0	0	0	0	1	0	0	0	0	èiginn
crisp	0	0	0	0	0	1	0	0	0	1	crùbach
criterion	0	0	0	0	0	0	0	0	0	0	slat-tomhais
critic	0	0	0	0	0	1	0	0	0	0	càineadh
criticism	1	0	0	0	0	1	0	1	0	0	càineadh
criticize	1	0	1	1	0	1	0	1	0	0	càineadh
critique	0	0	0	0	0	0	1	0	0	0	breithneachadh
critter	0	0	1	0	0	0	0	0	0	0	creutair
croak	0	0	0	0	0	0	0	0	0	0	croc
crock	0	0	0	0	0	0	0	0	0	0	crogain
crockery	0	0	0	0	0	0	0	0	0	0	soithichean
crocodile	0	0	0	1	0	0	0	0	0	0	crogall
croft	0	0	0	0	0	0	0	0	0	0	chroit
crook	0	0	0	0	0	1	0	0	0	0	camadh
crop	0	0	0	0	0	0	0	0	0	0	bàrr
croquet	0	0	0	0	0	0	0	0	0	0	croquet
cross	1	0	0	1	0	1	0	1	0	0	crois
crossbow	0	0	0	0	0	0	0	0	0	0	crois-bhogha
crossed	0	0	0	0	0	0	0	0	0	0	tarsainn
crossing	0	0	0	0	0	0	0	0	0	0	tarsainn
crotch	0	0	0	0	0	0	0	0	0	0	crotch
crouch	0	0	0	1	0	0	0	0	0	0	cuaich
crouched	0	0	0	0	0	0	0	0	0	0	crùbach
crouching	0	0	0	1	0	1	0	0	0	0	crùbadh
croupier	0	0	0	0	0	0	0	0	0	0	crùpaire
crow	0	0	0	0	0	0	0	0	0	0	feannag
crowd	0	0	0	0	0	0	0	0	0	0	sluagh
crowded	0	0	0	0	0	0	0	0	0	0	sluaigh
crown	0	0	0	0	0	0	0	0	0	0	crùn
crowning	0	1	0	0	1	0	1	0	1	1	crùnadh
crucial	0	0	0	0	0	0	1	0	0	1	deatamach
cruciate	0	0	0	0	0	1	0	0	0	0	ceusadh
crucifix	0	0	0	0	0	0	0	0	0	0	ceusadh
crucifixion	1	0	1	1	0	1	0	1	0	0	ceusadh
crude	0	0	1	0	0	1	0	0	0	0	amh
cruel	1	0	1	1	0	1	0	1	0	0	cruadalach
cruelly	1	0	0	1	0	1	0	0	0	0	gu cruaidh
cruelty	1	0	1	1	0	1	0	1	0	0	cruadal
cruise	0	0	0	0	0	0	0	0	0	0	cuairt-mara
cruiser	0	0	0	0	0	0	0	0	0	0	cruiseadair
crumb	0	0	0	0	0	0	0	0	0	0	crùbag
crumbling	0	0	0	0	0	1	0	1	0	0	crùbadh
crunch	1	0	0	0	0	1	0	0	0	0	crònan
crusade	1	0	0	1	0	1	0	0	0	0	crusade
crush	0	0	0	0	0	0	0	0	0	0	pronnadh
crushed	1	0	1	1	0	1	0	1	0	0	pronnadh
crushing	1	0	1	1	0	1	0	0	0	0	pronnadh
crust	0	0	0	0	0	0	0	0	0	0	rùsg
crusty	0	0	1	0	0	1	0	0	0	0	crùbach
crutch	0	0	0	0	0	0	0	0	0	0	crutch
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	caoineadh
crying	0	0	0	0	0	1	0	1	0	0	a' caoineadh
crypt	0	0	0	1	0	1	0	1	0	0	crioch
cryptic	0	0	0	0	0	0	0	0	0	0	crioptach
cryptography	0	0	0	0	0	0	0	0	0	0	crioptachadh
crystal	0	0	0	0	0	0	1	0	0	0	criostal
crystalline	0	0	0	0	0	0	0	0	0	0	criostalach
crystallization	0	0	0	0	0	0	0	0	0	0	criostalachadh
cub	0	0	0	0	0	0	0	0	0	0	cuilean
cube	0	0	0	0	0	0	0	0	0	1	ciùb
cubicle	0	0	0	0	0	0	0	0	0	0	cubicle
cuckold	0	0	1	0	0	1	0	0	0	0	cuthaig
cuckoo	0	0	0	0	0	1	0	0	0	0	cuthaig
cuddle	0	0	0	0	1	0	1	0	0	1	uchd
cue	0	1	0	0	0	0	0	0	0	0	cue
cuff	0	0	0	0	0	0	0	0	0	0	cuach
cuisine	0	0	0	0	0	0	0	0	0	0	cuisle
culinary	0	0	0	0	0	0	1	0	0	1	còcaireachd
cull	0	0	0	0	0	1	0	0	0	0	culaidh
culminate	0	0	0	0	0	0	0	0	0	0	crioch
culmination	0	0	0	0	0	0	1	0	0	0	crioch
culpability	0	0	0	0	0	1	0	0	0	0	ciontach
culpable	0	0	0	0	0	1	0	0	0	0	ciontach
culprit	0	0	0	0	0	1	0	0	0	0	ciontach
cult	0	0	0	1	0	1	0	0	0	0	chult
