English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hungarian Word
creature	0	0	1	1	0	1	0	0	0	0	teremtmény
credence	0	0	0	0	0	0	1	0	0	1	hitelét
credential	0	0	0	0	0	0	1	0	0	1	igazolvány
credentials	0	0	0	0	0	0	0	0	0	0	hitelesítő adatok
credibility	0	0	0	0	0	0	1	0	0	1	hitelesség
credible	0	0	0	0	0	0	1	0	0	1	hihető
credit	0	0	0	0	0	0	1	0	0	1	hitel
creditable	0	0	0	0	0	0	1	0	0	1	hitelképes
credited	0	0	0	0	0	0	1	0	0	0	jóváírva
crediting	0	0	0	0	0	0	0	0	0	0	jóváírás
creditor	0	0	0	0	0	0	0	0	0	0	hitelező
creed	0	0	0	0	0	0	0	0	0	0	hitvallás
creek	0	0	0	0	0	0	0	0	0	0	patak
creep	0	0	0	0	0	1	0	0	0	0	kúszás
creeping	0	1	0	0	0	0	0	0	0	0	kúszó
cremation	0	0	0	0	0	0	0	1	0	0	hamvasztás
creole	0	0	0	0	0	0	0	0	0	0	kreol
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	félhold
crevice	0	0	0	0	0	0	0	0	0	0	hasadék
crew	0	0	0	0	0	0	0	0	0	1	legénység
crib	0	0	0	0	0	0	0	0	0	0	gyerekágy
cricket	0	0	0	0	0	0	0	0	0	0	krikett
crime	1	0	0	0	0	1	0	0	0	0	bűn
criminal	1	0	1	1	0	1	0	0	0	0	Bűnügyi
criminality	1	0	1	1	0	1	0	0	0	0	bűnözés
crimp	0	0	0	0	0	0	0	0	0	0	krimpelés
crimson	0	0	0	0	0	0	0	0	0	0	karmazsinvörös
cringe	0	0	1	1	0	1	0	1	0	0	kínos
cripple	0	0	0	1	0	1	0	1	0	0	nyomorék
crippled	0	0	0	0	0	1	0	1	0	0	rokkant
crisis	0	0	0	0	0	1	0	0	0	0	válság
crisp	0	0	0	0	0	1	0	0	0	1	ropogós
criterion	0	0	0	0	0	0	0	0	0	0	kritérium
critic	0	0	0	0	0	1	0	0	0	0	kritikus
criticism	1	0	0	0	0	1	0	1	0	0	kritika
criticize	1	0	1	1	0	1	0	1	0	0	kritizálni
critique	0	0	0	0	0	0	1	0	0	0	kritika
critter	0	0	1	0	0	0	0	0	0	0	lény
croak	0	0	0	0	0	0	0	0	0	0	kuruttyol
crock	0	0	0	0	0	0	0	0	0	0	tönkretesz
crockery	0	0	0	0	0	0	0	0	0	0	cserépedény
crocodile	0	0	0	1	0	0	0	0	0	0	krokodil
croft	0	0	0	0	0	0	0	0	0	0	major
crook	0	0	0	0	0	1	0	0	0	0	csaló
crop	0	0	0	0	0	0	0	0	0	0	Vág
croquet	0	0	0	0	0	0	0	0	0	0	krokett
cross	1	0	0	1	0	1	0	1	0	0	kereszt
crossbow	0	0	0	0	0	0	0	0	0	0	nyílpuska
crossed	0	0	0	0	0	0	0	0	0	0	keresztbe
crossing	0	0	0	0	0	0	0	0	0	0	átkelés
crotch	0	0	0	0	0	0	0	0	0	0	ágyék
crouch	0	0	0	1	0	0	0	0	0	0	lekuporodik
crouched	0	0	0	0	0	0	0	0	0	0	leguggolt
crouching	0	0	0	1	0	1	0	0	0	0	guggolás
croupier	0	0	0	0	0	0	0	0	0	0	krupié
crow	0	0	0	0	0	0	0	0	0	0	varjú
crowd	0	0	0	0	0	0	0	0	0	0	tömeg
crowded	0	0	0	0	0	0	0	0	0	0	zsúfolt
crown	0	0	0	0	0	0	0	0	0	0	korona
crowning	0	1	0	0	1	0	1	0	1	1	koronázás
crucial	0	0	0	0	0	0	1	0	0	1	alapvető
cruciate	0	0	0	0	0	1	0	0	0	0	keresztbe
crucifix	0	0	0	0	0	0	0	0	0	0	feszület
crucifixion	1	0	1	1	0	1	0	1	0	0	keresztre feszítés
crude	0	0	1	0	0	1	0	0	0	0	nyers
cruel	1	0	1	1	0	1	0	1	0	0	kegyetlen
cruelly	1	0	0	1	0	1	0	0	0	0	kegyetlenül
cruelty	1	0	1	1	0	1	0	1	0	0	kegyetlenség
cruise	0	0	0	0	0	0	0	0	0	0	hajókázás
cruiser	0	0	0	0	0	0	0	0	0	0	cirkáló
crumb	0	0	0	0	0	0	0	0	0	0	morzsa
crumbling	0	0	0	0	0	1	0	1	0	0	omladozó
crunch	1	0	0	0	0	1	0	0	0	0	ropogtat
crusade	1	0	0	1	0	1	0	0	0	0	keresztes hadjárat
crush	0	0	0	0	0	0	0	0	0	0	összetörni
crushed	1	0	1	1	0	1	0	1	0	0	összetörve
crushing	1	0	1	1	0	1	0	0	0	0	zúzó
crust	0	0	0	0	0	0	0	0	0	0	kéreg
crusty	0	0	1	0	0	1	0	0	0	0	kérges
crutch	0	0	0	0	0	0	0	0	0	0	mankó
crux	0	0	0	0	0	0	0	0	0	0	nehézség
cry	0	0	0	0	0	1	0	1	0	0	kiáltás
crying	0	0	0	0	0	1	0	1	0	0	síró
crypt	0	0	0	1	0	1	0	1	0	0	kripta
cryptic	0	0	0	0	0	0	0	0	0	0	rejtélyes
cryptography	0	0	0	0	0	0	0	0	0	0	kriptográfia
crystal	0	0	0	0	0	0	1	0	0	0	kristály-
crystalline	0	0	0	0	0	0	0	0	0	0	kristályos
crystallization	0	0	0	0	0	0	0	0	0	0	kristályosodás
cub	0	0	0	0	0	0	0	0	0	0	kölyök
cube	0	0	0	0	0	0	0	0	0	1	kocka
cubicle	0	0	0	0	0	0	0	0	0	0	fülke
cuckold	0	0	1	0	0	1	0	0	0	0	felszarvazott
cuckoo	0	0	0	0	0	1	0	0	0	0	kakukk
cuddle	0	0	0	0	1	0	1	0	0	1	ölelkezés
cue	0	1	0	0	0	0	0	0	0	0	dákó
cuff	0	0	0	0	0	0	0	0	0	0	mandzsetta
cuisine	0	0	0	0	0	0	0	0	0	0	konyha
culinary	0	0	0	0	0	0	1	0	0	1	konyhai-
cull	0	0	0	0	0	1	0	0	0	0	selejtezés
culminate	0	0	0	0	0	0	0	0	0	0	tetőzik
culmination	0	0	0	0	0	0	1	0	0	0	csúcspontja
culpability	0	0	0	0	0	1	0	0	0	0	bűnösség
culpable	0	0	0	0	0	1	0	0	0	0	bűnös
culprit	0	0	0	0	0	1	0	0	0	0	tettes
cult	0	0	0	1	0	1	0	0	0	0	kultusz
cultivate	0	1	0	0	0	0	1	0	0	1	művelni
cultivated	0	0	0	0	0	0	1	0	0	0	művelt
cultivation	0	0	0	0	0	0	1	0	0	0	termesztés
culture	0	0	0	0	0	0	1	0	0	0	kultúra
culvert	0	0	0	0	0	0	0	0	0	0	vízelvezető
cumbersome	0	0	0	0	0	1	0	1	0	0	nehézkes
cumulus	0	0	0	0	0	0	0	0	0	0	gomolyfelhő
cunning	0	0	0	0	0	1	1	0	0	0	ravasz
cup	0	0	0	0	0	0	0	0	0	0	csésze
cupboard	0	0	0	0	0	0	0	0	0	0	szekrény
cupping	0	0	1	1	0	1	0	1	0	0	köpölyözés
cur	1	0	1	1	0	1	0	0	0	0	korcs
curable	0	0	0	0	0	0	1	0	0	1	gyógyítható
curate	0	0	0	0	0	0	0	0	0	0	segédlelkész
curative	0	0	0	0	0	0	0	0	0	0	gyógyhatású
curator	0	0	0	0	0	0	0	0	0	0	kurátor
curb	0	0	0	0	0	0	0	0	0	0	járdaszegély
curd	0	0	0	0	0	0	0	0	0	0	aludttej
curfew	0	0	0	0	0	0	0	0	0	0	kijárási tilalom
curiosity	0	1	0	0	0	0	1	0	1	0	kíváncsiság
curl	0	0	0	0	0	0	1	0	0	0	becsavar
curling	0	0	0	0	0	0	0	0	0	0	curling
currency	0	0	0	0	0	0	0	0	0	0	valuta
current	0	0	0	0	0	0	0	0	0	0	jelenlegi
curriculum	0	0	0	0	0	0	0	0	0	0	tanterv
curry	0	0	0	0	0	0	0	0	0	0	curry
curse	1	0	1	1	0	1	0	1	0	0	átok
cursed	1	0	0	1	0	1	0	1	0	0	átkozott
cursing	1	0	1	0	0	1	0	0	0	0	káromkodva
cursory	0	0	0	0	0	1	0	0	0	0	felületes
curt	0	0	0	0	0	0	0	0	0	0	kurta
curtail	0	0	0	0	0	0	0	0	0	0	megnyirbál
curtailment	0	0	0	0	0	0	0	0	0	0	csökkentés
curtain	0	0	0	0	0	0	0	0	0	0	függöny
curvature	0	0	0	0	0	0	0	0	0	0	görbület
curve	0	0	0	0	0	0	0	0	0	0	ív
curved	0	0	0	0	0	0	0	0	0	0	ívelt
curvilinear	0	0	0	0	0	0	0	0	0	0	görbe vonalú
cushion	0	0	0	0	0	0	1	0	0	0	párna
cusp	0	0	0	0	0	0	0	0	0	0	holdcsúcs
cussed	1	0	0	0	0	0	0	0	0	0	megátalkodott
custodian	0	0	0	0	0	0	0	0	0	1	gondnok
custody	0	0	0	0	0	0	0	0	0	1	őrizet
custom	0	0	0	0	0	0	0	0	0	0	egyedi
customary	0	0	0	0	0	0	0	0	0	0	szokásos
customer	0	0	0	0	0	0	1	0	0	0	vevő
cut	0	0	0	0	0	0	0	0	0	0	vágott
cutaneous	0	0	0	0	0	0	0	0	0	0	bőr-
cute	0	0	0	0	0	0	1	0	0	0	aranyos
cuticle	0	0	0	0	0	0	0	0	0	0	kutikula
cutlery	0	0	0	0	0	0	0	0	0	0	evőeszköz
cutter	0	0	0	1	0	1	0	0	0	0	vágó
cutters	0	0	0	0	0	0	1	0	0	0	vágók
cutthroat	1	0	0	1	0	1	0	0	0	0	gyilkos
cutting	1	0	1	1	0	1	0	1	0	0	vágás
cuttings	0	0	0	0	0	0	0	0	0	0	dugványok
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	cianid
cycle	0	0	0	0	0	0	0	0	0	0	ciklus
cyclical	0	0	0	0	0	0	0	0	0	0	ciklikus
cyclist	0	0	0	0	0	0	0	0	0	0	kerékpáros
cyclone	0	0	0	1	0	1	0	0	1	0	ciklon
cylinder	0	0	0	0	0	0	0	0	0	0	henger
cylindrical	0	0	0	0	0	0	0	0	0	0	hengeres
cymbal	0	0	0	0	0	0	0	0	0	0	cintányér
cynic	0	0	0	0	0	0	0	0	0	0	cinikus
cyst	0	0	0	1	0	1	0	1	0	0	ciszta
cystic	0	0	1	0	0	0	0	0	0	0	cisztás
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	citomegalovírus
cytoplasm	0	0	0	0	0	0	0	0	0	0	citoplazma
czar	0	0	0	0	0	0	0	0	0	0	cár
dab	0	0	0	0	0	0	0	0	0	0	hangyányi
dabble	0	0	0	0	0	0	0	0	0	0	megnedvesít
dabbling	1	0	1	0	0	1	0	0	0	0	döcögős
dad	0	0	0	0	0	0	0	0	0	0	apu
dado	0	0	0	0	0	0	0	0	0	0	alapkocka
daemon	1	0	1	1	0	1	0	1	1	0	démon
daft	0	0	1	0	0	1	0	0	0	0	bolond
dagger	0	0	0	1	0	1	0	0	0	0	tőr
daily	0	1	0	0	0	0	0	0	0	0	napi
dainty	0	0	0	0	0	0	0	0	0	0	kecses
dairy	0	0	0	0	0	0	0	0	0	0	tejtermék
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	völgy
dam	0	0	0	0	0	0	0	0	0	0	gát
damage	1	0	1	0	0	1	0	1	0	0	kár
damages	0	0	0	0	0	1	0	1	0	0	kártérítés
dame	1	0	1	0	0	0	1	0	0	1	hölgy
damn	1	0	1	0	0	1	0	0	0	0	átkozott
damnation	1	0	0	1	0	1	0	1	0	0	kárhozat
damned	0	0	0	0	0	1	0	0	0	0	Átkozott
damp	0	0	0	0	0	0	0	0	0	0	nyirkos
dampened	0	0	0	0	0	0	0	0	0	0	csillapított
damper	0	0	0	0	0	1	0	0	0	0	csillapító
damsel	0	0	0	0	0	0	0	0	0	0	leányka
dance	0	0	0	0	1	0	1	0	0	1	tánc
dancer	0	0	0	0	0	0	0	0	0	0	táncos
dandruff	0	0	0	0	0	1	0	0	0	0	korpa
dandy	0	0	1	0	0	1	0	0	0	0	remek
danger	0	0	0	1	0	1	0	1	0	0	veszély
dangerous	0	0	0	1	0	1	0	0	0	0	veszélyes
dangle	0	0	0	0	0	0	0	0	0	0	fityeg
dank	0	0	1	0	0	0	0	0	0	0	nyirkos
dapper	0	0	0	0	0	0	0	0	0	0	jól öltözött
dare	0	1	0	0	0	0	0	0	0	1	merészel
daring	0	0	0	0	0	0	1	0	0	0	merész
dark	0	0	0	0	0	0	0	1	0	0	sötét
darken	0	0	0	1	0	1	0	1	0	0	sötétedni
darkened	0	0	0	1	0	1	0	1	0	0	elsötétült
darkly	0	0	0	0	0	0	0	0	0	0	sötéten
darkness	1	0	0	1	0	1	0	1	0	0	sötétség
darling	0	0	0	0	1	0	1	0	0	1	Drágám
darn	0	0	0	0	0	0	0	0	0	0	stoppol
dart	0	0	0	1	0	0	0	0	0	0	dárda
dash	0	0	0	0	0	0	0	0	0	0	gondolatjel
dashboard	0	0	0	0	0	0	0	0	0	0	Irányítópult
dashed	1	0	0	1	0	1	0	1	0	0	szaggatott
dashing	0	0	0	0	0	0	1	0	0	0	rámenős
dastardly	1	0	1	1	0	1	0	0	0	0	hitvány
data	0	0	0	0	0	0	0	0	0	0	adat
database	0	0	0	0	0	0	0	0	0	0	adatbázis
date	0	0	0	0	0	0	0	0	0	0	dátum
daughter	0	0	0	0	1	0	1	0	0	0	lánya
dawn	0	1	0	0	1	0	1	0	1	1	hajnal
day	0	0	0	0	0	0	0	0	0	0	nap
daybreak	0	0	0	0	0	0	0	0	0	0	pirkadat
daydreaming	0	0	0	0	0	0	0	0	0	0	álmodozás
daze	0	0	0	0	0	0	0	0	0	0	kábít
dazed	0	0	0	0	0	1	0	0	0	0	kábultan
dazzling	0	0	0	0	0	0	0	0	0	0	kápráztató
deacon	0	0	0	0	0	0	0	0	0	1	diakónus
deactivate	0	0	0	0	0	1	0	0	0	0	deaktiválja
deadlock	0	0	0	0	0	1	0	0	0	0	holtpont
deadly	1	0	1	1	0	1	0	1	0	0	halálos
deafening	0	0	0	0	0	0	0	0	0	0	süketítő
deafness	0	0	0	0	0	0	0	0	0	0	süketség
deal	0	1	0	0	1	0	1	0	1	1	üzlet
dealer	0	0	0	0	0	0	0	0	0	0	kereskedő
dealing	0	0	0	0	0	0	0	0	0	0	foglalkozik
dealings	0	0	0	0	0	0	0	0	0	1	ügyleteket
dean	0	0	0	0	0	0	0	0	0	0	dékán
dear	0	0	0	0	0	0	1	0	0	0	kedves
dearth	0	0	0	0	0	0	0	0	0	0	ínség
death	1	1	1	1	0	1	0	1	1	0	halál
debacle	0	0	0	1	0	1	0	1	0	0	bukás
debatable	0	0	0	0	0	0	0	0	0	0	vitatható
debate	0	0	0	0	0	0	1	0	0	0	vita
debauchery	0	0	1	1	0	1	0	0	0	0	kicsapongás
debenture	0	1	0	0	0	0	0	0	0	0	adóslevél
debit	0	0	0	0	0	0	0	0	0	0	terhelés
debris	0	0	1	0	0	1	0	0	0	0	törmelék
debt	0	0	0	0	0	1	0	1	0	0	adósság
debtor	0	0	0	0	0	1	0	0	0	0	adós
debut	0	0	0	0	0	0	0	0	0	0	bemutatkozás
decade	0	0	0	0	0	0	0	0	0	0	évtized
decanter	0	0	0	0	0	0	0	0	0	0	dekanter
decay	0	0	0	1	0	1	0	1	0	0	hanyatlás
decayed	0	0	1	0	0	1	0	1	0	0	elromlott
deceased	0	0	0	0	0	1	0	1	0	0	elhunyt
deceit	1	0	1	1	0	1	0	1	1	0	csalás
deceitful	0	0	1	0	0	1	0	1	0	0	csaló
deceive	1	0	1	0	0	1	0	1	0	0	megtéveszteni
deceived	1	0	0	0	0	1	0	0	0	0	megtévesztve
deceiving	0	0	0	0	0	1	0	0	0	1	megtévesztve
decency	0	0	0	0	0	0	1	0	0	0	tisztesség
decent	0	0	0	0	0	0	1	0	0	0	megfelelő
deception	0	0	0	0	0	1	0	0	0	0	megtévesztés
deceptive	0	0	0	0	0	1	0	0	0	0	megtévesztő
decidedly	0	0	0	0	0	0	0	0	0	0	határozottan
deciduous	0	0	0	0	0	0	0	0	0	0	lombhullató
decimal	0	0	0	0	0	0	0	0	0	0	decimális
decipher	0	0	0	0	0	0	0	0	0	0	megfejtés
decision	0	0	0	0	0	0	0	0	0	0	döntés
decisive	0	0	0	0	0	0	0	0	0	0	döntő
deck	0	0	0	0	0	0	0	0	0	0	fedélzet
declaration	0	0	0	0	0	0	0	0	0	0	nyilatkozat
declaratory	0	0	0	0	0	0	1	0	0	0	kijelentő
declare	0	0	0	0	0	0	0	0	0	0	kijelent
declination	0	0	0	0	0	1	0	0	0	0	deklináció
decline	0	0	0	0	0	1	0	0	0	0	hanyatlás
declining	0	0	0	0	0	1	0	0	0	0	hanyatló
decompose	0	0	1	0	0	0	0	0	0	0	bomlik le
decomposed	0	0	0	0	0	0	0	1	0	0	lebomlott
decomposition	0	0	1	1	0	1	0	1	0	0	bomlás
decorate	0	0	0	0	0	0	0	0	0	0	díszít
decoration	0	0	0	0	0	0	0	0	0	0	dekoráció
decorum	0	0	0	0	0	0	0	0	0	0	illem
decoy	0	0	0	0	0	0	0	0	1	0	csali
decrease	0	0	0	0	0	1	0	0	0	0	csökken
decreased	0	0	0	0	0	0	0	0	0	0	csökkent
decreasing	0	0	0	0	0	0	0	0	0	0	csökkenő
decree	0	0	0	0	0	0	0	0	0	0	rendelet
decrement	0	0	0	0	0	1	0	0	0	0	csökkenése
decrepit	0	0	0	0	0	1	0	0	0	0	elaggott
decry	1	0	0	0	0	1	0	0	0	0	becsmérel
dedication	0	0	0	0	0	0	1	0	0	0	elhivatottság
deduce	0	0	0	0	0	0	0	0	0	0	következtetni
deduct	0	0	0	0	0	1	0	0	0	0	levonási
deduction	0	0	0	0	0	0	0	0	0	0	levonás
deed	0	0	0	0	0	0	0	0	0	1	tett
deepen	0	0	0	0	0	0	0	0	0	0	elmélyíteni
deer	0	0	0	0	0	0	0	0	0	0	szarvas
defamation	0	0	1	1	0	1	0	0	0	0	rágalmazás
defamatory	1	0	0	0	0	1	0	0	0	0	gyalázkodó
default	0	0	1	1	0	1	0	1	0	0	alapértelmezett
defeat	0	0	0	0	0	1	0	0	0	0	vereség
defeated	0	0	0	0	0	1	0	1	0	0	legyőzött
defect	1	0	0	0	0	1	0	0	0	0	disszidál
defection	0	0	0	1	0	1	0	0	0	0	disszidálás
defective	0	0	1	0	0	1	0	0	0	0	hibás
defend	0	0	0	1	0	0	1	0	0	0	megvédeni
defendant	1	0	0	1	0	0	0	1	0	0	alperes
defended	0	0	0	0	0	0	1	0	0	1	védekezett
defender	0	0	0	0	0	0	1	0	0	1	védő
defending	0	0	0	0	0	0	1	0	0	0	védekező
defense	1	1	0	1	0	0	1	0	0	0	védelem
defenseless	0	0	0	1	0	1	0	1	0	0	védtelen
defensible	0	0	0	0	0	0	0	0	0	0	védhető
defensive	0	0	0	0	0	0	0	0	0	0	védekező
defer	0	0	0	0	0	0	0	0	0	0	elhalasztja
deference	0	0	0	0	0	0	1	0	0	1	beleegyezés
deferral	0	0	0	0	0	1	0	0	0	0	halasztás
deferring	0	0	0	0	0	0	0	0	0	0	elhalasztva
defiance	1	0	1	1	0	1	0	0	0	0	ellenszegülés
defiant	1	0	0	0	0	1	0	0	0	0	dacos
deficiency	0	0	0	0	0	1	0	0	0	0	hiány
deficit	0	0	0	0	0	1	0	0	0	0	hiány
define	0	0	0	0	0	0	0	0	0	0	meghatározni
defined	0	0	0	0	0	0	0	0	0	0	meghatározott
definition	0	0	0	0	0	0	0	0	0	0	meghatározás
definitive	0	0	0	0	0	0	1	0	0	1	végleges
deflate	1	0	0	0	0	1	0	1	0	0	kienged
deflation	0	0	0	1	0	1	0	0	0	0	defláció
deflect	0	0	0	0	0	0	0	0	0	0	eltérít
deflection	0	0	0	0	0	0	0	0	0	0	elhajlás
defloration	0	0	0	0	0	0	0	0	0	0	megbecstelenítés
deform	0	0	1	0	0	1	0	0	0	0	deformálódik
deformed	0	0	1	0	0	1	0	1	0	0	deformált
deformity	0	0	1	1	0	1	0	1	0	0	deformitás
defraud	1	0	1	0	0	1	0	0	0	0	csalás
defray	0	0	0	0	0	0	0	0	0	0	fedezni
deft	0	0	0	0	0	0	0	0	0	0	ügyes
defunct	0	0	0	0	0	1	0	1	0	0	elhunyt
defy	1	0	0	1	0	1	0	1	1	0	dacol
degeneracy	1	0	1	0	0	1	0	1	0	0	degeneráltság
degenerate	0	0	0	0	0	1	0	0	0	0	elfajzott
degeneration	0	0	0	0	0	0	0	0	0	0	degeneráció
degradation	0	0	0	0	0	1	0	0	0	0	degradáció
degrade	0	0	1	0	0	1	0	0	0	0	lefokozni
degrading	0	0	1	1	0	1	0	1	0	0	megalázó
degree	0	0	0	0	0	0	1	0	0	0	fokozat
dehydrated	0	0	0	0	0	0	0	0	0	0	dehidratált
delay	1	0	1	1	0	1	0	1	0	0	késleltetés
delayed	0	0	0	0	0	1	0	0	0	0	késleltetett
delectable	0	0	0	0	0	0	1	0	0	0	kellemes
delegate	0	0	0	0	0	0	1	0	0	1	küldött
delegation	0	0	0	0	0	0	0	0	0	0	delegáció
deleterious	1	0	1	1	0	1	0	0	0	0	káros
deletion	0	0	0	0	0	1	0	0	0	0	törlés
deliberate	0	0	0	0	0	0	1	0	0	0	szándékos
deliberation	0	0	0	0	0	0	0	0	0	0	mérlegelés
deliberative	0	0	0	0	0	0	0	0	0	0	tanácskozó
delicacy	0	0	0	0	0	0	0	0	0	0	finomság
delicious	0	0	0	0	1	0	1	0	0	0	finom
delight	0	1	0	0	1	0	1	0	0	0	élvezet
delighted	0	1	0	0	1	0	1	0	1	0	elragadtatva
delightful	0	1	0	0	1	0	1	0	0	1	elragadó
delineate	0	0	0	0	0	0	0	0	0	0	körvonalazzuk
delineation	0	0	0	0	0	0	0	0	0	0	körvonalazását
delinquency	0	0	0	0	0	1	0	0	0	0	bűnözés
delinquent	1	0	1	0	0	1	0	0	0	0	vétkes
delirious	0	0	0	0	0	1	0	1	0	0	eszelős
delirium	0	0	1	0	0	1	0	1	0	0	delírium
deliverance	0	1	0	0	1	0	1	0	0	1	megszabadítás
delivery	0	1	0	0	0	0	1	0	0	0	szállítás
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	özönvíz
delusion	1	0	0	1	0	1	0	1	0	0	csalódás
delusional	1	0	0	1	0	1	0	0	0	0	káprázatos
delve	0	0	0	0	0	0	0	0	0	0	ás
demand	1	0	0	0	0	1	0	0	0	0	igény
demanding	0	0	0	0	0	1	0	0	0	0	igényes
demeanor	0	0	0	0	0	0	0	0	0	0	viselkedés
demented	0	0	0	1	0	1	0	0	0	0	háborodott
dementia	0	0	0	1	0	1	0	1	0	0	elmebaj
demise	0	0	0	1	0	1	0	1	0	0	pusztulás
democracy	0	0	0	0	0	0	1	0	0	0	demokrácia
democrat	0	0	0	0	0	0	0	0	0	0	demokrata
demolish	1	0	0	0	0	1	0	1	0	0	lebontani
demolition	0	0	0	0	0	1	0	0	0	0	bontás
demon	1	0	1	1	0	1	0	1	0	0	démon
demonic	1	0	1	1	0	1	0	1	0	0	démoni
demonstrable	0	0	0	0	0	0	1	0	0	0	bizonyítható
demonstrate	0	0	0	0	0	0	0	0	0	0	demonstrálni
demonstrated	0	0	0	0	0	0	0	0	0	0	igazolták
demonstrating	0	0	0	0	0	0	0	0	0	0	demonstrálva
demonstration	0	0	0	0	0	0	0	0	0	0	demonstráció
demonstrative	0	0	0	0	1	0	1	1	0	0	demonstratív
demonstrator	0	0	0	0	0	0	0	0	0	0	tüntető
demoralized	0	0	0	1	0	1	0	1	0	0	demoralizált
demos	0	0	0	0	0	0	0	0	0	0	demók
den	0	0	0	0	0	0	0	0	0	0	den
denial	0	0	0	0	0	1	0	0	0	0	tagadás
denied	0	0	0	0	0	1	0	1	0	0	tagadta
denomination	0	0	0	0	0	0	0	0	0	0	megnevezés
denominational	0	0	0	0	0	0	0	0	0	0	felekezeti
denominator	0	0	0	0	0	0	0	0	0	0	névadó
denote	0	0	0	0	0	0	0	0	0	0	jelöli
denounce	1	0	1	0	0	1	0	0	0	0	felmondani
dense	0	0	0	0	0	0	0	0	0	0	sűrű
density	0	0	0	0	0	0	0	0	0	0	sűrűség
dent	0	0	0	0	0	0	0	0	0	0	horpadás
dentistry	0	0	0	1	0	0	0	0	0	0	fogászat
denunciation	1	0	1	1	0	1	0	0	0	0	felmondás
deny	1	0	0	0	0	1	0	0	0	0	tagadni
denying	0	1	0	0	0	1	0	0	0	0	tagadva
deodorant	0	0	0	0	0	0	0	0	0	0	dezodor
depart	0	1	0	0	0	0	0	1	0	0	indul
departed	0	0	0	0	0	1	0	1	0	0	elhunyt
department	0	0	0	0	0	0	0	0	0	0	osztály
departure	0	0	0	0	0	1	0	1	0	0	indulás
depend	0	1	0	0	0	0	0	0	0	1	függ
dependant	0	0	0	0	0	0	0	0	0	0	függő
dependence	0	0	0	1	0	1	0	1	0	0	függőség
dependency	0	0	0	0	0	1	0	0	0	0	függőség
dependent	0	0	0	0	0	1	1	0	0	1	függő
depict	0	0	0	0	0	0	0	0	0	0	ábrázol
depicting	0	0	0	0	0	0	0	0	0	0	ábrázoló
depletion	0	0	0	0	0	0	0	0	0	0	kimerülés
deplorable	1	0	1	1	0	1	0	1	0	0	siralmas
deplore	1	0	1	0	0	1	0	1	0	0	sajnálja
deploy	0	0	0	0	0	0	0	0	0	0	telepíteni
deport	0	0	0	1	0	1	0	1	0	0	deportálják
deportation	1	0	0	1	0	1	0	1	0	0	kitoloncolás
deposit	0	0	0	0	0	0	0	0	0	0	letét
depositary	0	0	0	0	0	0	0	0	0	0	letéteményes
deposition	0	0	0	0	0	0	0	0	0	0	lerakódás
depository	0	0	0	0	0	0	0	0	0	1	értéktár
depot	0	0	0	0	0	0	0	0	0	0	raktár
depraved	1	1	1	1	0	1	0	1	0	0	romlott
depravity	1	0	1	0	0	1	0	0	0	0	romlottság
depreciate	1	0	1	0	0	1	0	0	0	0	becsmérel
depreciated	1	0	1	1	0	1	0	1	0	0	amortizálódott
depreciation	0	0	0	1	0	1	0	0	0	0	értékcsökkenés
depress	0	0	0	1	0	1	0	1	0	0	lenyomja
depressed	1	0	0	1	0	1	0	1	0	0	nyomott
depressing	0	0	1	0	0	1	0	1	0	0	nyomasztó
depression	0	0	0	0	0	1	0	1	0	0	depresszió
depressive	0	0	0	0	0	1	0	1	0	0	depresszív
deprivation	1	0	1	1	0	1	0	1	0	0	hiány
depth	0	0	0	0	0	0	1	0	0	1	mélység
deputy	0	0	0	0	0	0	0	0	0	1	helyettes
derail	0	0	0	0	0	0	0	0	0	0	kisiklik
deranged	1	0	1	1	0	1	0	0	0	0	megzavarodott
derelict	0	0	0	0	0	1	0	0	0	0	elhagyott
derision	1	0	1	0	0	1	0	0	0	0	gúny
derivation	0	0	0	0	0	0	0	0	0	0	származtatás
derivative	0	0	0	0	0	0	0	0	0	0	derivált
derive	0	0	0	0	0	0	0	0	0	0	származik
dermal	0	0	0	0	0	0	0	0	0	0	bőr-
dermatologist	0	0	0	0	0	0	0	0	0	1	bőrgyógyász
dermatology	0	0	0	0	0	0	0	0	0	0	bőrgyógyászat
derogation	1	0	1	1	0	1	0	1	0	0	eltérést
derogatory	1	0	1	1	0	1	0	1	0	0	méltatlan
descend	0	0	0	0	0	0	0	0	0	0	leszáll
descendant	0	0	0	0	0	0	0	0	0	0	leszármazott
descendent	0	0	0	0	0	0	0	0	0	0	leszármazottja
descending	0	0	0	0	0	0	0	0	0	0	ereszkedő
descent	0	0	0	1	0	0	0	1	0	0	Származás
describe	0	0	0	0	0	0	0	0	0	0	leírni
description	0	0	0	0	0	0	0	0	0	0	leírás
