English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hindi Word
discouraged	0	0	0	0	0	0	0	0	0	0	हतोत्साहित
discouragement	0	0	0	0	0	1	0	0	0	0	निराशा
discourse	0	0	0	0	0	0	0	0	0	0	प्रवचन
discover	0	0	0	0	0	0	0	0	0	0	खोज करना
discovery	0	0	0	0	0	0	1	0	0	0	खोज
discredit	0	0	0	0	0	1	0	0	0	0	बदनाम
discreet	0	1	0	0	0	0	1	0	0	0	विचारशील
discrepancy	0	0	0	0	0	0	0	0	0	0	विसंगति
discrete	0	0	0	0	0	0	0	0	0	0	अलग
discretion	0	1	0	0	0	0	1	0	0	1	विवेक
discretionary	0	0	0	0	0	0	1	0	0	0	विवेकाधीन
discriminate	1	0	0	0	0	1	0	1	0	0	भेदभाव
discriminating	0	0	1	0	0	1	0	0	0	0	भेदभाव
discrimination	1	0	1	1	0	1	0	1	0	0	भेदभाव
discus	0	0	0	0	0	0	0	0	0	0	चक्र
discuss	0	0	0	0	0	0	0	0	0	0	चर्चा करें
discussion	0	0	0	0	0	0	1	0	0	0	बहस
disdain	1	0	1	0	0	1	0	0	0	0	तिरस्कार
disease	1	0	1	1	0	1	0	1	0	0	बीमारी
diseased	0	0	1	1	0	1	0	1	0	0	रोगी
disembodied	0	0	0	1	0	1	0	1	0	0	भंग किया हुआ
disengage	0	0	0	0	0	0	0	0	0	0	छुड़ाना
disengagement	0	0	0	0	0	1	0	0	0	0	मुक्ति
disfigured	1	0	1	1	0	1	0	1	0	0	विकृत
disgrace	1	0	1	0	0	1	0	1	0	0	अपमान
disgraced	1	0	1	0	0	1	0	1	0	0	बदनाम
disgraceful	1	0	1	0	0	1	0	0	0	0	शर्मनाक
disgruntled	1	0	1	0	0	1	0	1	0	0	असंतुष्ट
disguise	0	0	0	0	0	0	0	0	0	0	छिपाना
disguised	0	0	0	0	0	0	0	0	0	0	प्रच्छन्न
disgust	1	0	1	1	0	1	0	1	0	0	घृणा
disgusting	1	0	1	1	0	1	0	0	0	0	घिनौना
dish	0	0	0	0	0	0	0	0	0	0	व्यंजन
disheartened	0	0	0	0	0	1	0	1	0	0	निराश
disheartening	0	0	0	0	0	1	0	1	0	0	बेहद निराशाजनक
dishonest	1	0	1	0	0	1	0	1	0	0	बेईमान
dishonesty	0	0	1	0	0	1	0	0	0	0	बेईमानी
dishonor	1	0	1	1	0	1	0	1	0	0	अपमान
disillusionment	1	0	1	0	0	1	0	1	0	0	मोहभंग
disinfect	0	0	0	0	0	0	0	0	0	0	कीटाणुरहित
disinfectant	0	0	0	0	0	0	0	0	0	0	निस्संक्रामक
disinfection	0	0	0	0	0	0	1	0	0	0	कीटाणुशोधन
disinformation	1	0	0	1	0	1	0	0	0	0	दुष्प्रचार
disingenuous	0	0	1	0	0	1	0	0	0	0	कपटी
disintegrate	0	0	1	1	0	1	0	0	0	0	बिखर
disintegration	0	0	0	0	0	1	0	0	0	0	विघटन
disinterested	0	0	0	0	0	1	0	0	0	0	उदासीन
disjoint	0	0	0	0	0	0	0	0	0	0	विभिन्न करना
disjointed	0	0	0	0	0	0	0	0	0	0	असंबद्ध
disjunctive	0	0	0	0	0	0	0	0	0	0	संधि तोड़नेवाला
disk	0	0	0	0	0	0	0	0	0	0	डिस्क
diskette	0	0	0	0	0	0	0	0	0	0	डिस्केट
dislike	1	0	1	0	0	1	0	0	0	0	नापसन्द
disliked	1	0	0	0	0	1	0	1	0	0	नापसंद
dislocated	1	0	1	1	0	1	0	1	0	0	उखड़
dislocation	0	0	0	0	0	0	0	0	0	0	अव्यवस्था
dislodge	0	0	0	0	0	0	0	0	0	0	जगह देना
dismal	0	0	1	1	0	1	0	1	0	0	निराशाजनक
dismay	1	1	0	1	0	1	0	1	1	0	बेचैनी
dismemberment	0	0	1	1	0	1	0	1	0	0	बहिष्कार
dismiss	0	0	0	0	0	0	0	0	0	0	नकार देना
dismissal	1	0	1	1	0	1	0	1	1	0	पदच्युति
dismount	0	0	0	0	0	0	0	0	0	0	उतरना
disobedience	1	0	1	0	0	1	0	0	0	0	आज्ञा का उल्लंघन
disobedient	1	0	0	0	0	1	0	0	0	0	हठी
disobey	1	0	1	0	0	1	0	0	0	0	अवज्ञा
disorder	0	0	0	1	0	1	0	0	0	0	विकार
disorderly	0	0	0	0	0	1	0	0	0	0	उल्टा पुल्टा
disorganized	0	0	0	0	0	1	0	0	0	0	बेतरतीब
disparage	1	0	1	0	0	1	0	1	0	0	उपेक्षा करना
disparaging	1	0	1	0	0	1	0	1	0	0	उपेक्षा करनेवाला
disparate	0	0	0	0	0	0	0	0	0	0	मुक़्तलिफ़
disparity	1	0	1	0	0	1	0	1	0	0	असमानता
dispassionate	0	0	0	0	0	1	0	1	0	0	आवेगहीन
dispatch	0	0	0	0	0	0	0	0	0	0	प्रेषण
dispel	0	0	0	0	0	1	0	1	0	0	को दूर
dispensation	0	0	0	0	0	0	0	0	0	0	व्यवस्था
dispense	0	0	0	0	0	0	0	0	0	0	बग़ैर
disperse	0	0	0	0	0	0	0	0	0	0	फैलाने
dispersed	0	0	0	0	0	0	0	0	0	0	तितर - बितर
dispersion	0	0	0	0	0	1	0	0	0	0	फैलाव
displace	0	0	0	0	0	1	0	0	0	0	विस्थापित
displaced	1	0	0	1	0	0	0	1	0	0	विस्थापित
displacement	0	0	0	0	0	0	0	0	0	0	विस्थापन
display	0	0	0	0	0	0	0	0	0	0	दिखाना
displeased	1	0	1	1	0	1	0	1	0	0	अप्रसन्न
displeasure	0	0	1	0	0	1	0	0	0	0	अप्रसन्नता
disposal	0	0	0	0	0	1	0	0	0	0	निपटान
dispose	0	0	1	0	0	0	0	0	0	0	निपटाने
disposed	0	1	0	0	0	0	1	0	0	1	उतारू
disposition	0	0	0	0	0	0	0	0	0	0	स्वभाव
dispossessed	1	0	0	1	0	1	0	1	0	0	बेदख़ल
disprove	0	0	0	0	0	0	0	0	0	0	असत्य सिद्ध करना
dispute	1	0	0	0	0	1	0	0	0	0	विवाद
disqualification	0	0	0	0	0	1	0	0	0	0	अयोग्यता
disqualified	1	0	1	0	0	1	0	1	0	0	अयोग्य घोषित कर दिया
disqualify	0	0	0	0	0	1	0	1	0	0	अयोग्य ठहराना
disregard	0	0	0	0	0	1	0	0	0	0	उपेक्षा
disregarded	0	0	1	0	0	1	0	0	0	0	अवहेलना
disreputable	1	0	1	1	0	1	0	0	0	0	जर्जर
disrepute	0	0	0	0	0	0	0	0	0	0	बदनामी
disrespect	1	0	0	0	0	1	0	0	0	0	अनादर
disrespectful	1	0	1	1	0	1	0	1	0	0	अनुचित
disruption	1	0	0	1	0	1	0	0	1	0	विघटन
dissatisfaction	0	0	0	0	0	1	0	0	0	0	असंतोष
dissatisfied	0	0	0	0	0	0	0	0	0	0	असंतुष्ट
dissect	0	0	0	0	0	0	0	0	0	0	काटना
dissection	0	0	1	0	0	0	0	0	0	0	विच्छेदन
disseminate	0	0	0	0	0	0	1	0	0	0	प्रसार
dissemination	0	0	0	0	0	0	0	0	0	0	प्रसार
dissension	1	0	0	0	0	1	0	0	0	0	कलह
dissent	0	0	0	0	0	0	0	0	0	0	मतभेद
dissenting	0	0	0	0	0	1	0	0	0	0	असहमति
dissertation	0	0	0	0	0	0	0	0	0	0	निबंध
disservice	1	0	1	0	0	1	0	1	0	0	अपकार
dissident	1	0	0	1	0	1	0	0	0	0	मतभेद करनेवाला
dissimilar	0	0	0	0	0	0	0	0	0	0	भिन्न
dissipate	0	0	0	0	0	0	0	0	0	0	फैलने
dissipated	0	0	0	0	0	0	0	0	0	0	व्यस्त
dissociation	0	0	0	0	0	0	0	0	0	0	पृथक्करण
dissolution	1	0	0	1	0	1	0	1	1	0	विघटन
dissolve	0	0	0	0	0	0	0	0	0	0	भंग करना
dissonance	1	0	0	0	0	1	0	0	0	0	मतभेद
dissuade	0	0	0	0	0	0	0	0	0	0	विरत करना
distal	0	0	0	0	0	0	0	0	0	0	बाहर का
distance	0	0	0	0	0	0	0	0	0	0	दूरी
distant	0	0	0	0	0	0	0	0	0	0	दूरस्थ
distaste	0	0	1	0	0	1	0	0	0	0	वैमनस्य
distasteful	0	0	1	0	0	1	0	0	0	0	अप्रिय
distillate	0	0	0	0	0	0	0	0	0	0	खींचा हुआ शराब
distillation	0	0	0	0	0	0	1	0	0	0	आसवन
distinction	0	0	0	0	0	0	1	0	0	0	भेद
distinctive	0	0	0	0	0	0	0	0	0	0	विशेष
distinguish	0	0	0	0	0	0	0	0	0	0	अंतर करना
distinguishable	0	0	0	0	0	0	0	0	0	0	साफ़
distinguished	0	0	0	0	0	0	0	0	0	0	विशिष्ट
distinguishing	0	0	0	0	0	0	0	0	0	0	ख़ास
distorted	0	0	1	0	0	1	0	0	0	0	विकृत
distortion	0	0	0	0	0	1	0	0	0	0	विरूपण
distract	0	0	0	0	0	1	0	0	0	0	विचलित
distracted	1	0	0	0	0	1	0	0	0	0	विचलित
distracting	1	1	0	0	0	1	0	0	0	0	ध्यान भंग
distraction	0	0	0	0	0	1	0	0	0	0	व्याकुलता
distraught	0	0	0	0	0	1	0	1	0	0	व्याकुल
distress	1	0	1	1	0	1	0	1	1	0	संकट
distressed	0	0	0	1	0	1	0	0	0	0	व्यथित
distressing	1	0	0	1	0	1	0	0	0	0	विक्षुब्ध
distribute	0	0	0	0	0	0	0	0	0	0	बांटो
distribution	0	0	0	0	0	0	0	0	0	0	वितरण
district	0	0	0	0	0	0	0	0	0	0	जिला Seoni
distrust	1	0	1	1	0	1	0	0	0	0	शक
disturbance	1	0	0	1	0	1	0	1	1	0	अशांति
disturbed	1	0	0	0	0	1	0	1	0	0	बिंध डाली
disuse	0	0	0	0	0	1	0	0	0	0	अप्रचार
disused	1	0	0	0	0	1	0	0	0	0	अनुपयोगी
ditch	0	0	0	0	0	0	0	0	0	0	छोड़ देना
ditto	0	0	0	0	0	0	0	0	0	0	ठीक इसी प्रकार से
ditty	0	0	0	0	1	0	1	0	0	0	छोटा गीत
diurnal	0	0	0	0	0	0	0	0	0	0	प्रतिदिन
divan	0	0	0	0	0	0	0	0	0	1	सोफ़ा
dive	0	0	0	0	0	0	0	0	0	0	गोता लगाना
diver	0	0	0	0	0	0	0	0	0	0	ग़ोताख़ोर
diverge	0	0	0	0	0	0	0	0	0	0	हट जाना
divergence	0	0	0	0	0	0	0	0	0	0	विचलन
divergent	0	0	0	0	0	1	0	0	1	0	विभिन्न
diverging	0	0	0	0	0	0	0	0	0	0	अपसारी
divers	0	0	0	0	0	0	0	0	0	0	गोताखोरों
diverse	0	0	0	0	0	1	1	0	0	0	विविध
diversified	0	0	0	0	0	0	1	0	0	0	विविध
diversify	0	0	0	0	0	0	0	0	0	0	विविधता
diversion	0	0	0	0	0	0	1	0	1	0	परिवर्तन
diversity	0	0	0	0	0	0	0	0	0	0	विविधता
divert	0	0	0	0	0	0	0	0	0	0	डाइवर्ट
diverting	0	0	0	0	0	0	0	0	0	0	वळविणे
divest	0	0	0	0	0	0	0	0	0	0	ले लेना
divested	0	0	0	0	0	1	0	0	0	0	वापस ले ली
divestment	0	0	0	0	0	1	0	0	0	0	भंडाफोड़
divide	0	0	0	0	0	0	0	0	0	0	विभाजित करना
divided	0	0	0	0	0	0	0	0	0	0	अलग करना
dividend	0	0	0	0	0	0	0	0	0	0	लाभांश
divination	0	1	0	0	0	0	0	0	0	0	अटकल
divine	0	0	0	0	0	0	0	0	0	0	दिव्य
divinity	0	0	0	0	0	0	1	0	0	0	देवत्व
divisible	0	0	0	0	0	0	0	0	0	0	भाज्य
division	0	0	0	0	0	0	0	0	0	0	विभाजन
divisor	0	0	0	0	0	0	0	0	0	0	भाजक
divorce	1	0	1	1	0	1	0	1	1	1	तलाक
divulge	0	0	0	0	0	0	0	0	0	0	प्रकट अपनी
dizziness	0	0	0	0	0	1	0	0	0	0	चक्कर आना
dizzy	0	0	0	0	0	1	0	0	0	0	चक्कर आना
docile	0	0	0	0	0	0	0	0	0	0	विनम्र
dock	0	0	0	0	0	0	0	0	0	0	गोदी
docked	0	0	0	0	0	1	0	0	0	0	डॉक की गई
docket	0	0	0	0	0	0	0	0	0	0	फैसलों की सूची
doctor	0	0	0	0	0	0	1	0	0	1	चिकित्सक
doctrinal	0	0	0	0	0	0	0	0	0	0	मत-संबंधी
doctrine	0	0	0	0	0	0	0	0	0	1	सिद्धांत
document	0	0	0	0	0	0	0	0	0	0	दस्तावेज़
documentary	0	0	0	0	0	0	0	0	0	0	दस्तावेज़ी
dodge	0	0	0	0	0	0	0	0	0	0	चकमा
dodging	0	0	0	0	0	0	0	0	0	0	चकमा दे रहा
doe	0	0	0	0	0	0	0	0	0	0	हरिणी
doer	0	0	0	0	0	0	1	0	0	0	कर्ता
dog	0	0	0	0	0	0	0	0	0	0	कुत्ता
dogged	0	0	0	0	0	0	1	0	0	0	हठी
dogma	0	0	0	0	0	0	0	0	0	1	हठधर्मिता
dogmatic	0	0	0	0	0	0	0	0	0	0	कट्टर
doings	0	0	0	0	0	0	0	0	0	0	कर्म
doit	0	0	0	0	0	1	0	0	0	0	इसे करें
doldrums	0	0	0	0	0	1	0	1	0	0	उदासी
dole	0	0	0	0	0	1	0	1	0	0	ख़ैरात करना
doll	0	0	0	0	1	0	0	0	0	0	गुड़िया
dollar	0	0	0	0	0	0	0	0	0	0	डॉलर
dolor	0	0	0	0	0	1	0	1	0	0	मातम
dolphin	0	0	0	0	1	0	1	0	1	1	डॉल्फ़िन
domain	0	0	0	0	0	0	0	0	0	0	कार्यक्षेत्र
dome	0	0	0	0	0	0	0	0	0	0	गुंबद
domestic	0	0	0	0	0	0	0	0	0	0	घरेलू
domesticated	0	0	0	0	0	0	0	0	0	0	पाला हुआ
domestication	0	0	0	0	0	0	0	0	0	0	पातलू बनाने का कार्य
domicile	0	0	0	0	0	0	0	0	0	0	अधिवास
domiciled	0	0	0	0	0	0	0	0	0	0	अधिवासित
dominance	0	0	0	0	0	0	0	0	0	0	प्रभाव
dominant	0	0	0	1	0	1	0	0	0	0	प्रभुत्व वाला
dominate	1	0	0	1	0	1	1	0	0	0	हावी होना
dominating	0	0	0	0	0	0	0	0	0	0	हावी
domination	1	0	0	1	0	1	0	1	0	0	प्रभुत्व
dominion	0	0	0	1	0	0	0	0	0	1	अधिराज्य
domino	0	0	0	0	0	0	0	0	0	0	मास्क
don	0	0	0	0	0	0	1	0	0	1	डॉन
donation	0	0	0	0	0	0	1	0	0	0	दान
donkey	0	0	1	0	0	1	0	0	0	0	गधा
donor	0	0	0	0	0	0	0	0	0	0	दाता
doodle	0	0	0	0	0	1	0	0	0	0	कामचोर
doom	0	0	0	1	0	1	0	0	0	0	कयामत
doomed	0	0	0	1	0	1	0	1	0	0	अपराधी
doomsday	1	1	1	1	0	1	0	1	0	0	कयामत का दिन
door	0	0	0	0	0	0	0	0	0	0	द्वार
doorbell	0	0	0	0	0	0	0	0	0	0	दर्वाज़ी की घंटी
doorway	0	0	0	0	0	0	0	0	0	0	द्वार
dormant	0	0	0	0	0	0	0	0	0	0	प्रसुप्त
dormitory	0	0	0	0	0	0	0	0	0	0	छात्रावास
dorsal	0	0	0	0	0	0	0	0	0	0	पृष्ठीय
dose	0	0	0	0	0	0	0	0	0	0	खुराक
dot	0	0	0	0	0	0	0	0	0	0	दूरसंचार विभाग
double	0	0	0	0	0	0	0	0	0	0	दोहरा
doubled	0	0	0	0	0	0	0	0	0	0	दोगुनी
doublet	0	0	0	0	0	0	0	0	0	0	नक़ल
doubling	0	0	0	0	0	0	0	0	0	0	दोहरीकरण
doubt	0	0	0	1	0	1	0	1	0	1	शक
doubtful	0	0	0	0	0	1	0	0	0	0	संदिग्ध
doubting	0	0	0	0	0	1	0	0	0	0	शक
doubtless	0	0	0	0	0	0	1	0	0	1	निस्संदेह
douche	0	0	0	0	0	1	0	0	0	0	खंगालना
dough	0	0	0	0	0	0	0	0	0	0	गूंथा हुआ आटा
doughnut	0	0	0	0	0	0	0	0	0	0	डोनट
dour	0	0	0	0	0	1	0	0	0	0	बेदर्द
dove	0	1	0	0	1	0	1	0	0	1	डव
downcast	0	0	0	0	0	0	0	0	0	0	खिन्न
downfall	0	0	0	1	0	1	0	1	0	0	पतन
downhill	0	0	0	0	0	0	0	0	0	0	ढलान
downpour	0	0	0	0	0	0	0	0	0	0	मूसलधार बारिश
downright	0	0	0	0	0	0	0	0	0	1	सर्वथा
downy	0	0	0	0	0	0	1	0	0	0	कोमल
dowry	0	0	0	0	0	0	0	0	0	0	दहेज
doze	0	0	0	0	0	0	0	0	0	0	झपकी लेना
dozen	0	0	0	0	0	0	0	0	0	0	दर्जन
drab	0	0	0	0	0	1	0	1	0	0	एकाकार
draft	0	1	0	0	0	0	0	0	0	0	प्रारूप
drag	0	0	0	0	0	0	0	0	0	0	खींचें
dragon	0	0	0	1	0	0	0	0	0	0	अजगर
drain	0	0	0	0	0	0	0	0	0	0	नाली
drainage	0	0	0	0	0	1	0	0	0	0	जलनिकास
drained	0	0	0	0	0	0	0	0	0	0	सूखा
drake	0	0	0	0	0	0	0	0	0	0	मक्खी
drama	0	0	0	0	0	0	0	0	0	0	नाटक
dramatic	0	0	0	0	0	0	0	0	0	0	नाटकीय
drape	0	0	0	0	0	0	0	0	0	0	टांगना
drapery	0	0	0	0	0	0	0	0	0	0	चिलमन
drastic	0	0	0	0	0	0	0	0	0	0	भीषण
draught	0	0	0	0	0	0	0	0	0	0	प्रारूप
draw	0	0	0	0	0	0	0	0	0	0	चित्र बनाना
drawback	0	0	0	0	0	1	0	0	0	0	कमी
drawer	0	0	0	0	0	0	0	0	0	0	दराज
drawers	0	0	0	0	0	0	0	0	0	0	दराज़
drawing	0	0	0	0	0	0	0	0	0	0	चित्रकारी
dread	0	1	0	1	0	1	0	0	0	0	डर लगना
dreadful	1	1	1	1	0	1	0	1	0	0	भयानक
dreadfully	0	0	1	1	0	1	0	1	1	0	भयानक रूप से
dream	0	0	0	0	0	0	0	0	0	0	सपना
dreamer	0	0	0	0	0	0	0	0	0	0	सपने देखने
dreaming	0	0	0	0	0	0	0	0	0	0	सपना देखना
dreamy	0	0	0	0	0	0	0	0	0	0	काल्पनिक
dreary	0	0	0	0	0	1	0	1	0	0	सुनसान
dredge	0	0	0	0	0	0	0	0	0	0	छिड़कना
drenched	0	0	0	0	0	0	0	0	0	0	तरबतर होना
dresser	0	0	0	0	0	0	0	0	0	0	ड्रेसर
dribble	0	0	0	0	0	0	0	0	0	0	बूँद बूँद कर टपकना
dried	0	0	0	0	0	0	0	0	0	0	सूखा
drier	0	0	0	0	0	0	0	0	0	0	सुखाने की मशीन
drift	0	0	0	0	0	0	0	0	0	0	अभिप्राय
drifted	0	0	0	0	0	0	0	0	0	0	हो गए
drill	0	0	0	0	0	0	0	0	0	0	छेद करना
drink	0	0	0	0	0	0	0	0	0	0	पीना
drinking	0	0	0	0	0	1	0	0	0	0	पीने
drip	0	0	0	0	0	0	0	0	0	0	टपक
dripping	0	0	0	0	0	0	0	0	0	0	टपकाव का
drivel	0	0	1	0	0	1	0	0	0	0	बेहूदा बात
driver	0	0	0	0	0	0	0	0	0	0	चालक
driveway	0	0	0	0	0	0	0	0	0	0	सड़क
drizzle	0	0	0	0	0	0	0	0	0	0	बूंदा बांदी
droll	0	0	0	0	0	0	0	0	0	0	हंसी उड़ाना
drone	0	0	0	0	0	1	0	0	0	0	मुफ़्तक़ोर
drool	0	0	1	0	0	0	0	0	0	0	लार
drooping	0	0	0	0	0	1	0	0	0	0	लटकते
drop	0	0	0	0	0	0	0	0	0	0	बूंद
droplet	0	0	0	0	0	0	0	0	0	0	छोटी बूंद
drought	0	0	0	0	0	1	0	0	0	0	सूखा
drove	0	0	0	0	0	0	0	0	0	0	गल्ला
drown	0	0	0	1	0	1	0	1	0	0	डुबकर मरना
drowsiness	0	0	0	0	0	1	0	0	0	0	तंद्रा
drowsy	0	0	0	0	0	0	0	0	0	0	सुस्त
drudgery	0	0	0	0	0	1	0	0	0	0	कठिन परिश्रम
drug	0	0	0	0	0	0	0	0	0	0	दवा
drugged	0	0	0	0	0	0	0	1	0	0	नशा
drugstore	0	0	0	0	0	0	0	0	0	0	दवा की दुकान
druid	0	0	0	0	0	0	0	0	0	0	ड्र्यूड
drum	0	0	0	0	0	0	0	0	0	0	ड्रम
drummer	0	0	0	0	0	0	0	0	0	0	ढंढोरची
drumming	0	0	0	0	0	0	0	0	0	0	नगाड़ा बजाना
drunken	0	0	1	0	0	1	0	0	0	0	शराबी
drunkenness	0	0	0	0	0	1	0	0	0	0	मद्यपान
dry	0	0	0	0	0	0	0	0	0	0	सूखा
dryness	0	0	0	0	0	0	0	0	0	0	शुष्कता
dual	0	0	0	0	0	0	0	0	0	0	दोहरी
dualism	0	0	0	0	0	0	0	0	0	0	द्वैतवाद
duality	0	0	0	0	0	0	0	0	0	0	द्वंद्व
dub	0	0	0	0	0	0	0	0	0	0	प्रहार
dubious	0	0	0	1	0	1	0	0	0	1	संदिग्ध
ducking	0	0	0	0	0	0	0	0	0	0	पूर्ण रूप से भीगना
duct	0	0	0	0	0	0	0	0	0	0	वाहिनी
ductile	0	0	0	0	0	0	0	0	0	0	नमनीय
duds	0	0	0	0	0	0	0	0	0	0	चिथड़े
due	0	0	0	0	0	0	0	0	0	0	बकाया
duel	1	1	0	1	0	0	0	0	0	0	द्वंद्वयुद्ध
dues	0	0	0	0	0	0	0	0	0	0	देय राशि
duet	0	0	0	0	0	0	1	0	0	0	युगल
dugout	0	0	0	0	0	0	0	0	0	0	खोदकर निकालना
duke	0	0	0	0	0	0	1	0	0	0	शासक
dull	0	0	0	0	0	1	0	1	0	0	सुस्त
dumb	0	0	0	0	0	1	0	0	0	0	बेवकूफ़
dummy	0	0	0	0	0	1	0	0	0	0	डमी
dump	0	0	0	0	0	0	0	0	0	0	गंदी जगह
dumps	1	0	0	0	0	1	0	1	0	0	उदासीनता
dun	0	0	0	0	0	1	0	0	0	0	धुंधला काले रंग
dune	0	0	0	0	0	0	0	0	0	0	ड्यून
dung	0	0	1	0	0	0	0	0	0	0	गोबर
dungeon	0	0	0	1	0	1	0	0	0	0	तहखाने
duo	0	0	0	0	0	0	0	0	0	0	जोड़ी
dupe	1	0	0	0	0	1	0	0	0	0	भोला-भाला
duplex	0	0	0	0	0	0	0	0	0	0	दोहरा
duplicate	0	0	0	0	0	0	0	0	0	0	डुप्लिकेट
duplication	0	0	0	0	0	0	0	0	0	0	प्रतिलिपि
duplicity	1	0	0	0	0	1	0	0	0	0	कपट
durability	0	0	0	0	0	0	1	0	0	1	सहनशीलता
durable	0	0	0	0	0	0	1	0	0	1	टिकाऊ
duration	0	0	0	0	0	0	0	0	0	0	अवधि
duress	1	0	1	1	0	1	0	1	0	0	अवरोध
dusk	0	0	0	0	0	0	0	0	0	0	गोधूलि बेला
dusky	0	0	0	0	0	0	0	0	0	0	काला
dust	0	0	0	0	0	1	0	0	0	0	धूल
duster	0	0	0	0	0	0	0	0	0	0	झाड़न
dusty	0	0	0	0	0	0	0	0	0	0	मटमैला
dutiful	0	1	0	0	0	0	1	0	0	1	कर्त्तव्य परायण
dwarf	0	0	0	0	0	0	0	0	0	0	बौना आदमी
dwarfed	0	0	0	1	0	1	0	1	0	0	बौना
dwell	0	0	0	0	0	0	0	0	0	0	रहना
dweller	0	0	0	0	0	0	0	0	0	0	निवासी
dwelling	0	0	0	0	0	0	0	0	0	0	आवास
dye	0	0	0	0	0	0	0	0	0	0	रंग
dying	1	0	1	1	0	1	0	1	0	0	मरना
dyke	0	0	0	0	0	0	0	0	0	0	बांध
dynamic	0	0	0	0	0	0	0	0	1	0	गतिशील
dynamical	0	0	0	0	0	0	0	0	0	0	गतिशील
dynamics	0	0	0	0	0	0	0	0	0	0	गतिकी
dynamite	0	0	0	0	0	0	0	0	0	0	बारूद
dynasty	0	0	0	0	0	0	0	0	0	0	राजवंश
dysentery	0	0	1	0	0	1	0	1	0	0	पेचिश
dyspepsia	0	0	0	0	0	0	0	0	0	0	अपच
eager	0	1	0	0	1	0	1	0	1	1	आतुर
eagerness	0	1	0	0	1	0	1	0	0	1	उत्सुकता
eagle	0	0	0	0	0	0	0	0	0	1	गरुड़
ear	0	0	0	0	0	0	0	0	0	0	कान
earl	0	0	0	0	0	0	1	0	0	0	राजा
earlier	0	0	0	0	0	0	0	0	0	0	पहले
early	0	0	0	0	0	0	0	0	0	0	जल्दी
earn	0	0	0	0	0	0	1	0	0	0	कमाना
earnest	0	0	0	0	0	0	1	0	0	0	बयाना
earnestly	0	0	0	0	0	0	1	0	0	0	ज़ोर देकर
earnestness	0	0	0	0	0	0	1	0	0	0	ईमानदारी
earnings	0	0	0	0	0	0	0	0	0	0	आय
earring	0	0	0	0	0	0	0	0	0	0	कान की बाली
earshot	0	0	0	0	0	0	0	0	0	0	श्रवण सीमा
earth	0	0	0	0	0	0	0	0	0	0	धरती
earthenware	0	0	0	0	0	0	0	0	0	0	मिट्टी के बरतन
earthly	0	0	0	0	0	0	0	0	0	0	सांसारिक
earthquake	1	0	0	1	0	1	0	1	1	0	भूकंप
earthy	0	0	0	0	0	0	0	0	0	0	मिट्टी की
ease	0	0	0	0	0	0	1	0	0	0	आराम
easel	0	0	0	0	0	0	0	0	0	0	चित्रफलक
easement	0	0	0	0	0	0	1	0	0	0	दिलजमई
easily	0	0	0	0	0	0	0	0	0	0	सरलता
easy	0	0	0	0	0	0	0	0	0	0	आसान
easygoing	0	0	0	0	0	0	1	0	0	0	आरामपसंद
eat	0	0	0	0	0	0	1	0	0	0	खाना खा लो
eating	0	0	0	0	0	0	0	0	0	0	खाना
eavesdropping	0	0	0	0	0	1	0	0	0	0	जासूसी
ebb	0	0	0	0	0	0	0	0	0	0	अवनति
ebony	0	0	0	0	0	0	0	0	0	0	आबनूस
eccentric	0	0	0	0	0	0	0	0	0	0	विलक्षण व्यक्ति
eccentricity	0	0	0	0	0	0	0	0	0	0	सनक
ecclesiastical	0	0	0	0	0	0	0	0	0	0	गिरिजाघर
echo	0	0	0	0	0	0	0	0	0	0	गूंज
eclectic	0	0	0	0	0	0	0	0	0	0	उदार
eclipse	0	0	0	0	0	0	0	0	0	0	ग्रहण
ecliptic	0	0	0	0	0	0	0	0	0	0	क्रांतिवृत्त
economical	0	0	0	0	0	0	0	0	0	0	किफ़ायती
economics	0	0	0	0	0	0	0	0	0	0	अर्थशास्त्र
economy	0	0	0	0	0	0	0	0	0	1	अर्थव्यवस्था
ecstasy	0	1	0	0	1	0	1	0	0	0	परमानंद
ecstatic	0	1	0	0	1	0	1	0	1	0	उन्मादपूर्ण
ecumenical	0	0	0	0	0	0	0	0	0	0	दुनियावी
eddy	0	0	0	0	0	0	0	0	0	0	एडी
edge	0	0	0	0	0	0	0	0	0	0	किनारा
edging	0	0	0	0	0	0	0	0	0	0	किनारा
edible	0	0	0	0	0	0	0	0	0	0	खाद्य
edict	0	0	0	1	0	1	0	0	0	0	अध्यादेश
edification	0	1	0	0	1	0	1	0	0	1	नसीहत
edifice	0	0	0	0	0	0	0	0	0	0	भवन
edit	0	0	0	0	0	0	0	0	0	0	संपादन करना
edition	0	1	0	0	0	0	0	0	0	0	संस्करण
editor	0	0	0	0	0	0	0	0	0	0	संपादक
editorial	0	0	0	0	0	0	0	0	0	0	संपादकीय
educate	0	0	0	0	0	0	1	0	0	0	शिक्षित
educated	0	0	0	0	0	0	1	0	0	0	शिक्षित
education	0	0	0	0	0	0	0	0	0	0	शिक्षा
educational	0	0	0	0	0	0	1	0	0	1	शिक्षात्मक
eel	0	0	0	1	0	0	0	0	0	0	बाम मछली
effect	0	0	0	0	0	0	0	0	0	0	प्रभाव
effective	0	0	0	0	0	0	1	0	0	1	प्रभावी
effects	0	0	0	0	0	0	0	0	0	0	प्रभाव
