English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Arabic Word
depot	0	0	0	0	0	0	0	0	0	0	مستودع
depraved	1	1	1	1	0	1	0	1	0	0	فاسد
depravity	1	0	1	0	0	1	0	0	0	0	الفساد
depreciate	1	0	1	0	0	1	0	0	0	0	تستهلك
depreciated	1	0	1	1	0	1	0	1	0	0	مستهلكة
depreciation	0	0	0	1	0	1	0	0	0	0	الاستهلاك
depress	0	0	0	1	0	1	0	1	0	0	خفض
depressed	1	0	0	1	0	1	0	1	0	0	مكتئب
depressing	0	0	1	0	0	1	0	1	0	0	محزن
depression	0	0	0	0	0	1	0	1	0	0	كآبة
depressive	0	0	0	0	0	1	0	1	0	0	اكتئابي
deprivation	1	0	1	1	0	1	0	1	0	0	الحرمان
depth	0	0	0	0	0	0	1	0	0	1	عمق
deputy	0	0	0	0	0	0	0	0	0	1	النائب
derail	0	0	0	0	0	0	0	0	0	0	الخروج عن مساره
deranged	1	0	1	1	0	1	0	0	0	0	مختل
derelict	0	0	0	0	0	1	0	0	0	0	مهجور
derision	1	0	1	0	0	1	0	0	0	0	السخرية
derivation	0	0	0	0	0	0	0	0	0	0	الاشتقاق
derivative	0	0	0	0	0	0	0	0	0	0	المشتق
derive	0	0	0	0	0	0	0	0	0	0	استخلاص
dermal	0	0	0	0	0	0	0	0	0	0	جلدي
dermatologist	0	0	0	0	0	0	0	0	0	1	طبيب الجلدية
dermatology	0	0	0	0	0	0	0	0	0	0	الجلدية
derogation	1	0	1	1	0	1	0	1	0	0	عدم التقيد
derogatory	1	0	1	1	0	1	0	1	0	0	ازدراء
descend	0	0	0	0	0	0	0	0	0	0	تنحدر
descendant	0	0	0	0	0	0	0	0	0	0	تنازلي
descendent	0	0	0	0	0	0	0	0	0	0	سليل
descending	0	0	0	0	0	0	0	0	0	0	تنازلي
descent	0	0	0	1	0	0	0	1	0	0	نزول
describe	0	0	0	0	0	0	0	0	0	0	يصف
description	0	0	0	0	0	0	0	0	0	0	وصف
descriptive	0	0	0	0	0	0	1	0	0	0	وصفي
desecration	1	0	1	1	0	1	0	1	0	0	تدنيس
desert	1	0	1	1	0	1	0	1	0	0	صحراء
deserted	1	0	1	1	0	1	0	1	0	0	مهجور
desertion	0	0	0	0	0	1	0	0	0	0	الهجر
deserve	1	1	0	0	0	0	1	0	0	1	استحق
deserved	0	0	0	0	0	0	1	0	0	0	استحق
deserving	0	0	0	0	0	0	0	0	0	0	تستحق
design	0	0	0	0	0	0	0	0	0	0	التصميم
designate	0	0	0	0	0	0	0	0	0	0	عين
designation	0	0	0	0	0	0	0	0	0	1	تعيين
designed	0	0	0	0	0	0	0	0	0	0	مصمم
designer	0	0	0	0	0	0	1	0	0	0	مصمم
designing	0	0	0	0	0	0	0	0	0	0	تصميم
desirability	0	0	0	0	0	0	0	0	0	0	الرغبة
desirable	0	0	0	0	0	0	1	0	0	0	مرغوب فيه
desiring	0	0	0	0	0	0	1	0	0	0	الرغبة
desirous	0	0	0	0	0	0	1	0	0	0	راغب
desist	1	0	1	0	0	1	0	0	0	0	الكف
desk	0	0	0	0	0	0	0	0	0	0	طاولة مكتب
desolation	0	0	0	1	0	1	0	1	0	0	الخراب
despair	1	0	1	1	0	1	0	1	0	0	اليأس
despairing	0	0	0	1	0	1	0	1	0	0	اليأس
despatch	0	0	0	0	0	0	0	0	0	0	إيفاد
desperate	0	0	0	0	0	1	0	0	0	0	متحرّق إلى
desperation	0	0	0	0	0	0	0	0	0	0	اليأس
despicable	1	0	1	0	0	1	0	0	0	0	حقير، خسيس
despise	1	0	1	0	0	1	0	0	0	0	يحتقر
despotic	0	0	0	1	0	1	0	0	0	0	مستبد
despotism	1	0	1	1	0	1	0	1	0	0	الاستبداد
dessert	0	0	0	0	0	0	0	0	0	0	الحلوى
destination	0	1	0	1	1	0	1	1	1	0	المكان المقصود
destined	0	1	0	0	0	0	0	0	0	0	متجه
destiny	0	0	0	0	0	0	0	0	0	0	مصير
destitute	0	0	0	1	0	1	0	1	0	0	فقراء
destroyed	1	0	0	1	0	1	0	1	0	0	دمرت
destroyer	1	0	0	1	0	1	0	0	0	0	مدمر
destroying	1	0	0	1	0	1	0	1	0	0	تدمير
destruction	1	0	0	0	0	1	0	0	0	0	دمار
destructive	1	0	1	1	0	1	0	0	0	0	مدمرة
detach	0	0	0	0	0	0	0	0	0	0	فصل
detached	0	0	0	0	0	0	0	0	0	0	منفصل
detachment	0	0	0	0	0	1	0	0	0	0	انفصال
detail	0	0	0	0	0	0	0	0	0	0	التفاصيل
details	0	0	0	0	0	0	0	0	0	0	تفاصيل
detain	0	0	0	0	0	1	0	0	0	0	حجز
detainee	1	1	0	1	0	1	0	1	0	0	محتجز
detect	0	0	0	0	0	0	1	0	0	0	يكشف
detectable	0	0	0	0	0	0	0	0	0	0	قابل للاكتشاف
detection	0	0	0	0	0	0	1	0	0	0	كشف
detective	0	0	0	0	0	0	0	0	0	0	المحقق
detector	0	0	0	0	0	0	0	0	0	0	كاشف
detention	0	0	0	0	0	1	0	1	0	0	احتجاز
deter	0	0	0	0	0	0	0	0	0	0	ردع
detergent	0	0	0	0	0	0	0	0	0	0	منظف
deteriorate	0	0	0	1	0	1	0	1	0	0	تتدهور
deteriorated	0	0	1	0	0	1	0	1	0	0	تدهورت
deterioration	1	0	1	1	0	1	0	1	0	0	تدهور
determinable	0	0	0	0	0	0	0	0	0	0	قابل للتحديد
determinate	0	1	0	0	0	0	0	0	0	1	تحدد
determination	0	0	0	0	0	0	1	0	0	1	عزم
determined	0	0	0	0	0	0	1	0	0	0	يحدد
detest	1	0	1	0	0	1	0	0	0	0	يكرهون
detonate	0	0	0	1	0	1	0	0	1	0	تنفجر
detonation	1	0	0	0	0	0	0	0	0	0	تفجير
detour	0	0	0	0	0	0	0	0	0	0	التفاف
detract	1	0	0	0	0	1	0	0	0	0	ينتقص
detriment	0	0	0	0	0	1	0	0	0	0	ضار
detrimental	0	0	0	0	0	1	0	0	0	0	ضار
detritus	0	0	0	0	0	1	0	0	0	0	المخلفات
deuce	0	0	0	0	0	0	0	0	0	0	تعؤل
devastate	1	0	0	1	0	1	0	1	0	0	يدمر
devastating	1	0	1	1	0	1	0	1	0	1	مدمر
devastation	1	0	0	1	0	1	0	1	1	0	دمار
develop	0	1	0	0	0	0	1	0	0	0	طور
developing	0	0	0	0	0	0	0	0	0	0	تطوير
development	0	0	0	0	0	0	0	0	0	0	تطوير
deviate	0	0	0	0	0	0	0	0	0	0	انحرف
deviating	0	0	0	0	0	0	0	0	0	0	منحرف
deviation	0	0	0	0	0	0	0	1	0	0	انحراف
device	0	0	0	0	0	0	0	0	0	0	جهاز
devil	1	1	1	1	0	1	0	1	0	0	شيطان
devilish	0	0	1	1	0	1	0	0	0	0	شيطانية
devious	0	0	0	0	0	1	0	0	0	0	الملتوية
devise	0	0	0	0	0	0	0	0	0	0	ابتكر
devoid	0	0	0	0	0	0	0	0	0	0	خال
devolution	0	0	0	0	0	1	0	0	0	0	تفويض
devolve	0	0	0	0	0	0	0	0	0	0	تفويض
devote	0	0	0	0	0	0	0	0	0	0	تكريس
devotee	0	0	0	0	0	0	0	0	0	0	المحب
devotional	0	0	0	0	0	0	1	0	0	1	عبادي
devour	0	0	0	0	0	1	0	0	0	0	افترس
devout	0	1	0	0	1	0	1	0	0	1	ورع
dew	0	0	0	0	0	0	0	0	0	0	ندى
dexter	0	0	0	0	0	0	0	0	0	0	دكستر
dexterity	0	0	0	0	0	0	1	0	0	0	البراعة
dextrose	0	0	0	0	0	0	0	0	0	0	سكر العنب
diabolical	1	0	1	1	0	1	0	0	0	0	شيطاني
diagnosis	0	1	0	1	0	1	0	0	0	1	تشخبص
diagnostic	0	0	0	0	0	0	0	0	0	0	التشخيص
diagnostics	0	0	0	0	0	0	0	0	0	0	التشخيص
diagram	0	0	0	0	0	0	0	0	0	0	رسم بياني
dial	0	0	0	0	0	0	0	0	0	0	يتصل
dialect	0	0	0	0	0	0	0	0	0	0	لهجة
dialectic	0	0	0	0	0	0	0	0	0	0	جدلية
dialogue	0	0	0	0	0	0	0	0	0	0	حوار
diameter	0	0	0	0	0	0	0	0	0	0	قطر الدائرة
diamond	0	0	0	0	1	0	1	0	0	0	الماس
diamonds	0	0	0	0	0	0	0	0	0	0	الماس
diaper	0	0	1	0	0	0	0	0	0	0	حفاضات
diaphragm	0	0	0	0	0	0	0	0	0	0	الحجاب الحاجز
diarrhoea	0	0	1	0	0	0	0	0	0	0	إسهال
diary	0	0	0	0	1	0	1	0	0	1	مذكرات
diatribe	1	0	1	0	0	1	0	0	0	0	خطبة خطبة
dice	0	0	0	0	0	0	0	0	0	0	حجر النرد
dichotomous	0	0	0	0	0	0	0	0	0	0	ثنائي التفرع
dichotomy	0	0	0	0	0	0	0	0	0	0	تفرع ثنائي
dictate	0	0	0	0	0	0	0	0	0	0	تملي
dictation	0	0	0	0	0	0	0	0	0	0	إملاء
dictator	0	0	0	1	0	1	0	0	0	0	دكتاتور
dictatorial	1	0	0	0	0	1	0	0	0	0	دكتاتوري
dictatorship	1	1	1	1	0	1	0	1	0	0	دكتاتورية
diction	0	0	0	0	0	0	0	0	0	0	الالقاء
dictionary	0	0	0	0	0	0	1	0	0	1	قاموس
dictum	0	0	0	0	0	0	0	0	0	1	القول المأثور
didactic	0	0	0	0	0	0	1	0	0	0	وعظي
die	0	0	0	1	0	1	0	1	0	0	موت
diet	0	0	0	0	0	0	0	0	0	0	حمية
dietary	0	1	0	0	0	0	1	0	0	0	ذو علاقة بالحمية
differ	0	0	0	0	0	0	0	0	0	0	اختلف
difference	0	0	0	0	0	0	0	0	0	0	فرق
differences	0	0	0	0	0	0	0	0	0	0	اختلافات
differential	0	0	0	0	0	0	0	0	0	1	التفاضليه
differentiation	0	0	0	0	0	0	0	0	0	0	التفاضل
differently	0	0	0	0	0	0	0	0	1	0	بشكل مختلف
differing	0	0	0	0	0	0	0	0	0	0	تختلف
difficult	0	0	0	1	0	0	0	0	0	0	صعبة
difficulties	0	0	0	0	0	1	0	1	0	0	الصعوبات
difficulty	1	0	0	1	0	1	0	1	0	0	صعوبة
diffuse	0	0	0	0	0	0	0	0	0	0	منتشر
diffusion	0	0	0	0	0	0	0	0	0	0	تعريف
dig	0	0	0	0	0	0	0	0	0	0	حفر
digest	0	0	0	0	0	0	0	0	0	0	استوعب
digestion	0	0	0	0	0	0	0	0	0	0	الهضم
digit	0	0	0	0	0	0	0	0	0	1	رقم
dignified	0	0	0	0	0	0	1	0	0	0	كريمة
dignity	0	0	0	0	0	0	1	0	0	1	كرامة
digress	0	1	0	0	0	1	0	0	0	0	استطرادا
digs	0	0	0	0	0	0	0	0	0	0	الحفريات
dike	0	0	0	1	0	0	0	0	0	0	سد
dilapidated	0	0	1	0	0	1	0	1	0	0	متداعية
dilatation	0	0	0	0	0	0	0	0	0	0	اتساع
dilation	0	0	0	0	0	0	0	0	0	0	تمدد
dilemma	0	0	0	0	0	0	0	0	0	0	معضلة
diligence	0	0	0	0	0	0	1	0	0	1	اجتهاد
diligent	0	0	0	0	0	0	0	0	0	0	مجتهد
diluent	0	0	0	0	0	0	0	0	0	0	مادة التخفيف
dilute	0	0	0	0	0	1	0	0	0	0	يميع \ يخفف
diluted	0	0	0	0	0	0	0	0	0	0	مخفف
dilution	0	0	0	0	0	0	0	0	0	0	تخفيف
dime	0	0	0	0	0	0	0	0	0	0	عشرة سنتات
dimension	0	0	0	0	0	0	0	0	0	0	البعد
diminish	0	0	0	0	0	1	0	1	0	0	يقلل
diminished	0	0	0	0	0	1	0	0	0	0	تقلص
diminution	0	0	0	0	0	0	0	0	0	0	تناقص
diminutive	0	0	0	0	0	0	0	0	0	0	ضآلة
din	0	0	0	0	0	1	0	0	0	0	دين
dine	0	0	0	0	0	0	0	0	0	0	تناول العشاء
diner	0	0	0	0	0	0	0	0	0	0	العشاء
dinner	0	0	0	0	0	0	1	0	0	0	وجبة عشاء
dinosaur	0	0	0	1	0	0	0	0	0	0	ديناصور
dint	0	0	0	0	0	0	0	0	0	0	طعج
diocesan	0	0	0	0	0	0	0	0	0	0	أبرشية
diocese	0	0	0	0	0	0	0	0	0	0	أبرشية
diorama	0	0	0	0	0	0	0	0	0	0	الديوراما
dip	0	0	0	0	0	0	0	0	0	0	تراجع
diploma	0	0	0	0	0	0	0	0	0	0	شهادة دبلوم
diplomacy	0	1	0	0	0	0	1	0	0	1	الدبلوماسية
diplomat	0	0	0	0	0	0	0	0	0	0	دبلوماسي
diplomatic	0	0	0	0	0	0	1	0	0	1	دبلوماسي
dire	0	0	1	1	0	1	0	1	1	0	رهيب
directed	0	0	0	0	0	0	0	0	0	0	توجه
direction	0	0	0	0	0	0	0	0	0	0	اتجاه
directly	0	0	0	0	0	0	0	0	0	0	مباشرة
director	0	0	0	0	0	0	1	0	0	1	مدير
directory	0	0	0	0	0	0	0	0	0	0	الدليل
dirt	0	0	1	0	0	1	0	0	0	0	التراب
dirty	0	0	1	0	0	1	0	0	0	0	متسخ
disability	0	0	0	0	0	1	0	1	0	0	عجز
disable	0	0	0	1	0	1	0	1	0	0	تعطيل
disabled	0	0	0	1	0	1	0	1	0	0	معاق
disadvantage	0	0	0	0	0	0	0	0	0	0	عيب
disaffected	0	0	0	0	0	1	0	0	0	0	ساخط
disagree	1	0	0	0	0	1	0	0	0	0	تعارض
disagreeable	0	0	0	0	0	0	0	0	0	0	بغيض
disagreeing	1	0	0	0	0	1	0	1	0	0	غير موافق
disagreement	1	0	0	0	0	1	0	1	0	0	الخلاف
disallow	0	0	0	0	0	0	0	0	0	0	عدم السماح
disallowed	1	0	1	1	0	1	0	1	0	0	غير مسموح
disappear	0	0	0	1	0	0	0	0	0	0	يختفي
disappearance	0	0	0	0	0	0	0	0	0	0	اختفاء
disappearing	0	0	0	0	0	0	0	0	0	0	تختفي
disappoint	1	0	1	0	0	1	0	1	0	0	يخيب
disappointed	1	0	1	0	0	1	0	1	0	0	خائب الامل
disappointing	0	0	0	0	0	1	0	1	0	0	مخيب للامال
disappointment	0	0	1	0	0	1	0	1	0	0	خيبة الامل
disapproval	0	0	0	0	0	1	0	1	0	0	الرفض
disapprove	1	0	1	1	0	1	0	1	0	0	رفض
disapproved	1	0	0	0	0	1	0	1	0	0	مرفوض
disapproving	1	0	1	0	0	1	0	1	0	0	رافضة
disarm	0	0	0	0	0	0	0	0	0	0	نزع سلاح
disarray	0	0	0	0	0	0	0	0	0	0	فوضى
disaster	1	0	1	1	0	1	0	1	1	0	كارثة
disastrous	1	0	0	1	0	1	0	1	0	0	كارثي
disband	0	0	0	0	0	0	0	0	0	0	حل \ سرح
disbelief	0	0	0	0	0	0	0	0	0	0	الكفر
disbelieve	0	0	0	0	0	1	0	0	0	0	كفر
disburse	0	0	0	0	0	0	0	0	0	0	صرف
disbursement	0	0	0	0	0	0	0	0	0	0	الصرف
disc	0	0	0	0	0	0	0	0	0	0	قرص
discarded	0	0	0	0	0	0	0	0	0	0	مهملة
discards	0	0	0	0	0	1	0	0	0	0	المرتجع
discern	0	0	0	0	0	0	0	0	0	0	تميز - تدرك
discernible	0	0	0	0	0	0	0	0	0	0	يمكن تمييزه
discerning	0	0	0	0	0	0	0	0	0	0	فطنة
discernment	0	0	0	0	0	0	0	0	0	0	تميز
discharge	0	0	0	0	0	1	0	0	0	0	إبراء الذمة
disciple	0	0	0	0	0	0	0	0	0	1	المريد
discipline	0	0	0	1	0	1	0	0	0	0	انضباط
disclaim	1	0	1	0	0	1	0	0	0	1	تنصل
disclaimer	0	0	0	0	0	0	0	0	0	0	تنصل
disclose	0	0	0	0	0	0	0	0	0	0	الكشف عن
disclosed	0	0	0	0	0	0	0	0	0	1	كشف
disclosure	0	0	0	0	0	0	0	0	0	0	إفشاء
discoloration	0	0	1	0	0	1	0	0	0	0	تلون
discolored	0	0	1	0	0	1	0	1	0	0	مشوه
discomfort	0	0	0	0	0	1	0	1	0	0	عدم ارتياح
disconnect	0	0	0	0	0	1	0	1	0	0	قطع الاتصال
disconnected	0	0	0	0	0	1	0	1	0	0	انقطع الاتصال
disconnection	0	0	0	0	0	1	0	0	0	0	قطع الاتصال
discontent	1	0	1	1	0	1	0	1	0	0	استياء
discontinuance	0	0	0	0	0	0	0	0	0	0	التوقف
discontinue	0	0	0	0	0	1	0	0	0	0	توقف
discontinuity	0	0	1	1	0	1	0	1	0	0	انقطاع
discontinuous	0	0	0	0	0	0	0	0	0	0	متقطع
discord	1	0	1	0	0	1	0	0	0	0	الخلاف
discount	0	0	0	0	0	0	0	0	0	0	تخفيض
discounted	0	0	0	0	0	0	0	0	0	0	مخفضة
discourage	0	0	0	1	0	1	0	1	0	0	تثبط
discouraged	0	0	0	0	0	0	0	0	0	0	محبط
discouragement	0	0	0	0	0	1	0	0	0	0	تثبيط
discourse	0	0	0	0	0	0	0	0	0	0	الحوار
discover	0	0	0	0	0	0	0	0	0	0	يكتشف
discovery	0	0	0	0	0	0	1	0	0	0	اكتشاف
discredit	0	0	0	0	0	1	0	0	0	0	تشويه سمعة
discreet	0	1	0	0	0	0	1	0	0	0	متحفظ
discrepancy	0	0	0	0	0	0	0	0	0	0	تناقض
discrete	0	0	0	0	0	0	0	0	0	0	منفصله
discretion	0	1	0	0	0	0	1	0	0	1	حرية التصرف
discretionary	0	0	0	0	0	0	1	0	0	0	متوفر
discriminate	1	0	0	0	0	1	0	1	0	0	تميز
discriminating	0	0	1	0	0	1	0	0	0	0	تمييزي
discrimination	1	0	1	1	0	1	0	1	0	0	تمييز
discus	0	0	0	0	0	0	0	0	0	0	القرص
discuss	0	0	0	0	0	0	0	0	0	0	تناقش
discussion	0	0	0	0	0	0	1	0	0	0	نقاش
disdain	1	0	1	0	0	1	0	0	0	0	ازدراء
disease	1	0	1	1	0	1	0	1	0	0	مرض
diseased	0	0	1	1	0	1	0	1	0	0	مريض
disembodied	0	0	0	1	0	1	0	1	0	0	بلا جسد
disengage	0	0	0	0	0	0	0	0	0	0	فك الارتباط
disengagement	0	0	0	0	0	1	0	0	0	0	فك الارتباط
disfigured	1	0	1	1	0	1	0	1	0	0	مشوه
disgrace	1	0	1	0	0	1	0	1	0	0	عار
disgraced	1	0	1	0	0	1	0	1	0	0	عار
disgraceful	1	0	1	0	0	1	0	0	0	0	مخز
disgruntled	1	0	1	0	0	1	0	1	0	0	ساخط
disguise	0	0	0	0	0	0	0	0	0	0	تمويه
disguised	0	0	0	0	0	0	0	0	0	0	متنكرا
disgust	1	0	1	1	0	1	0	1	0	0	الاشمئزاز
disgusting	1	0	1	1	0	1	0	0	0	0	مقزز
dish	0	0	0	0	0	0	0	0	0	0	طبق
disheartened	0	0	0	0	0	1	0	1	0	0	بخيبة أمل
disheartening	0	0	0	0	0	1	0	1	0	0	مثبط للهمم
dishonest	1	0	1	0	0	1	0	1	0	0	غير شريفة
dishonesty	0	0	1	0	0	1	0	0	0	0	عدم الأمانة
dishonor	1	0	1	1	0	1	0	1	0	0	العار
disillusionment	1	0	1	0	0	1	0	1	0	0	خيبة الأمل
disinfect	0	0	0	0	0	0	0	0	0	0	تطهير
disinfectant	0	0	0	0	0	0	0	0	0	0	مطهر
disinfection	0	0	0	0	0	0	1	0	0	0	التطهير
disinformation	1	0	0	1	0	1	0	0	0	0	معلومات مضللة
disingenuous	0	0	1	0	0	1	0	0	0	0	مخادع
disintegrate	0	0	1	1	0	1	0	0	0	0	تتفكك
disintegration	0	0	0	0	0	1	0	0	0	0	تفكك
disinterested	0	0	0	0	0	1	0	0	0	0	نزيه
disjoint	0	0	0	0	0	0	0	0	0	0	منفصل
disjointed	0	0	0	0	0	0	0	0	0	0	مفكك
disjunctive	0	0	0	0	0	0	0	0	0	0	طباقي
disk	0	0	0	0	0	0	0	0	0	0	القرص
diskette	0	0	0	0	0	0	0	0	0	0	قرص مرن
dislike	1	0	1	0	0	1	0	0	0	0	لم يعجبنى
disliked	1	0	0	0	0	1	0	1	0	0	لم يعجبني
dislocated	1	0	1	1	0	1	0	1	0	0	مخلوع
dislocation	0	0	0	0	0	0	0	0	0	0	الخلع
dislodge	0	0	0	0	0	0	0	0	0	0	طرد
dismal	0	0	1	1	0	1	0	1	0	0	كئيب
dismay	1	1	0	1	0	1	0	1	1	0	الفزع
dismemberment	0	0	1	1	0	1	0	1	0	0	التقطيع
dismiss	0	0	0	0	0	0	0	0	0	0	رفض
dismissal	1	0	1	1	0	1	0	1	1	0	الفصل
dismount	0	0	0	0	0	0	0	0	0	0	ترجل
disobedience	1	0	1	0	0	1	0	0	0	0	العصيان
disobedient	1	0	0	0	0	1	0	0	0	0	عاصي
disobey	1	0	1	0	0	1	0	0	0	0	عصى
disorder	0	0	0	1	0	1	0	0	0	0	اضطراب
disorderly	0	0	0	0	0	1	0	0	0	0	غير منظم
disorganized	0	0	0	0	0	1	0	0	0	0	غير منظم
disparage	1	0	1	0	0	1	0	1	0	0	الاستخفاف
disparaging	1	0	1	0	0	1	0	1	0	0	الاستخفاف
disparate	0	0	0	0	0	0	0	0	0	0	متباينة
disparity	1	0	1	0	0	1	0	1	0	0	التفاوت
dispassionate	0	0	0	0	0	1	0	1	0	0	نزيه
dispatch	0	0	0	0	0	0	0	0	0	0	إرسال
dispel	0	0	0	0	0	1	0	1	0	0	تبديد
dispensation	0	0	0	0	0	0	0	0	0	0	توزيع
dispense	0	0	0	0	0	0	0	0	0	0	الاستغناء
disperse	0	0	0	0	0	0	0	0	0	0	شتت
dispersed	0	0	0	0	0	0	0	0	0	0	مشتت
dispersion	0	0	0	0	0	1	0	0	0	0	تشتت
displace	0	0	0	0	0	1	0	0	0	0	تهجير
displaced	1	0	0	1	0	0	0	1	0	0	نازحين
displacement	0	0	0	0	0	0	0	0	0	0	الإزاحة
display	0	0	0	0	0	0	0	0	0	0	عرض
displeased	1	0	1	1	0	1	0	1	0	0	مستاء
displeasure	0	0	1	0	0	1	0	0	0	0	استياء
disposal	0	0	0	0	0	1	0	0	0	0	ازالة
dispose	0	0	1	0	0	0	0	0	0	0	تخلص
disposed	0	1	0	0	0	0	1	0	0	1	استبعاده
disposition	0	0	0	0	0	0	0	0	0	0	تغير
dispossessed	1	0	0	1	0	1	0	1	0	0	جرداء
disprove	0	0	0	0	0	0	0	0	0	0	دحض
dispute	1	0	0	0	0	1	0	0	0	0	خلاف
disqualification	0	0	0	0	0	1	0	0	0	0	تنحية
disqualified	1	0	1	0	0	1	0	1	0	0	غير مؤهل
disqualify	0	0	0	0	0	1	0	1	0	0	عدم أهلية
disregard	0	0	0	0	0	1	0	0	0	0	تجاهل
disregarded	0	0	1	0	0	1	0	0	0	0	متجاهل
disreputable	1	0	1	1	0	1	0	0	0	0	سيئ السمعة
disrepute	0	0	0	0	0	0	0	0	0	0	سمعة
disrespect	1	0	0	0	0	1	0	0	0	0	عدم احترام
disrespectful	1	0	1	1	0	1	0	1	0	0	عدم الاحترام
disruption	1	0	0	1	0	1	0	0	1	0	خلل
dissatisfaction	0	0	0	0	0	1	0	0	0	0	عدم الرضا
dissatisfied	0	0	0	0	0	0	0	0	0	0	غير راض
dissect	0	0	0	0	0	0	0	0	0	0	تشريح
dissection	0	0	1	0	0	0	0	0	0	0	تشريح
disseminate	0	0	0	0	0	0	1	0	0	0	ينشر
dissemination	0	0	0	0	0	0	0	0	0	0	النشر
dissension	1	0	0	0	0	1	0	0	0	0	الخلاف
dissent	0	0	0	0	0	0	0	0	0	0	معارضة
dissenting	0	0	0	0	0	1	0	0	0	0	معارضة
dissertation	0	0	0	0	0	0	0	0	0	0	أطروحة
disservice	1	0	1	0	0	1	0	1	0	0	ضرر
dissident	1	0	0	1	0	1	0	0	0	0	المنشق
dissimilar	0	0	0	0	0	0	0	0	0	0	غير متشابه
dissipate	0	0	0	0	0	0	0	0	0	0	تبدد
dissipated	0	0	0	0	0	0	0	0	0	0	تتبدد
dissociation	0	0	0	0	0	0	0	0	0	0	التفكك
dissolution	1	0	0	1	0	1	0	1	1	0	تحلل
dissolve	0	0	0	0	0	0	0	0	0	0	تذوب
dissonance	1	0	0	0	0	1	0	0	0	0	التنافر
dissuade	0	0	0	0	0	0	0	0	0	0	ثني
distal	0	0	0	0	0	0	0	0	0	0	القاصي
distance	0	0	0	0	0	0	0	0	0	0	مسافه: بعد
distant	0	0	0	0	0	0	0	0	0	0	بعيد
distaste	0	0	1	0	0	1	0	0	0	0	كراهيه
distasteful	0	0	1	0	0	1	0	0	0	0	مقيت
distillate	0	0	0	0	0	0	0	0	0	0	نواتج التقطير
distillation	0	0	0	0	0	0	1	0	0	0	التقطير
distinction	0	0	0	0	0	0	1	0	0	0	امتياز
distinctive	0	0	0	0	0	0	0	0	0	0	متميز
distinguish	0	0	0	0	0	0	0	0	0	0	تميز
distinguishable	0	0	0	0	0	0	0	0	0	0	مميز
distinguished	0	0	0	0	0	0	0	0	0	0	مميز
distinguishing	0	0	0	0	0	0	0	0	0	0	مميز
distorted	0	0	1	0	0	1	0	0	0	0	المحرفة
distortion	0	0	0	0	0	1	0	0	0	0	تشوه
distract	0	0	0	0	0	1	0	0	0	0	يصرف
distracted	1	0	0	0	0	1	0	0	0	0	مشتت الذهن
distracting	1	1	0	0	0	1	0	0	0	0	تشتيت الانتباه
distraction	0	0	0	0	0	1	0	0	0	0	إلهاء
distraught	0	0	0	0	0	1	0	1	0	0	مضطرب
distress	1	0	1	1	0	1	0	1	1	0	محنة
distressed	0	0	0	1	0	1	0	0	0	0	محزن
distressing	1	0	0	1	0	1	0	0	0	0	مؤلم
distribute	0	0	0	0	0	0	0	0	0	0	نشر
distribution	0	0	0	0	0	0	0	0	0	0	توزيع
district	0	0	0	0	0	0	0	0	0	0	منطقة
distrust	1	0	1	1	0	1	0	0	0	0	عدم الثقة
disturbance	1	0	0	1	0	1	0	1	1	0	إزعاج
disturbed	1	0	0	0	0	1	0	1	0	0	مختل
disuse	0	0	0	0	0	1	0	0	0	0	إهمال
disused	1	0	0	0	0	1	0	0	0	0	مهجور
ditch	0	0	0	0	0	0	0	0	0	0	يتخلص من
ditto	0	0	0	0	0	0	0	0	0	0	نفس الشيء
ditty	0	0	0	0	1	0	1	0	0	0	ديتي
diurnal	0	0	0	0	0	0	0	0	0	0	نهاري
divan	0	0	0	0	0	0	0	0	0	1	ديوان
dive	0	0	0	0	0	0	0	0	0	0	يغوص
diver	0	0	0	0	0	0	0	0	0	0	غواص
diverge	0	0	0	0	0	0	0	0	0	0	تشعب
divergence	0	0	0	0	0	0	0	0	0	0	تشعب
divergent	0	0	0	0	0	1	0	0	1	0	متشعب
diverging	0	0	0	0	0	0	0	0	0	0	متشعب
divers	0	0	0	0	0	0	0	0	0	0	الغواصين
diverse	0	0	0	0	0	1	1	0	0	0	متنوع
diversified	0	0	0	0	0	0	1	0	0	0	متنوع
diversify	0	0	0	0	0	0	0	0	0	0	تنويع
diversion	0	0	0	0	0	0	1	0	1	0	تحويل
diversity	0	0	0	0	0	0	0	0	0	0	تنوع
divert	0	0	0	0	0	0	0	0	0	0	تحويل
diverting	0	0	0	0	0	0	0	0	0	0	التحويل
divest	0	0	0	0	0	0	0	0	0	0	تجريد
divested	0	0	0	0	0	1	0	0	0	0	جرد
divestment	0	0	0	0	0	1	0	0	0	0	تصفية
divide	0	0	0	0	0	0	0	0	0	0	يقسم
divided	0	0	0	0	0	0	0	0	0	0	منقسم
dividend	0	0	0	0	0	0	0	0	0	0	توزيعات ارباح
divination	0	1	0	0	0	0	0	0	0	0	عرافة
divine	0	0	0	0	0	0	0	0	0	0	إلهي
divinity	0	0	0	0	0	0	1	0	0	0	ألوهية
divisible	0	0	0	0	0	0	0	0	0	0	قابل للقسمة
division	0	0	0	0	0	0	0	0	0	0	قطاع
