steps,bmi,gender
6667,28.9,man
6667,26.4,man
6667,26.3,man
6667,26.3,man
6667,26.3,man
6667,25.4,man
6667,20.8,man
6667,19.8,man
6667,19.9,man
6667,19.9,man
6667,17.9,man
6667,18,man
6528,31.5,man
6528,31,man
6528,31,man
6528,29.9,man
6528,29.5,man
6528,29.2,man
6528,29.2,man
6528,29.3,man
6528,29.2,man
6528,27,man
6528,26.3,man
6528,26.3,man
6528,25,man
6528,21.1,man
6528,21,man
6528,19.2,man
6528,19.2,man
6528,19.3,man
6528,19.3,man
6528,19.4,man
6528,19.2,man
6528,19.3,man
6528,19.2,man
6528,19.4,man
6366,31.4,man
6366,31.3,man
6366,31.3,man
6366,30.9,man
6366,29.4,man
6366,29.4,man
6366,28.1,man
6366,27.5,man
6366,27.1,man
6366,26.4,man
6366,25.5,man
6366,24.9,man
6366,21.3,man
6366,18.1,man
6366,15.7,man
6227,30.9,man
6227,30.8,man
6227,30.2,man
6227,30.2,man
6227,29.6,man
6227,29.3,man
6227,28.3,man
6227,27.9,man
6227,27.3,man
6227,26.9,man
6227,27,man
6227,26.5,man
6227,26.5,man
6227,25.7,man
6227,24.7,man
6227,21.5,man
6227,17.6,man
6227,17.8,man
6227,17.6,man
6227,15.8,man
6065,30.7,man
6065,30.1,man
6065,28.6,man
6065,28.5,man
6065,27.8,man
6065,25.8,man
6065,24.6,man
6065,21.7,man
6065,21.7,man
6065,21.7,man
6065,21.8,man
6065,17.2,man
6065,17.3,man
6065,16,man
6065,15.9,man
5903,30.5,man
5903,30.5,man
5903,29.9,man
5903,28.9,man
5903,27.7,man
5903,27.5,man
5903,27.5,man
5903,26,man
5903,26,man
5903,24.3,man
5903,24.3,man
5903,21.9,man
5903,17.6,man
5903,16.9,man
5764,30.3,man
5764,30.3,man
5764,27.9,man
5764,27.3,man
5764,27.3,man
5764,27.3,man
5764,26.2,man
5764,26.2,man
5764,24.2,man
5764,24.1,man
5764,24.1,man
5764,22.1,man
5764,17.7,man
5602,30.2,man
5602,30.1,man
5602,28.1,man
5602,26.3,man
5602,23.7,man
5602,22.4,man
5602,21,man
5602,17,man
5463,29.9,man
5463,28.3,man
5463,28.2,man
5463,23.4,man
5463,23.4,man
5463,20.8,man
5463,17,man
5301,29.6,man
5301,29.5,man
5301,29.5,man
5301,28.2,man
5301,23.5,man
5301,20.6,man
5301,19.1,man
5301,19.1,man
5301,19.2,man
5301,19.1,man
5301,19.2,man
5301,18.9,man
5301,18.4,man
5301,18.3,man
5301,18.4,man
5301,18.4,man
5301,18.4,man
5301,17.8,man
5301,17.9,man
5301,17,man
5162,28.3,man
5162,28.3,man
5162,23.5,man
5162,19.9,man
5162,19.9,man
5162,19.9,man
5000,26.2,man
5000,17.9,man
5000,17.8,man
5000,18,man
5000,16.9,man
4861,29.8,man
4861,28.6,man
4861,28.5,man
4861,17.7,man
4861,17.2,man
4861,16.8,man
4699,28.9,man
4699,26.2,man
4699,23.6,man
4699,17.1,man
4699,16.8,man
4560,26.2,man
4560,26.2,man
4560,23.6,man
4560,23.6,man
4560,17.6,man
4560,16.8,man
4560,16.7,man
4398,23.6,man
4398,23.6,man
4398,17.3,man
4398,17.3,man
4398,17,man
4398,17,man
4236,23.6,man
4236,17.3,man
4236,16.9,man
4236,16.7,man
4097,23.6,man
4097,23.6,man
4097,17.2,man
3935,29.8,man
3935,29.8,man
3935,29.5,man
3935,23.6,man
3935,17.3,man
3796,29.8,man
3796,23.6,man
3796,17.5,man
3796,17.1,man
3796,17.1,man
3796,17.5,man
3796,16.8,man
3634,29.8,man
3634,29.9,man
3634,23.6,man
3634,17.5,man
3634,17,man
3634,17,man
3634,16.8,man
3495,29.9,man
3495,17.5,man
3495,17.3,man
3495,16.9,man
3495,16.8,man
3333,29.8,man
3333,29.3,man
3333,26.2,man
3333,17.2,man
3333,17.4,man
3194,29.2,man
3194,28.4,man
3194,17,man
3194,17,man
3194,17,man
3032,29.7,man
3032,29,man
3032,29,man
3032,28.4,man
3032,17.1,man
3032,17.2,man
2870,30.6,man
2870,30.6,man
2870,29.7,man
2870,28.8,man
2870,28.8,man
2870,28.4,man
2870,26.3,man
2731,30.1,man
2731,30.1,man
2731,28.6,man
2731,28.7,man
2731,28.4,man
2731,26.9,man
2731,26.8,man
2731,26.8,man
2731,26.3,man
2731,26.3,man
2731,26.3,man
2731,27,man
2569,31.4,man
2569,28.4,man
2569,25.9,man
2569,23.6,man
2431,31.2,man
2431,31.2,man
2431,31.2,man
2431,29.5,man
2431,28.6,man
2431,28.4,man
2431,28.4,man
2269,30.9,man
2269,30.9,man
2269,30.8,man
2269,29.5,man
2269,28.6,man
2269,25.5,man
2130,31.5,man
2130,31.5,man
2130,29.4,man
1968,29.3,man
1968,29.3,man
1968,23.7,man
1968,23.6,man
1829,31.7,man
1829,28.6,man
1829,28.5,man
1829,28.6,man
1667,31.7,man
1667,28.9,man
1667,23.5,man
1667,23.5,man
1667,23.6,man
1528,23.6,man
1528,23.6,man
1366,31.1,man
1366,30.8,man
1366,30.9,man
1366,30.8,man
1366,30.8,man
1204,31.1,man
1204,31.1,man
1204,28.7,man
1204,28.7,man
1065,28.6,man
903,30.2,man
903,23.7,man
764,30.4,man
764,30.4,man
602,30.7,man
602,27.6,man
602,24.2,man
463,28.9,man
301,24.8,man
